basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_male
1210330_frescati,2006,-6
1210330_frescati,2007,-3
1210330_frescati,2008,-5
1210330_frescati,2009,-8
1210330_frescati,2010,-5
1210330_frescati,2011,-8
1210330_frescati,2012,-10
1210330_frescati,2013,-43
1210330_frescati,2014,-41
1210410_centrala_hjorthagen,2000,33
1210410_centrala_hjorthagen,2001,45
1210410_centrala_hjorthagen,2002,45
1210410_centrala_hjorthagen,2003,50
1210410_centrala_hjorthagen,2004,53
1210410_centrala_hjorthagen,2005,46
1210410_centrala_hjorthagen,2006,47
1210410_centrala_hjorthagen,2007,52
1210410_centrala_hjorthagen,2008,53
1210410_centrala_hjorthagen,2009,26
1210410_centrala_hjorthagen,2010,33
1210410_centrala_hjorthagen,2011,25
1210410_centrala_hjorthagen,2012,28
1210410_centrala_hjorthagen,2013,19
1210410_centrala_hjorthagen,2014,27
1220110_ostermalmshallen,2000,-3
1220110_ostermalmshallen,2001,-5
1220110_ostermalmshallen,2002,-12
1220110_ostermalmshallen,2003,-18
1220110_ostermalmshallen,2004,-17
1220110_ostermalmshallen,2005,-16
1220110_ostermalmshallen,2006,-30
1220110_ostermalmshallen,2007,-32
1220110_ostermalmshallen,2008,-27
1220110_ostermalmshallen,2009,-34
1220110_ostermalmshallen,2010,-46
1220110_ostermalmshallen,2011,-59
1220110_ostermalmshallen,2012,-52
1220110_ostermalmshallen,2013,-59
1220110_ostermalmshallen,2014,-43
1220120_dramatiska_teatern,2000,2
1220120_dramatiska_teatern,2001,7
1220120_dramatiska_teatern,2002,9
1220120_dramatiska_teatern,2003,10
1220120_dramatiska_teatern,2004,11
1220120_dramatiska_teatern,2005,14
1220120_dramatiska_teatern,2006,16
1220120_dramatiska_teatern,2007,23
1220120_dramatiska_teatern,2008,19
1220120_dramatiska_teatern,2009,26
1220120_dramatiska_teatern,2010,28
1220120_dramatiska_teatern,2011,32
1220120_dramatiska_teatern,2012,36
1220120_dramatiska_teatern,2013,35
1220120_dramatiska_teatern,2014,34
1220130_ostermalmstorg,2000,-20
1220130_ostermalmstorg,2001,-13
1220130_ostermalmstorg,2002,-12
1220130_ostermalmstorg,2003,-14
1220130_ostermalmstorg,2004,-17
1220130_ostermalmstorg,2005,-3
1220130_ostermalmstorg,2006,7
1220130_ostermalmstorg,2007,-3
1220130_ostermalmstorg,2008,17
1220130_ostermalmstorg,2009,21
1220130_ostermalmstorg,2010,50
1220130_ostermalmstorg,2011,61
1220130_ostermalmstorg,2012,41
1220130_ostermalmstorg,2013,68
1220130_ostermalmstorg,2014,71
1220140_skvalberget,2000,6
1220140_skvalberget,2001,3
1220140_skvalberget,2002,5
1220140_skvalberget,2003,3
1220140_skvalberget,2004,-9
1220140_skvalberget,2005,-2
1220140_skvalberget,2006,1
1220140_skvalberget,2007,-2
1220140_skvalberget,2008,5
1220140_skvalberget,2009,3
1220140_skvalberget,2010,19
1220140_skvalberget,2011,6
1220140_skvalberget,2012,6
1220140_skvalberget,2013,4
1220140_skvalberget,2014,0
1220150_tyskbagaromradet,2000,-2
1220150_tyskbagaromradet,2001,16
1220150_tyskbagaromradet,2002,19
1220150_tyskbagaromradet,2003,14
1220150_tyskbagaromradet,2004,23
1220150_tyskbagaromradet,2005,19
1220150_tyskbagaromradet,2006,33
1220150_tyskbagaromradet,2007,57
1220150_tyskbagaromradet,2008,56
1220150_tyskbagaromradet,2009,61
1220150_tyskbagaromradet,2010,64
1220150_tyskbagaromradet,2011,61
1220150_tyskbagaromradet,2012,76
1220150_tyskbagaromradet,2013,75
1220150_tyskbagaromradet,2014,36
1220160_hedvig_eleonora_kyrka,2000,14
1220160_hedvig_eleonora_kyrka,2001,-3
1220160_hedvig_eleonora_kyrka,2002,3
1220160_hedvig_eleonora_kyrka,2003,8
1220160_hedvig_eleonora_kyrka,2004,15
1220160_hedvig_eleonora_kyrka,2005,21
1220160_hedvig_eleonora_kyrka,2006,26
1220160_hedvig_eleonora_kyrka,2007,14
1220160_hedvig_eleonora_kyrka,2008,25
1220160_hedvig_eleonora_kyrka,2009,30
1220160_hedvig_eleonora_kyrka,2010,44
1220160_hedvig_eleonora_kyrka,2011,37
1220160_hedvig_eleonora_kyrka,2012,47
1220160_hedvig_eleonora_kyrka,2013,41
1220160_hedvig_eleonora_kyrka,2014,48
1220170_kronkvarnen,2000,7
1220170_kronkvarnen,2001,7
1220170_kronkvarnen,2002,20
1220170_kronkvarnen,2003,17
1220170_kronkvarnen,2004,7
1220170_kronkvarnen,2005,14
1220170_kronkvarnen,2006,5
1220170_kronkvarnen,2007,15
1220170_kronkvarnen,2008,18
1220170_kronkvarnen,2009,26
1220170_kronkvarnen,2010,18
1220170_kronkvarnen,2011,23
1220170_kronkvarnen,2012,19
1220170_kronkvarnen,2013,14
1220170_kronkvarnen,2014,10
1230110_karlaplan,2000,-6
1230110_karlaplan,2001,-1
1230110_karlaplan,2002,-5
1230110_karlaplan,2003,4
1230110_karlaplan,2004,3
1230110_karlaplan,2005,4
1230110_karlaplan,2006,-5
1230110_karlaplan,2007,-3
1230110_karlaplan,2008,-3
1230110_karlaplan,2009,5
1230110_karlaplan,2010,10
1230110_karlaplan,2011,11
1230110_karlaplan,2012,14
1230110_karlaplan,2013,7
1230110_karlaplan,2014,13
1230120_historiska_museet,2000,24
1230120_historiska_museet,2001,21
1230120_historiska_museet,2002,16
1230120_historiska_museet,2003,41
1230120_historiska_museet,2004,32
1230120_historiska_museet,2005,11
1230120_historiska_museet,2006,11
1230120_historiska_museet,2007,10
1230120_historiska_museet,2008,7
1230120_historiska_museet,2009,26
1230120_historiska_museet,2010,8
1230120_historiska_museet,2011,12
1230120_historiska_museet,2012,21
1230120_historiska_museet,2013,19
1230120_historiska_museet,2014,42
1230130_strandvagen,2000,49
1230130_strandvagen,2001,51
1230130_strandvagen,2002,55
1230130_strandvagen,2003,79
1230130_strandvagen,2004,88
1230130_strandvagen,2005,79
1230130_strandvagen,2006,73
1230130_strandvagen,2007,53
1230130_strandvagen,2008,49
1230130_strandvagen,2009,61
1230130_strandvagen,2010,27
1230130_strandvagen,2011,21
1230130_strandvagen,2012,11
1230130_strandvagen,2013,22
1230130_strandvagen,2014,-8
1230140_oscarskyrkan,2000,1
1230140_oscarskyrkan,2001,14
1230140_oscarskyrkan,2002,7
1230140_oscarskyrkan,2003,6
1230140_oscarskyrkan,2004,3
1230140_oscarskyrkan,2005,13
1230140_oscarskyrkan,2006,30
1230140_oscarskyrkan,2007,36
1230140_oscarskyrkan,2008,59
1230140_oscarskyrkan,2009,68
1230140_oscarskyrkan,2010,71
1230140_oscarskyrkan,2011,79
1230140_oscarskyrkan,2012,83
1230140_oscarskyrkan,2013,97
1230140_oscarskyrkan,2014,88
1230161_gustav_adolfskyrkan_v,2000,-1
1230161_gustav_adolfskyrkan_v,2001,-5
1230161_gustav_adolfskyrkan_v,2002,-3
1230161_gustav_adolfskyrkan_v,2003,0
1230161_gustav_adolfskyrkan_v,2004,-5
1230161_gustav_adolfskyrkan_v,2005,-16
1230161_gustav_adolfskyrkan_v,2006,-29
1230161_gustav_adolfskyrkan_v,2007,-22
1230161_gustav_adolfskyrkan_v,2008,-15
1230161_gustav_adolfskyrkan_v,2009,3
1230161_gustav_adolfskyrkan_v,2010,4
1230161_gustav_adolfskyrkan_v,2011,14
1230161_gustav_adolfskyrkan_v,2012,12
1230161_gustav_adolfskyrkan_v,2013,29
1230161_gustav_adolfskyrkan_v,2014,51
1230162_gustav_adolfskyrkan_o,2000,19
1230162_gustav_adolfskyrkan_o,2001,17
1230162_gustav_adolfskyrkan_o,2002,1
1230162_gustav_adolfskyrkan_o,2003,16
1230162_gustav_adolfskyrkan_o,2004,25
1230162_gustav_adolfskyrkan_o,2005,41
1230162_gustav_adolfskyrkan_o,2006,47
1230162_gustav_adolfskyrkan_o,2007,55
1230162_gustav_adolfskyrkan_o,2008,50
1230162_gustav_adolfskyrkan_o,2009,59
1230162_gustav_adolfskyrkan_o,2010,68
1230162_gustav_adolfskyrkan_o,2011,83
1230162_gustav_adolfskyrkan_o,2012,92
1230162_gustav_adolfskyrkan_o,2013,126
1230162_gustav_adolfskyrkan_o,2014,93
1230210_djurgardsstaden,2000,-4
1230210_djurgardsstaden,2001,3
1230210_djurgardsstaden,2002,9
1230210_djurgardsstaden,2003,11
1230210_djurgardsstaden,2004,10
1230210_djurgardsstaden,2005,12
1230210_djurgardsstaden,2006,11
1230210_djurgardsstaden,2007,6
1230210_djurgardsstaden,2008,9
1230210_djurgardsstaden,2009,9
1230210_djurgardsstaden,2010,10
1230210_djurgardsstaden,2011,17
1230210_djurgardsstaden,2012,8
1230210_djurgardsstaden,2013,11
1230210_djurgardsstaden,2014,11
1230220_sodra_djurgarden,2000,2
1230220_sodra_djurgarden,2001,8
1230220_sodra_djurgarden,2002,3
1230220_sodra_djurgarden,2003,2
1230220_sodra_djurgarden,2004,7
1230220_sodra_djurgarden,2005,8
1230220_sodra_djurgarden,2006,6
1230220_sodra_djurgarden,2007,9
1230220_sodra_djurgarden,2008,2
1230220_sodra_djurgarden,2009,4
1230220_sodra_djurgarden,2010,1
1230220_sodra_djurgarden,2011,3
1230220_sodra_djurgarden,2012,5
1230220_sodra_djurgarden,2013,3
1230220_sodra_djurgarden,2014,1
1230300_hastgardet,2000,9
1230300_hastgardet,2001,20
1230300_hastgardet,2002,8
1230300_hastgardet,2003,-6
1230300_hastgardet,2004,-8
1230300_hastgardet,2005,-6
1230300_hastgardet,2006,-25
1230300_hastgardet,2007,1
1230300_hastgardet,2008,79
1230300_hastgardet,2009,85
1230300_hastgardet,2010,74
1230300_hastgardet,2011,71
1230300_hastgardet,2012,53
1230300_hastgardet,2013,42
1230300_hastgardet,2014,34
1230310_olaus_petri_kyrka,2000,3
1230310_olaus_petri_kyrka,2001,32
1230310_olaus_petri_kyrka,2002,16
1230310_olaus_petri_kyrka,2003,26
1230310_olaus_petri_kyrka,2004,-4
1230310_olaus_petri_kyrka,2005,26
1230310_olaus_petri_kyrka,2006,24
1230310_olaus_petri_kyrka,2007,56
1230310_olaus_petri_kyrka,2008,79
1230310_olaus_petri_kyrka,2009,105
1230310_olaus_petri_kyrka,2010,150
1230310_olaus_petri_kyrka,2011,142
1230310_olaus_petri_kyrka,2012,160
1230310_olaus_petri_kyrka,2013,159
1230310_olaus_petri_kyrka,2014,164
1230320_tessinparken,2000,13
1230320_tessinparken,2001,20
1230320_tessinparken,2002,47
1230320_tessinparken,2003,53
1230320_tessinparken,2004,62
1230320_tessinparken,2005,54
1230320_tessinparken,2006,57
1230320_tessinparken,2007,83
1230320_tessinparken,2008,96
1230320_tessinparken,2009,101
1230320_tessinparken,2010,97
1230320_tessinparken,2011,85
1230320_tessinparken,2012,106
1230320_tessinparken,2013,113
1230320_tessinparken,2014,119
1230330_smedsbacken,2000,9
1230330_smedsbacken,2001,-16
1230330_smedsbacken,2002,-79
1230330_smedsbacken,2003,-50
1230330_smedsbacken,2004,-95
1230330_smedsbacken,2005,-137
1230330_smedsbacken,2006,-120
1230330_smedsbacken,2007,-120
1230330_smedsbacken,2008,-159
1230330_smedsbacken,2009,-151
1230330_smedsbacken,2010,-155
1230330_smedsbacken,2011,-170
1230330_smedsbacken,2012,-207
1230330_smedsbacken,2013,-213
1230330_smedsbacken,2014,-255
1230350_kampementsbacken,2000,8
1230350_kampementsbacken,2001,4
1230350_kampementsbacken,2002,-7
1230350_kampementsbacken,2003,-14
1230350_kampementsbacken,2004,-26
1230350_kampementsbacken,2005,-32
1230350_kampementsbacken,2006,-17
1230350_kampementsbacken,2007,34
1230350_kampementsbacken,2008,20
1230350_kampementsbacken,2009,15
1230350_kampementsbacken,2010,14
1230350_kampementsbacken,2011,-4
1230350_kampementsbacken,2012,0
1230350_kampementsbacken,2013,-9
1230350_kampementsbacken,2014,-14
1230360_oregrundsgatan,2000,-16
1230360_oregrundsgatan,2001,-41
1230360_oregrundsgatan,2002,-64
1230360_oregrundsgatan,2003,-71
1230360_oregrundsgatan,2004,-58
1230360_oregrundsgatan,2005,-24
1230360_oregrundsgatan,2006,-34
1230360_oregrundsgatan,2007,-26
1230360_oregrundsgatan,2008,-37
1230360_oregrundsgatan,2009,-20
1230360_oregrundsgatan,2010,6
1230360_oregrundsgatan,2011,14
1230360_oregrundsgatan,2012,0
1230360_oregrundsgatan,2013,-3
1230360_oregrundsgatan,2014,-14
1230390_ladugardsgardet,2000,1
1230390_ladugardsgardet,2001,0
1230390_ladugardsgardet,2002,-1
1230390_ladugardsgardet,2003,0
1230390_ladugardsgardet,2004,-2
1230390_ladugardsgardet,2005,-2
1230390_ladugardsgardet,2006,-2
1230390_ladugardsgardet,2007,-7
1230390_ladugardsgardet,2008,-3
1230390_ladugardsgardet,2009,-8
1230390_ladugardsgardet,2010,-8
1230390_ladugardsgardet,2011,-9
1230390_ladugardsgardet,2012,-6
1230390_ladugardsgardet,2013,-6
1230390_ladugardsgardet,2014,-5
1310100_stadshuset,2000,-4
1310100_stadshuset,2001,-7
1310100_stadshuset,2002,-7
1310100_stadshuset,2003,-4
1310100_stadshuset,2004,-1
1310100_stadshuset,2005,3
1310100_stadshuset,2006,0
1310100_stadshuset,2007,0
1310100_stadshuset,2008,0
1310100_stadshuset,2009,0
1310100_stadshuset,2010,0
1310100_stadshuset,2011,-3
1310100_stadshuset,2012,-3
1310100_stadshuset,2013,-3
1310100_stadshuset,2014,-3
1310110_eira,2000,36
1310110_eira,2001,52
1310110_eira,2002,35
1310110_eira,2003,56
1310110_eira,2004,46
1310110_eira,2005,61
1310110_eira,2006,94
1310110_eira,2007,74
1310110_eira,2008,92
1310110_eira,2009,100
1310110_eira,2010,89
1310110_eira,2011,86
1310110_eira,2012,104
1310110_eira,2013,108
1310110_eira,2014,109
1310120_kungsklippan,2000,-7
1310120_kungsklippan,2001,-11
1310120_kungsklippan,2002,-17
1310120_kungsklippan,2003,-15
1310120_kungsklippan,2004,10
1310120_kungsklippan,2005,13
1310120_kungsklippan,2006,19
1310120_kungsklippan,2007,31
1310120_kungsklippan,2008,51
1310120_kungsklippan,2009,66
1310120_kungsklippan,2010,40
1310120_kungsklippan,2011,49
1310120_kungsklippan,2012,86
1310120_kungsklippan,2013,85
1310120_kungsklippan,2014,97
1310130_kungsbroplan,2000,-14
1310130_kungsbroplan,2001,13
1310130_kungsbroplan,2002,11
1310130_kungsbroplan,2003,22
1310130_kungsbroplan,2004,30
1310130_kungsbroplan,2005,42
1310130_kungsbroplan,2006,63
1310130_kungsbroplan,2007,80
1310130_kungsbroplan,2008,83
1310130_kungsbroplan,2009,91
1310130_kungsbroplan,2010,96
1310130_kungsbroplan,2011,102
1310130_kungsbroplan,2012,125
1310130_kungsbroplan,2013,128
1310130_kungsbroplan,2014,133
1310140_tekniska_namndhuset,2000,-1
1310140_tekniska_namndhuset,2001,-1
1310140_tekniska_namndhuset,2002,2
1310140_tekniska_namndhuset,2003,1
1310140_tekniska_namndhuset,2004,2
1310140_tekniska_namndhuset,2005,0
1310140_tekniska_namndhuset,2006,-2
1310140_tekniska_namndhuset,2007,-7
1310140_tekniska_namndhuset,2008,-3
1310140_tekniska_namndhuset,2009,-2
1310140_tekniska_namndhuset,2010,-7
1310140_tekniska_namndhuset,2011,6
1310140_tekniska_namndhuset,2012,8
1310140_tekniska_namndhuset,2013,11
1310140_tekniska_namndhuset,2014,12
1310150_landstingshuset,2000,-12
1310150_landstingshuset,2001,1
1310150_landstingshuset,2002,4
1310150_landstingshuset,2003,-3
1310150_landstingshuset,2004,18
1310150_landstingshuset,2005,35
1310150_landstingshuset,2006,38
1310150_landstingshuset,2007,37
1310150_landstingshuset,2008,56
1310150_landstingshuset,2009,75
1310150_landstingshuset,2010,73
1310150_landstingshuset,2011,69
1310150_landstingshuset,2012,69
1310150_landstingshuset,2013,75
1310150_landstingshuset,2014,81
1310160_pontonjarparken,2000,19
1310160_pontonjarparken,2001,20
1310160_pontonjarparken,2002,4
1310160_pontonjarparken,2003,20
1310160_pontonjarparken,2004,39
1310160_pontonjarparken,2005,83
1310160_pontonjarparken,2006,50
1310160_pontonjarparken,2007,67
1310160_pontonjarparken,2008,69
1310160_pontonjarparken,2009,72
1310160_pontonjarparken,2010,82
1310160_pontonjarparken,2011,88
1310160_pontonjarparken,2012,74
1310160_pontonjarparken,2013,74
1310160_pontonjarparken,2014,59
1310170_s_t_eriks_sjukhus,2000,-3
1310170_s_t_eriks_sjukhus,2001,-17
1310170_s_t_eriks_sjukhus,2002,-8
1310170_s_t_eriks_sjukhus,2003,-4
1310170_s_t_eriks_sjukhus,2004,-17
1310170_s_t_eriks_sjukhus,2005,-30
1310170_s_t_eriks_sjukhus,2006,-38
1310170_s_t_eriks_sjukhus,2007,-54
1310170_s_t_eriks_sjukhus,2008,-49
1310170_s_t_eriks_sjukhus,2009,-35
1310170_s_t_eriks_sjukhus,2010,-27
1310170_s_t_eriks_sjukhus,2011,-20
1310170_s_t_eriks_sjukhus,2012,-17
1310170_s_t_eriks_sjukhus,2013,-9
1310170_s_t_eriks_sjukhus,2014,-9
1310180_wargentinsgatan,2000,15
1310180_wargentinsgatan,2001,27
1310180_wargentinsgatan,2002,41
1310180_wargentinsgatan,2003,82
1310180_wargentinsgatan,2004,75
1310180_wargentinsgatan,2005,95
1310180_wargentinsgatan,2006,99
1310180_wargentinsgatan,2007,112
1310180_wargentinsgatan,2008,128
1310180_wargentinsgatan,2009,137
1310180_wargentinsgatan,2010,133
1310180_wargentinsgatan,2011,139
1310180_wargentinsgatan,2012,126
1310180_wargentinsgatan,2013,125
1310180_wargentinsgatan,2014,163
1310190_kronoberg,2000,-28
1310190_kronoberg,2001,-33
1310190_kronoberg,2002,-42
1310190_kronoberg,2003,-29
1310190_kronoberg,2004,-8
1310190_kronoberg,2005,10
1310190_kronoberg,2006,2
1310190_kronoberg,2007,-6
1310190_kronoberg,2008,-22
1310190_kronoberg,2009,-4
1310190_kronoberg,2010,-4
1310190_kronoberg,2011,31
1310190_kronoberg,2012,57
1310190_kronoberg,2013,49
1310190_kronoberg,2014,35
1320110_karlsvik,2000,7
1320110_karlsvik,2001,48
1320110_karlsvik,2002,22
1320110_karlsvik,2003,41
1320110_karlsvik,2004,24
1320110_karlsvik,2005,30
1320110_karlsvik,2006,34
1320110_karlsvik,2007,37
1320110_karlsvik,2008,27
1320110_karlsvik,2009,32
1320110_karlsvik,2010,30
1320110_karlsvik,2011,28
1320110_karlsvik,2012,24
1320110_karlsvik,2013,32
1320110_karlsvik,2014,23
1320120_hemmet,2000,10
1320120_hemmet,2001,14
1320120_hemmet,2002,30
1320120_hemmet,2003,35
1320120_hemmet,2004,46
1320120_hemmet,2005,51
1320120_hemmet,2006,123
1320120_hemmet,2007,145
1320120_hemmet,2008,153
1320120_hemmet,2009,135
1320120_hemmet,2010,145
1320120_hemmet,2011,159
1320120_hemmet,2012,177
1320120_hemmet,2013,188
1320120_hemmet,2014,199
1320130_fridhemsplan,2000,-4
1320130_fridhemsplan,2001,14
1320130_fridhemsplan,2002,54
1320130_fridhemsplan,2003,63
1320130_fridhemsplan,2004,76
1320130_fridhemsplan,2005,94
1320130_fridhemsplan,2006,91
1320130_fridhemsplan,2007,88
1320130_fridhemsplan,2008,95
1320130_fridhemsplan,2009,99
1320130_fridhemsplan,2010,100
1320130_fridhemsplan,2011,101
1320130_fridhemsplan,2012,100
1320130_fridhemsplan,2013,113
1320130_fridhemsplan,2014,100
1320140_s_t_eriksgatan,2000,4
1320140_s_t_eriksgatan,2001,10
1320140_s_t_eriksgatan,2002,17
1320140_s_t_eriksgatan,2003,20
1320140_s_t_eriksgatan,2004,5
1320140_s_t_eriksgatan,2005,16
1320140_s_t_eriksgatan,2006,42
1320140_s_t_eriksgatan,2007,45
1320140_s_t_eriksgatan,2008,66
1320140_s_t_eriksgatan,2009,39
1320140_s_t_eriksgatan,2010,45
1320140_s_t_eriksgatan,2011,28
1320140_s_t_eriksgatan,2012,33
1320140_s_t_eriksgatan,2013,55
1320140_s_t_eriksgatan,2014,27
1320150_alstromergatan,2000,21
1320150_alstromergatan,2001,28
1320150_alstromergatan,2002,54
1320150_alstromergatan,2003,80
1320150_alstromergatan,2004,72
1320150_alstromergatan,2005,89
1320150_alstromergatan,2006,80
1320150_alstromergatan,2007,129
1320150_alstromergatan,2008,119
1320150_alstromergatan,2009,126
1320150_alstromergatan,2010,142
1320150_alstromergatan,2011,127
1320150_alstromergatan,2012,153
1320150_alstromergatan,2013,174
1320150_alstromergatan,2014,161
1320210_ralambshov,2000,-2
1320210_ralambshov,2001,-2
1320210_ralambshov,2002,4
1320210_ralambshov,2003,5
1320210_ralambshov,2004,13
1320210_ralambshov,2005,13
1320210_ralambshov,2006,19
1320210_ralambshov,2007,10
1320210_ralambshov,2008,25
1320210_ralambshov,2009,121
1320210_ralambshov,2010,111
1320210_ralambshov,2011,104
1320210_ralambshov,2012,99
1320210_ralambshov,2013,97
1320210_ralambshov,2014,113
1320220_svedbergsplan,2000,11
1320220_svedbergsplan,2001,20
1320220_svedbergsplan,2002,28
1320220_svedbergsplan,2003,31
1320220_svedbergsplan,2004,35
1320220_svedbergsplan,2005,42
1320220_svedbergsplan,2006,35
1320220_svedbergsplan,2007,29
1320220_svedbergsplan,2008,33
1320220_svedbergsplan,2009,40
1320220_svedbergsplan,2010,50
1320220_svedbergsplan,2011,51
1320220_svedbergsplan,2012,49
1320220_svedbergsplan,2013,67
1320220_svedbergsplan,2014,61
1320240_mariebergsparken,2000,2
1320240_mariebergsparken,2001,7
1320240_mariebergsparken,2002,13
1320240_mariebergsparken,2003,41
1320240_mariebergsparken,2004,51
1320240_mariebergsparken,2005,51
1320240_mariebergsparken,2006,57
1320240_mariebergsparken,2007,55
1320240_mariebergsparken,2008,61
1320240_mariebergsparken,2009,55
1320240_mariebergsparken,2010,59
1320240_mariebergsparken,2011,59
1320240_mariebergsparken,2012,58
1320240_mariebergsparken,2013,61
1320240_mariebergsparken,2014,62
1320310_ostra_stadshagen,2000,7
1320310_ostra_stadshagen,2001,7
1320310_ostra_stadshagen,2002,16
1320310_ostra_stadshagen,2003,11
1320310_ostra_stadshagen,2004,-9
1320310_ostra_stadshagen,2005,-17
1320310_ostra_stadshagen,2006,-63
1320310_ostra_stadshagen,2007,-74
1320310_ostra_stadshagen,2008,-48
1320310_ostra_stadshagen,2009,-57
1320310_ostra_stadshagen,2010,-52
1320310_ostra_stadshagen,2011,6
1320310_ostra_stadshagen,2012,-21
1320310_ostra_stadshagen,2013,-16
1320310_ostra_stadshagen,2014,-28
1320330_lindhagensplan,2010,54
1320330_lindhagensplan,2011,53
1320330_lindhagensplan,2012,54
1320330_lindhagensplan,2013,50
1320330_lindhagensplan,2014,50
1320410_vastra_kristineberg,2000,-8
1320410_vastra_kristineberg,2001,28
1320410_vastra_kristineberg,2002,40
1320410_vastra_kristineberg,2003,42
1320410_vastra_kristineberg,2004,26
1320410_vastra_kristineberg,2005,38
1320410_vastra_kristineberg,2006,70
1320410_vastra_kristineberg,2007,57
1320410_vastra_kristineberg,2008,41
1320410_vastra_kristineberg,2009,49
1320410_vastra_kristineberg,2010,76
1320410_vastra_kristineberg,2011,43
1320410_vastra_kristineberg,2012,48
1320410_vastra_kristineberg,2013,59
1320410_vastra_kristineberg,2014,54
1320420_thorildsplan,2000,9
1320420_thorildsplan,2001,-24
1320420_thorildsplan,2002,-30
1320420_thorildsplan,2003,-43
1320420_thorildsplan,2004,-8
1320420_thorildsplan,2005,2
