basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_male
2230620_sodra_vallingby,2008,67
2230620_sodra_vallingby,2009,59
2230620_sodra_vallingby,2010,68
2230620_sodra_vallingby,2011,86
2230620_sodra_vallingby,2012,76
2230620_sodra_vallingby,2013,70
2230620_sodra_vallingby,2014,103
2230630_norra_vallingby,2000,4
2230630_norra_vallingby,2001,11
2230630_norra_vallingby,2002,19
2230630_norra_vallingby,2003,16
2230630_norra_vallingby,2004,15
2230630_norra_vallingby,2005,30
2230630_norra_vallingby,2006,36
2230630_norra_vallingby,2007,46
2230630_norra_vallingby,2008,46
2230630_norra_vallingby,2009,52
2230630_norra_vallingby,2010,53
2230630_norra_vallingby,2011,58
2230630_norra_vallingby,2012,69
2230630_norra_vallingby,2013,77
2230630_norra_vallingby,2014,92
2240121_sodra_bromsten_n,2000,2
2240121_sodra_bromsten_n,2001,16
2240121_sodra_bromsten_n,2002,17
2240121_sodra_bromsten_n,2003,19
2240121_sodra_bromsten_n,2004,7
2240121_sodra_bromsten_n,2005,0
2240121_sodra_bromsten_n,2006,1
2240121_sodra_bromsten_n,2007,-5
2240121_sodra_bromsten_n,2008,-3
2240121_sodra_bromsten_n,2009,-9
2240121_sodra_bromsten_n,2010,-4
2240121_sodra_bromsten_n,2011,0
2240121_sodra_bromsten_n,2012,4
2240121_sodra_bromsten_n,2013,7
2240121_sodra_bromsten_n,2014,-3
2240122_sodra_bromsten_s,2000,7
2240122_sodra_bromsten_s,2001,0
2240122_sodra_bromsten_s,2002,0
2240122_sodra_bromsten_s,2003,-4
2240122_sodra_bromsten_s,2004,-4
2240122_sodra_bromsten_s,2005,-13
2240122_sodra_bromsten_s,2006,-8
2240122_sodra_bromsten_s,2007,27
2240122_sodra_bromsten_s,2008,26
2240122_sodra_bromsten_s,2009,25
2240122_sodra_bromsten_s,2010,28
2240122_sodra_bromsten_s,2011,30
2240122_sodra_bromsten_s,2012,27
2240122_sodra_bromsten_s,2013,27
2240122_sodra_bromsten_s,2014,21
2240130_norra_bromsten,2000,-6
2240130_norra_bromsten,2001,-5
2240130_norra_bromsten,2002,-6
2240130_norra_bromsten,2003,-46
2240130_norra_bromsten,2004,-65
2240130_norra_bromsten,2005,-90
2240130_norra_bromsten,2006,-63
2240130_norra_bromsten,2007,-48
2240130_norra_bromsten,2008,-82
2240130_norra_bromsten,2009,-96
2240130_norra_bromsten,2010,-110
2240130_norra_bromsten,2011,-124
2240130_norra_bromsten,2012,-139
2240130_norra_bromsten,2013,-150
2240130_norra_bromsten,2014,-171
2240200_flysta,2000,16
2240200_flysta,2001,29
2240200_flysta,2002,35
2240200_flysta,2003,24
2240200_flysta,2004,24
2240200_flysta,2005,27
2240200_flysta,2006,33
2240200_flysta,2007,26
2240200_flysta,2008,23
2240200_flysta,2009,31
2240200_flysta,2010,42
2240200_flysta,2011,51
2240200_flysta,2012,48
2240200_flysta,2013,51
2240200_flysta,2014,44
2240520_okand,2000,-18
2240520_okand,2001,-45
2240520_okand,2002,-130
2240520_okand,2003,-251
2240520_okand,2004,-377
2240520_okand,2005,-500
2240520_okand,2006,-586
2240520_okand,2007,-637
2240520_okand,2008,-716
2240520_okand,2009,-786
2240521_norra_rinkeby_kvarnby,2010,-28
2240521_norra_rinkeby_kvarnby,2011,-55
2240521_norra_rinkeby_kvarnby,2012,-130
2240521_norra_rinkeby_kvarnby,2013,-185
2240521_norra_rinkeby_kvarnby,2014,-288
2240522_norra_rinkeby_askeby,2010,-28
2240522_norra_rinkeby_askeby,2011,-43
2240522_norra_rinkeby_askeby,2012,-84
2240522_norra_rinkeby_askeby,2013,-110
2240522_norra_rinkeby_askeby,2014,-118
2240530_okand,2000,-2
2240530_okand,2001,2
2240530_okand,2002,-31
2240530_okand,2003,-67
2240530_okand,2004,-105
2240530_okand,2005,-190
2240530_okand,2006,-266
2240530_okand,2007,-313
2240530_okand,2008,-400
2240530_okand,2009,-485
2240531_sodra_rinkeby_knutby,2010,-43
2240531_sodra_rinkeby_knutby,2011,-99
2240531_sodra_rinkeby_knutby,2012,-104
2240531_sodra_rinkeby_knutby,2013,-127
2240531_sodra_rinkeby_knutby,2014,-122
2240532_sodra_rinkeby_bredby,2010,6
2240532_sodra_rinkeby_bredby,2011,6
2240532_sodra_rinkeby_bredby,2012,-37
2240532_sodra_rinkeby_bredby,2013,-56
2240532_sodra_rinkeby_bredby,2014,-75
2240621_solhojden,2000,1
2240621_solhojden,2001,-2
2240621_solhojden,2002,0
2240621_solhojden,2003,-9
2240621_solhojden,2004,-24
2240621_solhojden,2005,-13
2240621_solhojden,2006,-10
2240621_solhojden,2007,-2
2240621_solhojden,2008,6
2240621_solhojden,2009,4
2240621_solhojden,2010,1
2240621_solhojden,2011,-5
2240621_solhojden,2012,-27
2240621_solhojden,2013,-25
2240621_solhojden,2014,-45
2240622_spanga_torg,2000,0
2240622_spanga_torg,2001,3
2240622_spanga_torg,2002,7
2240622_spanga_torg,2003,4
2240622_spanga_torg,2004,-4
2240622_spanga_torg,2005,-4
2240622_spanga_torg,2006,-3
2240622_spanga_torg,2007,4
2240622_spanga_torg,2008,9
2240622_spanga_torg,2009,13
2240622_spanga_torg,2010,13
2240622_spanga_torg,2011,13
2240622_spanga_torg,2012,3
2240622_spanga_torg,2013,-1
2240622_spanga_torg,2014,-4
2240631_solhems_villastad_vast,2000,5
2240631_solhems_villastad_vast,2001,0
2240631_solhems_villastad_vast,2002,2
2240631_solhems_villastad_vast,2003,-11
2240631_solhems_villastad_vast,2004,-2
2240631_solhems_villastad_vast,2005,11
2240631_solhems_villastad_vast,2006,16
2240631_solhems_villastad_vast,2007,27
2240631_solhems_villastad_vast,2008,27
2240631_solhems_villastad_vast,2009,32
2240631_solhems_villastad_vast,2010,31
2240631_solhems_villastad_vast,2011,26
2240631_solhems_villastad_vast,2012,19
2240631_solhems_villastad_vast,2013,23
2240631_solhems_villastad_vast,2014,24
2240632_spanga_gymnasium,2000,6
2240632_spanga_gymnasium,2001,-4
2240632_spanga_gymnasium,2002,-7
2240632_spanga_gymnasium,2003,-3
2240632_spanga_gymnasium,2004,-4
2240632_spanga_gymnasium,2005,4
2240632_spanga_gymnasium,2006,7
2240632_spanga_gymnasium,2007,14
2240632_spanga_gymnasium,2008,21
2240632_spanga_gymnasium,2009,22
2240632_spanga_gymnasium,2010,28
2240632_spanga_gymnasium,2011,35
2240632_spanga_gymnasium,2012,31
2240632_spanga_gymnasium,2013,22
2240632_spanga_gymnasium,2014,8
2240640_solhems_villastad_nord,2000,1
2240640_solhems_villastad_nord,2001,1
2240640_solhems_villastad_nord,2002,1
2240640_solhems_villastad_nord,2003,-4
2240640_solhems_villastad_nord,2004,-4
2240640_solhems_villastad_nord,2005,-4
2240640_solhems_villastad_nord,2006,-3
2240640_solhems_villastad_nord,2007,-3
2240640_solhems_villastad_nord,2008,2
2240640_solhems_villastad_nord,2009,-6
2240640_solhems_villastad_nord,2010,-5
2240640_solhems_villastad_nord,2011,-6
2240640_solhems_villastad_nord,2012,-10
2240640_solhems_villastad_nord,2013,-10
2240640_solhems_villastad_nord,2014,-10
2240650_logvagen_erland,2000,-3
2240650_logvagen_erland,2001,-6
2240650_logvagen_erland,2002,2
2240650_logvagen_erland,2003,-1
2240650_logvagen_erland,2004,-1
2240650_logvagen_erland,2005,3
2240650_logvagen_erland,2006,5
2240650_logvagen_erland,2007,5
2240650_logvagen_erland,2008,5
2240650_logvagen_erland,2009,10
2240650_logvagen_erland,2010,17
2240650_logvagen_erland,2011,23
2240650_logvagen_erland,2012,22
2240650_logvagen_erland,2013,27
2240650_logvagen_erland,2014,20
2240700_sundby,2000,14
2240700_sundby,2001,28
2240700_sundby,2002,17
2240700_sundby,2003,27
2240700_sundby,2004,39
2240700_sundby,2005,33
2240700_sundby,2006,60
2240700_sundby,2007,55
2240700_sundby,2008,66
2240700_sundby,2009,73
2240700_sundby,2010,84
2240700_sundby,2011,81
2240700_sundby,2012,77
2240700_sundby,2013,81
2240700_sundby,2014,73
2240820_okand,2000,-23
2240820_okand,2001,-38
2240820_okand,2002,-51
2240820_okand,2003,-136
2240820_okand,2004,-196
2240820_okand,2005,-254
2240820_okand,2006,-349
2240820_okand,2007,-428
2240820_okand,2008,-523
2240820_okand,2009,-559
2240821_norra_tensta_spanga_kyrkvag,2010,-6
2240821_norra_tensta_spanga_kyrkvag,2011,-33
2240821_norra_tensta_spanga_kyrkvag,2012,-35
2240821_norra_tensta_spanga_kyrkvag,2013,-44
2240821_norra_tensta_spanga_kyrkvag,2014,-124
2240822_norra_tensta_tensta_alle,2010,-7
2240822_norra_tensta_tensta_alle,2011,-22
2240822_norra_tensta_tensta_alle,2012,-36
2240822_norra_tensta_tensta_alle,2013,-22
2240822_norra_tensta_tensta_alle,2014,-61
2240830_okand,2000,-16
2240830_okand,2001,-45
2240830_okand,2002,-54
2240830_okand,2003,-80
2240830_okand,2004,-97
2240830_okand,2005,-129
2240830_okand,2006,-169
2240830_okand,2007,-174
2240830_okand,2008,-201
2240830_okand,2009,-218
2240831_sodra_tensta_spanga_kyrka,2010,-15
2240831_sodra_tensta_spanga_kyrka,2011,-3
2240831_sodra_tensta_spanga_kyrka,2012,8
2240831_sodra_tensta_spanga_kyrka,2013,-12
2240831_sodra_tensta_spanga_kyrka,2014,-5
2240832_sodra_tensta_tensta_kyrka,2010,-15
2240832_sodra_tensta_tensta_kyrka,2011,-18
2240832_sodra_tensta_tensta_kyrka,2012,-27
2240832_sodra_tensta_tensta_kyrka,2013,-50
2240832_sodra_tensta_tensta_kyrka,2014,-94
2240840_hjulsta,2000,-26
2240840_hjulsta,2001,-75
2240840_hjulsta,2002,-96
2240840_hjulsta,2003,-127
2240840_hjulsta,2004,-166
2240840_hjulsta,2005,-182
2240840_hjulsta,2006,-205
2240840_hjulsta,2007,-240
2240840_hjulsta,2008,-212
2240840_hjulsta,2009,-228
2240840_hjulsta,2010,-241
2240840_hjulsta,2011,-268
2240840_hjulsta,2012,-281
2240840_hjulsta,2013,-334
2240840_hjulsta,2014,-333
2242120_centrala_akalla,2010,-10
2242120_centrala_akalla,2011,-83
2242120_centrala_akalla,2012,-100
2242120_centrala_akalla,2013,-116
2242120_centrala_akalla,2014,-104
2242130_sodra_akalla,2010,9
2242130_sodra_akalla,2011,24
2242130_sodra_akalla,2012,7
2242130_sodra_akalla,2013,-4
2242130_sodra_akalla,2014,-2
2242220_norra_husby,2010,-13
2242220_norra_husby,2011,-28
2242220_norra_husby,2012,-64
2242220_norra_husby,2013,-86
2242220_norra_husby,2014,-95
2242230_sodra_husby,2010,-67
2242230_sodra_husby,2011,-140
2242230_sodra_husby,2012,-176
2242230_sodra_husby,2013,-289
2242230_sodra_husby,2014,-304
2242310_kista_centrum,2010,-31
2242310_kista_centrum,2011,-87
2242310_kista_centrum,2012,-112
2242310_kista_centrum,2013,-150
2242310_kista_centrum,2014,-180
2242320_ovre_kista,2010,-18
2242320_ovre_kista,2011,-40
2242320_ovre_kista,2012,-58
2242320_ovre_kista,2013,-102
2242320_ovre_kista,2014,-122
2242330_nedre_kista,2010,-41
2242330_nedre_kista,2011,-89
2242330_nedre_kista,2012,-114
2242330_nedre_kista,2013,-114
2242330_nedre_kista,2014,-122
2250120_hasselby_torg,2000,28
2250120_hasselby_torg,2001,40
2250120_hasselby_torg,2002,98
2250120_hasselby_torg,2003,70
2250120_hasselby_torg,2004,-43
2250120_hasselby_torg,2005,-72
2250120_hasselby_torg,2006,-95
2250120_hasselby_torg,2007,-26
2250120_hasselby_torg,2008,-20
2250120_hasselby_torg,2009,-72
2250120_hasselby_torg,2010,-68
2250120_hasselby_torg,2011,-77
2250120_hasselby_torg,2012,-77
2250120_hasselby_torg,2013,-98
2250120_hasselby_torg,2014,-98
2250130_vastra_hasselby_gard,2000,3
2250130_vastra_hasselby_gard,2001,7
2250130_vastra_hasselby_gard,2002,11
2250130_vastra_hasselby_gard,2003,15
2250130_vastra_hasselby_gard,2004,13
2250130_vastra_hasselby_gard,2005,11
2250130_vastra_hasselby_gard,2006,22
2250130_vastra_hasselby_gard,2007,33
2250130_vastra_hasselby_gard,2008,35
2250130_vastra_hasselby_gard,2009,34
2250130_vastra_hasselby_gard,2010,36
2250130_vastra_hasselby_gard,2011,33
2250130_vastra_hasselby_gard,2012,28
2250130_vastra_hasselby_gard,2013,27
2250130_vastra_hasselby_gard,2014,21
2250140_sodra_hasselby_gard,2000,24
2250140_sodra_hasselby_gard,2001,17
2250140_sodra_hasselby_gard,2002,8
2250140_sodra_hasselby_gard,2003,-18
2250140_sodra_hasselby_gard,2004,-46
2250140_sodra_hasselby_gard,2005,-63
2250140_sodra_hasselby_gard,2006,-35
2250140_sodra_hasselby_gard,2007,-23
2250140_sodra_hasselby_gard,2008,5
2250140_sodra_hasselby_gard,2009,-35
2250140_sodra_hasselby_gard,2010,-51
2250140_sodra_hasselby_gard,2011,-53
2250140_sodra_hasselby_gard,2012,-85
2250140_sodra_hasselby_gard,2013,-81
2250140_sodra_hasselby_gard,2014,-96
2250200_hasselby_strand,2000,36
2250200_hasselby_strand,2001,46
2250200_hasselby_strand,2002,69
2250200_hasselby_strand,2003,75
2250200_hasselby_strand,2004,90
2250200_hasselby_strand,2005,113
2250200_hasselby_strand,2006,99
2250200_hasselby_strand,2007,81
2250200_hasselby_strand,2008,74
2250200_hasselby_strand,2009,27
2250200_hasselby_strand,2010,34
2250200_hasselby_strand,2011,97
2250200_hasselby_strand,2012,131
2250200_hasselby_strand,2013,132
2250200_hasselby_strand,2014,142
2250310_backlura,2000,-12
2250310_backlura,2001,-20
2250310_backlura,2002,-32
2250310_backlura,2003,-45
2250310_backlura,2004,-44
2250310_backlura,2005,-39
2250310_backlura,2006,-27
2250310_backlura,2007,-31
2250310_backlura,2008,-30
2250310_backlura,2009,-27
2250310_backlura,2010,-37
2250310_backlura,2011,-45
2250310_backlura,2012,-57
2250310_backlura,2013,-54
2250310_backlura,2014,-64
2250320_trollboda,2000,18
2250320_trollboda,2001,21
2250320_trollboda,2002,8
2250320_trollboda,2003,8
2250320_trollboda,2004,14
2250320_trollboda,2005,4
2250320_trollboda,2006,-7
2250320_trollboda,2007,-32
2250320_trollboda,2008,-8
2250320_trollboda,2009,14
2250320_trollboda,2010,5
2250320_trollboda,2011,-17
2250320_trollboda,2012,-24
2250320_trollboda,2013,-38
2250320_trollboda,2014,-35
2250332_hasselby_villastrand,2000,14
2250332_hasselby_villastrand,2001,15
2250332_hasselby_villastrand,2002,18
2250332_hasselby_villastrand,2003,46
2250332_hasselby_villastrand,2004,40
2250332_hasselby_villastrand,2005,60
2250332_hasselby_villastrand,2006,60
2250332_hasselby_villastrand,2007,40
2250332_hasselby_villastrand,2008,54
2250332_hasselby_villastrand,2009,50
2250332_hasselby_villastrand,2010,43
2250332_hasselby_villastrand,2011,54
2250332_hasselby_villastrand,2012,57
2250332_hasselby_villastrand,2013,55
2250332_hasselby_villastrand,2014,62
2250340_hasselby_kyrka,2000,1
2250340_hasselby_kyrka,2001,14
2250340_hasselby_kyrka,2002,5
2250340_hasselby_kyrka,2003,5
2250340_hasselby_kyrka,2004,9
2250340_hasselby_kyrka,2005,18
2250340_hasselby_kyrka,2006,15
2250340_hasselby_kyrka,2007,9
2250340_hasselby_kyrka,2008,5
2250340_hasselby_kyrka,2009,0
2250340_hasselby_kyrka,2010,-10
2250340_hasselby_kyrka,2011,-7
2250340_hasselby_kyrka,2012,-8
2250340_hasselby_kyrka,2013,3
2250340_hasselby_kyrka,2014,18
2250350_akermyntan,2000,0
2250350_akermyntan,2001,10
2250350_akermyntan,2002,4
2250350_akermyntan,2003,-2
2250350_akermyntan,2004,-8
2250350_akermyntan,2005,-17
2250350_akermyntan,2006,-38
2250350_akermyntan,2007,-39
2250350_akermyntan,2008,-48
2250350_akermyntan,2009,-52
2250350_akermyntan,2010,-62
2250350_akermyntan,2011,-70
2250350_akermyntan,2012,-78
2250350_akermyntan,2013,-97
2250350_akermyntan,2014,-103
2250370_radisvagen,2000,-8
2250370_radisvagen,2001,-7
2250370_radisvagen,2002,-8
2250370_radisvagen,2003,-2
2250370_radisvagen,2004,-8
2250370_radisvagen,2005,0
2250370_radisvagen,2006,4
2250370_radisvagen,2007,16
2250370_radisvagen,2008,14
2250370_radisvagen,2009,8
2250370_radisvagen,2010,4
2250370_radisvagen,2011,1
2250370_radisvagen,2012,-3
2250370_radisvagen,2013,12
2250370_radisvagen,2014,23
2250380_smedshagen,2000,-9
2250380_smedshagen,2001,-16
2250380_smedshagen,2002,-33
2250380_smedshagen,2003,-50
2250380_smedshagen,2004,-80
2250380_smedshagen,2005,-112
2250380_smedshagen,2006,-135
2250380_smedshagen,2007,-174
2250380_smedshagen,2008,-203
2250380_smedshagen,2009,-201
2250380_smedshagen,2010,-203
2250380_smedshagen,2011,-200
2250380_smedshagen,2012,-210
2250380_smedshagen,2013,-223
2250380_smedshagen,2014,-233
2260120_okand,2000,-6
2260120_okand,2001,-9
2260120_okand,2002,-28
2260120_okand,2003,-79
2260120_okand,2004,-137
2260120_okand,2005,-158
2260120_okand,2006,-201
2260120_okand,2007,-221
2260120_okand,2008,-281
2260120_okand,2009,-301
2260130_okand,2000,-23
2260130_okand,2001,-38
2260130_okand,2002,-33
2260130_okand,2003,-34
2260130_okand,2004,-53
2260130_okand,2005,-62
2260130_okand,2006,-49
2260130_okand,2007,-56
2260130_okand,2008,-57
2260130_okand,2009,-60
2260220_okand,2000,21
2260220_okand,2001,21
2260220_okand,2002,9
2260220_okand,2003,-25
2260220_okand,2004,-34
2260220_okand,2005,-88
2260220_okand,2006,-109
2260220_okand,2007,-114
2260220_okand,2008,-135
2260220_okand,2009,-141
2260230_okand,2000,13
2260230_okand,2001,-21
2260230_okand,2002,-79
2260230_okand,2003,-135
2260230_okand,2004,-274
2260230_okand,2005,-395
2260230_okand,2006,-546
2260230_okand,2007,-697
2260230_okand,2008,-932
2260230_okand,2009,-1062
2260310_okand,2000,3
2260310_okand,2001,3
2260310_okand,2002,3
2260310_okand,2003,21
2260310_okand,2004,36
2260310_okand,2005,23
2260310_okand,2006,5
2260310_okand,2007,16
2260310_okand,2008,2
2260310_okand,2009,-35
2260320_okand,2000,112
2260320_okand,2001,129
2260320_okand,2002,107
2260320_okand,2003,87
2260320_okand,2004,94
2260320_okand,2005,96
2260320_okand,2006,81
2260320_okand,2007,27
2260320_okand,2008,-22
2260320_okand,2009,-34
2260330_okand,2000,-22
2260330_okand,2001,-22
2260330_okand,2002,-42
2260330_okand,2003,-48
2260330_okand,2004,-64
2260330_okand,2005,-105
2260330_okand,2006,-110
2260330_okand,2007,-130
2260330_okand,2008,-146
2260330_okand,2009,-184
3110110_ostra_enebyberg,2000,13
3110110_ostra_enebyberg,2001,10
3110110_ostra_enebyberg,2002,18
3110110_ostra_enebyberg,2003,11
3110110_ostra_enebyberg,2004,17
3110110_ostra_enebyberg,2005,14
3110110_ostra_enebyberg,2006,52
3110110_ostra_enebyberg,2007,44
3110110_ostra_enebyberg,2008,39
3110110_ostra_enebyberg,2009,41
3110110_ostra_enebyberg,2010,45
3110110_ostra_enebyberg,2011,42
3110110_ostra_enebyberg,2012,42
3110110_ostra_enebyberg,2013,52
3110110_ostra_enebyberg,2014,57
3110120_vastra_enebyberg,2000,-6
3110120_vastra_enebyberg,2001,-12
3110120_vastra_enebyberg,2002,-28
3110120_vastra_enebyberg,2003,-34
3110120_vastra_enebyberg,2004,-27
3110120_vastra_enebyberg,2005,-29
3110120_vastra_enebyberg,2006,-33
3110120_vastra_enebyberg,2007,-28
3110120_vastra_enebyberg,2008,-26
3110120_vastra_enebyberg,2009,-25
3110120_vastra_enebyberg,2010,-23
3110120_vastra_enebyberg,2011,1
3110120_vastra_enebyberg,2012,34
3110120_vastra_enebyberg,2013,40
3110120_vastra_enebyberg,2014,37
3110260_satra,2000,5
3110260_satra,2001,4
3110260_satra,2002,0
3110260_satra,2003,1
3110260_satra,2004,13
3110260_satra,2005,12
3110260_satra,2006,25
3110260_satra,2007,26
3110260_satra,2008,32
3110260_satra,2009,20
3110260_satra,2010,17
3110260_satra,2011,26
3110260_satra,2012,34
3110260_satra,2013,35
3110260_satra,2014,36
3110270_nora,2000,4
3110270_nora,2001,7
3110270_nora,2002,9
3110270_nora,2003,25
3110270_nora,2004,21
3110270_nora,2005,13
3110270_nora,2006,13
3110270_nora,2007,10
3110270_nora,2008,13
3110270_nora,2009,22
3110270_nora,2010,27
3110270_nora,2011,20
3110270_nora,2012,24
3110270_nora,2013,28
3110270_nora,2014,25
3110280_klingsta,2000,0
3110280_klingsta,2001,-1
3110280_klingsta,2002,-14
3110280_klingsta,2003,2
3110280_klingsta,2004,25
3110280_klingsta,2005,9
3110280_klingsta,2006,15
3110280_klingsta,2007,6
3110280_klingsta,2008,8
3110280_klingsta,2009,22
3110280_klingsta,2010,11
3110280_klingsta,2011,13
3110280_klingsta,2012,12
3110280_klingsta,2013,3
3110280_klingsta,2014,3
3110330_morbyskogen,2000,-3
3110330_morbyskogen,2001,-7
3110330_morbyskogen,2002,-9
3110330_morbyskogen,2003,-19
3110330_morbyskogen,2004,-27
3110330_morbyskogen,2005,-14
3110330_morbyskogen,2006,-1
3110330_morbyskogen,2007,9
3110330_morbyskogen,2008,9
3110330_morbyskogen,2009,12
3110330_morbyskogen,2010,27
3110330_morbyskogen,2011,19
3110330_morbyskogen,2012,25
3110330_morbyskogen,2013,29
3110330_morbyskogen,2014,32
3110340_kevinge,2000,-13
3110340_kevinge,2001,-7
3110340_kevinge,2002,10
3110340_kevinge,2003,4
3110340_kevinge,2004,8
3110340_kevinge,2005,-11
3110340_kevinge,2006,-5
3110340_kevinge,2007,-7
3110340_kevinge,2008,0
3110340_kevinge,2009,7
3110340_kevinge,2010,13
3110340_kevinge,2011,1
3110340_kevinge,2012,2
3110340_kevinge,2013,-3
3110340_kevinge,2014,14
3110350_morby_centrum,2000,-2
3110350_morby_centrum,2001,-12
3110350_morby_centrum,2002,-12
3110350_morby_centrum,2003,-25
3110350_morby_centrum,2004,-26
3110350_morby_centrum,2005,-4
3110350_morby_centrum,2006,-14
3110350_morby_centrum,2007,-24
3110350_morby_centrum,2008,-36
3110350_morby_centrum,2009,-29
3110350_morby_centrum,2010,-30
3110350_morby_centrum,2011,-15
3110350_morby_centrum,2012,-27
3110350_morby_centrum,2013,-22
3110350_morby_centrum,2014,-43
3110370_morbylund,2000,-4
3110370_morbylund,2001,3
3110370_morbylund,2002,-5
3110370_morbylund,2003,-22
3110370_morbylund,2004,-35
3110370_morbylund,2005,-39
3110370_morbylund,2006,-25
3110370_morbylund,2007,-18
3110370_morbylund,2008,-39
3110370_morbylund,2009,-51
3110370_morbylund,2010,-54
3110370_morbylund,2011,-62
3110370_morbylund,2012,-56
3110370_morbylund,2013,-45
3110370_morbylund,2014,-47
3110430_norra_djursholm,2000,3
3110430_norra_djursholm,2001,-22
3110430_norra_djursholm,2002,-18
3110430_norra_djursholm,2003,-22
3110430_norra_djursholm,2004,-37
3110430_norra_djursholm,2005,-32
3110430_norra_djursholm,2006,-36
3110430_norra_djursholm,2007,-37
3110430_norra_djursholm,2008,-44
3110430_norra_djursholm,2009,-46
3110430_norra_djursholm,2010,-50
3110430_norra_djursholm,2011,-54
3110430_norra_djursholm,2012,-68
3110430_norra_djursholm,2013,-71
3110430_norra_djursholm,2014,-77
3110440_sodra_djursholm,2000,-9
3110440_sodra_djursholm,2001,-22
3110440_sodra_djursholm,2002,-10
3110440_sodra_djursholm,2003,-26
3110440_sodra_djursholm,2004,-26
3110440_sodra_djursholm,2005,-31
3110440_sodra_djursholm,2006,-33
3110440_sodra_djursholm,2007,-31
3110440_sodra_djursholm,2008,-43
3110440_sodra_djursholm,2009,-55
3110440_sodra_djursholm,2010,-62
3110440_sodra_djursholm,2011,-43
3110440_sodra_djursholm,2012,-32
3110440_sodra_djursholm,2013,-38
3110440_sodra_djursholm,2014,-36
3110450_osby,2000,-8
3110450_osby,2001,-12
3110450_osby,2002,-11
3110450_osby,2003,-11
3110450_osby,2004,-13
3110450_osby,2005,-21
3110450_osby,2006,-17
3110450_osby,2007,-18
3110450_osby,2008,-9
3110450_osby,2009,-12
3110450_osby,2010,-8
3110450_osby,2011,1
3110450_osby,2012,-9
3110450_osby,2013,2
3110450_osby,2014,-5
3110460_ekeby,2000,8
3110460_ekeby,2001,-1
3110460_ekeby,2002,4
3110460_ekeby,2003,-12
3110460_ekeby,2004,-22
3110460_ekeby,2005,-22
3110460_ekeby,2006,-24
3110460_ekeby,2007,-24
3110460_ekeby,2008,-44
3110460_ekeby,2009,-26
3110460_ekeby,2010,-35
3110460_ekeby,2011,-35
3110460_ekeby,2012,-37
3110460_ekeby,2013,-42
3110460_ekeby,2014,-47
3110510_norra_stocksund,2000,9
3110510_norra_stocksund,2001,9
3110510_norra_stocksund,2002,24
3110510_norra_stocksund,2003,10
3110510_norra_stocksund,2004,0
3110510_norra_stocksund,2005,-2
3110510_norra_stocksund,2006,0
3110510_norra_stocksund,2007,7
3110510_norra_stocksund,2008,6
3110510_norra_stocksund,2009,-3
3110510_norra_stocksund,2010,2
3110510_norra_stocksund,2011,0
3110510_norra_stocksund,2012,-9
3110510_norra_stocksund,2013,-4
3110510_norra_stocksund,2014,-12
3110530_inverness,2000,-2
3110530_inverness,2001,0
3110530_inverness,2002,1
3110530_inverness,2003,-9
3110530_inverness,2004,-7
3110530_inverness,2005,-10
3110530_inverness,2006,1
3110530_inverness,2007,-1
3110530_inverness,2008,-4
3110530_inverness,2009,-5
3110530_inverness,2010,3
3110530_inverness,2011,0
3110530_inverness,2012,5
3110530_inverness,2013,0
3110530_inverness,2014,0
3110540_sodra_stocksund,2000,14
3110540_sodra_stocksund,2001,14
3110540_sodra_stocksund,2002,25
3110540_sodra_stocksund,2003,12
3110540_sodra_stocksund,2004,17
3110540_sodra_stocksund,2005,21
3110540_sodra_stocksund,2006,56
3110540_sodra_stocksund,2007,58
3110540_sodra_stocksund,2008,54
3110540_sodra_stocksund,2009,63
3110540_sodra_stocksund,2010,68
3110540_sodra_stocksund,2011,69
3110540_sodra_stocksund,2012,70
3110540_sodra_stocksund,2013,67
3110540_sodra_stocksund,2014,65
3110610_klockargarden,2000,-6
3110610_klockargarden,2001,2
3110610_klockargarden,2002,-19
3110610_klockargarden,2003,-26
3110610_klockargarden,2004,-27
3110610_klockargarden,2005,-26
3110610_klockargarden,2006,-12
3110610_klockargarden,2007,-20
3110610_klockargarden,2008,-21
3110610_klockargarden,2009,-23
3110610_klockargarden,2010,-23
3110610_klockargarden,2011,-28
3110610_klockargarden,2012,-23
3110610_klockargarden,2013,-13
3110610_klockargarden,2014,-9
3110620_berga,2000,-6
3110620_berga,2001,-8
3110620_berga,2002,-6
3110620_berga,2003,-13
3110620_berga,2004,-16
3110620_berga,2005,-10
3110620_berga,2006,-9
3110620_berga,2007,-8
3110620_berga,2008,-5
3110620_berga,2009,-4
3110620_berga,2010,-6
3110620_berga,2011,-5
3110620_berga,2012,-7
3110620_berga,2013,-8
3110620_berga,2014,-14
3210100_drottningholm,2000,0
3210100_drottningholm,2001,0
3210100_drottningholm,2002,1
3210100_drottningholm,2003,2
3210100_drottningholm,2004,-9
3210100_drottningholm,2005,-9
3210100_drottningholm,2006,-11
3210100_drottningholm,2007,-15
3210100_drottningholm,2008,-10
3210100_drottningholm,2009,-8
3210100_drottningholm,2010,-7
3210100_drottningholm,2011,-10
3210100_drottningholm,2012,-7
3210100_drottningholm,2013,-2
3210100_drottningholm,2014,-6
3210500_lovo_glesbygd,2000,1
3210500_lovo_glesbygd,2001,2
3210500_lovo_glesbygd,2002,6
3210500_lovo_glesbygd,2003,6
3210500_lovo_glesbygd,2004,0
