basomrade,year,immigration_surplus
3810230_sundbybergs_centrum,2001,2
3810230_sundbybergs_centrum,2002,6
3810230_sundbybergs_centrum,2003,-152
3810230_sundbybergs_centrum,2004,-5
3810230_sundbybergs_centrum,2005,60
3810230_sundbybergs_centrum,2006,-47
3810230_sundbybergs_centrum,2007,-69
3810230_sundbybergs_centrum,2008,20
3810230_sundbybergs_centrum,2009,-37
3810230_sundbybergs_centrum,2010,10
3810230_sundbybergs_centrum,2011,93
3810230_sundbybergs_centrum,2012,16
3810230_sundbybergs_centrum,2013,-19
3810230_sundbybergs_centrum,2014,-44
3810240_starrbacksgatan,2000,39
3810240_starrbacksgatan,2001,-31
3810240_starrbacksgatan,2002,-58
3810240_starrbacksgatan,2003,-2
3810240_starrbacksgatan,2004,-17
3810240_starrbacksgatan,2005,-55
3810240_starrbacksgatan,2006,-14
3810240_starrbacksgatan,2007,-58
3810240_starrbacksgatan,2008,59
3810240_starrbacksgatan,2009,-51
3810240_starrbacksgatan,2010,5
3810240_starrbacksgatan,2011,20
3810240_starrbacksgatan,2012,105
3810240_starrbacksgatan,2013,4
3810240_starrbacksgatan,2014,16
3810300_storskogen,2000,58
3810300_storskogen,2001,0
3810300_storskogen,2002,31
3810300_storskogen,2003,74
3810300_storskogen,2004,-26
3810300_storskogen,2005,-18
3810300_storskogen,2006,29
3810300_storskogen,2007,-19
3810300_storskogen,2008,202
3810300_storskogen,2009,50
3810300_storskogen,2010,61
3810300_storskogen,2011,52
3810300_storskogen,2012,-58
3810300_storskogen,2013,-8
3810300_storskogen,2014,74
3810310_lotsjo,2000,12
3810310_lotsjo,2001,-6
3810310_lotsjo,2002,9
3810310_lotsjo,2003,-8
3810310_lotsjo,2004,-1
3810310_lotsjo,2005,-4
3810310_lotsjo,2006,-14
3810310_lotsjo,2007,0
3810310_lotsjo,2008,27
3810310_lotsjo,2009,338
3810310_lotsjo,2010,2
3810310_lotsjo,2011,-19
3810310_lotsjo,2012,-15
3810310_lotsjo,2013,-33
3810310_lotsjo,2014,-19
3810320_tule,2000,22
3810320_tule,2001,-21
3810320_tule,2002,-19
3810320_tule,2003,94
3810320_tule,2004,8
3810320_tule,2005,-32
3810320_tule,2006,-1
3810320_tule,2007,6
3810320_tule,2008,109
3810320_tule,2009,43
3810320_tule,2010,-22
3810320_tule,2011,48
3810320_tule,2012,-16
3810320_tule,2013,2
3810320_tule,2014,-31
3810400_duvbo,2000,44
3810400_duvbo,2001,6
3810400_duvbo,2002,-13
3810400_duvbo,2003,-26
3810400_duvbo,2004,2
3810400_duvbo,2005,111
3810400_duvbo,2006,39
3810400_duvbo,2007,25
3810400_duvbo,2008,33
3810400_duvbo,2009,-12
3810400_duvbo,2010,63
3810400_duvbo,2011,32
3810400_duvbo,2012,-9
3810400_duvbo,2013,30
3810400_duvbo,2014,28
3810410_hasthagen,2000,12
3810410_hasthagen,2001,-14
3810410_hasthagen,2002,-11
3810410_hasthagen,2003,-2
3810410_hasthagen,2004,-12
3810410_hasthagen,2005,3
3810410_hasthagen,2006,-6
3810410_hasthagen,2007,-24
3810410_hasthagen,2008,-17
3810410_hasthagen,2009,-20
3810410_hasthagen,2010,-19
3810410_hasthagen,2011,3
3810410_hasthagen,2012,-11
3810410_hasthagen,2013,3
3810410_hasthagen,2014,-23
3810500_or,2000,26
3810500_or,2001,-8
3810500_or,2002,-37
3810500_or,2003,-22
3810500_or,2004,21
3810500_or,2005,1
3810500_or,2006,8
3810500_or,2007,-6
3810500_or,2008,-65
3810500_or,2009,31
3810500_or,2010,-8
3810500_or,2011,-142
3810500_or,2012,-43
3810500_or,2013,223
3810500_or,2014,-143
3810610_hallonbergen,2000,-38
3810610_hallonbergen,2001,-4
3810610_hallonbergen,2002,4
3810610_hallonbergen,2003,-77
3810610_hallonbergen,2004,-30
3810610_hallonbergen,2005,-60
3810610_hallonbergen,2006,-32
3810610_hallonbergen,2007,-43
3810610_hallonbergen,2008,-74
3810610_hallonbergen,2009,-105
3810610_hallonbergen,2010,-81
3810610_hallonbergen,2011,-135
3810610_hallonbergen,2012,-102
3810610_hallonbergen,2013,-112
3810610_hallonbergen,2014,-156
3810720_rissne_norra_arbetsomr,2000,14
3810720_rissne_norra_arbetsomr,2001,10
3810720_rissne_norra_arbetsomr,2002,6
3810720_rissne_norra_arbetsomr,2003,11
3810720_rissne_norra_arbetsomr,2004,5
3810720_rissne_norra_arbetsomr,2005,4
3810720_rissne_norra_arbetsomr,2006,13
3810720_rissne_norra_arbetsomr,2007,-1
3810720_rissne_norra_arbetsomr,2008,-3
3810720_rissne_norra_arbetsomr,2009,-2
3810720_rissne_norra_arbetsomr,2010,0
3810720_rissne_norra_arbetsomr,2011,10
3810720_rissne_norra_arbetsomr,2012,-1
3810720_rissne_norra_arbetsomr,2013,-7
3810720_rissne_norra_arbetsomr,2014,1
3810740_norra_rissne,2000,-35
3810740_norra_rissne,2001,-63
3810740_norra_rissne,2002,-85
3810740_norra_rissne,2003,-68
3810740_norra_rissne,2004,-80
3810740_norra_rissne,2005,-51
3810740_norra_rissne,2006,-82
3810740_norra_rissne,2007,-31
3810740_norra_rissne,2008,-128
3810740_norra_rissne,2009,-95
3810740_norra_rissne,2010,-77
3810740_norra_rissne,2011,-48
3810740_norra_rissne,2012,-99
3810740_norra_rissne,2013,-160
3810740_norra_rissne,2014,-60
3810750_sodra_rissne,2000,28
3810750_sodra_rissne,2001,-55
3810750_sodra_rissne,2002,-56
3810750_sodra_rissne,2003,-59
3810750_sodra_rissne,2004,-73
3810750_sodra_rissne,2005,-85
3810750_sodra_rissne,2006,7
3810750_sodra_rissne,2007,3
3810750_sodra_rissne,2008,-100
3810750_sodra_rissne,2009,-34
3810750_sodra_rissne,2010,-87
3810750_sodra_rissne,2011,-125
3810750_sodra_rissne,2012,-74
3810750_sodra_rissne,2013,-10
3810750_sodra_rissne,2014,-38
3810810_ursviks_smahusomr,2000,0
3810810_ursviks_smahusomr,2001,7
3810810_ursviks_smahusomr,2002,-5
3810810_ursviks_smahusomr,2003,12
3810810_ursviks_smahusomr,2004,3
3810810_ursviks_smahusomr,2005,4
3810810_ursviks_smahusomr,2006,-8
3810810_ursviks_smahusomr,2007,12
3810810_ursviks_smahusomr,2008,-21
3810810_ursviks_smahusomr,2009,2
3810810_ursviks_smahusomr,2010,-18
3810810_ursviks_smahusomr,2011,5
3810810_ursviks_smahusomr,2012,11
3810810_ursviks_smahusomr,2013,12
3810810_ursviks_smahusomr,2014,-11
3710120_ritorp,2000,24
3710120_ritorp,2001,-4
3710120_ritorp,2002,9
3710120_ritorp,2003,-25
3710120_ritorp,2004,-10
3710120_ritorp,2005,-1
3710120_ritorp,2006,12
3710120_ritorp,2007,-15
3710120_ritorp,2008,-7
3710120_ritorp,2009,-42
3710120_ritorp,2010,-6
3710120_ritorp,2011,0
3710120_ritorp,2012,-16
3710120_ritorp,2013,-127
3710120_ritorp,2014,-64
3710130_jarva_krog,2000,-16
3710130_jarva_krog,2001,-9
3710130_jarva_krog,2002,-5
3710130_jarva_krog,2003,-26
3710130_jarva_krog,2004,-18
3710130_jarva_krog,2005,3
3710130_jarva_krog,2006,29
3710130_jarva_krog,2007,1
3710130_jarva_krog,2008,-35
3710130_jarva_krog,2009,-10
3710130_jarva_krog,2010,-2
3710130_jarva_krog,2011,-23
3710130_jarva_krog,2012,-14
3710130_jarva_krog,2013,3
3710130_jarva_krog,2014,-26
3710141_okand,2000,141
3710141_okand,2001,167
3710141_okand,2002,390
3710141_okand,2003,240
3710141_okand,2004,427
3710141_okand,2005,531
3710141_okand,2006,429
3710141_okand,2007,475
3710141_okand,2008,173
3710141_okand,2009,154
3710143_ballongberget,2000,149
3710143_ballongberget,2001,-27
3710143_ballongberget,2002,-24
3710143_ballongberget,2003,-13
3710143_ballongberget,2004,-3
3710143_ballongberget,2005,-19
3710143_ballongberget,2006,-13
3710143_ballongberget,2007,-42
3710143_ballongberget,2008,-22
3710143_ballongberget,2009,-19
3710143_ballongberget,2010,-3
3710143_ballongberget,2011,-15
3710143_ballongberget,2012,-52
3710143_ballongberget,2013,-25
3710143_ballongberget,2014,6
3710160_bagartorp,2000,5
3710160_bagartorp,2001,-8
3710160_bagartorp,2002,22
3710160_bagartorp,2003,5
3710160_bagartorp,2004,-2
3710160_bagartorp,2005,-8
3710160_bagartorp,2006,-31
3710160_bagartorp,2007,-1
3710160_bagartorp,2008,-30
3710160_bagartorp,2009,-12
3710160_bagartorp,2010,1
3710160_bagartorp,2011,-2
3710160_bagartorp,2012,-16
3710160_bagartorp,2013,10
3710160_bagartorp,2014,-15
3710170_rastahem,2000,10
3710170_rastahem,2001,-19
3710170_rastahem,2002,7
3710170_rastahem,2003,-3
3710170_rastahem,2004,-3
3710170_rastahem,2005,-2
3710170_rastahem,2006,-15
3710170_rastahem,2007,3
3710170_rastahem,2008,0
3710170_rastahem,2009,10
3710170_rastahem,2010,-7
3710170_rastahem,2011,-2
3710170_rastahem,2012,-13
3710170_rastahem,2013,0
3710170_rastahem,2014,0
3710180_agnesberg,2000,-10
3710180_agnesberg,2001,-16
3710180_agnesberg,2002,-27
3710180_agnesberg,2003,-11
3710180_agnesberg,2004,-25
3710180_agnesberg,2005,-52
3710180_agnesberg,2006,5
3710180_agnesberg,2007,-11
3710180_agnesberg,2008,-18
3710180_agnesberg,2009,-18
3710180_agnesberg,2010,99
3710180_agnesberg,2011,-24
3710180_agnesberg,2012,-4
3710180_agnesberg,2013,-21
3710180_agnesberg,2014,-37
3710200_ulriksdal,2000,-2
3710200_ulriksdal,2001,-5
3710200_ulriksdal,2002,3
3710200_ulriksdal,2003,7
3710200_ulriksdal,2004,0
3710200_ulriksdal,2005,0
3710200_ulriksdal,2006,-2
3710200_ulriksdal,2007,2
3710200_ulriksdal,2008,-8
3710200_ulriksdal,2009,-4
3710200_ulriksdal,2010,7
3710200_ulriksdal,2011,-11
3710200_ulriksdal,2012,11
3710200_ulriksdal,2013,-7
3710200_ulriksdal,2014,11
3710310_norra_bergshamra,2000,7
3710310_norra_bergshamra,2001,8
3710310_norra_bergshamra,2002,-5
3710310_norra_bergshamra,2003,3
3710310_norra_bergshamra,2004,8
3710310_norra_bergshamra,2005,-16
3710310_norra_bergshamra,2006,-1
3710310_norra_bergshamra,2007,8
3710310_norra_bergshamra,2008,-25
3710310_norra_bergshamra,2009,-31
3710310_norra_bergshamra,2010,1
3710310_norra_bergshamra,2011,-11
3710310_norra_bergshamra,2012,12
3710310_norra_bergshamra,2013,11
3710310_norra_bergshamra,2014,-20
3710320_bergshamra_torg,2000,14
3710320_bergshamra_torg,2001,-7
3710320_bergshamra_torg,2002,21
3710320_bergshamra_torg,2003,2
3710320_bergshamra_torg,2004,7
3710320_bergshamra_torg,2005,9
3710320_bergshamra_torg,2006,28
3710320_bergshamra_torg,2007,37
3710320_bergshamra_torg,2008,31
3710320_bergshamra_torg,2009,0
3710320_bergshamra_torg,2010,24
3710320_bergshamra_torg,2011,63
3710320_bergshamra_torg,2012,31
3710320_bergshamra_torg,2013,19
3710320_bergshamra_torg,2014,28
3710330_stocksundstorp,2000,9
3710330_stocksundstorp,2001,6
3710330_stocksundstorp,2002,26
3710330_stocksundstorp,2003,1
3710330_stocksundstorp,2004,-18
3710330_stocksundstorp,2005,-8
3710330_stocksundstorp,2006,4
3710330_stocksundstorp,2007,10
3710330_stocksundstorp,2008,-6
3710330_stocksundstorp,2009,-14
3710330_stocksundstorp,2010,-7
3710330_stocksundstorp,2011,12
3710330_stocksundstorp,2012,0
3710330_stocksundstorp,2013,0
3710330_stocksundstorp,2014,-4
3710340_ostra_bergshamra,2000,10
3710340_ostra_bergshamra,2001,4
3710340_ostra_bergshamra,2002,1
3710340_ostra_bergshamra,2003,-1
3710340_ostra_bergshamra,2004,-7
3710340_ostra_bergshamra,2005,23
3710340_ostra_bergshamra,2006,-4
3710340_ostra_bergshamra,2007,4
3710340_ostra_bergshamra,2008,-15
3710340_ostra_bergshamra,2009,-3
3710340_ostra_bergshamra,2010,2
3710340_ostra_bergshamra,2011,1
3710340_ostra_bergshamra,2012,-3
3710340_ostra_bergshamra,2013,13
3710340_ostra_bergshamra,2014,7
3710350_sodra_bergshamra,2000,-50
3710350_sodra_bergshamra,2001,-21
3710350_sodra_bergshamra,2002,-85
3710350_sodra_bergshamra,2003,-23
3710350_sodra_bergshamra,2004,-29
3710350_sodra_bergshamra,2005,-75
3710350_sodra_bergshamra,2006,-66
3710350_sodra_bergshamra,2007,-87
3710350_sodra_bergshamra,2008,14
3710350_sodra_bergshamra,2009,-18
3710350_sodra_bergshamra,2010,-71
3710350_sodra_bergshamra,2011,-24
3710350_sodra_bergshamra,2012,-34
3710350_sodra_bergshamra,2013,-32
3710350_sodra_bergshamra,2014,-53
3710360_kungshamra,2000,-40
3710360_kungshamra,2001,-23
3710360_kungshamra,2002,32
3710360_kungshamra,2003,-34
3710360_kungshamra,2004,342
3710360_kungshamra,2005,130
3710360_kungshamra,2006,-24
3710360_kungshamra,2007,-3
3710360_kungshamra,2008,43
3710360_kungshamra,2009,17
3710360_kungshamra,2010,73
3710360_kungshamra,2011,19
3710360_kungshamra,2012,10
3710360_kungshamra,2013,-21
3710360_kungshamra,2014,-43
3710420_okand,2000,87
3710420_okand,2001,0
3710420_okand,2002,-26
3710420_okand,2003,-24
3710420_okand,2004,-20
3710420_okand,2005,-8
3710420_okand,2006,-14
3710420_okand,2007,-8
3710420_okand,2008,-25
3710420_okand,2009,-14
3710430_karolinska_institutet,2000,-15
3710430_karolinska_institutet,2001,20
3710430_karolinska_institutet,2002,68
3710430_karolinska_institutet,2003,-17
3710430_karolinska_institutet,2004,-62
3710430_karolinska_institutet,2005,-26
3710430_karolinska_institutet,2006,-29
3710430_karolinska_institutet,2007,-21
3710430_karolinska_institutet,2008,-42
3710430_karolinska_institutet,2009,-40
3710430_karolinska_institutet,2010,-9
3710430_karolinska_institutet,2011,-45
3710430_karolinska_institutet,2012,-14
3710430_karolinska_institutet,2013,-51
3710430_karolinska_institutet,2014,10
3710520_huvudsta_gard,2000,37
3710520_huvudsta_gard,2001,32
3710520_huvudsta_gard,2002,16
3710520_huvudsta_gard,2003,-45
3710520_huvudsta_gard,2004,12
3710520_huvudsta_gard,2005,-6
3710520_huvudsta_gard,2006,-37
3710520_huvudsta_gard,2007,67
3710520_huvudsta_gard,2008,135
3710520_huvudsta_gard,2009,20
3710520_huvudsta_gard,2010,4
3710520_huvudsta_gard,2011,-16
3710520_huvudsta_gard,2012,-20
3710520_huvudsta_gard,2013,213
3710520_huvudsta_gard,2014,63
3710530_sodra_huvudsta,2000,-18
3710530_sodra_huvudsta,2001,29
3710530_sodra_huvudsta,2002,-25
3710530_sodra_huvudsta,2003,20
3710530_sodra_huvudsta,2004,-27
3710530_sodra_huvudsta,2005,258
3710530_sodra_huvudsta,2006,-3
3710530_sodra_huvudsta,2007,39
3710530_sodra_huvudsta,2008,155
3710530_sodra_huvudsta,2009,-38
3710530_sodra_huvudsta,2010,25
3710530_sodra_huvudsta,2011,-18
3710530_sodra_huvudsta,2012,-66
3710530_sodra_huvudsta,2013,36
3710530_sodra_huvudsta,2014,-20
3710540_ingentingskogen,2000,-8
3710540_ingentingskogen,2001,-40
3710540_ingentingskogen,2002,-44
3710540_ingentingskogen,2003,-14
3710540_ingentingskogen,2004,110
3710540_ingentingskogen,2005,43
3710540_ingentingskogen,2006,-31
3710540_ingentingskogen,2007,18
3710540_ingentingskogen,2008,67
3710540_ingentingskogen,2009,44
3710540_ingentingskogen,2010,3
3710540_ingentingskogen,2011,42
3710540_ingentingskogen,2012,68
3710540_ingentingskogen,2013,-104
3710540_ingentingskogen,2014,-22
3710550_gamla_huvudsta,2000,7
3710550_gamla_huvudsta,2001,53
3710550_gamla_huvudsta,2002,1
3710550_gamla_huvudsta,2003,2
3710550_gamla_huvudsta,2004,-68
3710550_gamla_huvudsta,2005,42
3710550_gamla_huvudsta,2006,72
3710550_gamla_huvudsta,2007,80
3710550_gamla_huvudsta,2008,198
3710550_gamla_huvudsta,2009,147
3710550_gamla_huvudsta,2010,17
3710550_gamla_huvudsta,2011,-10
3710550_gamla_huvudsta,2012,-9
3710550_gamla_huvudsta,2013,-2
3710550_gamla_huvudsta,2014,-6
3710570_vastra_huvudsta,2000,12
3710570_vastra_huvudsta,2001,-14
3710570_vastra_huvudsta,2002,53
3710570_vastra_huvudsta,2003,-5
3710570_vastra_huvudsta,2004,-16
3710570_vastra_huvudsta,2005,-5
3710570_vastra_huvudsta,2006,60
3710570_vastra_huvudsta,2007,-57
3710570_vastra_huvudsta,2008,-4
3710570_vastra_huvudsta,2009,-53
3710570_vastra_huvudsta,2010,-22
3710570_vastra_huvudsta,2011,-41
3710570_vastra_huvudsta,2012,-17
3710570_vastra_huvudsta,2013,65
3710570_vastra_huvudsta,2014,-30
3710580_okand,2000,13
3710580_okand,2001,20
3710580_okand,2002,136
3710580_okand,2003,2
3710580_okand,2004,1
3710580_okand,2005,7
3710580_okand,2006,-11
3710580_okand,2007,-11
3710580_okand,2008,0
3710580_okand,2009,-43
3720610_okand,2000,202
3720610_okand,2001,34
3720610_okand,2002,4
3720610_okand,2003,21
3720610_okand,2004,-49
3720610_okand,2005,-59
3720610_okand,2006,20
3720610_okand,2007,-6
3720610_okand,2008,-64
3720610_okand,2009,-22
3720620_norra_hagalund,2000,-27
3720620_norra_hagalund,2001,-34
3720620_norra_hagalund,2002,-80
3720620_norra_hagalund,2003,-50
3720620_norra_hagalund,2004,-101
3720620_norra_hagalund,2005,-132
3720620_norra_hagalund,2006,-57
3720620_norra_hagalund,2007,-99
3720620_norra_hagalund,2008,-49
3720620_norra_hagalund,2009,-100
3720620_norra_hagalund,2010,-93
3720620_norra_hagalund,2011,-34
3720620_norra_hagalund,2012,-131
3720620_norra_hagalund,2013,-25
3720620_norra_hagalund,2014,-14
3720630_okand,2000,-1
3720630_okand,2001,-20
3720630_okand,2002,-68
3720630_okand,2003,-25
3720630_okand,2004,6
3720630_okand,2005,-18
3720630_okand,2006,-40
3720630_okand,2007,3
3720630_okand,2008,-32
3720630_okand,2009,-10
3720710_okand,2000,-38
3720710_okand,2001,51
3720710_okand,2002,-41
3720710_okand,2003,-43
3720710_okand,2004,-36
3720710_okand,2005,-6
3720710_okand,2006,-24
3720710_okand,2007,14
3720710_okand,2008,-9
3720710_okand,2009,-2
3720730_skogskronet,2000,19
3720730_skogskronet,2001,10
3720730_skogskronet,2002,10
3720730_skogskronet,2003,47
3720730_skogskronet,2004,15
3720730_skogskronet,2005,158
3720730_skogskronet,2006,10
3720730_skogskronet,2007,14
3720730_skogskronet,2008,9
3720730_skogskronet,2009,-18
3720730_skogskronet,2010,25
3720730_skogskronet,2011,11
3720730_skogskronet,2012,21
3720730_skogskronet,2013,-9
3720730_skogskronet,2014,16
3720740_okand,2000,-42
3720740_okand,2001,-20
3720740_okand,2002,13
3720740_okand,2003,41
3720740_okand,2004,10
3720740_okand,2005,-3
3720740_okand,2006,15
3720740_okand,2007,-39
3720740_okand,2008,-32
3720740_okand,2009,1
3720750_charlottenburg,2000,-27
3720750_charlottenburg,2001,-8
3720750_charlottenburg,2002,3
3720750_charlottenburg,2003,-56
3720750_charlottenburg,2004,-36
3720750_charlottenburg,2005,-16
3720750_charlottenburg,2006,-4
3720750_charlottenburg,2007,20
3720750_charlottenburg,2008,35
3720750_charlottenburg,2009,-48
3720750_charlottenburg,2010,-28
3720750_charlottenburg,2011,-21
3720750_charlottenburg,2012,-50
3720750_charlottenburg,2013,25
3720750_charlottenburg,2014,-67
3720760_sodra_vasalund,2000,26
3720760_sodra_vasalund,2001,-16
3720760_sodra_vasalund,2002,-18
3720760_sodra_vasalund,2003,3
3720760_sodra_vasalund,2004,-49
3720760_sodra_vasalund,2005,-38
3720760_sodra_vasalund,2006,-20
3720760_sodra_vasalund,2007,-14
3720760_sodra_vasalund,2008,-42
3720760_sodra_vasalund,2009,2
3720760_sodra_vasalund,2010,-20
3720760_sodra_vasalund,2011,11
3720760_sodra_vasalund,2012,-23
3720760_sodra_vasalund,2013,-2
3720760_sodra_vasalund,2014,-13
3720770_norra_vasalund,2000,-6
3720770_norra_vasalund,2001,21
3720770_norra_vasalund,2002,2
3720770_norra_vasalund,2003,2
3720770_norra_vasalund,2004,-22
3720770_norra_vasalund,2005,-15
3720770_norra_vasalund,2006,84
3720770_norra_vasalund,2007,3
3720770_norra_vasalund,2008,0
3720770_norra_vasalund,2009,-8
3720770_norra_vasalund,2010,-36
3720770_norra_vasalund,2011,-5
3720770_norra_vasalund,2012,-14
3720770_norra_vasalund,2013,-19
3720770_norra_vasalund,2014,-15
3720780_ekensberg,2000,9
3720780_ekensberg,2001,21
3720780_ekensberg,2002,-48
3720780_ekensberg,2003,34
3720780_ekensberg,2004,30
3720780_ekensberg,2005,19
3720780_ekensberg,2006,-24
3720780_ekensberg,2007,-38
3720780_ekensberg,2008,9
3720780_ekensberg,2009,-27
3720780_ekensberg,2010,28
3720780_ekensberg,2011,-10
3720780_ekensberg,2012,-22
3720780_ekensberg,2013,4
3720780_ekensberg,2014,-27
3720790_hallen,2000,11
3720790_hallen,2001,2
3720790_hallen,2002,7
3720790_hallen,2003,14
3720790_hallen,2004,1
3720790_hallen,2005,24
3720790_hallen,2006,19
3720790_hallen,2007,13
3720790_hallen,2008,0
3720790_hallen,2009,9
3720790_hallen,2010,-5
3720790_hallen,2011,5
3720790_hallen,2012,15
3720790_hallen,2013,7
3720790_hallen,2014,9
3720910_rudtorp,2000,30
3720910_rudtorp,2001,-31
3720910_rudtorp,2002,28
3720910_rudtorp,2003,-49
3720910_rudtorp,2004,39
3720910_rudtorp,2005,7
3720910_rudtorp,2006,-24
3720910_rudtorp,2007,38
3720910_rudtorp,2008,25
3720910_rudtorp,2009,3
3720910_rudtorp,2010,-27
3720910_rudtorp,2011,49
3720910_rudtorp,2012,4
3720910_rudtorp,2013,-20
3720910_rudtorp,2014,41
3720920_albygard,2000,-1
3720920_albygard,2001,-10
3720920_albygard,2002,-3
3720920_albygard,2003,21
3720920_albygard,2004,90
3720920_albygard,2005,23
3720920_albygard,2006,6
3720920_albygard,2007,-3
3720920_albygard,2008,-8
3720920_albygard,2009,31
3720920_albygard,2010,-17
3720920_albygard,2011,63
3720920_albygard,2012,1
3720920_albygard,2013,-11
3720920_albygard,2014,-17
3720930_solna_centrum,2000,-11
3720930_solna_centrum,2001,4
3720930_solna_centrum,2002,20
3720930_solna_centrum,2003,262
3720930_solna_centrum,2004,47
3720930_solna_centrum,2005,4
3720930_solna_centrum,2006,-11
3720930_solna_centrum,2007,23
3720930_solna_centrum,2008,6
3720930_solna_centrum,2009,12
3720930_solna_centrum,2010,21
3720930_solna_centrum,2011,8
3720930_solna_centrum,2012,0
3720930_solna_centrum,2013,12
3720930_solna_centrum,2014,33
3720940_hanneberg,2000,3
3720940_hanneberg,2001,-9
3720940_hanneberg,2002,-5
3720940_hanneberg,2003,16
3720940_hanneberg,2004,1
3720940_hanneberg,2005,9
3720940_hanneberg,2006,5
3720940_hanneberg,2007,1
3720940_hanneberg,2008,-7
3720940_hanneberg,2009,4
3720940_hanneberg,2010,18
3720940_hanneberg,2011,-11
3720940_hanneberg,2012,8
3720940_hanneberg,2013,1
3720940_hanneberg,2014,-33
3720950_albydal,2000,32
3720950_albydal,2001,-36
3720950_albydal,2002,-9
3720950_albydal,2003,-28
3720950_albydal,2004,-14
3720950_albydal,2005,-19
3720950_albydal,2006,0
3720950_albydal,2007,-16
3720950_albydal,2008,-31
3720950_albydal,2009,-19
3720950_albydal,2010,-27
3720950_albydal,2011,0
3720950_albydal,2012,8
3720950_albydal,2013,-41
3720950_albydal,2014,-26
3411110_norra_sticklinge,2000,-11
3411110_norra_sticklinge,2001,24
3411110_norra_sticklinge,2002,5
3411110_norra_sticklinge,2003,-25
3411110_norra_sticklinge,2004,11
3411110_norra_sticklinge,2005,-25
3411110_norra_sticklinge,2006,8
3411110_norra_sticklinge,2007,-23
3411110_norra_sticklinge,2008,-30
3411110_norra_sticklinge,2009,-17
3411110_norra_sticklinge,2010,-35
3411110_norra_sticklinge,2011,8
3411110_norra_sticklinge,2012,6
3411110_norra_sticklinge,2013,-16
3411110_norra_sticklinge,2014,9
3411120_sodra_sticklinge,2000,-23
3411120_sodra_sticklinge,2001,-26
3411120_sodra_sticklinge,2002,-33
3411120_sodra_sticklinge,2003,-21
3411120_sodra_sticklinge,2004,-58
3411120_sodra_sticklinge,2005,5
3411120_sodra_sticklinge,2006,-32
3411120_sodra_sticklinge,2007,-34
3411120_sodra_sticklinge,2008,7
3411120_sodra_sticklinge,2009,-25
3411120_sodra_sticklinge,2010,4
3411120_sodra_sticklinge,2011,-51
3411120_sodra_sticklinge,2012,17
3411120_sodra_sticklinge,2013,-5
3411120_sodra_sticklinge,2014,-17
3411200_islinge,2000,-3
3411200_islinge,2001,-14
3411200_islinge,2002,-7
3411200_islinge,2003,14
3411200_islinge,2004,-21
3411200_islinge,2005,17
3411200_islinge,2006,-3
3411200_islinge,2007,7
3411200_islinge,2008,-11
3411200_islinge,2009,13
3411200_islinge,2010,5
3411200_islinge,2011,-5
3411200_islinge,2012,-8
3411200_islinge,2013,-6
3411200_islinge,2014,8
3411310_vastra_naset,2000,-2
3411310_vastra_naset,2001,-13
3411310_vastra_naset,2002,-29
3411310_vastra_naset,2003,-60
3411310_vastra_naset,2004,-19
3411310_vastra_naset,2005,13
3411310_vastra_naset,2006,-17
3411310_vastra_naset,2007,-6
3411310_vastra_naset,2008,21
3411310_vastra_naset,2009,-26
3411310_vastra_naset,2010,24
3411310_vastra_naset,2011,2
3411310_vastra_naset,2012,-39
3411310_vastra_naset,2013,34
3411310_vastra_naset,2014,-29
3411320_ostra_naset,2000,82
3411320_ostra_naset,2001,-18
3411320_ostra_naset,2002,-29
3411320_ostra_naset,2003,2
3411320_ostra_naset,2004,-54
3411320_ostra_naset,2005,7
3411320_ostra_naset,2006,66
3411320_ostra_naset,2007,40
3411320_ostra_naset,2008,-53
3411320_ostra_naset,2009,15
3411320_ostra_naset,2010,-15
3411320_ostra_naset,2011,-20
3411320_ostra_naset,2012,-112
3411320_ostra_naset,2013,-7
3411320_ostra_naset,2014,-24
3411400_bo_garde,2000,0
3411400_bo_garde,2001,13
3411400_bo_garde,2002,-2
3411400_bo_garde,2003,-7
3411400_bo_garde,2004,12
3411400_bo_garde,2005,5
3411400_bo_garde,2006,13
3411400_bo_garde,2007,20
3411400_bo_garde,2008,7
3411400_bo_garde,2009,15
3411400_bo_garde,2010,7
3411400_bo_garde,2011,-9
3411400_bo_garde,2012,14
3411400_bo_garde,2013,-12
3411400_bo_garde,2014,1
3411510_bo,2000,18
3411510_bo,2001,-3
3411510_bo,2002,14
3411510_bo,2003,9
3411510_bo,2004,12
3411510_bo,2005,-8
3411510_bo,2006,16
3411510_bo,2007,5
3411510_bo,2008,-18
3411510_bo,2009,-11
3411510_bo,2010,4
3411510_bo,2011,-8
3411510_bo,2012,-17
3411510_bo,2013,-6
3411510_bo,2014,8
3411520_bjornbo,2000,21
3411520_bjornbo,2001,19
3411520_bjornbo,2002,32
3411520_bjornbo,2003,-4
3411520_bjornbo,2004,15
3411520_bjornbo,2005,20
3411520_bjornbo,2006,5
3411520_bjornbo,2007,24
3411520_bjornbo,2008,17
3411520_bjornbo,2009,3
3411520_bjornbo,2010,30
3411520_bjornbo,2011,27
3411520_bjornbo,2012,28
3411520_bjornbo,2013,34
3411520_bjornbo,2014,25
3411610_boson,2000,4
3411610_boson,2001,5
3411610_boson,2002,2
3411610_boson,2003,-14
3411610_boson,2004,-15
3411610_boson,2005,8
3411610_boson,2006,-10
3411610_boson,2007,-3
3411610_boson,2008,-6
