basomrade,year,immigration_surplus
5120780_tumba_villastad,2001,-10
5120780_tumba_villastad,2002,10
5120780_tumba_villastad,2003,32
5120780_tumba_villastad,2004,14
5120780_tumba_villastad,2005,-7
5120780_tumba_villastad,2006,43
5120780_tumba_villastad,2007,8
5120780_tumba_villastad,2008,-10
5120780_tumba_villastad,2009,-10
5120780_tumba_villastad,2010,-22
5120780_tumba_villastad,2011,-6
5120780_tumba_villastad,2012,25
5120780_tumba_villastad,2013,-7
5120780_tumba_villastad,2014,-1
5120790_skacklinge,2000,-43
5120790_skacklinge,2001,56
5120790_skacklinge,2002,97
5120790_skacklinge,2003,-28
5120790_skacklinge,2004,-11
5120790_skacklinge,2005,-39
5120790_skacklinge,2006,-30
5120790_skacklinge,2007,-68
5120790_skacklinge,2008,-84
5120790_skacklinge,2009,-80
5120790_skacklinge,2010,-77
5120790_skacklinge,2011,-14
5120790_skacklinge,2012,-70
5120790_skacklinge,2013,-10
5120790_skacklinge,2014,-81
5120810_storvreten,2000,-31
5120810_storvreten,2001,-29
5120810_storvreten,2002,-60
5120810_storvreten,2003,-125
5120810_storvreten,2004,-78
5120810_storvreten,2005,-64
5120810_storvreten,2006,-182
5120810_storvreten,2007,-97
5120810_storvreten,2008,-129
5120810_storvreten,2009,-179
5120810_storvreten,2010,-30
5120810_storvreten,2011,-91
5120810_storvreten,2012,-76
5120810_storvreten,2013,-51
5120810_storvreten,2014,-95
5120820_blockvagen,2000,1
5120820_blockvagen,2001,-2
5120820_blockvagen,2002,-2
5120820_blockvagen,2003,2
5120820_blockvagen,2004,-9
5120820_blockvagen,2005,7
5120820_blockvagen,2006,7
5120820_blockvagen,2007,0
5120820_blockvagen,2008,2
5120820_blockvagen,2009,2
5120820_blockvagen,2010,6
5120820_blockvagen,2011,10
5120820_blockvagen,2012,-7
5120820_blockvagen,2013,-3
5120820_blockvagen,2014,-4
5120830_grytstigen,2000,-20
5120830_grytstigen,2001,-6
5120830_grytstigen,2002,-15
5120830_grytstigen,2003,-17
5120830_grytstigen,2004,-7
5120830_grytstigen,2005,-6
5120830_grytstigen,2006,-6
5120830_grytstigen,2007,-4
5120830_grytstigen,2008,6
5120830_grytstigen,2009,-4
5120830_grytstigen,2010,11
5120830_grytstigen,2011,6
5120830_grytstigen,2012,-28
5120830_grytstigen,2013,-9
5120830_grytstigen,2014,12
5120840_vedstigen,2000,5
5120840_vedstigen,2001,-5
5120840_vedstigen,2002,1
5120840_vedstigen,2003,-11
5120840_vedstigen,2004,4
5120840_vedstigen,2005,7
5120840_vedstigen,2006,-5
5120840_vedstigen,2007,0
5120840_vedstigen,2008,-6
5120840_vedstigen,2009,1
5120840_vedstigen,2010,-11
5120840_vedstigen,2011,7
5120840_vedstigen,2012,4
5120840_vedstigen,2013,7
5120840_vedstigen,2014,2
5120910_tumba_bruk,2000,13
5120910_tumba_bruk,2001,1
5120910_tumba_bruk,2002,-44
5120910_tumba_bruk,2003,-44
5120910_tumba_bruk,2004,-16
5120910_tumba_bruk,2005,0
5120910_tumba_bruk,2006,-29
5120910_tumba_bruk,2007,-40
5120910_tumba_bruk,2008,1
5120910_tumba_bruk,2009,-11
5120910_tumba_bruk,2010,-14
5120910_tumba_bruk,2011,-33
5120910_tumba_bruk,2012,-43
5120910_tumba_bruk,2013,-5
5120910_tumba_bruk,2014,-45
5120920_tumba_glesbygd,2000,46
5120920_tumba_glesbygd,2001,4
5120920_tumba_glesbygd,2002,-2
5120920_tumba_glesbygd,2003,27
5120920_tumba_glesbygd,2004,33
5120920_tumba_glesbygd,2005,0
5120920_tumba_glesbygd,2006,42
5120920_tumba_glesbygd,2007,99
5120920_tumba_glesbygd,2008,28
5120920_tumba_glesbygd,2009,12
5120920_tumba_glesbygd,2010,-27
5120920_tumba_glesbygd,2011,7
5120920_tumba_glesbygd,2012,7
5120920_tumba_glesbygd,2013,-46
5120920_tumba_glesbygd,2014,91
5120930_kommunalhuset,2000,-1
5120930_kommunalhuset,2001,-57
5120930_kommunalhuset,2002,16
5120930_kommunalhuset,2003,-41
5120930_kommunalhuset,2004,44
5120930_kommunalhuset,2005,147
5120930_kommunalhuset,2006,148
5120930_kommunalhuset,2007,137
5120930_kommunalhuset,2008,59
5120930_kommunalhuset,2009,29
5120930_kommunalhuset,2010,14
5120930_kommunalhuset,2011,20
5120930_kommunalhuset,2012,36
5120930_kommunalhuset,2013,69
5120930_kommunalhuset,2014,67
5120940_tuna,2000,22
5120940_tuna,2001,8
5120940_tuna,2002,16
5120940_tuna,2003,-5
5120940_tuna,2004,21
5120940_tuna,2005,-36
5120940_tuna,2006,-50
5120940_tuna,2007,-11
5120940_tuna,2008,-15
5120940_tuna,2009,-11
5120940_tuna,2010,45
5120940_tuna,2011,-4
5120940_tuna,2012,56
5120940_tuna,2013,23
5120940_tuna,2014,3
5120950_nackdala,2000,25
5120950_nackdala,2001,2
5120950_nackdala,2002,9
5120950_nackdala,2003,23
5120950_nackdala,2004,54
5120950_nackdala,2005,26
5120950_nackdala,2006,27
5120950_nackdala,2007,49
5120950_nackdala,2008,5
5120950_nackdala,2009,42
5120950_nackdala,2010,64
5120950_nackdala,2011,56
5120950_nackdala,2012,-2
5120950_nackdala,2013,42
5120950_nackdala,2014,14
5120970_loviseberg,2000,-18
5120970_loviseberg,2001,-4
5120970_loviseberg,2002,-12
5120970_loviseberg,2003,0
5120970_loviseberg,2004,-12
5120970_loviseberg,2005,7
5120970_loviseberg,2006,-10
5120970_loviseberg,2007,-3
5120970_loviseberg,2008,13
5120970_loviseberg,2009,13
5120970_loviseberg,2010,26
5120970_loviseberg,2011,18
5120970_loviseberg,2012,6
5120970_loviseberg,2013,-6
5120970_loviseberg,2014,7
5130810_uttran,2000,-8
5130810_uttran,2001,14
5130810_uttran,2002,1
5130810_uttran,2003,-32
5130810_uttran,2004,14
5130810_uttran,2005,62
5130810_uttran,2006,-10
5130810_uttran,2007,35
5130810_uttran,2008,-10
5130810_uttran,2009,-18
5130810_uttran,2010,-24
5130810_uttran,2011,16
5130810_uttran,2012,-3
5130810_uttran,2013,-32
5130810_uttran,2014,4
5130820_varsta,2000,-6
5130820_varsta,2001,-25
5130820_varsta,2002,-4
5130820_varsta,2003,57
5130820_varsta,2004,37
5130820_varsta,2005,-17
5130820_varsta,2006,5
5130820_varsta,2007,-43
5130820_varsta,2008,2
5130820_varsta,2009,-7
5130820_varsta,2010,4
5130820_varsta,2011,49
5130820_varsta,2012,9
5130820_varsta,2013,-29
5130820_varsta,2014,21
5130830_grodinge_glesbygd,2000,26
5130830_grodinge_glesbygd,2001,62
5130830_grodinge_glesbygd,2002,30
5130830_grodinge_glesbygd,2003,59
5130830_grodinge_glesbygd,2004,26
5130830_grodinge_glesbygd,2005,-10
5130830_grodinge_glesbygd,2006,-3
5130830_grodinge_glesbygd,2007,1
5130830_grodinge_glesbygd,2008,34
5130830_grodinge_glesbygd,2009,-16
5130830_grodinge_glesbygd,2010,-11
5130830_grodinge_glesbygd,2011,-31
5130830_grodinge_glesbygd,2012,57
5130830_grodinge_glesbygd,2013,10
5130830_grodinge_glesbygd,2014,9
5140110_tullinge_villastad,2000,84
5140110_tullinge_villastad,2001,129
5140110_tullinge_villastad,2002,246
5140110_tullinge_villastad,2003,150
5140110_tullinge_villastad,2004,75
5140110_tullinge_villastad,2005,106
5140110_tullinge_villastad,2006,144
5140110_tullinge_villastad,2007,39
5140110_tullinge_villastad,2008,100
5140110_tullinge_villastad,2009,38
5140110_tullinge_villastad,2010,19
5140110_tullinge_villastad,2011,18
5140110_tullinge_villastad,2012,81
5140110_tullinge_villastad,2013,81
5140110_tullinge_villastad,2014,53
5140620_tullingeberg,2000,-38
5140620_tullingeberg,2001,10
5140620_tullingeberg,2002,-11
5140620_tullingeberg,2003,-15
5140620_tullingeberg,2004,6
5140620_tullingeberg,2005,35
5140620_tullingeberg,2006,-13
5140620_tullingeberg,2007,-13
5140620_tullingeberg,2008,11
5140620_tullingeberg,2009,-33
5140620_tullingeberg,2010,4
5140620_tullingeberg,2011,171
5140620_tullingeberg,2012,-15
5140620_tullingeberg,2013,-20
5140620_tullingeberg,2014,-27
5140641_tullinge_parkhem,2000,63
5140641_tullinge_parkhem,2001,-18
5140641_tullinge_parkhem,2002,30
5140641_tullinge_parkhem,2003,-26
5140641_tullinge_parkhem,2004,77
5140641_tullinge_parkhem,2005,-21
5140641_tullinge_parkhem,2006,-53
5140641_tullinge_parkhem,2007,10
5140641_tullinge_parkhem,2008,-18
5140641_tullinge_parkhem,2009,-63
5140641_tullinge_parkhem,2010,17
5140641_tullinge_parkhem,2011,8
5140641_tullinge_parkhem,2012,-24
5140641_tullinge_parkhem,2013,-26
5140641_tullinge_parkhem,2014,-40
5140642_lanthem_n,2000,7
5140642_lanthem_n,2001,21
5140642_lanthem_n,2002,22
5140642_lanthem_n,2003,30
5140642_lanthem_n,2004,35
5140642_lanthem_n,2005,-36
5140642_lanthem_n,2006,9
5140642_lanthem_n,2007,13
5140642_lanthem_n,2008,0
5140642_lanthem_n,2009,45
5140642_lanthem_n,2010,-4
5140642_lanthem_n,2011,44
5140642_lanthem_n,2012,19
5140642_lanthem_n,2013,7
5140642_lanthem_n,2014,18
5140650_tullinge_centrum,2000,-31
5140650_tullinge_centrum,2001,-63
5140650_tullinge_centrum,2002,-59
5140650_tullinge_centrum,2003,-19
5140650_tullinge_centrum,2004,-57
5140650_tullinge_centrum,2005,0
5140650_tullinge_centrum,2006,68
5140650_tullinge_centrum,2007,-45
5140650_tullinge_centrum,2008,28
5140650_tullinge_centrum,2009,11
5140650_tullinge_centrum,2010,-36
5140650_tullinge_centrum,2011,2
5140650_tullinge_centrum,2012,-2
5140650_tullinge_centrum,2013,4
5140650_tullinge_centrum,2014,90
5140660_banslatt,2000,-4
5140660_banslatt,2001,-30
5140660_banslatt,2002,-26
5140660_banslatt,2003,22
5140660_banslatt,2004,32
5140660_banslatt,2005,2
5140660_banslatt,2006,13
5140660_banslatt,2007,0
5140660_banslatt,2008,-28
5140660_banslatt,2009,16
5140660_banslatt,2010,3
5140660_banslatt,2011,-22
5140660_banslatt,2012,31
5140660_banslatt,2013,-30
5140660_banslatt,2014,5
5140690_okand,2000,4
5140690_okand,2001,23
5140690_okand,2002,95
5140690_okand,2003,-21
5140690_okand,2004,-39
5140690_okand,2005,-13
5140690_okand,2006,12
5140690_okand,2007,17
5140690_okand,2008,188
5140690_okand,2009,209
5140711_tullinge_skog,2000,-8
5140711_tullinge_skog,2001,25
5140711_tullinge_skog,2002,73
5140711_tullinge_skog,2003,-42
5140711_tullinge_skog,2004,35
5140711_tullinge_skog,2005,25
5140711_tullinge_skog,2006,-6
5140711_tullinge_skog,2007,26
5140711_tullinge_skog,2008,-57
5140711_tullinge_skog,2009,40
5140711_tullinge_skog,2010,-9
5140711_tullinge_skog,2011,51
5140711_tullinge_skog,2012,8
5140711_tullinge_skog,2013,0
5140711_tullinge_skog,2014,-15
5140712_lanthem_s,2000,6
5140712_lanthem_s,2001,66
5140712_lanthem_s,2002,-22
5140712_lanthem_s,2003,4
5140712_lanthem_s,2004,3
5140712_lanthem_s,2005,3
5140712_lanthem_s,2006,-12
5140712_lanthem_s,2007,9
5140712_lanthem_s,2008,23
5140712_lanthem_s,2009,-9
5140712_lanthem_s,2010,21
5140712_lanthem_s,2011,-11
5140712_lanthem_s,2012,4
5140712_lanthem_s,2013,-22
5140712_lanthem_s,2014,-13
5711010_soderby_garde,2000,25
5711010_soderby_garde,2001,-28
5711010_soderby_garde,2002,-16
5711010_soderby_garde,2003,-19
5711010_soderby_garde,2004,-24
5711010_soderby_garde,2005,-59
5711010_soderby_garde,2006,-1
5711010_soderby_garde,2007,-5
5711010_soderby_garde,2008,-64
5711010_soderby_garde,2009,-41
5711010_soderby_garde,2010,-26
5711010_soderby_garde,2011,-25
5711010_soderby_garde,2012,-9
5711010_soderby_garde,2013,-27
5711010_soderby_garde,2014,-14
5711020_soderby_park,2000,-3
5711020_soderby_park,2001,3
5711020_soderby_park,2002,-9
5711020_soderby_park,2003,-4
5711020_soderby_park,2004,-2
5711020_soderby_park,2005,52
5711020_soderby_park,2006,157
5711020_soderby_park,2007,175
5711020_soderby_park,2008,59
5711020_soderby_park,2009,111
5711020_soderby_park,2010,4
5711020_soderby_park,2011,27
5711020_soderby_park,2012,50
5711020_soderby_park,2013,10
5711020_soderby_park,2014,25
5711110_skyttorp,2000,-39
5711110_skyttorp,2001,-31
5711110_skyttorp,2002,-65
5711110_skyttorp,2003,-21
5711110_skyttorp,2004,-29
5711110_skyttorp,2005,-40
5711110_skyttorp,2006,-27
5711110_skyttorp,2007,-27
5711110_skyttorp,2008,-60
5711110_skyttorp,2009,-15
5711110_skyttorp,2010,-40
5711110_skyttorp,2011,99
5711110_skyttorp,2012,4
5711110_skyttorp,2013,-16
5711110_skyttorp,2014,-7
5711120_skogsang,2000,-21
5711120_skogsang,2001,-15
5711120_skogsang,2002,-14
5711120_skogsang,2003,19
5711120_skogsang,2004,1
5711120_skogsang,2005,16
5711120_skogsang,2006,-22
5711120_skogsang,2007,12
5711120_skogsang,2008,8
5711120_skogsang,2009,-43
5711120_skogsang,2010,-19
5711120_skogsang,2011,-27
5711120_skogsang,2012,0
5711120_skogsang,2013,-23
5711120_skogsang,2014,-18
5711130_soderby,2000,-29
5711130_soderby,2001,-36
5711130_soderby,2002,-27
5711130_soderby,2003,11
5711130_soderby,2004,-16
5711130_soderby,2005,16
5711130_soderby,2006,10
5711130_soderby,2007,1
5711130_soderby,2008,2
5711130_soderby,2009,-39
5711130_soderby,2010,-33
5711130_soderby,2011,4
5711130_soderby,2012,-43
5711130_soderby,2013,13
5711130_soderby,2014,-7
5711200_salems_centrum,2000,17
5711200_salems_centrum,2001,-12
5711200_salems_centrum,2002,-18
5711200_salems_centrum,2003,-4
5711200_salems_centrum,2004,-49
5711200_salems_centrum,2005,-88
5711200_salems_centrum,2006,6
5711200_salems_centrum,2007,-35
5711200_salems_centrum,2008,-26
5711200_salems_centrum,2009,9
5711200_salems_centrum,2010,29
5711200_salems_centrum,2011,23
5711200_salems_centrum,2012,-28
5711200_salems_centrum,2013,10
5711200_salems_centrum,2014,-37
5712110_norra_ronninge,2000,13
5712110_norra_ronninge,2001,8
5712110_norra_ronninge,2002,37
5712110_norra_ronninge,2003,16
5712110_norra_ronninge,2004,47
5712110_norra_ronninge,2005,-5
5712110_norra_ronninge,2006,-19
5712110_norra_ronninge,2007,-19
5712110_norra_ronninge,2008,-13
5712110_norra_ronninge,2009,8
5712110_norra_ronninge,2010,-12
5712110_norra_ronninge,2011,-15
5712110_norra_ronninge,2012,4
5712110_norra_ronninge,2013,-12
5712110_norra_ronninge,2014,-14
5712210_uttringe,2000,11
5712210_uttringe,2001,35
5712210_uttringe,2002,1
5712210_uttringe,2003,37
5712210_uttringe,2004,-1
5712210_uttringe,2005,12
5712210_uttringe,2006,-13
5712210_uttringe,2007,18
5712210_uttringe,2008,2
5712210_uttringe,2009,2
5712210_uttringe,2010,-5
5712210_uttringe,2011,-5
5712210_uttringe,2012,-15
5712210_uttringe,2013,-12
5712210_uttringe,2014,-11
5712220_ostra_ronninge,2000,85
5712220_ostra_ronninge,2001,20
5712220_ostra_ronninge,2002,45
5712220_ostra_ronninge,2003,26
5712220_ostra_ronninge,2004,54
5712220_ostra_ronninge,2005,94
5712220_ostra_ronninge,2006,75
5712220_ostra_ronninge,2007,63
5712220_ostra_ronninge,2008,-16
5712220_ostra_ronninge,2009,-25
5712220_ostra_ronninge,2010,3
5712220_ostra_ronninge,2011,31
5712220_ostra_ronninge,2012,29
5712220_ostra_ronninge,2013,23
5712220_ostra_ronninge,2014,31
5712300_ronninge_centrum,2000,91
5712300_ronninge_centrum,2001,-4
5712300_ronninge_centrum,2002,-4
5712300_ronninge_centrum,2003,11
5712300_ronninge_centrum,2004,-5
5712300_ronninge_centrum,2005,56
5712300_ronninge_centrum,2006,-14
5712300_ronninge_centrum,2007,-3
5712300_ronninge_centrum,2008,12
5712300_ronninge_centrum,2009,14
5712300_ronninge_centrum,2010,26
5712300_ronninge_centrum,2011,9
5712300_ronninge_centrum,2012,12
5712300_ronninge_centrum,2013,-9
5712300_ronninge_centrum,2014,14
5713000_salems_glesbygd,2000,15
5713000_salems_glesbygd,2001,0
5713000_salems_glesbygd,2002,-9
5713000_salems_glesbygd,2003,-2
5713000_salems_glesbygd,2004,-15
5713000_salems_glesbygd,2005,8
5713000_salems_glesbygd,2006,9
5713000_salems_glesbygd,2007,0
5713000_salems_glesbygd,2008,4
5713000_salems_glesbygd,2009,-5
5713000_salems_glesbygd,2010,5
5713000_salems_glesbygd,2011,-9
5713000_salems_glesbygd,2012,-3
5713000_salems_glesbygd,2013,4
5713000_salems_glesbygd,2014,5
5211120_gudo,2000,51
5211120_gudo,2001,8
5211120_gudo,2002,23
5211120_gudo,2003,-7
5211120_gudo,2004,41
5211120_gudo,2005,23
5211120_gudo,2006,-12
5211120_gudo,2007,63
5211120_gudo,2008,-13
5211120_gudo,2009,41
5211120_gudo,2010,-27
5211120_gudo,2011,-19
5211120_gudo,2012,14
5211120_gudo,2013,38
5211120_gudo,2014,11
5211131_sodra_vendelso,2000,41
5211131_sodra_vendelso,2001,32
5211131_sodra_vendelso,2002,1
5211131_sodra_vendelso,2003,11
5211131_sodra_vendelso,2004,-27
5211131_sodra_vendelso,2005,-9
5211131_sodra_vendelso,2006,92
5211131_sodra_vendelso,2007,60
5211131_sodra_vendelso,2008,9
5211131_sodra_vendelso,2009,90
5211131_sodra_vendelso,2010,-42
5211131_sodra_vendelso,2011,-3
5211131_sodra_vendelso,2012,-31
5211131_sodra_vendelso,2013,0
5211131_sodra_vendelso,2014,73
5211132_sagen,2000,-13
5211132_sagen,2001,-10
5211132_sagen,2002,-1
5211132_sagen,2003,-17
5211132_sagen,2004,0
5211132_sagen,2005,-29
5211132_sagen,2006,-2
5211132_sagen,2007,-41
5211132_sagen,2008,28
5211132_sagen,2009,-20
5211132_sagen,2010,3
5211132_sagen,2011,-6
5211132_sagen,2012,-30
5211132_sagen,2013,6
5211132_sagen,2014,2
5211140_norra_vendelso,2000,37
5211140_norra_vendelso,2001,60
5211140_norra_vendelso,2002,25
5211140_norra_vendelso,2003,5
5211140_norra_vendelso,2004,17
5211140_norra_vendelso,2005,37
5211140_norra_vendelso,2006,0
5211140_norra_vendelso,2007,1
5211140_norra_vendelso,2008,25
5211140_norra_vendelso,2009,13
5211140_norra_vendelso,2010,40
5211140_norra_vendelso,2011,121
5211140_norra_vendelso,2012,34
5211140_norra_vendelso,2013,-6
5211140_norra_vendelso,2014,1
5211150_dalen,2000,134
5211150_dalen,2001,61
5211150_dalen,2002,43
5211150_dalen,2003,16
5211150_dalen,2004,-1
5211150_dalen,2005,-5
5211150_dalen,2006,-8
5211150_dalen,2007,0
5211150_dalen,2008,35
5211150_dalen,2009,31
5211150_dalen,2010,7
5211150_dalen,2011,20
5211150_dalen,2012,24
5211150_dalen,2013,59
5211150_dalen,2014,64
5211210_vendelsomalm,2000,-83
5211210_vendelsomalm,2001,-43
5211210_vendelsomalm,2002,13
5211210_vendelsomalm,2003,24
5211210_vendelsomalm,2004,-9
5211210_vendelsomalm,2005,82
5211210_vendelsomalm,2006,30
5211210_vendelsomalm,2007,26
5211210_vendelsomalm,2008,-9
5211210_vendelsomalm,2009,-27
5211210_vendelsomalm,2010,-7
5211210_vendelsomalm,2011,-18
5211210_vendelsomalm,2012,-24
5211210_vendelsomalm,2013,20
5211210_vendelsomalm,2014,-22
5211220_eriksberg,2000,-36
5211220_eriksberg,2001,-4
5211220_eriksberg,2002,-65
5211220_eriksberg,2003,15
5211220_eriksberg,2004,-30
5211220_eriksberg,2005,-19
5211220_eriksberg,2006,-28
5211220_eriksberg,2007,-46
5211220_eriksberg,2008,11
5211220_eriksberg,2009,-13
5211220_eriksberg,2010,7
5211220_eriksberg,2011,9
5211220_eriksberg,2012,-10
5211220_eriksberg,2013,-18
5211220_eriksberg,2014,0
5211230_ramsdalen,2000,-26
5211230_ramsdalen,2001,-57
5211230_ramsdalen,2002,-50
5211230_ramsdalen,2003,-1
5211230_ramsdalen,2004,-26
5211230_ramsdalen,2005,-7
5211230_ramsdalen,2006,-14
5211230_ramsdalen,2007,-29
5211230_ramsdalen,2008,11
5211230_ramsdalen,2009,-14
5211230_ramsdalen,2010,-23
5211230_ramsdalen,2011,4
5211230_ramsdalen,2012,-15
5211230_ramsdalen,2013,20
5211230_ramsdalen,2014,5
5211320_brandbergens_industriomr,2000,-6
5211320_brandbergens_industriomr,2001,-28
5211320_brandbergens_industriomr,2002,-1
5211320_brandbergens_industriomr,2003,-21
5211320_brandbergens_industriomr,2004,-26
5211320_brandbergens_industriomr,2005,26
5211320_brandbergens_industriomr,2006,-15
5211320_brandbergens_industriomr,2007,2
5211320_brandbergens_industriomr,2008,-2
5211320_brandbergens_industriomr,2009,-3
5211320_brandbergens_industriomr,2010,18
5211320_brandbergens_industriomr,2011,-17
5211320_brandbergens_industriomr,2012,2
5211320_brandbergens_industriomr,2013,12
5211320_brandbergens_industriomr,2014,-7
5211330_brandbergen_flerbost_hus,2000,157
5211330_brandbergen_flerbost_hus,2001,37
5211330_brandbergen_flerbost_hus,2002,-262
5211330_brandbergen_flerbost_hus,2003,33
5211330_brandbergen_flerbost_hus,2004,-131
5211330_brandbergen_flerbost_hus,2005,-271
5211330_brandbergen_flerbost_hus,2006,-94
5211330_brandbergen_flerbost_hus,2007,-103
5211330_brandbergen_flerbost_hus,2008,-152
5211330_brandbergen_flerbost_hus,2009,-149
5211330_brandbergen_flerbost_hus,2010,-75
5211330_brandbergen_flerbost_hus,2011,-64
5211330_brandbergen_flerbost_hus,2012,-102
5211330_brandbergen_flerbost_hus,2013,-15
5211330_brandbergen_flerbost_hus,2014,-82
5211340_brandbergen_smahus,2000,51
5211340_brandbergen_smahus,2001,9
5211340_brandbergen_smahus,2002,132
5211340_brandbergen_smahus,2003,-151
5211340_brandbergen_smahus,2004,-19
5211340_brandbergen_smahus,2005,2
5211340_brandbergen_smahus,2006,-5
5211340_brandbergen_smahus,2007,-16
5211340_brandbergen_smahus,2008,-6
5211340_brandbergen_smahus,2009,7
5211340_brandbergen_smahus,2010,-4
5211340_brandbergen_smahus,2011,-2
5211340_brandbergen_smahus,2012,10
5211340_brandbergen_smahus,2013,14
5211340_brandbergen_smahus,2014,-26
5211430_kolartorp,2000,-6
5211430_kolartorp,2001,38
5211430_kolartorp,2002,41
5211430_kolartorp,2003,15
5211430_kolartorp,2004,-2
5211430_kolartorp,2005,-2
5211430_kolartorp,2006,-12
5211430_kolartorp,2007,30
5211430_kolartorp,2008,22
5211430_kolartorp,2009,-3
5211430_kolartorp,2010,13
5211430_kolartorp,2011,-2
5211430_kolartorp,2012,-5
5211430_kolartorp,2013,-7
5211430_kolartorp,2014,39
5211440_okand,2000,14
5211440_okand,2001,17
5211440_okand,2002,-4
5211440_okand,2003,-25
5211440_okand,2004,12
5211440_okand,2005,128
5211440_okand,2006,100
5211440_okand,2007,8
5211440_okand,2008,50
5211440_okand,2009,92
5211450_okand,2000,10
5211450_okand,2001,-3
5211450_okand,2002,-2
5211450_okand,2003,51
5211450_okand,2004,-9
5211450_okand,2005,14
5211450_okand,2006,-6
5211450_okand,2007,-14
5211450_okand,2008,-5
5211450_okand,2009,-9
5211511_haninge_centrum,2000,23
5211511_haninge_centrum,2001,51
5211511_haninge_centrum,2002,-27
5211511_haninge_centrum,2003,1
5211511_haninge_centrum,2004,17
5211511_haninge_centrum,2005,166
5211511_haninge_centrum,2006,42
5211511_haninge_centrum,2007,87
5211511_haninge_centrum,2008,83
5211511_haninge_centrum,2009,78
5211511_haninge_centrum,2010,124
5211511_haninge_centrum,2011,58
