basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
6134510_lanna_fastland,2008,25
6134510_lanna_fastland,2009,27
6134510_lanna_fastland,2010,27
6134510_lanna_fastland,2011,26
6134510_lanna_fastland,2012,35
6134510_lanna_fastland,2013,36
6134510_lanna_fastland,2014,40
6134520_svartno,2000,0
6134520_svartno,2001,0
6134520_svartno,2002,0
6134520_svartno,2003,3
6134520_svartno,2004,3
6134520_svartno,2005,6
6134520_svartno,2006,6
6134520_svartno,2007,6
6134520_svartno,2008,3
6134520_svartno,2009,3
6134520_svartno,2010,2
6134520_svartno,2011,2
6134520_svartno,2012,2
6134520_svartno,2013,5
6134520_svartno,2014,5
6135000_riala_forsamling,2000,-1
6135000_riala_forsamling,2001,-1
6135000_riala_forsamling,2002,-2
6135000_riala_forsamling,2003,-2
6135000_riala_forsamling,2004,3
6135000_riala_forsamling,2005,0
6135000_riala_forsamling,2006,0
6135000_riala_forsamling,2007,1
6135000_riala_forsamling,2008,4
6135000_riala_forsamling,2009,8
6135000_riala_forsamling,2010,9
6135000_riala_forsamling,2011,9
6135000_riala_forsamling,2012,9
6135000_riala_forsamling,2013,9
6135000_riala_forsamling,2014,11
6141110_sodra_rimbo,2000,-3
6141110_sodra_rimbo,2001,-4
6141110_sodra_rimbo,2002,-2
6141110_sodra_rimbo,2003,-6
6141110_sodra_rimbo,2004,-2
6141110_sodra_rimbo,2005,-3
6141110_sodra_rimbo,2006,-2
6141110_sodra_rimbo,2007,-9
6141110_sodra_rimbo,2008,-11
6141110_sodra_rimbo,2009,-14
6141110_sodra_rimbo,2010,-13
6141110_sodra_rimbo,2011,-6
6141110_sodra_rimbo,2012,-6
6141110_sodra_rimbo,2013,-6
6141110_sodra_rimbo,2014,-9
6141120_hasta,2000,0
6141120_hasta,2001,3
6141120_hasta,2002,3
6141120_hasta,2003,2
6141120_hasta,2004,7
6141120_hasta,2005,6
6141120_hasta,2006,11
6141120_hasta,2007,11
6141120_hasta,2008,14
6141120_hasta,2009,14
6141120_hasta,2010,18
6141120_hasta,2011,20
6141120_hasta,2012,14
6141120_hasta,2013,14
6141120_hasta,2014,10
6141130_vastertorp,2000,-1
6141130_vastertorp,2001,-3
6141130_vastertorp,2002,-6
6141130_vastertorp,2003,-7
6141130_vastertorp,2004,-10
6141130_vastertorp,2005,-7
6141130_vastertorp,2006,-17
6141130_vastertorp,2007,-13
6141130_vastertorp,2008,-16
6141130_vastertorp,2009,-15
6141130_vastertorp,2010,-20
6141130_vastertorp,2011,-22
6141130_vastertorp,2012,-14
6141130_vastertorp,2013,-14
6141130_vastertorp,2014,-18
6141500_rimbo_glesbygd,2000,0
6141500_rimbo_glesbygd,2001,4
6141500_rimbo_glesbygd,2002,5
6141500_rimbo_glesbygd,2003,7
6141500_rimbo_glesbygd,2004,9
6141500_rimbo_glesbygd,2005,11
6141500_rimbo_glesbygd,2006,6
6141500_rimbo_glesbygd,2007,6
6141500_rimbo_glesbygd,2008,7
6141500_rimbo_glesbygd,2009,8
6141500_rimbo_glesbygd,2010,9
6141500_rimbo_glesbygd,2011,5
6141500_rimbo_glesbygd,2012,2
6141500_rimbo_glesbygd,2013,6
6141500_rimbo_glesbygd,2014,13
6142100_ranas,2000,-3
6142100_ranas,2001,-3
6142100_ranas,2002,-3
6142100_ranas,2003,0
6142100_ranas,2004,0
6142100_ranas,2005,3
6142100_ranas,2006,0
6142100_ranas,2007,0
6142100_ranas,2008,-4
6142100_ranas,2009,-4
6142100_ranas,2010,-6
6142100_ranas,2011,-6
6142100_ranas,2012,-6
6142100_ranas,2013,-6
6142100_ranas,2014,-9
6142500_fasterna_glesbygd,2000,0
6142500_fasterna_glesbygd,2001,3
6142500_fasterna_glesbygd,2002,6
6142500_fasterna_glesbygd,2003,9
6142500_fasterna_glesbygd,2004,8
6142500_fasterna_glesbygd,2005,10
6142500_fasterna_glesbygd,2006,10
6142500_fasterna_glesbygd,2007,7
6142500_fasterna_glesbygd,2008,8
6142500_fasterna_glesbygd,2009,9
6142500_fasterna_glesbygd,2010,9
6142500_fasterna_glesbygd,2011,12
6142500_fasterna_glesbygd,2012,12
6142500_fasterna_glesbygd,2013,10
6142500_fasterna_glesbygd,2014,11
6143100_edsbro,2000,0
6143100_edsbro,2001,0
6143100_edsbro,2002,0
6143100_edsbro,2003,0
6143100_edsbro,2004,3
6143100_edsbro,2005,3
6143100_edsbro,2006,7
6143100_edsbro,2007,3
6143100_edsbro,2008,6
6143100_edsbro,2009,3
6143100_edsbro,2010,0
6143100_edsbro,2011,0
6143100_edsbro,2012,3
6143100_edsbro,2013,3
6143100_edsbro,2014,3
6143500_edsbro_glesbygd,2000,0
6143500_edsbro_glesbygd,2001,1
6143500_edsbro_glesbygd,2002,4
6143500_edsbro_glesbygd,2003,0
6143500_edsbro_glesbygd,2004,2
6143500_edsbro_glesbygd,2005,5
6143500_edsbro_glesbygd,2006,6
6143500_edsbro_glesbygd,2007,7
6143500_edsbro_glesbygd,2008,7
6143500_edsbro_glesbygd,2009,7
6143500_edsbro_glesbygd,2010,10
6143500_edsbro_glesbygd,2011,10
6143500_edsbro_glesbygd,2012,9
6143500_edsbro_glesbygd,2013,12
6143500_edsbro_glesbygd,2014,9
6144000_skederids_forsamling,2000,0
6144000_skederids_forsamling,2001,3
6144000_skederids_forsamling,2002,-1
6144000_skederids_forsamling,2003,-1
6144000_skederids_forsamling,2004,5
6144000_skederids_forsamling,2005,5
6144000_skederids_forsamling,2006,6
6144000_skederids_forsamling,2007,6
6144000_skederids_forsamling,2008,7
6144000_skederids_forsamling,2009,7
6144000_skederids_forsamling,2010,9
6144000_skederids_forsamling,2011,8
6144000_skederids_forsamling,2012,11
6144000_skederids_forsamling,2013,8
6144000_skederids_forsamling,2014,8
6145000_husby_sjuhundra,2000,0
6145000_husby_sjuhundra,2001,-3
6145000_husby_sjuhundra,2002,-3
6145000_husby_sjuhundra,2003,0
6145000_husby_sjuhundra,2004,2
6145000_husby_sjuhundra,2005,5
6145000_husby_sjuhundra,2006,7
6145000_husby_sjuhundra,2007,5
6145000_husby_sjuhundra,2008,5
6145000_husby_sjuhundra,2009,5
6145000_husby_sjuhundra,2010,9
6145000_husby_sjuhundra,2011,12
6145000_husby_sjuhundra,2012,16
6145000_husby_sjuhundra,2013,18
6145000_husby_sjuhundra,2014,16
6146000_ro_forsamling,2000,3
6146000_ro_forsamling,2001,7
6146000_ro_forsamling,2002,11
6146000_ro_forsamling,2003,10
6146000_ro_forsamling,2004,10
6146000_ro_forsamling,2005,10
6146000_ro_forsamling,2006,10
6146000_ro_forsamling,2007,13
6146000_ro_forsamling,2008,16
6146000_ro_forsamling,2009,13
6146000_ro_forsamling,2010,14
6146000_ro_forsamling,2011,14
6146000_ro_forsamling,2012,17
6146000_ro_forsamling,2013,16
6146000_ro_forsamling,2014,20
6147000_nartuna_forsamling,2000,1
6147000_nartuna_forsamling,2001,4
6147000_nartuna_forsamling,2002,4
6147000_nartuna_forsamling,2003,4
6147000_nartuna_forsamling,2004,7
6147000_nartuna_forsamling,2005,4
6147000_nartuna_forsamling,2006,7
6147000_nartuna_forsamling,2007,9
6147000_nartuna_forsamling,2008,12
6147000_nartuna_forsamling,2009,14
6147000_nartuna_forsamling,2010,17
6147000_nartuna_forsamling,2011,18
6147000_nartuna_forsamling,2012,13
6147000_nartuna_forsamling,2013,16
6147000_nartuna_forsamling,2014,17
6148000_gottrora_forsamling,2000,1
6148000_gottrora_forsamling,2001,5
6148000_gottrora_forsamling,2002,6
6148000_gottrora_forsamling,2003,7
6148000_gottrora_forsamling,2004,6
6148000_gottrora_forsamling,2005,6
6148000_gottrora_forsamling,2006,7
6148000_gottrora_forsamling,2007,7
6148000_gottrora_forsamling,2008,6
6148000_gottrora_forsamling,2009,3
6148000_gottrora_forsamling,2010,3
6148000_gottrora_forsamling,2011,3
6148000_gottrora_forsamling,2012,3
6148000_gottrora_forsamling,2013,3
6148000_gottrora_forsamling,2014,-1
6151100_ostra_hallstavik,2000,0
6151100_ostra_hallstavik,2001,-5
6151100_ostra_hallstavik,2002,-5
6151100_ostra_hallstavik,2003,2
6151100_ostra_hallstavik,2004,4
6151100_ostra_hallstavik,2005,4
6151100_ostra_hallstavik,2006,6
6151100_ostra_hallstavik,2007,6
6151100_ostra_hallstavik,2008,-4
6151100_ostra_hallstavik,2009,3
6151100_ostra_hallstavik,2010,5
6151100_ostra_hallstavik,2011,3
6151100_ostra_hallstavik,2012,9
6151100_ostra_hallstavik,2013,5
6151100_ostra_hallstavik,2014,6
6151200_herrang,2000,3
6151200_herrang,2001,4
6151200_herrang,2002,4
6151200_herrang,2003,1
6151200_herrang,2004,-2
6151200_herrang,2005,1
6151200_herrang,2006,-2
6151200_herrang,2007,2
6151200_herrang,2008,2
6151200_herrang,2009,-1
6151200_herrang,2010,-2
6151200_herrang,2011,-2
6151200_herrang,2012,-5
6151200_herrang,2013,-5
6151200_herrang,2014,-8
6151500_havero_glesbygd,2000,0
6151500_havero_glesbygd,2001,6
6151500_havero_glesbygd,2002,5
6151500_havero_glesbygd,2003,7
6151500_havero_glesbygd,2004,10
6151500_havero_glesbygd,2005,7
6151500_havero_glesbygd,2006,7
6151500_havero_glesbygd,2007,7
6151500_havero_glesbygd,2008,10
6151500_havero_glesbygd,2009,5
6151500_havero_glesbygd,2010,10
6151500_havero_glesbygd,2011,13
6151500_havero_glesbygd,2012,10
6151500_havero_glesbygd,2013,13
6151500_havero_glesbygd,2014,13
6152100_vastra_hallstavik,2000,3
6152100_vastra_hallstavik,2001,6
6152100_vastra_hallstavik,2002,2
6152100_vastra_hallstavik,2003,2
6152100_vastra_hallstavik,2004,2
6152100_vastra_hallstavik,2005,2
6152100_vastra_hallstavik,2006,5
6152100_vastra_hallstavik,2007,8
6152100_vastra_hallstavik,2008,5
6152100_vastra_hallstavik,2009,5
6152100_vastra_hallstavik,2010,3
6152100_vastra_hallstavik,2011,3
6152100_vastra_hallstavik,2012,7
6152100_vastra_hallstavik,2013,4
6152100_vastra_hallstavik,2014,1
6152500_edebo_glesbygd,2000,-3
6152500_edebo_glesbygd,2001,-6
6152500_edebo_glesbygd,2002,-3
6152500_edebo_glesbygd,2003,0
6152500_edebo_glesbygd,2004,0
6152500_edebo_glesbygd,2005,1
6152500_edebo_glesbygd,2006,-2
6152500_edebo_glesbygd,2007,2
6152500_edebo_glesbygd,2008,5
6152500_edebo_glesbygd,2009,8
6152500_edebo_glesbygd,2010,10
6152500_edebo_glesbygd,2011,7
6152500_edebo_glesbygd,2012,7
6152500_edebo_glesbygd,2013,7
6152500_edebo_glesbygd,2014,10
6154100_skebobruk,2000,0
6154100_skebobruk,2001,3
6154100_skebobruk,2002,3
6154100_skebobruk,2003,3
6154100_skebobruk,2004,3
6154100_skebobruk,2005,3
6154100_skebobruk,2006,3
6154100_skebobruk,2007,6
6154100_skebobruk,2008,6
6154100_skebobruk,2009,6
6154100_skebobruk,2010,8
6154100_skebobruk,2011,11
6154100_skebobruk,2012,7
6154100_skebobruk,2013,7
6154100_skebobruk,2014,4
6154500_ununge_glesbygd,2000,3
6154500_ununge_glesbygd,2001,6
6154500_ununge_glesbygd,2002,3
6154500_ununge_glesbygd,2003,0
6154500_ununge_glesbygd,2004,0
6154500_ununge_glesbygd,2005,-3
6154500_ununge_glesbygd,2006,-3
6154500_ununge_glesbygd,2007,0
6154500_ununge_glesbygd,2008,0
6154500_ununge_glesbygd,2009,0
6154500_ununge_glesbygd,2010,1
6154500_ununge_glesbygd,2011,4
6154500_ununge_glesbygd,2012,4
6154500_ununge_glesbygd,2013,0
6154500_ununge_glesbygd,2014,0
6161000_singo_forsamling,2000,-3
6161000_singo_forsamling,2001,0
6161000_singo_forsamling,2002,-3
6161000_singo_forsamling,2003,-3
6161000_singo_forsamling,2004,-3
6161000_singo_forsamling,2005,-3
6161000_singo_forsamling,2006,-6
6161000_singo_forsamling,2007,-6
6161000_singo_forsamling,2008,-6
6161000_singo_forsamling,2009,-9
6161000_singo_forsamling,2010,-7
6161000_singo_forsamling,2011,-7
6161000_singo_forsamling,2012,-10
6161000_singo_forsamling,2013,-7
6161000_singo_forsamling,2014,-7
6162100_almsta,2000,-3
6162100_almsta,2001,0
6162100_almsta,2002,4
6162100_almsta,2003,7
6162100_almsta,2004,8
6162100_almsta,2005,10
6162100_almsta,2006,10
6162100_almsta,2007,14
6162100_almsta,2008,20
6162100_almsta,2009,22
6162100_almsta,2010,17
6162100_almsta,2011,20
6162100_almsta,2012,19
6162100_almsta,2013,21
6162100_almsta,2014,17
6162200_grisslehamn,2000,0
6162200_grisslehamn,2001,0
6162200_grisslehamn,2002,0
6162200_grisslehamn,2003,3
6162200_grisslehamn,2004,3
6162200_grisslehamn,2005,3
6162200_grisslehamn,2006,3
6162200_grisslehamn,2007,3
6162200_grisslehamn,2008,3
6162200_grisslehamn,2009,3
6162200_grisslehamn,2010,3
6162200_grisslehamn,2011,3
6162200_grisslehamn,2012,3
6162200_grisslehamn,2013,3
6162200_grisslehamn,2014,3
6162510_vaddo_fastland,2000,3
6162510_vaddo_fastland,2001,4
6162510_vaddo_fastland,2002,4
6162510_vaddo_fastland,2003,9
6162510_vaddo_fastland,2004,9
6162510_vaddo_fastland,2005,9
6162510_vaddo_fastland,2006,9
6162510_vaddo_fastland,2007,9
6162510_vaddo_fastland,2008,13
6162510_vaddo_fastland,2009,11
6162510_vaddo_fastland,2010,9
6162510_vaddo_fastland,2011,6
6162510_vaddo_fastland,2012,6
6162510_vaddo_fastland,2013,3
6162510_vaddo_fastland,2014,3
6162520_vaddo,2000,0
6162520_vaddo,2001,-2
6162520_vaddo,2002,2
6162520_vaddo,2003,5
6162520_vaddo,2004,5
6162520_vaddo,2005,4
6162520_vaddo,2006,-1
6162520_vaddo,2007,2
6162520_vaddo,2008,1
6162520_vaddo,2009,0
6162520_vaddo,2010,5
6162520_vaddo,2011,4
6162520_vaddo,2012,2
6162520_vaddo,2013,3
6162520_vaddo,2014,8
6163500_bjorko,2000,0
6163500_bjorko,2001,-3
6163500_bjorko,2002,-3
6163500_bjorko,2003,-6
6163500_bjorko,2004,-2
6163500_bjorko,2005,-5
6163500_bjorko,2006,-5
6163500_bjorko,2007,-2
6163500_bjorko,2008,-5
6163500_bjorko,2009,0
6163500_bjorko,2010,1
6163500_bjorko,2011,1
6163500_bjorko,2012,4
6163500_bjorko,2013,1
6163500_bjorko,2014,1
6164100_soderby_karl,2000,0
6164100_soderby_karl,2001,3
6164100_soderby_karl,2002,3
6164100_soderby_karl,2003,0
6164100_soderby_karl,2004,0
6164100_soderby_karl,2005,0
6164100_soderby_karl,2006,3
6164100_soderby_karl,2007,6
6164100_soderby_karl,2008,3
6164100_soderby_karl,2009,3
6164100_soderby_karl,2010,4
6164100_soderby_karl,2011,0
6164100_soderby_karl,2012,0
6164100_soderby_karl,2013,0
6164100_soderby_karl,2014,0
6164500_soderby_karls_glesbygd,2000,-1
6164500_soderby_karls_glesbygd,2001,2
6164500_soderby_karls_glesbygd,2002,5
6164500_soderby_karls_glesbygd,2003,1
6164500_soderby_karls_glesbygd,2004,1
6164500_soderby_karls_glesbygd,2005,4
6164500_soderby_karls_glesbygd,2006,1
6164500_soderby_karls_glesbygd,2007,4
6164500_soderby_karls_glesbygd,2008,8
6164500_soderby_karls_glesbygd,2009,9
6164500_soderby_karls_glesbygd,2010,9
6164500_soderby_karls_glesbygd,2011,18
6164500_soderby_karls_glesbygd,2012,15
6164500_soderby_karls_glesbygd,2013,19
6164500_soderby_karls_glesbygd,2014,23
6210240_nicksta,2000,1
6210240_nicksta,2001,17
6210240_nicksta,2002,8
6210240_nicksta,2003,-3
6210240_nicksta,2004,-10
6210240_nicksta,2005,-20
6210240_nicksta,2006,-28
6210240_nicksta,2007,-38
6210240_nicksta,2008,-32
6210240_nicksta,2009,-34
6210240_nicksta,2010,-43
6210240_nicksta,2011,-44
6210240_nicksta,2012,-43
6210240_nicksta,2013,-42
6210240_nicksta,2014,-36
6210270_kallsmo,2000,3
6210270_kallsmo,2001,6
6210270_kallsmo,2002,3
6210270_kallsmo,2003,3
6210270_kallsmo,2004,3
6210270_kallsmo,2005,3
6210270_kallsmo,2006,6
6210270_kallsmo,2007,9
6210270_kallsmo,2008,9
6210270_kallsmo,2009,9
6210270_kallsmo,2010,11
6210270_kallsmo,2011,8
6210270_kallsmo,2012,11
6210270_kallsmo,2013,11
6210270_kallsmo,2014,11
6210350_vastra_nynashamn_c,2000,-8
6210350_vastra_nynashamn_c,2001,-6
6210350_vastra_nynashamn_c,2002,-6
6210350_vastra_nynashamn_c,2003,-9
6210350_vastra_nynashamn_c,2004,-13
6210350_vastra_nynashamn_c,2005,-17
6210350_vastra_nynashamn_c,2006,-17
6210350_vastra_nynashamn_c,2007,-22
6210350_vastra_nynashamn_c,2008,-19
6210350_vastra_nynashamn_c,2009,-21
6210350_vastra_nynashamn_c,2010,-22
6210350_vastra_nynashamn_c,2011,-24
6210350_vastra_nynashamn_c,2012,-19
6210350_vastra_nynashamn_c,2013,-17
6210350_vastra_nynashamn_c,2014,-20
6210360_ostra_nynashamn_c,2000,4
6210360_ostra_nynashamn_c,2001,22
6210360_ostra_nynashamn_c,2002,21
6210360_ostra_nynashamn_c,2003,27
6210360_ostra_nynashamn_c,2004,30
6210360_ostra_nynashamn_c,2005,25
6210360_ostra_nynashamn_c,2006,30
6210360_ostra_nynashamn_c,2007,39
6210360_ostra_nynashamn_c,2008,43
6210360_ostra_nynashamn_c,2009,41
6210360_ostra_nynashamn_c,2010,39
6210360_ostra_nynashamn_c,2011,36
6210360_ostra_nynashamn_c,2012,39
6210360_ostra_nynashamn_c,2013,44
6210360_ostra_nynashamn_c,2014,49
6210410_nynashamn_sv_esto,2000,2
6210410_nynashamn_sv_esto,2001,0
6210410_nynashamn_sv_esto,2002,-1
6210410_nynashamn_sv_esto,2003,-1
6210410_nynashamn_sv_esto,2004,-4
6210410_nynashamn_sv_esto,2005,-6
6210410_nynashamn_sv_esto,2006,-3
6210410_nynashamn_sv_esto,2007,-3
6210410_nynashamn_sv_esto,2008,-5
6210410_nynashamn_sv_esto,2009,4
6210410_nynashamn_sv_esto,2010,5
6210410_nynashamn_sv_esto,2011,-1
6210410_nynashamn_sv_esto,2012,7
6210410_nynashamn_sv_esto,2013,10
6210410_nynashamn_sv_esto,2014,19
6210440_sandhamn_mm,2000,3
6210440_sandhamn_mm,2001,2
6210440_sandhamn_mm,2002,-2
6210440_sandhamn_mm,2003,-2
6210440_sandhamn_mm,2004,-1
6210440_sandhamn_mm,2005,1
6210440_sandhamn_mm,2006,-2
6210440_sandhamn_mm,2007,-3
6210440_sandhamn_mm,2008,0
6210440_sandhamn_mm,2009,-3
6210440_sandhamn_mm,2010,-2
6210440_sandhamn_mm,2011,-3
6210440_sandhamn_mm,2012,1
6210440_sandhamn_mm,2013,3
6210440_sandhamn_mm,2014,-2
6210490_trehorningen_mm,2000,3
6210490_trehorningen_mm,2001,1
6210490_trehorningen_mm,2002,8
6210490_trehorningen_mm,2003,2
6210490_trehorningen_mm,2004,-2
6210490_trehorningen_mm,2005,-2
6210490_trehorningen_mm,2006,4
6210490_trehorningen_mm,2007,5
6210490_trehorningen_mm,2008,6
6210490_trehorningen_mm,2009,4
6210490_trehorningen_mm,2010,4
6210490_trehorningen_mm,2011,1
6210490_trehorningen_mm,2012,1
6210490_trehorningen_mm,2013,2
6210490_trehorningen_mm,2014,1
6210520_vaktberget,2000,-2
6210520_vaktberget,2001,-2
6210520_vaktberget,2002,1
6210520_vaktberget,2003,3
6210520_vaktberget,2004,-2
6210520_vaktberget,2005,-3
6210520_vaktberget,2006,-6
6210520_vaktberget,2007,-5
6210520_vaktberget,2008,-5
6210520_vaktberget,2009,-9
6210520_vaktberget,2010,-12
6210520_vaktberget,2011,-10
6210520_vaktberget,2012,-11
6210520_vaktberget,2013,-12
6210520_vaktberget,2014,-4
6210570_rappsta_hacktorp,2000,2
6210570_rappsta_hacktorp,2001,-2
6210570_rappsta_hacktorp,2002,-1
6210570_rappsta_hacktorp,2003,0
6210570_rappsta_hacktorp,2004,4
6210570_rappsta_hacktorp,2005,3
6210570_rappsta_hacktorp,2006,3
6210570_rappsta_hacktorp,2007,3
6210570_rappsta_hacktorp,2008,6
6210570_rappsta_hacktorp,2009,11
6210570_rappsta_hacktorp,2010,11
6210570_rappsta_hacktorp,2011,11
6210570_rappsta_hacktorp,2012,11
6210570_rappsta_hacktorp,2013,15
6210570_rappsta_hacktorp,2014,18
6210640_hamnvik,2000,0
6210640_hamnvik,2001,3
6210640_hamnvik,2002,0
6210640_hamnvik,2003,0
6210640_hamnvik,2004,0
6210640_hamnvik,2005,0
6210640_hamnvik,2006,3
6210640_hamnvik,2007,9
6210640_hamnvik,2008,6
6210640_hamnvik,2009,6
6210640_hamnvik,2010,6
6210640_hamnvik,2011,6
6210640_hamnvik,2012,9
6210640_hamnvik,2013,9
6210640_hamnvik,2014,9
6220100_sorunda,2000,4
6220100_sorunda,2001,0
6220100_sorunda,2002,1
6220100_sorunda,2003,-6
6220100_sorunda,2004,-10
6220100_sorunda,2005,-7
6220100_sorunda,2006,-8
6220100_sorunda,2007,0
6220100_sorunda,2008,-3
6220100_sorunda,2009,-6
6220100_sorunda,2010,-9
6220100_sorunda,2011,-12
6220100_sorunda,2012,-9
6220100_sorunda,2013,-11
6220100_sorunda,2014,-11
6220200_stora_vika,2000,0
6220200_stora_vika,2001,3
6220200_stora_vika,2002,3
6220200_stora_vika,2003,4
6220200_stora_vika,2004,4
6220200_stora_vika,2005,7
6220200_stora_vika,2006,8
6220200_stora_vika,2007,7
6220200_stora_vika,2008,10
6220200_stora_vika,2009,9
6220200_stora_vika,2010,8
6220200_stora_vika,2011,8
6220200_stora_vika,2012,8
6220200_stora_vika,2013,8
6220200_stora_vika,2014,5
6220300_grodby,2000,0
6220300_grodby,2001,0
6220300_grodby,2002,0
6220300_grodby,2003,0
6220300_grodby,2004,1
6220300_grodby,2005,2
6220300_grodby,2006,2
6220300_grodby,2007,2
6220300_grodby,2008,2
6220300_grodby,2009,2
6220300_grodby,2010,2
6220300_grodby,2011,-1
6220300_grodby,2012,-1
6220300_grodby,2013,-4
6220300_grodby,2014,-1
6220510_liso,2000,5
6220510_liso,2001,1
6220510_liso,2002,1
6220510_liso,2003,1
6220510_liso,2004,1
6220510_liso,2005,1
6220510_liso,2006,1
6220510_liso,2007,4
6220510_liso,2008,4
6220510_liso,2009,7
6220510_liso,2010,5
6220510_liso,2011,5
6220510_liso,2012,6
6220510_liso,2013,3
6220510_liso,2014,2
6220520_sorunda_vastra_glesbygd,2000,0
6220520_sorunda_vastra_glesbygd,2001,2
6220520_sorunda_vastra_glesbygd,2002,1
6220520_sorunda_vastra_glesbygd,2003,5
6220520_sorunda_vastra_glesbygd,2004,0
6220520_sorunda_vastra_glesbygd,2005,0
6220520_sorunda_vastra_glesbygd,2006,3
6220520_sorunda_vastra_glesbygd,2007,3
6220520_sorunda_vastra_glesbygd,2008,0
6220520_sorunda_vastra_glesbygd,2009,1
6220520_sorunda_vastra_glesbygd,2010,1
6220520_sorunda_vastra_glesbygd,2011,4
6220520_sorunda_vastra_glesbygd,2012,4
6220520_sorunda_vastra_glesbygd,2013,5
6220520_sorunda_vastra_glesbygd,2014,6
6220530_sorunda_ostra_glesbygd,2000,5
6220530_sorunda_ostra_glesbygd,2001,5
6220530_sorunda_ostra_glesbygd,2002,10
6220530_sorunda_ostra_glesbygd,2003,12
6220530_sorunda_ostra_glesbygd,2004,12
6220530_sorunda_ostra_glesbygd,2005,20
6220530_sorunda_ostra_glesbygd,2006,19
6220530_sorunda_ostra_glesbygd,2007,23
6220530_sorunda_ostra_glesbygd,2008,19
6220530_sorunda_ostra_glesbygd,2009,14
6220530_sorunda_ostra_glesbygd,2010,11
6220530_sorunda_ostra_glesbygd,2011,14
6220530_sorunda_ostra_glesbygd,2012,14
6220530_sorunda_ostra_glesbygd,2013,18
6220530_sorunda_ostra_glesbygd,2014,24
6230000_toro_forsamling,2000,3
6230000_toro_forsamling,2001,3
6230000_toro_forsamling,2002,6
6230000_toro_forsamling,2003,9
6230000_toro_forsamling,2004,12
6230000_toro_forsamling,2005,16
6230000_toro_forsamling,2006,16
6230000_toro_forsamling,2007,16
6230000_toro_forsamling,2008,13
6230000_toro_forsamling,2009,13
6230000_toro_forsamling,2010,10
6230000_toro_forsamling,2011,6
6230000_toro_forsamling,2012,3
6230000_toro_forsamling,2013,0
6230000_toro_forsamling,2014,0
6240100_osmo,2000,-4
6240100_osmo,2001,-3
6240100_osmo,2002,-4
6240100_osmo,2003,-7
6240100_osmo,2004,2
6240100_osmo,2005,-6
6240100_osmo,2006,-4
6240100_osmo,2007,-13
6240100_osmo,2008,-15
6240100_osmo,2009,-14
6240100_osmo,2010,-7
6240100_osmo,2011,-10
6240100_osmo,2012,-11
6240100_osmo,2013,-17
6240100_osmo,2014,-15
6240510_jarflotta,2000,0
6240510_jarflotta,2001,0
6240510_jarflotta,2002,3
6240510_jarflotta,2003,6
6240510_jarflotta,2004,6
6240510_jarflotta,2005,9
6240510_jarflotta,2006,9
6240510_jarflotta,2007,12
6240510_jarflotta,2008,12
6240510_jarflotta,2009,12
6240510_jarflotta,2010,15
6240510_jarflotta,2011,12
6240510_jarflotta,2012,15
6240510_jarflotta,2013,12
6240510_jarflotta,2014,15
6240530_osmo_ostra_glesbygd,2000,0
6240530_osmo_ostra_glesbygd,2001,0
6240530_osmo_ostra_glesbygd,2002,3
6240530_osmo_ostra_glesbygd,2003,3
6240530_osmo_ostra_glesbygd,2004,0
6240530_osmo_ostra_glesbygd,2005,0
6240530_osmo_ostra_glesbygd,2006,3
6240530_osmo_ostra_glesbygd,2007,3
6240530_osmo_ostra_glesbygd,2008,3
6240530_osmo_ostra_glesbygd,2009,2
6240530_osmo_ostra_glesbygd,2010,3
6240530_osmo_ostra_glesbygd,2011,0
6240530_osmo_ostra_glesbygd,2012,3
6240530_osmo_ostra_glesbygd,2013,3
6240530_osmo_ostra_glesbygd,2014,3
6240540_osmo_vastra_glesbygd,2000,3
6240540_osmo_vastra_glesbygd,2001,3
6240540_osmo_vastra_glesbygd,2002,6
6240540_osmo_vastra_glesbygd,2003,9
6240540_osmo_vastra_glesbygd,2004,12
6240540_osmo_vastra_glesbygd,2005,17
6240540_osmo_vastra_glesbygd,2006,17
6240540_osmo_vastra_glesbygd,2007,20
6240540_osmo_vastra_glesbygd,2008,23
6240540_osmo_vastra_glesbygd,2009,22
6240540_osmo_vastra_glesbygd,2010,24
6240540_osmo_vastra_glesbygd,2011,24
6240540_osmo_vastra_glesbygd,2012,29
6240540_osmo_vastra_glesbygd,2013,33
6240540_osmo_vastra_glesbygd,2014,34
6240550_osmo_norra_glesbygd,2000,0
6240550_osmo_norra_glesbygd,2001,2
6240550_osmo_norra_glesbygd,2002,3
6240550_osmo_norra_glesbygd,2003,3
6240550_osmo_norra_glesbygd,2004,7
6240550_osmo_norra_glesbygd,2005,13
6240550_osmo_norra_glesbygd,2006,23
6240550_osmo_norra_glesbygd,2007,34
6240550_osmo_norra_glesbygd,2008,38
6240550_osmo_norra_glesbygd,2009,42
6240550_osmo_norra_glesbygd,2010,51
6240550_osmo_norra_glesbygd,2011,57
6240550_osmo_norra_glesbygd,2012,62
6240550_osmo_norra_glesbygd,2013,71
6240550_osmo_norra_glesbygd,2014,75
6310110_ostra_centrum,2000,-5
6310110_ostra_centrum,2001,-11
6310110_ostra_centrum,2002,-8
6310110_ostra_centrum,2003,-14
6310110_ostra_centrum,2004,-16
6310110_ostra_centrum,2005,-22
6310110_ostra_centrum,2006,-27
6310110_ostra_centrum,2007,-41
