basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
3910840_vastra_ellagard,2011,0
3910840_vastra_ellagard,2012,2
3910840_vastra_ellagard,2013,2
3910840_vastra_ellagard,2014,5
3910910_skarpang,2000,9
3910910_skarpang,2001,10
3910910_skarpang,2002,24
3910910_skarpang,2003,24
3910910_skarpang,2004,35
3910910_skarpang,2005,43
3910910_skarpang,2006,49
3910910_skarpang,2007,62
3910910_skarpang,2008,68
3910910_skarpang,2009,78
3910910_skarpang,2010,85
3910910_skarpang,2011,93
3910910_skarpang,2012,92
3910910_skarpang,2013,119
3910910_skarpang,2014,118
3910920_gripsvall,2000,0
3910920_gripsvall,2001,-5
3910920_gripsvall,2002,-1
3910920_gripsvall,2003,0
3910920_gripsvall,2004,-4
3910920_gripsvall,2005,-5
3910920_gripsvall,2006,-3
3910920_gripsvall,2007,-3
3910920_gripsvall,2008,4
3910920_gripsvall,2009,8
3910920_gripsvall,2010,11
3910920_gripsvall,2011,14
3910920_gripsvall,2012,24
3910920_gripsvall,2013,25
3910920_gripsvall,2014,26
3911010_ostra_roslags_nasby,2000,3
3911010_ostra_roslags_nasby,2001,24
3911010_ostra_roslags_nasby,2002,21
3911010_ostra_roslags_nasby,2003,13
3911010_ostra_roslags_nasby,2004,24
3911010_ostra_roslags_nasby,2005,20
3911010_ostra_roslags_nasby,2006,29
3911010_ostra_roslags_nasby,2007,29
3911010_ostra_roslags_nasby,2008,28
3911010_ostra_roslags_nasby,2009,14
3911010_ostra_roslags_nasby,2010,18
3911010_ostra_roslags_nasby,2011,17
3911010_ostra_roslags_nasby,2012,15
3911010_ostra_roslags_nasby,2013,35
3911010_ostra_roslags_nasby,2014,60
3911020_vastra_roslags_nasby,2000,3
3911020_vastra_roslags_nasby,2001,0
3911020_vastra_roslags_nasby,2002,0
3911020_vastra_roslags_nasby,2003,0
3911020_vastra_roslags_nasby,2004,0
3911020_vastra_roslags_nasby,2005,0
3911020_vastra_roslags_nasby,2006,0
3911020_vastra_roslags_nasby,2007,3
3911020_vastra_roslags_nasby,2008,6
3911020_vastra_roslags_nasby,2009,3
3911020_vastra_roslags_nasby,2010,3
3911020_vastra_roslags_nasby,2011,3
3911020_vastra_roslags_nasby,2012,3
3911020_vastra_roslags_nasby,2013,7
3911020_vastra_roslags_nasby,2014,7
3911510_lansen,2000,3
3911510_lansen,2001,6
3911510_lansen,2002,10
3911510_lansen,2003,19
3911510_lansen,2004,21
3911510_lansen,2005,25
3911510_lansen,2006,22
3911510_lansen,2007,29
3911510_lansen,2008,40
3911510_lansen,2009,45
3911510_lansen,2010,43
3911510_lansen,2011,39
3911510_lansen,2012,45
3911510_lansen,2013,48
3911510_lansen,2014,44
3911520_sodra_gribbylund,2000,-1
3911520_sodra_gribbylund,2001,-3
3911520_sodra_gribbylund,2002,0
3911520_sodra_gribbylund,2003,-2
3911520_sodra_gribbylund,2004,2
3911520_sodra_gribbylund,2005,-2
3911520_sodra_gribbylund,2006,-5
3911520_sodra_gribbylund,2007,-3
3911520_sodra_gribbylund,2008,-9
3911520_sodra_gribbylund,2009,-4
3911520_sodra_gribbylund,2010,0
3911520_sodra_gribbylund,2011,0
3911520_sodra_gribbylund,2012,3
3911520_sodra_gribbylund,2013,8
3911520_sodra_gribbylund,2014,14
3911530_gribbylunds_centrum,2000,-6
3911530_gribbylunds_centrum,2001,-5
3911530_gribbylunds_centrum,2002,-7
3911530_gribbylunds_centrum,2003,-16
3911530_gribbylunds_centrum,2004,-25
3911530_gribbylunds_centrum,2005,-29
3911530_gribbylunds_centrum,2006,-28
3911530_gribbylunds_centrum,2007,-32
3911530_gribbylunds_centrum,2008,-34
3911530_gribbylunds_centrum,2009,-33
3911530_gribbylunds_centrum,2010,-34
3911530_gribbylunds_centrum,2011,-35
3911530_gribbylunds_centrum,2012,-31
3911530_gribbylunds_centrum,2013,-20
3911530_gribbylunds_centrum,2014,-10
3911540_norra_gribbylund,2000,24
3911540_norra_gribbylund,2001,36
3911540_norra_gribbylund,2002,44
3911540_norra_gribbylund,2003,36
3911540_norra_gribbylund,2004,44
3911540_norra_gribbylund,2005,44
3911540_norra_gribbylund,2006,63
3911540_norra_gribbylund,2007,71
3911540_norra_gribbylund,2008,94
3911540_norra_gribbylund,2009,109
3911540_norra_gribbylund,2010,120
3911540_norra_gribbylund,2011,131
3911540_norra_gribbylund,2012,140
3911540_norra_gribbylund,2013,143
3911540_norra_gribbylund,2014,143
3911550_sveavagen,2000,-5
3911550_sveavagen,2001,-5
3911550_sveavagen,2002,0
3911550_sveavagen,2003,0
3911550_sveavagen,2004,0
3911550_sveavagen,2005,0
3911550_sveavagen,2006,3
3911550_sveavagen,2007,11
3911550_sveavagen,2008,12
3911550_sveavagen,2009,18
3911550_sveavagen,2010,18
3911550_sveavagen,2011,19
3911550_sveavagen,2012,19
3911550_sveavagen,2013,25
3911550_sveavagen,2014,28
3911610_ostra_vallabrink,2000,3
3911610_ostra_vallabrink,2001,3
3911610_ostra_vallabrink,2002,3
3911610_ostra_vallabrink,2003,6
3911610_ostra_vallabrink,2004,7
3911610_ostra_vallabrink,2005,9
3911610_ostra_vallabrink,2006,9
3911610_ostra_vallabrink,2007,10
3911610_ostra_vallabrink,2008,15
3911610_ostra_vallabrink,2009,15
3911610_ostra_vallabrink,2010,16
3911610_ostra_vallabrink,2011,19
3911610_ostra_vallabrink,2012,19
3911610_ostra_vallabrink,2013,15
3911610_ostra_vallabrink,2014,15
3911620_vastra_vallabrink,2000,3
3911620_vastra_vallabrink,2001,1
3911620_vastra_vallabrink,2002,6
3911620_vastra_vallabrink,2003,7
3911620_vastra_vallabrink,2004,5
3911620_vastra_vallabrink,2005,4
3911620_vastra_vallabrink,2006,-6
3911620_vastra_vallabrink,2007,-1
3911620_vastra_vallabrink,2008,3
3911620_vastra_vallabrink,2009,9
3911620_vastra_vallabrink,2010,10
3911620_vastra_vallabrink,2011,11
3911620_vastra_vallabrink,2012,18
3911620_vastra_vallabrink,2013,20
3911620_vastra_vallabrink,2014,27
3911660_visinge,2000,-2
3911660_visinge,2001,-3
3911660_visinge,2002,-2
3911660_visinge,2003,4
3911660_visinge,2004,8
3911660_visinge,2005,11
3911660_visinge,2006,13
3911660_visinge,2007,12
3911660_visinge,2008,16
3911660_visinge,2009,20
3911660_visinge,2010,20
3911660_visinge,2011,30
3911660_visinge,2012,31
3911660_visinge,2013,27
3911660_visinge,2014,37
3911670_vallatorp,2000,-6
3911670_vallatorp,2001,-2
3911670_vallatorp,2002,0
3911670_vallatorp,2003,7
3911670_vallatorp,2004,14
3911670_vallatorp,2005,8
3911670_vallatorp,2006,11
3911670_vallatorp,2007,17
3911670_vallatorp,2008,14
3911670_vallatorp,2009,12
3911670_vallatorp,2010,12
3911670_vallatorp,2011,19
3911670_vallatorp,2012,13
3911670_vallatorp,2013,23
3911670_vallatorp,2014,23
3911680_erikslund,2000,5
3911680_erikslund,2001,5
3911680_erikslund,2002,5
3911680_erikslund,2003,4
3911680_erikslund,2004,0
3911680_erikslund,2005,5
3911680_erikslund,2006,5
3911680_erikslund,2007,1
3911680_erikslund,2008,-4
3911680_erikslund,2009,-5
3911680_erikslund,2010,-2
3911680_erikslund,2011,-4
3911680_erikslund,2012,-3
3911680_erikslund,2013,-5
3911680_erikslund,2014,1
3911740_s_a_midgards_industriomr,2000,0
3911740_s_a_midgards_industriomr,2001,0
3911740_s_a_midgards_industriomr,2002,0
3911740_s_a_midgards_industriomr,2003,4
3911740_s_a_midgards_industriomr,2004,8
3911740_s_a_midgards_industriomr,2005,11
3911740_s_a_midgards_industriomr,2006,11
3911740_s_a_midgards_industriomr,2007,12
3911740_s_a_midgards_industriomr,2008,15
3911740_s_a_midgards_industriomr,2009,18
3911740_s_a_midgards_industriomr,2010,18
3911740_s_a_midgards_industriomr,2011,15
3911740_s_a_midgards_industriomr,2012,18
3911740_s_a_midgards_industriomr,2013,18
3911740_s_a_midgards_industriomr,2014,15
3911750_taby_kyrka,2000,-6
3911750_taby_kyrka,2001,-5
3911750_taby_kyrka,2002,0
3911750_taby_kyrka,2003,0
3911750_taby_kyrka,2004,5
3911750_taby_kyrka,2005,10
3911750_taby_kyrka,2006,19
3911750_taby_kyrka,2007,25
3911750_taby_kyrka,2008,25
3911750_taby_kyrka,2009,25
3911750_taby_kyrka,2010,28
3911750_taby_kyrka,2011,32
3911750_taby_kyrka,2012,36
3911750_taby_kyrka,2013,39
3911750_taby_kyrka,2014,44
3911760_midgard,2000,-1
3911760_midgard,2001,0
3911760_midgard,2002,-4
3911760_midgard,2003,-6
3911760_midgard,2004,2
3911760_midgard,2005,-4
3911760_midgard,2006,-1
3911760_midgard,2007,9
3911760_midgard,2008,14
3911760_midgard,2009,22
3911760_midgard,2010,16
3911760_midgard,2011,15
3911760_midgard,2012,14
3911760_midgard,2013,14
3911760_midgard,2014,8
3911780_ostra_taby_kyrkby,2000,1
3911780_ostra_taby_kyrkby,2001,7
3911780_ostra_taby_kyrkby,2002,11
3911780_ostra_taby_kyrkby,2003,16
3911780_ostra_taby_kyrkby,2004,8
3911780_ostra_taby_kyrkby,2005,14
3911780_ostra_taby_kyrkby,2006,26
3911780_ostra_taby_kyrkby,2007,37
3911780_ostra_taby_kyrkby,2008,56
3911780_ostra_taby_kyrkby,2009,74
3911780_ostra_taby_kyrkby,2010,87
3911780_ostra_taby_kyrkby,2011,104
3911780_ostra_taby_kyrkby,2012,131
3911780_ostra_taby_kyrkby,2013,168
3911780_ostra_taby_kyrkby,2014,194
3911790_runborg,2000,3
3911790_runborg,2001,4
3911790_runborg,2002,6
3911790_runborg,2003,-3
3911790_runborg,2004,8
3911790_runborg,2005,11
3911790_runborg,2006,16
3911790_runborg,2007,30
3911790_runborg,2008,24
3911790_runborg,2009,41
3911790_runborg,2010,52
3911790_runborg,2011,64
3911790_runborg,2012,67
3911790_runborg,2013,75
3911790_runborg,2014,85
4010122_vastra_raby_garde,2010,0
4010122_vastra_raby_garde,2011,3
4010122_vastra_raby_garde,2012,6
4010122_vastra_raby_garde,2013,10
4010122_vastra_raby_garde,2014,14
4010130_gamla_bro_tatort,2000,4
4010130_gamla_bro_tatort,2001,8
4010130_gamla_bro_tatort,2002,13
4010130_gamla_bro_tatort,2003,12
4010130_gamla_bro_tatort,2004,7
4010130_gamla_bro_tatort,2005,6
4010130_gamla_bro_tatort,2006,5
4010130_gamla_bro_tatort,2007,1
4010130_gamla_bro_tatort,2008,3
4010130_gamla_bro_tatort,2009,4
4010130_gamla_bro_tatort,2010,7
4010130_gamla_bro_tatort,2011,4
4010130_gamla_bro_tatort,2012,1
4010130_gamla_bro_tatort,2013,3
4010130_gamla_bro_tatort,2014,-10
4010140_bro_centrum,2000,-4
4010140_bro_centrum,2001,0
4010140_bro_centrum,2002,1
4010140_bro_centrum,2003,0
4010140_bro_centrum,2004,-11
4010140_bro_centrum,2005,-9
4010140_bro_centrum,2006,3
4010140_bro_centrum,2007,8
4010140_bro_centrum,2008,10
4010140_bro_centrum,2009,7
4010140_bro_centrum,2010,8
4010140_bro_centrum,2011,12
4010140_bro_centrum,2012,19
4010140_bro_centrum,2013,17
4010140_bro_centrum,2014,36
4010150_kockbacka,2010,6
4010150_kockbacka,2011,9
4010150_kockbacka,2012,11
4010150_kockbacka,2013,14
4010150_kockbacka,2014,26
4010500_okand,2000,0
4010500_okand,2001,0
4010500_okand,2002,-5
4010500_okand,2003,-10
4010500_okand,2004,-7
4010500_okand,2005,-4
4010500_okand,2006,-7
4010500_okand,2007,2
4010500_okand,2008,22
4010500_okand,2009,38
4010502_ostra_bro,2010,4
4010502_ostra_bro,2011,8
4010502_ostra_bro,2012,8
4010502_ostra_bro,2013,10
4010502_ostra_bro,2014,15
4010503_sodra_bro,2010,1
4010503_sodra_bro,2011,6
4010503_sodra_bro,2012,9
4010503_sodra_bro,2013,9
4010503_sodra_bro,2014,6
4020000_lassa_forsamling,2000,0
4020000_lassa_forsamling,2001,4
4020000_lassa_forsamling,2002,4
4020000_lassa_forsamling,2003,4
4020000_lassa_forsamling,2004,10
4020000_lassa_forsamling,2005,10
4020000_lassa_forsamling,2006,10
4020000_lassa_forsamling,2007,13
4020000_lassa_forsamling,2008,13
4020000_lassa_forsamling,2009,17
4020000_lassa_forsamling,2010,20
4020000_lassa_forsamling,2011,22
4020000_lassa_forsamling,2012,22
4020000_lassa_forsamling,2013,22
4020000_lassa_forsamling,2014,30
4050100_habo_tibble_kyrkby,2000,-3
4050100_habo_tibble_kyrkby,2001,-3
4050100_habo_tibble_kyrkby,2002,-3
4050100_habo_tibble_kyrkby,2003,0
4050100_habo_tibble_kyrkby,2004,-3
4050100_habo_tibble_kyrkby,2005,-3
4050100_habo_tibble_kyrkby,2006,-3
4050100_habo_tibble_kyrkby,2007,-3
4050100_habo_tibble_kyrkby,2008,0
4050100_habo_tibble_kyrkby,2009,3
4050100_habo_tibble_kyrkby,2010,2
4050100_habo_tibble_kyrkby,2011,3
4050100_habo_tibble_kyrkby,2012,0
4050100_habo_tibble_kyrkby,2013,0
4050100_habo_tibble_kyrkby,2014,0
4050200_mariedal_nashagen,2000,-3
4050200_mariedal_nashagen,2001,-6
4050200_mariedal_nashagen,2002,-6
4050200_mariedal_nashagen,2003,-9
4050200_mariedal_nashagen,2004,-12
4050200_mariedal_nashagen,2005,-12
4050200_mariedal_nashagen,2006,-15
4050200_mariedal_nashagen,2007,-15
4050200_mariedal_nashagen,2008,-12
4050200_mariedal_nashagen,2009,-12
4050200_mariedal_nashagen,2010,-13
4050200_mariedal_nashagen,2011,-13
4050200_mariedal_nashagen,2012,-16
4050200_mariedal_nashagen,2013,-16
4050200_mariedal_nashagen,2014,-15
4050500_habo_tibble_glesbygd,2000,0
4050500_habo_tibble_glesbygd,2001,0
4050500_habo_tibble_glesbygd,2002,4
4050500_habo_tibble_glesbygd,2003,4
4050500_habo_tibble_glesbygd,2004,4
4050500_habo_tibble_glesbygd,2005,7
4050500_habo_tibble_glesbygd,2006,12
4050500_habo_tibble_glesbygd,2007,12
4050500_habo_tibble_glesbygd,2008,6
4050500_habo_tibble_glesbygd,2009,6
4050500_habo_tibble_glesbygd,2010,5
4050500_habo_tibble_glesbygd,2011,2
4050500_habo_tibble_glesbygd,2012,2
4050500_habo_tibble_glesbygd,2013,-1
4050500_habo_tibble_glesbygd,2014,-5
4060000_hatuna_forsamling,2000,1
4060000_hatuna_forsamling,2001,1
4060000_hatuna_forsamling,2002,-2
4060000_hatuna_forsamling,2003,-2
4060000_hatuna_forsamling,2004,1
4060000_hatuna_forsamling,2005,4
4060000_hatuna_forsamling,2006,4
4060000_hatuna_forsamling,2007,6
4060000_hatuna_forsamling,2008,6
4060000_hatuna_forsamling,2009,9
4060000_hatuna_forsamling,2010,11
4060000_hatuna_forsamling,2011,12
4060000_hatuna_forsamling,2012,12
4060000_hatuna_forsamling,2013,17
4060000_hatuna_forsamling,2014,18
4070110_sodra_kungsangen,2000,-1
4070110_sodra_kungsangen,2001,7
4070110_sodra_kungsangen,2002,3
4070110_sodra_kungsangen,2003,3
4070110_sodra_kungsangen,2004,1
4070110_sodra_kungsangen,2005,-6
4070110_sodra_kungsangen,2006,-3
4070110_sodra_kungsangen,2007,-4
4070110_sodra_kungsangen,2008,-2
4070110_sodra_kungsangen,2009,16
4070110_sodra_kungsangen,2010,19
4070110_sodra_kungsangen,2011,17
4070110_sodra_kungsangen,2012,16
4070110_sodra_kungsangen,2013,13
4070110_sodra_kungsangen,2014,9
4070120_norra_kungsangen,2000,-7
4070120_norra_kungsangen,2001,-5
4070120_norra_kungsangen,2002,-10
4070120_norra_kungsangen,2003,-14
4070120_norra_kungsangen,2004,-16
4070120_norra_kungsangen,2005,-13
4070120_norra_kungsangen,2006,-8
4070120_norra_kungsangen,2007,1
4070120_norra_kungsangen,2008,1
4070120_norra_kungsangen,2009,-5
4070120_norra_kungsangen,2010,0
4070120_norra_kungsangen,2011,-8
4070120_norra_kungsangen,2012,-12
4070120_norra_kungsangen,2013,-14
4070120_norra_kungsangen,2014,-20
4070130_tibblehojden,2000,0
4070130_tibblehojden,2001,4
4070130_tibblehojden,2002,1
4070130_tibblehojden,2003,5
4070130_tibblehojden,2004,8
4070130_tibblehojden,2005,0
4070130_tibblehojden,2006,5
4070130_tibblehojden,2007,1
4070130_tibblehojden,2008,0
4070130_tibblehojden,2009,2
4070130_tibblehojden,2010,6
4070130_tibblehojden,2011,3
4070130_tibblehojden,2012,9
4070130_tibblehojden,2013,9
4070130_tibblehojden,2014,5
4070150_tibbleangen,2000,-2
4070150_tibbleangen,2001,-8
4070150_tibbleangen,2002,-9
4070150_tibbleangen,2003,-14
4070150_tibbleangen,2004,-11
4070150_tibbleangen,2005,-6
4070150_tibbleangen,2006,-14
4070150_tibbleangen,2007,-23
4070150_tibbleangen,2008,-24
4070150_tibbleangen,2009,-30
4070150_tibbleangen,2010,-33
4070150_tibbleangen,2011,-32
4070150_tibbleangen,2012,-32
4070150_tibbleangen,2013,-29
4070150_tibbleangen,2014,-32
4070160_sylta,2000,2
4070160_sylta,2001,2
4070160_sylta,2002,-1
4070160_sylta,2003,1
4070160_sylta,2004,5
4070160_sylta,2005,1
4070160_sylta,2006,11
4070160_sylta,2007,16
4070160_sylta,2008,20
4070160_sylta,2009,21
4070160_sylta,2010,25
4070160_sylta,2011,27
4070160_sylta,2012,29
4070160_sylta,2013,35
4070160_sylta,2014,40
4070170_okand,2000,1
4070170_okand,2001,1
4070170_okand,2002,1
4070170_okand,2003,-2
4070170_okand,2004,-3
4070170_okand,2005,-3
4070170_okand,2006,0
4070170_okand,2007,0
4070170_okand,2008,-1
4070170_okand,2009,0
4070171_kungsangens_glesbygd,2010,1
4070171_kungsangens_glesbygd,2011,1
4070171_kungsangens_glesbygd,2012,-1
4070171_kungsangens_glesbygd,2013,-1
4070171_kungsangens_glesbygd,2014,0
4070210_brunna_tatort,2000,-6
4070210_brunna_tatort,2001,-10
4070210_brunna_tatort,2002,0
4070210_brunna_tatort,2003,-7
4070210_brunna_tatort,2004,-2
4070210_brunna_tatort,2005,-8
4070210_brunna_tatort,2006,-9
4070210_brunna_tatort,2007,-3
4070210_brunna_tatort,2008,1
4070210_brunna_tatort,2009,1
4070210_brunna_tatort,2010,21
4070210_brunna_tatort,2011,24
4070210_brunna_tatort,2012,31
4070210_brunna_tatort,2013,26
4070210_brunna_tatort,2014,18
4111110_norra_runby,2000,-1
4111110_norra_runby,2001,0
4111110_norra_runby,2002,-2
4111110_norra_runby,2003,4
4111110_norra_runby,2004,7
4111110_norra_runby,2005,1
4111110_norra_runby,2006,-5
4111110_norra_runby,2007,-11
4111110_norra_runby,2008,-12
4111110_norra_runby,2009,-13
4111110_norra_runby,2010,-13
4111110_norra_runby,2011,-5
4111110_norra_runby,2012,-11
4111110_norra_runby,2013,-4
4111110_norra_runby,2014,2
4111120_sodra_runby,2000,0
4111120_sodra_runby,2001,-1
4111120_sodra_runby,2002,-1
4111120_sodra_runby,2003,-5
4111120_sodra_runby,2004,-7
4111120_sodra_runby,2005,-9
4111120_sodra_runby,2006,-6
4111120_sodra_runby,2007,-4
4111120_sodra_runby,2008,-1
4111120_sodra_runby,2009,1
4111120_sodra_runby,2010,0
4111120_sodra_runby,2011,1
4111120_sodra_runby,2012,-5
4111120_sodra_runby,2013,-3
4111120_sodra_runby,2014,-4
4111130_runby_lovsta,2000,-1
4111130_runby_lovsta,2001,-7
4111130_runby_lovsta,2002,-3
4111130_runby_lovsta,2003,-4
4111130_runby_lovsta,2004,-7
4111130_runby_lovsta,2005,-3
4111130_runby_lovsta,2006,-4
4111130_runby_lovsta,2007,-1
4111130_runby_lovsta,2008,-1
4111130_runby_lovsta,2009,-4
4111130_runby_lovsta,2010,-10
4111130_runby_lovsta,2011,-11
4111130_runby_lovsta,2012,-8
4111130_runby_lovsta,2013,-5
4111130_runby_lovsta,2014,0
4111140_prastgardsmarken,2000,3
4111140_prastgardsmarken,2001,3
4111140_prastgardsmarken,2002,-4
4111140_prastgardsmarken,2003,-10
4111140_prastgardsmarken,2004,-16
4111140_prastgardsmarken,2005,-22
4111140_prastgardsmarken,2006,-28
4111140_prastgardsmarken,2007,-19
4111140_prastgardsmarken,2008,-21
4111140_prastgardsmarken,2009,-29
4111140_prastgardsmarken,2010,-31
4111140_prastgardsmarken,2011,-28
4111140_prastgardsmarken,2012,-31
4111140_prastgardsmarken,2013,-35
4111140_prastgardsmarken,2014,-33
4111900_eds_glesbygd,2000,3
4111900_eds_glesbygd,2001,6
4111900_eds_glesbygd,2002,7
4111900_eds_glesbygd,2003,7
4111900_eds_glesbygd,2004,3
4111900_eds_glesbygd,2005,3
4111900_eds_glesbygd,2006,4
4111900_eds_glesbygd,2007,1
4111900_eds_glesbygd,2008,4
4111900_eds_glesbygd,2009,2
4111900_eds_glesbygd,2010,1
4111900_eds_glesbygd,2011,2
4111900_eds_glesbygd,2012,-1
4111900_eds_glesbygd,2013,-1
4111900_eds_glesbygd,2014,0
4122100_lowenstromska_sjukhuset,2000,-2
4122100_lowenstromska_sjukhuset,2001,-4
4122100_lowenstromska_sjukhuset,2002,-1
4122100_lowenstromska_sjukhuset,2003,0
4122100_lowenstromska_sjukhuset,2004,0
4122100_lowenstromska_sjukhuset,2005,-2
4122100_lowenstromska_sjukhuset,2006,-4
4122100_lowenstromska_sjukhuset,2007,-6
4122100_lowenstromska_sjukhuset,2008,-10
4122100_lowenstromska_sjukhuset,2009,-13
4122100_lowenstromska_sjukhuset,2010,-15
4122100_lowenstromska_sjukhuset,2011,-15
4122100_lowenstromska_sjukhuset,2012,-16
4122100_lowenstromska_sjukhuset,2013,-19
4122100_lowenstromska_sjukhuset,2014,-13
4122210_norra_vilunda,2000,1
4122210_norra_vilunda,2001,3
4122210_norra_vilunda,2002,2
4122210_norra_vilunda,2003,4
4122210_norra_vilunda,2004,1
4122210_norra_vilunda,2005,0
4122210_norra_vilunda,2006,4
4122210_norra_vilunda,2007,5
4122210_norra_vilunda,2008,8
4122210_norra_vilunda,2009,16
4122210_norra_vilunda,2010,13
4122210_norra_vilunda,2011,13
4122210_norra_vilunda,2012,16
4122210_norra_vilunda,2013,16
4122210_norra_vilunda,2014,14
4122230_apoteksskogen,2000,-1
4122230_apoteksskogen,2001,-7
4122230_apoteksskogen,2002,-2
4122230_apoteksskogen,2003,1
4122230_apoteksskogen,2004,0
4122230_apoteksskogen,2005,-2
4122230_apoteksskogen,2006,-9
4122230_apoteksskogen,2007,-12
4122230_apoteksskogen,2008,-16
4122230_apoteksskogen,2009,-21
4122230_apoteksskogen,2010,-27
4122230_apoteksskogen,2011,-16
4122230_apoteksskogen,2012,-14
4122230_apoteksskogen,2013,-11
4122230_apoteksskogen,2014,-12
4122240_vasbyskogen,2000,-4
4122240_vasbyskogen,2001,-4
4122240_vasbyskogen,2002,-13
4122240_vasbyskogen,2003,-12
4122240_vasbyskogen,2004,-21
4122240_vasbyskogen,2005,-16
4122240_vasbyskogen,2006,-25
4122240_vasbyskogen,2007,-33
4122240_vasbyskogen,2008,-40
4122240_vasbyskogen,2009,-41
4122240_vasbyskogen,2010,-45
4122240_vasbyskogen,2011,-52
4122240_vasbyskogen,2012,-61
4122240_vasbyskogen,2013,-59
4122240_vasbyskogen,2014,-59
4122310_korpkulla,2000,7
4122310_korpkulla,2001,7
4122310_korpkulla,2002,17
4122310_korpkulla,2003,16
4122310_korpkulla,2004,-2
4122310_korpkulla,2005,0
4122310_korpkulla,2006,-1
4122310_korpkulla,2007,-9
4122310_korpkulla,2008,-28
4122310_korpkulla,2009,-30
4122310_korpkulla,2010,-40
4122310_korpkulla,2011,-26
4122310_korpkulla,2012,-37
4122310_korpkulla,2013,-43
4122310_korpkulla,2014,-59
4122340_vilunda,2000,0
4122340_vilunda,2001,-5
4122340_vilunda,2002,-6
4122340_vilunda,2003,-14
4122340_vilunda,2004,-20
4122340_vilunda,2005,-22
4122340_vilunda,2006,-35
4122340_vilunda,2007,-26
4122340_vilunda,2008,-29
4122340_vilunda,2009,-32
4122340_vilunda,2010,-37
4122340_vilunda,2011,-37
4122340_vilunda,2012,-37
4122340_vilunda,2013,-36
4122340_vilunda,2014,-52
4122420_norra_smedby,2000,-9
4122420_norra_smedby,2001,-9
4122420_norra_smedby,2002,-14
4122420_norra_smedby,2003,-26
4122420_norra_smedby,2004,-38
4122420_norra_smedby,2005,-36
4122420_norra_smedby,2006,-38
4122420_norra_smedby,2007,-38
4122420_norra_smedby,2008,-35
4122420_norra_smedby,2009,-37
