basomrade,year,population_20xx_12_31_male
5711130_soderby,2003,780
5711130_soderby,2004,763
5711130_soderby,2005,778
5711130_soderby,2006,788
5711130_soderby,2007,794
5711130_soderby,2008,793
5711130_soderby,2009,797
5711130_soderby,2010,800
5711130_soderby,2011,816
5711130_soderby,2012,813
5711130_soderby,2013,833
5711130_soderby,2014,829
5711200_salems_centrum,2000,1146
5711200_salems_centrum,2001,1154
5711200_salems_centrum,2002,1169
5711200_salems_centrum,2003,1175
5711200_salems_centrum,2004,1188
5711200_salems_centrum,2005,1134
5711200_salems_centrum,2006,1166
5711200_salems_centrum,2007,1160
5711200_salems_centrum,2008,1162
5711200_salems_centrum,2009,1181
5711200_salems_centrum,2010,1218
5711200_salems_centrum,2011,1236
5711200_salems_centrum,2012,1266
5711200_salems_centrum,2013,1273
5711200_salems_centrum,2014,1293
5712110_norra_ronninge,2000,846
5712110_norra_ronninge,2001,868
5712110_norra_ronninge,2002,902
5712110_norra_ronninge,2003,912
5712110_norra_ronninge,2004,948
5712110_norra_ronninge,2005,960
5712110_norra_ronninge,2006,958
5712110_norra_ronninge,2007,960
5712110_norra_ronninge,2008,953
5712110_norra_ronninge,2009,962
5712110_norra_ronninge,2010,982
5712110_norra_ronninge,2011,966
5712110_norra_ronninge,2012,969
5712110_norra_ronninge,2013,971
5712110_norra_ronninge,2014,973
5712210_uttringe,2000,508
5712210_uttringe,2001,529
5712210_uttringe,2002,533
5712210_uttringe,2003,558
5712210_uttringe,2004,563
5712210_uttringe,2005,579
5712210_uttringe,2006,583
5712210_uttringe,2007,601
5712210_uttringe,2008,614
5712210_uttringe,2009,624
5712210_uttringe,2010,632
5712210_uttringe,2011,639
5712210_uttringe,2012,636
5712210_uttringe,2013,633
5712210_uttringe,2014,641
5712220_ostra_ronninge,2000,501
5712220_ostra_ronninge,2001,518
5712220_ostra_ronninge,2002,546
5712220_ostra_ronninge,2003,561
5712220_ostra_ronninge,2004,591
5712220_ostra_ronninge,2005,644
5712220_ostra_ronninge,2006,689
5712220_ostra_ronninge,2007,725
5712220_ostra_ronninge,2008,733
5712220_ostra_ronninge,2009,729
5712220_ostra_ronninge,2010,719
5712220_ostra_ronninge,2011,730
5712220_ostra_ronninge,2012,744
5712220_ostra_ronninge,2013,751
5712220_ostra_ronninge,2014,767
5712300_ronninge_centrum,2000,253
5712300_ronninge_centrum,2001,254
5712300_ronninge_centrum,2002,247
5712300_ronninge_centrum,2003,242
5712300_ronninge_centrum,2004,241
5712300_ronninge_centrum,2005,263
5712300_ronninge_centrum,2006,252
5712300_ronninge_centrum,2007,251
5712300_ronninge_centrum,2008,254
5712300_ronninge_centrum,2009,259
5712300_ronninge_centrum,2010,254
5712300_ronninge_centrum,2011,259
5712300_ronninge_centrum,2012,259
5712300_ronninge_centrum,2013,246
5712300_ronninge_centrum,2014,255
5713000_salems_glesbygd,2000,83
5713000_salems_glesbygd,2001,89
5713000_salems_glesbygd,2002,83
5713000_salems_glesbygd,2003,79
5713000_salems_glesbygd,2004,76
5713000_salems_glesbygd,2005,81
5713000_salems_glesbygd,2006,83
5713000_salems_glesbygd,2007,80
5713000_salems_glesbygd,2008,84
5713000_salems_glesbygd,2009,86
5713000_salems_glesbygd,2010,108
5713000_salems_glesbygd,2011,103
5713000_salems_glesbygd,2012,102
5713000_salems_glesbygd,2013,102
5713000_salems_glesbygd,2014,109
5211120_gudo,2000,1316
5211120_gudo,2001,1347
5211120_gudo,2002,1381
5211120_gudo,2003,1398
5211120_gudo,2004,1428
5211120_gudo,2005,1465
5211120_gudo,2006,1490
5211120_gudo,2007,1530
5211120_gudo,2008,1568
5211120_gudo,2009,1608
5211120_gudo,2010,1617
5211120_gudo,2011,1607
5211120_gudo,2012,1616
5211120_gudo,2013,1666
5211120_gudo,2014,1713
5211131_sodra_vendelso,2000,1098
5211131_sodra_vendelso,2001,1107
5211131_sodra_vendelso,2002,1120
5211131_sodra_vendelso,2003,1125
5211131_sodra_vendelso,2004,1119
5211131_sodra_vendelso,2005,1104
5211131_sodra_vendelso,2006,1156
5211131_sodra_vendelso,2007,1174
5211131_sodra_vendelso,2008,1195
5211131_sodra_vendelso,2009,1238
5211131_sodra_vendelso,2010,1217
5211131_sodra_vendelso,2011,1229
5211131_sodra_vendelso,2012,1238
5211131_sodra_vendelso,2013,1252
5211131_sodra_vendelso,2014,1300
5211132_sagen,2000,464
5211132_sagen,2001,464
5211132_sagen,2002,482
5211132_sagen,2003,475
5211132_sagen,2004,485
5211132_sagen,2005,463
5211132_sagen,2006,462
5211132_sagen,2007,457
5211132_sagen,2008,487
5211132_sagen,2009,487
5211132_sagen,2010,489
5211132_sagen,2011,494
5211132_sagen,2012,485
5211132_sagen,2013,490
5211132_sagen,2014,488
5211140_norra_vendelso,2000,408
5211140_norra_vendelso,2001,447
5211140_norra_vendelso,2002,465
5211140_norra_vendelso,2003,478
5211140_norra_vendelso,2004,485
5211140_norra_vendelso,2005,509
5211140_norra_vendelso,2006,522
5211140_norra_vendelso,2007,527
5211140_norra_vendelso,2008,551
5211140_norra_vendelso,2009,569
5211140_norra_vendelso,2010,595
5211140_norra_vendelso,2011,639
5211140_norra_vendelso,2012,665
5211140_norra_vendelso,2013,663
5211140_norra_vendelso,2014,666
5211150_dalen,2000,239
5211150_dalen,2001,280
5211150_dalen,2002,317
5211150_dalen,2003,330
5211150_dalen,2004,326
5211150_dalen,2005,331
5211150_dalen,2006,345
5211150_dalen,2007,357
5211150_dalen,2008,390
5211150_dalen,2009,404
5211150_dalen,2010,416
5211150_dalen,2011,436
5211150_dalen,2012,463
5211150_dalen,2013,502
5211150_dalen,2014,547
5211210_vendelsomalm,2000,1477
5211210_vendelsomalm,2001,1465
5211210_vendelsomalm,2002,1482
5211210_vendelsomalm,2003,1523
5211210_vendelsomalm,2004,1513
5211210_vendelsomalm,2005,1554
5211210_vendelsomalm,2006,1611
5211210_vendelsomalm,2007,1642
5211210_vendelsomalm,2008,1662
5211210_vendelsomalm,2009,1669
5211210_vendelsomalm,2010,1676
5211210_vendelsomalm,2011,1691
5211210_vendelsomalm,2012,1704
5211210_vendelsomalm,2013,1738
5211210_vendelsomalm,2014,1719
5211220_eriksberg,2000,746
5211220_eriksberg,2001,739
5211220_eriksberg,2002,724
5211220_eriksberg,2003,731
5211220_eriksberg,2004,715
5211220_eriksberg,2005,716
5211220_eriksberg,2006,701
5211220_eriksberg,2007,698
5211220_eriksberg,2008,709
5211220_eriksberg,2009,708
5211220_eriksberg,2010,695
5211220_eriksberg,2011,696
5211220_eriksberg,2012,694
5211220_eriksberg,2013,699
5211220_eriksberg,2014,695
5211230_ramsdalen,2000,1045
5211230_ramsdalen,2001,1033
5211230_ramsdalen,2002,1007
5211230_ramsdalen,2003,1009
5211230_ramsdalen,2004,991
5211230_ramsdalen,2005,1007
5211230_ramsdalen,2006,1007
5211230_ramsdalen,2007,995
5211230_ramsdalen,2008,1017
5211230_ramsdalen,2009,1024
5211230_ramsdalen,2010,1027
5211230_ramsdalen,2011,1035
5211230_ramsdalen,2012,1037
5211230_ramsdalen,2013,1063
5211230_ramsdalen,2014,1064
5211320_brandbergens_industriomr,2000,341
5211320_brandbergens_industriomr,2001,327
5211320_brandbergens_industriomr,2002,332
5211320_brandbergens_industriomr,2003,331
5211320_brandbergens_industriomr,2004,312
5211320_brandbergens_industriomr,2005,319
5211320_brandbergens_industriomr,2006,325
5211320_brandbergens_industriomr,2007,324
5211320_brandbergens_industriomr,2008,333
5211320_brandbergens_industriomr,2009,316
5211320_brandbergens_industriomr,2010,331
5211320_brandbergens_industriomr,2011,328
5211320_brandbergens_industriomr,2012,337
5211320_brandbergens_industriomr,2013,337
5211320_brandbergens_industriomr,2014,339
5211330_brandbergen_flerbost_hus,2000,3758
5211330_brandbergen_flerbost_hus,2001,3802
5211330_brandbergen_flerbost_hus,2002,3719
5211330_brandbergen_flerbost_hus,2003,3769
5211330_brandbergen_flerbost_hus,2004,3778
5211330_brandbergen_flerbost_hus,2005,3711
5211330_brandbergen_flerbost_hus,2006,3797
5211330_brandbergen_flerbost_hus,2007,3860
5211330_brandbergen_flerbost_hus,2008,3944
5211330_brandbergen_flerbost_hus,2009,3952
5211330_brandbergen_flerbost_hus,2010,3979
5211330_brandbergen_flerbost_hus,2011,4081
5211330_brandbergen_flerbost_hus,2012,4144
5211330_brandbergen_flerbost_hus,2013,4248
5211330_brandbergen_flerbost_hus,2014,4342
5211340_brandbergen_smahus,2000,1023
5211340_brandbergen_smahus,2001,1036
5211340_brandbergen_smahus,2002,1099
5211340_brandbergen_smahus,2003,1033
5211340_brandbergen_smahus,2004,1033
5211340_brandbergen_smahus,2005,1035
5211340_brandbergen_smahus,2006,1032
5211340_brandbergen_smahus,2007,1038
5211340_brandbergen_smahus,2008,1031
5211340_brandbergen_smahus,2009,1026
5211340_brandbergen_smahus,2010,1032
5211340_brandbergen_smahus,2011,1034
5211340_brandbergen_smahus,2012,1041
5211340_brandbergen_smahus,2013,1067
5211340_brandbergen_smahus,2014,1070
5211430_kolartorp,2000,240
5211430_kolartorp,2001,256
5211430_kolartorp,2002,278
5211430_kolartorp,2003,292
5211430_kolartorp,2004,297
5211430_kolartorp,2005,311
5211430_kolartorp,2006,310
5211430_kolartorp,2007,327
5211430_kolartorp,2008,348
5211430_kolartorp,2009,352
5211430_kolartorp,2010,389
5211430_kolartorp,2011,391
5211430_kolartorp,2012,385
5211430_kolartorp,2013,389
5211430_kolartorp,2014,409
5211440_okand,2000,857
5211440_okand,2001,866
5211440_okand,2002,884
5211440_okand,2003,894
5211440_okand,2004,913
5211440_okand,2005,991
5211440_okand,2006,1056
5211440_okand,2007,1082
5211440_okand,2008,1130
5211440_okand,2009,1198
5211450_okand,2000,303
5211450_okand,2001,302
5211450_okand,2002,305
5211450_okand,2003,334
5211450_okand,2004,336
5211450_okand,2005,351
5211450_okand,2006,347
5211450_okand,2007,350
5211450_okand,2008,364
5211450_okand,2009,364
5211511_haninge_centrum,2000,799
5211511_haninge_centrum,2001,803
5211511_haninge_centrum,2002,790
5211511_haninge_centrum,2003,796
5211511_haninge_centrum,2004,804
5211511_haninge_centrum,2005,881
5211511_haninge_centrum,2006,880
5211511_haninge_centrum,2007,908
5211511_haninge_centrum,2008,934
5211511_haninge_centrum,2009,954
5211511_haninge_centrum,2010,1000
5211511_haninge_centrum,2011,1040
5211511_haninge_centrum,2012,1049
5211511_haninge_centrum,2013,1100
5211511_haninge_centrum,2014,1118
5211512_vastra_handen,2000,1817
5211512_vastra_handen,2001,1807
5211512_vastra_handen,2002,1811
5211512_vastra_handen,2003,1812
5211512_vastra_handen,2004,1791
5211512_vastra_handen,2005,1789
5211512_vastra_handen,2006,1779
5211512_vastra_handen,2007,1768
5211512_vastra_handen,2008,1798
5211512_vastra_handen,2009,1799
5211512_vastra_handen,2010,1804
5211512_vastra_handen,2011,1861
5211512_vastra_handen,2012,1841
5211512_vastra_handen,2013,1898
5211512_vastra_handen,2014,1893
5211520_norra_handen,2000,445
5211520_norra_handen,2001,452
5211520_norra_handen,2002,461
5211520_norra_handen,2003,460
5211520_norra_handen,2004,454
5211520_norra_handen,2005,448
5211520_norra_handen,2006,458
5211520_norra_handen,2007,450
5211520_norra_handen,2008,444
5211520_norra_handen,2009,438
5211520_norra_handen,2010,439
5211520_norra_handen,2011,450
5211520_norra_handen,2012,462
5211520_norra_handen,2013,459
5211520_norra_handen,2014,455
5211540_valla,2000,2131
5211540_valla,2001,2186
5211540_valla,2002,2238
5211540_valla,2003,2306
5211540_valla,2004,2287
5211540_valla,2005,2244
5211540_valla,2006,2283
5211540_valla,2007,2258
5211540_valla,2008,2270
5211540_valla,2009,2309
5211540_valla,2010,2316
5211540_valla,2011,2330
5211540_valla,2012,2346
5211540_valla,2013,2388
5211540_valla,2014,2413
5211550_sodra_handen,2000,271
5211550_sodra_handen,2001,278
5211550_sodra_handen,2002,288
5211550_sodra_handen,2003,280
5211550_sodra_handen,2004,275
5211550_sodra_handen,2005,281
5211550_sodra_handen,2006,332
5211550_sodra_handen,2007,369
5211550_sodra_handen,2008,362
5211550_sodra_handen,2009,418
5211550_sodra_handen,2010,436
5211550_sodra_handen,2011,428
5211550_sodra_handen,2012,640
5211550_sodra_handen,2013,720
5211550_sodra_handen,2014,732
5211610_jordbro_flerbostadshus,2000,3221
5211610_jordbro_flerbostadshus,2001,3252
5211610_jordbro_flerbostadshus,2002,3250
5211610_jordbro_flerbostadshus,2003,3257
5211610_jordbro_flerbostadshus,2004,3177
5211610_jordbro_flerbostadshus,2005,3184
5211610_jordbro_flerbostadshus,2006,3309
5211610_jordbro_flerbostadshus,2007,3389
5211610_jordbro_flerbostadshus,2008,3540
5211610_jordbro_flerbostadshus,2009,3634
5211610_jordbro_flerbostadshus,2010,3751
5211610_jordbro_flerbostadshus,2011,3969
5211610_jordbro_flerbostadshus,2012,3992
5211610_jordbro_flerbostadshus,2013,4039
5211610_jordbro_flerbostadshus,2014,4105
5211620_jordbro_smahus,2000,1532
5211620_jordbro_smahus,2001,1519
5211620_jordbro_smahus,2002,1507
5211620_jordbro_smahus,2003,1494
5211620_jordbro_smahus,2004,1485
5211620_jordbro_smahus,2005,1480
5211620_jordbro_smahus,2006,1487
5211620_jordbro_smahus,2007,1477
5211620_jordbro_smahus,2008,1474
5211620_jordbro_smahus,2009,1484
5211620_jordbro_smahus,2010,1478
5211620_jordbro_smahus,2011,1476
5211620_jordbro_smahus,2012,1474
5211620_jordbro_smahus,2013,1495
5211620_jordbro_smahus,2014,1489
5211710_norrby,2000,163
5211710_norrby,2001,163
5211710_norrby,2002,168
5211710_norrby,2003,184
5211710_norrby,2004,186
5211710_norrby,2005,187
5211710_norrby,2006,190
5211710_norrby,2007,197
5211710_norrby,2008,189
5211710_norrby,2009,187
5211710_norrby,2010,188
5211710_norrby,2011,194
5211710_norrby,2012,199
5211710_norrby,2013,187
5211710_norrby,2014,190
5211800_norra_soderby,2000,1068
5211800_norra_soderby,2001,1054
5211800_norra_soderby,2002,1048
5211800_norra_soderby,2003,1051
5211800_norra_soderby,2004,1057
5211800_norra_soderby,2005,1054
5211800_norra_soderby,2006,1040
5211800_norra_soderby,2007,1027
5211800_norra_soderby,2008,1003
5211800_norra_soderby,2009,1011
5211800_norra_soderby,2010,1001
5211800_norra_soderby,2011,1009
5211800_norra_soderby,2012,1021
5211800_norra_soderby,2013,1040
5211800_norra_soderby,2014,1025
5211920_galo_sandemar,2000,148
5211920_galo_sandemar,2001,152
5211920_galo_sandemar,2002,158
5211920_galo_sandemar,2003,167
5211920_galo_sandemar,2004,166
5211920_galo_sandemar,2005,158
5211920_galo_sandemar,2006,153
5211920_galo_sandemar,2007,170
5211920_galo_sandemar,2008,172
5211920_galo_sandemar,2009,175
5211920_galo_sandemar,2010,183
5211920_galo_sandemar,2011,175
5211920_galo_sandemar,2012,174
5211920_galo_sandemar,2013,177
5211920_galo_sandemar,2014,167
5211930_tyresta,2000,61
5211930_tyresta,2001,59
5211930_tyresta,2002,59
5211930_tyresta,2003,56
5211930_tyresta,2004,56
5211930_tyresta,2005,63
5211930_tyresta,2006,64
5211930_tyresta,2007,61
5211930_tyresta,2008,62
5211930_tyresta,2009,63
5211930_tyresta,2010,65
5211930_tyresta,2011,66
5211930_tyresta,2012,71
5211930_tyresta,2013,70
5211930_tyresta,2014,65
5211940_osterhaninge_kyrka,2000,222
5211940_osterhaninge_kyrka,2001,234
5211940_osterhaninge_kyrka,2002,239
5211940_osterhaninge_kyrka,2003,236
5211940_osterhaninge_kyrka,2004,245
5211940_osterhaninge_kyrka,2005,235
5211940_osterhaninge_kyrka,2006,252
5211940_osterhaninge_kyrka,2007,256
5211940_osterhaninge_kyrka,2008,252
5211940_osterhaninge_kyrka,2009,263
5211940_osterhaninge_kyrka,2010,273
5211940_osterhaninge_kyrka,2011,267
5211940_osterhaninge_kyrka,2012,275
5211940_osterhaninge_kyrka,2013,281
5211940_osterhaninge_kyrka,2014,285
5211950_arsta_havsbad_o,2000,100
5211950_arsta_havsbad_o,2001,109
5211950_arsta_havsbad_o,2002,115
5211950_arsta_havsbad_o,2003,117
5211950_arsta_havsbad_o,2004,130
5211950_arsta_havsbad_o,2005,148
5211950_arsta_havsbad_o,2006,153
5211950_arsta_havsbad_o,2007,156
5211950_arsta_havsbad_o,2008,162
5211950_arsta_havsbad_o,2009,153
5211950_arsta_havsbad_o,2010,148
5211950_arsta_havsbad_o,2011,146
5211950_arsta_havsbad_o,2012,142
5211950_arsta_havsbad_o,2013,144
5211950_arsta_havsbad_o,2014,158
5222100_dalaro,2000,615
5222100_dalaro,2001,630
5222100_dalaro,2002,612
5222100_dalaro,2003,620
5222100_dalaro,2004,631
5222100_dalaro,2005,651
5222100_dalaro,2006,668
5222100_dalaro,2007,673
5222100_dalaro,2008,673
5222100_dalaro,2009,672
5222100_dalaro,2010,662
5222100_dalaro,2011,669
5222100_dalaro,2012,674
5222100_dalaro,2013,673
5222100_dalaro,2014,678
5222500_smadalaro,2000,207
5222500_smadalaro,2001,206
5222500_smadalaro,2002,205
5222500_smadalaro,2003,214
5222500_smadalaro,2004,210
5222500_smadalaro,2005,218
5222500_smadalaro,2006,223
5222500_smadalaro,2007,229
5222500_smadalaro,2008,228
5222500_smadalaro,2009,223
5222500_smadalaro,2010,222
5222500_smadalaro,2011,228
5222500_smadalaro,2012,223
5222500_smadalaro,2013,221
5222500_smadalaro,2014,219
5233000_uto,2000,126
5233000_uto,2001,130
5233000_uto,2002,132
5233000_uto,2003,131
5233000_uto,2004,130
5233000_uto,2005,126
5233000_uto,2006,127
5233000_uto,2007,126
5233000_uto,2008,120
5233000_uto,2009,113
5233000_uto,2010,111
5233000_uto,2011,109
5233000_uto,2012,110
5233000_uto,2013,113
5233000_uto,2014,117
5240000_orno_forsamling,2000,144
5240000_orno_forsamling,2001,154
5240000_orno_forsamling,2002,155
5240000_orno_forsamling,2003,164
5240000_orno_forsamling,2004,161
5240000_orno_forsamling,2005,155
5240000_orno_forsamling,2006,155
5240000_orno_forsamling,2007,151
5240000_orno_forsamling,2008,152
5240000_orno_forsamling,2009,154
5240000_orno_forsamling,2010,153
5240000_orno_forsamling,2011,146
5240000_orno_forsamling,2012,150
5240000_orno_forsamling,2013,141
5240000_orno_forsamling,2014,137
5255110_aby,2000,2124
5255110_aby,2001,2133
5255110_aby,2002,2145
5255110_aby,2003,2144
5255110_aby,2004,2158
5255110_aby,2005,2166
5255110_aby,2006,2174
5255110_aby,2007,2169
5255110_aby,2008,2207
5255110_aby,2009,2253
5255110_aby,2010,2279
5255110_aby,2011,2315
5255110_aby,2012,2353
5255110_aby,2013,2393
5255110_aby,2014,2465
5255121_jagartorp,2000,571
5255121_jagartorp,2001,576
5255121_jagartorp,2002,584
5255121_jagartorp,2003,578
5255121_jagartorp,2004,574
5255121_jagartorp,2005,580
5255121_jagartorp,2006,579
5255121_jagartorp,2007,579
5255121_jagartorp,2008,594
5255121_jagartorp,2009,605
5255121_jagartorp,2010,610
5255121_jagartorp,2011,620
5255121_jagartorp,2012,626
5255121_jagartorp,2013,642
5255121_jagartorp,2014,648
5255130_vasterhaninge_kyrka,2000,156
5255130_vasterhaninge_kyrka,2001,153
5255130_vasterhaninge_kyrka,2002,136
5255130_vasterhaninge_kyrka,2003,158
5255130_vasterhaninge_kyrka,2004,165
5255130_vasterhaninge_kyrka,2005,153
5255130_vasterhaninge_kyrka,2006,219
5255130_vasterhaninge_kyrka,2007,230
5255130_vasterhaninge_kyrka,2008,255
5255130_vasterhaninge_kyrka,2009,294
5255130_vasterhaninge_kyrka,2010,308
5255130_vasterhaninge_kyrka,2011,291
5255130_vasterhaninge_kyrka,2012,296
5255130_vasterhaninge_kyrka,2013,372
5255130_vasterhaninge_kyrka,2014,481
5255140_ribby,2000,1167
5255140_ribby,2001,1162
5255140_ribby,2002,1166
5255140_ribby,2003,1162
5255140_ribby,2004,1162
5255140_ribby,2005,1158
5255140_ribby,2006,1154
5255140_ribby,2007,1123
5255140_ribby,2008,1129
5255140_ribby,2009,1156
5255140_ribby,2010,1153
5255140_ribby,2011,1188
5255140_ribby,2012,1202
5255140_ribby,2013,1220
5255140_ribby,2014,1247
5255150_okand,2000,853
5255150_okand,2001,868
5255150_okand,2002,865
5255150_okand,2003,875
5255150_okand,2004,885
5255150_okand,2005,883
5255150_okand,2006,880
5255150_okand,2007,881
5255150_okand,2008,877
5255150_okand,2009,879
5255210_norra_tungelsta,2000,1542
5255210_norra_tungelsta,2001,1548
5255210_norra_tungelsta,2002,1553
5255210_norra_tungelsta,2003,1570
5255210_norra_tungelsta,2004,1567
5255210_norra_tungelsta,2005,1590
5255210_norra_tungelsta,2006,1601
5255210_norra_tungelsta,2007,1679
5255210_norra_tungelsta,2008,1771
5255210_norra_tungelsta,2009,1853
5255210_norra_tungelsta,2010,1911
5255210_norra_tungelsta,2011,1995
5255210_norra_tungelsta,2012,2020
5255210_norra_tungelsta,2013,2014
5255210_norra_tungelsta,2014,2081
5255220_sodra_tungelsta,2000,540
5255220_sodra_tungelsta,2001,559
5255220_sodra_tungelsta,2002,556
5255220_sodra_tungelsta,2003,549
5255220_sodra_tungelsta,2004,563
5255220_sodra_tungelsta,2005,563
5255220_sodra_tungelsta,2006,562
5255220_sodra_tungelsta,2007,562
5255220_sodra_tungelsta,2008,569
5255220_sodra_tungelsta,2009,572
5255220_sodra_tungelsta,2010,577
5255220_sodra_tungelsta,2011,559
5255220_sodra_tungelsta,2012,554
5255220_sodra_tungelsta,2013,560
5255220_sodra_tungelsta,2014,578
