basomrade,year,cumulative_immigration_surplus
5340710_visattra,2006,-125
5340710_visattra,2007,-230
5340710_visattra,2008,-273
5340710_visattra,2009,-358
5340710_visattra,2010,-450
5340710_visattra,2011,-608
5340710_visattra,2012,-659
5340710_visattra,2013,-704
5340710_visattra,2014,-783
5411010_henriksdal,2000,9
5411010_henriksdal,2001,24
5411010_henriksdal,2002,-10
5411010_henriksdal,2003,-47
5411010_henriksdal,2004,-54
5411010_henriksdal,2005,-60
5411010_henriksdal,2006,-66
5411010_henriksdal,2007,-124
5411010_henriksdal,2008,-133
5411010_henriksdal,2009,-147
5411010_henriksdal,2010,-185
5411010_henriksdal,2011,-237
5411010_henriksdal,2012,-273
5411010_henriksdal,2013,-287
5411010_henriksdal,2014,-301
5411020_finnberget,2000,3
5411020_finnberget,2001,6
5411020_finnberget,2002,4
5411020_finnberget,2003,20
5411020_finnberget,2004,78
5411020_finnberget,2005,111
5411020_finnberget,2006,115
5411020_finnberget,2007,122
5411020_finnberget,2008,109
5411020_finnberget,2009,88
5411020_finnberget,2010,87
5411020_finnberget,2011,74
5411020_finnberget,2012,57
5411020_finnberget,2013,64
5411020_finnberget,2014,57
5411030_kvarnholmen,2000,2
5411030_kvarnholmen,2001,-8
5411030_kvarnholmen,2002,-2
5411030_kvarnholmen,2003,-2
5411030_kvarnholmen,2004,-6
5411030_kvarnholmen,2005,-6
5411030_kvarnholmen,2006,-11
5411030_kvarnholmen,2007,-16
5411030_kvarnholmen,2008,-24
5411030_kvarnholmen,2009,-16
5411030_kvarnholmen,2010,-3
5411030_kvarnholmen,2011,-9
5411030_kvarnholmen,2012,88
5411030_kvarnholmen,2013,170
5411030_kvarnholmen,2014,574
5411040_danviken,2000,114
5411040_danviken,2001,307
5411040_danviken,2002,380
5411040_danviken,2003,449
5411040_danviken,2004,670
5411040_danviken,2005,846
5411040_danviken,2006,1081
5411040_danviken,2007,1466
5411040_danviken,2008,1635
5411040_danviken,2009,1953
5411040_danviken,2010,2065
5411040_danviken,2011,2092
5411040_danviken,2012,2046
5411040_danviken,2013,2162
5411040_danviken,2014,2443
5411100_alphyddan,2000,7
5411100_alphyddan,2001,7
5411100_alphyddan,2002,8
5411100_alphyddan,2003,-2
5411100_alphyddan,2004,-22
5411100_alphyddan,2005,-5
5411100_alphyddan,2006,-28
5411100_alphyddan,2007,-25
5411100_alphyddan,2008,-18
5411100_alphyddan,2009,-22
5411100_alphyddan,2010,-24
5411100_alphyddan,2011,-24
5411100_alphyddan,2012,-19
5411100_alphyddan,2013,-24
5411100_alphyddan,2014,-33
5411110_finntorp,2000,51
5411110_finntorp,2001,76
5411110_finntorp,2002,89
5411110_finntorp,2003,137
5411110_finntorp,2004,144
5411110_finntorp,2005,198
5411110_finntorp,2006,313
5411110_finntorp,2007,284
5411110_finntorp,2008,283
5411110_finntorp,2009,258
5411110_finntorp,2010,415
5411110_finntorp,2011,581
5411110_finntorp,2012,595
5411110_finntorp,2013,643
5411110_finntorp,2014,673
5411130_ekudden,2000,1
5411130_ekudden,2001,-6
5411130_ekudden,2002,-20
5411130_ekudden,2003,-14
5411130_ekudden,2004,-3
5411130_ekudden,2005,-27
5411130_ekudden,2006,-25
5411130_ekudden,2007,-54
5411130_ekudden,2008,-81
5411130_ekudden,2009,-68
5411130_ekudden,2010,-48
5411130_ekudden,2011,184
5411130_ekudden,2012,188
5411130_ekudden,2013,222
5411130_ekudden,2014,206
5411140_jarla_industriomr,2000,-1
5411140_jarla_industriomr,2001,107
5411140_jarla_industriomr,2002,444
5411140_jarla_industriomr,2003,505
5411140_jarla_industriomr,2004,734
5411140_jarla_industriomr,2005,920
5411140_jarla_industriomr,2006,1076
5411140_jarla_industriomr,2007,1211
5411140_jarla_industriomr,2008,1185
5411140_jarla_industriomr,2009,1133
5411140_jarla_industriomr,2010,1128
5411140_jarla_industriomr,2011,1060
5411140_jarla_industriomr,2012,1050
5411140_jarla_industriomr,2013,1138
5411140_jarla_industriomr,2014,1092
5411200_sickla_industriomr,2000,-9
5411200_sickla_industriomr,2001,32
5411200_sickla_industriomr,2002,186
5411200_sickla_industriomr,2003,342
5411200_sickla_industriomr,2004,551
5411200_sickla_industriomr,2005,644
5411200_sickla_industriomr,2006,1002
5411200_sickla_industriomr,2007,1164
5411200_sickla_industriomr,2008,1204
5411200_sickla_industriomr,2009,1174
5411200_sickla_industriomr,2010,1159
5411200_sickla_industriomr,2011,1114
5411200_sickla_industriomr,2012,1096
5411200_sickla_industriomr,2013,1092
5411200_sickla_industriomr,2014,996
5411210_tallbacken,2000,30
5411210_tallbacken,2001,27
5411210_tallbacken,2002,20
5411210_tallbacken,2003,-1
5411210_tallbacken,2004,-7
5411210_tallbacken,2005,-28
5411210_tallbacken,2006,-18
5411210_tallbacken,2007,-17
5411210_tallbacken,2008,-21
5411210_tallbacken,2009,266
5411210_tallbacken,2010,271
5411210_tallbacken,2011,294
5411210_tallbacken,2012,270
5411210_tallbacken,2013,273
5411210_tallbacken,2014,264
5411220_nysatra,2000,6
5411220_nysatra,2001,10
5411220_nysatra,2002,28
5411220_nysatra,2003,20
5411220_nysatra,2004,30
5411220_nysatra,2005,26
5411220_nysatra,2006,33
5411220_nysatra,2007,20
5411220_nysatra,2008,19
5411220_nysatra,2009,24
5411220_nysatra,2010,25
5411220_nysatra,2011,36
5411220_nysatra,2012,27
5411220_nysatra,2013,29
5411220_nysatra,2014,7
5411320_jarlaberg,2000,-53
5411320_jarlaberg,2001,-100
5411320_jarlaberg,2002,-188
5411320_jarlaberg,2003,-233
5411320_jarlaberg,2004,-287
5411320_jarlaberg,2005,-189
5411320_jarlaberg,2006,-209
5411320_jarlaberg,2007,-273
5411320_jarlaberg,2008,-306
5411320_jarlaberg,2009,-338
5411320_jarlaberg,2010,-326
5411320_jarlaberg,2011,-391
5411320_jarlaberg,2012,-431
5411320_jarlaberg,2013,-488
5411320_jarlaberg,2014,-517
5411330_vikdalen,2000,1
5411330_vikdalen,2001,2
5411330_vikdalen,2002,-7
5411330_vikdalen,2003,-2
5411330_vikdalen,2004,-2
5411330_vikdalen,2005,1
5411330_vikdalen,2006,-2
5411330_vikdalen,2007,-9
5411330_vikdalen,2008,-7
5411330_vikdalen,2009,2
5411330_vikdalen,2010,-13
5411330_vikdalen,2011,-23
5411330_vikdalen,2012,-30
5411330_vikdalen,2013,-32
5411330_vikdalen,2014,-42
5411340_nacka_strand,2000,109
5411340_nacka_strand,2001,108
5411340_nacka_strand,2002,93
5411340_nacka_strand,2003,75
5411340_nacka_strand,2004,78
5411340_nacka_strand,2005,42
5411340_nacka_strand,2006,48
5411340_nacka_strand,2007,39
5411340_nacka_strand,2008,17
5411340_nacka_strand,2009,20
5411340_nacka_strand,2010,30
5411340_nacka_strand,2011,18
5411340_nacka_strand,2012,-5
5411340_nacka_strand,2013,-18
5411340_nacka_strand,2014,-25
5411410_nacka_centrum,2000,-35
5411410_nacka_centrum,2001,-49
5411410_nacka_centrum,2002,-55
5411410_nacka_centrum,2003,-52
5411410_nacka_centrum,2004,-85
5411410_nacka_centrum,2005,-111
5411410_nacka_centrum,2006,-87
5411410_nacka_centrum,2007,-116
5411410_nacka_centrum,2008,-44
5411410_nacka_centrum,2009,168
5411410_nacka_centrum,2010,308
5411410_nacka_centrum,2011,287
5411410_nacka_centrum,2012,271
5411410_nacka_centrum,2013,259
5411410_nacka_centrum,2014,244
5411500_storangen,2000,23
5411500_storangen,2001,1
5411500_storangen,2002,17
5411500_storangen,2003,65
5411500_storangen,2004,89
5411500_storangen,2005,163
5411500_storangen,2006,167
5411500_storangen,2007,254
5411500_storangen,2008,267
5411500_storangen,2009,302
5411500_storangen,2010,320
5411500_storangen,2011,327
5411500_storangen,2012,339
5411500_storangen,2013,332
5411500_storangen,2014,321
5411600_duvnas_utskog,2000,-9
5411600_duvnas_utskog,2001,-10
5411600_duvnas_utskog,2002,-20
5411600_duvnas_utskog,2003,-41
5411600_duvnas_utskog,2004,-35
5411600_duvnas_utskog,2005,-43
5411600_duvnas_utskog,2006,-34
5411600_duvnas_utskog,2007,2
5411600_duvnas_utskog,2008,6
5411600_duvnas_utskog,2009,-3
5411600_duvnas_utskog,2010,-8
5411600_duvnas_utskog,2011,43
5411600_duvnas_utskog,2012,68
5411600_duvnas_utskog,2013,101
5411600_duvnas_utskog,2014,74
5411610_skuru,2000,19
5411610_skuru,2001,10
5411610_skuru,2002,-12
5411610_skuru,2003,-4
5411610_skuru,2004,-21
5411610_skuru,2005,-40
5411610_skuru,2006,-60
5411610_skuru,2007,-51
5411610_skuru,2008,23
5411610_skuru,2009,88
5411610_skuru,2010,134
5411610_skuru,2011,116
5411610_skuru,2012,125
5411610_skuru,2013,88
5411610_skuru,2014,148
5411700_skogalund,2000,-7
5411700_skogalund,2001,-8
5411700_skogalund,2002,0
5411700_skogalund,2003,29
5411700_skogalund,2004,-4
5411700_skogalund,2005,-40
5411700_skogalund,2006,-23
5411700_skogalund,2007,-50
5411700_skogalund,2008,-60
5411700_skogalund,2009,-61
5411700_skogalund,2010,-54
5411700_skogalund,2011,-70
5411700_skogalund,2012,-91
5411700_skogalund,2013,-107
5411700_skogalund,2014,-89
5411710_vastra_ektorp,2000,11
5411710_vastra_ektorp,2001,33
5411710_vastra_ektorp,2002,37
5411710_vastra_ektorp,2003,25
5411710_vastra_ektorp,2004,36
5411710_vastra_ektorp,2005,47
5411710_vastra_ektorp,2006,37
5411710_vastra_ektorp,2007,80
5411710_vastra_ektorp,2008,101
5411710_vastra_ektorp,2009,246
5411710_vastra_ektorp,2010,300
5411710_vastra_ektorp,2011,321
5411710_vastra_ektorp,2012,322
5411710_vastra_ektorp,2013,356
5411710_vastra_ektorp,2014,364
5411720_ostra_ektorp,2000,-12
5411720_ostra_ektorp,2001,-30
5411720_ostra_ektorp,2002,-42
5411720_ostra_ektorp,2003,-72
5411720_ostra_ektorp,2004,-87
5411720_ostra_ektorp,2005,-102
5411720_ostra_ektorp,2006,-95
5411720_ostra_ektorp,2007,-119
5411720_ostra_ektorp,2008,-140
5411720_ostra_ektorp,2009,-171
5411720_ostra_ektorp,2010,-153
5411720_ostra_ektorp,2011,-149
5411720_ostra_ektorp,2012,-124
5411720_ostra_ektorp,2013,-106
5411720_ostra_ektorp,2014,-121
5411740_saltangen,2000,21
5411740_saltangen,2001,4
5411740_saltangen,2002,-17
5411740_saltangen,2003,-31
5411740_saltangen,2004,-27
5411740_saltangen,2005,-37
5411740_saltangen,2006,-24
5411740_saltangen,2007,-25
5411740_saltangen,2008,-17
5411740_saltangen,2009,-4
5411740_saltangen,2010,-16
5411740_saltangen,2011,-30
5411740_saltangen,2012,-24
5411740_saltangen,2013,6
5411740_saltangen,2014,-21
5411800_duvnas,2000,-24
5411800_duvnas,2001,-67
5411800_duvnas,2002,-43
5411800_duvnas,2003,-50
5411800_duvnas,2004,-96
5411800_duvnas,2005,-99
5411800_duvnas,2006,-116
5411800_duvnas,2007,-116
5411800_duvnas,2008,-106
5411800_duvnas,2009,-88
5411800_duvnas,2010,-115
5411800_duvnas,2011,-136
5411800_duvnas,2012,-172
5411800_duvnas,2013,-195
5411800_duvnas,2014,-220
5411900_hasthagen,2000,-2
5411900_hasthagen,2001,-19
5411900_hasthagen,2002,-18
5411900_hasthagen,2003,-16
5411900_hasthagen,2004,3
5411900_hasthagen,2005,10
5411900_hasthagen,2006,17
5411900_hasthagen,2007,-2
5411900_hasthagen,2008,-12
5411900_hasthagen,2009,-6
5411900_hasthagen,2010,-11
5411900_hasthagen,2011,-15
5411900_hasthagen,2012,-17
5411900_hasthagen,2013,-19
5411900_hasthagen,2014,-12
5413001_fisksatra_sm,2000,-35
5413001_fisksatra_sm,2001,-61
5413001_fisksatra_sm,2002,-104
5413001_fisksatra_sm,2003,-144
5413001_fisksatra_sm,2004,-144
5413001_fisksatra_sm,2005,-143
5413001_fisksatra_sm,2006,-136
5413001_fisksatra_sm,2007,-123
5413001_fisksatra_sm,2008,-92
5413001_fisksatra_sm,2009,-89
5413001_fisksatra_sm,2010,-112
5413001_fisksatra_sm,2011,-105
5413001_fisksatra_sm,2012,-84
5413001_fisksatra_sm,2013,-98
5413001_fisksatra_sm,2014,-110
5413002_fisksatra_fh,2000,-61
5413002_fisksatra_fh,2001,-213
5413002_fisksatra_fh,2002,-320
5413002_fisksatra_fh,2003,-482
5413002_fisksatra_fh,2004,-604
5413002_fisksatra_fh,2005,-838
5413002_fisksatra_fh,2006,-1015
5413002_fisksatra_fh,2007,-1131
5413002_fisksatra_fh,2008,-1307
5413002_fisksatra_fh,2009,-1463
5413002_fisksatra_fh,2010,-1520
5413002_fisksatra_fh,2011,-1603
5413002_fisksatra_fh,2012,-1680
5413002_fisksatra_fh,2013,-1780
5413002_fisksatra_fh,2014,-1947
5414001_erstavik,2000,3
5414001_erstavik,2001,7
5414001_erstavik,2002,31
5414001_erstavik,2003,28
5414001_erstavik,2004,35
5414001_erstavik,2005,37
5414001_erstavik,2006,35
5414001_erstavik,2007,36
5414001_erstavik,2008,42
5414001_erstavik,2009,47
5414001_erstavik,2010,40
5414001_erstavik,2011,49
5414001_erstavik,2012,40
5414001_erstavik,2013,37
5414001_erstavik,2014,41
5414100_kolarangen,2000,-9
5414100_kolarangen,2001,-43
5414100_kolarangen,2002,-65
5414100_kolarangen,2003,-116
5414100_kolarangen,2004,-124
5414100_kolarangen,2005,-147
5414100_kolarangen,2006,-167
5414100_kolarangen,2007,-182
5414100_kolarangen,2008,-174
5414100_kolarangen,2009,-199
5414100_kolarangen,2010,-209
5414100_kolarangen,2011,-210
5414100_kolarangen,2012,-205
5414100_kolarangen,2013,-232
5414100_kolarangen,2014,-237
5414200_alta_gard,2000,4
5414200_alta_gard,2001,51
5414200_alta_gard,2002,37
5414200_alta_gard,2003,-5
5414200_alta_gard,2004,-29
5414200_alta_gard,2005,17
5414200_alta_gard,2006,3
5414200_alta_gard,2007,-44
5414200_alta_gard,2008,-73
5414200_alta_gard,2009,-74
5414200_alta_gard,2010,-62
5414200_alta_gard,2011,-70
5414200_alta_gard,2012,-79
5414200_alta_gard,2013,-100
5414200_alta_gard,2014,-126
5414300_stenso,2000,4
5414300_stenso,2001,-63
5414300_stenso,2002,-113
5414300_stenso,2003,-156
5414300_stenso,2004,-166
5414300_stenso,2005,-194
5414300_stenso,2006,-223
5414300_stenso,2007,-292
5414300_stenso,2008,-350
5414300_stenso,2009,-161
5414300_stenso,2010,-184
5414300_stenso,2011,-36
5414300_stenso,2012,-12
5414300_stenso,2013,33
5414300_stenso,2014,45
5414310_hedvigslund,2000,-5
5414310_hedvigslund,2001,-6
5414310_hedvigslund,2002,-24
5414310_hedvigslund,2003,-54
5414310_hedvigslund,2004,-67
5414310_hedvigslund,2005,-84
5414310_hedvigslund,2006,86
5414310_hedvigslund,2007,157
5414310_hedvigslund,2008,130
5414310_hedvigslund,2009,143
5414310_hedvigslund,2010,268
5414310_hedvigslund,2011,367
5414310_hedvigslund,2012,451
5414310_hedvigslund,2013,571
5414310_hedvigslund,2014,742
5423100_igelboda,2000,50
5423100_igelboda,2001,69
5423100_igelboda,2002,37
5423100_igelboda,2003,70
5423100_igelboda,2004,40
5423100_igelboda,2005,25
5423100_igelboda,2006,19
5423100_igelboda,2007,10
5423100_igelboda,2008,-35
5423100_igelboda,2009,-4
5423100_igelboda,2010,6
5423100_igelboda,2011,-4
5423100_igelboda,2012,21
5423100_igelboda,2013,14
5423100_igelboda,2014,-4
5423201_solsidan_norr,2000,-1
5423201_solsidan_norr,2001,-4
5423201_solsidan_norr,2002,-1
5423201_solsidan_norr,2003,-1
5423201_solsidan_norr,2004,-1
5423201_solsidan_norr,2005,-2
5423201_solsidan_norr,2006,-6
5423201_solsidan_norr,2007,-9
5423201_solsidan_norr,2008,-12
5423201_solsidan_norr,2009,-5
5423201_solsidan_norr,2010,-6
5423201_solsidan_norr,2011,-6
5423201_solsidan_norr,2012,-7
5423201_solsidan_norr,2013,-15
5423201_solsidan_norr,2014,-21
5423202_saltsjobaden_centrum,2000,-10
5423202_saltsjobaden_centrum,2001,5
5423202_saltsjobaden_centrum,2002,18
5423202_saltsjobaden_centrum,2003,18
5423202_saltsjobaden_centrum,2004,13
5423202_saltsjobaden_centrum,2005,37
5423202_saltsjobaden_centrum,2006,56
5423202_saltsjobaden_centrum,2007,68
5423202_saltsjobaden_centrum,2008,98
5423202_saltsjobaden_centrum,2009,99
5423202_saltsjobaden_centrum,2010,164
5423202_saltsjobaden_centrum,2011,156
5423202_saltsjobaden_centrum,2012,168
5423202_saltsjobaden_centrum,2013,167
5423202_saltsjobaden_centrum,2014,189
5423230_tattby,2000,7
5423230_tattby,2001,5
5423230_tattby,2002,13
5423230_tattby,2003,6
5423230_tattby,2004,14
5423230_tattby,2005,22
5423230_tattby,2006,61
5423230_tattby,2007,88
5423230_tattby,2008,117
5423230_tattby,2009,95
5423230_tattby,2010,118
5423230_tattby,2011,149
5423230_tattby,2012,139
5423230_tattby,2013,167
5423230_tattby,2014,188
5423300_neglingeon,2000,-4
5423300_neglingeon,2001,-13
5423300_neglingeon,2002,12
5423300_neglingeon,2003,50
5423300_neglingeon,2004,68
5423300_neglingeon,2005,168
5423300_neglingeon,2006,249
5423300_neglingeon,2007,378
5423300_neglingeon,2008,411
5423300_neglingeon,2009,394
5423300_neglingeon,2010,410
5423300_neglingeon,2011,407
5423300_neglingeon,2012,400
5423300_neglingeon,2013,399
5423300_neglingeon,2014,422
5423400_solsidan,2000,-1
5423400_solsidan,2001,-11
5423400_solsidan,2002,-23
5423400_solsidan,2003,-36
5423400_solsidan,2004,-42
5423400_solsidan,2005,-38
5423400_solsidan,2006,-63
5423400_solsidan,2007,-57
5423400_solsidan,2008,-51
5423400_solsidan,2009,-46
5423400_solsidan,2010,-53
5423400_solsidan,2011,-69
5423400_solsidan,2012,-72
5423400_solsidan,2013,-72
5423400_solsidan,2014,-45
5423500_algo,2000,6
5423500_algo,2001,31
5423500_algo,2002,44
5423500_algo,2003,50
5423500_algo,2004,46
5423500_algo,2005,67
5423500_algo,2006,64
5423500_algo,2007,71
5423500_algo,2008,103
5423500_algo,2009,145
5423500_algo,2010,137
5423500_algo,2011,140
5423500_algo,2012,162
5423500_algo,2013,146
5423500_algo,2014,179
5432000_norra_bjorknas,2000,8
5432000_norra_bjorknas,2001,13
5432000_norra_bjorknas,2002,27
5432000_norra_bjorknas,2003,27
5432000_norra_bjorknas,2004,48
5432000_norra_bjorknas,2005,54
5432000_norra_bjorknas,2006,88
5432000_norra_bjorknas,2007,113
5432000_norra_bjorknas,2008,132
5432000_norra_bjorknas,2009,169
5432000_norra_bjorknas,2010,182
5432000_norra_bjorknas,2011,191
5432000_norra_bjorknas,2012,197
5432000_norra_bjorknas,2013,196
5432000_norra_bjorknas,2014,182
5432020_sodra_bjorknas,2000,-12
5432020_sodra_bjorknas,2001,-5
5432020_sodra_bjorknas,2002,-54
5432020_sodra_bjorknas,2003,-47
5432020_sodra_bjorknas,2004,16
5432020_sodra_bjorknas,2005,35
5432020_sodra_bjorknas,2006,66
5432020_sodra_bjorknas,2007,99
5432020_sodra_bjorknas,2008,102
5432020_sodra_bjorknas,2009,91
5432020_sodra_bjorknas,2010,96
5432020_sodra_bjorknas,2011,66
5432020_sodra_bjorknas,2012,40
5432020_sodra_bjorknas,2013,25
5432020_sodra_bjorknas,2014,37
5432030_klinten,2000,2
5432030_klinten,2001,-4
5432030_klinten,2002,-5
5432030_klinten,2003,-15
5432030_klinten,2004,-29
5432030_klinten,2005,-20
5432030_klinten,2006,-12
5432030_klinten,2007,-8
5432030_klinten,2008,10
5432030_klinten,2009,-1
5432030_klinten,2010,13
5432030_klinten,2011,-41
5432030_klinten,2012,-106
5432030_klinten,2013,15
5432030_klinten,2014,26
5432100_eknas,2000,-27
5432100_eknas,2001,-64
5432100_eknas,2002,-102
5432100_eknas,2003,-95
5432100_eknas,2004,-109
5432100_eknas,2005,-38
5432100_eknas,2006,-16
5432100_eknas,2007,-21
5432100_eknas,2008,-38
5432100_eknas,2009,-22
5432100_eknas,2010,-46
5432100_eknas,2011,-111
5432100_eknas,2012,100
5432100_eknas,2013,160
5432100_eknas,2014,285
5432200_vastra_kummelnas,2000,38
5432200_vastra_kummelnas,2001,85
5432200_vastra_kummelnas,2002,104
5432200_vastra_kummelnas,2003,129
5432200_vastra_kummelnas,2004,127
5432200_vastra_kummelnas,2005,151
5432200_vastra_kummelnas,2006,131
5432200_vastra_kummelnas,2007,151
5432200_vastra_kummelnas,2008,186
5432200_vastra_kummelnas,2009,213
5432200_vastra_kummelnas,2010,238
5432200_vastra_kummelnas,2011,240
5432200_vastra_kummelnas,2012,227
5432200_vastra_kummelnas,2013,244
5432200_vastra_kummelnas,2014,321
5432220_ostra_kummelnas,2000,38
5432220_ostra_kummelnas,2001,22
5432220_ostra_kummelnas,2002,31
5432220_ostra_kummelnas,2003,74
5432220_ostra_kummelnas,2004,89
5432220_ostra_kummelnas,2005,85
5432220_ostra_kummelnas,2006,87
5432220_ostra_kummelnas,2007,104
5432220_ostra_kummelnas,2008,137
5432220_ostra_kummelnas,2009,200
5432220_ostra_kummelnas,2010,231
5432220_ostra_kummelnas,2011,273
5432220_ostra_kummelnas,2012,317
5432220_ostra_kummelnas,2013,321
5432220_ostra_kummelnas,2014,367
5432300_kil,2000,53
5432300_kil,2001,152
5432300_kil,2002,193
5432300_kil,2003,190
5432300_kil,2004,213
5432300_kil,2005,249
5432300_kil,2006,257
5432300_kil,2007,257
5432300_kil,2008,283
5432300_kil,2009,304
5432300_kil,2010,312
5432300_kil,2011,327
5432300_kil,2012,331
5432300_kil,2013,340
5432300_kil,2014,366
5432400_krokhojden,2000,-20
5432400_krokhojden,2001,-9
5432400_krokhojden,2002,-27
5432400_krokhojden,2003,-21
5432400_krokhojden,2004,-37
5432400_krokhojden,2005,-45
5432400_krokhojden,2006,-44
5432400_krokhojden,2007,-76
5432400_krokhojden,2008,-78
5432400_krokhojden,2009,-70
5432400_krokhojden,2010,-65
5432400_krokhojden,2011,-75
5432400_krokhojden,2012,-88
5432400_krokhojden,2013,-87
5432400_krokhojden,2014,-106
5432410_orminge,2000,93
5432410_orminge,2001,33
5432410_orminge,2002,-79
5432410_orminge,2003,-138
5432410_orminge,2004,-183
5432410_orminge,2005,-266
5432410_orminge,2006,-236
5432410_orminge,2007,-163
5432410_orminge,2008,-225
5432410_orminge,2009,-266
5432410_orminge,2010,-198
5432410_orminge,2011,-222
5432410_orminge,2012,-175
5432410_orminge,2013,-219
5432410_orminge,2014,-215
5432500_mensattra,2000,-24
5432500_mensattra,2001,-102
5432500_mensattra,2002,-102
5432500_mensattra,2003,-156
5432500_mensattra,2004,-182
5432500_mensattra,2005,-220
5432500_mensattra,2006,-223
5432500_mensattra,2007,-260
5432500_mensattra,2008,-289
5432500_mensattra,2009,-281
5432500_mensattra,2010,-286
5432500_mensattra,2011,-302
5432500_mensattra,2012,-326
5432500_mensattra,2013,-365
5432500_mensattra,2014,-406
5432600_kallvagen,2000,64
5432600_kallvagen,2001,101
5432600_kallvagen,2002,158
5432600_kallvagen,2003,257
5432600_kallvagen,2004,308
5432600_kallvagen,2005,378
5432600_kallvagen,2006,359
5432600_kallvagen,2007,339
5432600_kallvagen,2008,359
5432600_kallvagen,2009,337
5432600_kallvagen,2010,332
5432600_kallvagen,2011,343
5432600_kallvagen,2012,324
5432600_kallvagen,2013,290
5432600_kallvagen,2014,265
5432610_eriksvik,2000,8
5432610_eriksvik,2001,23
5432610_eriksvik,2002,13
5432610_eriksvik,2003,14
5432610_eriksvik,2004,14
5432610_eriksvik,2005,20
5432610_eriksvik,2006,20
5432610_eriksvik,2007,73
5432610_eriksvik,2008,112
5432610_eriksvik,2009,116
5432610_eriksvik,2010,130
5432610_eriksvik,2011,133
5432610_eriksvik,2012,151
5432610_eriksvik,2013,145
5432610_eriksvik,2014,172
5432700_norra_lannersta,2000,58
5432700_norra_lannersta,2001,39
5432700_norra_lannersta,2002,72
5432700_norra_lannersta,2003,93
5432700_norra_lannersta,2004,101
5432700_norra_lannersta,2005,121
5432700_norra_lannersta,2006,112
5432700_norra_lannersta,2007,75
5432700_norra_lannersta,2008,76
5432700_norra_lannersta,2009,141
5432700_norra_lannersta,2010,164
5432700_norra_lannersta,2011,182
5432700_norra_lannersta,2012,223
5432700_norra_lannersta,2013,245
5432700_norra_lannersta,2014,204
5432710_sodra_lannersta,2000,7
5432710_sodra_lannersta,2001,19
5432710_sodra_lannersta,2002,23
5432710_sodra_lannersta,2003,42
5432710_sodra_lannersta,2004,71
5432710_sodra_lannersta,2005,128
5432710_sodra_lannersta,2006,165
5432710_sodra_lannersta,2007,208
5432710_sodra_lannersta,2008,244
5432710_sodra_lannersta,2009,288
5432710_sodra_lannersta,2010,326
5432710_sodra_lannersta,2011,335
5432710_sodra_lannersta,2012,329
5432710_sodra_lannersta,2013,353
5432710_sodra_lannersta,2014,370
5432810_boo_gard,2000,-14
5432810_boo_gard,2001,-8
5432810_boo_gard,2002,17
5432810_boo_gard,2003,115
5432810_boo_gard,2004,150
5432810_boo_gard,2005,210
5432810_boo_gard,2006,274
5432810_boo_gard,2007,277
5432810_boo_gard,2008,335
5432810_boo_gard,2009,345
5432810_boo_gard,2010,370
5432810_boo_gard,2011,379
5432810_boo_gard,2012,381
5432810_boo_gard,2013,390
5432810_boo_gard,2014,401
5432900_gustavsvik,2000,12
5432900_gustavsvik,2001,20
5432900_gustavsvik,2002,19
5432900_gustavsvik,2003,38
5432900_gustavsvik,2004,46
5432900_gustavsvik,2005,60
5432900_gustavsvik,2006,53
5432900_gustavsvik,2007,51
5432900_gustavsvik,2008,73
5432900_gustavsvik,2009,85
5432900_gustavsvik,2010,54
5432900_gustavsvik,2011,65
5432900_gustavsvik,2012,57
5432900_gustavsvik,2013,54
5432900_gustavsvik,2014,62
5511000_vastra_trollbacken,2000,24
5511000_vastra_trollbacken,2001,15
5511000_vastra_trollbacken,2002,-1
5511000_vastra_trollbacken,2003,-11
5511000_vastra_trollbacken,2004,-8
5511000_vastra_trollbacken,2005,-3
5511000_vastra_trollbacken,2006,32
5511000_vastra_trollbacken,2007,65
5511000_vastra_trollbacken,2008,186
5511000_vastra_trollbacken,2009,158
5511000_vastra_trollbacken,2010,166
5511000_vastra_trollbacken,2011,135
5511000_vastra_trollbacken,2012,140
5511000_vastra_trollbacken,2013,188
5511000_vastra_trollbacken,2014,199
5511120_centrala_trollbacken,2000,-32
5511120_centrala_trollbacken,2001,-35
5511120_centrala_trollbacken,2002,-57
5511120_centrala_trollbacken,2003,-32
5511120_centrala_trollbacken,2004,-44
5511120_centrala_trollbacken,2005,-46
5511120_centrala_trollbacken,2006,-23
5511120_centrala_trollbacken,2007,-39
5511120_centrala_trollbacken,2008,-45
5511120_centrala_trollbacken,2009,-28
5511120_centrala_trollbacken,2010,-29
5511120_centrala_trollbacken,2011,6
5511120_centrala_trollbacken,2012,-7
5511120_centrala_trollbacken,2013,1
5511120_centrala_trollbacken,2014,8
5511130_sodergarden,2000,49
5511130_sodergarden,2001,73
5511130_sodergarden,2002,62
5511130_sodergarden,2003,83
5511130_sodergarden,2004,87
5511130_sodergarden,2005,93
5511130_sodergarden,2006,81
5511130_sodergarden,2007,59
5511130_sodergarden,2008,36
5511130_sodergarden,2009,35
5511130_sodergarden,2010,50
5511130_sodergarden,2011,20
5511130_sodergarden,2012,27
5511130_sodergarden,2013,50
5511130_sodergarden,2014,61
5511140_skalsatra,2000,7
5511140_skalsatra,2001,-21
5511140_skalsatra,2002,-31
5511140_skalsatra,2003,-37
5511140_skalsatra,2004,-48
5511140_skalsatra,2005,-73
5511140_skalsatra,2006,-78
5511140_skalsatra,2007,-6
5511140_skalsatra,2008,-56
