basomrade,year,cumulative_immigration_surplus_female
5330340_krakvik,2000,2
5330340_krakvik,2001,9
5330340_krakvik,2002,21
5330340_krakvik,2003,11
5330340_krakvik,2004,20
5330340_krakvik,2005,13
5330340_krakvik,2006,20
5330340_krakvik,2007,15
5330340_krakvik,2008,-3
5330340_krakvik,2009,-1
5330340_krakvik,2010,-6
5330340_krakvik,2011,-15
5330340_krakvik,2012,-18
5330340_krakvik,2013,-9
5330340_krakvik,2014,-3
5330410_utsalje,2000,-9
5330410_utsalje,2001,-24
5330410_utsalje,2002,-48
5330410_utsalje,2003,-46
5330410_utsalje,2004,-93
5330410_utsalje,2005,-89
5330410_utsalje,2006,-98
5330410_utsalje,2007,-91
5330410_utsalje,2008,-98
5330410_utsalje,2009,-118
5330410_utsalje,2010,-126
5330410_utsalje,2011,-139
5330410_utsalje,2012,-143
5330410_utsalje,2013,-132
5330410_utsalje,2014,-147
5330430_snattringe_gard,2000,-2
5330430_snattringe_gard,2001,-9
5330430_snattringe_gard,2002,-3
5330430_snattringe_gard,2003,0
5330430_snattringe_gard,2004,-11
5330430_snattringe_gard,2005,-9
5330430_snattringe_gard,2006,-17
5330430_snattringe_gard,2007,-13
5330430_snattringe_gard,2008,-22
5330430_snattringe_gard,2009,-24
5330430_snattringe_gard,2010,-25
5330430_snattringe_gard,2011,-33
5330430_snattringe_gard,2012,-30
5330430_snattringe_gard,2013,-31
5330430_snattringe_gard,2014,-34
5340500_glomsta,2000,2
5340500_glomsta,2001,14
5340500_glomsta,2002,33
5340500_glomsta,2003,65
5340500_glomsta,2004,121
5340500_glomsta,2005,152
5340500_glomsta,2006,181
5340500_glomsta,2007,204
5340500_glomsta,2008,217
5340500_glomsta,2009,244
5340500_glomsta,2010,252
5340500_glomsta,2011,267
5340500_glomsta,2012,294
5340500_glomsta,2013,341
5340500_glomsta,2014,412
5340630_kasta,2000,25
5340630_kasta,2001,67
5340630_kasta,2002,70
5340630_kasta,2003,76
5340630_kasta,2004,89
5340630_kasta,2005,83
5340630_kasta,2006,94
5340630_kasta,2007,96
5340630_kasta,2008,87
5340630_kasta,2009,87
5340630_kasta,2010,74
5340630_kasta,2011,93
5340630_kasta,2012,88
5340630_kasta,2013,84
5340630_kasta,2014,87
5340640_grantorp,2000,27
5340640_grantorp,2001,-26
5340640_grantorp,2002,-123
5340640_grantorp,2003,-238
5340640_grantorp,2004,-305
5340640_grantorp,2005,-364
5340640_grantorp,2006,-426
5340640_grantorp,2007,-536
5340640_grantorp,2008,-624
5340640_grantorp,2009,-637
5340640_grantorp,2010,-702
5340640_grantorp,2011,-752
5340640_grantorp,2012,-826
5340640_grantorp,2013,-944
5340640_grantorp,2014,-1015
5340710_visattra,2000,25
5340710_visattra,2001,35
5340710_visattra,2002,-13
5340710_visattra,2003,-50
5340710_visattra,2004,42
5340710_visattra,2005,-16
5340710_visattra,2006,-71
5340710_visattra,2007,-126
5340710_visattra,2008,-142
5340710_visattra,2009,-175
5340710_visattra,2010,-224
5340710_visattra,2011,-310
5340710_visattra,2012,-323
5340710_visattra,2013,-344
5340710_visattra,2014,-392
5411010_henriksdal,2000,4
5411010_henriksdal,2001,19
5411010_henriksdal,2002,10
5411010_henriksdal,2003,-2
5411010_henriksdal,2004,-14
5411010_henriksdal,2005,-18
5411010_henriksdal,2006,-23
5411010_henriksdal,2007,-50
5411010_henriksdal,2008,-44
5411010_henriksdal,2009,-60
5411010_henriksdal,2010,-70
5411010_henriksdal,2011,-82
5411010_henriksdal,2012,-98
5411010_henriksdal,2013,-113
5411010_henriksdal,2014,-120
5411020_finnberget,2000,3
5411020_finnberget,2001,7
5411020_finnberget,2002,10
5411020_finnberget,2003,15
5411020_finnberget,2004,42
5411020_finnberget,2005,63
5411020_finnberget,2006,53
5411020_finnberget,2007,58
5411020_finnberget,2008,57
5411020_finnberget,2009,54
5411020_finnberget,2010,52
5411020_finnberget,2011,38
5411020_finnberget,2012,21
5411020_finnberget,2013,29
5411020_finnberget,2014,26
5411030_kvarnholmen,2000,2
5411030_kvarnholmen,2001,-6
5411030_kvarnholmen,2002,-7
5411030_kvarnholmen,2003,-11
5411030_kvarnholmen,2004,-12
5411030_kvarnholmen,2005,-8
5411030_kvarnholmen,2006,-11
5411030_kvarnholmen,2007,-16
5411030_kvarnholmen,2008,-19
5411030_kvarnholmen,2009,-11
5411030_kvarnholmen,2010,-4
5411030_kvarnholmen,2011,-8
5411030_kvarnholmen,2012,45
5411030_kvarnholmen,2013,86
5411030_kvarnholmen,2014,291
5411040_danviken,2000,61
5411040_danviken,2001,178
5411040_danviken,2002,231
5411040_danviken,2003,281
5411040_danviken,2004,399
5411040_danviken,2005,502
5411040_danviken,2006,622
5411040_danviken,2007,830
5411040_danviken,2008,927
5411040_danviken,2009,1099
5411040_danviken,2010,1162
5411040_danviken,2011,1194
5411040_danviken,2012,1185
5411040_danviken,2013,1248
5411040_danviken,2014,1415
5411100_alphyddan,2000,7
5411100_alphyddan,2001,2
5411100_alphyddan,2002,-5
5411100_alphyddan,2003,-2
5411100_alphyddan,2004,-2
5411100_alphyddan,2005,3
5411100_alphyddan,2006,-4
5411100_alphyddan,2007,0
5411100_alphyddan,2008,-7
5411100_alphyddan,2009,-3
5411100_alphyddan,2010,-9
5411100_alphyddan,2011,-6
5411100_alphyddan,2012,-5
5411100_alphyddan,2013,-5
5411100_alphyddan,2014,-15
5411110_finntorp,2000,35
5411110_finntorp,2001,47
5411110_finntorp,2002,53
5411110_finntorp,2003,85
5411110_finntorp,2004,94
5411110_finntorp,2005,134
5411110_finntorp,2006,168
5411110_finntorp,2007,160
5411110_finntorp,2008,169
5411110_finntorp,2009,163
5411110_finntorp,2010,241
5411110_finntorp,2011,314
5411110_finntorp,2012,320
5411110_finntorp,2013,353
5411110_finntorp,2014,367
5411130_ekudden,2000,-10
5411130_ekudden,2001,-11
5411130_ekudden,2002,-21
5411130_ekudden,2003,-19
5411130_ekudden,2004,-14
5411130_ekudden,2005,-21
5411130_ekudden,2006,-27
5411130_ekudden,2007,-42
5411130_ekudden,2008,-61
5411130_ekudden,2009,-52
5411130_ekudden,2010,-38
5411130_ekudden,2011,75
5411130_ekudden,2012,77
5411130_ekudden,2013,102
5411130_ekudden,2014,88
5411140_jarla_industriomr,2000,-4
5411140_jarla_industriomr,2001,47
5411140_jarla_industriomr,2002,225
5411140_jarla_industriomr,2003,256
5411140_jarla_industriomr,2004,385
5411140_jarla_industriomr,2005,488
5411140_jarla_industriomr,2006,574
5411140_jarla_industriomr,2007,648
5411140_jarla_industriomr,2008,640
5411140_jarla_industriomr,2009,603
5411140_jarla_industriomr,2010,615
5411140_jarla_industriomr,2011,589
5411140_jarla_industriomr,2012,588
5411140_jarla_industriomr,2013,635
5411140_jarla_industriomr,2014,616
5411200_sickla_industriomr,2000,-5
5411200_sickla_industriomr,2001,15
5411200_sickla_industriomr,2002,98
5411200_sickla_industriomr,2003,177
5411200_sickla_industriomr,2004,283
5411200_sickla_industriomr,2005,325
5411200_sickla_industriomr,2006,513
5411200_sickla_industriomr,2007,597
5411200_sickla_industriomr,2008,621
5411200_sickla_industriomr,2009,613
5411200_sickla_industriomr,2010,606
5411200_sickla_industriomr,2011,567
5411200_sickla_industriomr,2012,562
5411200_sickla_industriomr,2013,544
5411200_sickla_industriomr,2014,502
5411210_tallbacken,2000,23
5411210_tallbacken,2001,9
5411210_tallbacken,2002,-1
5411210_tallbacken,2003,-5
5411210_tallbacken,2004,-7
5411210_tallbacken,2005,-5
5411210_tallbacken,2006,-4
5411210_tallbacken,2007,0
5411210_tallbacken,2008,-10
5411210_tallbacken,2009,139
5411210_tallbacken,2010,136
5411210_tallbacken,2011,160
5411210_tallbacken,2012,163
5411210_tallbacken,2013,164
5411210_tallbacken,2014,150
5411220_nysatra,2000,2
5411220_nysatra,2001,-1
5411220_nysatra,2002,9
5411220_nysatra,2003,5
5411220_nysatra,2004,11
5411220_nysatra,2005,9
5411220_nysatra,2006,14
5411220_nysatra,2007,5
5411220_nysatra,2008,5
5411220_nysatra,2009,6
5411220_nysatra,2010,8
5411220_nysatra,2011,13
5411220_nysatra,2012,11
5411220_nysatra,2013,14
5411220_nysatra,2014,-2
5411320_jarlaberg,2000,-15
5411320_jarlaberg,2001,-48
5411320_jarlaberg,2002,-83
5411320_jarlaberg,2003,-120
5411320_jarlaberg,2004,-146
5411320_jarlaberg,2005,-92
5411320_jarlaberg,2006,-85
5411320_jarlaberg,2007,-123
5411320_jarlaberg,2008,-133
5411320_jarlaberg,2009,-159
5411320_jarlaberg,2010,-155
5411320_jarlaberg,2011,-187
5411320_jarlaberg,2012,-206
5411320_jarlaberg,2013,-220
5411320_jarlaberg,2014,-238
5411330_vikdalen,2000,-2
5411330_vikdalen,2001,-1
5411330_vikdalen,2002,-1
5411330_vikdalen,2003,0
5411330_vikdalen,2004,-3
5411330_vikdalen,2005,-1
5411330_vikdalen,2006,-3
5411330_vikdalen,2007,-7
5411330_vikdalen,2008,-9
5411330_vikdalen,2009,-1
5411330_vikdalen,2010,-11
5411330_vikdalen,2011,-13
5411330_vikdalen,2012,-13
5411330_vikdalen,2013,-17
5411330_vikdalen,2014,-19
5411340_nacka_strand,2000,54
5411340_nacka_strand,2001,54
5411340_nacka_strand,2002,49
5411340_nacka_strand,2003,45
5411340_nacka_strand,2004,43
5411340_nacka_strand,2005,31
5411340_nacka_strand,2006,43
5411340_nacka_strand,2007,40
5411340_nacka_strand,2008,32
5411340_nacka_strand,2009,39
5411340_nacka_strand,2010,40
5411340_nacka_strand,2011,43
5411340_nacka_strand,2012,22
5411340_nacka_strand,2013,12
5411340_nacka_strand,2014,8
5411410_nacka_centrum,2000,-28
5411410_nacka_centrum,2001,-28
5411410_nacka_centrum,2002,-27
5411410_nacka_centrum,2003,-28
5411410_nacka_centrum,2004,-38
5411410_nacka_centrum,2005,-47
5411410_nacka_centrum,2006,-40
5411410_nacka_centrum,2007,-54
5411410_nacka_centrum,2008,-20
5411410_nacka_centrum,2009,78
5411410_nacka_centrum,2010,148
5411410_nacka_centrum,2011,152
5411410_nacka_centrum,2012,139
5411410_nacka_centrum,2013,138
5411410_nacka_centrum,2014,127
5411500_storangen,2000,10
5411500_storangen,2001,-12
5411500_storangen,2002,-10
5411500_storangen,2003,6
5411500_storangen,2004,18
5411500_storangen,2005,56
5411500_storangen,2006,60
5411500_storangen,2007,116
5411500_storangen,2008,119
5411500_storangen,2009,146
5411500_storangen,2010,162
5411500_storangen,2011,177
5411500_storangen,2012,180
5411500_storangen,2013,178
5411500_storangen,2014,168
5411600_duvnas_utskog,2000,-2
5411600_duvnas_utskog,2001,-7
5411600_duvnas_utskog,2002,-9
5411600_duvnas_utskog,2003,-13
5411600_duvnas_utskog,2004,-13
5411600_duvnas_utskog,2005,-26
5411600_duvnas_utskog,2006,-15
5411600_duvnas_utskog,2007,-4
5411600_duvnas_utskog,2008,-6
5411600_duvnas_utskog,2009,-9
5411600_duvnas_utskog,2010,-18
5411600_duvnas_utskog,2011,-2
5411600_duvnas_utskog,2012,30
5411600_duvnas_utskog,2013,41
5411600_duvnas_utskog,2014,37
5411610_skuru,2000,21
5411610_skuru,2001,4
5411610_skuru,2002,-12
5411610_skuru,2003,-6
5411610_skuru,2004,-20
5411610_skuru,2005,-13
5411610_skuru,2006,-21
5411610_skuru,2007,-23
5411610_skuru,2008,25
5411610_skuru,2009,61
5411610_skuru,2010,85
5411610_skuru,2011,76
5411610_skuru,2012,73
5411610_skuru,2013,61
5411610_skuru,2014,85
5411700_skogalund,2000,-4
5411700_skogalund,2001,-12
5411700_skogalund,2002,-11
5411700_skogalund,2003,0
5411700_skogalund,2004,-18
5411700_skogalund,2005,-45
5411700_skogalund,2006,-30
5411700_skogalund,2007,-39
5411700_skogalund,2008,-42
5411700_skogalund,2009,-46
5411700_skogalund,2010,-41
5411700_skogalund,2011,-45
5411700_skogalund,2012,-52
5411700_skogalund,2013,-58
5411700_skogalund,2014,-55
5411710_vastra_ektorp,2000,5
5411710_vastra_ektorp,2001,25
5411710_vastra_ektorp,2002,32
5411710_vastra_ektorp,2003,37
5411710_vastra_ektorp,2004,48
5411710_vastra_ektorp,2005,58
5411710_vastra_ektorp,2006,48
5411710_vastra_ektorp,2007,67
5411710_vastra_ektorp,2008,77
5411710_vastra_ektorp,2009,143
5411710_vastra_ektorp,2010,190
5411710_vastra_ektorp,2011,208
5411710_vastra_ektorp,2012,213
5411710_vastra_ektorp,2013,223
5411710_vastra_ektorp,2014,226
5411720_ostra_ektorp,2000,-12
5411720_ostra_ektorp,2001,-14
5411720_ostra_ektorp,2002,-11
5411720_ostra_ektorp,2003,-37
5411720_ostra_ektorp,2004,-32
5411720_ostra_ektorp,2005,-43
5411720_ostra_ektorp,2006,-45
5411720_ostra_ektorp,2007,-65
5411720_ostra_ektorp,2008,-70
5411720_ostra_ektorp,2009,-89
5411720_ostra_ektorp,2010,-83
5411720_ostra_ektorp,2011,-77
5411720_ostra_ektorp,2012,-56
5411720_ostra_ektorp,2013,-55
5411720_ostra_ektorp,2014,-59
5411740_saltangen,2000,20
5411740_saltangen,2001,17
5411740_saltangen,2002,7
5411740_saltangen,2003,-9
5411740_saltangen,2004,-17
5411740_saltangen,2005,-25
5411740_saltangen,2006,-20
5411740_saltangen,2007,-31
5411740_saltangen,2008,-30
5411740_saltangen,2009,-19
5411740_saltangen,2010,-20
5411740_saltangen,2011,-29
5411740_saltangen,2012,-34
5411740_saltangen,2013,-11
5411740_saltangen,2014,-18
5411800_duvnas,2000,-20
5411800_duvnas,2001,-41
5411800_duvnas,2002,-37
5411800_duvnas,2003,-46
5411800_duvnas,2004,-74
5411800_duvnas,2005,-72
5411800_duvnas,2006,-78
5411800_duvnas,2007,-88
5411800_duvnas,2008,-93
5411800_duvnas,2009,-91
5411800_duvnas,2010,-105
5411800_duvnas,2011,-109
5411800_duvnas,2012,-124
5411800_duvnas,2013,-147
5411800_duvnas,2014,-158
5411900_hasthagen,2000,-2
5411900_hasthagen,2001,-7
5411900_hasthagen,2002,-3
5411900_hasthagen,2003,-1
5411900_hasthagen,2004,14
5411900_hasthagen,2005,12
5411900_hasthagen,2006,15
5411900_hasthagen,2007,10
5411900_hasthagen,2008,6
5411900_hasthagen,2009,10
5411900_hasthagen,2010,4
5411900_hasthagen,2011,1
5411900_hasthagen,2012,-2
5411900_hasthagen,2013,-1
5411900_hasthagen,2014,7
5413001_fisksatra_sm,2000,-16
5413001_fisksatra_sm,2001,-26
5413001_fisksatra_sm,2002,-51
5413001_fisksatra_sm,2003,-71
5413001_fisksatra_sm,2004,-68
5413001_fisksatra_sm,2005,-73
5413001_fisksatra_sm,2006,-63
5413001_fisksatra_sm,2007,-71
5413001_fisksatra_sm,2008,-43
5413001_fisksatra_sm,2009,-36
5413001_fisksatra_sm,2010,-54
5413001_fisksatra_sm,2011,-47
5413001_fisksatra_sm,2012,-40
5413001_fisksatra_sm,2013,-51
5413001_fisksatra_sm,2014,-66
5413002_fisksatra_fh,2000,-24
5413002_fisksatra_fh,2001,-100
5413002_fisksatra_fh,2002,-151
5413002_fisksatra_fh,2003,-226
5413002_fisksatra_fh,2004,-296
5413002_fisksatra_fh,2005,-450
5413002_fisksatra_fh,2006,-531
5413002_fisksatra_fh,2007,-562
5413002_fisksatra_fh,2008,-654
5413002_fisksatra_fh,2009,-757
5413002_fisksatra_fh,2010,-783
5413002_fisksatra_fh,2011,-808
5413002_fisksatra_fh,2012,-875
5413002_fisksatra_fh,2013,-921
5413002_fisksatra_fh,2014,-993
5414001_erstavik,2000,4
5414001_erstavik,2001,6
5414001_erstavik,2002,18
5414001_erstavik,2003,18
5414001_erstavik,2004,20
5414001_erstavik,2005,23
5414001_erstavik,2006,22
5414001_erstavik,2007,20
5414001_erstavik,2008,23
5414001_erstavik,2009,25
5414001_erstavik,2010,26
5414001_erstavik,2011,33
5414001_erstavik,2012,24
5414001_erstavik,2013,23
5414001_erstavik,2014,23
5414100_kolarangen,2000,8
5414100_kolarangen,2001,-11
5414100_kolarangen,2002,-15
5414100_kolarangen,2003,-47
5414100_kolarangen,2004,-49
5414100_kolarangen,2005,-59
5414100_kolarangen,2006,-60
5414100_kolarangen,2007,-80
5414100_kolarangen,2008,-76
5414100_kolarangen,2009,-94
5414100_kolarangen,2010,-100
5414100_kolarangen,2011,-105
5414100_kolarangen,2012,-103
5414100_kolarangen,2013,-125
5414100_kolarangen,2014,-125
5414200_alta_gard,2000,-3
5414200_alta_gard,2001,19
5414200_alta_gard,2002,10
5414200_alta_gard,2003,-10
5414200_alta_gard,2004,-26
5414200_alta_gard,2005,0
5414200_alta_gard,2006,-10
5414200_alta_gard,2007,-23
5414200_alta_gard,2008,-48
5414200_alta_gard,2009,-66
5414200_alta_gard,2010,-48
5414200_alta_gard,2011,-59
5414200_alta_gard,2012,-56
5414200_alta_gard,2013,-66
5414200_alta_gard,2014,-73
5414300_stenso,2000,-5
5414300_stenso,2001,-40
5414300_stenso,2002,-78
5414300_stenso,2003,-85
5414300_stenso,2004,-99
5414300_stenso,2005,-111
5414300_stenso,2006,-137
5414300_stenso,2007,-160
5414300_stenso,2008,-200
5414300_stenso,2009,-107
5414300_stenso,2010,-122
5414300_stenso,2011,-56
5414300_stenso,2012,-55
5414300_stenso,2013,-18
5414300_stenso,2014,-8
5414310_hedvigslund,2000,1
5414310_hedvigslund,2001,11
5414310_hedvigslund,2002,-10
5414310_hedvigslund,2003,-22
5414310_hedvigslund,2004,-42
5414310_hedvigslund,2005,-58
5414310_hedvigslund,2006,25
5414310_hedvigslund,2007,68
5414310_hedvigslund,2008,58
5414310_hedvigslund,2009,66
5414310_hedvigslund,2010,135
5414310_hedvigslund,2011,177
5414310_hedvigslund,2012,226
5414310_hedvigslund,2013,292
5414310_hedvigslund,2014,364
5423100_igelboda,2000,32
5423100_igelboda,2001,35
5423100_igelboda,2002,21
5423100_igelboda,2003,41
5423100_igelboda,2004,26
5423100_igelboda,2005,16
5423100_igelboda,2006,2
5423100_igelboda,2007,7
5423100_igelboda,2008,1
5423100_igelboda,2009,16
5423100_igelboda,2010,19
5423100_igelboda,2011,12
5423100_igelboda,2012,29
5423100_igelboda,2013,30
5423100_igelboda,2014,26
5423201_solsidan_norr,2000,-2
5423201_solsidan_norr,2001,-4
5423201_solsidan_norr,2002,-3
5423201_solsidan_norr,2003,-4
5423201_solsidan_norr,2004,-5
5423201_solsidan_norr,2005,-7
5423201_solsidan_norr,2006,-8
5423201_solsidan_norr,2007,-14
5423201_solsidan_norr,2008,-16
5423201_solsidan_norr,2009,-9
5423201_solsidan_norr,2010,-12
5423201_solsidan_norr,2011,-9
5423201_solsidan_norr,2012,-9
5423201_solsidan_norr,2013,-9
5423201_solsidan_norr,2014,-13
5423202_saltsjobaden_centrum,2000,0
5423202_saltsjobaden_centrum,2001,8
5423202_saltsjobaden_centrum,2002,9
5423202_saltsjobaden_centrum,2003,8
5423202_saltsjobaden_centrum,2004,12
5423202_saltsjobaden_centrum,2005,31
5423202_saltsjobaden_centrum,2006,46
5423202_saltsjobaden_centrum,2007,47
5423202_saltsjobaden_centrum,2008,59
5423202_saltsjobaden_centrum,2009,62
5423202_saltsjobaden_centrum,2010,105
5423202_saltsjobaden_centrum,2011,93
5423202_saltsjobaden_centrum,2012,97
5423202_saltsjobaden_centrum,2013,102
5423202_saltsjobaden_centrum,2014,100
5423230_tattby,2000,13
5423230_tattby,2001,11
5423230_tattby,2002,13
5423230_tattby,2003,10
5423230_tattby,2004,21
5423230_tattby,2005,20
5423230_tattby,2006,43
5423230_tattby,2007,60
5423230_tattby,2008,77
5423230_tattby,2009,69
5423230_tattby,2010,77
5423230_tattby,2011,94
5423230_tattby,2012,96
5423230_tattby,2013,110
5423230_tattby,2014,122
5423300_neglingeon,2000,0
5423300_neglingeon,2001,-3
5423300_neglingeon,2002,11
5423300_neglingeon,2003,24
5423300_neglingeon,2004,33
5423300_neglingeon,2005,85
5423300_neglingeon,2006,134
5423300_neglingeon,2007,204
5423300_neglingeon,2008,215
5423300_neglingeon,2009,210
5423300_neglingeon,2010,216
5423300_neglingeon,2011,216
5423300_neglingeon,2012,205
5423300_neglingeon,2013,201
5423300_neglingeon,2014,213
5423400_solsidan,2000,3
5423400_solsidan,2001,8
5423400_solsidan,2002,-5
5423400_solsidan,2003,-20
5423400_solsidan,2004,-23
5423400_solsidan,2005,-19
5423400_solsidan,2006,-35
5423400_solsidan,2007,-35
5423400_solsidan,2008,-30
5423400_solsidan,2009,-19
5423400_solsidan,2010,-20
5423400_solsidan,2011,-24
5423400_solsidan,2012,-27
5423400_solsidan,2013,-39
5423400_solsidan,2014,-23
5423500_algo,2000,5
5423500_algo,2001,19
5423500_algo,2002,22
5423500_algo,2003,25
5423500_algo,2004,14
5423500_algo,2005,28
5423500_algo,2006,31
5423500_algo,2007,32
5423500_algo,2008,43
5423500_algo,2009,68
5423500_algo,2010,64
5423500_algo,2011,66
5423500_algo,2012,73
5423500_algo,2013,67
5423500_algo,2014,81
5432000_norra_bjorknas,2000,2
5432000_norra_bjorknas,2001,1
5432000_norra_bjorknas,2002,4
5432000_norra_bjorknas,2003,5
5432000_norra_bjorknas,2004,15
5432000_norra_bjorknas,2005,15
5432000_norra_bjorknas,2006,35
5432000_norra_bjorknas,2007,48
5432000_norra_bjorknas,2008,53
5432000_norra_bjorknas,2009,79
5432000_norra_bjorknas,2010,83
5432000_norra_bjorknas,2011,86
5432000_norra_bjorknas,2012,92
5432000_norra_bjorknas,2013,96
5432000_norra_bjorknas,2014,92
5432020_sodra_bjorknas,2000,-13
5432020_sodra_bjorknas,2001,-6
5432020_sodra_bjorknas,2002,-32
5432020_sodra_bjorknas,2003,-32
5432020_sodra_bjorknas,2004,13
5432020_sodra_bjorknas,2005,17
5432020_sodra_bjorknas,2006,41
5432020_sodra_bjorknas,2007,53
5432020_sodra_bjorknas,2008,49
5432020_sodra_bjorknas,2009,46
5432020_sodra_bjorknas,2010,39
5432020_sodra_bjorknas,2011,34
5432020_sodra_bjorknas,2012,24
5432020_sodra_bjorknas,2013,6
5432020_sodra_bjorknas,2014,20
5432030_klinten,2000,8
5432030_klinten,2001,-4
5432030_klinten,2002,-7
5432030_klinten,2003,-5
5432030_klinten,2004,-16
5432030_klinten,2005,-11
5432030_klinten,2006,5
5432030_klinten,2007,14
5432030_klinten,2008,24
5432030_klinten,2009,14
5432030_klinten,2010,22
5432030_klinten,2011,0
5432030_klinten,2012,-43
5432030_klinten,2013,33
5432030_klinten,2014,38
5432100_eknas,2000,-21
5432100_eknas,2001,-39
5432100_eknas,2002,-59
5432100_eknas,2003,-53
5432100_eknas,2004,-68
5432100_eknas,2005,-27
5432100_eknas,2006,-9
5432100_eknas,2007,-18
5432100_eknas,2008,-26
5432100_eknas,2009,-25
5432100_eknas,2010,-49
5432100_eknas,2011,-93
5432100_eknas,2012,12
5432100_eknas,2013,35
5432100_eknas,2014,100
5432200_vastra_kummelnas,2000,20
5432200_vastra_kummelnas,2001,34
5432200_vastra_kummelnas,2002,45
5432200_vastra_kummelnas,2003,54
5432200_vastra_kummelnas,2004,54
5432200_vastra_kummelnas,2005,64
5432200_vastra_kummelnas,2006,53
5432200_vastra_kummelnas,2007,54
5432200_vastra_kummelnas,2008,76
5432200_vastra_kummelnas,2009,91
5432200_vastra_kummelnas,2010,106
5432200_vastra_kummelnas,2011,103
5432200_vastra_kummelnas,2012,94
5432200_vastra_kummelnas,2013,104
5432200_vastra_kummelnas,2014,142
5432220_ostra_kummelnas,2000,19
5432220_ostra_kummelnas,2001,18
5432220_ostra_kummelnas,2002,21
5432220_ostra_kummelnas,2003,47
5432220_ostra_kummelnas,2004,59
5432220_ostra_kummelnas,2005,46
5432220_ostra_kummelnas,2006,37
5432220_ostra_kummelnas,2007,48
5432220_ostra_kummelnas,2008,63
5432220_ostra_kummelnas,2009,87
5432220_ostra_kummelnas,2010,107
5432220_ostra_kummelnas,2011,125
5432220_ostra_kummelnas,2012,149
5432220_ostra_kummelnas,2013,158
5432220_ostra_kummelnas,2014,183
5432300_kil,2000,25
5432300_kil,2001,80
5432300_kil,2002,100
5432300_kil,2003,99
5432300_kil,2004,106
5432300_kil,2005,121
5432300_kil,2006,128
5432300_kil,2007,133
5432300_kil,2008,142
5432300_kil,2009,149
5432300_kil,2010,150
5432300_kil,2011,152
5432300_kil,2012,155
5432300_kil,2013,165
5432300_kil,2014,183
5432400_krokhojden,2000,-5
5432400_krokhojden,2001,-5
5432400_krokhojden,2002,-15
5432400_krokhojden,2003,-7
5432400_krokhojden,2004,-16
5432400_krokhojden,2005,-20
5432400_krokhojden,2006,-16
5432400_krokhojden,2007,-26
5432400_krokhojden,2008,-29
5432400_krokhojden,2009,-30
5432400_krokhojden,2010,-17
5432400_krokhojden,2011,-22
5432400_krokhojden,2012,-29
5432400_krokhojden,2013,-31
5432400_krokhojden,2014,-43
5432410_orminge,2000,47
5432410_orminge,2001,22
5432410_orminge,2002,-46
5432410_orminge,2003,-61
5432410_orminge,2004,-95
5432410_orminge,2005,-132
5432410_orminge,2006,-147
5432410_orminge,2007,-98
5432410_orminge,2008,-123
5432410_orminge,2009,-142
5432410_orminge,2010,-113
5432410_orminge,2011,-140
5432410_orminge,2012,-100
5432410_orminge,2013,-131
5432410_orminge,2014,-110
5432500_mensattra,2000,-17
5432500_mensattra,2001,-59
5432500_mensattra,2002,-54
5432500_mensattra,2003,-83
5432500_mensattra,2004,-91
5432500_mensattra,2005,-103
5432500_mensattra,2006,-99
5432500_mensattra,2007,-108
5432500_mensattra,2008,-111
5432500_mensattra,2009,-110
5432500_mensattra,2010,-133
5432500_mensattra,2011,-147
5432500_mensattra,2012,-152
5432500_mensattra,2013,-171
5432500_mensattra,2014,-183
5432600_kallvagen,2000,31
5432600_kallvagen,2001,55
5432600_kallvagen,2002,78
5432600_kallvagen,2003,126
5432600_kallvagen,2004,145
5432600_kallvagen,2005,181
5432600_kallvagen,2006,174
5432600_kallvagen,2007,172
5432600_kallvagen,2008,180
5432600_kallvagen,2009,178
5432600_kallvagen,2010,181
5432600_kallvagen,2011,189
5432600_kallvagen,2012,178
5432600_kallvagen,2013,161
5432600_kallvagen,2014,141
5432610_eriksvik,2000,7
5432610_eriksvik,2001,10
5432610_eriksvik,2002,-2
5432610_eriksvik,2003,-2
5432610_eriksvik,2004,-7
5432610_eriksvik,2005,3
5432610_eriksvik,2006,10
5432610_eriksvik,2007,35
5432610_eriksvik,2008,44
5432610_eriksvik,2009,46
5432610_eriksvik,2010,54
5432610_eriksvik,2011,51
5432610_eriksvik,2012,60
5432610_eriksvik,2013,50
5432610_eriksvik,2014,67
5432700_norra_lannersta,2000,27
5432700_norra_lannersta,2001,20
5432700_norra_lannersta,2002,43
5432700_norra_lannersta,2003,44
5432700_norra_lannersta,2004,45
5432700_norra_lannersta,2005,57
5432700_norra_lannersta,2006,52
5432700_norra_lannersta,2007,31
5432700_norra_lannersta,2008,40
5432700_norra_lannersta,2009,76
5432700_norra_lannersta,2010,87
5432700_norra_lannersta,2011,80
5432700_norra_lannersta,2012,93
5432700_norra_lannersta,2013,94
5432700_norra_lannersta,2014,75
5432710_sodra_lannersta,2000,8
5432710_sodra_lannersta,2001,12
5432710_sodra_lannersta,2002,16
5432710_sodra_lannersta,2003,25
5432710_sodra_lannersta,2004,39
5432710_sodra_lannersta,2005,71
5432710_sodra_lannersta,2006,91
5432710_sodra_lannersta,2007,120
5432710_sodra_lannersta,2008,132
5432710_sodra_lannersta,2009,158
5432710_sodra_lannersta,2010,175
5432710_sodra_lannersta,2011,175
5432710_sodra_lannersta,2012,172
5432710_sodra_lannersta,2013,184
5432710_sodra_lannersta,2014,190
5432810_boo_gard,2000,-6
5432810_boo_gard,2001,-4
