basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
1210320_ekhagen,2008,-1710
1210320_ekhagen,2009,-1838
1210320_ekhagen,2010,-1944
1210320_ekhagen,2011,-2100
1210320_ekhagen,2012,-2281
1210320_ekhagen,2013,-2518
1210320_ekhagen,2014,-2740
1210330_frescati,2000,-9
1210330_frescati,2001,-8
1210330_frescati,2002,-8
1210330_frescati,2003,-13
1210330_frescati,2004,-14
1210330_frescati,2005,-16
1210330_frescati,2006,-15
1210330_frescati,2007,-17
1210330_frescati,2008,-27
1210330_frescati,2009,-23
1210330_frescati,2010,-21
1210330_frescati,2011,-24
1210330_frescati,2012,-24
1210330_frescati,2013,-46
1210330_frescati,2014,-40
1210410_centrala_hjorthagen,2000,28
1210410_centrala_hjorthagen,2001,31
1210410_centrala_hjorthagen,2002,40
1210410_centrala_hjorthagen,2003,34
1210410_centrala_hjorthagen,2004,45
1210410_centrala_hjorthagen,2005,57
1210410_centrala_hjorthagen,2006,40
1210410_centrala_hjorthagen,2007,23
1210410_centrala_hjorthagen,2008,15
1210410_centrala_hjorthagen,2009,-23
1210410_centrala_hjorthagen,2010,-26
1210410_centrala_hjorthagen,2011,-24
1210410_centrala_hjorthagen,2012,-29
1210410_centrala_hjorthagen,2013,-40
1210410_centrala_hjorthagen,2014,-15
1220110_ostermalmshallen,2000,-6
1220110_ostermalmshallen,2001,-2
1220110_ostermalmshallen,2002,-16
1220110_ostermalmshallen,2003,-27
1220110_ostermalmshallen,2004,-24
1220110_ostermalmshallen,2005,-26
1220110_ostermalmshallen,2006,-33
1220110_ostermalmshallen,2007,-33
1220110_ostermalmshallen,2008,-31
1220110_ostermalmshallen,2009,-30
1220110_ostermalmshallen,2010,-40
1220110_ostermalmshallen,2011,-49
1220110_ostermalmshallen,2012,-40
1220110_ostermalmshallen,2013,-43
1220110_ostermalmshallen,2014,-36
1220120_dramatiska_teatern,2000,7
1220120_dramatiska_teatern,2001,7
1220120_dramatiska_teatern,2002,7
1220120_dramatiska_teatern,2003,4
1220120_dramatiska_teatern,2004,5
1220120_dramatiska_teatern,2005,6
1220120_dramatiska_teatern,2006,13
1220120_dramatiska_teatern,2007,18
1220120_dramatiska_teatern,2008,17
1220120_dramatiska_teatern,2009,20
1220120_dramatiska_teatern,2010,24
1220120_dramatiska_teatern,2011,26
1220120_dramatiska_teatern,2012,34
1220120_dramatiska_teatern,2013,38
1220120_dramatiska_teatern,2014,25
1220130_ostermalmstorg,2000,-18
1220130_ostermalmstorg,2001,2
1220130_ostermalmstorg,2002,-9
1220130_ostermalmstorg,2003,-9
1220130_ostermalmstorg,2004,4
1220130_ostermalmstorg,2005,18
1220130_ostermalmstorg,2006,-6
1220130_ostermalmstorg,2007,-27
1220130_ostermalmstorg,2008,-40
1220130_ostermalmstorg,2009,-42
1220130_ostermalmstorg,2010,-19
1220130_ostermalmstorg,2011,-23
1220130_ostermalmstorg,2012,-33
1220130_ostermalmstorg,2013,-18
1220130_ostermalmstorg,2014,-12
1220140_skvalberget,2000,1
1220140_skvalberget,2001,-5
1220140_skvalberget,2002,-1
1220140_skvalberget,2003,0
1220140_skvalberget,2004,-10
1220140_skvalberget,2005,-17
1220140_skvalberget,2006,-29
1220140_skvalberget,2007,-18
1220140_skvalberget,2008,-19
1220140_skvalberget,2009,-27
1220140_skvalberget,2010,-14
1220140_skvalberget,2011,-34
1220140_skvalberget,2012,-38
1220140_skvalberget,2013,-36
1220140_skvalberget,2014,-48
1220150_tyskbagaromradet,2000,-11
1220150_tyskbagaromradet,2001,2
1220150_tyskbagaromradet,2002,8
1220150_tyskbagaromradet,2003,13
1220150_tyskbagaromradet,2004,27
1220150_tyskbagaromradet,2005,43
1220150_tyskbagaromradet,2006,31
1220150_tyskbagaromradet,2007,51
1220150_tyskbagaromradet,2008,59
1220150_tyskbagaromradet,2009,64
1220150_tyskbagaromradet,2010,43
1220150_tyskbagaromradet,2011,26
1220150_tyskbagaromradet,2012,20
1220150_tyskbagaromradet,2013,-43
1220150_tyskbagaromradet,2014,-70
1220160_hedvig_eleonora_kyrka,2000,8
1220160_hedvig_eleonora_kyrka,2001,10
1220160_hedvig_eleonora_kyrka,2002,-1
1220160_hedvig_eleonora_kyrka,2003,-6
1220160_hedvig_eleonora_kyrka,2004,-6
1220160_hedvig_eleonora_kyrka,2005,-16
1220160_hedvig_eleonora_kyrka,2006,-13
1220160_hedvig_eleonora_kyrka,2007,-22
1220160_hedvig_eleonora_kyrka,2008,-23
1220160_hedvig_eleonora_kyrka,2009,-10
1220160_hedvig_eleonora_kyrka,2010,-4
1220160_hedvig_eleonora_kyrka,2011,-7
1220160_hedvig_eleonora_kyrka,2012,-14
1220160_hedvig_eleonora_kyrka,2013,-9
1220160_hedvig_eleonora_kyrka,2014,-1
1220170_kronkvarnen,2000,0
1220170_kronkvarnen,2001,3
1220170_kronkvarnen,2002,8
1220170_kronkvarnen,2003,6
1220170_kronkvarnen,2004,13
1220170_kronkvarnen,2005,17
1220170_kronkvarnen,2006,6
1220170_kronkvarnen,2007,10
1220170_kronkvarnen,2008,13
1220170_kronkvarnen,2009,30
1220170_kronkvarnen,2010,33
1220170_kronkvarnen,2011,38
1220170_kronkvarnen,2012,28
1220170_kronkvarnen,2013,18
1220170_kronkvarnen,2014,-5
1230110_karlaplan,2000,-4
1230110_karlaplan,2001,9
1230110_karlaplan,2002,7
1230110_karlaplan,2003,26
1230110_karlaplan,2004,16
1230110_karlaplan,2005,12
1230110_karlaplan,2006,15
1230110_karlaplan,2007,18
1230110_karlaplan,2008,-4
1230110_karlaplan,2009,10
1230110_karlaplan,2010,25
1230110_karlaplan,2011,33
1230110_karlaplan,2012,19
1230110_karlaplan,2013,13
1230110_karlaplan,2014,14
1230120_historiska_museet,2000,33
1230120_historiska_museet,2001,30
1230120_historiska_museet,2002,33
1230120_historiska_museet,2003,37
1230120_historiska_museet,2004,26
1230120_historiska_museet,2005,17
1230120_historiska_museet,2006,-9
1230120_historiska_museet,2007,5
1230120_historiska_museet,2008,5
1230120_historiska_museet,2009,31
1230120_historiska_museet,2010,20
1230120_historiska_museet,2011,11
1230120_historiska_museet,2012,1
1230120_historiska_museet,2013,-1
1230120_historiska_museet,2014,4
1230130_strandvagen,2000,46
1230130_strandvagen,2001,43
1230130_strandvagen,2002,41
1230130_strandvagen,2003,33
1230130_strandvagen,2004,42
1230130_strandvagen,2005,44
1230130_strandvagen,2006,54
1230130_strandvagen,2007,10
1230130_strandvagen,2008,24
1230130_strandvagen,2009,27
1230130_strandvagen,2010,-1
1230130_strandvagen,2011,-4
1230130_strandvagen,2012,-29
1230130_strandvagen,2013,-9
1230130_strandvagen,2014,-34
1230140_oscarskyrkan,2000,1
1230140_oscarskyrkan,2001,0
1230140_oscarskyrkan,2002,-4
1230140_oscarskyrkan,2003,3
1230140_oscarskyrkan,2004,7
1230140_oscarskyrkan,2005,2
1230140_oscarskyrkan,2006,29
1230140_oscarskyrkan,2007,39
1230140_oscarskyrkan,2008,62
1230140_oscarskyrkan,2009,54
1230140_oscarskyrkan,2010,77
1230140_oscarskyrkan,2011,79
1230140_oscarskyrkan,2012,75
1230140_oscarskyrkan,2013,80
1230140_oscarskyrkan,2014,82
1230161_gustav_adolfskyrkan_v,2000,1
1230161_gustav_adolfskyrkan_v,2001,-16
1230161_gustav_adolfskyrkan_v,2002,-10
1230161_gustav_adolfskyrkan_v,2003,3
1230161_gustav_adolfskyrkan_v,2004,0
1230161_gustav_adolfskyrkan_v,2005,-33
1230161_gustav_adolfskyrkan_v,2006,-29
1230161_gustav_adolfskyrkan_v,2007,-11
1230161_gustav_adolfskyrkan_v,2008,1
1230161_gustav_adolfskyrkan_v,2009,39
1230161_gustav_adolfskyrkan_v,2010,45
1230161_gustav_adolfskyrkan_v,2011,60
1230161_gustav_adolfskyrkan_v,2012,72
1230161_gustav_adolfskyrkan_v,2013,71
1230161_gustav_adolfskyrkan_v,2014,72
1230162_gustav_adolfskyrkan_o,2000,20
1230162_gustav_adolfskyrkan_o,2001,1
1230162_gustav_adolfskyrkan_o,2002,-11
1230162_gustav_adolfskyrkan_o,2003,4
1230162_gustav_adolfskyrkan_o,2004,28
1230162_gustav_adolfskyrkan_o,2005,43
1230162_gustav_adolfskyrkan_o,2006,32
1230162_gustav_adolfskyrkan_o,2007,53
1230162_gustav_adolfskyrkan_o,2008,80
1230162_gustav_adolfskyrkan_o,2009,106
1230162_gustav_adolfskyrkan_o,2010,109
1230162_gustav_adolfskyrkan_o,2011,102
1230162_gustav_adolfskyrkan_o,2012,93
1230162_gustav_adolfskyrkan_o,2013,108
1230162_gustav_adolfskyrkan_o,2014,69
1230210_djurgardsstaden,2000,0
1230210_djurgardsstaden,2001,5
1230210_djurgardsstaden,2002,10
1230210_djurgardsstaden,2003,13
1230210_djurgardsstaden,2004,10
1230210_djurgardsstaden,2005,13
1230210_djurgardsstaden,2006,10
1230210_djurgardsstaden,2007,5
1230210_djurgardsstaden,2008,10
1230210_djurgardsstaden,2009,8
1230210_djurgardsstaden,2010,10
1230210_djurgardsstaden,2011,15
1230210_djurgardsstaden,2012,14
1230210_djurgardsstaden,2013,15
1230210_djurgardsstaden,2014,13
1230220_sodra_djurgarden,2000,-1
1230220_sodra_djurgarden,2001,2
1230220_sodra_djurgarden,2002,-1
1230220_sodra_djurgarden,2003,-1
1230220_sodra_djurgarden,2004,-4
1230220_sodra_djurgarden,2005,-7
1230220_sodra_djurgarden,2006,-10
1230220_sodra_djurgarden,2007,-7
1230220_sodra_djurgarden,2008,-10
1230220_sodra_djurgarden,2009,-5
1230220_sodra_djurgarden,2010,-7
1230220_sodra_djurgarden,2011,1
1230220_sodra_djurgarden,2012,7
1230220_sodra_djurgarden,2013,6
1230220_sodra_djurgarden,2014,4
1230300_hastgardet,2000,-10
1230300_hastgardet,2001,-28
1230300_hastgardet,2002,-45
1230300_hastgardet,2003,-57
1230300_hastgardet,2004,-65
1230300_hastgardet,2005,-73
1230300_hastgardet,2006,-84
1230300_hastgardet,2007,-53
1230300_hastgardet,2008,40
1230300_hastgardet,2009,48
1230300_hastgardet,2010,30
1230300_hastgardet,2011,20
1230300_hastgardet,2012,10
1230300_hastgardet,2013,-14
1230300_hastgardet,2014,-35
1230310_olaus_petri_kyrka,2000,0
1230310_olaus_petri_kyrka,2001,21
1230310_olaus_petri_kyrka,2002,2
1230310_olaus_petri_kyrka,2003,1
1230310_olaus_petri_kyrka,2004,-51
1230310_olaus_petri_kyrka,2005,-26
1230310_olaus_petri_kyrka,2006,-14
1230310_olaus_petri_kyrka,2007,-10
1230310_olaus_petri_kyrka,2008,-3
1230310_olaus_petri_kyrka,2009,15
1230310_olaus_petri_kyrka,2010,36
1230310_olaus_petri_kyrka,2011,31
1230310_olaus_petri_kyrka,2012,48
1230310_olaus_petri_kyrka,2013,-5
1230310_olaus_petri_kyrka,2014,-51
1230320_tessinparken,2000,27
1230320_tessinparken,2001,64
1230320_tessinparken,2002,88
1230320_tessinparken,2003,99
1230320_tessinparken,2004,108
1230320_tessinparken,2005,121
1230320_tessinparken,2006,137
1230320_tessinparken,2007,139
1230320_tessinparken,2008,137
1230320_tessinparken,2009,142
1230320_tessinparken,2010,106
1230320_tessinparken,2011,69
1230320_tessinparken,2012,64
1230320_tessinparken,2013,75
1230320_tessinparken,2014,64
1230330_smedsbacken,2000,-48
1230330_smedsbacken,2001,-119
1230330_smedsbacken,2002,-230
1230330_smedsbacken,2003,-290
1230330_smedsbacken,2004,-418
1230330_smedsbacken,2005,-510
1230330_smedsbacken,2006,-526
1230330_smedsbacken,2007,-577
1230330_smedsbacken,2008,-609
1230330_smedsbacken,2009,-635
1230330_smedsbacken,2010,-641
1230330_smedsbacken,2011,-739
1230330_smedsbacken,2012,-847
1230330_smedsbacken,2013,-910
1230330_smedsbacken,2014,-1066
1230350_kampementsbacken,2000,-14
1230350_kampementsbacken,2001,-27
1230350_kampementsbacken,2002,-33
1230350_kampementsbacken,2003,-46
1230350_kampementsbacken,2004,-44
1230350_kampementsbacken,2005,-57
1230350_kampementsbacken,2006,-59
1230350_kampementsbacken,2007,-67
1230350_kampementsbacken,2008,-82
1230350_kampementsbacken,2009,-120
1230350_kampementsbacken,2010,-132
1230350_kampementsbacken,2011,-162
1230350_kampementsbacken,2012,-197
1230350_kampementsbacken,2013,-216
1230350_kampementsbacken,2014,-249
1230360_oregrundsgatan,2000,-14
1230360_oregrundsgatan,2001,-41
1230360_oregrundsgatan,2002,-82
1230360_oregrundsgatan,2003,-98
1230360_oregrundsgatan,2004,-102
1230360_oregrundsgatan,2005,-90
1230360_oregrundsgatan,2006,-128
1230360_oregrundsgatan,2007,-158
1230360_oregrundsgatan,2008,-201
1230360_oregrundsgatan,2009,-230
1230360_oregrundsgatan,2010,-189
1230360_oregrundsgatan,2011,-194
1230360_oregrundsgatan,2012,-203
1230360_oregrundsgatan,2013,-216
1230360_oregrundsgatan,2014,-247
1230390_ladugardsgardet,2000,8
1230390_ladugardsgardet,2001,8
1230390_ladugardsgardet,2002,12
1230390_ladugardsgardet,2003,12
1230390_ladugardsgardet,2004,12
1230390_ladugardsgardet,2005,4
1230390_ladugardsgardet,2006,4
1230390_ladugardsgardet,2007,4
1230390_ladugardsgardet,2008,1
1230390_ladugardsgardet,2009,-4
1230390_ladugardsgardet,2010,-5
1230390_ladugardsgardet,2011,-2
1230390_ladugardsgardet,2012,1
1230390_ladugardsgardet,2013,1
1230390_ladugardsgardet,2014,1
1310100_stadshuset,2000,-3
1310100_stadshuset,2001,-3
1310100_stadshuset,2002,-3
1310100_stadshuset,2003,-3
1310100_stadshuset,2004,-3
1310100_stadshuset,2005,3
1310100_stadshuset,2006,0
1310100_stadshuset,2007,0
1310100_stadshuset,2008,0
1310100_stadshuset,2009,3
1310100_stadshuset,2010,4
1310100_stadshuset,2011,10
1310100_stadshuset,2012,10
1310100_stadshuset,2013,10
1310100_stadshuset,2014,16
1310110_eira,2000,39
1310110_eira,2001,62
1310110_eira,2002,78
1310110_eira,2003,97
1310110_eira,2004,104
1310110_eira,2005,118
1310110_eira,2006,155
1310110_eira,2007,140
1310110_eira,2008,169
1310110_eira,2009,168
1310110_eira,2010,166
1310110_eira,2011,153
1310110_eira,2012,173
1310110_eira,2013,158
1310110_eira,2014,179
1310120_kungsklippan,2000,-3
1310120_kungsklippan,2001,-11
1310120_kungsklippan,2002,11
1310120_kungsklippan,2003,12
1310120_kungsklippan,2004,21
1310120_kungsklippan,2005,30
1310120_kungsklippan,2006,15
1310120_kungsklippan,2007,39
1310120_kungsklippan,2008,48
1310120_kungsklippan,2009,67
1310120_kungsklippan,2010,48
1310120_kungsklippan,2011,45
1310120_kungsklippan,2012,43
1310120_kungsklippan,2013,41
1310120_kungsklippan,2014,7
1310130_kungsbroplan,2000,4
1310130_kungsbroplan,2001,50
1310130_kungsbroplan,2002,39
1310130_kungsbroplan,2003,46
1310130_kungsbroplan,2004,59
1310130_kungsbroplan,2005,84
1310130_kungsbroplan,2006,116
1310130_kungsbroplan,2007,133
1310130_kungsbroplan,2008,134
1310130_kungsbroplan,2009,170
1310130_kungsbroplan,2010,182
1310130_kungsbroplan,2011,173
1310130_kungsbroplan,2012,197
1310130_kungsbroplan,2013,213
1310130_kungsbroplan,2014,206
1310140_tekniska_namndhuset,2000,1
1310140_tekniska_namndhuset,2001,-2
1310140_tekniska_namndhuset,2002,-3
1310140_tekniska_namndhuset,2003,0
1310140_tekniska_namndhuset,2004,4
1310140_tekniska_namndhuset,2005,1
1310140_tekniska_namndhuset,2006,2
1310140_tekniska_namndhuset,2007,0
1310140_tekniska_namndhuset,2008,3
1310140_tekniska_namndhuset,2009,0
1310140_tekniska_namndhuset,2010,-1
1310140_tekniska_namndhuset,2011,17
1310140_tekniska_namndhuset,2012,29
1310140_tekniska_namndhuset,2013,34
1310140_tekniska_namndhuset,2014,34
1310150_landstingshuset,2000,5
1310150_landstingshuset,2001,28
1310150_landstingshuset,2002,42
1310150_landstingshuset,2003,39
1310150_landstingshuset,2004,63
1310150_landstingshuset,2005,80
1310150_landstingshuset,2006,77
1310150_landstingshuset,2007,75
1310150_landstingshuset,2008,82
1310150_landstingshuset,2009,101
1310150_landstingshuset,2010,98
1310150_landstingshuset,2011,86
1310150_landstingshuset,2012,49
1310150_landstingshuset,2013,54
1310150_landstingshuset,2014,46
1310160_pontonjarparken,2000,24
1310160_pontonjarparken,2001,26
1310160_pontonjarparken,2002,8
1310160_pontonjarparken,2003,54
1310160_pontonjarparken,2004,48
1310160_pontonjarparken,2005,52
1310160_pontonjarparken,2006,45
1310160_pontonjarparken,2007,66
1310160_pontonjarparken,2008,32
1310160_pontonjarparken,2009,52
1310160_pontonjarparken,2010,55
1310160_pontonjarparken,2011,54
1310160_pontonjarparken,2012,36
1310160_pontonjarparken,2013,24
1310160_pontonjarparken,2014,9
1310170_s_t_eriks_sjukhus,2000,-2
1310170_s_t_eriks_sjukhus,2001,0
1310170_s_t_eriks_sjukhus,2002,-1
1310170_s_t_eriks_sjukhus,2003,-4
1310170_s_t_eriks_sjukhus,2004,2
1310170_s_t_eriks_sjukhus,2005,-20
1310170_s_t_eriks_sjukhus,2006,-10
1310170_s_t_eriks_sjukhus,2007,-19
1310170_s_t_eriks_sjukhus,2008,-14
1310170_s_t_eriks_sjukhus,2009,8
1310170_s_t_eriks_sjukhus,2010,8
1310170_s_t_eriks_sjukhus,2011,4
1310170_s_t_eriks_sjukhus,2012,13
1310170_s_t_eriks_sjukhus,2013,29
1310170_s_t_eriks_sjukhus,2014,28
1310180_wargentinsgatan,2000,9
1310180_wargentinsgatan,2001,37
1310180_wargentinsgatan,2002,73
1310180_wargentinsgatan,2003,93
1310180_wargentinsgatan,2004,95
1310180_wargentinsgatan,2005,71
1310180_wargentinsgatan,2006,73
1310180_wargentinsgatan,2007,121
1310180_wargentinsgatan,2008,135
1310180_wargentinsgatan,2009,136
1310180_wargentinsgatan,2010,111
1310180_wargentinsgatan,2011,105
1310180_wargentinsgatan,2012,72
1310180_wargentinsgatan,2013,50
1310180_wargentinsgatan,2014,75
1310190_kronoberg,2000,-5
1310190_kronoberg,2001,8
1310190_kronoberg,2002,21
1310190_kronoberg,2003,24
1310190_kronoberg,2004,35
1310190_kronoberg,2005,53
1310190_kronoberg,2006,44
1310190_kronoberg,2007,25
1310190_kronoberg,2008,30
1310190_kronoberg,2009,70
1310190_kronoberg,2010,75
1310190_kronoberg,2011,112
1310190_kronoberg,2012,118
1310190_kronoberg,2013,121
1310190_kronoberg,2014,103
1320110_karlsvik,2000,21
1320110_karlsvik,2001,42
1320110_karlsvik,2002,36
1320110_karlsvik,2003,60
1320110_karlsvik,2004,55
1320110_karlsvik,2005,64
1320110_karlsvik,2006,67
1320110_karlsvik,2007,32
1320110_karlsvik,2008,19
1320110_karlsvik,2009,43
1320110_karlsvik,2010,45
1320110_karlsvik,2011,47
1320110_karlsvik,2012,26
1320110_karlsvik,2013,49
1320110_karlsvik,2014,60
1320120_hemmet,2000,0
1320120_hemmet,2001,18
1320120_hemmet,2002,19
1320120_hemmet,2003,32
1320120_hemmet,2004,40
1320120_hemmet,2005,43
1320120_hemmet,2006,111
1320120_hemmet,2007,134
1320120_hemmet,2008,127
1320120_hemmet,2009,133
1320120_hemmet,2010,139
1320120_hemmet,2011,156
1320120_hemmet,2012,177
1320120_hemmet,2013,196
1320120_hemmet,2014,188
1320130_fridhemsplan,2000,6
1320130_fridhemsplan,2001,16
1320130_fridhemsplan,2002,47
1320130_fridhemsplan,2003,79
1320130_fridhemsplan,2004,83
1320130_fridhemsplan,2005,110
1320130_fridhemsplan,2006,109
1320130_fridhemsplan,2007,106
1320130_fridhemsplan,2008,113
1320130_fridhemsplan,2009,109
1320130_fridhemsplan,2010,117
1320130_fridhemsplan,2011,128
1320130_fridhemsplan,2012,129
1320130_fridhemsplan,2013,132
1320130_fridhemsplan,2014,124
1320140_s_t_eriksgatan,2000,23
1320140_s_t_eriksgatan,2001,9
1320140_s_t_eriksgatan,2002,69
1320140_s_t_eriksgatan,2003,79
1320140_s_t_eriksgatan,2004,48
1320140_s_t_eriksgatan,2005,23
1320140_s_t_eriksgatan,2006,60
1320140_s_t_eriksgatan,2007,74
1320140_s_t_eriksgatan,2008,121
1320140_s_t_eriksgatan,2009,99
1320140_s_t_eriksgatan,2010,114
1320140_s_t_eriksgatan,2011,87
1320140_s_t_eriksgatan,2012,54
1320140_s_t_eriksgatan,2013,71
1320140_s_t_eriksgatan,2014,27
1320150_alstromergatan,2000,-13
1320150_alstromergatan,2001,18
1320150_alstromergatan,2002,45
1320150_alstromergatan,2003,52
1320150_alstromergatan,2004,49
1320150_alstromergatan,2005,46
1320150_alstromergatan,2006,51
1320150_alstromergatan,2007,38
1320150_alstromergatan,2008,-10
1320150_alstromergatan,2009,0
1320150_alstromergatan,2010,11
1320150_alstromergatan,2011,-22
1320150_alstromergatan,2012,-37
1320150_alstromergatan,2013,-80
1320150_alstromergatan,2014,-100
1320210_ralambshov,2000,-3
1320210_ralambshov,2001,0
1320210_ralambshov,2002,3
1320210_ralambshov,2003,11
1320210_ralambshov,2004,13
1320210_ralambshov,2005,1
1320210_ralambshov,2006,4
1320210_ralambshov,2007,-12
1320210_ralambshov,2008,-2
1320210_ralambshov,2009,107
1320210_ralambshov,2010,111
1320210_ralambshov,2011,93
1320210_ralambshov,2012,86
1320210_ralambshov,2013,60
1320210_ralambshov,2014,94
1320220_svedbergsplan,2000,-1
1320220_svedbergsplan,2001,5
1320220_svedbergsplan,2002,16
1320220_svedbergsplan,2003,20
1320220_svedbergsplan,2004,23
1320220_svedbergsplan,2005,22
1320220_svedbergsplan,2006,28
1320220_svedbergsplan,2007,34
1320220_svedbergsplan,2008,35
1320220_svedbergsplan,2009,48
1320220_svedbergsplan,2010,56
1320220_svedbergsplan,2011,48
1320220_svedbergsplan,2012,62
1320220_svedbergsplan,2013,59
1320220_svedbergsplan,2014,50
1320240_mariebergsparken,2000,2
1320240_mariebergsparken,2001,17
1320240_mariebergsparken,2002,18
1320240_mariebergsparken,2003,44
1320240_mariebergsparken,2004,48
1320240_mariebergsparken,2005,44
1320240_mariebergsparken,2006,55
1320240_mariebergsparken,2007,60
1320240_mariebergsparken,2008,55
1320240_mariebergsparken,2009,45
1320240_mariebergsparken,2010,41
1320240_mariebergsparken,2011,38
1320240_mariebergsparken,2012,52
1320240_mariebergsparken,2013,52
1320240_mariebergsparken,2014,56
1320310_ostra_stadshagen,2000,-13
1320310_ostra_stadshagen,2001,-30
1320310_ostra_stadshagen,2002,-27
1320310_ostra_stadshagen,2003,-25
1320310_ostra_stadshagen,2004,-30
1320310_ostra_stadshagen,2005,-24
1320310_ostra_stadshagen,2006,-47
1320310_ostra_stadshagen,2007,-39
1320310_ostra_stadshagen,2008,-51
1320310_ostra_stadshagen,2009,-84
1320310_ostra_stadshagen,2010,-84
1320310_ostra_stadshagen,2011,-82
1320310_ostra_stadshagen,2012,-125
1320310_ostra_stadshagen,2013,-134
1320310_ostra_stadshagen,2014,-156
1320330_lindhagensplan,2010,50
1320330_lindhagensplan,2011,50
1320330_lindhagensplan,2012,49
1320330_lindhagensplan,2013,49
1320330_lindhagensplan,2014,54
1320410_vastra_kristineberg,2000,1
1320410_vastra_kristineberg,2001,16
1320410_vastra_kristineberg,2002,13
1320410_vastra_kristineberg,2003,-6
1320410_vastra_kristineberg,2004,17
1320410_vastra_kristineberg,2005,23
1320410_vastra_kristineberg,2006,51
1320410_vastra_kristineberg,2007,50
1320410_vastra_kristineberg,2008,6
1320410_vastra_kristineberg,2009,6
1320410_vastra_kristineberg,2010,9
1320410_vastra_kristineberg,2011,-9
1320410_vastra_kristineberg,2012,-28
1320410_vastra_kristineberg,2013,-25
1320410_vastra_kristineberg,2014,-68
