basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
5432200_vastra_kummelnas,2007,74
5432200_vastra_kummelnas,2008,80
5432200_vastra_kummelnas,2009,96
5432200_vastra_kummelnas,2010,124
5432200_vastra_kummelnas,2011,134
5432200_vastra_kummelnas,2012,141
5432200_vastra_kummelnas,2013,151
5432200_vastra_kummelnas,2014,170
5432220_ostra_kummelnas,2000,17
5432220_ostra_kummelnas,2001,25
5432220_ostra_kummelnas,2002,38
5432220_ostra_kummelnas,2003,61
5432220_ostra_kummelnas,2004,76
5432220_ostra_kummelnas,2005,82
5432220_ostra_kummelnas,2006,90
5432220_ostra_kummelnas,2007,99
5432220_ostra_kummelnas,2008,115
5432220_ostra_kummelnas,2009,144
5432220_ostra_kummelnas,2010,174
5432220_ostra_kummelnas,2011,192
5432220_ostra_kummelnas,2012,205
5432220_ostra_kummelnas,2013,210
5432220_ostra_kummelnas,2014,229
5432300_kil,2000,13
5432300_kil,2001,22
5432300_kil,2002,40
5432300_kil,2003,45
5432300_kil,2004,56
5432300_kil,2005,69
5432300_kil,2006,69
5432300_kil,2007,74
5432300_kil,2008,77
5432300_kil,2009,83
5432300_kil,2010,84
5432300_kil,2011,88
5432300_kil,2012,87
5432300_kil,2013,81
5432300_kil,2014,89
5432400_krokhojden,2000,1
5432400_krokhojden,2001,-2
5432400_krokhojden,2002,3
5432400_krokhojden,2003,6
5432400_krokhojden,2004,11
5432400_krokhojden,2005,10
5432400_krokhojden,2006,10
5432400_krokhojden,2007,11
5432400_krokhojden,2008,14
5432400_krokhojden,2009,15
5432400_krokhojden,2010,26
5432400_krokhojden,2011,22
5432400_krokhojden,2012,25
5432400_krokhojden,2013,30
5432400_krokhojden,2014,34
5432410_orminge,2000,9
5432410_orminge,2001,9
5432410_orminge,2002,9
5432410_orminge,2003,-19
5432410_orminge,2004,-46
5432410_orminge,2005,-66
5432410_orminge,2006,-69
5432410_orminge,2007,-79
5432410_orminge,2008,-86
5432410_orminge,2009,-91
5432410_orminge,2010,-86
5432410_orminge,2011,-95
5432410_orminge,2012,-116
5432410_orminge,2013,-125
5432410_orminge,2014,-118
5432500_mensattra,2000,19
5432500_mensattra,2001,17
5432500_mensattra,2002,20
5432500_mensattra,2003,21
5432500_mensattra,2004,29
5432500_mensattra,2005,33
5432500_mensattra,2006,40
5432500_mensattra,2007,49
5432500_mensattra,2008,41
5432500_mensattra,2009,51
5432500_mensattra,2010,53
5432500_mensattra,2011,61
5432500_mensattra,2012,74
5432500_mensattra,2013,79
5432500_mensattra,2014,95
5432600_kallvagen,2000,22
5432600_kallvagen,2001,30
5432600_kallvagen,2002,48
5432600_kallvagen,2003,79
5432600_kallvagen,2004,110
5432600_kallvagen,2005,114
5432600_kallvagen,2006,129
5432600_kallvagen,2007,121
5432600_kallvagen,2008,133
5432600_kallvagen,2009,158
5432600_kallvagen,2010,163
5432600_kallvagen,2011,174
5432600_kallvagen,2012,183
5432600_kallvagen,2013,199
5432600_kallvagen,2014,189
5432610_eriksvik,2000,-1
5432610_eriksvik,2001,6
5432610_eriksvik,2002,7
5432610_eriksvik,2003,16
5432610_eriksvik,2004,22
5432610_eriksvik,2005,28
5432610_eriksvik,2006,36
5432610_eriksvik,2007,48
5432610_eriksvik,2008,65
5432610_eriksvik,2009,65
5432610_eriksvik,2010,71
5432610_eriksvik,2011,79
5432610_eriksvik,2012,94
5432610_eriksvik,2013,99
5432610_eriksvik,2014,105
5432700_norra_lannersta,2000,15
5432700_norra_lannersta,2001,15
5432700_norra_lannersta,2002,37
5432700_norra_lannersta,2003,58
5432700_norra_lannersta,2004,65
5432700_norra_lannersta,2005,89
5432700_norra_lannersta,2006,104
5432700_norra_lannersta,2007,106
5432700_norra_lannersta,2008,123
5432700_norra_lannersta,2009,150
5432700_norra_lannersta,2010,170
5432700_norra_lannersta,2011,179
5432700_norra_lannersta,2012,190
5432700_norra_lannersta,2013,206
5432700_norra_lannersta,2014,210
5432710_sodra_lannersta,2000,12
5432710_sodra_lannersta,2001,15
5432710_sodra_lannersta,2002,21
5432710_sodra_lannersta,2003,33
5432710_sodra_lannersta,2004,46
5432710_sodra_lannersta,2005,71
5432710_sodra_lannersta,2006,78
5432710_sodra_lannersta,2007,107
5432710_sodra_lannersta,2008,119
5432710_sodra_lannersta,2009,132
5432710_sodra_lannersta,2010,138
5432710_sodra_lannersta,2011,143
5432710_sodra_lannersta,2012,151
5432710_sodra_lannersta,2013,157
5432710_sodra_lannersta,2014,169
5432810_boo_gard,2000,-1
5432810_boo_gard,2001,3
5432810_boo_gard,2002,10
5432810_boo_gard,2003,34
5432810_boo_gard,2004,49
5432810_boo_gard,2005,74
5432810_boo_gard,2006,108
5432810_boo_gard,2007,126
5432810_boo_gard,2008,150
5432810_boo_gard,2009,157
5432810_boo_gard,2010,175
5432810_boo_gard,2011,194
5432810_boo_gard,2012,200
5432810_boo_gard,2013,220
5432810_boo_gard,2014,232
5432900_gustavsvik,2000,-3
5432900_gustavsvik,2001,1
5432900_gustavsvik,2002,2
5432900_gustavsvik,2003,13
5432900_gustavsvik,2004,19
5432900_gustavsvik,2005,30
5432900_gustavsvik,2006,38
5432900_gustavsvik,2007,36
5432900_gustavsvik,2008,33
5432900_gustavsvik,2009,34
5432900_gustavsvik,2010,33
5432900_gustavsvik,2011,34
5432900_gustavsvik,2012,34
5432900_gustavsvik,2013,34
5432900_gustavsvik,2014,43
5511000_vastra_trollbacken,2000,20
5511000_vastra_trollbacken,2001,30
5511000_vastra_trollbacken,2002,26
5511000_vastra_trollbacken,2003,15
5511000_vastra_trollbacken,2004,16
5511000_vastra_trollbacken,2005,37
5511000_vastra_trollbacken,2006,54
5511000_vastra_trollbacken,2007,96
5511000_vastra_trollbacken,2008,126
5511000_vastra_trollbacken,2009,134
5511000_vastra_trollbacken,2010,164
5511000_vastra_trollbacken,2011,172
5511000_vastra_trollbacken,2012,195
5511000_vastra_trollbacken,2013,218
5511000_vastra_trollbacken,2014,242
5511120_centrala_trollbacken,2000,-3
5511120_centrala_trollbacken,2001,1
5511120_centrala_trollbacken,2002,1
5511120_centrala_trollbacken,2003,3
5511120_centrala_trollbacken,2004,-5
5511120_centrala_trollbacken,2005,-1
5511120_centrala_trollbacken,2006,10
5511120_centrala_trollbacken,2007,10
5511120_centrala_trollbacken,2008,12
5511120_centrala_trollbacken,2009,25
5511120_centrala_trollbacken,2010,33
5511120_centrala_trollbacken,2011,42
5511120_centrala_trollbacken,2012,43
5511120_centrala_trollbacken,2013,56
5511120_centrala_trollbacken,2014,75
5511130_sodergarden,2000,13
5511130_sodergarden,2001,28
5511130_sodergarden,2002,36
5511130_sodergarden,2003,28
5511130_sodergarden,2004,35
5511130_sodergarden,2005,40
5511130_sodergarden,2006,31
5511130_sodergarden,2007,34
5511130_sodergarden,2008,35
5511130_sodergarden,2009,53
5511130_sodergarden,2010,57
5511130_sodergarden,2011,57
5511130_sodergarden,2012,74
5511130_sodergarden,2013,87
5511130_sodergarden,2014,95
5511140_skalsatra,2000,4
5511140_skalsatra,2001,14
5511140_skalsatra,2002,17
5511140_skalsatra,2003,10
5511140_skalsatra,2004,14
5511140_skalsatra,2005,25
5511140_skalsatra,2006,45
5511140_skalsatra,2007,55
5511140_skalsatra,2008,52
5511140_skalsatra,2009,56
5511140_skalsatra,2010,73
5511140_skalsatra,2011,83
5511140_skalsatra,2012,85
5511140_skalsatra,2013,86
5511140_skalsatra,2014,93
5511150_norra_hanviken,2000,8
5511150_norra_hanviken,2001,11
5511150_norra_hanviken,2002,9
5511150_norra_hanviken,2003,9
5511150_norra_hanviken,2004,12
5511150_norra_hanviken,2005,18
5511150_norra_hanviken,2006,27
5511150_norra_hanviken,2007,30
5511150_norra_hanviken,2008,16
5511150_norra_hanviken,2009,28
5511150_norra_hanviken,2010,18
5511150_norra_hanviken,2011,19
5511150_norra_hanviken,2012,38
5511150_norra_hanviken,2013,35
5511150_norra_hanviken,2014,48
5511160_sodra_hanviken,2000,7
5511160_sodra_hanviken,2001,6
5511160_sodra_hanviken,2002,11
5511160_sodra_hanviken,2003,12
5511160_sodra_hanviken,2004,15
5511160_sodra_hanviken,2005,14
5511160_sodra_hanviken,2006,23
5511160_sodra_hanviken,2007,33
5511160_sodra_hanviken,2008,30
5511160_sodra_hanviken,2009,27
5511160_sodra_hanviken,2010,29
5511160_sodra_hanviken,2011,27
5511160_sodra_hanviken,2012,27
5511160_sodra_hanviken,2013,29
5511160_sodra_hanviken,2014,42
5512010_norra_lindalen,2000,-5
5512010_norra_lindalen,2001,-7
5512010_norra_lindalen,2002,-6
5512010_norra_lindalen,2003,-16
5512010_norra_lindalen,2004,-10
5512010_norra_lindalen,2005,-11
5512010_norra_lindalen,2006,-10
5512010_norra_lindalen,2007,-8
5512010_norra_lindalen,2008,1
5512010_norra_lindalen,2009,10
5512010_norra_lindalen,2010,14
5512010_norra_lindalen,2011,5
5512010_norra_lindalen,2012,15
5512010_norra_lindalen,2013,27
5512010_norra_lindalen,2014,32
5513010_tyreso_centrum,2000,0
5513010_tyreso_centrum,2001,3
5513010_tyreso_centrum,2002,3
5513010_tyreso_centrum,2003,-1
5513010_tyreso_centrum,2004,-10
5513010_tyreso_centrum,2005,-9
5513010_tyreso_centrum,2006,-14
5513010_tyreso_centrum,2007,-13
5513010_tyreso_centrum,2008,-6
5513010_tyreso_centrum,2009,-3
5513010_tyreso_centrum,2010,-11
5513010_tyreso_centrum,2011,-11
5513010_tyreso_centrum,2012,-4
5513010_tyreso_centrum,2013,2
5513010_tyreso_centrum,2014,8
5513020_simvagen,2000,2
5513020_simvagen,2001,2
5513020_simvagen,2002,1
5513020_simvagen,2003,-3
5513020_simvagen,2004,-9
5513020_simvagen,2005,-12
5513020_simvagen,2006,-12
5513020_simvagen,2007,-19
5513020_simvagen,2008,-23
5513020_simvagen,2009,-22
5513020_simvagen,2010,-24
5513020_simvagen,2011,-22
5513020_simvagen,2012,-28
5513020_simvagen,2013,-35
5513020_simvagen,2014,-40
5513110_granitvagen,2000,7
5513110_granitvagen,2001,16
5513110_granitvagen,2002,5
5513110_granitvagen,2003,-2
5513110_granitvagen,2004,-2
5513110_granitvagen,2005,-14
5513110_granitvagen,2006,-26
5513110_granitvagen,2007,-22
5513110_granitvagen,2008,-33
5513110_granitvagen,2009,-36
5513110_granitvagen,2010,-33
5513110_granitvagen,2011,-37
5513110_granitvagen,2012,-39
5513110_granitvagen,2013,-34
5513110_granitvagen,2014,-39
5513120_pluggvagen,2000,-7
5513120_pluggvagen,2001,-10
5513120_pluggvagen,2002,-10
5513120_pluggvagen,2003,-14
5513120_pluggvagen,2004,-18
5513120_pluggvagen,2005,-19
5513120_pluggvagen,2006,-25
5513120_pluggvagen,2007,-26
5513120_pluggvagen,2008,-25
5513120_pluggvagen,2009,-23
5513120_pluggvagen,2010,-28
5513120_pluggvagen,2011,-20
5513120_pluggvagen,2012,-29
5513120_pluggvagen,2013,-30
5513120_pluggvagen,2014,-32
5513140_mellanbergsvagen,2000,15
5513140_mellanbergsvagen,2001,16
5513140_mellanbergsvagen,2002,11
5513140_mellanbergsvagen,2003,7
5513140_mellanbergsvagen,2004,-5
5513140_mellanbergsvagen,2005,-29
5513140_mellanbergsvagen,2006,-37
5513140_mellanbergsvagen,2007,-45
5513140_mellanbergsvagen,2008,-59
5513140_mellanbergsvagen,2009,-70
5513140_mellanbergsvagen,2010,-64
5513140_mellanbergsvagen,2011,-51
5513140_mellanbergsvagen,2012,-46
5513140_mellanbergsvagen,2013,-42
5513140_mellanbergsvagen,2014,-36
5513150_granangsringen,2000,0
5513150_granangsringen,2001,3
5513150_granangsringen,2002,-5
5513150_granangsringen,2003,-26
5513150_granangsringen,2004,-45
5513150_granangsringen,2005,-50
5513150_granangsringen,2006,-65
5513150_granangsringen,2007,-60
5513150_granangsringen,2008,-72
5513150_granangsringen,2009,-84
5513150_granangsringen,2010,-85
5513150_granangsringen,2011,-94
5513150_granangsringen,2012,-105
5513150_granangsringen,2013,-113
5513150_granangsringen,2014,-119
5513160_vastra_farmarstigen,2000,-5
5513160_vastra_farmarstigen,2001,3
5513160_vastra_farmarstigen,2002,-1
5513160_vastra_farmarstigen,2003,20
5513160_vastra_farmarstigen,2004,24
5513160_vastra_farmarstigen,2005,23
5513160_vastra_farmarstigen,2006,29
5513160_vastra_farmarstigen,2007,20
5513160_vastra_farmarstigen,2008,30
5513160_vastra_farmarstigen,2009,27
5513160_vastra_farmarstigen,2010,27
5513160_vastra_farmarstigen,2011,28
5513160_vastra_farmarstigen,2012,32
5513160_vastra_farmarstigen,2013,30
5513160_vastra_farmarstigen,2014,27
5513170_ostra_farmarstigen,2000,-1
5513170_ostra_farmarstigen,2001,3
5513170_ostra_farmarstigen,2002,3
5513170_ostra_farmarstigen,2003,6
5513170_ostra_farmarstigen,2004,5
5513170_ostra_farmarstigen,2005,0
5513170_ostra_farmarstigen,2006,0
5513170_ostra_farmarstigen,2007,-3
5513170_ostra_farmarstigen,2008,-12
5513170_ostra_farmarstigen,2009,-22
5513170_ostra_farmarstigen,2010,-25
5513170_ostra_farmarstigen,2011,-24
5513170_ostra_farmarstigen,2012,-27
5513170_ostra_farmarstigen,2013,-26
5513170_ostra_farmarstigen,2014,-40
5513210_ostra_bollmora,2000,-4
5513210_ostra_bollmora,2001,2
5513210_ostra_bollmora,2002,-5
5513210_ostra_bollmora,2003,-14
5513210_ostra_bollmora,2004,-18
5513210_ostra_bollmora,2005,-18
5513210_ostra_bollmora,2006,-27
5513210_ostra_bollmora,2007,-19
5513210_ostra_bollmora,2008,-30
5513210_ostra_bollmora,2009,-30
5513210_ostra_bollmora,2010,-32
5513210_ostra_bollmora,2011,-36
5513210_ostra_bollmora,2012,-37
5513210_ostra_bollmora,2013,-37
5513210_ostra_bollmora,2014,-20
5513220_bondevagen,2000,-4
5513220_bondevagen,2001,-7
5513220_bondevagen,2002,-1
5513220_bondevagen,2003,1
5513220_bondevagen,2004,8
5513220_bondevagen,2005,8
5513220_bondevagen,2006,15
5513220_bondevagen,2007,22
5513220_bondevagen,2008,29
5513220_bondevagen,2009,29
5513220_bondevagen,2010,34
5513220_bondevagen,2011,37
5513220_bondevagen,2012,38
5513220_bondevagen,2013,41
5513220_bondevagen,2014,41
5513310_norra_bollmora,2000,2
5513310_norra_bollmora,2001,3
5513310_norra_bollmora,2002,-1
5513310_norra_bollmora,2003,2
5513310_norra_bollmora,2004,8
5513310_norra_bollmora,2005,12
5513310_norra_bollmora,2006,8
5513310_norra_bollmora,2007,0
5513310_norra_bollmora,2008,1
5513310_norra_bollmora,2009,-8
5513310_norra_bollmora,2010,-12
5513310_norra_bollmora,2011,-15
5513310_norra_bollmora,2012,-14
5513310_norra_bollmora,2013,3
5513310_norra_bollmora,2014,4
5513330_vastra_fardala,2000,1
5513330_vastra_fardala,2001,6
5513330_vastra_fardala,2002,0
5513330_vastra_fardala,2003,0
5513330_vastra_fardala,2004,-1
5513330_vastra_fardala,2005,-2
5513330_vastra_fardala,2006,-1
5513330_vastra_fardala,2007,-5
5513330_vastra_fardala,2008,-2
5513330_vastra_fardala,2009,-1
5513330_vastra_fardala,2010,6
5513330_vastra_fardala,2011,4
5513330_vastra_fardala,2012,12
5513330_vastra_fardala,2013,16
5513330_vastra_fardala,2014,27
5513410_fardala,2000,3
5513410_fardala,2001,-2
5513410_fardala,2002,-5
5513410_fardala,2003,-5
5513410_fardala,2004,-1
5513410_fardala,2005,6
5513410_fardala,2006,9
5513410_fardala,2007,13
5513410_fardala,2008,15
5513410_fardala,2009,15
5513410_fardala,2010,11
5513410_fardala,2011,12
5513410_fardala,2012,18
5513410_fardala,2013,31
5513410_fardala,2014,34
5514000_krusboda,2000,-1
5514000_krusboda,2001,-6
5514000_krusboda,2002,-8
5514000_krusboda,2003,-23
5514000_krusboda,2004,-13
5514000_krusboda,2005,-18
5514000_krusboda,2006,-5
5514000_krusboda,2007,-12
5514000_krusboda,2008,0
5514000_krusboda,2009,-2
5514000_krusboda,2010,6
5514000_krusboda,2011,21
5514000_krusboda,2012,13
5514000_krusboda,2013,18
5514000_krusboda,2014,25
5515010_oringe,2000,3
5515010_oringe,2001,8
5515010_oringe,2002,13
5515010_oringe,2003,9
5515010_oringe,2004,5
5515010_oringe,2005,9
5515010_oringe,2006,5
5515010_oringe,2007,17
5515010_oringe,2008,16
5515010_oringe,2009,14
5515010_oringe,2010,13
5515010_oringe,2011,20
5515010_oringe,2012,16
5515010_oringe,2013,28
5515010_oringe,2014,27
5515120_okand,2000,22
5515120_okand,2001,56
5515120_okand,2002,97
5515120_okand,2003,135
5515120_okand,2004,165
5515120_okand,2005,226
5515120_okand,2006,232
5515120_okand,2007,276
5515120_okand,2008,296
5515120_okand,2009,340
5515121_strand_norr,2010,21
5515121_strand_norr,2011,33
5515121_strand_norr,2012,66
5515121_strand_norr,2013,82
5515121_strand_norr,2014,142
5515122_tyreso_strand_centrum,2010,-26
5515122_tyreso_strand_centrum,2011,-24
5515122_tyreso_strand_centrum,2012,-14
5515122_tyreso_strand_centrum,2013,-7
5515122_tyreso_strand_centrum,2014,0
5515123_strand_syd_gimmersta,2010,3
5515123_strand_syd_gimmersta,2011,15
5515123_strand_syd_gimmersta,2012,23
5515123_strand_syd_gimmersta,2013,25
5515123_strand_syd_gimmersta,2014,33
5515210_okand,2000,3
5515210_okand,2001,4
5515210_okand,2002,14
5515210_okand,2003,11
5515210_okand,2004,15
5515210_okand,2005,17
5515210_okand,2006,37
5515210_okand,2007,43
5515210_okand,2008,51
5515210_okand,2009,50
5515212_raksta_solberga_bergholm,2010,-2
5515212_raksta_solberga_bergholm,2011,7
5515212_raksta_solberga_bergholm,2012,9
5515212_raksta_solberga_bergholm,2013,12
5515212_raksta_solberga_bergholm,2014,13
5515220_okand,2000,13
5515220_okand,2001,21
5515220_okand,2002,33
5515220_okand,2003,49
5515220_okand,2004,54
5515220_okand,2005,60
5515220_okand,2006,79
5515220_okand,2007,79
5515220_okand,2008,88
5515220_okand,2009,102
5515221_inre_brevik,2010,14
5515221_inre_brevik,2011,13
5515221_inre_brevik,2012,19
5515221_inre_brevik,2013,24
5515221_inre_brevik,2014,36
5515222_yttre_brevik,2010,5
5515222_yttre_brevik,2011,12
5515222_yttre_brevik,2012,15
5515222_yttre_brevik,2013,7
5515222_yttre_brevik,2014,15
5610200_mortnas,2000,11
5610200_mortnas,2001,35
5610200_mortnas,2002,46
5610200_mortnas,2003,59
5610200_mortnas,2004,73
5610200_mortnas,2005,98
5610200_mortnas,2006,101
5610200_mortnas,2007,112
5610200_mortnas,2008,135
5610200_mortnas,2009,153
5610200_mortnas,2010,165
5610200_mortnas,2011,202
5610200_mortnas,2012,211
5610200_mortnas,2013,241
5610200_mortnas,2014,272
5610500_okand,2000,3
5610500_okand,2001,4
5610500_okand,2002,10
5610500_okand,2003,17
5610500_okand,2004,15
5610500_okand,2005,22
5610500_okand,2006,15
5610500_okand,2007,23
5610500_okand,2008,27
5610500_okand,2009,13
5610501_gustavsbergs_glesbygd,2010,13
5610501_gustavsbergs_glesbygd,2011,27
5610501_gustavsbergs_glesbygd,2012,36
5610501_gustavsbergs_glesbygd,2013,46
5610501_gustavsbergs_glesbygd,2014,49
5610502_gustavsbergs_glesbygd_v,2010,4
5610502_gustavsbergs_glesbygd_v,2011,30
5610502_gustavsbergs_glesbygd_v,2012,30
5610502_gustavsbergs_glesbygd_v,2013,33
5610502_gustavsbergs_glesbygd_v,2014,33
5611110_munkmora,2000,-1
5611110_munkmora,2001,-6
5611110_munkmora,2002,-9
5611110_munkmora,2003,-22
5611110_munkmora,2004,-27
5611110_munkmora,2005,-36
5611110_munkmora,2006,-39
5611110_munkmora,2007,-44
5611110_munkmora,2008,-39
5611110_munkmora,2009,-39
5611110_munkmora,2010,-38
5611110_munkmora,2011,-37
5611110_munkmora,2012,-41
5611110_munkmora,2013,-40
5611110_munkmora,2014,-35
5611120_lugnet_flerbostadshus,2000,0
5611120_lugnet_flerbostadshus,2001,5
5611120_lugnet_flerbostadshus,2002,5
5611120_lugnet_flerbostadshus,2003,-9
5611120_lugnet_flerbostadshus,2004,-6
5611120_lugnet_flerbostadshus,2005,-8
5611120_lugnet_flerbostadshus,2006,-10
5611120_lugnet_flerbostadshus,2007,-17
5611120_lugnet_flerbostadshus,2008,-26
5611120_lugnet_flerbostadshus,2009,-33
5611120_lugnet_flerbostadshus,2010,-29
5611120_lugnet_flerbostadshus,2011,-29
5611120_lugnet_flerbostadshus,2012,-23
5611120_lugnet_flerbostadshus,2013,-19
5611120_lugnet_flerbostadshus,2014,-19
5611130_lugnet_smahus,2000,11
5611130_lugnet_smahus,2001,6
5611130_lugnet_smahus,2002,8
5611130_lugnet_smahus,2003,9
5611130_lugnet_smahus,2004,10
5611130_lugnet_smahus,2005,15
5611130_lugnet_smahus,2006,20
5611130_lugnet_smahus,2007,19
5611130_lugnet_smahus,2008,19
5611130_lugnet_smahus,2009,23
5611130_lugnet_smahus,2010,22
5611130_lugnet_smahus,2011,24
5611130_lugnet_smahus,2012,24
5611130_lugnet_smahus,2013,30
5611130_lugnet_smahus,2014,41
5611140_hojdhagen,2000,-9
5611140_hojdhagen,2001,-10
5611140_hojdhagen,2002,-6
5611140_hojdhagen,2003,-4
5611140_hojdhagen,2004,-7
5611140_hojdhagen,2005,1
5611140_hojdhagen,2006,8
5611140_hojdhagen,2007,18
5611140_hojdhagen,2008,29
5611140_hojdhagen,2009,34
5611140_hojdhagen,2010,45
5611140_hojdhagen,2011,80
5611140_hojdhagen,2012,107
5611140_hojdhagen,2013,118
5611140_hojdhagen,2014,148
5611150_okand,2000,35
5611150_okand,2001,42
5611150_okand,2002,50
5611150_okand,2003,45
5611150_okand,2004,105
5611150_okand,2005,169
5611150_okand,2006,205
5611150_okand,2007,270
5611150_okand,2008,296
5611150_okand,2009,310
5611151_sodra_gustavsberg,2010,0
5611151_sodra_gustavsberg,2011,18
5611151_sodra_gustavsberg,2012,34
5611151_sodra_gustavsberg,2013,45
5611151_sodra_gustavsberg,2014,44
5611152_hasthagen,2010,16
5611152_hasthagen,2011,28
5611152_hasthagen,2012,22
5611152_hasthagen,2013,14
5611152_hasthagen,2014,13
5611160_osby_grind,2000,-1
5611160_osby_grind,2001,2
5611160_osby_grind,2002,2
5611160_osby_grind,2003,2
5611160_osby_grind,2004,-1
5611160_osby_grind,2005,2
5611160_osby_grind,2006,1
5611160_osby_grind,2007,5
5611160_osby_grind,2008,6
5611160_osby_grind,2009,3
5611160_osby_grind,2010,3
5611160_osby_grind,2011,0
5611160_osby_grind,2012,0
5611160_osby_grind,2013,-5
5611160_osby_grind,2014,3
5611170_osbydalen,2000,0
5611170_osbydalen,2001,9
5611170_osbydalen,2002,1
5611170_osbydalen,2003,8
5611170_osbydalen,2004,11
5611170_osbydalen,2005,15
5611170_osbydalen,2006,9
5611170_osbydalen,2007,18
5611170_osbydalen,2008,19
5611170_osbydalen,2009,20
5611170_osbydalen,2010,24
5611170_osbydalen,2011,23
5611170_osbydalen,2012,30
5611170_osbydalen,2013,34
5611170_osbydalen,2014,39
5611190_holmviksskogen,2000,1
5611190_holmviksskogen,2001,-1
5611190_holmviksskogen,2002,-8
5611190_holmviksskogen,2003,-17
5611190_holmviksskogen,2004,-26
5611190_holmviksskogen,2005,-24
