basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64
4270100_karby,2014,0.17755
4270200_brottby,2000,0.12963
4270200_brottby,2001,0.16514
4270200_brottby,2002,0.17757
4270200_brottby,2003,0.17757
4270200_brottby,2004,0.20952
4270200_brottby,2005,0.2449
4270200_brottby,2006,0.28125
4270200_brottby,2007,0.27273
4270200_brottby,2008,0.27957
4270200_brottby,2009,0.30233
4270200_brottby,2010,0.2963
4270200_brottby,2011,0.3125
4270200_brottby,2012,0.35065
4270200_brottby,2013,0.37975
4270200_brottby,2014,0.39474
4270501_ovr_osseby_garns_glesbygd,2000,0.16581
4270501_ovr_osseby_garns_glesbygd,2001,0.16033
4270501_ovr_osseby_garns_glesbygd,2002,0.16533
4270501_ovr_osseby_garns_glesbygd,2003,0.16103
4270501_ovr_osseby_garns_glesbygd,2004,0.17391
4270501_ovr_osseby_garns_glesbygd,2005,0.17852
4270501_ovr_osseby_garns_glesbygd,2006,0.19104
4270501_ovr_osseby_garns_glesbygd,2007,0.2015
4270501_ovr_osseby_garns_glesbygd,2008,0.19941
4270501_ovr_osseby_garns_glesbygd,2009,0.19716
4270501_ovr_osseby_garns_glesbygd,2010,0.19409
4270501_ovr_osseby_garns_glesbygd,2011,0.20601
4270501_ovr_osseby_garns_glesbygd,2012,0.20744
4270501_ovr_osseby_garns_glesbygd,2013,0.20592
4270501_ovr_osseby_garns_glesbygd,2014,0.1975
4270502_algeby_garns_ekskogen,2000,0
4270502_algeby_garns_ekskogen,2001,0.01852
4270502_algeby_garns_ekskogen,2002,0.03593
4270502_algeby_garns_ekskogen,2003,0.04142
4270502_algeby_garns_ekskogen,2004,0.05263
4270502_algeby_garns_ekskogen,2005,0.05682
4270502_algeby_garns_ekskogen,2006,0.04545
4270502_algeby_garns_ekskogen,2007,0.04918
4270502_algeby_garns_ekskogen,2008,0.04918
4270502_algeby_garns_ekskogen,2009,0.03804
4270502_algeby_garns_ekskogen,2010,0.04494
4270502_algeby_garns_ekskogen,2011,0.0442
4270502_algeby_garns_ekskogen,2012,0.04972
4270502_algeby_garns_ekskogen,2013,0.05851
4270502_algeby_garns_ekskogen,2014,0.0622
4280000_angarns_forsamling,2000,0.11558
4280000_angarns_forsamling,2001,0.12195
4280000_angarns_forsamling,2002,0.14218
4280000_angarns_forsamling,2003,0.14354
4280000_angarns_forsamling,2004,0.1381
4280000_angarns_forsamling,2005,0.13679
4280000_angarns_forsamling,2006,0.13146
4280000_angarns_forsamling,2007,0.15814
4280000_angarns_forsamling,2008,0.16592
4280000_angarns_forsamling,2009,0.15789
4280000_angarns_forsamling,2010,0.17105
4280000_angarns_forsamling,2011,0.19313
4280000_angarns_forsamling,2012,0.19737
4280000_angarns_forsamling,2013,0.18966
4280000_angarns_forsamling,2014,0.20089
4440110_ljustero,2000,0.12145
4440110_ljustero,2001,0.133
4440110_ljustero,2002,0.13462
4440110_ljustero,2003,0.14116
4440110_ljustero,2004,0.13948
4440110_ljustero,2005,0.15493
4440110_ljustero,2006,0.15746
4440110_ljustero,2007,0.15238
4440110_ljustero,2008,0.14652
4440110_ljustero,2009,0.14251
4440110_ljustero,2010,0.13631
4440110_ljustero,2011,0.13929
4440110_ljustero,2012,0.13406
4440110_ljustero,2013,0.13491
4440110_ljustero,2014,0.1351
4440120_ingmarso_m_fl_oar,2000,0.10619
4440120_ingmarso_m_fl_oar,2001,0.07965
4440120_ingmarso_m_fl_oar,2002,0.06087
4440120_ingmarso_m_fl_oar,2003,0.064
4440120_ingmarso_m_fl_oar,2004,0.072
4440120_ingmarso_m_fl_oar,2005,0.08871
4440120_ingmarso_m_fl_oar,2006,0.12598
4440120_ingmarso_m_fl_oar,2007,0.11111
4440120_ingmarso_m_fl_oar,2008,0.1129
4440120_ingmarso_m_fl_oar,2009,0.12295
4440120_ingmarso_m_fl_oar,2010,0.12097
4440120_ingmarso_m_fl_oar,2011,0.15748
4440120_ingmarso_m_fl_oar,2012,0.17699
4440120_ingmarso_m_fl_oar,2013,0.17925
4440120_ingmarso_m_fl_oar,2014,0.16346
4440200_roslags_kulla_fd_forsaml,2000,0.07285
4440200_roslags_kulla_fd_forsaml,2001,0.07742
4440200_roslags_kulla_fd_forsaml,2002,0.07911
4440200_roslags_kulla_fd_forsaml,2003,0.08491
4440200_roslags_kulla_fd_forsaml,2004,0.09585
4440200_roslags_kulla_fd_forsaml,2005,0.10759
4440200_roslags_kulla_fd_forsaml,2006,0.10714
4440200_roslags_kulla_fd_forsaml,2007,0.10592
4440200_roslags_kulla_fd_forsaml,2008,0.11182
4440200_roslags_kulla_fd_forsaml,2009,0.09732
4440200_roslags_kulla_fd_forsaml,2010,0.09898
4440200_roslags_kulla_fd_forsaml,2011,0.10738
4440200_roslags_kulla_fd_forsaml,2012,0.10884
4440200_roslags_kulla_fd_forsaml,2013,0.11724
4440200_roslags_kulla_fd_forsaml,2014,0.11628
4450110_ekbacken,2000,0.18451
4450110_ekbacken,2001,0.19187
4450110_ekbacken,2002,0.22248
4450110_ekbacken,2003,0.21718
4450110_ekbacken,2004,0.22087
4450110_ekbacken,2005,0.22518
4450110_ekbacken,2006,0.24752
4450110_ekbacken,2007,0.23114
4450110_ekbacken,2008,0.22365
4450110_ekbacken,2009,0.22959
4450110_ekbacken,2010,0.24093
4450110_ekbacken,2011,0.24165
4450110_ekbacken,2012,0.24672
4450110_ekbacken,2013,0.25672
4450110_ekbacken,2014,0.25659
4450120_runo_gard,2000,0.11495
4450120_runo_gard,2001,0.11656
4450120_runo_gard,2002,0.11875
4450120_runo_gard,2003,0.11216
4450120_runo_gard,2004,0.10714
4450120_runo_gard,2005,0.12432
4450120_runo_gard,2006,0.13407
4450120_runo_gard,2007,0.13155
4450120_runo_gard,2008,0.12063
4450120_runo_gard,2009,0.125
4450120_runo_gard,2010,0.1257
4450120_runo_gard,2011,0.14237
4450120_runo_gard,2012,0.14335
4450120_runo_gard,2013,0.15465
4450120_runo_gard,2014,0.16282
4450130_akersberga,2000,0.10082
4450130_akersberga,2001,0.1127
4450130_akersberga,2002,0.10961
4450130_akersberga,2003,0.11433
4450130_akersberga,2004,0.12089
4450130_akersberga,2005,0.12047
4450130_akersberga,2006,0.12272
4450130_akersberga,2007,0.12351
4450130_akersberga,2008,0.12698
4450130_akersberga,2009,0.12415
4450130_akersberga,2010,0.12754
4450130_akersberga,2011,0.13281
4450130_akersberga,2012,0.14156
4450130_akersberga,2013,0.14233
4450130_akersberga,2014,0.15331
4450140_kullen,2000,0.20588
4450140_kullen,2001,0.19048
4450140_kullen,2002,0.18317
4450140_kullen,2003,0.185
4450140_kullen,2004,0.20896
4450140_kullen,2005,0.24631
4450140_kullen,2006,0.26471
4450140_kullen,2007,0.24762
4450140_kullen,2008,0.23618
4450140_kullen,2009,0.24352
4450140_kullen,2010,0.26316
4450140_kullen,2011,0.27222
4450140_kullen,2012,0.27568
4450140_kullen,2013,0.25532
4450140_kullen,2014,0.25789
4450150_ostra_sora,2000,0.19024
4450150_ostra_sora,2001,0.1864
4450150_ostra_sora,2002,0.2005
4450150_ostra_sora,2003,0.20558
4450150_ostra_sora,2004,0.22023
4450150_ostra_sora,2005,0.23514
4450150_ostra_sora,2006,0.22593
4450150_ostra_sora,2007,0.23017
4450150_ostra_sora,2008,0.22649
4450150_ostra_sora,2009,0.24597
4450150_ostra_sora,2010,0.24899
4450150_ostra_sora,2011,0.24867
4450150_ostra_sora,2012,0.25844
4450150_ostra_sora,2013,0.2659
4450150_ostra_sora,2014,0.27515
4450160_vastra_sora,2000,0.14113
4450160_vastra_sora,2001,0.13843
4450160_vastra_sora,2002,0.14614
4450160_vastra_sora,2003,0.16352
4450160_vastra_sora,2004,0.17763
4450160_vastra_sora,2005,0.17768
4450160_vastra_sora,2006,0.19954
4450160_vastra_sora,2007,0.20098
4450160_vastra_sora,2008,0.21729
4450160_vastra_sora,2009,0.23131
4450160_vastra_sora,2010,0.2243
4450160_vastra_sora,2011,0.21875
4450160_vastra_sora,2012,0.22844
4450160_vastra_sora,2013,0.24939
4450160_vastra_sora,2014,0.2476
4450170_neptunus,2000,0.10825
4450170_neptunus,2001,0.12299
4450170_neptunus,2002,0.10053
4450170_neptunus,2003,0.10059
4450170_neptunus,2004,0.11728
4450170_neptunus,2005,0.12422
4450170_neptunus,2006,0.1519
4450170_neptunus,2007,0.13855
4450170_neptunus,2008,0.13415
4450170_neptunus,2009,0.14118
4450170_neptunus,2010,0.12838
4450170_neptunus,2011,0.14286
4450170_neptunus,2012,0.15603
4450170_neptunus,2013,0.18705
4450170_neptunus,2014,0.19481
4450180_kungsangen,2000,0.2506
4450180_kungsangen,2001,0.26739
4450180_kungsangen,2002,0.28957
4450180_kungsangen,2003,0.29368
4450180_kungsangen,2004,0.30587
4450180_kungsangen,2005,0.3212
4450180_kungsangen,2006,0.33458
4450180_kungsangen,2007,0.3404
4450180_kungsangen,2008,0.34387
4450180_kungsangen,2009,0.33997
4450180_kungsangen,2010,0.3473
4450180_kungsangen,2011,0.36238
4450180_kungsangen,2012,0.36962
4450180_kungsangen,2013,0.38309
4450180_kungsangen,2014,0.37252
4450190_tunagard_osterskar,2000,0.30401
4450190_tunagard_osterskar,2001,0.31279
4450190_tunagard_osterskar,2002,0.31411
4450190_tunagard_osterskar,2003,0.3233
4450190_tunagard_osterskar,2004,0.34176
4450190_tunagard_osterskar,2005,0.36068
4450190_tunagard_osterskar,2006,0.36664
4450190_tunagard_osterskar,2007,0.37761
4450190_tunagard_osterskar,2008,0.38563
4450190_tunagard_osterskar,2009,0.40332
4450190_tunagard_osterskar,2010,0.40897
4450190_tunagard_osterskar,2011,0.40644
4450190_tunagard_osterskar,2012,0.42174
4450190_tunagard_osterskar,2013,0.42416
4450190_tunagard_osterskar,2014,0.42943
4450210_akerstorp,2000,0.15054
4450210_akerstorp,2001,0.16667
4450210_akerstorp,2002,0.17471
4450210_akerstorp,2003,0.17396
4450210_akerstorp,2004,0.17912
4450210_akerstorp,2005,0.19192
4450210_akerstorp,2006,0.2046
4450210_akerstorp,2007,0.20378
4450210_akerstorp,2008,0.20616
4450210_akerstorp,2009,0.21951
4450210_akerstorp,2010,0.22067
4450210_akerstorp,2011,0.22742
4450210_akerstorp,2012,0.23276
4450210_akerstorp,2013,0.23676
4450210_akerstorp,2014,0.24735
4450220_smedby,2000,0.1451
4450220_smedby,2001,0.14386
4450220_smedby,2002,0.15413
4450220_smedby,2003,0.15245
4450220_smedby,2004,0.16367
4450220_smedby,2005,0.17818
4450220_smedby,2006,0.18416
4450220_smedby,2007,0.18371
4450220_smedby,2008,0.19164
4450220_smedby,2009,0.20654
4450220_smedby,2010,0.21843
4450220_smedby,2011,0.22034
4450220_smedby,2012,0.2305
4450220_smedby,2013,0.24211
4450220_smedby,2014,0.2492
4450230_hacksta,2000,0.18982
4450230_hacksta,2001,0.21457
4450230_hacksta,2002,0.21918
4450230_hacksta,2003,0.21976
4450230_hacksta,2004,0.20404
4450230_hacksta,2005,0.20648
4450230_hacksta,2006,0.21951
4450230_hacksta,2007,0.2211
4450230_hacksta,2008,0.22044
4450230_hacksta,2009,0.21996
4450230_hacksta,2010,0.24699
4450230_hacksta,2011,0.26875
4450230_hacksta,2012,0.26294
4450230_hacksta,2013,0.25793
4450230_hacksta,2014,0.25055
4450240_skansta,2000,0.19523
4450240_skansta,2001,0.18866
4450240_skansta,2002,0.18452
4450240_skansta,2003,0.18428
4450240_skansta,2004,0.18882
4450240_skansta,2005,0.19173
4450240_skansta,2006,0.1866
4450240_skansta,2007,0.18393
4450240_skansta,2008,0.19743
4450240_skansta,2009,0.19882
4450240_skansta,2010,0.20751
4450240_skansta,2011,0.20783
4450240_skansta,2012,0.21421
4450240_skansta,2013,0.22075
4450240_skansta,2014,0.21792
4450250_singo,2000,0.07661
4450250_singo,2001,0.06746
4450250_singo,2002,0.068
4450250_singo,2003,0.0856
4450250_singo,2004,0.08989
4450250_singo,2005,0.10219
4450250_singo,2006,0.09963
4450250_singo,2007,0.11152
4450250_singo,2008,0.11957
4450250_singo,2009,0.12996
4450250_singo,2010,0.16207
4450250_singo,2011,0.16434
4450250_singo,2012,0.18571
4450250_singo,2013,0.19366
4450250_singo,2014,0.19217
4450260_asatra,2000,0.10204
4450260_asatra,2001,0.11062
4450260_asatra,2002,0.1092
4450260_asatra,2003,0.10955
4450260_asatra,2004,0.12182
4450260_asatra,2005,0.14414
4450260_asatra,2006,0.14193
4450260_asatra,2007,0.13677
4450260_asatra,2008,0.13828
4450260_asatra,2009,0.14725
4450260_asatra,2010,0.14323
4450260_asatra,2011,0.14396
4450260_asatra,2012,0.14194
4450260_asatra,2013,0.15306
4450260_asatra,2014,0.14931
4450310_margretelund,2000,0.20189
4450310_margretelund,2001,0.21154
4450310_margretelund,2002,0.21781
4450310_margretelund,2003,0.22614
4450310_margretelund,2004,0.24613
4450310_margretelund,2005,0.25752
4450310_margretelund,2006,0.27225
4450310_margretelund,2007,0.28483
4450310_margretelund,2008,0.29029
4450310_margretelund,2009,0.28893
4450310_margretelund,2010,0.29966
4450310_margretelund,2011,0.32244
4450310_margretelund,2012,0.33132
4450310_margretelund,2013,0.3348
4450310_margretelund,2014,0.34236
4450320_trasatra,2000,0.16804
4450320_trasatra,2001,0.17741
4450320_trasatra,2002,0.18033
4450320_trasatra,2003,0.17856
4450320_trasatra,2004,0.1866
4450320_trasatra,2005,0.1881
4450320_trasatra,2006,0.18627
4450320_trasatra,2007,0.19425
4450320_trasatra,2008,0.19878
4450320_trasatra,2009,0.20296
4450320_trasatra,2010,0.20139
4450320_trasatra,2011,0.21265
4450320_trasatra,2012,0.21781
4450320_trasatra,2013,0.22711
4450320_trasatra,2014,0.2295
4450330_flaxenvik,2000,0.09797
4450330_flaxenvik,2001,0.10098
4450330_flaxenvik,2002,0.11371
4450330_flaxenvik,2003,0.12664
4450330_flaxenvik,2004,0.12392
4450330_flaxenvik,2005,0.12684
4450330_flaxenvik,2006,0.12056
4450330_flaxenvik,2007,0.13203
4450330_flaxenvik,2008,0.14065
4450330_flaxenvik,2009,0.1434
4450330_flaxenvik,2010,0.15307
4450330_flaxenvik,2011,0.16334
4450330_flaxenvik,2012,0.17522
4450330_flaxenvik,2013,0.17633
4450330_flaxenvik,2014,0.18341
4450340_skargardsstad,2000,0.19608
4450340_skargardsstad,2001,0.20341
4450340_skargardsstad,2002,0.21222
4450340_skargardsstad,2003,0.21074
4450340_skargardsstad,2004,0.22607
4450340_skargardsstad,2005,0.23005
4450340_skargardsstad,2006,0.24074
4450340_skargardsstad,2007,0.23578
4450340_skargardsstad,2008,0.23785
4450340_skargardsstad,2009,0.2437
4450340_skargardsstad,2010,0.24894
4450340_skargardsstad,2011,0.25132
4450340_skargardsstad,2012,0.25981
4450340_skargardsstad,2013,0.26539
4450340_skargardsstad,2014,0.28059
4451231_okand,2000,0.15077
4451231_okand,2001,0.15976
4451231_okand,2002,0.17486
4451231_okand,2003,0.21914
4451231_okand,2004,0.23265
4451231_okand,2005,0.25952
4451231_okand,2006,0.29085
4451231_okand,2007,0.30079
4451231_okand,2008,0.32864
4451231_okand,2009,0.33866
4451240_norra_runo,2000,0.14512
4451240_norra_runo,2001,0.18433
4451240_norra_runo,2002,0.20668
4451240_norra_runo,2003,0.20455
4451240_norra_runo,2004,0.2033
4451240_norra_runo,2005,0.21646
4451240_norra_runo,2006,0.21528
4451240_norra_runo,2007,0.21793
4451240_norra_runo,2008,0.23898
4451240_norra_runo,2009,0.25585
4451240_norra_runo,2010,0.25705
4451240_norra_runo,2011,0.28146
4451240_norra_runo,2012,0.27731
4451240_norra_runo,2013,0.27934
4451240_norra_runo,2014,0.28293
4451250_svinninge,2000,0.16183
4451250_svinninge,2001,0.15832
4451250_svinninge,2002,0.17613
4451250_svinninge,2003,0.18864
4451250_svinninge,2004,0.18659
4451250_svinninge,2005,0.1921
4451250_svinninge,2006,0.20069
4451250_svinninge,2007,0.20819
4451250_svinninge,2008,0.22317
4451250_svinninge,2009,0.23333
4451250_svinninge,2010,0.2461
4451250_svinninge,2011,0.23698
4451250_svinninge,2012,0.23519
4451250_svinninge,2013,0.23993
4451250_svinninge,2014,0.23288
4451410_rydbo,2000,0.23485
4451410_rydbo,2001,0.20996
4451410_rydbo,2002,0.23588
4451410_rydbo,2003,0.26861
4451410_rydbo,2004,0.2921
4451410_rydbo,2005,0.33667
4451410_rydbo,2006,0.34375
4451410_rydbo,2007,0.35032
4451410_rydbo,2008,0.34936
4451410_rydbo,2009,0.35505
4451410_rydbo,2010,0.38284
4451410_rydbo,2011,0.37908
4451410_rydbo,2012,0.36808
4451410_rydbo,2013,0.37966
4451410_rydbo,2014,0.36455
4451420_svartgarn,2000,0.15426
4451420_svartgarn,2001,0.17005
4451420_svartgarn,2002,0.17799
4451420_svartgarn,2003,0.18122
4451420_svartgarn,2004,0.19348
4451420_svartgarn,2005,0.22153
4451420_svartgarn,2006,0.23395
4451420_svartgarn,2007,0.24262
4451420_svartgarn,2008,0.2418
4451420_svartgarn,2009,0.25105
4451420_svartgarn,2010,0.26439
4451420_svartgarn,2011,0.27887
4451420_svartgarn,2012,0.29978
4451420_svartgarn,2013,0.30342
4451420_svartgarn,2014,0.31276
4451430_ostra_ryds_glesbygd,2000,0.12632
4451430_ostra_ryds_glesbygd,2001,0.13043
4451430_ostra_ryds_glesbygd,2002,0.13542
4451430_ostra_ryds_glesbygd,2003,0.10309
4451430_ostra_ryds_glesbygd,2004,0.15789
4451430_ostra_ryds_glesbygd,2005,0.17895
4451430_ostra_ryds_glesbygd,2006,0.14286
4451430_ostra_ryds_glesbygd,2007,0.13793
4451430_ostra_ryds_glesbygd,2008,0.12222
4451430_ostra_ryds_glesbygd,2009,0.1
4451430_ostra_ryds_glesbygd,2010,0.11364
4451430_ostra_ryds_glesbygd,2011,0.12941
4451430_ostra_ryds_glesbygd,2012,0.14444
4451430_ostra_ryds_glesbygd,2013,0.18182
4451430_ostra_ryds_glesbygd,2014,0.16667
5610200_mortnas,2000,0.19664
5610200_mortnas,2001,0.22381
5610200_mortnas,2002,0.22307
5610200_mortnas,2003,0.23442
5610200_mortnas,2004,0.25073
5610200_mortnas,2005,0.28033
5610200_mortnas,2006,0.28044
5610200_mortnas,2007,0.29521
5610200_mortnas,2008,0.31621
5610200_mortnas,2009,0.32516
5610200_mortnas,2010,0.33418
5610200_mortnas,2011,0.35858
5610200_mortnas,2012,0.36321
5610200_mortnas,2013,0.36916
5610200_mortnas,2014,0.3664
5610500_okand,2000,0.24955
5610500_okand,2001,0.24691
5610500_okand,2002,0.25893
5610500_okand,2003,0.27065
5610500_okand,2004,0.26372
5610500_okand,2005,0.27586
5610500_okand,2006,0.26379
5610500_okand,2007,0.26678
5610500_okand,2008,0.2715
5610500_okand,2009,0.26095
5611110_munkmora,2000,0.07871
5611110_munkmora,2001,0.08129
5611110_munkmora,2002,0.08344
5611110_munkmora,2003,0.07951
5611110_munkmora,2004,0.07619
5611110_munkmora,2005,0.07607
5611110_munkmora,2006,0.08523
5611110_munkmora,2007,0.08514
5611110_munkmora,2008,0.1016
5611110_munkmora,2009,0.10286
5611110_munkmora,2010,0.11158
5611110_munkmora,2011,0.11699
5611110_munkmora,2012,0.12164
5611110_munkmora,2013,0.12205
5611110_munkmora,2014,0.13197
5611120_lugnet_flerbostadshus,2000,0.07384
5611120_lugnet_flerbostadshus,2001,0.09192
5611120_lugnet_flerbostadshus,2002,0.1068
5611120_lugnet_flerbostadshus,2003,0.09275
5611120_lugnet_flerbostadshus,2004,0.10135
5611120_lugnet_flerbostadshus,2005,0.11348
5611120_lugnet_flerbostadshus,2006,0.10751
5611120_lugnet_flerbostadshus,2007,0.11775
5611120_lugnet_flerbostadshus,2008,0.10657
5611120_lugnet_flerbostadshus,2009,0.09559
5611120_lugnet_flerbostadshus,2010,0.09804
5611120_lugnet_flerbostadshus,2011,0.09695
5611120_lugnet_flerbostadshus,2012,0.11579
5611120_lugnet_flerbostadshus,2013,0.11979
5611120_lugnet_flerbostadshus,2014,0.12876
5611130_lugnet_smahus,2000,0.17372
5611130_lugnet_smahus,2001,0.17143
5611130_lugnet_smahus,2002,0.18211
5611130_lugnet_smahus,2003,0.18051
5611130_lugnet_smahus,2004,0.1814
5611130_lugnet_smahus,2005,0.19048
5611130_lugnet_smahus,2006,0.20484
5611130_lugnet_smahus,2007,0.20432
5611130_lugnet_smahus,2008,0.20098
5611130_lugnet_smahus,2009,0.20813
5611130_lugnet_smahus,2010,0.20428
5611130_lugnet_smahus,2011,0.21115
5611130_lugnet_smahus,2012,0.21284
5611130_lugnet_smahus,2013,0.22071
5611130_lugnet_smahus,2014,0.23737
5611140_hojdhagen,2000,0.17515
5611140_hojdhagen,2001,0.1722
5611140_hojdhagen,2002,0.17842
5611140_hojdhagen,2003,0.16736
5611140_hojdhagen,2004,0.16773
5611140_hojdhagen,2005,0.19321
5611140_hojdhagen,2006,0.20711
5611140_hojdhagen,2007,0.21869
5611140_hojdhagen,2008,0.23732
5611140_hojdhagen,2009,0.2451
5611140_hojdhagen,2010,0.25219
5611140_hojdhagen,2011,0.29335
5611140_hojdhagen,2012,0.32659
5611140_hojdhagen,2013,0.31753
5611140_hojdhagen,2014,0.36091
5611150_okand,2000,0.17025
5611150_okand,2001,0.18063
5611150_okand,2002,0.18715
5611150_okand,2003,0.18715
5611150_okand,2004,0.21392
5611150_okand,2005,0.23499
5611150_okand,2006,0.25046
5611150_okand,2007,0.26623
5611150_okand,2008,0.27851
5611150_okand,2009,0.2796
5611160_osby_grind,2000,0.13068
5611160_osby_grind,2001,0.15205
5611160_osby_grind,2002,0.15517
5611160_osby_grind,2003,0.18563
5611160_osby_grind,2004,0.2
5611160_osby_grind,2005,0.225
5611160_osby_grind,2006,0.22293
5611160_osby_grind,2007,0.24405
5611160_osby_grind,2008,0.24096
5611160_osby_grind,2009,0.25625
5611160_osby_grind,2010,0.25309
5611160_osby_grind,2011,0.26347
5611160_osby_grind,2012,0.28659
5611160_osby_grind,2013,0.28125
5611160_osby_grind,2014,0.30769
5611170_osbydalen,2000,0.13141
5611170_osbydalen,2001,0.15263
5611170_osbydalen,2002,0.1502
5611170_osbydalen,2003,0.16416
5611170_osbydalen,2004,0.17033
5611170_osbydalen,2005,0.18776
5611170_osbydalen,2006,0.18487
5611170_osbydalen,2007,0.20055
5611170_osbydalen,2008,0.20391
5611170_osbydalen,2009,0.20474
5611170_osbydalen,2010,0.213
5611170_osbydalen,2011,0.21547
5611170_osbydalen,2012,0.23098
5611170_osbydalen,2013,0.24328
5611170_osbydalen,2014,0.25177
5611190_holmviksskogen,2000,0.10959
5611190_holmviksskogen,2001,0.13218
5611190_holmviksskogen,2002,0.14162
5611190_holmviksskogen,2003,0.13372
5611190_holmviksskogen,2004,0.1303
5611190_holmviksskogen,2005,0.14804
5611190_holmviksskogen,2006,0.13772
5611190_holmviksskogen,2007,0.14502
5611190_holmviksskogen,2008,0.15142
5611190_holmviksskogen,2009,0.14521
5611190_holmviksskogen,2010,0.16928
5611190_holmviksskogen,2011,0.17081
5611190_holmviksskogen,2012,0.16667
5611190_holmviksskogen,2013,0.16975
5611190_holmviksskogen,2014,0.19444
5620100_brunn,2000,0.13737
5620100_brunn,2001,0.15644
5620100_brunn,2002,0.15625
5620100_brunn,2003,0.15355
5620100_brunn,2004,0.16573
5620100_brunn,2005,0.17537
5620100_brunn,2006,0.17279
5620100_brunn,2007,0.19623
5620100_brunn,2008,0.19582
5620100_brunn,2009,0.19612
5620100_brunn,2010,0.20594
5620100_brunn,2011,0.22568
5620100_brunn,2012,0.21932
5620100_brunn,2013,0.23232
5620100_brunn,2014,0.24952
5620510_okand,2000,0.18619
5620510_okand,2001,0.18946
5620510_okand,2002,0.18983
5620510_okand,2003,0.20144
5620510_okand,2004,0.20932
5620510_okand,2005,0.20684
5620510_okand,2006,0.20795
5620510_okand,2007,0.21393
