basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
5320320_ostra_skogas,2006,36
5320320_ostra_skogas,2007,41
5320320_ostra_skogas,2008,35
5320320_ostra_skogas,2009,52
5320320_ostra_skogas,2010,58
5320320_ostra_skogas,2011,66
5320320_ostra_skogas,2012,71
5320320_ostra_skogas,2013,62
5320320_ostra_skogas,2014,68
5320410_lanna_drevviken,2000,11
5320410_lanna_drevviken,2001,30
5320410_lanna_drevviken,2002,34
5320410_lanna_drevviken,2003,40
5320410_lanna_drevviken,2004,42
5320410_lanna_drevviken,2005,46
5320410_lanna_drevviken,2006,48
5320410_lanna_drevviken,2007,50
5320410_lanna_drevviken,2008,50
5320410_lanna_drevviken,2009,46
5320410_lanna_drevviken,2010,45
5320410_lanna_drevviken,2011,49
5320410_lanna_drevviken,2012,53
5320410_lanna_drevviken,2013,60
5320410_lanna_drevviken,2014,53
5320510_trangsunds_glesbygd,2000,0
5320510_trangsunds_glesbygd,2001,0
5320510_trangsunds_glesbygd,2002,2
5320510_trangsunds_glesbygd,2003,-4
5320510_trangsunds_glesbygd,2004,3
5320510_trangsunds_glesbygd,2005,6
5320510_trangsunds_glesbygd,2006,10
5320510_trangsunds_glesbygd,2007,16
5320510_trangsunds_glesbygd,2008,16
5320510_trangsunds_glesbygd,2009,18
5320510_trangsunds_glesbygd,2010,19
5320510_trangsunds_glesbygd,2011,13
5320510_trangsunds_glesbygd,2012,13
5320510_trangsunds_glesbygd,2013,15
5320510_trangsunds_glesbygd,2014,19
5320520_vidja,2000,-3
5320520_vidja,2001,-3
5320520_vidja,2002,0
5320520_vidja,2003,0
5320520_vidja,2004,0
5320520_vidja,2005,1
5320520_vidja,2006,5
5320520_vidja,2007,4
5320520_vidja,2008,4
5320520_vidja,2009,5
5320520_vidja,2010,5
5320520_vidja,2011,5
5320520_vidja,2012,1
5320520_vidja,2013,4
5320520_vidja,2014,0
5330110_varby_gard,2000,-1
5330110_varby_gard,2001,-3
5330110_varby_gard,2002,-11
5330110_varby_gard,2003,-25
5330110_varby_gard,2004,-42
5330110_varby_gard,2005,-54
5330110_varby_gard,2006,-71
5330110_varby_gard,2007,-69
5330110_varby_gard,2008,-97
5330110_varby_gard,2009,-106
5330110_varby_gard,2010,-111
5330110_varby_gard,2011,-108
5330110_varby_gard,2012,-103
5330110_varby_gard,2013,-109
5330110_varby_gard,2014,-107
5330200_masmo,2000,4
5330200_masmo,2001,2
5330200_masmo,2002,6
5330200_masmo,2003,-1
5330200_masmo,2004,4
5330200_masmo,2005,5
5330200_masmo,2006,6
5330200_masmo,2007,5
5330200_masmo,2008,16
5330200_masmo,2009,17
5330200_masmo,2010,12
5330200_masmo,2011,14
5330200_masmo,2012,20
5330200_masmo,2013,19
5330200_masmo,2014,19
5330331_smista_juringe,2000,9
5330331_smista_juringe,2001,12
5330331_smista_juringe,2002,10
5330331_smista_juringe,2003,12
5330331_smista_juringe,2004,13
5330331_smista_juringe,2005,20
5330331_smista_juringe,2006,22
5330331_smista_juringe,2007,21
5330331_smista_juringe,2008,14
5330331_smista_juringe,2009,14
5330331_smista_juringe,2010,29
5330331_smista_juringe,2011,35
5330331_smista_juringe,2012,67
5330331_smista_juringe,2013,75
5330331_smista_juringe,2014,98
5330332_jakobslund,2000,3
5330332_jakobslund,2001,4
5330332_jakobslund,2002,1
5330332_jakobslund,2003,-5
5330332_jakobslund,2004,-10
5330332_jakobslund,2005,-11
5330332_jakobslund,2006,-15
5330332_jakobslund,2007,-15
5330332_jakobslund,2008,-13
5330332_jakobslund,2009,-12
5330332_jakobslund,2010,-12
5330332_jakobslund,2011,-6
5330332_jakobslund,2012,-2
5330332_jakobslund,2013,-4
5330332_jakobslund,2014,-2
5330340_krakvik,2000,8
5330340_krakvik,2001,14
5330340_krakvik,2002,19
5330340_krakvik,2003,28
5330340_krakvik,2004,25
5330340_krakvik,2005,24
5330340_krakvik,2006,25
5330340_krakvik,2007,29
5330340_krakvik,2008,35
5330340_krakvik,2009,33
5330340_krakvik,2010,44
5330340_krakvik,2011,48
5330340_krakvik,2012,52
5330340_krakvik,2013,56
5330340_krakvik,2014,61
5330410_utsalje,2000,3
5330410_utsalje,2001,-2
5330410_utsalje,2002,0
5330410_utsalje,2003,6
5330410_utsalje,2004,-1
5330410_utsalje,2005,-4
5330410_utsalje,2006,-1
5330410_utsalje,2007,1
5330410_utsalje,2008,12
5330410_utsalje,2009,13
5330410_utsalje,2010,26
5330410_utsalje,2011,29
5330410_utsalje,2012,29
5330410_utsalje,2013,27
5330410_utsalje,2014,35
5330430_snattringe_gard,2000,3
5330430_snattringe_gard,2001,0
5330430_snattringe_gard,2002,-3
5330430_snattringe_gard,2003,3
5330430_snattringe_gard,2004,3
5330430_snattringe_gard,2005,6
5330430_snattringe_gard,2006,0
5330430_snattringe_gard,2007,-1
5330430_snattringe_gard,2008,-1
5330430_snattringe_gard,2009,1
5330430_snattringe_gard,2010,4
5330430_snattringe_gard,2011,7
5330430_snattringe_gard,2012,8
5330430_snattringe_gard,2013,13
5330430_snattringe_gard,2014,16
5340500_glomsta,2000,-1
5340500_glomsta,2001,5
5340500_glomsta,2002,5
5340500_glomsta,2003,13
5340500_glomsta,2004,20
5340500_glomsta,2005,27
5340500_glomsta,2006,30
5340500_glomsta,2007,35
5340500_glomsta,2008,43
5340500_glomsta,2009,42
5340500_glomsta,2010,48
5340500_glomsta,2011,50
5340500_glomsta,2012,59
5340500_glomsta,2013,68
5340500_glomsta,2014,83
5340630_kasta,2000,3
5340630_kasta,2001,6
5340630_kasta,2002,7
5340630_kasta,2003,11
5340630_kasta,2004,22
5340630_kasta,2005,16
5340630_kasta,2006,20
5340630_kasta,2007,23
5340630_kasta,2008,17
5340630_kasta,2009,21
5340630_kasta,2010,21
5340630_kasta,2011,23
5340630_kasta,2012,20
5340630_kasta,2013,25
5340630_kasta,2014,29
5340640_grantorp,2000,6
5340640_grantorp,2001,-8
5340640_grantorp,2002,-50
5340640_grantorp,2003,-79
5340640_grantorp,2004,-105
5340640_grantorp,2005,-133
5340640_grantorp,2006,-156
5340640_grantorp,2007,-195
5340640_grantorp,2008,-196
5340640_grantorp,2009,-208
5340640_grantorp,2010,-224
5340640_grantorp,2011,-219
5340640_grantorp,2012,-263
5340640_grantorp,2013,-307
5340640_grantorp,2014,-335
5340710_visattra,2000,6
5340710_visattra,2001,7
5340710_visattra,2002,-9
5340710_visattra,2003,-21
5340710_visattra,2004,-17
5340710_visattra,2005,-26
5340710_visattra,2006,-31
5340710_visattra,2007,-50
5340710_visattra,2008,-65
5340710_visattra,2009,-72
5340710_visattra,2010,-71
5340710_visattra,2011,-95
5340710_visattra,2012,-115
5340710_visattra,2013,-113
5340710_visattra,2014,-123
5411010_henriksdal,2000,5
5411010_henriksdal,2001,4
5411010_henriksdal,2002,8
5411010_henriksdal,2003,3
5411010_henriksdal,2004,7
5411010_henriksdal,2005,8
5411010_henriksdal,2006,13
5411010_henriksdal,2007,1
5411010_henriksdal,2008,-4
5411010_henriksdal,2009,-11
5411010_henriksdal,2010,-9
5411010_henriksdal,2011,1
5411010_henriksdal,2012,0
5411010_henriksdal,2013,-1
5411010_henriksdal,2014,2
5411020_finnberget,2000,-1
5411020_finnberget,2001,1
5411020_finnberget,2002,-5
5411020_finnberget,2003,5
5411020_finnberget,2004,15
5411020_finnberget,2005,24
5411020_finnberget,2006,25
5411020_finnberget,2007,30
5411020_finnberget,2008,32
5411020_finnberget,2009,31
5411020_finnberget,2010,36
5411020_finnberget,2011,37
5411020_finnberget,2012,38
5411020_finnberget,2013,38
5411020_finnberget,2014,40
5411030_kvarnholmen,2000,0
5411030_kvarnholmen,2001,0
5411030_kvarnholmen,2002,3
5411030_kvarnholmen,2003,4
5411030_kvarnholmen,2004,4
5411030_kvarnholmen,2005,7
5411030_kvarnholmen,2006,7
5411030_kvarnholmen,2007,4
5411030_kvarnholmen,2008,4
5411030_kvarnholmen,2009,4
5411030_kvarnholmen,2010,6
5411030_kvarnholmen,2011,9
5411030_kvarnholmen,2012,19
5411030_kvarnholmen,2013,33
5411030_kvarnholmen,2014,81
5411040_danviken,2000,20
5411040_danviken,2001,43
5411040_danviken,2002,44
5411040_danviken,2003,44
5411040_danviken,2004,79
5411040_danviken,2005,103
5411040_danviken,2006,141
5411040_danviken,2007,202
5411040_danviken,2008,247
5411040_danviken,2009,294
5411040_danviken,2010,312
5411040_danviken,2011,320
5411040_danviken,2012,323
5411040_danviken,2013,342
5411040_danviken,2014,362
5411100_alphyddan,2000,14
5411100_alphyddan,2001,15
5411100_alphyddan,2002,25
5411100_alphyddan,2003,31
5411100_alphyddan,2004,20
5411100_alphyddan,2005,17
5411100_alphyddan,2006,20
5411100_alphyddan,2007,17
5411100_alphyddan,2008,14
5411100_alphyddan,2009,9
5411100_alphyddan,2010,10
5411100_alphyddan,2011,0
5411100_alphyddan,2012,-14
5411100_alphyddan,2013,-13
5411100_alphyddan,2014,-10
5411110_finntorp,2000,7
5411110_finntorp,2001,11
5411110_finntorp,2002,10
5411110_finntorp,2003,13
5411110_finntorp,2004,13
5411110_finntorp,2005,11
5411110_finntorp,2006,45
5411110_finntorp,2007,29
5411110_finntorp,2008,11
5411110_finntorp,2009,15
5411110_finntorp,2010,25
5411110_finntorp,2011,46
5411110_finntorp,2012,49
5411110_finntorp,2013,53
5411110_finntorp,2014,55
5411130_ekudden,2000,6
5411130_ekudden,2001,8
5411130_ekudden,2002,3
5411130_ekudden,2003,8
5411130_ekudden,2004,4
5411130_ekudden,2005,0
5411130_ekudden,2006,5
5411130_ekudden,2007,-1
5411130_ekudden,2008,-2
5411130_ekudden,2009,2
5411130_ekudden,2010,7
5411130_ekudden,2011,40
5411130_ekudden,2012,39
5411130_ekudden,2013,45
5411130_ekudden,2014,36
5411140_jarla_industriomr,2000,0
5411140_jarla_industriomr,2001,11
5411140_jarla_industriomr,2002,61
5411140_jarla_industriomr,2003,77
5411140_jarla_industriomr,2004,112
5411140_jarla_industriomr,2005,145
5411140_jarla_industriomr,2006,154
5411140_jarla_industriomr,2007,180
5411140_jarla_industriomr,2008,188
5411140_jarla_industriomr,2009,186
5411140_jarla_industriomr,2010,189
5411140_jarla_industriomr,2011,178
5411140_jarla_industriomr,2012,174
5411140_jarla_industriomr,2013,193
5411140_jarla_industriomr,2014,199
5411200_sickla_industriomr,2000,-3
5411200_sickla_industriomr,2001,7
5411200_sickla_industriomr,2002,40
5411200_sickla_industriomr,2003,63
5411200_sickla_industriomr,2004,92
5411200_sickla_industriomr,2005,108
5411200_sickla_industriomr,2006,141
5411200_sickla_industriomr,2007,174
5411200_sickla_industriomr,2008,178
5411200_sickla_industriomr,2009,165
5411200_sickla_industriomr,2010,148
5411200_sickla_industriomr,2011,141
5411200_sickla_industriomr,2012,120
5411200_sickla_industriomr,2013,110
5411200_sickla_industriomr,2014,83
5411210_tallbacken,2000,1
5411210_tallbacken,2001,11
5411210_tallbacken,2002,18
5411210_tallbacken,2003,18
5411210_tallbacken,2004,21
5411210_tallbacken,2005,21
5411210_tallbacken,2006,23
5411210_tallbacken,2007,20
5411210_tallbacken,2008,24
5411210_tallbacken,2009,72
5411210_tallbacken,2010,77
5411210_tallbacken,2011,68
5411210_tallbacken,2012,60
5411210_tallbacken,2013,63
5411210_tallbacken,2014,66
5411220_nysatra,2000,1
5411220_nysatra,2001,7
5411220_nysatra,2002,10
5411220_nysatra,2003,11
5411220_nysatra,2004,12
5411220_nysatra,2005,17
5411220_nysatra,2006,21
5411220_nysatra,2007,20
5411220_nysatra,2008,20
5411220_nysatra,2009,23
5411220_nysatra,2010,27
5411220_nysatra,2011,31
5411220_nysatra,2012,28
5411220_nysatra,2013,28
5411220_nysatra,2014,28
5411320_jarlaberg,2000,12
5411320_jarlaberg,2001,16
5411320_jarlaberg,2002,12
5411320_jarlaberg,2003,15
5411320_jarlaberg,2004,19
5411320_jarlaberg,2005,26
5411320_jarlaberg,2006,21
5411320_jarlaberg,2007,8
5411320_jarlaberg,2008,9
5411320_jarlaberg,2009,17
5411320_jarlaberg,2010,23
5411320_jarlaberg,2011,24
5411320_jarlaberg,2012,18
5411320_jarlaberg,2013,13
5411320_jarlaberg,2014,23
5411330_vikdalen,2000,0
5411330_vikdalen,2001,-3
5411330_vikdalen,2002,-3
5411330_vikdalen,2003,1
5411330_vikdalen,2004,6
5411330_vikdalen,2005,6
5411330_vikdalen,2006,6
5411330_vikdalen,2007,6
5411330_vikdalen,2008,6
5411330_vikdalen,2009,13
5411330_vikdalen,2010,13
5411330_vikdalen,2011,12
5411330_vikdalen,2012,15
5411330_vikdalen,2013,15
5411330_vikdalen,2014,12
5411340_nacka_strand,2000,19
5411340_nacka_strand,2001,18
5411340_nacka_strand,2002,12
5411340_nacka_strand,2003,6
5411340_nacka_strand,2004,10
5411340_nacka_strand,2005,6
5411340_nacka_strand,2006,11
5411340_nacka_strand,2007,18
5411340_nacka_strand,2008,13
5411340_nacka_strand,2009,7
5411340_nacka_strand,2010,13
5411340_nacka_strand,2011,3
5411340_nacka_strand,2012,4
5411340_nacka_strand,2013,3
5411340_nacka_strand,2014,3
5411410_nacka_centrum,2000,5
5411410_nacka_centrum,2001,6
5411410_nacka_centrum,2002,2
5411410_nacka_centrum,2003,-2
5411410_nacka_centrum,2004,-9
5411410_nacka_centrum,2005,-13
5411410_nacka_centrum,2006,-21
5411410_nacka_centrum,2007,-21
5411410_nacka_centrum,2008,-6
5411410_nacka_centrum,2009,5
5411410_nacka_centrum,2010,18
5411410_nacka_centrum,2011,17
5411410_nacka_centrum,2012,12
5411410_nacka_centrum,2013,7
5411410_nacka_centrum,2014,11
5411500_storangen,2000,0
5411500_storangen,2001,-2
5411500_storangen,2002,7
5411500_storangen,2003,12
5411500_storangen,2004,16
5411500_storangen,2005,25
5411500_storangen,2006,25
5411500_storangen,2007,31
5411500_storangen,2008,41
5411500_storangen,2009,51
5411500_storangen,2010,54
5411500_storangen,2011,60
5411500_storangen,2012,61
5411500_storangen,2013,65
5411500_storangen,2014,67
5411600_duvnas_utskog,2000,7
5411600_duvnas_utskog,2001,5
5411600_duvnas_utskog,2002,6
5411600_duvnas_utskog,2003,4
5411600_duvnas_utskog,2004,7
5411600_duvnas_utskog,2005,9
5411600_duvnas_utskog,2006,13
5411600_duvnas_utskog,2007,10
5411600_duvnas_utskog,2008,16
5411600_duvnas_utskog,2009,18
5411600_duvnas_utskog,2010,22
5411600_duvnas_utskog,2011,34
5411600_duvnas_utskog,2012,35
5411600_duvnas_utskog,2013,46
5411600_duvnas_utskog,2014,41
5411610_skuru,2000,5
5411610_skuru,2001,4
5411610_skuru,2002,13
5411610_skuru,2003,7
5411610_skuru,2004,4
5411610_skuru,2005,9
5411610_skuru,2006,11
5411610_skuru,2007,20
5411610_skuru,2008,32
5411610_skuru,2009,36
5411610_skuru,2010,41
5411610_skuru,2011,39
5411610_skuru,2012,49
5411610_skuru,2013,50
5411610_skuru,2014,70
5411700_skogalund,2000,3
5411700_skogalund,2001,8
5411700_skogalund,2002,11
5411700_skogalund,2003,15
5411700_skogalund,2004,20
5411700_skogalund,2005,25
5411700_skogalund,2006,27
5411700_skogalund,2007,26
5411700_skogalund,2008,24
5411700_skogalund,2009,26
5411700_skogalund,2010,28
5411700_skogalund,2011,24
5411700_skogalund,2012,24
5411700_skogalund,2013,29
5411700_skogalund,2014,27
5411710_vastra_ektorp,2000,-3
5411710_vastra_ektorp,2001,-7
5411710_vastra_ektorp,2002,-17
5411710_vastra_ektorp,2003,-25
5411710_vastra_ektorp,2004,-30
5411710_vastra_ektorp,2005,-42
5411710_vastra_ektorp,2006,-40
5411710_vastra_ektorp,2007,-39
5411710_vastra_ektorp,2008,-43
5411710_vastra_ektorp,2009,-37
5411710_vastra_ektorp,2010,-40
5411710_vastra_ektorp,2011,-45
5411710_vastra_ektorp,2012,-61
5411710_vastra_ektorp,2013,-69
5411710_vastra_ektorp,2014,-85
5411720_ostra_ektorp,2000,-5
5411720_ostra_ektorp,2001,-5
5411720_ostra_ektorp,2002,-12
5411720_ostra_ektorp,2003,-13
5411720_ostra_ektorp,2004,-8
5411720_ostra_ektorp,2005,-13
5411720_ostra_ektorp,2006,-14
5411720_ostra_ektorp,2007,-13
5411720_ostra_ektorp,2008,-15
5411720_ostra_ektorp,2009,-15
5411720_ostra_ektorp,2010,-5
5411720_ostra_ektorp,2011,-6
5411720_ostra_ektorp,2012,1
5411720_ostra_ektorp,2013,-1
5411720_ostra_ektorp,2014,-2
5411740_saltangen,2000,6
5411740_saltangen,2001,-6
5411740_saltangen,2002,-8
5411740_saltangen,2003,-9
5411740_saltangen,2004,-14
5411740_saltangen,2005,-22
5411740_saltangen,2006,-25
5411740_saltangen,2007,-24
5411740_saltangen,2008,-30
5411740_saltangen,2009,-30
5411740_saltangen,2010,-32
5411740_saltangen,2011,-36
5411740_saltangen,2012,-39
5411740_saltangen,2013,-41
5411740_saltangen,2014,-42
5411800_duvnas,2000,-5
5411800_duvnas,2001,-3
5411800_duvnas,2002,9
5411800_duvnas,2003,13
5411800_duvnas,2004,12
5411800_duvnas,2005,18
5411800_duvnas,2006,20
5411800_duvnas,2007,33
5411800_duvnas,2008,38
5411800_duvnas,2009,46
5411800_duvnas,2010,47
5411800_duvnas,2011,49
5411800_duvnas,2012,48
5411800_duvnas,2013,58
5411800_duvnas,2014,63
5411900_hasthagen,2000,3
5411900_hasthagen,2001,3
5411900_hasthagen,2002,5
5411900_hasthagen,2003,8
5411900_hasthagen,2004,13
5411900_hasthagen,2005,18
5411900_hasthagen,2006,21
5411900_hasthagen,2007,19
5411900_hasthagen,2008,19
5411900_hasthagen,2009,19
5411900_hasthagen,2010,17
5411900_hasthagen,2011,21
5411900_hasthagen,2012,24
5411900_hasthagen,2013,25
5411900_hasthagen,2014,31
5413001_fisksatra_sm,2000,-4
5413001_fisksatra_sm,2001,-13
5413001_fisksatra_sm,2002,-10
5413001_fisksatra_sm,2003,-8
5413001_fisksatra_sm,2004,-7
5413001_fisksatra_sm,2005,-9
5413001_fisksatra_sm,2006,-13
5413001_fisksatra_sm,2007,-9
5413001_fisksatra_sm,2008,-1
5413001_fisksatra_sm,2009,4
5413001_fisksatra_sm,2010,0
5413001_fisksatra_sm,2011,2
5413001_fisksatra_sm,2012,5
5413001_fisksatra_sm,2013,3
5413001_fisksatra_sm,2014,5
5413002_fisksatra_fh,2000,-8
5413002_fisksatra_fh,2001,-21
5413002_fisksatra_fh,2002,-49
5413002_fisksatra_fh,2003,-61
5413002_fisksatra_fh,2004,-82
5413002_fisksatra_fh,2005,-82
5413002_fisksatra_fh,2006,-96
5413002_fisksatra_fh,2007,-96
5413002_fisksatra_fh,2008,-115
5413002_fisksatra_fh,2009,-118
5413002_fisksatra_fh,2010,-140
5413002_fisksatra_fh,2011,-150
5413002_fisksatra_fh,2012,-155
5413002_fisksatra_fh,2013,-175
5413002_fisksatra_fh,2014,-195
5414001_erstavik,2000,0
5414001_erstavik,2001,0
5414001_erstavik,2002,4
5414001_erstavik,2003,7
5414001_erstavik,2004,7
5414001_erstavik,2005,10
5414001_erstavik,2006,7
5414001_erstavik,2007,10
5414001_erstavik,2008,10
5414001_erstavik,2009,13
5414001_erstavik,2010,13
5414001_erstavik,2011,13
5414001_erstavik,2012,13
5414001_erstavik,2013,10
5414001_erstavik,2014,10
5414100_kolarangen,2000,4
5414100_kolarangen,2001,11
5414100_kolarangen,2002,11
5414100_kolarangen,2003,8
5414100_kolarangen,2004,17
5414100_kolarangen,2005,17
5414100_kolarangen,2006,29
5414100_kolarangen,2007,33
5414100_kolarangen,2008,37
5414100_kolarangen,2009,37
5414100_kolarangen,2010,44
5414100_kolarangen,2011,53
5414100_kolarangen,2012,57
5414100_kolarangen,2013,61
5414100_kolarangen,2014,64
5414200_alta_gard,2000,9
5414200_alta_gard,2001,13
5414200_alta_gard,2002,19
5414200_alta_gard,2003,16
5414200_alta_gard,2004,23
5414200_alta_gard,2005,32
5414200_alta_gard,2006,32
5414200_alta_gard,2007,28
5414200_alta_gard,2008,37
5414200_alta_gard,2009,51
5414200_alta_gard,2010,56
5414200_alta_gard,2011,71
5414200_alta_gard,2012,78
5414200_alta_gard,2013,72
5414200_alta_gard,2014,76
5414300_stenso,2000,1
5414300_stenso,2001,-3
5414300_stenso,2002,-4
5414300_stenso,2003,-11
5414300_stenso,2004,-15
5414300_stenso,2005,-19
5414300_stenso,2006,-22
5414300_stenso,2007,-22
5414300_stenso,2008,-30
5414300_stenso,2009,-22
5414300_stenso,2010,-22
5414300_stenso,2011,-6
5414300_stenso,2012,2
5414300_stenso,2013,5
5414300_stenso,2014,11
5414310_hedvigslund,2000,2
5414310_hedvigslund,2001,9
5414310_hedvigslund,2002,13
5414310_hedvigslund,2003,14
5414310_hedvigslund,2004,25
5414310_hedvigslund,2005,24
5414310_hedvigslund,2006,37
5414310_hedvigslund,2007,51
5414310_hedvigslund,2008,51
5414310_hedvigslund,2009,69
5414310_hedvigslund,2010,87
5414310_hedvigslund,2011,100
5414310_hedvigslund,2012,113
5414310_hedvigslund,2013,143
5414310_hedvigslund,2014,179
5423100_igelboda,2000,20
5423100_igelboda,2001,41
5423100_igelboda,2002,36
5423100_igelboda,2003,49
5423100_igelboda,2004,50
5423100_igelboda,2005,50
5423100_igelboda,2006,55
5423100_igelboda,2007,58
5423100_igelboda,2008,62
5423100_igelboda,2009,73
5423100_igelboda,2010,79
5423100_igelboda,2011,85
5423100_igelboda,2012,89
5423100_igelboda,2013,89
5423100_igelboda,2014,94
5423201_solsidan_norr,2000,0
5423201_solsidan_norr,2001,3
5423201_solsidan_norr,2002,3
5423201_solsidan_norr,2003,3
5423201_solsidan_norr,2004,6
5423201_solsidan_norr,2005,9
5423201_solsidan_norr,2006,9
5423201_solsidan_norr,2007,9
5423201_solsidan_norr,2008,9
5423201_solsidan_norr,2009,12
5423201_solsidan_norr,2010,12
5423201_solsidan_norr,2011,12
5423201_solsidan_norr,2012,12
5423201_solsidan_norr,2013,12
5423201_solsidan_norr,2014,12
5423202_saltsjobaden_centrum,2000,-8
5423202_saltsjobaden_centrum,2001,-12
5423202_saltsjobaden_centrum,2002,-20
5423202_saltsjobaden_centrum,2003,-24
5423202_saltsjobaden_centrum,2004,-28
5423202_saltsjobaden_centrum,2005,-30
5423202_saltsjobaden_centrum,2006,-35
5423202_saltsjobaden_centrum,2007,-32
5423202_saltsjobaden_centrum,2008,-29
5423202_saltsjobaden_centrum,2009,-35
5423202_saltsjobaden_centrum,2010,-35
5423202_saltsjobaden_centrum,2011,-31
5423202_saltsjobaden_centrum,2012,-32
5423202_saltsjobaden_centrum,2013,-33
5423202_saltsjobaden_centrum,2014,-27
5423230_tattby,2000,5
5423230_tattby,2001,7
5423230_tattby,2002,14
5423230_tattby,2003,13
5423230_tattby,2004,15
5423230_tattby,2005,19
5423230_tattby,2006,26
5423230_tattby,2007,26
5423230_tattby,2008,32
5423230_tattby,2009,29
5423230_tattby,2010,33
5423230_tattby,2011,41
5423230_tattby,2012,40
5423230_tattby,2013,46
5423230_tattby,2014,45
5423300_neglingeon,2000,-4
5423300_neglingeon,2001,-2
5423300_neglingeon,2002,5
5423300_neglingeon,2003,9
5423300_neglingeon,2004,18
5423300_neglingeon,2005,31
5423300_neglingeon,2006,42
5423300_neglingeon,2007,60
5423300_neglingeon,2008,66
5423300_neglingeon,2009,68
5423300_neglingeon,2010,77
5423300_neglingeon,2011,72
5423300_neglingeon,2012,74
5423300_neglingeon,2013,78
5423300_neglingeon,2014,77
5423400_solsidan,2000,-6
5423400_solsidan,2001,-1
5423400_solsidan,2002,4
5423400_solsidan,2003,8
5423400_solsidan,2004,2
5423400_solsidan,2005,0
5423400_solsidan,2006,4
5423400_solsidan,2007,17
5423400_solsidan,2008,19
5423400_solsidan,2009,20
5423400_solsidan,2010,26
5423400_solsidan,2011,32
5423400_solsidan,2012,31
5423400_solsidan,2013,34
5423400_solsidan,2014,49
5423500_algo,2000,2
5423500_algo,2001,6
5423500_algo,2002,6
5423500_algo,2003,11
5423500_algo,2004,12
5423500_algo,2005,14
5423500_algo,2006,8
5423500_algo,2007,11
5423500_algo,2008,18
5423500_algo,2009,17
5423500_algo,2010,19
5423500_algo,2011,23
5423500_algo,2012,21
5423500_algo,2013,19
5423500_algo,2014,22
5432000_norra_bjorknas,2000,1
5432000_norra_bjorknas,2001,4
5432000_norra_bjorknas,2002,6
5432000_norra_bjorknas,2003,7
5432000_norra_bjorknas,2004,7
5432000_norra_bjorknas,2005,12
5432000_norra_bjorknas,2006,18
5432000_norra_bjorknas,2007,28
5432000_norra_bjorknas,2008,29
5432000_norra_bjorknas,2009,33
5432000_norra_bjorknas,2010,34
5432000_norra_bjorknas,2011,39
5432000_norra_bjorknas,2012,42
5432000_norra_bjorknas,2013,47
5432000_norra_bjorknas,2014,46
5432020_sodra_bjorknas,2000,10
5432020_sodra_bjorknas,2001,14
5432020_sodra_bjorknas,2002,22
5432020_sodra_bjorknas,2003,21
5432020_sodra_bjorknas,2004,22
5432020_sodra_bjorknas,2005,30
5432020_sodra_bjorknas,2006,30
5432020_sodra_bjorknas,2007,48
5432020_sodra_bjorknas,2008,49
5432020_sodra_bjorknas,2009,51
5432020_sodra_bjorknas,2010,59
5432020_sodra_bjorknas,2011,64
5432020_sodra_bjorknas,2012,62
5432020_sodra_bjorknas,2013,65
5432020_sodra_bjorknas,2014,62
5432030_klinten,2000,4
5432030_klinten,2001,9
5432030_klinten,2002,9
5432030_klinten,2003,8
5432030_klinten,2004,11
5432030_klinten,2005,5
5432030_klinten,2006,9
5432030_klinten,2007,6
5432030_klinten,2008,11
5432030_klinten,2009,6
5432030_klinten,2010,6
5432030_klinten,2011,5
5432030_klinten,2012,-5
5432030_klinten,2013,6
5432030_klinten,2014,10
5432100_eknas,2000,1
5432100_eknas,2001,3
5432100_eknas,2002,0
5432100_eknas,2003,4
5432100_eknas,2004,13
5432100_eknas,2005,26
5432100_eknas,2006,31
5432100_eknas,2007,26
5432100_eknas,2008,36
5432100_eknas,2009,39
5432100_eknas,2010,47
5432100_eknas,2011,41
5432100_eknas,2012,68
5432100_eknas,2013,81
5432100_eknas,2014,113
5432200_vastra_kummelnas,2000,4
5432200_vastra_kummelnas,2001,11
5432200_vastra_kummelnas,2002,14
5432200_vastra_kummelnas,2003,20
5432200_vastra_kummelnas,2004,30
5432200_vastra_kummelnas,2005,33
5432200_vastra_kummelnas,2006,30
5432200_vastra_kummelnas,2007,33
5432200_vastra_kummelnas,2008,33
5432200_vastra_kummelnas,2009,38
5432200_vastra_kummelnas,2010,52
5432200_vastra_kummelnas,2011,60
5432200_vastra_kummelnas,2012,59
5432200_vastra_kummelnas,2013,61
5432200_vastra_kummelnas,2014,65
5432220_ostra_kummelnas,2000,11
5432220_ostra_kummelnas,2001,14
5432220_ostra_kummelnas,2002,25
5432220_ostra_kummelnas,2003,37
5432220_ostra_kummelnas,2004,46
5432220_ostra_kummelnas,2005,49
5432220_ostra_kummelnas,2006,50
5432220_ostra_kummelnas,2007,52
5432220_ostra_kummelnas,2008,59
5432220_ostra_kummelnas,2009,74
5432220_ostra_kummelnas,2010,84
5432220_ostra_kummelnas,2011,93
5432220_ostra_kummelnas,2012,101
5432220_ostra_kummelnas,2013,103
5432220_ostra_kummelnas,2014,109
5432300_kil,2000,8
5432300_kil,2001,13
5432300_kil,2002,20
5432300_kil,2003,21
5432300_kil,2004,24
5432300_kil,2005,31
5432300_kil,2006,32
5432300_kil,2007,34
5432300_kil,2008,34
5432300_kil,2009,34
5432300_kil,2010,34
5432300_kil,2011,34
5432300_kil,2012,32
5432300_kil,2013,33
5432300_kil,2014,35
5432400_krokhojden,2000,0
