basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
2160130_fagersjovagen,2011,5
2160130_fagersjovagen,2012,19
2160130_fagersjovagen,2013,23
2160130_fagersjovagen,2014,26
2160220_sodra_farsta,2000,5
2160220_sodra_farsta,2001,-2
2160220_sodra_farsta,2002,-2
2160220_sodra_farsta,2003,3
2160220_sodra_farsta,2004,4
2160220_sodra_farsta,2005,-7
2160220_sodra_farsta,2006,-9
2160220_sodra_farsta,2007,-2
2160220_sodra_farsta,2008,-1
2160220_sodra_farsta,2009,-11
2160220_sodra_farsta,2010,9
2160220_sodra_farsta,2011,18
2160220_sodra_farsta,2012,18
2160220_sodra_farsta,2013,22
2160220_sodra_farsta,2014,23
2160230_vastra_farsta,2000,5
2160230_vastra_farsta,2001,5
2160230_vastra_farsta,2002,8
2160230_vastra_farsta,2003,11
2160230_vastra_farsta,2004,13
2160230_vastra_farsta,2005,9
2160230_vastra_farsta,2006,12
2160230_vastra_farsta,2007,16
2160230_vastra_farsta,2008,21
2160230_vastra_farsta,2009,23
2160230_vastra_farsta,2010,22
2160230_vastra_farsta,2011,32
2160230_vastra_farsta,2012,44
2160230_vastra_farsta,2013,62
2160230_vastra_farsta,2014,76
2160240_ostra_farsta,2000,-3
2160240_ostra_farsta,2001,8
2160240_ostra_farsta,2002,2
2160240_ostra_farsta,2003,11
2160240_ostra_farsta,2004,2
2160240_ostra_farsta,2005,-2
2160240_ostra_farsta,2006,6
2160240_ostra_farsta,2007,5
2160240_ostra_farsta,2008,-1
2160240_ostra_farsta,2009,6
2160240_ostra_farsta,2010,13
2160240_ostra_farsta,2011,8
2160240_ostra_farsta,2012,10
2160240_ostra_farsta,2013,29
2160240_ostra_farsta,2014,55
2160260_norra_farsta,2000,-2
2160260_norra_farsta,2001,-1
2160260_norra_farsta,2002,5
2160260_norra_farsta,2003,9
2160260_norra_farsta,2004,15
2160260_norra_farsta,2005,16
2160260_norra_farsta,2006,19
2160260_norra_farsta,2007,10
2160260_norra_farsta,2008,20
2160260_norra_farsta,2009,27
2160260_norra_farsta,2010,42
2160260_norra_farsta,2011,47
2160260_norra_farsta,2012,47
2160260_norra_farsta,2013,40
2160260_norra_farsta,2014,38
2160320_ullerudsbacken,2000,7
2160320_ullerudsbacken,2001,5
2160320_ullerudsbacken,2002,1
2160320_ullerudsbacken,2003,-13
2160320_ullerudsbacken,2004,-28
2160320_ullerudsbacken,2005,-31
2160320_ullerudsbacken,2006,-40
2160320_ullerudsbacken,2007,-39
2160320_ullerudsbacken,2008,-51
2160320_ullerudsbacken,2009,-44
2160320_ullerudsbacken,2010,-58
2160320_ullerudsbacken,2011,-43
2160320_ullerudsbacken,2012,-42
2160320_ullerudsbacken,2013,-31
2160320_ullerudsbacken,2014,-28
2160330_farsta_gard,2000,5
2160330_farsta_gard,2001,5
2160330_farsta_gard,2002,7
2160330_farsta_gard,2003,4
2160330_farsta_gard,2004,11
2160330_farsta_gard,2005,10
2160330_farsta_gard,2006,12
2160330_farsta_gard,2007,9
2160330_farsta_gard,2008,11
2160330_farsta_gard,2009,14
2160330_farsta_gard,2010,17
2160330_farsta_gard,2011,18
2160330_farsta_gard,2012,21
2160330_farsta_gard,2013,26
2160330_farsta_gard,2014,26
2160520_gubbangstorget,2000,9
2160520_gubbangstorget,2001,23
2160520_gubbangstorget,2002,12
2160520_gubbangstorget,2003,30
2160520_gubbangstorget,2004,29
2160520_gubbangstorget,2005,36
2160520_gubbangstorget,2006,36
2160520_gubbangstorget,2007,36
2160520_gubbangstorget,2008,16
2160520_gubbangstorget,2009,21
2160520_gubbangstorget,2010,52
2160520_gubbangstorget,2011,33
2160520_gubbangstorget,2012,2
2160520_gubbangstorget,2013,-6
2160520_gubbangstorget,2014,-16
2160530_gubbangens_gard,2000,0
2160530_gubbangens_gard,2001,4
2160530_gubbangens_gard,2002,4
2160530_gubbangens_gard,2003,1
2160530_gubbangens_gard,2004,2
2160530_gubbangens_gard,2005,2
2160530_gubbangens_gard,2006,2
2160530_gubbangens_gard,2007,5
2160530_gubbangens_gard,2008,1
2160530_gubbangens_gard,2009,1
2160530_gubbangens_gard,2010,5
2160530_gubbangens_gard,2011,8
2160530_gubbangens_gard,2012,8
2160530_gubbangens_gard,2013,12
2160530_gubbangens_gard,2014,9
2160620_vastra_hokarangen,2000,14
2160620_vastra_hokarangen,2001,6
2160620_vastra_hokarangen,2002,19
2160620_vastra_hokarangen,2003,12
2160620_vastra_hokarangen,2004,5
2160620_vastra_hokarangen,2005,-13
2160620_vastra_hokarangen,2006,-10
2160620_vastra_hokarangen,2007,7
2160620_vastra_hokarangen,2008,14
2160620_vastra_hokarangen,2009,12
2160620_vastra_hokarangen,2010,19
2160620_vastra_hokarangen,2011,23
2160620_vastra_hokarangen,2012,24
2160620_vastra_hokarangen,2013,19
2160620_vastra_hokarangen,2014,12
2160630_sondagsvagen,2000,2
2160630_sondagsvagen,2001,3
2160630_sondagsvagen,2002,2
2160630_sondagsvagen,2003,-1
2160630_sondagsvagen,2004,-12
2160630_sondagsvagen,2005,-20
2160630_sondagsvagen,2006,-19
2160630_sondagsvagen,2007,-10
2160630_sondagsvagen,2008,-14
2160630_sondagsvagen,2009,-26
2160630_sondagsvagen,2010,-26
2160630_sondagsvagen,2011,-23
2160630_sondagsvagen,2012,-20
2160630_sondagsvagen,2013,-15
2160630_sondagsvagen,2014,-2
2160640_lingvagen,2000,4
2160640_lingvagen,2001,3
2160640_lingvagen,2002,1
2160640_lingvagen,2003,4
2160640_lingvagen,2004,4
2160640_lingvagen,2005,-1
2160640_lingvagen,2006,5
2160640_lingvagen,2007,5
2160640_lingvagen,2008,-6
2160640_lingvagen,2009,-3
2160640_lingvagen,2010,2
2160640_lingvagen,2011,13
2160640_lingvagen,2012,6
2160640_lingvagen,2013,17
2160640_lingvagen,2014,18
2160720_vastra_larsboda,2000,-2
2160720_vastra_larsboda,2001,-1
2160720_vastra_larsboda,2002,0
2160720_vastra_larsboda,2003,-4
2160720_vastra_larsboda,2004,0
2160720_vastra_larsboda,2005,-3
2160720_vastra_larsboda,2006,-4
2160720_vastra_larsboda,2007,0
2160720_vastra_larsboda,2008,-3
2160720_vastra_larsboda,2009,38
2160720_vastra_larsboda,2010,40
2160720_vastra_larsboda,2011,58
2160720_vastra_larsboda,2012,55
2160720_vastra_larsboda,2013,58
2160720_vastra_larsboda,2014,58
2160760_ostra_larsboda,2000,0
2160760_ostra_larsboda,2001,2
2160760_ostra_larsboda,2002,0
2160760_ostra_larsboda,2003,3
2160760_ostra_larsboda,2004,3
2160760_ostra_larsboda,2005,3
2160760_ostra_larsboda,2006,3
2160760_ostra_larsboda,2007,3
2160760_ostra_larsboda,2008,3
2160760_ostra_larsboda,2009,0
2160760_ostra_larsboda,2010,0
2160760_ostra_larsboda,2011,0
2160760_ostra_larsboda,2012,3
2160760_ostra_larsboda,2013,-1
2160760_ostra_larsboda,2014,-4
2160820_bagarfruvagen,2000,2
2160820_bagarfruvagen,2001,-2
2160820_bagarfruvagen,2002,-5
2160820_bagarfruvagen,2003,-10
2160820_bagarfruvagen,2004,-11
2160820_bagarfruvagen,2005,-10
2160820_bagarfruvagen,2006,0
2160820_bagarfruvagen,2007,-2
2160820_bagarfruvagen,2008,9
2160820_bagarfruvagen,2009,-4
2160820_bagarfruvagen,2010,-6
2160820_bagarfruvagen,2011,3
2160820_bagarfruvagen,2012,20
2160820_bagarfruvagen,2013,30
2160820_bagarfruvagen,2014,23
2160830_vastra_skondal,2000,6
2160830_vastra_skondal,2001,6
2160830_vastra_skondal,2002,4
2160830_vastra_skondal,2003,4
2160830_vastra_skondal,2004,9
2160830_vastra_skondal,2005,11
2160830_vastra_skondal,2006,17
2160830_vastra_skondal,2007,25
2160830_vastra_skondal,2008,31
2160830_vastra_skondal,2009,26
2160830_vastra_skondal,2010,33
2160830_vastra_skondal,2011,38
2160830_vastra_skondal,2012,41
2160830_vastra_skondal,2013,46
2160830_vastra_skondal,2014,59
2160840_norra_skondal,2000,-2
2160840_norra_skondal,2001,-2
2160840_norra_skondal,2002,1
2160840_norra_skondal,2003,0
2160840_norra_skondal,2004,5
2160840_norra_skondal,2005,10
2160840_norra_skondal,2006,11
2160840_norra_skondal,2007,7
2160840_norra_skondal,2008,11
2160840_norra_skondal,2009,13
2160840_norra_skondal,2010,15
2160840_norra_skondal,2011,17
2160840_norra_skondal,2012,16
2160840_norra_skondal,2013,16
2160840_norra_skondal,2014,13
2160850_stora_skondal,2000,3
2160850_stora_skondal,2001,3
2160850_stora_skondal,2002,1
2160850_stora_skondal,2003,1
2160850_stora_skondal,2004,-2
2160850_stora_skondal,2005,1
2160850_stora_skondal,2006,1
2160850_stora_skondal,2007,3
2160850_stora_skondal,2008,0
2160850_stora_skondal,2009,0
2160850_stora_skondal,2010,7
2160850_stora_skondal,2011,17
2160850_stora_skondal,2012,67
2160850_stora_skondal,2013,86
2160850_stora_skondal,2014,84
2160920_sodra_svedmyra,2000,8
2160920_sodra_svedmyra,2001,0
2160920_sodra_svedmyra,2002,-1
2160920_sodra_svedmyra,2003,-7
2160920_sodra_svedmyra,2004,12
2160920_sodra_svedmyra,2005,14
2160920_sodra_svedmyra,2006,18
2160920_sodra_svedmyra,2007,10
2160920_sodra_svedmyra,2008,19
2160920_sodra_svedmyra,2009,7
2160920_sodra_svedmyra,2010,4
2160920_sodra_svedmyra,2011,-1
2160920_sodra_svedmyra,2012,-4
2160920_sodra_svedmyra,2013,-7
2160920_sodra_svedmyra,2014,-20
2160930_norra_svedmyra,2000,1
2160930_norra_svedmyra,2001,6
2160930_norra_svedmyra,2002,12
2160930_norra_svedmyra,2003,12
2160930_norra_svedmyra,2004,20
2160930_norra_svedmyra,2005,23
2160930_norra_svedmyra,2006,25
2160930_norra_svedmyra,2007,29
2160930_norra_svedmyra,2008,36
2160930_norra_svedmyra,2009,35
2160930_norra_svedmyra,2010,34
2160930_norra_svedmyra,2011,43
2160930_norra_svedmyra,2012,45
2160930_norra_svedmyra,2013,49
2160930_norra_svedmyra,2014,49
2161020_norra_tallkrogen,2000,4
2161020_norra_tallkrogen,2001,2
2161020_norra_tallkrogen,2002,3
2161020_norra_tallkrogen,2003,2
2161020_norra_tallkrogen,2004,5
2161020_norra_tallkrogen,2005,4
2161020_norra_tallkrogen,2006,3
2161020_norra_tallkrogen,2007,6
2161020_norra_tallkrogen,2008,2
2161020_norra_tallkrogen,2009,7
2161020_norra_tallkrogen,2010,3
2161020_norra_tallkrogen,2011,10
2161020_norra_tallkrogen,2012,5
2161020_norra_tallkrogen,2013,10
2161020_norra_tallkrogen,2014,20
2161030_sodra_tallkrogen,2000,4
2161030_sodra_tallkrogen,2001,2
2161030_sodra_tallkrogen,2002,4
2161030_sodra_tallkrogen,2003,7
2161030_sodra_tallkrogen,2004,9
2161030_sodra_tallkrogen,2005,18
2161030_sodra_tallkrogen,2006,22
2161030_sodra_tallkrogen,2007,23
2161030_sodra_tallkrogen,2008,29
2161030_sodra_tallkrogen,2009,34
2161030_sodra_tallkrogen,2010,44
2161030_sodra_tallkrogen,2011,50
2161030_sodra_tallkrogen,2012,55
2161030_sodra_tallkrogen,2013,67
2161030_sodra_tallkrogen,2014,67
2170120_bredangs_alle,2000,18
2170120_bredangs_alle,2001,4
2170120_bredangs_alle,2002,-7
2170120_bredangs_alle,2003,-20
2170120_bredangs_alle,2004,-39
2170120_bredangs_alle,2005,-38
2170120_bredangs_alle,2006,-35
2170120_bredangs_alle,2007,-51
2170120_bredangs_alle,2008,-47
2170120_bredangs_alle,2009,-61
2170120_bredangs_alle,2010,-71
2170120_bredangs_alle,2011,-82
2170120_bredangs_alle,2012,-90
2170120_bredangs_alle,2013,-82
2170120_bredangs_alle,2014,-87
2170130_yttre_bredang,2000,6
2170130_yttre_bredang,2001,10
2170130_yttre_bredang,2002,6
2170130_yttre_bredang,2003,9
2170130_yttre_bredang,2004,9
2170130_yttre_bredang,2005,3
2170130_yttre_bredang,2006,6
2170130_yttre_bredang,2007,4
2170130_yttre_bredang,2008,5
2170130_yttre_bredang,2009,9
2170130_yttre_bredang,2010,5
2170130_yttre_bredang,2011,1
2170130_yttre_bredang,2012,1
2170130_yttre_bredang,2013,2
2170130_yttre_bredang,2014,6
2170220_satra_torg,2000,4
2170220_satra_torg,2001,12
2170220_satra_torg,2002,8
2170220_satra_torg,2003,8
2170220_satra_torg,2004,4
2170220_satra_torg,2005,4
2170220_satra_torg,2006,0
2170220_satra_torg,2007,12
2170220_satra_torg,2008,8
2170220_satra_torg,2009,2
2170220_satra_torg,2010,-2
2170220_satra_torg,2011,4
2170220_satra_torg,2012,-30
2170220_satra_torg,2013,-46
2170220_satra_torg,2014,-24
2170230_norra_satra,2000,-1
2170230_norra_satra,2001,-6
2170230_norra_satra,2002,-5
2170230_norra_satra,2003,-5
2170230_norra_satra,2004,4
2170230_norra_satra,2005,4
2170230_norra_satra,2006,-2
2170230_norra_satra,2007,-1
2170230_norra_satra,2008,1
2170230_norra_satra,2009,7
2170230_norra_satra,2010,12
2170230_norra_satra,2011,18
2170230_norra_satra,2012,16
2170230_norra_satra,2013,15
2170230_norra_satra,2014,14
2170310_skarholmens_centrum,2000,2
2170310_skarholmens_centrum,2001,2
2170310_skarholmens_centrum,2002,3
2170310_skarholmens_centrum,2003,1
2170310_skarholmens_centrum,2004,-3
2170310_skarholmens_centrum,2005,-3
2170310_skarholmens_centrum,2006,-10
2170310_skarholmens_centrum,2007,-10
2170310_skarholmens_centrum,2008,-12
2170310_skarholmens_centrum,2009,-12
2170310_skarholmens_centrum,2010,-16
2170310_skarholmens_centrum,2011,-16
2170310_skarholmens_centrum,2012,-18
2170310_skarholmens_centrum,2013,-10
2170310_skarholmens_centrum,2014,-10
2170321_skarholmens_gard,2000,0
2170321_skarholmens_gard,2001,0
2170321_skarholmens_gard,2002,-4
2170321_skarholmens_gard,2003,-8
2170321_skarholmens_gard,2004,-5
2170321_skarholmens_gard,2005,-5
2170321_skarholmens_gard,2006,-3
2170321_skarholmens_gard,2007,-4
2170321_skarholmens_gard,2008,-11
2170321_skarholmens_gard,2009,-12
2170321_skarholmens_gard,2010,-13
2170321_skarholmens_gard,2011,-10
2170321_skarholmens_gard,2012,-13
2170321_skarholmens_gard,2013,-7
2170321_skarholmens_gard,2014,-11
2170322_mellersta_skarholmen,2000,-3
2170322_mellersta_skarholmen,2001,0
2170322_mellersta_skarholmen,2002,-6
2170322_mellersta_skarholmen,2003,-6
2170322_mellersta_skarholmen,2004,-9
2170322_mellersta_skarholmen,2005,-12
2170322_mellersta_skarholmen,2006,6
2170322_mellersta_skarholmen,2007,-13
2170322_mellersta_skarholmen,2008,-6
2170322_mellersta_skarholmen,2009,-3
2170322_mellersta_skarholmen,2010,-17
2170322_mellersta_skarholmen,2011,-18
2170322_mellersta_skarholmen,2012,-43
2170322_mellersta_skarholmen,2013,-42
2170322_mellersta_skarholmen,2014,-56
2170330_sodra_skarholmen,2000,3
2170330_sodra_skarholmen,2001,2
2170330_sodra_skarholmen,2002,2
2170330_sodra_skarholmen,2003,-4
2170330_sodra_skarholmen,2004,-6
2170330_sodra_skarholmen,2005,-1
2170330_sodra_skarholmen,2006,0
2170330_sodra_skarholmen,2007,0
2170330_sodra_skarholmen,2008,2
2170330_sodra_skarholmen,2009,-1
2170330_sodra_skarholmen,2010,1
2170330_sodra_skarholmen,2011,3
2170330_sodra_skarholmen,2012,2
2170330_sodra_skarholmen,2013,2
2170330_sodra_skarholmen,2014,2
2170420_ostra_varberg,2000,17
2170420_ostra_varberg,2001,5
2170420_ostra_varberg,2002,-6
2170420_ostra_varberg,2003,-22
2170420_ostra_varberg,2004,-45
2170420_ostra_varberg,2005,-55
2170420_ostra_varberg,2006,-55
2170420_ostra_varberg,2007,-48
2170420_ostra_varberg,2008,-50
2170420_ostra_varberg,2009,-59
2170420_ostra_varberg,2010,-69
2170420_ostra_varberg,2011,-65
2170420_ostra_varberg,2012,-78
2170420_ostra_varberg,2013,-96
2170420_ostra_varberg,2014,-110
2170430_vastra_varberg,2000,3
2170430_vastra_varberg,2001,3
2170430_vastra_varberg,2002,0
2170430_vastra_varberg,2003,-5
2170430_vastra_varberg,2004,-4
2170430_vastra_varberg,2005,-5
2170430_vastra_varberg,2006,-2
2170430_vastra_varberg,2007,-3
2170430_vastra_varberg,2008,-6
2170430_vastra_varberg,2009,-2
2170430_vastra_varberg,2010,-4
2170430_vastra_varberg,2011,1
2170430_vastra_varberg,2012,7
2170430_vastra_varberg,2013,11
2170430_vastra_varberg,2014,-3
2210120_norra_abrahamsberg,2000,2
2210120_norra_abrahamsberg,2001,5
2210120_norra_abrahamsberg,2002,-3
2210120_norra_abrahamsberg,2003,0
2210120_norra_abrahamsberg,2004,4
2210120_norra_abrahamsberg,2005,-7
2210120_norra_abrahamsberg,2006,-12
2210120_norra_abrahamsberg,2007,-12
2210120_norra_abrahamsberg,2008,-20
2210120_norra_abrahamsberg,2009,-35
2210120_norra_abrahamsberg,2010,-17
2210120_norra_abrahamsberg,2011,-7
2210120_norra_abrahamsberg,2012,-11
2210120_norra_abrahamsberg,2013,-18
2210120_norra_abrahamsberg,2014,-22
2210130_sodra_abrahamsberg,2000,-2
2210130_sodra_abrahamsberg,2001,-14
2210130_sodra_abrahamsberg,2002,-9
2210130_sodra_abrahamsberg,2003,-8
2210130_sodra_abrahamsberg,2004,-14
2210130_sodra_abrahamsberg,2005,-15
2210130_sodra_abrahamsberg,2006,-30
2210130_sodra_abrahamsberg,2007,-27
2210130_sodra_abrahamsberg,2008,-31
2210130_sodra_abrahamsberg,2009,-29
2210130_sodra_abrahamsberg,2010,-23
2210130_sodra_abrahamsberg,2011,-21
2210130_sodra_abrahamsberg,2012,-19
2210130_sodra_abrahamsberg,2013,-9
2210130_sodra_abrahamsberg,2014,-15
2210200_beckomberga,2000,-4
2210200_beckomberga,2001,-5
2210200_beckomberga,2002,-3
2210200_beckomberga,2003,-10
2210200_beckomberga,2004,-12
2210200_beckomberga,2005,-10
2210200_beckomberga,2006,-9
2210200_beckomberga,2007,10
2210200_beckomberga,2008,28
2210200_beckomberga,2009,68
2210200_beckomberga,2010,93
2210200_beckomberga,2011,106
2210200_beckomberga,2012,99
2210200_beckomberga,2013,107
2210200_beckomberga,2014,159
2210300_blackeberg,2000,7
2210300_blackeberg,2001,3
2210300_blackeberg,2002,7
2210300_blackeberg,2003,-13
2210300_blackeberg,2004,-36
2210300_blackeberg,2005,-32
2210300_blackeberg,2006,6
2210300_blackeberg,2007,19
2210300_blackeberg,2008,24
2210300_blackeberg,2009,-1
2210300_blackeberg,2010,26
2210300_blackeberg,2011,24
2210300_blackeberg,2012,101
2210300_blackeberg,2013,136
2210300_blackeberg,2014,162
2210400_bromma_kyrka,2000,-2
2210400_bromma_kyrka,2001,7
2210400_bromma_kyrka,2002,13
2210400_bromma_kyrka,2003,14
2210400_bromma_kyrka,2004,26
2210400_bromma_kyrka,2005,38
2210400_bromma_kyrka,2006,44
2210400_bromma_kyrka,2007,53
2210400_bromma_kyrka,2008,57
2210400_bromma_kyrka,2009,62
2210400_bromma_kyrka,2010,68
2210400_bromma_kyrka,2011,78
2210400_bromma_kyrka,2012,86
2210400_bromma_kyrka,2013,90
2210400_bromma_kyrka,2014,100
2210500_ballsta,2000,8
2210500_ballsta,2001,10
2210500_ballsta,2002,13
2210500_ballsta,2003,13
2210500_ballsta,2004,13
2210500_ballsta,2005,13
2210500_ballsta,2006,13
2210500_ballsta,2007,14
2210500_ballsta,2008,16
2210500_ballsta,2009,15
2210500_ballsta,2010,16
2210500_ballsta,2011,17
2210500_ballsta,2012,21
2210500_ballsta,2013,16
2210500_ballsta,2014,15
2210600_eneby,2000,0
2210600_eneby,2001,2
2210600_eneby,2002,4
2210600_eneby,2003,-4
2210600_eneby,2004,-1
2210600_eneby,2005,-1
2210600_eneby,2006,1
2210600_eneby,2007,1
2210600_eneby,2008,6
2210600_eneby,2009,10
2210600_eneby,2010,8
2210600_eneby,2011,11
2210600_eneby,2012,14
2210600_eneby,2013,16
2210600_eneby,2014,25
2210700_mariehall,2000,-1
2210700_mariehall,2001,4
2210700_mariehall,2002,6
2210700_mariehall,2003,4
2210700_mariehall,2004,17
2210700_mariehall,2005,35
2210700_mariehall,2006,41
2210700_mariehall,2007,52
2210700_mariehall,2008,69
2210700_mariehall,2009,70
2210700_mariehall,2010,71
2210700_mariehall,2011,177
2210700_mariehall,2012,337
2210700_mariehall,2013,421
2210700_mariehall,2014,563
2210830_runstensplan,2000,-6
2210830_runstensplan,2001,-7
2210830_runstensplan,2002,-6
2210830_runstensplan,2003,5
2210830_runstensplan,2004,16
2210830_runstensplan,2005,22
2210830_runstensplan,2006,22
2210830_runstensplan,2007,37
2210830_runstensplan,2008,44
2210830_runstensplan,2009,54
2210830_runstensplan,2010,57
2210830_runstensplan,2011,56
2210830_runstensplan,2012,68
2210830_runstensplan,2013,69
2210830_runstensplan,2014,74
2210840_angbylunden,2000,11
2210840_angbylunden,2001,17
2210840_angbylunden,2002,19
2210840_angbylunden,2003,25
2210840_angbylunden,2004,28
2210840_angbylunden,2005,30
2210840_angbylunden,2006,30
2210840_angbylunden,2007,32
2210840_angbylunden,2008,42
2210840_angbylunden,2009,49
2210840_angbylunden,2010,48
2210840_angbylunden,2011,64
2210840_angbylunden,2012,67
2210840_angbylunden,2013,71
2210840_angbylunden,2014,77
2210850_attehagen,2000,5
2210850_attehagen,2001,5
2210850_attehagen,2002,4
2210850_attehagen,2003,8
2210850_attehagen,2004,5
2210850_attehagen,2005,16
2210850_attehagen,2006,19
2210850_attehagen,2007,27
2210850_attehagen,2008,26
2210850_attehagen,2009,27
2210850_attehagen,2010,28
2210850_attehagen,2011,29
2210850_attehagen,2012,32
2210850_attehagen,2013,42
2210850_attehagen,2014,53
2210860_akeshovsbadet,2000,-6
2210860_akeshovsbadet,2001,-9
2210860_akeshovsbadet,2002,-21
2210860_akeshovsbadet,2003,-38
2210860_akeshovsbadet,2004,-50
2210860_akeshovsbadet,2005,-57
2210860_akeshovsbadet,2006,-76
2210860_akeshovsbadet,2007,-89
2210860_akeshovsbadet,2008,-83
2210860_akeshovsbadet,2009,-90
2210860_akeshovsbadet,2010,-102
2210860_akeshovsbadet,2011,-110
2210860_akeshovsbadet,2012,-125
2210860_akeshovsbadet,2013,-132
2210860_akeshovsbadet,2014,-134
2210920_sodra_riksby,2000,25
2210920_sodra_riksby,2001,44
2210920_sodra_riksby,2002,41
2210920_sodra_riksby,2003,40
2210920_sodra_riksby,2004,24
2210920_sodra_riksby,2005,24
2210920_sodra_riksby,2006,13
2210920_sodra_riksby,2007,18
2210920_sodra_riksby,2008,10
2210920_sodra_riksby,2009,-6
2210920_sodra_riksby,2010,-24
2210920_sodra_riksby,2011,-14
2210920_sodra_riksby,2012,-40
2210920_sodra_riksby,2013,-40
2210920_sodra_riksby,2014,-29
2211121_farjestadsvagen_v,2000,4
2211121_farjestadsvagen_v,2001,9
2211121_farjestadsvagen_v,2002,13
2211121_farjestadsvagen_v,2003,18
2211121_farjestadsvagen_v,2004,21
2211121_farjestadsvagen_v,2005,26
2211121_farjestadsvagen_v,2006,31
2211121_farjestadsvagen_v,2007,31
2211121_farjestadsvagen_v,2008,27
2211121_farjestadsvagen_v,2009,30
2211121_farjestadsvagen_v,2010,28
2211121_farjestadsvagen_v,2011,25
2211121_farjestadsvagen_v,2012,22
2211121_farjestadsvagen_v,2013,23
2211121_farjestadsvagen_v,2014,24
2211130_angbyhojden,2000,3
2211130_angbyhojden,2001,4
2211130_angbyhojden,2002,8
2211130_angbyhojden,2003,5
2211130_angbyhojden,2004,1
2211130_angbyhojden,2005,10
2211130_angbyhojden,2006,14
2211130_angbyhojden,2007,16
2211130_angbyhojden,2008,16
2211130_angbyhojden,2009,16
2211130_angbyhojden,2010,14
2211130_angbyhojden,2011,15
2211130_angbyhojden,2012,17
2211130_angbyhojden,2013,19
2211130_angbyhojden,2014,25
2211220_johannesfred,2000,-2
2211220_johannesfred,2001,1
2211220_johannesfred,2002,13
2211220_johannesfred,2003,0
2211220_johannesfred,2004,-3
2211220_johannesfred,2005,-4
2211220_johannesfred,2006,-10
2211220_johannesfred,2007,-17
2211220_johannesfred,2008,-24
2211220_johannesfred,2009,-42
2211220_johannesfred,2010,-46
2211220_johannesfred,2011,-48
2211220_johannesfred,2012,-47
2211220_johannesfred,2013,-42
2211220_johannesfred,2014,-48
