basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_male
5330200_masmo,2001,0.11265
5330200_masmo,2002,0.11747
5330200_masmo,2003,0.11079
5330200_masmo,2004,0.12649
5330200_masmo,2005,0.1288
5330200_masmo,2006,0.1398
5330200_masmo,2007,0.14159
5330200_masmo,2008,0.15571
5330200_masmo,2009,0.1612
5330200_masmo,2010,0.17103
5330200_masmo,2011,0.18006
5330200_masmo,2012,0.18375
5330200_masmo,2013,0.17778
5330200_masmo,2014,0.17955
5330331_smista_juringe,2000,0.1839
5330331_smista_juringe,2001,0.19784
5330331_smista_juringe,2002,0.19382
5330331_smista_juringe,2003,0.19348
5330331_smista_juringe,2004,0.19418
5330331_smista_juringe,2005,0.18976
5330331_smista_juringe,2006,0.18571
5330331_smista_juringe,2007,0.18667
5330331_smista_juringe,2008,0.18208
5330331_smista_juringe,2009,0.18515
5330331_smista_juringe,2010,0.20037
5330331_smista_juringe,2011,0.20246
5330331_smista_juringe,2012,0.22241
5330331_smista_juringe,2013,0.22763
5330331_smista_juringe,2014,0.23978
5330332_jakobslund,2000,0.25227
5330332_jakobslund,2001,0.26199
5330332_jakobslund,2002,0.26504
5330332_jakobslund,2003,0.27256
5330332_jakobslund,2004,0.26426
5330332_jakobslund,2005,0.25741
5330332_jakobslund,2006,0.24673
5330332_jakobslund,2007,0.25524
5330332_jakobslund,2008,0.258
5330332_jakobslund,2009,0.25698
5330332_jakobslund,2010,0.26095
5330332_jakobslund,2011,0.26886
5330332_jakobslund,2012,0.27961
5330332_jakobslund,2013,0.27746
5330332_jakobslund,2014,0.27788
5330340_krakvik,2000,0.17559
5330340_krakvik,2001,0.19438
5330340_krakvik,2002,0.19872
5330340_krakvik,2003,0.22059
5330340_krakvik,2004,0.22366
5330340_krakvik,2005,0.2234
5330340_krakvik,2006,0.21861
5330340_krakvik,2007,0.234
5330340_krakvik,2008,0.24779
5330340_krakvik,2009,0.24276
5330340_krakvik,2010,0.2635
5330340_krakvik,2011,0.2774
5330340_krakvik,2012,0.28384
5330340_krakvik,2013,0.29237
5330340_krakvik,2014,0.30638
5330410_utsalje,2000,0.18172
5330410_utsalje,2001,0.17877
5330410_utsalje,2002,0.18282
5330410_utsalje,2003,0.19244
5330410_utsalje,2004,0.19531
5330410_utsalje,2005,0.18842
5330410_utsalje,2006,0.18842
5330410_utsalje,2007,0.19124
5330410_utsalje,2008,0.20824
5330410_utsalje,2009,0.20333
5330410_utsalje,2010,0.21934
5330410_utsalje,2011,0.23188
5330410_utsalje,2012,0.2358
5330410_utsalje,2013,0.2396
5330410_utsalje,2014,0.25128
5330430_snattringe_gard,2000,0.21739
5330430_snattringe_gard,2001,0.20833
5330430_snattringe_gard,2002,0.20833
5330430_snattringe_gard,2003,0.21711
5330430_snattringe_gard,2004,0.22876
5330430_snattringe_gard,2005,0.24026
5330430_snattringe_gard,2006,0.22603
5330430_snattringe_gard,2007,0.21233
5330430_snattringe_gard,2008,0.22222
5330430_snattringe_gard,2009,0.25175
5330430_snattringe_gard,2010,0.25694
5330430_snattringe_gard,2011,0.28472
5330430_snattringe_gard,2012,0.28472
5330430_snattringe_gard,2013,0.2973
5330430_snattringe_gard,2014,0.30612
5340500_glomsta,2000,0.07
5340500_glomsta,2001,0.08125
5340500_glomsta,2002,0.08669
5340500_glomsta,2003,0.10585
5340500_glomsta,2004,0.11083
5340500_glomsta,2005,0.13107
5340500_glomsta,2006,0.14252
5340500_glomsta,2007,0.1509
5340500_glomsta,2008,0.171
5340500_glomsta,2009,0.17797
5340500_glomsta,2010,0.18686
5340500_glomsta,2011,0.19374
5340500_glomsta,2012,0.20952
5340500_glomsta,2013,0.21352
5340500_glomsta,2014,0.22787
5340630_kasta,2000,0.13182
5340630_kasta,2001,0.13305
5340630_kasta,2002,0.13525
5340630_kasta,2003,0.15326
5340630_kasta,2004,0.18794
5340630_kasta,2005,0.17483
5340630_kasta,2006,0.18151
5340630_kasta,2007,0.19322
5340630_kasta,2008,0.18182
5340630_kasta,2009,0.2047
5340630_kasta,2010,0.21502
5340630_kasta,2011,0.23102
5340630_kasta,2012,0.22259
5340630_kasta,2013,0.22222
5340630_kasta,2014,0.24281
5340640_grantorp,2000,0.18036
5340640_grantorp,2001,0.19091
5340640_grantorp,2002,0.17855
5340640_grantorp,2003,0.17239
5340640_grantorp,2004,0.17352
5340640_grantorp,2005,0.18367
5340640_grantorp,2006,0.19022
5340640_grantorp,2007,0.18406
5340640_grantorp,2008,0.21515
5340640_grantorp,2009,0.23217
5340640_grantorp,2010,0.24136
5340640_grantorp,2011,0.26707
5340640_grantorp,2012,0.27598
5340640_grantorp,2013,0.27778
5340640_grantorp,2014,0.28088
5340710_visattra,2000,0.15371
5340710_visattra,2001,0.15927
5340710_visattra,2002,0.15405
5340710_visattra,2003,0.14734
5340710_visattra,2004,0.15931
5340710_visattra,2005,0.16395
5340710_visattra,2006,0.1725
5340710_visattra,2007,0.17765
5340710_visattra,2008,0.17703
5340710_visattra,2009,0.18467
5340710_visattra,2010,0.20295
5340710_visattra,2011,0.2031
5340710_visattra,2012,0.19099
5340710_visattra,2013,0.19323
5340710_visattra,2014,0.19177
5110110_albyslatten,2000,0.12136
5110110_albyslatten,2001,0.12532
5110110_albyslatten,2002,0.13299
5110110_albyslatten,2003,0.1317
5110110_albyslatten,2004,0.13708
5110110_albyslatten,2005,0.14001
5110110_albyslatten,2006,0.12782
5110110_albyslatten,2007,0.12788
5110110_albyslatten,2008,0.13451
5110110_albyslatten,2009,0.13329
5110110_albyslatten,2010,0.14072
5110110_albyslatten,2011,0.13952
5110110_albyslatten,2012,0.13383
5110110_albyslatten,2013,0.12299
5110110_albyslatten,2014,0.12663
5110120_albyberget,2000,0.15854
5110120_albyberget,2001,0.15888
5110120_albyberget,2002,0.15136
5110120_albyberget,2003,0.15746
5110120_albyberget,2004,0.15746
5110120_albyberget,2005,0.1436
5110120_albyberget,2006,0.14723
5110120_albyberget,2007,0.1537
5110120_albyberget,2008,0.15443
5110120_albyberget,2009,0.14964
5110120_albyberget,2010,0.14574
5110120_albyberget,2011,0.15691
5110120_albyberget,2012,0.1478
5110120_albyberget,2013,0.1492
5110120_albyberget,2014,0.13547
5110150_rotemannen,2000,0.12568
5110150_rotemannen,2001,0.12222
5110150_rotemannen,2002,0.12935
5110150_rotemannen,2003,0.12921
5110150_rotemannen,2004,0.14362
5110150_rotemannen,2005,0.1236
5110150_rotemannen,2006,0.12432
5110150_rotemannen,2007,0.09783
5110150_rotemannen,2008,0.12042
5110150_rotemannen,2009,0.11917
5110150_rotemannen,2010,0.12563
5110150_rotemannen,2011,0.11848
5110150_rotemannen,2012,0.1256
5110150_rotemannen,2013,0.12376
5110150_rotemannen,2014,0.12329
5110160_alby_gard,2000,0.11635
5110160_alby_gard,2001,0.11809
5110160_alby_gard,2002,0.1189
5110160_alby_gard,2003,0.11783
5110160_alby_gard,2004,0.12401
5110160_alby_gard,2005,0.12812
5110160_alby_gard,2006,0.1312
5110160_alby_gard,2007,0.13167
5110160_alby_gard,2008,0.13545
5110160_alby_gard,2009,0.12773
5110160_alby_gard,2010,0.13754
5110160_alby_gard,2011,0.14614
5110160_alby_gard,2012,0.15262
5110160_alby_gard,2013,0.15385
5110160_alby_gard,2014,0.15924
5110240_aspberget,2000,0.0597
5110240_aspberget,2001,0.06015
5110240_aspberget,2002,0.03731
5110240_aspberget,2003,0.03968
5110240_aspberget,2004,0.06202
5110240_aspberget,2005,0.06452
5110240_aspberget,2006,0.048
5110240_aspberget,2007,0.05512
5110240_aspberget,2008,0.05556
5110240_aspberget,2009,0.08462
5110240_aspberget,2010,0.11017
5110240_aspberget,2011,0.11111
5110240_aspberget,2012,0.11504
5110240_aspberget,2013,0.11818
5110240_aspberget,2014,0.10909
5110260_ostra_eriksberg,2000,0.10036
5110260_ostra_eriksberg,2001,0.11224
5110260_ostra_eriksberg,2002,0.12418
5110260_ostra_eriksberg,2003,0.11897
5110260_ostra_eriksberg,2004,0.09836
5110260_ostra_eriksberg,2005,0.10596
5110260_ostra_eriksberg,2006,0.10749
5110260_ostra_eriksberg,2007,0.09554
5110260_ostra_eriksberg,2008,0.10345
5110260_ostra_eriksberg,2009,0.11392
5110260_ostra_eriksberg,2010,0.10909
5110260_ostra_eriksberg,2011,0.11337
5110260_ostra_eriksberg,2012,0.10298
5110260_ostra_eriksberg,2013,0.11685
5110260_ostra_eriksberg,2014,0.11316
5110270_vastra_eriksberg,2000,0.09948
5110270_vastra_eriksberg,2001,0.10204
5110270_vastra_eriksberg,2002,0.12234
5110270_vastra_eriksberg,2003,0.15026
5110270_vastra_eriksberg,2004,0.135
5110270_vastra_eriksberg,2005,0.13861
5110270_vastra_eriksberg,2006,0.12077
5110270_vastra_eriksberg,2007,0.11215
5110270_vastra_eriksberg,2008,0.1215
5110270_vastra_eriksberg,2009,0.14151
5110270_vastra_eriksberg,2010,0.11872
5110270_vastra_eriksberg,2011,0.13216
5110270_vastra_eriksberg,2012,0.14602
5110270_vastra_eriksberg,2013,0.14286
5110270_vastra_eriksberg,2014,0.15152
5110280_tre_kallor,2000,0.10063
5110280_tre_kallor,2001,0.10692
5110280_tre_kallor,2002,0.10843
5110280_tre_kallor,2003,0.11932
5110280_tre_kallor,2004,0.14201
5110280_tre_kallor,2005,0.14286
5110280_tre_kallor,2006,0.12791
5110280_tre_kallor,2007,0.11834
5110280_tre_kallor,2008,0.12865
5110280_tre_kallor,2009,0.14118
5110280_tre_kallor,2010,0.16463
5110280_tre_kallor,2011,0.18132
5110280_tre_kallor,2012,0.18182
5110280_tre_kallor,2013,0.17486
5110280_tre_kallor,2014,0.14737
5110290_sturehov,2000,0.07826
5110290_sturehov,2001,0.07826
5110290_sturehov,2002,0.09091
5110290_sturehov,2003,0.09322
5110290_sturehov,2004,0.10563
5110290_sturehov,2005,0.13072
5110290_sturehov,2006,0.11538
5110290_sturehov,2007,0.13514
5110290_sturehov,2008,0.12987
5110290_sturehov,2009,0.11029
5110290_sturehov,2010,0.12319
5110290_sturehov,2011,0.14789
5110290_sturehov,2012,0.15541
5110290_sturehov,2013,0.16084
5110290_sturehov,2014,0.17763
5110311_krogarvagen_vardshusvagen,2000,0.09284
5110311_krogarvagen_vardshusvagen,2001,0.09065
5110311_krogarvagen_vardshusvagen,2002,0.09608
5110311_krogarvagen_vardshusvagen,2003,0.08612
5110311_krogarvagen_vardshusvagen,2004,0.08365
5110311_krogarvagen_vardshusvagen,2005,0.07751
5110311_krogarvagen_vardshusvagen,2006,0.0947
5110311_krogarvagen_vardshusvagen,2007,0.10109
5110311_krogarvagen_vardshusvagen,2008,0.09982
5110311_krogarvagen_vardshusvagen,2009,0.09896
5110311_krogarvagen_vardshusvagen,2010,0.10884
5110311_krogarvagen_vardshusvagen,2011,0.10496
5110311_krogarvagen_vardshusvagen,2012,0.11195
5110311_krogarvagen_vardshusvagen,2013,0.11178
5110311_krogarvagen_vardshusvagen,2014,0.11054
5110312_forvagen,2000,0.10225
5110312_forvagen,2001,0.11205
5110312_forvagen,2002,0.1136
5110312_forvagen,2003,0.1141
5110312_forvagen,2004,0.11039
5110312_forvagen,2005,0.09883
5110312_forvagen,2006,0.09446
5110312_forvagen,2007,0.11146
5110312_forvagen,2008,0.10935
5110312_forvagen,2009,0.10894
5110312_forvagen,2010,0.10317
5110312_forvagen,2011,0.1059
5110312_forvagen,2012,0.1159
5110312_forvagen,2013,0.12482
5110312_forvagen,2014,0.13913
5110320_fittja_gard,2000,0.10671
5110320_fittja_gard,2001,0.0994
5110320_fittja_gard,2002,0.08982
5110320_fittja_gard,2003,0.08642
5110320_fittja_gard,2004,0.08889
5110320_fittja_gard,2005,0.09554
5110320_fittja_gard,2006,0.09236
5110320_fittja_gard,2007,0.0997
5110320_fittja_gard,2008,0.09581
5110320_fittja_gard,2009,0.10746
5110320_fittja_gard,2010,0.10405
5110320_fittja_gard,2011,0.1092
5110320_fittja_gard,2012,0.10674
5110320_fittja_gard,2013,0.11936
5110320_fittja_gard,2014,0.11864
5110410_sodra_hallunda,2000,0.07297
5110410_sodra_hallunda,2001,0.0822
5110410_sodra_hallunda,2002,0.08478
5110410_sodra_hallunda,2003,0.09515
5110410_sodra_hallunda,2004,0.09925
5110410_sodra_hallunda,2005,0.10483
5110410_sodra_hallunda,2006,0.09991
5110410_sodra_hallunda,2007,0.10391
5110410_sodra_hallunda,2008,0.11212
5110410_sodra_hallunda,2009,0.11456
5110410_sodra_hallunda,2010,0.11891
5110410_sodra_hallunda,2011,0.1245
5110410_sodra_hallunda,2012,0.1269
5110410_sodra_hallunda,2013,0.13785
5110410_sodra_hallunda,2014,0.13374
5110420_slagsta,2000,0.0797
5110420_slagsta,2001,0.09466
5110420_slagsta,2002,0.10188
5110420_slagsta,2003,0.11862
5110420_slagsta,2004,0.12292
5110420_slagsta,2005,0.1206
5110420_slagsta,2006,0.11885
5110420_slagsta,2007,0.12671
5110420_slagsta,2008,0.13333
5110420_slagsta,2009,0.12329
5110420_slagsta,2010,0.13149
5110420_slagsta,2011,0.12287
5110420_slagsta,2012,0.13388
5110420_slagsta,2013,0.12887
5110420_slagsta,2014,0.13007
5110430_brunna,2000,0.05479
5110430_brunna,2001,0.05607
5110430_brunna,2002,0.05164
5110430_brunna,2003,0.06341
5110430_brunna,2004,0.06763
5110430_brunna,2005,0.08491
5110430_brunna,2006,0.08333
5110430_brunna,2007,0.07547
5110430_brunna,2008,0.07109
5110430_brunna,2009,0.10048
5110430_brunna,2010,0.12676
5110430_brunna,2011,0.11005
5110430_brunna,2012,0.13889
5110430_brunna,2013,0.11982
5110430_brunna,2014,0.10377
5110450_sodra_norsborg,2000,0.07933
5110450_sodra_norsborg,2001,0.08729
5110450_sodra_norsborg,2002,0.08609
5110450_sodra_norsborg,2003,0.08175
5110450_sodra_norsborg,2004,0.08298
5110450_sodra_norsborg,2005,0.07912
5110450_sodra_norsborg,2006,0.08601
5110450_sodra_norsborg,2007,0.0998
5110450_sodra_norsborg,2008,0.09001
5110450_sodra_norsborg,2009,0.0989
5110450_sodra_norsborg,2010,0.09762
5110450_sodra_norsborg,2011,0.10213
5110450_sodra_norsborg,2012,0.09951
5110450_sodra_norsborg,2013,0.0981
5110450_sodra_norsborg,2014,0.09892
5110460_tornbergsfaltet,2000,0.09009
5110460_tornbergsfaltet,2001,0.07424
5110460_tornbergsfaltet,2002,0.07111
5110460_tornbergsfaltet,2003,0.08879
5110460_tornbergsfaltet,2004,0.11062
5110460_tornbergsfaltet,2005,0.12385
5110460_tornbergsfaltet,2006,0.12281
5110460_tornbergsfaltet,2007,0.13004
5110460_tornbergsfaltet,2008,0.11872
5110460_tornbergsfaltet,2009,0.11489
5110460_tornbergsfaltet,2010,0.13596
5110460_tornbergsfaltet,2011,0.10684
5110460_tornbergsfaltet,2012,0.08936
5110460_tornbergsfaltet,2013,0.10196
5110460_tornbergsfaltet,2014,0.13139
5110480_nordostra_norsborg,2000,0.11679
5110480_nordostra_norsborg,2001,0.08955
5110480_nordostra_norsborg,2002,0.07634
5110480_nordostra_norsborg,2003,0.10569
5110480_nordostra_norsborg,2004,0.10656
5110480_nordostra_norsborg,2005,0.10084
5110480_nordostra_norsborg,2006,0.10484
5110480_nordostra_norsborg,2007,0.072
5110480_nordostra_norsborg,2008,0.072
5110480_nordostra_norsborg,2009,0.072
5110480_nordostra_norsborg,2010,0.06838
5110480_nordostra_norsborg,2011,0.06452
5110480_nordostra_norsborg,2012,0.09375
5110480_nordostra_norsborg,2013,0.10345
5110480_nordostra_norsborg,2014,0.11382
5110490_nordvastra_norsborg,2000,0.10672
5110490_nordvastra_norsborg,2001,0.10612
5110490_nordvastra_norsborg,2002,0.09483
5110490_nordvastra_norsborg,2003,0.09013
5110490_nordvastra_norsborg,2004,0.1086
5110490_nordvastra_norsborg,2005,0.09545
5110490_nordvastra_norsborg,2006,0.09502
5110490_nordvastra_norsborg,2007,0.09569
5110490_nordvastra_norsborg,2008,0.08293
5110490_nordvastra_norsborg,2009,0.08333
5110490_nordvastra_norsborg,2010,0.10526
5110490_nordvastra_norsborg,2011,0.11483
5110490_nordvastra_norsborg,2012,0.11881
5110490_nordvastra_norsborg,2013,0.0995
5110490_nordvastra_norsborg,2014,0.10698
5120730_tumba_centrum,2000,0.12174
5120730_tumba_centrum,2001,0.15584
5120730_tumba_centrum,2002,0.15546
5120730_tumba_centrum,2003,0.16599
5120730_tumba_centrum,2004,0.14286
5120730_tumba_centrum,2005,0.13115
5120730_tumba_centrum,2006,0.1551
5120730_tumba_centrum,2007,0.15812
5120730_tumba_centrum,2008,0.18033
5120730_tumba_centrum,2009,0.14754
5120730_tumba_centrum,2010,0.14458
5120730_tumba_centrum,2011,0.14773
5120730_tumba_centrum,2012,0.15074
5120730_tumba_centrum,2013,0.15679
5120730_tumba_centrum,2014,0.15358
5120750_segersjo,2000,0.08257
5120750_segersjo,2001,0.08133
5120750_segersjo,2002,0.08841
5120750_segersjo,2003,0.09649
5120750_segersjo,2004,0.08262
5120750_segersjo,2005,0.10204
5120750_segersjo,2006,0.09816
5120750_segersjo,2007,0.10057
5120750_segersjo,2008,0.10843
5120750_segersjo,2009,0.09726
5120750_segersjo,2010,0.09091
5120750_segersjo,2011,0.09202
5120750_segersjo,2012,0.08955
5120750_segersjo,2013,0.09366
5120750_segersjo,2014,0.08895
5120780_tumba_villastad,2000,0.14493
5120780_tumba_villastad,2001,0.14495
5120780_tumba_villastad,2002,0.15672
5120780_tumba_villastad,2003,0.15642
5120780_tumba_villastad,2004,0.14829
5120780_tumba_villastad,2005,0.16008
5120780_tumba_villastad,2006,0.16176
5120780_tumba_villastad,2007,0.1736
5120780_tumba_villastad,2008,0.16211
5120780_tumba_villastad,2009,0.16968
5120780_tumba_villastad,2010,0.17047
5120780_tumba_villastad,2011,0.18345
5120780_tumba_villastad,2012,0.17699
5120780_tumba_villastad,2013,0.18342
5120780_tumba_villastad,2014,0.18421
5120790_skacklinge,2000,0.10968
5120790_skacklinge,2001,0.11212
5120790_skacklinge,2002,0.12306
5120790_skacklinge,2003,0.13043
5120790_skacklinge,2004,0.13115
5120790_skacklinge,2005,0.14335
5120790_skacklinge,2006,0.14553
5120790_skacklinge,2007,0.14932
5120790_skacklinge,2008,0.14875
5120790_skacklinge,2009,0.14821
5120790_skacklinge,2010,0.14947
5120790_skacklinge,2011,0.152
5120790_skacklinge,2012,0.15018
5120790_skacklinge,2013,0.15697
5120790_skacklinge,2014,0.15889
5120810_storvreten,2000,0.11364
5120810_storvreten,2001,0.11587
5120810_storvreten,2002,0.12382
5120810_storvreten,2003,0.11552
5120810_storvreten,2004,0.127
5120810_storvreten,2005,0.1288
5120810_storvreten,2006,0.12141
5120810_storvreten,2007,0.11465
5120810_storvreten,2008,0.10835
5120810_storvreten,2009,0.11557
5120810_storvreten,2010,0.11184
5120810_storvreten,2011,0.12141
5120810_storvreten,2012,0.12206
5120810_storvreten,2013,0.11896
5120810_storvreten,2014,0.12116
5120820_blockvagen,2000,0.21569
5120820_blockvagen,2001,0.20755
5120820_blockvagen,2002,0.23077
5120820_blockvagen,2003,0.22642
5120820_blockvagen,2004,0.16364
5120820_blockvagen,2005,0.15
5120820_blockvagen,2006,0.16949
5120820_blockvagen,2007,0.14815
5120820_blockvagen,2008,0.16
5120820_blockvagen,2009,0.2037
5120820_blockvagen,2010,0.19643
5120820_blockvagen,2011,0.17241
5120820_blockvagen,2012,0.16393
5120820_blockvagen,2013,0.16393
5120820_blockvagen,2014,0.18033
5120830_grytstigen,2000,0.11842
5120830_grytstigen,2001,0.13245
5120830_grytstigen,2002,0.12329
5120830_grytstigen,2003,0.13043
5120830_grytstigen,2004,0.12857
5120830_grytstigen,2005,0.15
5120830_grytstigen,2006,0.15909
5120830_grytstigen,2007,0.16535
5120830_grytstigen,2008,0.17742
5120830_grytstigen,2009,0.17391
5120830_grytstigen,2010,0.18261
5120830_grytstigen,2011,0.20721
5120830_grytstigen,2012,0.18812
5120830_grytstigen,2013,0.18868
5120830_grytstigen,2014,0.19469
5120840_vedstigen,2000,0.15686
5120840_vedstigen,2001,0.14
5120840_vedstigen,2002,0.14583
5120840_vedstigen,2003,0.16667
5120840_vedstigen,2004,0.17391
5120840_vedstigen,2005,0.16667
5120840_vedstigen,2006,0.14286
5120840_vedstigen,2007,0.07317
5120840_vedstigen,2008,0.07317
5120840_vedstigen,2009,0.07143
5120840_vedstigen,2010,0.06522
5120840_vedstigen,2011,0.12766
5120840_vedstigen,2012,0.18367
5120840_vedstigen,2013,0.16667
5120840_vedstigen,2014,0.12245
5120910_tumba_bruk,2000,0.14153
5120910_tumba_bruk,2001,0.14815
5120910_tumba_bruk,2002,0.15009
5120910_tumba_bruk,2003,0.1553
5120910_tumba_bruk,2004,0.15879
5120910_tumba_bruk,2005,0.17073
5120910_tumba_bruk,2006,0.18692
5120910_tumba_bruk,2007,0.18547
5120910_tumba_bruk,2008,0.17568
5120910_tumba_bruk,2009,0.17063
5120910_tumba_bruk,2010,0.15726
5120910_tumba_bruk,2011,0.158
5120910_tumba_bruk,2012,0.16116
5120910_tumba_bruk,2013,0.17347
5120910_tumba_bruk,2014,0.164
5120920_tumba_glesbygd,2000,0.04478
5120920_tumba_glesbygd,2001,0.04839
5120920_tumba_glesbygd,2002,0
5120920_tumba_glesbygd,2003,0.07353
5120920_tumba_glesbygd,2004,0.08235
5120920_tumba_glesbygd,2005,0.1
5120920_tumba_glesbygd,2006,0.10204
5120920_tumba_glesbygd,2007,0.15323
5120920_tumba_glesbygd,2008,0.14925
5120920_tumba_glesbygd,2009,0.14184
5120920_tumba_glesbygd,2010,0.14286
5120920_tumba_glesbygd,2011,0.12838
5120920_tumba_glesbygd,2012,0.11377
5120920_tumba_glesbygd,2013,0.11565
5120920_tumba_glesbygd,2014,0.1118
5120930_kommunalhuset,2000,0.13089
5120930_kommunalhuset,2001,0.13613
5120930_kommunalhuset,2002,0.13198
5120930_kommunalhuset,2003,0.15979
5120930_kommunalhuset,2004,0.15271
5120930_kommunalhuset,2005,0.17355
5120930_kommunalhuset,2006,0.21951
5120930_kommunalhuset,2007,0.24925
5120930_kommunalhuset,2008,0.24789
5120930_kommunalhuset,2009,0.20879
5120930_kommunalhuset,2010,0.22554
5120930_kommunalhuset,2011,0.19894
5120930_kommunalhuset,2012,0.19588
5120930_kommunalhuset,2013,0.20297
5120930_kommunalhuset,2014,0.20525
5120940_tuna,2000,0.07517
5120940_tuna,2001,0.0885
5120940_tuna,2002,0.10661
5120940_tuna,2003,0.12254
5120940_tuna,2004,0.13175
5120940_tuna,2005,0.12472
5120940_tuna,2006,0.11685
5120940_tuna,2007,0.10865
5120940_tuna,2008,0.12698
5120940_tuna,2009,0.10067
5120940_tuna,2010,0.08677
5120940_tuna,2011,0.10177
5120940_tuna,2012,0.09877
5120940_tuna,2013,0.11089
5120940_tuna,2014,0.12144
5120950_nackdala,2000,0.16154
5120950_nackdala,2001,0.176
5120950_nackdala,2002,0.17073
5120950_nackdala,2003,0.16807
5120950_nackdala,2004,0.1791
5120950_nackdala,2005,0.15441
5120950_nackdala,2006,0.14815
5120950_nackdala,2007,0.15328
5120950_nackdala,2008,0.13869
5120950_nackdala,2009,0.15108
5120950_nackdala,2010,0.14557
5120950_nackdala,2011,0.1716
5120950_nackdala,2012,0.17442
5120950_nackdala,2013,0.18785
5120950_nackdala,2014,0.20225
5120970_loviseberg,2000,0.09333
5120970_loviseberg,2001,0.08861
5120970_loviseberg,2002,0.125
5120970_loviseberg,2003,0.13889
5120970_loviseberg,2004,0.14925
5120970_loviseberg,2005,0.12121
5120970_loviseberg,2006,0.09231
5120970_loviseberg,2007,0.10769
5120970_loviseberg,2008,0.11392
5120970_loviseberg,2009,0.1236
5120970_loviseberg,2010,0.17708
5120970_loviseberg,2011,0.16495
