basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_male
6320621_ostra_rosenlund,2001,0.17065
6320621_ostra_rosenlund,2002,0.17568
6320621_ostra_rosenlund,2003,0.17798
6320621_ostra_rosenlund,2004,0.17929
6320621_ostra_rosenlund,2005,0.18161
6320621_ostra_rosenlund,2006,0.17614
6320621_ostra_rosenlund,2007,0.1678
6320621_ostra_rosenlund,2008,0.16441
6320621_ostra_rosenlund,2009,0.16441
6320621_ostra_rosenlund,2010,0.15289
6320621_ostra_rosenlund,2011,0.15116
6320621_ostra_rosenlund,2012,0.15742
6320621_ostra_rosenlund,2013,0.16554
6320621_ostra_rosenlund,2014,0.17508
6320622_rosenborg,2000,0.23529
6320622_rosenborg,2001,0.30303
6320622_rosenborg,2002,0.27778
6320622_rosenborg,2003,0.27586
6320622_rosenborg,2004,0.29032
6320622_rosenborg,2005,0.28125
6320622_rosenborg,2006,0.25806
6320622_rosenborg,2007,0.27586
6320622_rosenborg,2008,0.26667
6320622_rosenborg,2009,0.27586
6320622_rosenborg,2010,0.27586
6320622_rosenborg,2011,0.2963
6320622_rosenborg,2012,0.25806
6320622_rosenborg,2013,0.23333
6320622_rosenborg,2014,0.21429
6320940_viksberg,2000,0.04231
6320940_viksberg,2001,0.04428
6320940_viksberg,2002,0.06522
6320940_viksberg,2003,0.07527
6320940_viksberg,2004,0.09215
6320940_viksberg,2005,0.09699
6320940_viksberg,2006,0.11656
6320940_viksberg,2007,0.13415
6320940_viksberg,2008,0.13754
6320940_viksberg,2009,0.13611
6320940_viksberg,2010,0.13649
6320940_viksberg,2011,0.12129
6320940_viksberg,2012,0.12564
6320940_viksberg,2013,0.14109
6320940_viksberg,2014,0.14861
6321710_igelsta,2000,0.30357
6321710_igelsta,2001,0.31481
6321710_igelsta,2002,0.36364
6321710_igelsta,2003,0.36538
6321710_igelsta,2004,0.29412
6321710_igelsta,2005,0.28
6321710_igelsta,2006,0.26667
6321710_igelsta,2007,0.26415
6321710_igelsta,2008,0.29703
6321710_igelsta,2009,0.28972
6321710_igelsta,2010,0.26804
6321710_igelsta,2011,0.26531
6321710_igelsta,2012,0.30435
6321710_igelsta,2013,0.31579
6321710_igelsta,2014,0.28736
6321720_ostertalje,2000,0.26101
6321720_ostertalje,2001,0.25926
6321720_ostertalje,2002,0.26074
6321720_ostertalje,2003,0.25994
6321720_ostertalje,2004,0.25767
6321720_ostertalje,2005,0.26829
6321720_ostertalje,2006,0.27035
6321720_ostertalje,2007,0.27566
6321720_ostertalje,2008,0.28249
6321720_ostertalje,2009,0.2849
6321720_ostertalje,2010,0.27586
6321720_ostertalje,2011,0.26741
6321720_ostertalje,2012,0.27273
6321720_ostertalje,2013,0.28732
6321720_ostertalje,2014,0.28045
6321740_fornhojden,2000,0.11728
6321740_fornhojden,2001,0.1303
6321740_fornhojden,2002,0.15392
6321740_fornhojden,2003,0.13576
6321740_fornhojden,2004,0.14768
6321740_fornhojden,2005,0.14225
6321740_fornhojden,2006,0.14124
6321740_fornhojden,2007,0.14877
6321740_fornhojden,2008,0.15137
6321740_fornhojden,2009,0.16457
6321740_fornhojden,2010,0.17534
6321740_fornhojden,2011,0.16926
6321740_fornhojden,2012,0.16952
6321740_fornhojden,2013,0.16786
6321740_fornhojden,2014,0.17867
6330210_karlhov,2000,0.08286
6330210_karlhov,2001,0.10086
6330210_karlhov,2002,0.11504
6330210_karlhov,2003,0.10443
6330210_karlhov,2004,0.10947
6330210_karlhov,2005,0.10863
6330210_karlhov,2006,0.10377
6330210_karlhov,2007,0.11747
6330210_karlhov,2008,0.11047
6330210_karlhov,2009,0.11143
6330210_karlhov,2010,0.14247
6330210_karlhov,2011,0.13904
6330210_karlhov,2012,0.11224
6330210_karlhov,2013,0.1202
6330210_karlhov,2014,0.10539
6330220_sodra_ronna,2000,0.16545
6330220_sodra_ronna,2001,0.16904
6330220_sodra_ronna,2002,0.171
6330220_sodra_ronna,2003,0.17625
6330220_sodra_ronna,2004,0.15849
6330220_sodra_ronna,2005,0.16211
6330220_sodra_ronna,2006,0.13874
6330220_sodra_ronna,2007,0.14527
6330220_sodra_ronna,2008,0.15183
6330220_sodra_ronna,2009,0.15085
6330220_sodra_ronna,2010,0.12972
6330220_sodra_ronna,2011,0.1275
6330220_sodra_ronna,2012,0.12979
6330220_sodra_ronna,2013,0.13814
6330220_sodra_ronna,2014,0.13393
6330230_norra_ronna,2000,0.06434
6330230_norra_ronna,2001,0.07685
6330230_norra_ronna,2002,0.08769
6330230_norra_ronna,2003,0.09651
6330230_norra_ronna,2004,0.10401
6330230_norra_ronna,2005,0.10332
6330230_norra_ronna,2006,0.10606
6330230_norra_ronna,2007,0.13047
6330230_norra_ronna,2008,0.14309
6330230_norra_ronna,2009,0.14064
6330230_norra_ronna,2010,0.14436
6330230_norra_ronna,2011,0.1541
6330230_norra_ronna,2012,0.14666
6330230_norra_ronna,2013,0.14275
6330230_norra_ronna,2014,0.14009
6330240_vastra_ronna,2000,0.08696
6330240_vastra_ronna,2001,0.06522
6330240_vastra_ronna,2002,0.06818
6330240_vastra_ronna,2003,0.09524
6330240_vastra_ronna,2004,0.09302
6330240_vastra_ronna,2005,0.09091
6330240_vastra_ronna,2006,0.125
6330240_vastra_ronna,2007,0.08696
6330240_vastra_ronna,2008,0.08511
6330240_vastra_ronna,2009,0.09302
6330240_vastra_ronna,2010,0.16667
6330240_vastra_ronna,2011,0.13043
6330240_vastra_ronna,2012,0.13462
6330240_vastra_ronna,2013,0.125
6330240_vastra_ronna,2014,0.14286
6330250_lina_hage,2000,0.0807
6330250_lina_hage,2001,0.0836
6330250_lina_hage,2002,0.09606
6330250_lina_hage,2003,0.10469
6330250_lina_hage,2004,0.1106
6330250_lina_hage,2005,0.10873
6330250_lina_hage,2006,0.11747
6330250_lina_hage,2007,0.11989
6330250_lina_hage,2008,0.11707
6330250_lina_hage,2009,0.12483
6330250_lina_hage,2010,0.13056
6330250_lina_hage,2011,0.14363
6330250_lina_hage,2012,0.1502
6330250_lina_hage,2013,0.14628
6330250_lina_hage,2014,0.15435
6330260_lina,2000,0.13889
6330260_lina,2001,0.125
6330260_lina,2002,0.14474
6330260_lina,2003,0.15068
6330260_lina,2004,0.17391
6330260_lina,2005,0.17568
6330260_lina,2006,0.16901
6330260_lina,2007,0.18056
6330260_lina,2008,0.17143
6330260_lina,2009,0.18644
6330260_lina,2010,0.14062
6330260_lina,2011,0.16176
6330260_lina,2012,0.23188
6330260_lina,2013,0.2459
6330260_lina,2014,0.25
6330380_norra_geneta,2000,0.07213
6330380_norra_geneta,2001,0.08111
6330380_norra_geneta,2002,0.09418
6330380_norra_geneta,2003,0.08602
6330380_norra_geneta,2004,0.09592
6330380_norra_geneta,2005,0.10573
6330380_norra_geneta,2006,0.09382
6330380_norra_geneta,2007,0.10296
6330380_norra_geneta,2008,0.11201
6330380_norra_geneta,2009,0.11759
6330380_norra_geneta,2010,0.11616
6330380_norra_geneta,2011,0.12032
6330380_norra_geneta,2012,0.12645
6330380_norra_geneta,2013,0.12778
6330380_norra_geneta,2014,0.12381
6330391_vastra_geneta,2000,0.10526
6330391_vastra_geneta,2001,0.11842
6330391_vastra_geneta,2002,0.1375
6330391_vastra_geneta,2003,0.11429
6330391_vastra_geneta,2004,0.09375
6330391_vastra_geneta,2005,0.08065
6330391_vastra_geneta,2006,0.10811
6330391_vastra_geneta,2007,0.12346
6330391_vastra_geneta,2008,0.16667
6330391_vastra_geneta,2009,0.1625
6330391_vastra_geneta,2010,0.16092
6330391_vastra_geneta,2011,0.20482
6330391_vastra_geneta,2012,0.20482
6330391_vastra_geneta,2013,0.17442
6330391_vastra_geneta,2014,0.16667
6330392_ostra_geneta,2000,0.04564
6330392_ostra_geneta,2001,0.04274
6330392_ostra_geneta,2002,0.04867
6330392_ostra_geneta,2003,0.05217
6330392_ostra_geneta,2004,0.05381
6330392_ostra_geneta,2005,0.06584
6330392_ostra_geneta,2006,0.07031
6330392_ostra_geneta,2007,0.07778
6330392_ostra_geneta,2008,0.07194
6330392_ostra_geneta,2009,0.0722
6330392_ostra_geneta,2010,0.08156
6330392_ostra_geneta,2011,0.08741
6330392_ostra_geneta,2012,0.09894
6330392_ostra_geneta,2013,0.10997
6330392_ostra_geneta,2014,0.1324
6341410_pershagen,2000,0.1901
6341410_pershagen,2001,0.20033
6341410_pershagen,2002,0.20799
6341410_pershagen,2003,0.20474
6341410_pershagen,2004,0.22682
6341410_pershagen,2005,0.22597
6341410_pershagen,2006,0.23129
6341410_pershagen,2007,0.22435
6341410_pershagen,2008,0.22028
6341410_pershagen,2009,0.23582
6341410_pershagen,2010,0.23971
6341410_pershagen,2011,0.22924
6341410_pershagen,2012,0.24007
6341410_pershagen,2013,0.24816
6341410_pershagen,2014,0.24954
6341430_tveta_glesbygd,2000,0.13924
6341430_tveta_glesbygd,2001,0.1519
6341430_tveta_glesbygd,2002,0.14634
6341430_tveta_glesbygd,2003,0.14943
6341430_tveta_glesbygd,2004,0.1383
6341430_tveta_glesbygd,2005,0.13043
6341430_tveta_glesbygd,2006,0.10526
6341430_tveta_glesbygd,2007,0.08333
6341430_tveta_glesbygd,2008,0.08824
6341430_tveta_glesbygd,2009,0.13462
6341430_tveta_glesbygd,2010,0.1453
6341430_tveta_glesbygd,2011,0.12281
6341430_tveta_glesbygd,2012,0.11429
6341430_tveta_glesbygd,2013,0.13274
6341430_tveta_glesbygd,2014,0.12963
6341451_hovsjo,2000,0.07386
6341451_hovsjo,2001,0.07752
6341451_hovsjo,2002,0.09433
6341451_hovsjo,2003,0.09978
6341451_hovsjo,2004,0.10534
6341451_hovsjo,2005,0.11353
6341451_hovsjo,2006,0.10685
6341451_hovsjo,2007,0.11807
6341451_hovsjo,2008,0.12491
6341451_hovsjo,2009,0.12255
6341451_hovsjo,2010,0.12438
6341451_hovsjo,2011,0.12233
6341451_hovsjo,2012,0.12804
6341451_hovsjo,2013,0.13253
6341451_hovsjo,2014,0.12917
6351200_enhorna_glesbygd,2000,0.06048
6351200_enhorna_glesbygd,2001,0.05985
6351200_enhorna_glesbygd,2002,0.06641
6351200_enhorna_glesbygd,2003,0.07473
6351200_enhorna_glesbygd,2004,0.07067
6351200_enhorna_glesbygd,2005,0.08014
6351200_enhorna_glesbygd,2006,0.0789
6351200_enhorna_glesbygd,2007,0.08489
6351200_enhorna_glesbygd,2008,0.0954
6351200_enhorna_glesbygd,2009,0.09259
6351200_enhorna_glesbygd,2010,0.08652
6351200_enhorna_glesbygd,2011,0.08191
6351200_enhorna_glesbygd,2012,0.08333
6351200_enhorna_glesbygd,2013,0.08419
6351200_enhorna_glesbygd,2014,0.08938
6351210_ekeby,2000,0.1162
6351210_ekeby,2001,0.1223
6351210_ekeby,2002,0.11232
6351210_ekeby,2003,0.11397
6351210_ekeby,2004,0.12088
6351210_ekeby,2005,0.11852
6351210_ekeby,2006,0.12268
6351210_ekeby,2007,0.12205
6351210_ekeby,2008,0.12
6351210_ekeby,2009,0.11915
6351210_ekeby,2010,0.12017
6351210_ekeby,2011,0.1179
6351210_ekeby,2012,0.13158
6351210_ekeby,2013,0.13084
6351210_ekeby,2014,0.13208
6381100_molnbo,2000,0.09774
6381100_molnbo,2001,0.1083
6381100_molnbo,2002,0.14235
6381100_molnbo,2003,0.14079
6381100_molnbo,2004,0.15129
6381100_molnbo,2005,0.15302
6381100_molnbo,2006,0.15194
6381100_molnbo,2007,0.13559
6381100_molnbo,2008,0.14726
6381100_molnbo,2009,0.14286
6381100_molnbo,2010,0.14141
6381100_molnbo,2011,0.1495
6381100_molnbo,2012,0.15512
6381100_molnbo,2013,0.14744
6381100_molnbo,2014,0.15484
6381500_vardinge_glesbygd,2000,0.13636
6381500_vardinge_glesbygd,2001,0.14226
6381500_vardinge_glesbygd,2002,0.15289
6381500_vardinge_glesbygd,2003,0.15663
6381500_vardinge_glesbygd,2004,0.14615
6381500_vardinge_glesbygd,2005,0.13793
6381500_vardinge_glesbygd,2006,0.15041
6381500_vardinge_glesbygd,2007,0.14113
6381500_vardinge_glesbygd,2008,0.14672
6381500_vardinge_glesbygd,2009,0.15672
6381500_vardinge_glesbygd,2010,0.17391
6381500_vardinge_glesbygd,2011,0.16794
6381500_vardinge_glesbygd,2012,0.15414
6381500_vardinge_glesbygd,2013,0.15328
6381500_vardinge_glesbygd,2014,0.15094
6382100_jarna,2000,0.12115
6382100_jarna,2001,0.12632
6382100_jarna,2002,0.13385
6382100_jarna,2003,0.13414
6382100_jarna,2004,0.14275
6382100_jarna,2005,0.15197
6382100_jarna,2006,0.15625
6382100_jarna,2007,0.15679
6382100_jarna,2008,0.15136
6382100_jarna,2009,0.15818
6382100_jarna,2010,0.15391
6382100_jarna,2011,0.15858
6382100_jarna,2012,0.16628
6382100_jarna,2013,0.16462
6382100_jarna,2014,0.16565
6382500_overjarna_glesbygd,2000,0.08696
6382500_overjarna_glesbygd,2001,0.10435
6382500_overjarna_glesbygd,2002,0.12
6382500_overjarna_glesbygd,2003,0.13255
6382500_overjarna_glesbygd,2004,0.14237
6382500_overjarna_glesbygd,2005,0.16294
6382500_overjarna_glesbygd,2006,0.17221
6382500_overjarna_glesbygd,2007,0.18541
6382500_overjarna_glesbygd,2008,0.1934
6382500_overjarna_glesbygd,2009,0.18507
6382500_overjarna_glesbygd,2010,0.17758
6382500_overjarna_glesbygd,2011,0.18401
6382500_overjarna_glesbygd,2012,0.18939
6382500_overjarna_glesbygd,2013,0.2003
6382500_overjarna_glesbygd,2014,0.20149
6383000_ytterjarna_forsamling,2000,0.24876
6383000_ytterjarna_forsamling,2001,0.26
6383000_ytterjarna_forsamling,2002,0.23585
6383000_ytterjarna_forsamling,2003,0.23944
6383000_ytterjarna_forsamling,2004,0.23585
6383000_ytterjarna_forsamling,2005,0.23153
6383000_ytterjarna_forsamling,2006,0.23684
6383000_ytterjarna_forsamling,2007,0.23005
6383000_ytterjarna_forsamling,2008,0.22308
6383000_ytterjarna_forsamling,2009,0.23158
6383000_ytterjarna_forsamling,2010,0.22776
6383000_ytterjarna_forsamling,2011,0.23891
6383000_ytterjarna_forsamling,2012,0.20962
6383000_ytterjarna_forsamling,2013,0.21088
6383000_ytterjarna_forsamling,2014,0.21498
6391100_holo,2000,0.04074
6391100_holo,2001,0.0471
6391100_holo,2002,0.05036
6391100_holo,2003,0.05415
6391100_holo,2004,0.07447
6391100_holo,2005,0.08511
6391100_holo,2006,0.08481
6391100_holo,2007,0.09492
6391100_holo,2008,0.09059
6391100_holo,2009,0.09825
6391100_holo,2010,0.09059
6391100_holo,2011,0.08897
6391100_holo,2012,0.07958
6391100_holo,2013,0.08451
6391100_holo,2014,0.07931
6391500_holo_glesbygd,2000,0.0995
6391500_holo_glesbygd,2001,0.12039
6391500_holo_glesbygd,2002,0.10773
6391500_holo_glesbygd,2003,0.11409
6391500_holo_glesbygd,2004,0.10893
6391500_holo_glesbygd,2005,0.11801
6391500_holo_glesbygd,2006,0.12373
6391500_holo_glesbygd,2007,0.13294
6391500_holo_glesbygd,2008,0.12595
6391500_holo_glesbygd,2009,0.12476
6391500_holo_glesbygd,2010,0.13962
6391500_holo_glesbygd,2011,0.1355
6391500_holo_glesbygd,2012,0.1426
6391500_holo_glesbygd,2013,0.14565
6391500_holo_glesbygd,2014,0.1366
6392000_morko_forsamling,2000,0.10063
6392000_morko_forsamling,2001,0.11039
6392000_morko_forsamling,2002,0.12329
6392000_morko_forsamling,2003,0.10596
6392000_morko_forsamling,2004,0.12925
6392000_morko_forsamling,2005,0.13103
6392000_morko_forsamling,2006,0.125
6392000_morko_forsamling,2007,0.15068
6392000_morko_forsamling,2008,0.14184
6392000_morko_forsamling,2009,0.15942
6392000_morko_forsamling,2010,0.16031
6392000_morko_forsamling,2011,0.12057
6392000_morko_forsamling,2012,0.1037
6392000_morko_forsamling,2013,0.11429
6392000_morko_forsamling,2014,0.11888
5411010_henriksdal,2000,0.15507
5411010_henriksdal,2001,0.15521
5411010_henriksdal,2002,0.168
5411010_henriksdal,2003,0.17039
5411010_henriksdal,2004,0.17944
5411010_henriksdal,2005,0.18443
5411010_henriksdal,2006,0.19838
5411010_henriksdal,2007,0.19497
5411010_henriksdal,2008,0.19181
5411010_henriksdal,2009,0.17241
5411010_henriksdal,2010,0.19099
5411010_henriksdal,2011,0.22173
5411010_henriksdal,2012,0.22737
5411010_henriksdal,2013,0.2321
5411010_henriksdal,2014,0.23261
5411020_finnberget,2000,0.13571
5411020_finnberget,2001,0.14789
5411020_finnberget,2002,0.12593
5411020_finnberget,2003,0.19149
5411020_finnberget,2004,0.23313
5411020_finnberget,2005,0.27273
5411020_finnberget,2006,0.27957
5411020_finnberget,2007,0.28796
5411020_finnberget,2008,0.30159
5411020_finnberget,2009,0.32418
5411020_finnberget,2010,0.36757
5411020_finnberget,2011,0.37173
5411020_finnberget,2012,0.37173
5411020_finnberget,2013,0.36316
5411020_finnberget,2014,0.35533
5411030_kvarnholmen,2000,0.10938
5411030_kvarnholmen,2001,0.14286
5411030_kvarnholmen,2002,0.14085
5411030_kvarnholmen,2003,0.16901
5411030_kvarnholmen,2004,0.17143
5411030_kvarnholmen,2005,0.22222
5411030_kvarnholmen,2006,0.25424
5411030_kvarnholmen,2007,0.22414
5411030_kvarnholmen,2008,0.25
5411030_kvarnholmen,2009,0.24528
5411030_kvarnholmen,2010,0.28571
5411030_kvarnholmen,2011,0.28814
5411030_kvarnholmen,2012,0.31461
5411030_kvarnholmen,2013,0.34146
5411030_kvarnholmen,2014,0.33579
5411040_danviken,2000,0.44275
5411040_danviken,2001,0.43077
5411040_danviken,2002,0.41
5411040_danviken,2003,0.38756
5411040_danviken,2004,0.40206
5411040_danviken,2005,0.42609
5411040_danviken,2006,0.42227
5411040_danviken,2007,0.45055
5411040_danviken,2008,0.47438
5411040_danviken,2009,0.46499
5411040_danviken,2010,0.46521
5411040_danviken,2011,0.46694
5411040_danviken,2012,0.47353
5411040_danviken,2013,0.48347
5411040_danviken,2014,0.4484
5411100_alphyddan,2000,0.27429
5411100_alphyddan,2001,0.29446
5411100_alphyddan,2002,0.32948
5411100_alphyddan,2003,0.34483
5411100_alphyddan,2004,0.32831
5411100_alphyddan,2005,0.33333
5411100_alphyddan,2006,0.36095
5411100_alphyddan,2007,0.36418
5411100_alphyddan,2008,0.34097
5411100_alphyddan,2009,0.35435
5411100_alphyddan,2010,0.36232
5411100_alphyddan,2011,0.33232
5411100_alphyddan,2012,0.31529
5411100_alphyddan,2013,0.32051
5411100_alphyddan,2014,0.33544
5411110_finntorp,2000,0.27022
5411110_finntorp,2001,0.27333
5411110_finntorp,2002,0.27833
5411110_finntorp,2003,0.27948
5411110_finntorp,2004,0.29248
5411110_finntorp,2005,0.28478
5411110_finntorp,2006,0.31341
5411110_finntorp,2007,0.31373
5411110_finntorp,2008,0.29844
5411110_finntorp,2009,0.31094
5411110_finntorp,2010,0.30814
5411110_finntorp,2011,0.31516
5411110_finntorp,2012,0.32422
5411110_finntorp,2013,0.33633
5411110_finntorp,2014,0.32584
5411130_ekudden,2000,0.18966
5411130_ekudden,2001,0.21702
5411130_ekudden,2002,0.20705
5411130_ekudden,2003,0.23789
5411130_ekudden,2004,0.22727
5411130_ekudden,2005,0.21495
5411130_ekudden,2006,0.24074
5411130_ekudden,2007,0.2217
5411130_ekudden,2008,0.24074
5411130_ekudden,2009,0.26484
5411130_ekudden,2010,0.28634
5411130_ekudden,2011,0.32039
5411130_ekudden,2012,0.33227
5411130_ekudden,2013,0.3403
5411130_ekudden,2014,0.31928
5411140_jarla_industriomr,2000,0
5411140_jarla_industriomr,2001,0.30556
5411140_jarla_industriomr,2002,0.41781
5411140_jarla_industriomr,2003,0.44767
5411140_jarla_industriomr,2004,0.45418
5411140_jarla_industriomr,2005,0.46417
5411140_jarla_industriomr,2006,0.42597
5411140_jarla_industriomr,2007,0.44395
5411140_jarla_industriomr,2008,0.46667
5411140_jarla_industriomr,2009,0.45778
5411140_jarla_industriomr,2010,0.46203
5411140_jarla_industriomr,2011,0.46204
5411140_jarla_industriomr,2012,0.45905
5411140_jarla_industriomr,2013,0.46138
5411140_jarla_industriomr,2014,0.49177
5411200_sickla_industriomr,2000,0.375
5411200_sickla_industriomr,2001,0.41935
5411200_sickla_industriomr,2002,0.5
5411200_sickla_industriomr,2003,0.5
5411200_sickla_industriomr,2004,0.447
5411200_sickla_industriomr,2005,0.44531
5411200_sickla_industriomr,2006,0.42529
5411200_sickla_industriomr,2007,0.45783
5411200_sickla_industriomr,2008,0.45872
5411200_sickla_industriomr,2009,0.46853
5411200_sickla_industriomr,2010,0.45116
5411200_sickla_industriomr,2011,0.47897
5411200_sickla_industriomr,2012,0.49755
5411200_sickla_industriomr,2013,0.51559
5411200_sickla_industriomr,2014,0.525
5411210_tallbacken,2000,0.17766
5411210_tallbacken,2001,0.20051
5411210_tallbacken,2002,0.22864
5411210_tallbacken,2003,0.24934
5411210_tallbacken,2004,0.27297
5411210_tallbacken,2005,0.29462
5411210_tallbacken,2006,0.29863
5411210_tallbacken,2007,0.30704
5411210_tallbacken,2008,0.32022
5411210_tallbacken,2009,0.37029
5411210_tallbacken,2010,0.37473
5411210_tallbacken,2011,0.3691
5411210_tallbacken,2012,0.37162
5411210_tallbacken,2013,0.36247
5411210_tallbacken,2014,0.375
5411220_nysatra,2000,0.45631
5411220_nysatra,2001,0.46018
5411220_nysatra,2002,0.47863
5411220_nysatra,2003,0.52212
5411220_nysatra,2004,0.53509
5411220_nysatra,2005,0.54701
5411220_nysatra,2006,0.55738
5411220_nysatra,2007,0.55833
5411220_nysatra,2008,0.57018
5411220_nysatra,2009,0.55263
5411220_nysatra,2010,0.56034
5411220_nysatra,2011,0.56911
5411220_nysatra,2012,0.55738
5411220_nysatra,2013,0.54167
5411220_nysatra,2014,0.53846
5411320_jarlaberg,2000,0.2818
5411320_jarlaberg,2001,0.29136
5411320_jarlaberg,2002,0.29809
5411320_jarlaberg,2003,0.30346
5411320_jarlaberg,2004,0.30191
5411320_jarlaberg,2005,0.29707
5411320_jarlaberg,2006,0.2962
5411320_jarlaberg,2007,0.29237
5411320_jarlaberg,2008,0.30667
5411320_jarlaberg,2009,0.30769
5411320_jarlaberg,2010,0.30497
5411320_jarlaberg,2011,0.31025
5411320_jarlaberg,2012,0.31658
5411320_jarlaberg,2013,0.32482
5411320_jarlaberg,2014,0.33333
5411330_vikdalen,2000,0.36923
5411330_vikdalen,2001,0.33333
5411330_vikdalen,2002,0.35
5411330_vikdalen,2003,0.36765
5411330_vikdalen,2004,0.39437
5411330_vikdalen,2005,0.4
5411330_vikdalen,2006,0.39437
5411330_vikdalen,2007,0.40278
5411330_vikdalen,2008,0.39189
5411330_vikdalen,2009,0.42857
5411330_vikdalen,2010,0.43421
5411330_vikdalen,2011,0.46575
5411330_vikdalen,2012,0.4697
5411330_vikdalen,2013,0.46479
5411330_vikdalen,2014,0.5
5411340_nacka_strand,2000,0.33816
5411340_nacka_strand,2001,0.33495
5411340_nacka_strand,2002,0.30732
5411340_nacka_strand,2003,0.285
5411340_nacka_strand,2004,0.31754
5411340_nacka_strand,2005,0.31156
5411340_nacka_strand,2006,0.34
5411340_nacka_strand,2007,0.37379
5411340_nacka_strand,2008,0.36735
5411340_nacka_strand,2009,0.34409
5411340_nacka_strand,2010,0.36508
5411340_nacka_strand,2011,0.32022
5411340_nacka_strand,2012,0.32571
5411340_nacka_strand,2013,0.32143
5411340_nacka_strand,2014,0.33918
5411410_nacka_centrum,2000,0.24518
5411410_nacka_centrum,2001,0.2549
5411410_nacka_centrum,2002,0.26989
5411410_nacka_centrum,2003,0.25496
5411410_nacka_centrum,2004,0.24471
