basomrade,year,population_20xx_12_31_female
4440200_roslags_kulla_fd_forsaml,2004,254
4440200_roslags_kulla_fd_forsaml,2005,255
4440200_roslags_kulla_fd_forsaml,2006,256
4440200_roslags_kulla_fd_forsaml,2007,268
4440200_roslags_kulla_fd_forsaml,2008,264
4440200_roslags_kulla_fd_forsaml,2009,256
4440200_roslags_kulla_fd_forsaml,2010,257
4440200_roslags_kulla_fd_forsaml,2011,256
4440200_roslags_kulla_fd_forsaml,2012,259
4440200_roslags_kulla_fd_forsaml,2013,268
4440200_roslags_kulla_fd_forsaml,2014,279
4450110_ekbacken,2000,371
4450110_ekbacken,2001,382
4450110_ekbacken,2002,387
4450110_ekbacken,2003,376
4450110_ekbacken,2004,382
4450110_ekbacken,2005,390
4450110_ekbacken,2006,387
4450110_ekbacken,2007,387
4450110_ekbacken,2008,381
4450110_ekbacken,2009,388
4450110_ekbacken,2010,400
4450110_ekbacken,2011,407
4450110_ekbacken,2012,401
4450110_ekbacken,2013,403
4450110_ekbacken,2014,402
4450120_runo_gard,2000,919
4450120_runo_gard,2001,932
4450120_runo_gard,2002,905
4450120_runo_gard,2003,874
4450120_runo_gard,2004,855
4450120_runo_gard,2005,858
4450120_runo_gard,2006,849
4450120_runo_gard,2007,830
4450120_runo_gard,2008,832
4450120_runo_gard,2009,851
4450120_runo_gard,2010,867
4450120_runo_gard,2011,848
4450120_runo_gard,2012,839
4450120_runo_gard,2013,841
4450120_runo_gard,2014,864
4450130_akersberga,2000,2279
4450130_akersberga,2001,2509
4450130_akersberga,2002,2571
4450130_akersberga,2003,2581
4450130_akersberga,2004,2691
4450130_akersberga,2005,2700
4450130_akersberga,2006,2735
4450130_akersberga,2007,2705
4450130_akersberga,2008,2729
4450130_akersberga,2009,2751
4450130_akersberga,2010,2770
4450130_akersberga,2011,2797
4450130_akersberga,2012,2924
4450130_akersberga,2013,2947
4450130_akersberga,2014,2988
4450140_kullen,2000,188
4450140_kullen,2001,194
4450140_kullen,2002,191
4450140_kullen,2003,192
4450140_kullen,2004,195
4450140_kullen,2005,192
4450140_kullen,2006,198
4450140_kullen,2007,206
4450140_kullen,2008,204
4450140_kullen,2009,200
4450140_kullen,2010,194
4450140_kullen,2011,185
4450140_kullen,2012,195
4450140_kullen,2013,195
4450140_kullen,2014,209
4450150_ostra_sora,2000,697
4450150_ostra_sora,2001,699
4450150_ostra_sora,2002,702
4450150_ostra_sora,2003,705
4450150_ostra_sora,2004,695
4450150_ostra_sora,2005,703
4450150_ostra_sora,2006,710
4450150_ostra_sora,2007,722
4450150_ostra_sora,2008,715
4450150_ostra_sora,2009,730
4450150_ostra_sora,2010,739
4450150_ostra_sora,2011,765
4450150_ostra_sora,2012,778
4450150_ostra_sora,2013,785
4450150_ostra_sora,2014,824
4450160_vastra_sora,2000,437
4450160_vastra_sora,2001,426
4450160_vastra_sora,2002,421
4450160_vastra_sora,2003,428
4450160_vastra_sora,2004,429
4450160_vastra_sora,2005,424
4450160_vastra_sora,2006,418
4450160_vastra_sora,2007,402
4450160_vastra_sora,2008,462
4450160_vastra_sora,2009,468
4450160_vastra_sora,2010,491
4450160_vastra_sora,2011,491
4450160_vastra_sora,2012,493
4450160_vastra_sora,2013,484
4450160_vastra_sora,2014,478
4450170_neptunus,2000,247
4450170_neptunus,2001,244
4450170_neptunus,2002,251
4450170_neptunus,2003,246
4450170_neptunus,2004,241
4450170_neptunus,2005,229
4450170_neptunus,2006,228
4450170_neptunus,2007,230
4450170_neptunus,2008,237
4450170_neptunus,2009,244
4450170_neptunus,2010,231
4450170_neptunus,2011,230
4450170_neptunus,2012,230
4450170_neptunus,2013,227
4450170_neptunus,2014,235
4450180_kungsangen,2000,780
4450180_kungsangen,2001,798
4450180_kungsangen,2002,792
4450180_kungsangen,2003,797
4450180_kungsangen,2004,804
4450180_kungsangen,2005,808
4450180_kungsangen,2006,817
4450180_kungsangen,2007,820
4450180_kungsangen,2008,796
4450180_kungsangen,2009,800
4450180_kungsangen,2010,807
4450180_kungsangen,2011,793
4450180_kungsangen,2012,809
4450180_kungsangen,2013,815
4450180_kungsangen,2014,819
4450190_tunagard_osterskar,2000,1092
4450190_tunagard_osterskar,2001,1109
4450190_tunagard_osterskar,2002,1122
4450190_tunagard_osterskar,2003,1129
4450190_tunagard_osterskar,2004,1130
4450190_tunagard_osterskar,2005,1149
4450190_tunagard_osterskar,2006,1145
4450190_tunagard_osterskar,2007,1178
4450190_tunagard_osterskar,2008,1161
4450190_tunagard_osterskar,2009,1177
4450190_tunagard_osterskar,2010,1199
4450190_tunagard_osterskar,2011,1216
4450190_tunagard_osterskar,2012,1218
4450190_tunagard_osterskar,2013,1240
4450190_tunagard_osterskar,2014,1256
4450210_akerstorp,2000,844
4450210_akerstorp,2001,847
4450210_akerstorp,2002,868
4450210_akerstorp,2003,870
4450210_akerstorp,2004,877
4450210_akerstorp,2005,871
4450210_akerstorp,2006,894
4450210_akerstorp,2007,939
4450210_akerstorp,2008,948
4450210_akerstorp,2009,956
4450210_akerstorp,2010,939
4450210_akerstorp,2011,958
4450210_akerstorp,2012,948
4450210_akerstorp,2013,930
4450210_akerstorp,2014,967
4450220_smedby,2000,485
4450220_smedby,2001,499
4450220_smedby,2002,500
4450220_smedby,2003,498
4450220_smedby,2004,517
4450220_smedby,2005,518
4450220_smedby,2006,561
4450220_smedby,2007,586
4450220_smedby,2008,630
4450220_smedby,2009,657
4450220_smedby,2010,686
4450220_smedby,2011,693
4450220_smedby,2012,681
4450220_smedby,2013,685
4450220_smedby,2014,745
4450230_hacksta,2000,675
4450230_hacksta,2001,452
4450230_hacksta,2002,453
4450230_hacksta,2003,443
4450230_hacksta,2004,430
4450230_hacksta,2005,430
4450230_hacksta,2006,436
4450230_hacksta,2007,445
4450230_hacksta,2008,444
4450230_hacksta,2009,440
4450230_hacksta,2010,443
4450230_hacksta,2011,435
4450230_hacksta,2012,445
4450230_hacksta,2013,429
4450230_hacksta,2014,416
4450240_skansta,2000,960
4450240_skansta,2001,952
4450240_skansta,2002,958
4450240_skansta,2003,942
4450240_skansta,2004,951
4450240_skansta,2005,964
4450240_skansta,2006,970
4450240_skansta,2007,990
4450240_skansta,2008,985
4450240_skansta,2009,1005
4450240_skansta,2010,1003
4450240_skansta,2011,993
4450240_skansta,2012,1016
4450240_skansta,2013,1009
4450240_skansta,2014,1020
4450250_singo,2000,175
4450250_singo,2001,177
4450250_singo,2002,184
4450250_singo,2003,191
4450250_singo,2004,200
4450250_singo,2005,200
4450250_singo,2006,202
4450250_singo,2007,213
4450250_singo,2008,217
4450250_singo,2009,223
4450250_singo,2010,236
4450250_singo,2011,228
4450250_singo,2012,228
4450250_singo,2013,230
4450250_singo,2014,228
4450260_asatra,2000,494
4450260_asatra,2001,526
4450260_asatra,2002,527
4450260_asatra,2003,552
4450260_asatra,2004,580
4450260_asatra,2005,598
4450260_asatra,2006,603
4450260_asatra,2007,626
4450260_asatra,2008,638
4450260_asatra,2009,650
4450260_asatra,2010,653
4450260_asatra,2011,670
4450260_asatra,2012,681
4450260_asatra,2013,687
4450260_asatra,2014,692
4450310_margretelund,2000,703
4450310_margretelund,2001,768
4450310_margretelund,2002,839
4450310_margretelund,2003,903
4450310_margretelund,2004,906
4450310_margretelund,2005,944
4450310_margretelund,2006,970
4450310_margretelund,2007,993
4450310_margretelund,2008,1028
4450310_margretelund,2009,1043
4450310_margretelund,2010,1064
4450310_margretelund,2011,1077
4450310_margretelund,2012,1100
4450310_margretelund,2013,1094
4450310_margretelund,2014,1104
4450320_trasatra,2000,2035
4450320_trasatra,2001,2038
4450320_trasatra,2002,1992
4450320_trasatra,2003,1987
4450320_trasatra,2004,2006
4450320_trasatra,2005,2011
4450320_trasatra,2006,1997
4450320_trasatra,2007,2019
4450320_trasatra,2008,2014
4450320_trasatra,2009,2040
4450320_trasatra,2010,1994
4450320_trasatra,2011,2010
4450320_trasatra,2012,2012
4450320_trasatra,2013,1998
4450320_trasatra,2014,2011
4450330_flaxenvik,2000,432
4450330_flaxenvik,2001,472
4450330_flaxenvik,2002,503
4450330_flaxenvik,2003,521
4450330_flaxenvik,2004,533
4450330_flaxenvik,2005,580
4450330_flaxenvik,2006,617
4450330_flaxenvik,2007,631
4450330_flaxenvik,2008,625
4450330_flaxenvik,2009,631
4450330_flaxenvik,2010,661
4450330_flaxenvik,2011,680
4450330_flaxenvik,2012,685
4450330_flaxenvik,2013,701
4450330_flaxenvik,2014,730
4450340_skargardsstad,2000,748
4450340_skargardsstad,2001,807
4450340_skargardsstad,2002,841
4450340_skargardsstad,2003,862
4450340_skargardsstad,2004,879
4450340_skargardsstad,2005,885
4450340_skargardsstad,2006,901
4450340_skargardsstad,2007,894
4450340_skargardsstad,2008,888
4450340_skargardsstad,2009,888
4450340_skargardsstad,2010,891
4450340_skargardsstad,2011,890
4450340_skargardsstad,2012,875
4450340_skargardsstad,2013,866
4450340_skargardsstad,2014,878
4451231_okand,2000,242
4451231_okand,2001,255
4451231_okand,2002,276
4451231_okand,2003,314
4451231_okand,2004,386
4451231_okand,2005,455
4451231_okand,2006,503
4451231_okand,2007,539
4451231_okand,2008,561
4451231_okand,2009,553
4451240_norra_runo,2000,293
4451240_norra_runo,2001,328
4451240_norra_runo,2002,359
4451240_norra_runo,2003,404
4451240_norra_runo,2004,424
4451240_norra_runo,2005,433
4451240_norra_runo,2006,457
4451240_norra_runo,2007,453
4451240_norra_runo,2008,475
4451240_norra_runo,2009,486
4451240_norra_runo,2010,508
4451240_norra_runo,2011,530
4451240_norra_runo,2012,524
4451240_norra_runo,2013,544
4451240_norra_runo,2014,561
4451250_svinninge,2000,370
4451250_svinninge,2001,390
4451250_svinninge,2002,393
4451250_svinninge,2003,421
4451250_svinninge,2004,423
4451250_svinninge,2005,448
4451250_svinninge,2006,457
4451250_svinninge,2007,486
4451250_svinninge,2008,478
4451250_svinninge,2009,488
4451250_svinninge,2010,492
4451250_svinninge,2011,500
4451250_svinninge,2012,496
4451250_svinninge,2013,509
4451250_svinninge,2014,511
4451410_rydbo,2000,236
4451410_rydbo,2001,250
4451410_rydbo,2002,263
4451410_rydbo,2003,265
4451410_rydbo,2004,249
4451410_rydbo,2005,251
4451410_rydbo,2006,268
4451410_rydbo,2007,268
4451410_rydbo,2008,271
4451410_rydbo,2009,275
4451410_rydbo,2010,277
4451410_rydbo,2011,274
4451410_rydbo,2012,280
4451410_rydbo,2013,266
4451410_rydbo,2014,266
4451420_svartgarn,2000,275
4451420_svartgarn,2001,300
4451420_svartgarn,2002,324
4451420_svartgarn,2003,352
4451420_svartgarn,2004,362
4451420_svartgarn,2005,381
4451420_svartgarn,2006,398
4451420_svartgarn,2007,402
4451420_svartgarn,2008,426
4451420_svartgarn,2009,424
4451420_svartgarn,2010,429
4451420_svartgarn,2011,423
4451420_svartgarn,2012,440
4451420_svartgarn,2013,448
4451420_svartgarn,2014,456
4451430_ostra_ryds_glesbygd,2000,96
4451430_ostra_ryds_glesbygd,2001,87
4451430_ostra_ryds_glesbygd,2002,90
4451430_ostra_ryds_glesbygd,2003,84
4451430_ostra_ryds_glesbygd,2004,85
4451430_ostra_ryds_glesbygd,2005,87
4451430_ostra_ryds_glesbygd,2006,83
4451430_ostra_ryds_glesbygd,2007,85
4451430_ostra_ryds_glesbygd,2008,91
4451430_ostra_ryds_glesbygd,2009,96
4451430_ostra_ryds_glesbygd,2010,92
4451430_ostra_ryds_glesbygd,2011,86
4451430_ostra_ryds_glesbygd,2012,92
4451430_ostra_ryds_glesbygd,2013,91
4451430_ostra_ryds_glesbygd,2014,94
5610200_mortnas,2000,527
5610200_mortnas,2001,554
5610200_mortnas,2002,586
5610200_mortnas,2003,612
5610200_mortnas,2004,628
5610200_mortnas,2005,658
5610200_mortnas,2006,663
5610200_mortnas,2007,676
5610200_mortnas,2008,694
5610200_mortnas,2009,716
5610200_mortnas,2010,741
5610200_mortnas,2011,796
5610200_mortnas,2012,823
5610200_mortnas,2013,899
5610200_mortnas,2014,1010
5610500_okand,2000,444
5610500_okand,2001,451
5610500_okand,2002,456
5610500_okand,2003,469
5610500_okand,2004,479
5610500_okand,2005,496
5610500_okand,2006,492
5610500_okand,2007,505
5610500_okand,2008,509
5610500_okand,2009,504
5611110_munkmora,2000,700
5611110_munkmora,2001,700
5611110_munkmora,2002,695
5611110_munkmora,2003,659
5611110_munkmora,2004,667
5611110_munkmora,2005,659
5611110_munkmora,2006,659
5611110_munkmora,2007,650
5611110_munkmora,2008,657
5611110_munkmora,2009,657
5611110_munkmora,2010,653
5611110_munkmora,2011,654
5611110_munkmora,2012,639
5611110_munkmora,2013,639
5611110_munkmora,2014,670
5611120_lugnet_flerbostadshus,2000,529
5611120_lugnet_flerbostadshus,2001,536
5611120_lugnet_flerbostadshus,2002,540
5611120_lugnet_flerbostadshus,2003,531
5611120_lugnet_flerbostadshus,2004,539
5611120_lugnet_flerbostadshus,2005,527
5611120_lugnet_flerbostadshus,2006,555
5611120_lugnet_flerbostadshus,2007,549
5611120_lugnet_flerbostadshus,2008,552
5611120_lugnet_flerbostadshus,2009,552
5611120_lugnet_flerbostadshus,2010,574
5611120_lugnet_flerbostadshus,2011,583
5611120_lugnet_flerbostadshus,2012,598
5611120_lugnet_flerbostadshus,2013,600
5611120_lugnet_flerbostadshus,2014,615
5611130_lugnet_smahus,2000,639
5611130_lugnet_smahus,2001,639
5611130_lugnet_smahus,2002,620
5611130_lugnet_smahus,2003,609
5611130_lugnet_smahus,2004,622
5611130_lugnet_smahus,2005,612
5611130_lugnet_smahus,2006,609
5611130_lugnet_smahus,2007,601
5611130_lugnet_smahus,2008,617
5611130_lugnet_smahus,2009,635
5611130_lugnet_smahus,2010,656
5611130_lugnet_smahus,2011,652
5611130_lugnet_smahus,2012,653
5611130_lugnet_smahus,2013,651
5611130_lugnet_smahus,2014,651
5611140_hojdhagen,2000,470
5611140_hojdhagen,2001,459
5611140_hojdhagen,2002,461
5611140_hojdhagen,2003,478
5611140_hojdhagen,2004,452
5611140_hojdhagen,2005,451
5611140_hojdhagen,2006,454
5611140_hojdhagen,2007,475
5611140_hojdhagen,2008,467
5611140_hojdhagen,2009,494
5611140_hojdhagen,2010,556
5611140_hojdhagen,2011,611
5611140_hojdhagen,2012,647
5611140_hojdhagen,2013,691
5611140_hojdhagen,2014,720
5611150_okand,2000,1154
5611150_okand,2001,1205
5611150_okand,2002,1212
5611150_okand,2003,1248
5611150_okand,2004,1407
5611150_okand,2005,1603
5611150_okand,2006,1721
5611150_okand,2007,1971
5611150_okand,2008,2094
5611150_okand,2009,2202
5611160_osby_grind,2000,158
5611160_osby_grind,2001,160
5611160_osby_grind,2002,157
5611160_osby_grind,2003,159
5611160_osby_grind,2004,159
5611160_osby_grind,2005,153
5611160_osby_grind,2006,153
5611160_osby_grind,2007,160
5611160_osby_grind,2008,160
5611160_osby_grind,2009,156
5611160_osby_grind,2010,152
5611160_osby_grind,2011,156
5611160_osby_grind,2012,145
5611160_osby_grind,2013,136
5611160_osby_grind,2014,143
5611170_osbydalen,2000,786
5611170_osbydalen,2001,770
5611170_osbydalen,2002,756
5611170_osbydalen,2003,736
5611170_osbydalen,2004,727
5611170_osbydalen,2005,714
5611170_osbydalen,2006,714
5611170_osbydalen,2007,713
5611170_osbydalen,2008,700
5611170_osbydalen,2009,712
5611170_osbydalen,2010,721
5611170_osbydalen,2011,731
5611170_osbydalen,2012,729
5611170_osbydalen,2013,733
5611170_osbydalen,2014,707
5611190_holmviksskogen,2000,393
5611190_holmviksskogen,2001,386
5611190_holmviksskogen,2002,382
5611190_holmviksskogen,2003,368
5611190_holmviksskogen,2004,362
5611190_holmviksskogen,2005,376
5611190_holmviksskogen,2006,378
5611190_holmviksskogen,2007,372
5611190_holmviksskogen,2008,362
5611190_holmviksskogen,2009,345
5611190_holmviksskogen,2010,357
5611190_holmviksskogen,2011,367
5611190_holmviksskogen,2012,370
5611190_holmviksskogen,2013,380
5611190_holmviksskogen,2014,382
5620100_brunn,2000,453
5620100_brunn,2001,449
5620100_brunn,2002,470
5620100_brunn,2003,480
5620100_brunn,2004,504
5620100_brunn,2005,505
5620100_brunn,2006,513
5620100_brunn,2007,504
5620100_brunn,2008,499
5620100_brunn,2009,493
5620100_brunn,2010,489
5620100_brunn,2011,492
5620100_brunn,2012,486
5620100_brunn,2013,500
5620100_brunn,2014,508
5620510_okand,2000,848
5620510_okand,2001,944
5620510_okand,2002,976
5620510_okand,2003,998
5620510_okand,2004,1008
5620510_okand,2005,1018
5620510_okand,2006,1038
5620510_okand,2007,1049
5620510_okand,2008,1074
5620510_okand,2009,1098
5620520_sydvastra_ingaro,2000,414
5620520_sydvastra_ingaro,2001,453
5620520_sydvastra_ingaro,2002,462
5620520_sydvastra_ingaro,2003,491
5620520_sydvastra_ingaro,2004,518
5620520_sydvastra_ingaro,2005,537
5620520_sydvastra_ingaro,2006,570
5620520_sydvastra_ingaro,2007,583
5620520_sydvastra_ingaro,2008,595
5620520_sydvastra_ingaro,2009,621
5620520_sydvastra_ingaro,2010,644
5620520_sydvastra_ingaro,2011,660
5620520_sydvastra_ingaro,2012,693
5620520_sydvastra_ingaro,2013,682
5620520_sydvastra_ingaro,2014,704
5620530_okand,2000,822
5620530_okand,2001,846
5620530_okand,2002,900
5620530_okand,2003,929
5620530_okand,2004,937
5620530_okand,2005,944
5620530_okand,2006,955
5620530_okand,2007,985
5620530_okand,2008,999
5620530_okand,2009,997
5630110_hemmesta,2000,869
5630110_hemmesta,2001,864
5630110_hemmesta,2002,883
5630110_hemmesta,2003,904
5630110_hemmesta,2004,911
5630110_hemmesta,2005,908
5630110_hemmesta,2006,919
5630110_hemmesta,2007,896
5630110_hemmesta,2008,891
5630110_hemmesta,2009,892
5630110_hemmesta,2010,898
5630110_hemmesta,2011,892
5630110_hemmesta,2012,881
5630110_hemmesta,2013,894
5630110_hemmesta,2014,924
5630120_fruvik,2000,498
5630120_fruvik,2001,486
5630120_fruvik,2002,472
5630120_fruvik,2003,472
5630120_fruvik,2004,480
5630120_fruvik,2005,537
5630120_fruvik,2006,588
5630120_fruvik,2007,642
5630120_fruvik,2008,651
5630120_fruvik,2009,670
5630120_fruvik,2010,679
5630120_fruvik,2011,695
5630120_fruvik,2012,700
5630120_fruvik,2013,688
5630120_fruvik,2014,706
5630130_hemmestahojden,2000,296
5630130_hemmestahojden,2001,297
5630130_hemmestahojden,2002,296
5630130_hemmestahojden,2003,287
5630130_hemmestahojden,2004,292
5630130_hemmestahojden,2005,292
5630130_hemmestahojden,2006,365
5630130_hemmestahojden,2007,379
5630130_hemmestahojden,2008,378
5630130_hemmestahojden,2009,373
5630130_hemmestahojden,2010,388
5630130_hemmestahojden,2011,388
5630130_hemmestahojden,2012,404
5630130_hemmestahojden,2013,397
5630130_hemmestahojden,2014,391
5630200_angsvik,2000,213
5630200_angsvik,2001,207
5630200_angsvik,2002,203
5630200_angsvik,2003,217
5630200_angsvik,2004,221
5630200_angsvik,2005,218
5630200_angsvik,2006,210
5630200_angsvik,2007,206
5630200_angsvik,2008,208
5630200_angsvik,2009,209
5630200_angsvik,2010,224
5630200_angsvik,2011,211
5630200_angsvik,2012,210
5630200_angsvik,2013,220
5630200_angsvik,2014,212
5630300_skeppsdalsstrom,2000,898
5630300_skeppsdalsstrom,2001,961
5630300_skeppsdalsstrom,2002,1061
5630300_skeppsdalsstrom,2003,1112
5630300_skeppsdalsstrom,2004,1249
5630300_skeppsdalsstrom,2005,1390
5630300_skeppsdalsstrom,2006,1417
5630300_skeppsdalsstrom,2007,1471
5630300_skeppsdalsstrom,2008,1484
5630300_skeppsdalsstrom,2009,1505
5630300_skeppsdalsstrom,2010,1497
5630300_skeppsdalsstrom,2011,1494
5630300_skeppsdalsstrom,2012,1519
5630300_skeppsdalsstrom,2013,1526
5630300_skeppsdalsstrom,2014,1539
5630400_kopparmora,2000,311
5630400_kopparmora,2001,320
5630400_kopparmora,2002,321
5630400_kopparmora,2003,314
5630400_kopparmora,2004,311
5630400_kopparmora,2005,315
5630400_kopparmora,2006,307
5630400_kopparmora,2007,302
5630400_kopparmora,2008,302
5630400_kopparmora,2009,288
5630400_kopparmora,2010,297
5630400_kopparmora,2011,308
5630400_kopparmora,2012,291
5630400_kopparmora,2013,290
5630400_kopparmora,2014,283
5630510_okand,2000,1165
5630510_okand,2001,1248
5630510_okand,2002,1275
5630510_okand,2003,1330
5630510_okand,2004,1351
5630510_okand,2005,1389
5630510_okand,2006,1408
5630510_okand,2007,1441
5630510_okand,2008,1493
5630510_okand,2009,1450
5630520_okand,2000,734
5630520_okand,2001,759
5630520_okand,2002,761
5630520_okand,2003,767
5630520_okand,2004,793
5630520_okand,2005,786
5630520_okand,2006,803
5630520_okand,2007,823
5630520_okand,2008,835
5630520_okand,2009,842
5630600_varmdo_norra_skargard,2000,116
5630600_varmdo_norra_skargard,2001,111
5630600_varmdo_norra_skargard,2002,115
5630600_varmdo_norra_skargard,2003,111
5630600_varmdo_norra_skargard,2004,108
5630600_varmdo_norra_skargard,2005,108
5630600_varmdo_norra_skargard,2006,106
5630600_varmdo_norra_skargard,2007,105
5630600_varmdo_norra_skargard,2008,112
5630600_varmdo_norra_skargard,2009,113
5630600_varmdo_norra_skargard,2010,103
5630600_varmdo_norra_skargard,2011,107
5630600_varmdo_norra_skargard,2012,101
5630600_varmdo_norra_skargard,2013,99
5630600_varmdo_norra_skargard,2014,96
5640100_djurhamn,2000,521
5640100_djurhamn,2001,526
5640100_djurhamn,2002,525
5640100_djurhamn,2003,522
5640100_djurhamn,2004,497
5640100_djurhamn,2005,501
5640100_djurhamn,2006,510
5640100_djurhamn,2007,505
5640100_djurhamn,2008,502
5640100_djurhamn,2009,499
5640100_djurhamn,2010,482
5640100_djurhamn,2011,481
5640100_djurhamn,2012,477
5640100_djurhamn,2013,467
5640100_djurhamn,2014,468
5640200_stavsnas,2000,372
5640200_stavsnas,2001,375
5640200_stavsnas,2002,388
5640200_stavsnas,2003,382
5640200_stavsnas,2004,383
5640200_stavsnas,2005,366
5640200_stavsnas,2006,373
5640200_stavsnas,2007,386
5640200_stavsnas,2008,385
5640200_stavsnas,2009,392
