basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_female
5411340_nacka_strand,2009,25
5411340_nacka_strand,2010,28
5411340_nacka_strand,2011,28
5411340_nacka_strand,2012,21
5411340_nacka_strand,2013,17
5411340_nacka_strand,2014,11
5411410_nacka_centrum,2000,-9
5411410_nacka_centrum,2001,-8
5411410_nacka_centrum,2002,-4
5411410_nacka_centrum,2003,-8
5411410_nacka_centrum,2004,-20
5411410_nacka_centrum,2005,-32
5411410_nacka_centrum,2006,-34
5411410_nacka_centrum,2007,-44
5411410_nacka_centrum,2008,-13
5411410_nacka_centrum,2009,59
5411410_nacka_centrum,2010,108
5411410_nacka_centrum,2011,115
5411410_nacka_centrum,2012,119
5411410_nacka_centrum,2013,116
5411410_nacka_centrum,2014,118
5411500_storangen,2000,0
5411500_storangen,2001,-2
5411500_storangen,2002,8
5411500_storangen,2003,28
5411500_storangen,2004,33
5411500_storangen,2005,46
5411500_storangen,2006,42
5411500_storangen,2007,59
5411500_storangen,2008,68
5411500_storangen,2009,71
5411500_storangen,2010,76
5411500_storangen,2011,84
5411500_storangen,2012,83
5411500_storangen,2013,79
5411500_storangen,2014,63
5411600_duvnas_utskog,2000,0
5411600_duvnas_utskog,2001,-1
5411600_duvnas_utskog,2002,-2
5411600_duvnas_utskog,2003,-4
5411600_duvnas_utskog,2004,2
5411600_duvnas_utskog,2005,4
5411600_duvnas_utskog,2006,17
5411600_duvnas_utskog,2007,23
5411600_duvnas_utskog,2008,29
5411600_duvnas_utskog,2009,33
5411600_duvnas_utskog,2010,31
5411600_duvnas_utskog,2011,46
5411600_duvnas_utskog,2012,48
5411600_duvnas_utskog,2013,53
5411600_duvnas_utskog,2014,52
5411610_skuru,2000,12
5411610_skuru,2001,11
5411610_skuru,2002,16
5411610_skuru,2003,27
5411610_skuru,2004,23
5411610_skuru,2005,28
5411610_skuru,2006,30
5411610_skuru,2007,31
5411610_skuru,2008,63
5411610_skuru,2009,84
5411610_skuru,2010,104
5411610_skuru,2011,94
5411610_skuru,2012,99
5411610_skuru,2013,100
5411610_skuru,2014,111
5411700_skogalund,2000,7
5411700_skogalund,2001,12
5411700_skogalund,2002,17
5411700_skogalund,2003,25
5411700_skogalund,2004,19
5411700_skogalund,2005,13
5411700_skogalund,2006,26
5411700_skogalund,2007,23
5411700_skogalund,2008,22
5411700_skogalund,2009,12
5411700_skogalund,2010,15
5411700_skogalund,2011,10
5411700_skogalund,2012,6
5411700_skogalund,2013,0
5411700_skogalund,2014,4
5411710_vastra_ektorp,2000,-14
5411710_vastra_ektorp,2001,-12
5411710_vastra_ektorp,2002,-20
5411710_vastra_ektorp,2003,-38
5411710_vastra_ektorp,2004,-50
5411710_vastra_ektorp,2005,-65
5411710_vastra_ektorp,2006,-79
5411710_vastra_ektorp,2007,-76
5411710_vastra_ektorp,2008,-73
5411710_vastra_ektorp,2009,-53
5411710_vastra_ektorp,2010,-34
5411710_vastra_ektorp,2011,-36
5411710_vastra_ektorp,2012,-40
5411710_vastra_ektorp,2013,-38
5411710_vastra_ektorp,2014,-44
5411720_ostra_ektorp,2000,0
5411720_ostra_ektorp,2001,1
5411720_ostra_ektorp,2002,-1
5411720_ostra_ektorp,2003,-11
5411720_ostra_ektorp,2004,-10
5411720_ostra_ektorp,2005,-12
5411720_ostra_ektorp,2006,-17
5411720_ostra_ektorp,2007,-32
5411720_ostra_ektorp,2008,-36
5411720_ostra_ektorp,2009,-41
5411720_ostra_ektorp,2010,-25
5411720_ostra_ektorp,2011,-18
5411720_ostra_ektorp,2012,-17
5411720_ostra_ektorp,2013,-17
5411720_ostra_ektorp,2014,-9
5411740_saltangen,2000,19
5411740_saltangen,2001,26
5411740_saltangen,2002,21
5411740_saltangen,2003,16
5411740_saltangen,2004,23
5411740_saltangen,2005,21
5411740_saltangen,2006,28
5411740_saltangen,2007,27
5411740_saltangen,2008,31
5411740_saltangen,2009,42
5411740_saltangen,2010,48
5411740_saltangen,2011,48
5411740_saltangen,2012,60
5411740_saltangen,2013,74
5411740_saltangen,2014,77
5411800_duvnas,2000,-4
5411800_duvnas,2001,-8
5411800_duvnas,2002,-6
5411800_duvnas,2003,-2
5411800_duvnas,2004,-17
5411800_duvnas,2005,1
5411800_duvnas,2006,0
5411800_duvnas,2007,4
5411800_duvnas,2008,-6
5411800_duvnas,2009,-10
5411800_duvnas,2010,-24
5411800_duvnas,2011,-19
5411800_duvnas,2012,-19
5411800_duvnas,2013,-27
5411800_duvnas,2014,-30
5411900_hasthagen,2000,0
5411900_hasthagen,2001,-1
5411900_hasthagen,2002,4
5411900_hasthagen,2003,4
5411900_hasthagen,2004,10
5411900_hasthagen,2005,10
5411900_hasthagen,2006,12
5411900_hasthagen,2007,9
5411900_hasthagen,2008,10
5411900_hasthagen,2009,13
5411900_hasthagen,2010,12
5411900_hasthagen,2011,8
5411900_hasthagen,2012,9
5411900_hasthagen,2013,11
5411900_hasthagen,2014,19
5413001_fisksatra_sm,2000,-12
5413001_fisksatra_sm,2001,-17
5413001_fisksatra_sm,2002,-32
5413001_fisksatra_sm,2003,-47
5413001_fisksatra_sm,2004,-44
5413001_fisksatra_sm,2005,-43
5413001_fisksatra_sm,2006,-48
5413001_fisksatra_sm,2007,-51
5413001_fisksatra_sm,2008,-30
5413001_fisksatra_sm,2009,-25
5413001_fisksatra_sm,2010,-39
5413001_fisksatra_sm,2011,-33
5413001_fisksatra_sm,2012,-39
5413001_fisksatra_sm,2013,-47
5413001_fisksatra_sm,2014,-53
5413002_fisksatra_fh,2000,13
5413002_fisksatra_fh,2001,-20
5413002_fisksatra_fh,2002,-34
5413002_fisksatra_fh,2003,-65
5413002_fisksatra_fh,2004,-89
5413002_fisksatra_fh,2005,-176
5413002_fisksatra_fh,2006,-249
5413002_fisksatra_fh,2007,-288
5413002_fisksatra_fh,2008,-331
5413002_fisksatra_fh,2009,-385
5413002_fisksatra_fh,2010,-408
5413002_fisksatra_fh,2011,-404
5413002_fisksatra_fh,2012,-443
5413002_fisksatra_fh,2013,-484
5413002_fisksatra_fh,2014,-531
5414001_erstavik,2000,1
5414001_erstavik,2001,4
5414001_erstavik,2002,11
5414001_erstavik,2003,11
5414001_erstavik,2004,15
5414001_erstavik,2005,15
5414001_erstavik,2006,15
5414001_erstavik,2007,15
5414001_erstavik,2008,15
5414001_erstavik,2009,20
5414001_erstavik,2010,22
5414001_erstavik,2011,22
5414001_erstavik,2012,19
5414001_erstavik,2013,19
5414001_erstavik,2014,19
5414100_kolarangen,2000,4
5414100_kolarangen,2001,0
5414100_kolarangen,2002,-3
5414100_kolarangen,2003,-15
5414100_kolarangen,2004,-20
5414100_kolarangen,2005,-20
5414100_kolarangen,2006,-19
5414100_kolarangen,2007,-20
5414100_kolarangen,2008,-16
5414100_kolarangen,2009,-23
5414100_kolarangen,2010,-21
5414100_kolarangen,2011,-29
5414100_kolarangen,2012,-32
5414100_kolarangen,2013,-44
5414100_kolarangen,2014,-38
5414200_alta_gard,2000,8
5414200_alta_gard,2001,17
5414200_alta_gard,2002,13
5414200_alta_gard,2003,1
5414200_alta_gard,2004,5
5414200_alta_gard,2005,26
5414200_alta_gard,2006,15
5414200_alta_gard,2007,5
5414200_alta_gard,2008,-1
5414200_alta_gard,2009,-8
5414200_alta_gard,2010,7
5414200_alta_gard,2011,-7
5414200_alta_gard,2012,-5
5414200_alta_gard,2013,-4
5414200_alta_gard,2014,-1
5414300_stenso,2000,4
5414300_stenso,2001,-10
5414300_stenso,2002,-36
5414300_stenso,2003,-37
5414300_stenso,2004,-54
5414300_stenso,2005,-69
5414300_stenso,2006,-79
5414300_stenso,2007,-91
5414300_stenso,2008,-117
5414300_stenso,2009,-76
5414300_stenso,2010,-89
5414300_stenso,2011,-50
5414300_stenso,2012,-49
5414300_stenso,2013,-23
5414300_stenso,2014,-35
5414310_hedvigslund,2000,4
5414310_hedvigslund,2001,6
5414310_hedvigslund,2002,4
5414310_hedvigslund,2003,2
5414310_hedvigslund,2004,-4
5414310_hedvigslund,2005,-8
5414310_hedvigslund,2006,61
5414310_hedvigslund,2007,84
5414310_hedvigslund,2008,82
5414310_hedvigslund,2009,93
5414310_hedvigslund,2010,145
5414310_hedvigslund,2011,166
5414310_hedvigslund,2012,190
5414310_hedvigslund,2013,223
5414310_hedvigslund,2014,266
5423100_igelboda,2000,31
5423100_igelboda,2001,33
5423100_igelboda,2002,39
5423100_igelboda,2003,49
5423100_igelboda,2004,54
5423100_igelboda,2005,42
5423100_igelboda,2006,42
5423100_igelboda,2007,54
5423100_igelboda,2008,51
5423100_igelboda,2009,53
5423100_igelboda,2010,58
5423100_igelboda,2011,57
5423100_igelboda,2012,63
5423100_igelboda,2013,71
5423100_igelboda,2014,66
5423201_solsidan_norr,2000,3
5423201_solsidan_norr,2001,3
5423201_solsidan_norr,2002,6
5423201_solsidan_norr,2003,6
5423201_solsidan_norr,2004,3
5423201_solsidan_norr,2005,0
5423201_solsidan_norr,2006,3
5423201_solsidan_norr,2007,3
5423201_solsidan_norr,2008,6
5423201_solsidan_norr,2009,13
5423201_solsidan_norr,2010,10
5423201_solsidan_norr,2011,10
5423201_solsidan_norr,2012,7
5423201_solsidan_norr,2013,7
5423201_solsidan_norr,2014,4
5423202_saltsjobaden_centrum,2000,-9
5423202_saltsjobaden_centrum,2001,-6
5423202_saltsjobaden_centrum,2002,-14
5423202_saltsjobaden_centrum,2003,-10
5423202_saltsjobaden_centrum,2004,-5
5423202_saltsjobaden_centrum,2005,0
5423202_saltsjobaden_centrum,2006,19
5423202_saltsjobaden_centrum,2007,12
5423202_saltsjobaden_centrum,2008,13
5423202_saltsjobaden_centrum,2009,12
5423202_saltsjobaden_centrum,2010,29
5423202_saltsjobaden_centrum,2011,23
5423202_saltsjobaden_centrum,2012,23
5423202_saltsjobaden_centrum,2013,20
5423202_saltsjobaden_centrum,2014,27
5423230_tattby,2000,0
5423230_tattby,2001,7
5423230_tattby,2002,10
5423230_tattby,2003,7
5423230_tattby,2004,16
5423230_tattby,2005,11
5423230_tattby,2006,23
5423230_tattby,2007,33
5423230_tattby,2008,39
5423230_tattby,2009,32
5423230_tattby,2010,31
5423230_tattby,2011,37
5423230_tattby,2012,36
5423230_tattby,2013,41
5423230_tattby,2014,44
5423300_neglingeon,2000,-6
5423300_neglingeon,2001,-14
5423300_neglingeon,2002,-11
5423300_neglingeon,2003,-3
5423300_neglingeon,2004,7
5423300_neglingeon,2005,40
5423300_neglingeon,2006,50
5423300_neglingeon,2007,82
5423300_neglingeon,2008,93
5423300_neglingeon,2009,84
5423300_neglingeon,2010,90
5423300_neglingeon,2011,85
5423300_neglingeon,2012,80
5423300_neglingeon,2013,74
5423300_neglingeon,2014,72
5423400_solsidan,2000,3
5423400_solsidan,2001,3
5423400_solsidan,2002,2
5423400_solsidan,2003,-3
5423400_solsidan,2004,-2
5423400_solsidan,2005,-2
5423400_solsidan,2006,-3
5423400_solsidan,2007,-7
5423400_solsidan,2008,-3
5423400_solsidan,2009,0
5423400_solsidan,2010,4
5423400_solsidan,2011,6
5423400_solsidan,2012,3
5423400_solsidan,2013,3
5423400_solsidan,2014,14
5423500_algo,2000,3
5423500_algo,2001,13
5423500_algo,2002,20
5423500_algo,2003,21
5423500_algo,2004,18
5423500_algo,2005,31
5423500_algo,2006,34
5423500_algo,2007,38
5423500_algo,2008,50
5423500_algo,2009,69
5423500_algo,2010,64
5423500_algo,2011,66
5423500_algo,2012,72
5423500_algo,2013,72
5423500_algo,2014,80
5432000_norra_bjorknas,2000,3
5432000_norra_bjorknas,2001,6
5432000_norra_bjorknas,2002,7
5432000_norra_bjorknas,2003,11
5432000_norra_bjorknas,2004,20
5432000_norra_bjorknas,2005,25
5432000_norra_bjorknas,2006,38
5432000_norra_bjorknas,2007,46
5432000_norra_bjorknas,2008,53
5432000_norra_bjorknas,2009,69
5432000_norra_bjorknas,2010,71
5432000_norra_bjorknas,2011,70
5432000_norra_bjorknas,2012,73
5432000_norra_bjorknas,2013,77
5432000_norra_bjorknas,2014,73
5432020_sodra_bjorknas,2000,-4
5432020_sodra_bjorknas,2001,-5
5432020_sodra_bjorknas,2002,-19
5432020_sodra_bjorknas,2003,-14
5432020_sodra_bjorknas,2004,9
5432020_sodra_bjorknas,2005,11
5432020_sodra_bjorknas,2006,30
5432020_sodra_bjorknas,2007,56
5432020_sodra_bjorknas,2008,55
5432020_sodra_bjorknas,2009,61
5432020_sodra_bjorknas,2010,53
5432020_sodra_bjorknas,2011,60
5432020_sodra_bjorknas,2012,54
5432020_sodra_bjorknas,2013,58
5432020_sodra_bjorknas,2014,72
5432030_klinten,2000,0
5432030_klinten,2001,-7
5432030_klinten,2002,-19
5432030_klinten,2003,-20
5432030_klinten,2004,-20
5432030_klinten,2005,-18
5432030_klinten,2006,-16
5432030_klinten,2007,-9
5432030_klinten,2008,-1
5432030_klinten,2009,-15
5432030_klinten,2010,-14
5432030_klinten,2011,-26
5432030_klinten,2012,-59
5432030_klinten,2013,-21
5432030_klinten,2014,-29
5432100_eknas,2000,2
5432100_eknas,2001,0
5432100_eknas,2002,-5
5432100_eknas,2003,-4
5432100_eknas,2004,-19
5432100_eknas,2005,16
5432100_eknas,2006,37
5432100_eknas,2007,42
5432100_eknas,2008,40
5432100_eknas,2009,45
5432100_eknas,2010,40
5432100_eknas,2011,20
5432100_eknas,2012,80
5432100_eknas,2013,94
5432100_eknas,2014,124
5432200_vastra_kummelnas,2000,19
5432200_vastra_kummelnas,2001,37
5432200_vastra_kummelnas,2002,53
5432200_vastra_kummelnas,2003,60
5432200_vastra_kummelnas,2004,63
5432200_vastra_kummelnas,2005,67
5432200_vastra_kummelnas,2006,57
5432200_vastra_kummelnas,2007,64
5432200_vastra_kummelnas,2008,72
5432200_vastra_kummelnas,2009,80
5432200_vastra_kummelnas,2010,100
5432200_vastra_kummelnas,2011,98
5432200_vastra_kummelnas,2012,100
5432200_vastra_kummelnas,2013,101
5432200_vastra_kummelnas,2014,121
5432220_ostra_kummelnas,2000,19
5432220_ostra_kummelnas,2001,31
5432220_ostra_kummelnas,2002,33
5432220_ostra_kummelnas,2003,56
5432220_ostra_kummelnas,2004,65
5432220_ostra_kummelnas,2005,62
5432220_ostra_kummelnas,2006,66
5432220_ostra_kummelnas,2007,72
5432220_ostra_kummelnas,2008,88
5432220_ostra_kummelnas,2009,110
5432220_ostra_kummelnas,2010,118
5432220_ostra_kummelnas,2011,133
5432220_ostra_kummelnas,2012,146
5432220_ostra_kummelnas,2013,156
5432220_ostra_kummelnas,2014,170
5432300_kil,2000,8
5432300_kil,2001,46
5432300_kil,2002,67
5432300_kil,2003,70
5432300_kil,2004,76
5432300_kil,2005,84
5432300_kil,2006,87
5432300_kil,2007,89
5432300_kil,2008,93
5432300_kil,2009,89
5432300_kil,2010,92
5432300_kil,2011,96
5432300_kil,2012,94
5432300_kil,2013,96
5432300_kil,2014,106
5432400_krokhojden,2000,-3
5432400_krokhojden,2001,1
5432400_krokhojden,2002,-2
5432400_krokhojden,2003,3
5432400_krokhojden,2004,1
5432400_krokhojden,2005,0
5432400_krokhojden,2006,2
5432400_krokhojden,2007,-6
5432400_krokhojden,2008,-4
5432400_krokhojden,2009,-3
5432400_krokhojden,2010,0
5432400_krokhojden,2011,0
5432400_krokhojden,2012,-5
5432400_krokhojden,2013,-1
5432400_krokhojden,2014,-6
5432410_orminge,2000,14
5432410_orminge,2001,-10
5432410_orminge,2002,-39
5432410_orminge,2003,-50
5432410_orminge,2004,-73
5432410_orminge,2005,-105
5432410_orminge,2006,-120
5432410_orminge,2007,-118
5432410_orminge,2008,-132
5432410_orminge,2009,-147
5432410_orminge,2010,-150
5432410_orminge,2011,-168
5432410_orminge,2012,-142
5432410_orminge,2013,-172
5432410_orminge,2014,-147
5432500_mensattra,2000,-16
5432500_mensattra,2001,-39
5432500_mensattra,2002,-29
5432500_mensattra,2003,-44
5432500_mensattra,2004,-55
5432500_mensattra,2005,-67
5432500_mensattra,2006,-64
5432500_mensattra,2007,-65
5432500_mensattra,2008,-74
5432500_mensattra,2009,-80
5432500_mensattra,2010,-96
5432500_mensattra,2011,-97
5432500_mensattra,2012,-102
5432500_mensattra,2013,-102
5432500_mensattra,2014,-112
5432600_kallvagen,2000,22
5432600_kallvagen,2001,37
5432600_kallvagen,2002,58
5432600_kallvagen,2003,92
5432600_kallvagen,2004,105
5432600_kallvagen,2005,117
5432600_kallvagen,2006,116
5432600_kallvagen,2007,118
5432600_kallvagen,2008,128
5432600_kallvagen,2009,134
5432600_kallvagen,2010,133
5432600_kallvagen,2011,135
5432600_kallvagen,2012,139
5432600_kallvagen,2013,134
5432600_kallvagen,2014,124
5432610_eriksvik,2000,2
5432610_eriksvik,2001,16
5432610_eriksvik,2002,12
5432610_eriksvik,2003,11
5432610_eriksvik,2004,2
5432610_eriksvik,2005,14
5432610_eriksvik,2006,16
5432610_eriksvik,2007,31
5432610_eriksvik,2008,39
5432610_eriksvik,2009,43
5432610_eriksvik,2010,49
5432610_eriksvik,2011,53
5432610_eriksvik,2012,66
5432610_eriksvik,2013,67
5432610_eriksvik,2014,75
5432700_norra_lannersta,2000,10
5432700_norra_lannersta,2001,14
5432700_norra_lannersta,2002,25
5432700_norra_lannersta,2003,29
5432700_norra_lannersta,2004,30
5432700_norra_lannersta,2005,41
5432700_norra_lannersta,2006,46
5432700_norra_lannersta,2007,40
5432700_norra_lannersta,2008,47
5432700_norra_lannersta,2009,67
5432700_norra_lannersta,2010,72
5432700_norra_lannersta,2011,66
5432700_norra_lannersta,2012,78
5432700_norra_lannersta,2013,80
5432700_norra_lannersta,2014,75
5432710_sodra_lannersta,2000,7
5432710_sodra_lannersta,2001,9
5432710_sodra_lannersta,2002,8
5432710_sodra_lannersta,2003,22
5432710_sodra_lannersta,2004,30
5432710_sodra_lannersta,2005,48
5432710_sodra_lannersta,2006,63
5432710_sodra_lannersta,2007,78
5432710_sodra_lannersta,2008,90
5432710_sodra_lannersta,2009,103
5432710_sodra_lannersta,2010,107
5432710_sodra_lannersta,2011,107
5432710_sodra_lannersta,2012,105
5432710_sodra_lannersta,2013,110
5432710_sodra_lannersta,2014,107
5432810_boo_gard,2000,-3
5432810_boo_gard,2001,1
5432810_boo_gard,2002,9
5432810_boo_gard,2003,34
5432810_boo_gard,2004,46
5432810_boo_gard,2005,59
5432810_boo_gard,2006,79
5432810_boo_gard,2007,82
5432810_boo_gard,2008,87
5432810_boo_gard,2009,90
5432810_boo_gard,2010,97
5432810_boo_gard,2011,101
5432810_boo_gard,2012,105
5432810_boo_gard,2013,105
5432810_boo_gard,2014,103
5432900_gustavsvik,2000,8
5432900_gustavsvik,2001,15
5432900_gustavsvik,2002,16
5432900_gustavsvik,2003,33
5432900_gustavsvik,2004,37
5432900_gustavsvik,2005,46
5432900_gustavsvik,2006,42
5432900_gustavsvik,2007,42
5432900_gustavsvik,2008,51
5432900_gustavsvik,2009,53
5432900_gustavsvik,2010,50
5432900_gustavsvik,2011,52
5432900_gustavsvik,2012,51
5432900_gustavsvik,2013,54
5432900_gustavsvik,2014,51
5511000_vastra_trollbacken,2000,5
5511000_vastra_trollbacken,2001,3
5511000_vastra_trollbacken,2002,-15
5511000_vastra_trollbacken,2003,-8
5511000_vastra_trollbacken,2004,-16
5511000_vastra_trollbacken,2005,-10
5511000_vastra_trollbacken,2006,-1
5511000_vastra_trollbacken,2007,6
5511000_vastra_trollbacken,2008,26
5511000_vastra_trollbacken,2009,12
5511000_vastra_trollbacken,2010,31
5511000_vastra_trollbacken,2011,10
5511000_vastra_trollbacken,2012,25
5511000_vastra_trollbacken,2013,33
5511000_vastra_trollbacken,2014,29
5511120_centrala_trollbacken,2000,-2
5511120_centrala_trollbacken,2001,-13
5511120_centrala_trollbacken,2002,-12
5511120_centrala_trollbacken,2003,-1
5511120_centrala_trollbacken,2004,-17
5511120_centrala_trollbacken,2005,-20
5511120_centrala_trollbacken,2006,-15
5511120_centrala_trollbacken,2007,-7
5511120_centrala_trollbacken,2008,-6
5511120_centrala_trollbacken,2009,-3
5511120_centrala_trollbacken,2010,-1
5511120_centrala_trollbacken,2011,2
5511120_centrala_trollbacken,2012,-4
5511120_centrala_trollbacken,2013,5
5511120_centrala_trollbacken,2014,6
5511130_sodergarden,2000,19
5511130_sodergarden,2001,24
5511130_sodergarden,2002,23
5511130_sodergarden,2003,26
5511130_sodergarden,2004,29
5511130_sodergarden,2005,36
5511130_sodergarden,2006,36
5511130_sodergarden,2007,35
5511130_sodergarden,2008,31
5511130_sodergarden,2009,33
5511130_sodergarden,2010,36
5511130_sodergarden,2011,21
5511130_sodergarden,2012,34
5511130_sodergarden,2013,51
5511130_sodergarden,2014,61
5511140_skalsatra,2000,3
5511140_skalsatra,2001,3
5511140_skalsatra,2002,8
5511140_skalsatra,2003,0
5511140_skalsatra,2004,-2
5511140_skalsatra,2005,5
5511140_skalsatra,2006,8
5511140_skalsatra,2007,32
5511140_skalsatra,2008,23
5511140_skalsatra,2009,23
5511140_skalsatra,2010,28
5511140_skalsatra,2011,25
5511140_skalsatra,2012,17
5511140_skalsatra,2013,14
5511140_skalsatra,2014,3
5511150_norra_hanviken,2000,11
5511150_norra_hanviken,2001,10
5511150_norra_hanviken,2002,-1
5511150_norra_hanviken,2003,-7
5511150_norra_hanviken,2004,-3
5511150_norra_hanviken,2005,5
5511150_norra_hanviken,2006,20
5511150_norra_hanviken,2007,16
5511150_norra_hanviken,2008,15
5511150_norra_hanviken,2009,12
5511150_norra_hanviken,2010,20
5511150_norra_hanviken,2011,17
5511150_norra_hanviken,2012,30
5511150_norra_hanviken,2013,18
5511150_norra_hanviken,2014,22
5511160_sodra_hanviken,2000,7
5511160_sodra_hanviken,2001,16
5511160_sodra_hanviken,2002,13
5511160_sodra_hanviken,2003,13
5511160_sodra_hanviken,2004,7
5511160_sodra_hanviken,2005,9
5511160_sodra_hanviken,2006,18
5511160_sodra_hanviken,2007,26
5511160_sodra_hanviken,2008,29
5511160_sodra_hanviken,2009,30
5511160_sodra_hanviken,2010,27
5511160_sodra_hanviken,2011,17
5511160_sodra_hanviken,2012,15
5511160_sodra_hanviken,2013,13
5511160_sodra_hanviken,2014,23
5512010_norra_lindalen,2000,-6
5512010_norra_lindalen,2001,1
5512010_norra_lindalen,2002,3
5512010_norra_lindalen,2003,-10
5512010_norra_lindalen,2004,-7
5512010_norra_lindalen,2005,-7
5512010_norra_lindalen,2006,-6
5512010_norra_lindalen,2007,-10
5512010_norra_lindalen,2008,-6
5512010_norra_lindalen,2009,-6
5512010_norra_lindalen,2010,-15
5512010_norra_lindalen,2011,-9
5512010_norra_lindalen,2012,-15
5512010_norra_lindalen,2013,-1
5512010_norra_lindalen,2014,1
5513010_tyreso_centrum,2000,-1
5513010_tyreso_centrum,2001,7
5513010_tyreso_centrum,2002,8
5513010_tyreso_centrum,2003,7
5513010_tyreso_centrum,2004,7
5513010_tyreso_centrum,2005,12
5513010_tyreso_centrum,2006,10
5513010_tyreso_centrum,2007,10
5513010_tyreso_centrum,2008,8
5513010_tyreso_centrum,2009,13
5513010_tyreso_centrum,2010,5
5513010_tyreso_centrum,2011,7
5513010_tyreso_centrum,2012,15
5513010_tyreso_centrum,2013,17
5513010_tyreso_centrum,2014,19
5513020_simvagen,2000,9
5513020_simvagen,2001,19
5513020_simvagen,2002,21
5513020_simvagen,2003,19
5513020_simvagen,2004,16
5513020_simvagen,2005,13
5513020_simvagen,2006,15
5513020_simvagen,2007,20
5513020_simvagen,2008,23
5513020_simvagen,2009,21
5513020_simvagen,2010,22
5513020_simvagen,2011,20
5513020_simvagen,2012,16
5513020_simvagen,2013,17
5513020_simvagen,2014,13
5513110_granitvagen,2000,4
5513110_granitvagen,2001,6
5513110_granitvagen,2002,-11
5513110_granitvagen,2003,-13
5513110_granitvagen,2004,-19
5513110_granitvagen,2005,-31
5513110_granitvagen,2006,-45
5513110_granitvagen,2007,-42
5513110_granitvagen,2008,-52
5513110_granitvagen,2009,-57
5513110_granitvagen,2010,-70
5513110_granitvagen,2011,-68
5513110_granitvagen,2012,-67
5513110_granitvagen,2013,-60
5513110_granitvagen,2014,-62
5513120_pluggvagen,2000,5
5513120_pluggvagen,2001,11
5513120_pluggvagen,2002,9
5513120_pluggvagen,2003,-1
5513120_pluggvagen,2004,-2
5513120_pluggvagen,2005,-2
5513120_pluggvagen,2006,-11
5513120_pluggvagen,2007,-13
5513120_pluggvagen,2008,-7
5513120_pluggvagen,2009,-5
5513120_pluggvagen,2010,-10
5513120_pluggvagen,2011,-7
5513120_pluggvagen,2012,-12
5513120_pluggvagen,2013,-19
5513120_pluggvagen,2014,-20
5513140_mellanbergsvagen,2000,-7
5513140_mellanbergsvagen,2001,-10
5513140_mellanbergsvagen,2002,-31
5513140_mellanbergsvagen,2003,-40
5513140_mellanbergsvagen,2004,-62
5513140_mellanbergsvagen,2005,-71
5513140_mellanbergsvagen,2006,-97
5513140_mellanbergsvagen,2007,-101
5513140_mellanbergsvagen,2008,-136
5513140_mellanbergsvagen,2009,-146
5513140_mellanbergsvagen,2010,-153
5513140_mellanbergsvagen,2011,-152
5513140_mellanbergsvagen,2012,-153
5513140_mellanbergsvagen,2013,-161
5513140_mellanbergsvagen,2014,-168
5513150_granangsringen,2000,14
5513150_granangsringen,2001,9
5513150_granangsringen,2002,7
5513150_granangsringen,2003,-19
5513150_granangsringen,2004,-31
5513150_granangsringen,2005,-73
5513150_granangsringen,2006,-117
5513150_granangsringen,2007,-126
5513150_granangsringen,2008,-156
5513150_granangsringen,2009,-188
5513150_granangsringen,2010,-184
5513150_granangsringen,2011,-200
5513150_granangsringen,2012,-220
5513150_granangsringen,2013,-238
5513150_granangsringen,2014,-248
5513160_vastra_farmarstigen,2000,-9
5513160_vastra_farmarstigen,2001,-19
5513160_vastra_farmarstigen,2002,-24
5513160_vastra_farmarstigen,2003,8
5513160_vastra_farmarstigen,2004,3
5513160_vastra_farmarstigen,2005,0
5513160_vastra_farmarstigen,2006,-2
5513160_vastra_farmarstigen,2007,-3
5513160_vastra_farmarstigen,2008,-6
5513160_vastra_farmarstigen,2009,-16
5513160_vastra_farmarstigen,2010,-18
5513160_vastra_farmarstigen,2011,21
5513160_vastra_farmarstigen,2012,17
5513160_vastra_farmarstigen,2013,11
5513160_vastra_farmarstigen,2014,15
5513170_ostra_farmarstigen,2000,-10
5513170_ostra_farmarstigen,2001,-26
5513170_ostra_farmarstigen,2002,-21
5513170_ostra_farmarstigen,2003,-29
5513170_ostra_farmarstigen,2004,-44
5513170_ostra_farmarstigen,2005,-47
5513170_ostra_farmarstigen,2006,-48
5513170_ostra_farmarstigen,2007,-57
5513170_ostra_farmarstigen,2008,-61
5513170_ostra_farmarstigen,2009,-88
5513170_ostra_farmarstigen,2010,-101
5513170_ostra_farmarstigen,2011,-115
5513170_ostra_farmarstigen,2012,-115
5513170_ostra_farmarstigen,2013,-113
5513170_ostra_farmarstigen,2014,-125
5513210_ostra_bollmora,2000,-12
5513210_ostra_bollmora,2001,-18
5513210_ostra_bollmora,2002,-22
5513210_ostra_bollmora,2003,-25
5513210_ostra_bollmora,2004,-26
5513210_ostra_bollmora,2005,-28
5513210_ostra_bollmora,2006,-35
5513210_ostra_bollmora,2007,-15
5513210_ostra_bollmora,2008,-27
5513210_ostra_bollmora,2009,-40
5513210_ostra_bollmora,2010,-36
5513210_ostra_bollmora,2011,-34
5513210_ostra_bollmora,2012,-22
5513210_ostra_bollmora,2013,-24
5513210_ostra_bollmora,2014,26
5513220_bondevagen,2000,-1
5513220_bondevagen,2001,1
5513220_bondevagen,2002,-2
5513220_bondevagen,2003,-3
5513220_bondevagen,2004,3
5513220_bondevagen,2005,6
5513220_bondevagen,2006,5
5513220_bondevagen,2007,12
