basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_female
5320520_vidja,2000,0.10366
5320520_vidja,2001,0.09467
5320520_vidja,2002,0.10615
5320520_vidja,2003,0.14917
5320520_vidja,2004,0.15979
5320520_vidja,2005,0.16923
5320520_vidja,2006,0.18135
5320520_vidja,2007,0.20101
5320520_vidja,2008,0.225
5320520_vidja,2009,0.2449
5320520_vidja,2010,0.25837
5320520_vidja,2011,0.23267
5320520_vidja,2012,0.24747
5320520_vidja,2013,0.2268
5320520_vidja,2014,0.23116
5330110_varby_gard,2000,0.10131
5330110_varby_gard,2001,0.10856
5330110_varby_gard,2002,0.10834
5330110_varby_gard,2003,0.1138
5330110_varby_gard,2004,0.11065
5330110_varby_gard,2005,0.1149
5330110_varby_gard,2006,0.11472
5330110_varby_gard,2007,0.12456
5330110_varby_gard,2008,0.12159
5330110_varby_gard,2009,0.12413
5330110_varby_gard,2010,0.12518
5330110_varby_gard,2011,0.13665
5330110_varby_gard,2012,0.13833
5330110_varby_gard,2013,0.14516
5330110_varby_gard,2014,0.14693
5330200_masmo,2000,0.12082
5330200_masmo,2001,0.12427
5330200_masmo,2002,0.12857
5330200_masmo,2003,0.12876
5330200_masmo,2004,0.13709
5330200_masmo,2005,0.14203
5330200_masmo,2006,0.15782
5330200_masmo,2007,0.16568
5330200_masmo,2008,0.17714
5330200_masmo,2009,0.18811
5330200_masmo,2010,0.19862
5330200_masmo,2011,0.21031
5330200_masmo,2012,0.20624
5330200_masmo,2013,0.2213
5330200_masmo,2014,0.21148
5330331_smista_juringe,2000,0.18202
5330331_smista_juringe,2001,0.1929
5330331_smista_juringe,2002,0.18498
5330331_smista_juringe,2003,0.20086
5330331_smista_juringe,2004,0.20505
5330331_smista_juringe,2005,0.21508
5330331_smista_juringe,2006,0.23842
5330331_smista_juringe,2007,0.25095
5330331_smista_juringe,2008,0.24977
5330331_smista_juringe,2009,0.25833
5330331_smista_juringe,2010,0.2707
5330331_smista_juringe,2011,0.28109
5330331_smista_juringe,2012,0.29441
5330331_smista_juringe,2013,0.3056
5330331_smista_juringe,2014,0.31034
5330332_jakobslund,2000,0.21071
5330332_jakobslund,2001,0.21196
5330332_jakobslund,2002,0.22018
5330332_jakobslund,2003,0.21723
5330332_jakobslund,2004,0.22326
5330332_jakobslund,2005,0.23925
5330332_jakobslund,2006,0.26384
5330332_jakobslund,2007,0.26753
5330332_jakobslund,2008,0.28625
5330332_jakobslund,2009,0.29301
5330332_jakobslund,2010,0.29545
5330332_jakobslund,2011,0.30508
5330332_jakobslund,2012,0.32222
5330332_jakobslund,2013,0.33396
5330332_jakobslund,2014,0.34451
5330340_krakvik,2000,0.19868
5330340_krakvik,2001,0.21099
5330340_krakvik,2002,0.21692
5330340_krakvik,2003,0.21814
5330340_krakvik,2004,0.23454
5330340_krakvik,2005,0.25328
5330340_krakvik,2006,0.2587
5330340_krakvik,2007,0.26726
5330340_krakvik,2008,0.29241
5330340_krakvik,2009,0.31767
5330340_krakvik,2010,0.3459
5330340_krakvik,2011,0.35682
5330340_krakvik,2012,0.37671
5330340_krakvik,2013,0.39091
5330340_krakvik,2014,0.39556
5330410_utsalje,2000,0.20759
5330410_utsalje,2001,0.21279
5330410_utsalje,2002,0.22574
5330410_utsalje,2003,0.22013
5330410_utsalje,2004,0.23769
5330410_utsalje,2005,0.24841
5330410_utsalje,2006,0.2516
5330410_utsalje,2007,0.27312
5330410_utsalje,2008,0.27653
5330410_utsalje,2009,0.2843
5330410_utsalje,2010,0.29503
5330410_utsalje,2011,0.30543
5330410_utsalje,2012,0.32908
5330410_utsalje,2013,0.3341
5330410_utsalje,2014,0.33762
5330430_snattringe_gard,2000,0.22449
5330430_snattringe_gard,2001,0.21918
5330430_snattringe_gard,2002,0.25
5330430_snattringe_gard,2003,0.26667
5330430_snattringe_gard,2004,0.28667
5330430_snattringe_gard,2005,0.3
5330430_snattringe_gard,2006,0.31757
5330430_snattringe_gard,2007,0.33557
5330430_snattringe_gard,2008,0.36242
5330430_snattringe_gard,2009,0.38621
5330430_snattringe_gard,2010,0.38667
5330430_snattringe_gard,2011,0.43448
5330430_snattringe_gard,2012,0.46479
5330430_snattringe_gard,2013,0.48611
5330430_snattringe_gard,2014,0.52113
5340500_glomsta,2000,0.10895
5340500_glomsta,2001,0.12593
5340500_glomsta,2002,0.13732
5340500_glomsta,2003,0.16561
5340500_glomsta,2004,0.18466
5340500_glomsta,2005,0.21011
5340500_glomsta,2006,0.2134
5340500_glomsta,2007,0.23022
5340500_glomsta,2008,0.26977
5340500_glomsta,2009,0.28667
5340500_glomsta,2010,0.30213
5340500_glomsta,2011,0.29325
5340500_glomsta,2012,0.29175
5340500_glomsta,2013,0.29412
5340500_glomsta,2014,0.31919
5340630_kasta,2000,0.18182
5340630_kasta,2001,0.18462
5340630_kasta,2002,0.19173
5340630_kasta,2003,0.22794
5340630_kasta,2004,0.26165
5340630_kasta,2005,0.26027
5340630_kasta,2006,0.23588
5340630_kasta,2007,0.24679
5340630_kasta,2008,0.26582
5340630_kasta,2009,0.27619
5340630_kasta,2010,0.27778
5340630_kasta,2011,0.3065
5340630_kasta,2012,0.31366
5340630_kasta,2013,0.33019
5340630_kasta,2014,0.33846
5340640_grantorp,2000,0.15899
5340640_grantorp,2001,0.17145
5340640_grantorp,2002,0.17877
5340640_grantorp,2003,0.1777
5340640_grantorp,2004,0.18724
5340640_grantorp,2005,0.19757
5340640_grantorp,2006,0.18644
5340640_grantorp,2007,0.18531
5340640_grantorp,2008,0.19582
5340640_grantorp,2009,0.22139
5340640_grantorp,2010,0.23201
5340640_grantorp,2011,0.25014
5340640_grantorp,2012,0.25947
5340640_grantorp,2013,0.26082
5340640_grantorp,2014,0.26589
5340710_visattra,2000,0.17376
5340710_visattra,2001,0.17108
5340710_visattra,2002,0.17699
5340710_visattra,2003,0.17569
5340710_visattra,2004,0.17876
5340710_visattra,2005,0.19598
5340710_visattra,2006,0.19598
5340710_visattra,2007,0.21093
5340710_visattra,2008,0.2048
5340710_visattra,2009,0.20903
5340710_visattra,2010,0.23481
5340710_visattra,2011,0.2351
5340710_visattra,2012,0.24858
5340710_visattra,2013,0.25175
5340710_visattra,2014,0.25765
5110110_albyslatten,2000,0.09484
5110110_albyslatten,2001,0.09729
5110110_albyslatten,2002,0.10458
5110110_albyslatten,2003,0.103
5110110_albyslatten,2004,0.1034
5110110_albyslatten,2005,0.11945
5110110_albyslatten,2006,0.11886
5110110_albyslatten,2007,0.11833
5110110_albyslatten,2008,0.11871
5110110_albyslatten,2009,0.12797
5110110_albyslatten,2010,0.13192
5110110_albyslatten,2011,0.14295
5110110_albyslatten,2012,0.14698
5110110_albyslatten,2013,0.15026
5110110_albyslatten,2014,0.1519
5110120_albyberget,2000,0.12358
5110120_albyberget,2001,0.14477
5110120_albyberget,2002,0.13532
5110120_albyberget,2003,0.13579
5110120_albyberget,2004,0.13095
5110120_albyberget,2005,0.13785
5110120_albyberget,2006,0.15314
5110120_albyberget,2007,0.14107
5110120_albyberget,2008,0.15152
5110120_albyberget,2009,0.15553
5110120_albyberget,2010,0.13931
5110120_albyberget,2011,0.14896
5110120_albyberget,2012,0.1551
5110120_albyberget,2013,0.15932
5110120_albyberget,2014,0.15721
5110150_rotemannen,2000,0.10784
5110150_rotemannen,2001,0.09453
5110150_rotemannen,2002,0.10244
5110150_rotemannen,2003,0.11005
5110150_rotemannen,2004,0.10244
5110150_rotemannen,2005,0.14354
5110150_rotemannen,2006,0.10714
5110150_rotemannen,2007,0.14359
5110150_rotemannen,2008,0.15104
5110150_rotemannen,2009,0.14583
5110150_rotemannen,2010,0.1393
5110150_rotemannen,2011,0.15962
5110150_rotemannen,2012,0.16
5110150_rotemannen,2013,0.20628
5110150_rotemannen,2014,0.19369
5110160_alby_gard,2000,0.11555
5110160_alby_gard,2001,0.11894
5110160_alby_gard,2002,0.13227
5110160_alby_gard,2003,0.13373
5110160_alby_gard,2004,0.14435
5110160_alby_gard,2005,0.15559
5110160_alby_gard,2006,0.1459
5110160_alby_gard,2007,0.15895
5110160_alby_gard,2008,0.15806
5110160_alby_gard,2009,0.16375
5110160_alby_gard,2010,0.1552
5110160_alby_gard,2011,0.17101
5110160_alby_gard,2012,0.17311
5110160_alby_gard,2013,0.18197
5110160_alby_gard,2014,0.18451
5110240_aspberget,2000,0.12879
5110240_aspberget,2001,0.14634
5110240_aspberget,2002,0.15504
5110240_aspberget,2003,0.14729
5110240_aspberget,2004,0.14844
5110240_aspberget,2005,0.16031
5110240_aspberget,2006,0.15909
5110240_aspberget,2007,0.16154
5110240_aspberget,2008,0.16923
5110240_aspberget,2009,0.13333
5110240_aspberget,2010,0.15079
5110240_aspberget,2011,0.18254
5110240_aspberget,2012,0.20155
5110240_aspberget,2013,0.22034
5110240_aspberget,2014,0.23333
5110260_ostra_eriksberg,2000,0.09968
5110260_ostra_eriksberg,2001,0.10726
5110260_ostra_eriksberg,2002,0.11838
5110260_ostra_eriksberg,2003,0.11746
5110260_ostra_eriksberg,2004,0.10191
5110260_ostra_eriksberg,2005,0.10658
5110260_ostra_eriksberg,2006,0.1125
5110260_ostra_eriksberg,2007,0.12615
5110260_ostra_eriksberg,2008,0.1369
5110260_ostra_eriksberg,2009,0.14327
5110260_ostra_eriksberg,2010,0.16092
5110260_ostra_eriksberg,2011,0.15634
5110260_ostra_eriksberg,2012,0.15789
5110260_ostra_eriksberg,2013,0.16524
5110260_ostra_eriksberg,2014,0.16618
5110270_vastra_eriksberg,2000,0.1
5110270_vastra_eriksberg,2001,0.13453
5110270_vastra_eriksberg,2002,0.1435
5110270_vastra_eriksberg,2003,0.12676
5110270_vastra_eriksberg,2004,0.11737
5110270_vastra_eriksberg,2005,0.12719
5110270_vastra_eriksberg,2006,0.12217
5110270_vastra_eriksberg,2007,0.1381
5110270_vastra_eriksberg,2008,0.11111
5110270_vastra_eriksberg,2009,0.12329
5110270_vastra_eriksberg,2010,0.13734
5110270_vastra_eriksberg,2011,0.16895
5110270_vastra_eriksberg,2012,0.15596
5110270_vastra_eriksberg,2013,0.15238
5110270_vastra_eriksberg,2014,0.15929
5110280_tre_kallor,2000,0.08609
5110280_tre_kallor,2001,0.10127
5110280_tre_kallor,2002,0.10976
5110280_tre_kallor,2003,0.09677
5110280_tre_kallor,2004,0.09554
5110280_tre_kallor,2005,0.10256
5110280_tre_kallor,2006,0.1
5110280_tre_kallor,2007,0.12195
5110280_tre_kallor,2008,0.12195
5110280_tre_kallor,2009,0.16352
5110280_tre_kallor,2010,0.1716
5110280_tre_kallor,2011,0.17442
5110280_tre_kallor,2012,0.19643
5110280_tre_kallor,2013,0.19886
5110280_tre_kallor,2014,0.22162
5110290_sturehov,2000,0.19588
5110290_sturehov,2001,0.17822
5110290_sturehov,2002,0.16964
5110290_sturehov,2003,0.18584
5110290_sturehov,2004,0.17293
5110290_sturehov,2005,0.25641
5110290_sturehov,2006,0.25786
5110290_sturehov,2007,0.23649
5110290_sturehov,2008,0.22517
5110290_sturehov,2009,0.23741
5110290_sturehov,2010,0.27068
5110290_sturehov,2011,0.25735
5110290_sturehov,2012,0.26389
5110290_sturehov,2013,0.26429
5110290_sturehov,2014,0.27517
5110311_krogarvagen_vardshusvagen,2000,0.06395
5110311_krogarvagen_vardshusvagen,2001,0.05903
5110311_krogarvagen_vardshusvagen,2002,0.07215
5110311_krogarvagen_vardshusvagen,2003,0.06749
5110311_krogarvagen_vardshusvagen,2004,0.07254
5110311_krogarvagen_vardshusvagen,2005,0.07588
5110311_krogarvagen_vardshusvagen,2006,0.0787
5110311_krogarvagen_vardshusvagen,2007,0.0894
5110311_krogarvagen_vardshusvagen,2008,0.10206
5110311_krogarvagen_vardshusvagen,2009,0.09721
5110311_krogarvagen_vardshusvagen,2010,0.11259
5110311_krogarvagen_vardshusvagen,2011,0.11731
5110311_krogarvagen_vardshusvagen,2012,0.12
5110311_krogarvagen_vardshusvagen,2013,0.13283
5110311_krogarvagen_vardshusvagen,2014,0.1394
5110312_forvagen,2000,0.06349
5110312_forvagen,2001,0.07143
5110312_forvagen,2002,0.0785
5110312_forvagen,2003,0.06044
5110312_forvagen,2004,0.0772
5110312_forvagen,2005,0.07116
5110312_forvagen,2006,0.0726
5110312_forvagen,2007,0.08748
5110312_forvagen,2008,0.08775
5110312_forvagen,2009,0.08923
5110312_forvagen,2010,0.09683
5110312_forvagen,2011,0.10448
5110312_forvagen,2012,0.11285
5110312_forvagen,2013,0.11163
5110312_forvagen,2014,0.11563
5110320_fittja_gard,2000,0.09281
5110320_fittja_gard,2001,0.08978
5110320_fittja_gard,2002,0.08696
5110320_fittja_gard,2003,0.07643
5110320_fittja_gard,2004,0.08766
5110320_fittja_gard,2005,0.08202
5110320_fittja_gard,2006,0.08631
5110320_fittja_gard,2007,0.08857
5110320_fittja_gard,2008,0.09565
5110320_fittja_gard,2009,0.11111
5110320_fittja_gard,2010,0.11599
5110320_fittja_gard,2011,0.1195
5110320_fittja_gard,2012,0.11927
5110320_fittja_gard,2013,0.13031
5110320_fittja_gard,2014,0.13298
5110410_sodra_hallunda,2000,0.06072
5110410_sodra_hallunda,2001,0.07624
5110410_sodra_hallunda,2002,0.08383
5110410_sodra_hallunda,2003,0.08709
5110410_sodra_hallunda,2004,0.08103
5110410_sodra_hallunda,2005,0.0892
5110410_sodra_hallunda,2006,0.09806
5110410_sodra_hallunda,2007,0.10803
5110410_sodra_hallunda,2008,0.11486
5110410_sodra_hallunda,2009,0.12176
5110410_sodra_hallunda,2010,0.13771
5110410_sodra_hallunda,2011,0.14905
5110410_sodra_hallunda,2012,0.15876
5110410_sodra_hallunda,2013,0.15785
5110410_sodra_hallunda,2014,0.17176
5110420_slagsta,2000,0.12268
5110420_slagsta,2001,0.11533
5110420_slagsta,2002,0.12444
5110420_slagsta,2003,0.12977
5110420_slagsta,2004,0.14263
5110420_slagsta,2005,0.16098
5110420_slagsta,2006,0.15994
5110420_slagsta,2007,0.16969
5110420_slagsta,2008,0.17201
5110420_slagsta,2009,0.17778
5110420_slagsta,2010,0.18998
5110420_slagsta,2011,0.19316
5110420_slagsta,2012,0.19178
5110420_slagsta,2013,0.19967
5110420_slagsta,2014,0.2
5110430_brunna,2000,0.04098
5110430_brunna,2001,0.05042
5110430_brunna,2002,0.05394
5110430_brunna,2003,0.05042
5110430_brunna,2004,0.07113
5110430_brunna,2005,0.07851
5110430_brunna,2006,0.08085
5110430_brunna,2007,0.09375
5110430_brunna,2008,0.09545
5110430_brunna,2009,0.11312
5110430_brunna,2010,0.11163
5110430_brunna,2011,0.10698
5110430_brunna,2012,0.09859
5110430_brunna,2013,0.10048
5110430_brunna,2014,0.11165
5110450_sodra_norsborg,2000,0.06557
5110450_sodra_norsborg,2001,0.06662
5110450_sodra_norsborg,2002,0.06671
5110450_sodra_norsborg,2003,0.07785
5110450_sodra_norsborg,2004,0.07388
5110450_sodra_norsborg,2005,0.08606
5110450_sodra_norsborg,2006,0.08677
5110450_sodra_norsborg,2007,0.09756
5110450_sodra_norsborg,2008,0.10311
5110450_sodra_norsborg,2009,0.10042
5110450_sodra_norsborg,2010,0.10501
5110450_sodra_norsborg,2011,0.10675
5110450_sodra_norsborg,2012,0.11494
5110450_sodra_norsborg,2013,0.11787
5110450_sodra_norsborg,2014,0.11937
5110460_tornbergsfaltet,2000,0.10684
5110460_tornbergsfaltet,2001,0.103
5110460_tornbergsfaltet,2002,0.09322
5110460_tornbergsfaltet,2003,0.10246
5110460_tornbergsfaltet,2004,0.10684
5110460_tornbergsfaltet,2005,0.12931
5110460_tornbergsfaltet,2006,0.1086
5110460_tornbergsfaltet,2007,0.11842
5110460_tornbergsfaltet,2008,0.12946
5110460_tornbergsfaltet,2009,0.12609
5110460_tornbergsfaltet,2010,0.15315
5110460_tornbergsfaltet,2011,0.14097
5110460_tornbergsfaltet,2012,0.14655
5110460_tornbergsfaltet,2013,0.16863
5110460_tornbergsfaltet,2014,0.17736
5110480_nordostra_norsborg,2000,0.11194
5110480_nordostra_norsborg,2001,0.09848
5110480_nordostra_norsborg,2002,0.09489
5110480_nordostra_norsborg,2003,0.11278
5110480_nordostra_norsborg,2004,0.12121
5110480_nordostra_norsborg,2005,0.12782
5110480_nordostra_norsborg,2006,0.10078
5110480_nordostra_norsborg,2007,0.07576
5110480_nordostra_norsborg,2008,0.07874
5110480_nordostra_norsborg,2009,0.10317
5110480_nordostra_norsborg,2010,0.10687
5110480_nordostra_norsborg,2011,0.11765
5110480_nordostra_norsborg,2012,0.14925
5110480_nordostra_norsborg,2013,0.12687
5110480_nordostra_norsborg,2014,0.10145
5110490_nordvastra_norsborg,2000,0.11832
5110490_nordvastra_norsborg,2001,0.12406
5110490_nordvastra_norsborg,2002,0.12644
5110490_nordvastra_norsborg,2003,0.11673
5110490_nordvastra_norsborg,2004,0.13061
5110490_nordvastra_norsborg,2005,0.11489
5110490_nordvastra_norsborg,2006,0.11966
5110490_nordvastra_norsborg,2007,0.09692
5110490_nordvastra_norsborg,2008,0.09259
5110490_nordvastra_norsborg,2009,0.08416
5110490_nordvastra_norsborg,2010,0.1133
5110490_nordvastra_norsborg,2011,0.11881
5110490_nordvastra_norsborg,2012,0.1194
5110490_nordvastra_norsborg,2013,0.14286
5110490_nordvastra_norsborg,2014,0.13366
5120730_tumba_centrum,2000,0.10788
5120730_tumba_centrum,2001,0.112
5120730_tumba_centrum,2002,0.13359
5120730_tumba_centrum,2003,0.15058
5120730_tumba_centrum,2004,0.16544
5120730_tumba_centrum,2005,0.17986
5120730_tumba_centrum,2006,0.16604
5120730_tumba_centrum,2007,0.1417
5120730_tumba_centrum,2008,0.16863
5120730_tumba_centrum,2009,0.15351
5120730_tumba_centrum,2010,0.15612
5120730_tumba_centrum,2011,0.17373
5120730_tumba_centrum,2012,0.192
5120730_tumba_centrum,2013,0.20482
5120730_tumba_centrum,2014,0.22449
5120750_segersjo,2000,0.1457
5120750_segersjo,2001,0.18006
5120750_segersjo,2002,0.17105
5120750_segersjo,2003,0.1755
5120750_segersjo,2004,0.16612
5120750_segersjo,2005,0.16225
5120750_segersjo,2006,0.16933
5120750_segersjo,2007,0.14114
5120750_segersjo,2008,0.16092
5120750_segersjo,2009,0.15193
5120750_segersjo,2010,0.16022
5120750_segersjo,2011,0.17647
5120750_segersjo,2012,0.20334
5120750_segersjo,2013,0.18407
5120750_segersjo,2014,0.19792
5120780_tumba_villastad,2000,0.17754
5120780_tumba_villastad,2001,0.19279
5120780_tumba_villastad,2002,0.20709
5120780_tumba_villastad,2003,0.21822
5120780_tumba_villastad,2004,0.21974
5120780_tumba_villastad,2005,0.2342
5120780_tumba_villastad,2006,0.24906
5120780_tumba_villastad,2007,0.25783
5120780_tumba_villastad,2008,0.25974
5120780_tumba_villastad,2009,0.25326
5120780_tumba_villastad,2010,0.25472
5120780_tumba_villastad,2011,0.25551
5120780_tumba_villastad,2012,0.2686
5120780_tumba_villastad,2013,0.27549
5120780_tumba_villastad,2014,0.28154
5120790_skacklinge,2000,0.1118
5120790_skacklinge,2001,0.12618
5120790_skacklinge,2002,0.13273
5120790_skacklinge,2003,0.14054
5120790_skacklinge,2004,0.14715
5120790_skacklinge,2005,0.15867
5120790_skacklinge,2006,0.17614
5120790_skacklinge,2007,0.1874
5120790_skacklinge,2008,0.20133
5120790_skacklinge,2009,0.19778
5120790_skacklinge,2010,0.21008
5120790_skacklinge,2011,0.21675
5120790_skacklinge,2012,0.22078
5120790_skacklinge,2013,0.23203
5120790_skacklinge,2014,0.23892
5120810_storvreten,2000,0.10847
5120810_storvreten,2001,0.11405
5120810_storvreten,2002,0.11945
5120810_storvreten,2003,0.11308
5120810_storvreten,2004,0.11804
5120810_storvreten,2005,0.11985
5120810_storvreten,2006,0.12183
5120810_storvreten,2007,0.12787
5120810_storvreten,2008,0.13037
5120810_storvreten,2009,0.12141
5120810_storvreten,2010,0.12645
5120810_storvreten,2011,0.135
5120810_storvreten,2012,0.13402
5120810_storvreten,2013,0.12923
5120810_storvreten,2014,0.13298
5120820_blockvagen,2000,0.10909
5120820_blockvagen,2001,0.10169
5120820_blockvagen,2002,0.10526
5120820_blockvagen,2003,0.14286
5120820_blockvagen,2004,0.13462
5120820_blockvagen,2005,0.15686
5120820_blockvagen,2006,0.13208
5120820_blockvagen,2007,0.15094
5120820_blockvagen,2008,0.14
5120820_blockvagen,2009,0.16667
5120820_blockvagen,2010,0.14815
5120820_blockvagen,2011,0.15789
5120820_blockvagen,2012,0.14815
5120820_blockvagen,2013,0.15789
5120820_blockvagen,2014,0.18966
5120830_grytstigen,2000,0.10465
5120830_grytstigen,2001,0.11561
5120830_grytstigen,2002,0.12644
5120830_grytstigen,2003,0.12209
5120830_grytstigen,2004,0.13415
5120830_grytstigen,2005,0.16774
5120830_grytstigen,2006,0.16667
5120830_grytstigen,2007,0.20979
5120830_grytstigen,2008,0.19286
5120830_grytstigen,2009,0.21642
5120830_grytstigen,2010,0.2
5120830_grytstigen,2011,0.20492
5120830_grytstigen,2012,0.24324
5120830_grytstigen,2013,0.24762
5120830_grytstigen,2014,0.26214
5120840_vedstigen,2000,0.08
5120840_vedstigen,2001,0.06383
5120840_vedstigen,2002,0.0625
5120840_vedstigen,2003,0.08511
5120840_vedstigen,2004,0.12245
5120840_vedstigen,2005,0.08
5120840_vedstigen,2006,0.11538
5120840_vedstigen,2007,0.11765
5120840_vedstigen,2008,0.11111
5120840_vedstigen,2009,0.10638
5120840_vedstigen,2010,0.13333
5120840_vedstigen,2011,0.15556
5120840_vedstigen,2012,0.15556
5120840_vedstigen,2013,0.15556
5120840_vedstigen,2014,0.14286
5120910_tumba_bruk,2000,0.12523
5120910_tumba_bruk,2001,0.13284
5120910_tumba_bruk,2002,0.14232
5120910_tumba_bruk,2003,0.14203
5120910_tumba_bruk,2004,0.1434
5120910_tumba_bruk,2005,0.16262
5120910_tumba_bruk,2006,0.16888
5120910_tumba_bruk,2007,0.18147
5120910_tumba_bruk,2008,0.18635
5120910_tumba_bruk,2009,0.18889
5120910_tumba_bruk,2010,0.19202
5120910_tumba_bruk,2011,0.20157
5120910_tumba_bruk,2012,0.21807
5120910_tumba_bruk,2013,0.21731
5120910_tumba_bruk,2014,0.22727
5120920_tumba_glesbygd,2000,0.14583
5120920_tumba_glesbygd,2001,0.16
5120920_tumba_glesbygd,2002,0.16
5120920_tumba_glesbygd,2003,0.17857
5120920_tumba_glesbygd,2004,0.23333
5120920_tumba_glesbygd,2005,0.22414
5120920_tumba_glesbygd,2006,0.24675
5120920_tumba_glesbygd,2007,0.27273
5120920_tumba_glesbygd,2008,0.23585
5120920_tumba_glesbygd,2009,0.23478
5120920_tumba_glesbygd,2010,0.24771
5120920_tumba_glesbygd,2011,0.27273
5120920_tumba_glesbygd,2012,0.26271
5120920_tumba_glesbygd,2013,0.26724
5120920_tumba_glesbygd,2014,0.25191
5120930_kommunalhuset,2000,0.13901
5120930_kommunalhuset,2001,0.14634
5120930_kommunalhuset,2002,0.17619
5120930_kommunalhuset,2003,0.19903
5120930_kommunalhuset,2004,0.23111
5120930_kommunalhuset,2005,0.2406
5120930_kommunalhuset,2006,0.25
5120930_kommunalhuset,2007,0.27714
5120930_kommunalhuset,2008,0.29155
5120930_kommunalhuset,2009,0.29134
5120930_kommunalhuset,2010,0.28866
5120930_kommunalhuset,2011,0.27649
5120930_kommunalhuset,2012,0.2803
5120930_kommunalhuset,2013,0.26585
5120930_kommunalhuset,2014,0.25747
5120940_tuna,2000,0.08842
5120940_tuna,2001,0.09574
5120940_tuna,2002,0.09278
5120940_tuna,2003,0.12373
5120940_tuna,2004,0.128
5120940_tuna,2005,0.13292
5120940_tuna,2006,0.12446
5120940_tuna,2007,0.13853
5120940_tuna,2008,0.15418
5120940_tuna,2009,0.15203
5120940_tuna,2010,0.14737
5120940_tuna,2011,0.12924
5120940_tuna,2012,0.13939
5120940_tuna,2013,0.16238
5120940_tuna,2014,0.16537
5120950_nackdala,2000,0.23333
5120950_nackdala,2001,0.23649
5120950_nackdala,2002,0.23741
5120950_nackdala,2003,0.18605
5120950_nackdala,2004,0.19259
5120950_nackdala,2005,0.19858
5120950_nackdala,2006,0.19259
5120950_nackdala,2007,0.1958
5120950_nackdala,2008,0.25
5120950_nackdala,2009,0.23944
5120950_nackdala,2010,0.27273
5120950_nackdala,2011,0.26946
5120950_nackdala,2012,0.27273
5120950_nackdala,2013,0.27168
5120950_nackdala,2014,0.27586
5120970_loviseberg,2000,0.13636
5120970_loviseberg,2001,0.10145
5120970_loviseberg,2002,0.10769
5120970_loviseberg,2003,0.1129
5120970_loviseberg,2004,0.18462
5120970_loviseberg,2005,0.24286
5120970_loviseberg,2006,0.22857
5120970_loviseberg,2007,0.25676
5120970_loviseberg,2008,0.29333
5120970_loviseberg,2009,0.3
5120970_loviseberg,2010,0.33333
5120970_loviseberg,2011,0.34409
5120970_loviseberg,2012,0.32
5120970_loviseberg,2013,0.32653
5120970_loviseberg,2014,0.34314
5130810_uttran,2000,0.23245
5130810_uttran,2001,0.23529
5130810_uttran,2002,0.24757
5130810_uttran,2003,0.25193
5130810_uttran,2004,0.27559
5130810_uttran,2005,0.2804
5130810_uttran,2006,0.29177
5130810_uttran,2007,0.31017
5130810_uttran,2008,0.31234
5130810_uttran,2009,0.32828
5130810_uttran,2010,0.32987
5130810_uttran,2011,0.33846
5130810_uttran,2012,0.32836
5130810_uttran,2013,0.34615
5130810_uttran,2014,0.33075
5130820_varsta,2000,0.12019
5130820_varsta,2001,0.11277
5130820_varsta,2002,0.12417
5130820_varsta,2003,0.12954
5130820_varsta,2004,0.13679
5130820_varsta,2005,0.1504
5130820_varsta,2006,0.15457
5130820_varsta,2007,0.15956
5130820_varsta,2008,0.16063
5130820_varsta,2009,0.16506
5130820_varsta,2010,0.17552
5130820_varsta,2011,0.16825
5130820_varsta,2012,0.17378
5130820_varsta,2013,0.18094
5130820_varsta,2014,0.19614
5130830_grodinge_glesbygd,2000,0.14894
5130830_grodinge_glesbygd,2001,0.16173
5130830_grodinge_glesbygd,2002,0.16331
5130830_grodinge_glesbygd,2003,0.16314
5130830_grodinge_glesbygd,2004,0.17012
5130830_grodinge_glesbygd,2005,0.17339
5130830_grodinge_glesbygd,2006,0.1802
5130830_grodinge_glesbygd,2007,0.1984
5130830_grodinge_glesbygd,2008,0.20792
5130830_grodinge_glesbygd,2009,0.20482
5130830_grodinge_glesbygd,2010,0.20758
5130830_grodinge_glesbygd,2011,0.21971
5130830_grodinge_glesbygd,2012,0.20656
5130830_grodinge_glesbygd,2013,0.20777
5130830_grodinge_glesbygd,2014,0.21815
5140110_tullinge_villastad,2000,0.15986
5140110_tullinge_villastad,2001,0.18182
5140110_tullinge_villastad,2002,0.22931
5140110_tullinge_villastad,2003,0.25208
5140110_tullinge_villastad,2004,0.28101
5140110_tullinge_villastad,2005,0.28807
5140110_tullinge_villastad,2006,0.31749
5140110_tullinge_villastad,2007,0.33607
5140110_tullinge_villastad,2008,0.34264
5140110_tullinge_villastad,2009,0.35503
5140110_tullinge_villastad,2010,0.37261
5140110_tullinge_villastad,2011,0.40643
5140110_tullinge_villastad,2012,0.42017
5140110_tullinge_villastad,2013,0.43014
5140110_tullinge_villastad,2014,0.45033
5140620_tullingeberg,2000,0.18817
5140620_tullingeberg,2001,0.21372
5140620_tullingeberg,2002,0.20375
5140620_tullingeberg,2003,0.2038
5140620_tullingeberg,2004,0.22678
5140620_tullingeberg,2005,0.24251
5140620_tullingeberg,2006,0.24576
5140620_tullingeberg,2007,0.24157
5140620_tullingeberg,2008,0.27119
5140620_tullingeberg,2009,0.26786
5140620_tullingeberg,2010,0.28024
5140620_tullingeberg,2011,0.28609
5140620_tullingeberg,2012,0.27136
