basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_female
6383000_ytterjarna_forsamling,2004,0.25391
6383000_ytterjarna_forsamling,2005,0.27984
6383000_ytterjarna_forsamling,2006,0.28033
6383000_ytterjarna_forsamling,2007,0.26809
6383000_ytterjarna_forsamling,2008,0.28517
6383000_ytterjarna_forsamling,2009,0.2901
6383000_ytterjarna_forsamling,2010,0.30345
6383000_ytterjarna_forsamling,2011,0.34983
6383000_ytterjarna_forsamling,2012,0.36735
6383000_ytterjarna_forsamling,2013,0.37716
6383000_ytterjarna_forsamling,2014,0.36949
6391100_holo,2000,0.09294
6391100_holo,2001,0.10219
6391100_holo,2002,0.10584
6391100_holo,2003,0.11273
6391100_holo,2004,0.11191
6391100_holo,2005,0.10662
6391100_holo,2006,0.10448
6391100_holo,2007,0.10909
6391100_holo,2008,0.1162
6391100_holo,2009,0.15827
6391100_holo,2010,0.17871
6391100_holo,2011,0.19231
6391100_holo,2012,0.196
6391100_holo,2013,0.21074
6391100_holo,2014,0.22222
6391500_holo_glesbygd,2000,0.13682
6391500_holo_glesbygd,2001,0.14778
6391500_holo_glesbygd,2002,0.15625
6391500_holo_glesbygd,2003,0.18223
6391500_holo_glesbygd,2004,0.18534
6391500_holo_glesbygd,2005,0.20661
6391500_holo_glesbygd,2006,0.22245
6391500_holo_glesbygd,2007,0.234
6391500_holo_glesbygd,2008,0.23846
6391500_holo_glesbygd,2009,0.23225
6391500_holo_glesbygd,2010,0.24568
6391500_holo_glesbygd,2011,0.25097
6391500_holo_glesbygd,2012,0.25564
6391500_holo_glesbygd,2013,0.25187
6391500_holo_glesbygd,2014,0.24908
6392000_morko_forsamling,2000,0.16541
6392000_morko_forsamling,2001,0.17829
6392000_morko_forsamling,2002,0.17518
6392000_morko_forsamling,2003,0.19565
6392000_morko_forsamling,2004,0.22059
6392000_morko_forsamling,2005,0.2197
6392000_morko_forsamling,2006,0.24265
6392000_morko_forsamling,2007,0.2449
6392000_morko_forsamling,2008,0.26573
6392000_morko_forsamling,2009,0.26531
6392000_morko_forsamling,2010,0.25926
6392000_morko_forsamling,2011,0.22901
6392000_morko_forsamling,2012,0.256
6392000_morko_forsamling,2013,0.30597
6392000_morko_forsamling,2014,0.3125
5411010_henriksdal,2000,0.16736
5411010_henriksdal,2001,0.19085
5411010_henriksdal,2002,0.19406
5411010_henriksdal,2003,0.19639
5411010_henriksdal,2004,0.19507
5411010_henriksdal,2005,0.20325
5411010_henriksdal,2006,0.21181
5411010_henriksdal,2007,0.21457
5411010_henriksdal,2008,0.21633
5411010_henriksdal,2009,0.21443
5411010_henriksdal,2010,0.23154
5411010_henriksdal,2011,0.28364
5411010_henriksdal,2012,0.26261
5411010_henriksdal,2013,0.28145
5411010_henriksdal,2014,0.30736
5411020_finnberget,2000,0.20325
5411020_finnberget,2001,0.2541
5411020_finnberget,2002,0.21774
5411020_finnberget,2003,0.18182
5411020_finnberget,2004,0.28205
5411020_finnberget,2005,0.31429
5411020_finnberget,2006,0.32778
5411020_finnberget,2007,0.34737
5411020_finnberget,2008,0.37433
5411020_finnberget,2009,0.38798
5411020_finnberget,2010,0.39683
5411020_finnberget,2011,0.39037
5411020_finnberget,2012,0.41477
5411020_finnberget,2013,0.41011
5411020_finnberget,2014,0.39153
5411030_kvarnholmen,2000,0.14286
5411030_kvarnholmen,2001,0.11765
5411030_kvarnholmen,2002,0.11321
5411030_kvarnholmen,2003,0.1087
5411030_kvarnholmen,2004,0.21277
5411030_kvarnholmen,2005,0.2963
5411030_kvarnholmen,2006,0.30357
5411030_kvarnholmen,2007,0.31373
5411030_kvarnholmen,2008,0.29091
5411030_kvarnholmen,2009,0.30159
5411030_kvarnholmen,2010,0.30986
5411030_kvarnholmen,2011,0.30882
5411030_kvarnholmen,2012,0.40952
5411030_kvarnholmen,2013,0.41791
5411030_kvarnholmen,2014,0.41727
5411040_danviken,2000,0.424
5411040_danviken,2001,0.44444
5411040_danviken,2002,0.42342
5411040_danviken,2003,0.43933
5411040_danviken,2004,0.43425
5411040_danviken,2005,0.4578
5411040_danviken,2006,0.46555
5411040_danviken,2007,0.47446
5411040_danviken,2008,0.49472
5411040_danviken,2009,0.49402
5411040_danviken,2010,0.509
5411040_danviken,2011,0.50192
5411040_danviken,2012,0.51515
5411040_danviken,2013,0.51223
5411040_danviken,2014,0.5
5411100_alphyddan,2000,0.27479
5411100_alphyddan,2001,0.28814
5411100_alphyddan,2002,0.31638
5411100_alphyddan,2003,0.34561
5411100_alphyddan,2004,0.34582
5411100_alphyddan,2005,0.34294
5411100_alphyddan,2006,0.32743
5411100_alphyddan,2007,0.33828
5411100_alphyddan,2008,0.35207
5411100_alphyddan,2009,0.37237
5411100_alphyddan,2010,0.34969
5411100_alphyddan,2011,0.36145
5411100_alphyddan,2012,0.37037
5411100_alphyddan,2013,0.35625
5411100_alphyddan,2014,0.37658
5411110_finntorp,2000,0.30703
5411110_finntorp,2001,0.31313
5411110_finntorp,2002,0.32836
5411110_finntorp,2003,0.34416
5411110_finntorp,2004,0.36305
5411110_finntorp,2005,0.36884
5411110_finntorp,2006,0.40426
5411110_finntorp,2007,0.41807
5411110_finntorp,2008,0.39347
5411110_finntorp,2009,0.41104
5411110_finntorp,2010,0.43084
5411110_finntorp,2011,0.45072
5411110_finntorp,2012,0.45977
5411110_finntorp,2013,0.45214
5411110_finntorp,2014,0.44641
5411130_ekudden,2000,0.23047
5411130_ekudden,2001,0.25301
5411130_ekudden,2002,0.2616
5411130_ekudden,2003,0.25833
5411130_ekudden,2004,0.27711
5411130_ekudden,2005,0.27572
5411130_ekudden,2006,0.33603
5411130_ekudden,2007,0.33061
5411130_ekudden,2008,0.33058
5411130_ekudden,2009,0.324
5411130_ekudden,2010,0.34363
5411130_ekudden,2011,0.37719
5411130_ekudden,2012,0.40341
5411130_ekudden,2013,0.43697
5411130_ekudden,2014,0.44068
5411140_jarla_industriomr,2000,0
5411140_jarla_industriomr,2001,0.30769
5411140_jarla_industriomr,2002,0.45181
5411140_jarla_industriomr,2003,0.47716
5411140_jarla_industriomr,2004,0.5053
5411140_jarla_industriomr,2005,0.48459
5411140_jarla_industriomr,2006,0.4589
5411140_jarla_industriomr,2007,0.50499
5411140_jarla_industriomr,2008,0.52362
5411140_jarla_industriomr,2009,0.54158
5411140_jarla_industriomr,2010,0.54614
5411140_jarla_industriomr,2011,0.56286
5411140_jarla_industriomr,2012,0.56979
5411140_jarla_industriomr,2013,0.55806
5411140_jarla_industriomr,2014,0.56306
5411200_sickla_industriomr,2000,0.57143
5411200_sickla_industriomr,2001,0.46154
5411200_sickla_industriomr,2002,0.53012
5411200_sickla_industriomr,2003,0.5034
5411200_sickla_industriomr,2004,0.50917
5411200_sickla_industriomr,2005,0.50752
5411200_sickla_industriomr,2006,0.51685
5411200_sickla_industriomr,2007,0.52765
5411200_sickla_industriomr,2008,0.5395
5411200_sickla_industriomr,2009,0.55227
5411200_sickla_industriomr,2010,0.54279
5411200_sickla_industriomr,2011,0.56381
5411200_sickla_industriomr,2012,0.54884
5411200_sickla_industriomr,2013,0.56471
5411200_sickla_industriomr,2014,0.54839
5411210_tallbacken,2000,0.28116
5411210_tallbacken,2001,0.30473
5411210_tallbacken,2002,0.32471
5411210_tallbacken,2003,0.32571
5411210_tallbacken,2004,0.3267
5411210_tallbacken,2005,0.32571
5411210_tallbacken,2006,0.32961
5411210_tallbacken,2007,0.37883
5411210_tallbacken,2008,0.39276
5411210_tallbacken,2009,0.42138
5411210_tallbacken,2010,0.42589
5411210_tallbacken,2011,0.41494
5411210_tallbacken,2012,0.41988
5411210_tallbacken,2013,0.442
5411210_tallbacken,2014,0.45639
5411220_nysatra,2000,0.4486
5411220_nysatra,2001,0.48624
5411220_nysatra,2002,0.47414
5411220_nysatra,2003,0.49558
5411220_nysatra,2004,0.52941
5411220_nysatra,2005,0.57983
5411220_nysatra,2006,0.59504
5411220_nysatra,2007,0.59167
5411220_nysatra,2008,0.62712
5411220_nysatra,2009,0.616
5411220_nysatra,2010,0.64228
5411220_nysatra,2011,0.63333
5411220_nysatra,2012,0.61475
5411220_nysatra,2013,0.62931
5411220_nysatra,2014,0.59459
5411320_jarlaberg,2000,0.2788
5411320_jarlaberg,2001,0.28671
5411320_jarlaberg,2002,0.28166
5411320_jarlaberg,2003,0.28963
5411320_jarlaberg,2004,0.28795
5411320_jarlaberg,2005,0.29291
5411320_jarlaberg,2006,0.2991
5411320_jarlaberg,2007,0.29405
5411320_jarlaberg,2008,0.31075
5411320_jarlaberg,2009,0.32262
5411320_jarlaberg,2010,0.32783
5411320_jarlaberg,2011,0.35103
5411320_jarlaberg,2012,0.35654
5411320_jarlaberg,2013,0.38095
5411320_jarlaberg,2014,0.3663
5411330_vikdalen,2000,0.38095
5411330_vikdalen,2001,0.37097
5411330_vikdalen,2002,0.40351
5411330_vikdalen,2003,0.41538
5411330_vikdalen,2004,0.46154
5411330_vikdalen,2005,0.52308
5411330_vikdalen,2006,0.52113
5411330_vikdalen,2007,0.51389
5411330_vikdalen,2008,0.50725
5411330_vikdalen,2009,0.52778
5411330_vikdalen,2010,0.52857
5411330_vikdalen,2011,0.51389
5411330_vikdalen,2012,0.5
5411330_vikdalen,2013,0.51351
5411330_vikdalen,2014,0.53425
5411340_nacka_strand,2000,0.31016
5411340_nacka_strand,2001,0.29744
5411340_nacka_strand,2002,0.3089
5411340_nacka_strand,2003,0.31319
5411340_nacka_strand,2004,0.34409
5411340_nacka_strand,2005,0.37097
5411340_nacka_strand,2006,0.35204
5411340_nacka_strand,2007,0.3866
5411340_nacka_strand,2008,0.40212
5411340_nacka_strand,2009,0.3883
5411340_nacka_strand,2010,0.43386
5411340_nacka_strand,2011,0.44149
5411340_nacka_strand,2012,0.41379
5411340_nacka_strand,2013,0.40491
5411340_nacka_strand,2014,0.42331
5411410_nacka_centrum,2000,0.19697
5411410_nacka_centrum,2001,0.20455
5411410_nacka_centrum,2002,0.21266
5411410_nacka_centrum,2003,0.23308
5411410_nacka_centrum,2004,0.21671
5411410_nacka_centrum,2005,0.232
5411410_nacka_centrum,2006,0.23037
5411410_nacka_centrum,2007,0.24084
5411410_nacka_centrum,2008,0.26895
5411410_nacka_centrum,2009,0.2935
5411410_nacka_centrum,2010,0.28704
5411410_nacka_centrum,2011,0.30965
5411410_nacka_centrum,2012,0.31752
5411410_nacka_centrum,2013,0.30952
5411410_nacka_centrum,2014,0.35663
5411500_storangen,2000,0.38814
5411500_storangen,2001,0.40659
5411500_storangen,2002,0.42246
5411500_storangen,2003,0.4282
5411500_storangen,2004,0.42063
5411500_storangen,2005,0.45663
5411500_storangen,2006,0.48825
5411500_storangen,2007,0.47044
5411500_storangen,2008,0.48267
5411500_storangen,2009,0.50732
5411500_storangen,2010,0.51579
5411500_storangen,2011,0.52972
5411500_storangen,2012,0.54301
5411500_storangen,2013,0.55616
5411500_storangen,2014,0.54416
5411600_duvnas_utskog,2000,0.33451
5411600_duvnas_utskog,2001,0.33808
5411600_duvnas_utskog,2002,0.3452
5411600_duvnas_utskog,2003,0.33696
5411600_duvnas_utskog,2004,0.33333
5411600_duvnas_utskog,2005,0.36296
5411600_duvnas_utskog,2006,0.37729
5411600_duvnas_utskog,2007,0.37956
5411600_duvnas_utskog,2008,0.39855
5411600_duvnas_utskog,2009,0.40433
5411600_duvnas_utskog,2010,0.41912
5411600_duvnas_utskog,2011,0.43793
5411600_duvnas_utskog,2012,0.46102
5411600_duvnas_utskog,2013,0.47635
5411600_duvnas_utskog,2014,0.47811
5411610_skuru,2000,0.38723
5411610_skuru,2001,0.38936
5411610_skuru,2002,0.4
5411610_skuru,2003,0.40632
5411610_skuru,2004,0.4135
5411610_skuru,2005,0.42029
5411610_skuru,2006,0.41889
5411610_skuru,2007,0.43064
5411610_skuru,2008,0.44681
5411610_skuru,2009,0.44465
5411610_skuru,2010,0.4635
5411610_skuru,2011,0.46084
5411610_skuru,2012,0.46403
5411610_skuru,2013,0.47455
5411610_skuru,2014,0.49548
5411700_skogalund,2000,0.26485
5411700_skogalund,2001,0.27901
5411700_skogalund,2002,0.29238
5411700_skogalund,2003,0.28744
5411700_skogalund,2004,0.31017
5411700_skogalund,2005,0.31863
5411700_skogalund,2006,0.31707
5411700_skogalund,2007,0.32346
5411700_skogalund,2008,0.32099
5411700_skogalund,2009,0.3284
5411700_skogalund,2010,0.3375
5411700_skogalund,2011,0.36272
5411700_skogalund,2012,0.36658
5411700_skogalund,2013,0.3599
5411700_skogalund,2014,0.36434
5411710_vastra_ektorp,2000,0.18774
5411710_vastra_ektorp,2001,0.23162
5411710_vastra_ektorp,2002,0.26119
5411710_vastra_ektorp,2003,0.25581
5411710_vastra_ektorp,2004,0.26866
5411710_vastra_ektorp,2005,0.29084
5411710_vastra_ektorp,2006,0.275
5411710_vastra_ektorp,2007,0.24797
5411710_vastra_ektorp,2008,0.2636
5411710_vastra_ektorp,2009,0.30651
5411710_vastra_ektorp,2010,0.32841
5411710_vastra_ektorp,2011,0.33453
5411710_vastra_ektorp,2012,0.31086
5411710_vastra_ektorp,2013,0.32423
5411710_vastra_ektorp,2014,0.35889
5411720_ostra_ektorp,2000,0.24514
5411720_ostra_ektorp,2001,0.25292
5411720_ostra_ektorp,2002,0.24324
5411720_ostra_ektorp,2003,0.24603
5411720_ostra_ektorp,2004,0.23346
5411720_ostra_ektorp,2005,0.24125
5411720_ostra_ektorp,2006,0.23256
5411720_ostra_ektorp,2007,0.26613
5411720_ostra_ektorp,2008,0.28571
5411720_ostra_ektorp,2009,0.30864
5411720_ostra_ektorp,2010,0.30952
5411720_ostra_ektorp,2011,0.31518
5411720_ostra_ektorp,2012,0.32946
5411720_ostra_ektorp,2013,0.32234
5411720_ostra_ektorp,2014,0.33808
5411740_saltangen,2000,0.33333
5411740_saltangen,2001,0.34821
5411740_saltangen,2002,0.37176
5411740_saltangen,2003,0.37647
5411740_saltangen,2004,0.40113
5411740_saltangen,2005,0.39205
5411740_saltangen,2006,0.39031
5411740_saltangen,2007,0.3733
5411740_saltangen,2008,0.41143
5411740_saltangen,2009,0.3913
5411740_saltangen,2010,0.41799
5411740_saltangen,2011,0.41463
5411740_saltangen,2012,0.42091
5411740_saltangen,2013,0.43333
5411740_saltangen,2014,0.4522
5411800_duvnas,2000,0.46039
5411800_duvnas,2001,0.46235
5411800_duvnas,2002,0.47605
5411800_duvnas,2003,0.48503
5411800_duvnas,2004,0.49153
5411800_duvnas,2005,0.50832
5411800_duvnas,2006,0.52769
5411800_duvnas,2007,0.53343
5411800_duvnas,2008,0.53692
5411800_duvnas,2009,0.55625
5411800_duvnas,2010,0.56402
5411800_duvnas,2011,0.5719
5411800_duvnas,2012,0.58766
5411800_duvnas,2013,0.60225
5411800_duvnas,2014,0.61746
5411900_hasthagen,2000,0.29204
5411900_hasthagen,2001,0.31532
5411900_hasthagen,2002,0.33333
5411900_hasthagen,2003,0.37383
5411900_hasthagen,2004,0.38938
5411900_hasthagen,2005,0.3913
5411900_hasthagen,2006,0.39316
5411900_hasthagen,2007,0.4188
5411900_hasthagen,2008,0.47368
5411900_hasthagen,2009,0.47458
5411900_hasthagen,2010,0.48276
5411900_hasthagen,2011,0.48649
5411900_hasthagen,2012,0.49123
5411900_hasthagen,2013,0.53097
5411900_hasthagen,2014,0.55652
5413001_fisksatra_sm,2000,0.28761
5413001_fisksatra_sm,2001,0.28825
5413001_fisksatra_sm,2002,0.29062
5413001_fisksatra_sm,2003,0.28537
5413001_fisksatra_sm,2004,0.28979
5413001_fisksatra_sm,2005,0.29782
5413001_fisksatra_sm,2006,0.2963
5413001_fisksatra_sm,2007,0.29949
5413001_fisksatra_sm,2008,0.30905
5413001_fisksatra_sm,2009,0.30366
5413001_fisksatra_sm,2010,0.30748
5413001_fisksatra_sm,2011,0.30508
5413001_fisksatra_sm,2012,0.33521
5413001_fisksatra_sm,2013,0.34524
5413001_fisksatra_sm,2014,0.36392
5413002_fisksatra_fh,2000,0.17309
5413002_fisksatra_fh,2001,0.17692
5413002_fisksatra_fh,2002,0.17755
5413002_fisksatra_fh,2003,0.1773
5413002_fisksatra_fh,2004,0.18008
5413002_fisksatra_fh,2005,0.17934
5413002_fisksatra_fh,2006,0.19014
5413002_fisksatra_fh,2007,0.20178
5413002_fisksatra_fh,2008,0.20353
5413002_fisksatra_fh,2009,0.19886
5413002_fisksatra_fh,2010,0.21072
5413002_fisksatra_fh,2011,0.21294
5413002_fisksatra_fh,2012,0.22197
5413002_fisksatra_fh,2013,0.21957
5413002_fisksatra_fh,2014,0.22136
5414001_erstavik,2000,0.13793
5414001_erstavik,2001,0.22581
5414001_erstavik,2002,0.30556
5414001_erstavik,2003,0.2973
5414001_erstavik,2004,0.35135
5414001_erstavik,2005,0.41026
5414001_erstavik,2006,0.375
5414001_erstavik,2007,0.475
5414001_erstavik,2008,0.48718
5414001_erstavik,2009,0.47619
5414001_erstavik,2010,0.40909
5414001_erstavik,2011,0.4186
5414001_erstavik,2012,0.43902
5414001_erstavik,2013,0.41026
5414001_erstavik,2014,0.4
5414100_kolarangen,2000,0.25678
5414100_kolarangen,2001,0.26594
5414100_kolarangen,2002,0.26993
5414100_kolarangen,2003,0.27491
5414100_kolarangen,2004,0.28651
5414100_kolarangen,2005,0.30939
5414100_kolarangen,2006,0.33706
5414100_kolarangen,2007,0.36704
5414100_kolarangen,2008,0.3893
5414100_kolarangen,2009,0.40631
5414100_kolarangen,2010,0.41682
5414100_kolarangen,2011,0.43396
5414100_kolarangen,2012,0.44213
5414100_kolarangen,2013,0.46004
5414100_kolarangen,2014,0.46228
5414200_alta_gard,2000,0.23784
5414200_alta_gard,2001,0.24947
5414200_alta_gard,2002,0.25427
5414200_alta_gard,2003,0.26214
5414200_alta_gard,2004,0.28649
5414200_alta_gard,2005,0.31398
5414200_alta_gard,2006,0.32611
5414200_alta_gard,2007,0.34452
5414200_alta_gard,2008,0.34673
5414200_alta_gard,2009,0.37644
5414200_alta_gard,2010,0.38676
5414200_alta_gard,2011,0.40024
5414200_alta_gard,2012,0.4067
5414200_alta_gard,2013,0.42533
5414200_alta_gard,2014,0.43149
5414300_stenso,2000,0.12417
5414300_stenso,2001,0.12996
5414300_stenso,2002,0.13866
5414300_stenso,2003,0.14702
5414300_stenso,2004,0.15395
5414300_stenso,2005,0.16784
5414300_stenso,2006,0.17
5414300_stenso,2007,0.16348
5414300_stenso,2008,0.16992
5414300_stenso,2009,0.18324
5414300_stenso,2010,0.19825
5414300_stenso,2011,0.23077
5414300_stenso,2012,0.24901
5414300_stenso,2013,0.26478
5414300_stenso,2014,0.2689
5414310_hedvigslund,2000,0.14785
5414310_hedvigslund,2001,0.168
5414310_hedvigslund,2002,0.1856
5414310_hedvigslund,2003,0.19452
5414310_hedvigslund,2004,0.21096
5414310_hedvigslund,2005,0.23433
5414310_hedvigslund,2006,0.2746
5414310_hedvigslund,2007,0.28541
5414310_hedvigslund,2008,0.30819
5414310_hedvigslund,2009,0.32568
5414310_hedvigslund,2010,0.36226
5414310_hedvigslund,2011,0.36898
5414310_hedvigslund,2012,0.39655
5414310_hedvigslund,2013,0.4129
5414310_hedvigslund,2014,0.45455
5423100_igelboda,2000,0.38731
5423100_igelboda,2001,0.39683
5423100_igelboda,2002,0.4
5423100_igelboda,2003,0.40519
5423100_igelboda,2004,0.41906
5423100_igelboda,2005,0.43433
5423100_igelboda,2006,0.44589
5423100_igelboda,2007,0.46433
5423100_igelboda,2008,0.4702
5423100_igelboda,2009,0.48493
5423100_igelboda,2010,0.49674
5423100_igelboda,2011,0.51669
5423100_igelboda,2012,0.52097
5423100_igelboda,2013,0.53243
5423100_igelboda,2014,0.53597
5423201_solsidan_norr,2000,0.625
5423201_solsidan_norr,2001,0.575
5423201_solsidan_norr,2002,0.59524
5423201_solsidan_norr,2003,0.53333
5423201_solsidan_norr,2004,0.55814
5423201_solsidan_norr,2005,0.60526
5423201_solsidan_norr,2006,0.5641
5423201_solsidan_norr,2007,0.625
5423201_solsidan_norr,2008,0.65625
5423201_solsidan_norr,2009,0.67568
5423201_solsidan_norr,2010,0.66667
5423201_solsidan_norr,2011,0.67647
5423201_solsidan_norr,2012,0.60526
5423201_solsidan_norr,2013,0.63889
5423201_solsidan_norr,2014,0.71875
5423202_saltsjobaden_centrum,2000,0.2961
5423202_saltsjobaden_centrum,2001,0.31105
5423202_saltsjobaden_centrum,2002,0.31701
5423202_saltsjobaden_centrum,2003,0.33687
5423202_saltsjobaden_centrum,2004,0.34865
5423202_saltsjobaden_centrum,2005,0.36612
5423202_saltsjobaden_centrum,2006,0.37802
5423202_saltsjobaden_centrum,2007,0.36538
5423202_saltsjobaden_centrum,2008,0.35556
5423202_saltsjobaden_centrum,2009,0.33239
5423202_saltsjobaden_centrum,2010,0.32162
5423202_saltsjobaden_centrum,2011,0.31742
5423202_saltsjobaden_centrum,2012,0.33236
5423202_saltsjobaden_centrum,2013,0.33841
5423202_saltsjobaden_centrum,2014,0.33846
5423230_tattby,2000,0.44068
5423230_tattby,2001,0.44631
5423230_tattby,2002,0.47475
5423230_tattby,2003,0.45763
5423230_tattby,2004,0.47811
5423230_tattby,2005,0.49653
5423230_tattby,2006,0.4932
5423230_tattby,2007,0.51163
5423230_tattby,2008,0.53535
5423230_tattby,2009,0.54255
5423230_tattby,2010,0.55088
5423230_tattby,2011,0.55208
5423230_tattby,2012,0.56747
5423230_tattby,2013,0.56803
5423230_tattby,2014,0.57045
5423300_neglingeon,2000,0.42818
5423300_neglingeon,2001,0.42276
5423300_neglingeon,2002,0.43864
5423300_neglingeon,2003,0.43959
5423300_neglingeon,2004,0.43734
5423300_neglingeon,2005,0.43868
5423300_neglingeon,2006,0.45455
5423300_neglingeon,2007,0.44805
5423300_neglingeon,2008,0.44068
5423300_neglingeon,2009,0.43459
5423300_neglingeon,2010,0.45514
5423300_neglingeon,2011,0.4519
5423300_neglingeon,2012,0.4507
5423300_neglingeon,2013,0.44393
5423300_neglingeon,2014,0.45412
5423400_solsidan,2000,0.38961
5423400_solsidan,2001,0.41538
5423400_solsidan,2002,0.4375
5423400_solsidan,2003,0.4517
5423400_solsidan,2004,0.4401
5423400_solsidan,2005,0.44987
5423400_solsidan,2006,0.46134
5423400_solsidan,2007,0.50131
5423400_solsidan,2008,0.54211
5423400_solsidan,2009,0.52972
5423400_solsidan,2010,0.5508
5423400_solsidan,2011,0.56417
5423400_solsidan,2012,0.57105
5423400_solsidan,2013,0.5615
5423400_solsidan,2014,0.57143
5423500_algo,2000,0.31757
5423500_algo,2001,0.33951
5423500_algo,2002,0.28902
5423500_algo,2003,0.29825
5423500_algo,2004,0.32941
5423500_algo,2005,0.34807
5423500_algo,2006,0.37356
5423500_algo,2007,0.40113
5423500_algo,2008,0.41398
5423500_algo,2009,0.41379
5423500_algo,2010,0.38693
5423500_algo,2011,0.39024
5423500_algo,2012,0.3981
5423500_algo,2013,0.3932
5423500_algo,2014,0.37559
5432000_norra_bjorknas,2000,0.24852
5432000_norra_bjorknas,2001,0.26163
5432000_norra_bjorknas,2002,0.28488
5432000_norra_bjorknas,2003,0.28902
5432000_norra_bjorknas,2004,0.31111
5432000_norra_bjorknas,2005,0.34043
5432000_norra_bjorknas,2006,0.34804
5432000_norra_bjorknas,2007,0.379
5432000_norra_bjorknas,2008,0.40724
5432000_norra_bjorknas,2009,0.43154
5432000_norra_bjorknas,2010,0.44082
5432000_norra_bjorknas,2011,0.444
5432000_norra_bjorknas,2012,0.43922
5432000_norra_bjorknas,2013,0.46899
5432000_norra_bjorknas,2014,0.48413
5432020_sodra_bjorknas,2000,0.2529
5432020_sodra_bjorknas,2001,0.27725
5432020_sodra_bjorknas,2002,0.29903
5432020_sodra_bjorknas,2003,0.312
5432020_sodra_bjorknas,2004,0.30093
5432020_sodra_bjorknas,2005,0.32545
5432020_sodra_bjorknas,2006,0.33392
5432020_sodra_bjorknas,2007,0.35067
5432020_sodra_bjorknas,2008,0.35479
5432020_sodra_bjorknas,2009,0.36694
5432020_sodra_bjorknas,2010,0.36824
5432020_sodra_bjorknas,2011,0.38488
5432020_sodra_bjorknas,2012,0.38676
5432020_sodra_bjorknas,2013,0.4032
5432020_sodra_bjorknas,2014,0.4083
5432030_klinten,2000,0.20677
5432030_klinten,2001,0.20974
5432030_klinten,2002,0.19188
5432030_klinten,2003,0.20149
5432030_klinten,2004,0.20896
5432030_klinten,2005,0.23282
5432030_klinten,2006,0.25556
5432030_klinten,2007,0.24373
5432030_klinten,2008,0.24373
5432030_klinten,2009,0.24535
5432030_klinten,2010,0.23664
5432030_klinten,2011,0.22266
5432030_klinten,2012,0.23113
5432030_klinten,2013,0.2619
5432030_klinten,2014,0.27027
5432100_eknas,2000,0.25926
5432100_eknas,2001,0.27379
5432100_eknas,2002,0.28669
5432100_eknas,2003,0.29442
5432100_eknas,2004,0.30069
5432100_eknas,2005,0.31796
5432100_eknas,2006,0.33601
5432100_eknas,2007,0.343
5432100_eknas,2008,0.35831
5432100_eknas,2009,0.37459
5432100_eknas,2010,0.38411
5432100_eknas,2011,0.41368
5432100_eknas,2012,0.43526
5432100_eknas,2013,0.44662
5432100_eknas,2014,0.46705
5432200_vastra_kummelnas,2000,0.25085
5432200_vastra_kummelnas,2001,0.27922
5432200_vastra_kummelnas,2002,0.2866
5432200_vastra_kummelnas,2003,0.28923
5432200_vastra_kummelnas,2004,0.3012
5432200_vastra_kummelnas,2005,0.30952
5432200_vastra_kummelnas,2006,0.31915
5432200_vastra_kummelnas,2007,0.33634
5432200_vastra_kummelnas,2008,0.3553
5432200_vastra_kummelnas,2009,0.36975
5432200_vastra_kummelnas,2010,0.39402
5432200_vastra_kummelnas,2011,0.40659
5432200_vastra_kummelnas,2012,0.4274
5432200_vastra_kummelnas,2013,0.44267
5432200_vastra_kummelnas,2014,0.4525
5432220_ostra_kummelnas,2000,0.27333
5432220_ostra_kummelnas,2001,0.29194
5432220_ostra_kummelnas,2002,0.29638
5432220_ostra_kummelnas,2003,0.30408
5432220_ostra_kummelnas,2004,0.30957
5432220_ostra_kummelnas,2005,0.32377
5432220_ostra_kummelnas,2006,0.34631
5432220_ostra_kummelnas,2007,0.36105
5432220_ostra_kummelnas,2008,0.37209
5432220_ostra_kummelnas,2009,0.38361
5432220_ostra_kummelnas,2010,0.41007
5432220_ostra_kummelnas,2011,0.41783
5432220_ostra_kummelnas,2012,0.41723
5432220_ostra_kummelnas,2013,0.41513
5432220_ostra_kummelnas,2014,0.42434
5432300_kil,2000,0.23478
5432300_kil,2001,0.22449
5432300_kil,2002,0.28313
5432300_kil,2003,0.2924
5432300_kil,2004,0.33708
5432300_kil,2005,0.37037
5432300_kil,2006,0.35979
5432300_kil,2007,0.37113
5432300_kil,2008,0.38308
5432300_kil,2009,0.40191
5432300_kil,2010,0.41827
5432300_kil,2011,0.41629
5432300_kil,2012,0.42793
5432300_kil,2013,0.39381
5432300_kil,2014,0.41202
5432400_krokhojden,2000,0.29496
5432400_krokhojden,2001,0.28014
5432400_krokhojden,2002,0.27306
5432400_krokhojden,2003,0.29588
5432400_krokhojden,2004,0.31746
5432400_krokhojden,2005,0.32245
5432400_krokhojden,2006,0.32653
5432400_krokhojden,2007,0.33906
5432400_krokhojden,2008,0.34956
5432400_krokhojden,2009,0.34404
5432400_krokhojden,2010,0.36697
5432400_krokhojden,2011,0.35122
5432400_krokhojden,2012,0.355
5432400_krokhojden,2013,0.38308
5432400_krokhojden,2014,0.38308
5432410_orminge,2000,0.11308
5432410_orminge,2001,0.12253
5432410_orminge,2002,0.13398
5432410_orminge,2003,0.13182
5432410_orminge,2004,0.13189
5432410_orminge,2005,0.13849
5432410_orminge,2006,0.14214
5432410_orminge,2007,0.14225
5432410_orminge,2008,0.15352
