basomrade,year,cumulative_immigration_surplus_male
2120820_vastra_alvsjo,2006,-26
2120820_vastra_alvsjo,2007,-25
2120820_vastra_alvsjo,2008,-20
2120820_vastra_alvsjo,2009,18
2120820_vastra_alvsjo,2010,25
2120820_vastra_alvsjo,2011,8
2120820_vastra_alvsjo,2012,5
2120820_vastra_alvsjo,2013,13
2120820_vastra_alvsjo,2014,3
2120900_orby_slott,2000,1
2120900_orby_slott,2001,-2
2120900_orby_slott,2002,-9
2120900_orby_slott,2003,-18
2120900_orby_slott,2004,-13
2120900_orby_slott,2005,8
2120900_orby_slott,2006,-6
2120900_orby_slott,2007,2
2120900_orby_slott,2008,-29
2120900_orby_slott,2009,-34
2120900_orby_slott,2010,15
2120900_orby_slott,2011,20
2120900_orby_slott,2012,29
2120900_orby_slott,2013,55
2120900_orby_slott,2014,29
2121020_okand,2000,-11
2121020_okand,2001,2
2121020_okand,2002,5
2121020_okand,2003,-50
2121020_okand,2004,-85
2121020_okand,2005,-73
2121020_okand,2006,-51
2121020_okand,2007,-69
2121020_okand,2008,-73
2121020_okand,2009,-41
2121021_ostbergahojden,2010,-65
2121021_ostbergahojden,2011,-57
2121021_ostbergahojden,2012,-74
2121021_ostbergahojden,2013,-122
2121021_ostbergahojden,2014,-121
2130100_bandhagen,2000,57
2130100_bandhagen,2001,81
2130100_bandhagen,2002,42
2130100_bandhagen,2003,72
2130100_bandhagen,2004,37
2130100_bandhagen,2005,-10
2130100_bandhagen,2006,-15
2130100_bandhagen,2007,52
2130100_bandhagen,2008,60
2130100_bandhagen,2009,90
2130100_bandhagen,2010,143
2130100_bandhagen,2011,113
2130100_bandhagen,2012,178
2130100_bandhagen,2013,203
2130100_bandhagen,2014,200
2130210_hogdalens_centrum,2000,3
2130210_hogdalens_centrum,2001,8
2130210_hogdalens_centrum,2002,9
2130210_hogdalens_centrum,2003,13
2130210_hogdalens_centrum,2004,17
2130210_hogdalens_centrum,2005,15
2130210_hogdalens_centrum,2006,13
2130210_hogdalens_centrum,2007,41
2130210_hogdalens_centrum,2008,99
2130210_hogdalens_centrum,2009,94
2130210_hogdalens_centrum,2010,70
2130210_hogdalens_centrum,2011,67
2130210_hogdalens_centrum,2012,107
2130210_hogdalens_centrum,2013,215
2130210_hogdalens_centrum,2014,258
2130220_ostra_hogdalen,2000,11
2130220_ostra_hogdalen,2001,7
2130220_ostra_hogdalen,2002,17
2130220_ostra_hogdalen,2003,3
2130220_ostra_hogdalen,2004,-12
2130220_ostra_hogdalen,2005,-2
2130220_ostra_hogdalen,2006,-10
2130220_ostra_hogdalen,2007,-47
2130220_ostra_hogdalen,2008,-70
2130220_ostra_hogdalen,2009,-62
2130220_ostra_hogdalen,2010,-48
2130220_ostra_hogdalen,2011,-51
2130220_ostra_hogdalen,2012,-41
2130220_ostra_hogdalen,2013,-17
2130220_ostra_hogdalen,2014,-8
2130230_vastra_hogdalen,2000,16
2130230_vastra_hogdalen,2001,12
2130230_vastra_hogdalen,2002,9
2130230_vastra_hogdalen,2003,19
2130230_vastra_hogdalen,2004,17
2130230_vastra_hogdalen,2005,25
2130230_vastra_hogdalen,2006,33
2130230_vastra_hogdalen,2007,37
2130230_vastra_hogdalen,2008,52
2130230_vastra_hogdalen,2009,51
2130230_vastra_hogdalen,2010,56
2130230_vastra_hogdalen,2011,71
2130230_vastra_hogdalen,2012,82
2130230_vastra_hogdalen,2013,93
2130230_vastra_hogdalen,2014,115
2130240_skebokvarnsvagen,2000,36
2130240_skebokvarnsvagen,2001,54
2130240_skebokvarnsvagen,2002,56
2130240_skebokvarnsvagen,2003,37
2130240_skebokvarnsvagen,2004,70
2130240_skebokvarnsvagen,2005,80
2130240_skebokvarnsvagen,2006,97
2130240_skebokvarnsvagen,2007,124
2130240_skebokvarnsvagen,2008,110
2130240_skebokvarnsvagen,2009,120
2130240_skebokvarnsvagen,2010,118
2130240_skebokvarnsvagen,2011,112
2130240_skebokvarnsvagen,2012,155
2130240_skebokvarnsvagen,2013,182
2130240_skebokvarnsvagen,2014,153
2130320_ragsveds_torg,2000,-29
2130320_ragsveds_torg,2001,-29
2130320_ragsveds_torg,2002,-59
2130320_ragsveds_torg,2003,-50
2130320_ragsveds_torg,2004,-72
2130320_ragsveds_torg,2005,-102
2130320_ragsveds_torg,2006,-123
2130320_ragsveds_torg,2007,-163
2130320_ragsveds_torg,2008,-129
2130320_ragsveds_torg,2009,-175
2130320_ragsveds_torg,2010,-192
2130320_ragsveds_torg,2011,-243
2130320_ragsveds_torg,2012,-306
2130320_ragsveds_torg,2013,-336
2130320_ragsveds_torg,2014,-356
2130330_bjursatra,2000,33
2130330_bjursatra,2001,27
2130330_bjursatra,2002,17
2130330_bjursatra,2003,-43
2130330_bjursatra,2004,-80
2130330_bjursatra,2005,-153
2130330_bjursatra,2006,-128
2130330_bjursatra,2007,-110
2130330_bjursatra,2008,-202
2130330_bjursatra,2009,-264
2130330_bjursatra,2010,-211
2130330_bjursatra,2011,-245
2130330_bjursatra,2012,-305
2130330_bjursatra,2013,-335
2130330_bjursatra,2014,-390
2130340_snosatra,2000,-8
2130340_snosatra,2001,-27
2130340_snosatra,2002,-40
2130340_snosatra,2003,-50
2130340_snosatra,2004,-93
2130340_snosatra,2005,-97
2130340_snosatra,2006,-131
2130340_snosatra,2007,-150
2130340_snosatra,2008,-150
2130340_snosatra,2009,-176
2130340_snosatra,2010,-192
2130340_snosatra,2011,-198
2130340_snosatra,2012,-171
2130340_snosatra,2013,-169
2130340_snosatra,2014,-195
2130420_backaskiftsvagen,2000,-9
2130420_backaskiftsvagen,2001,-4
2130420_backaskiftsvagen,2002,-16
2130420_backaskiftsvagen,2003,-18
2130420_backaskiftsvagen,2004,-4
2130420_backaskiftsvagen,2005,-34
2130420_backaskiftsvagen,2006,-35
2130420_backaskiftsvagen,2007,-31
2130420_backaskiftsvagen,2008,-22
2130420_backaskiftsvagen,2009,4
2130420_backaskiftsvagen,2010,46
2130420_backaskiftsvagen,2011,57
2130420_backaskiftsvagen,2012,61
2130420_backaskiftsvagen,2013,30
2130420_backaskiftsvagen,2014,59
2130430_ostra_stureby,2000,21
2130430_ostra_stureby,2001,18
2130430_ostra_stureby,2002,50
2130430_ostra_stureby,2003,88
2130430_ostra_stureby,2004,90
2130430_ostra_stureby,2005,102
2130430_ostra_stureby,2006,108
2130430_ostra_stureby,2007,94
2130430_ostra_stureby,2008,118
2130430_ostra_stureby,2009,120
2130430_ostra_stureby,2010,140
2130430_ostra_stureby,2011,132
2130430_ostra_stureby,2012,145
2130430_ostra_stureby,2013,186
2130430_ostra_stureby,2014,198
2130440_vastra_stureby,2000,-14
2130440_vastra_stureby,2001,13
2130440_vastra_stureby,2002,7
2130440_vastra_stureby,2003,-16
2130440_vastra_stureby,2004,-56
2130440_vastra_stureby,2005,-44
2130440_vastra_stureby,2006,-34
2130440_vastra_stureby,2007,-25
2130440_vastra_stureby,2008,-60
2130440_vastra_stureby,2009,-59
2130440_vastra_stureby,2010,-64
2130440_vastra_stureby,2011,-70
2130440_vastra_stureby,2012,-82
2130440_vastra_stureby,2013,-90
2130440_vastra_stureby,2014,-98
2130501_orby_n,2000,13
2130501_orby_n,2001,-18
2130501_orby_n,2002,-23
2130501_orby_n,2003,-26
2130501_orby_n,2004,-34
2130501_orby_n,2005,-55
2130501_orby_n,2006,-60
2130501_orby_n,2007,-66
2130501_orby_n,2008,-92
2130501_orby_n,2009,-98
2130501_orby_n,2010,-72
2130501_orby_n,2011,-70
2130501_orby_n,2012,-89
2130501_orby_n,2013,-89
2130501_orby_n,2014,-91
2130502_orby_s,2000,8
2130502_orby_s,2001,11
2130502_orby_s,2002,25
2130502_orby_s,2003,22
2130502_orby_s,2004,18
2130502_orby_s,2005,21
2130502_orby_s,2006,21
2130502_orby_s,2007,50
2130502_orby_s,2008,69
2130502_orby_s,2009,123
2130502_orby_s,2010,154
2130502_orby_s,2011,126
2130502_orby_s,2012,95
2130502_orby_s,2013,103
2130502_orby_s,2014,136
2130620_hagsatra_torg,2000,-25
2130620_hagsatra_torg,2001,-32
2130620_hagsatra_torg,2002,-72
2130620_hagsatra_torg,2003,-128
2130620_hagsatra_torg,2004,-118
2130620_hagsatra_torg,2005,-113
2130620_hagsatra_torg,2006,-126
2130620_hagsatra_torg,2007,-127
2130620_hagsatra_torg,2008,-120
2130620_hagsatra_torg,2009,-171
2130620_hagsatra_torg,2010,-232
2130620_hagsatra_torg,2011,-259
2130620_hagsatra_torg,2012,-265
2130620_hagsatra_torg,2013,-247
2130620_hagsatra_torg,2014,-189
2130630_ormkarr,2000,-4
2130630_ormkarr,2001,-13
2130630_ormkarr,2002,-24
2130630_ormkarr,2003,-26
2130630_ormkarr,2004,-30
2130630_ormkarr,2005,-18
2130630_ormkarr,2006,-12
2130630_ormkarr,2007,0
2130630_ormkarr,2008,14
2130630_ormkarr,2009,14
2130630_ormkarr,2010,27
2130630_ormkarr,2011,28
2130630_ormkarr,2012,52
2130630_ormkarr,2013,31
2130630_ormkarr,2014,27
2140120_ostra_enskedefaltet,2000,-8
2140120_ostra_enskedefaltet,2001,-26
2140120_ostra_enskedefaltet,2002,-33
2140120_ostra_enskedefaltet,2003,-42
2140120_ostra_enskedefaltet,2004,-46
2140120_ostra_enskedefaltet,2005,-55
2140120_ostra_enskedefaltet,2006,-56
2140120_ostra_enskedefaltet,2007,-62
2140120_ostra_enskedefaltet,2008,-69
2140120_ostra_enskedefaltet,2009,-77
2140120_ostra_enskedefaltet,2010,-74
2140120_ostra_enskedefaltet,2011,-79
2140120_ostra_enskedefaltet,2012,-95
2140120_ostra_enskedefaltet,2013,-84
2140120_ostra_enskedefaltet,2014,-81
2140210_vastra_enskede_gard,2000,1
2140210_vastra_enskede_gard,2001,16
2140210_vastra_enskede_gard,2002,-10
2140210_vastra_enskede_gard,2003,-13
2140210_vastra_enskede_gard,2004,-32
2140210_vastra_enskede_gard,2005,-43
2140210_vastra_enskede_gard,2006,-47
2140210_vastra_enskede_gard,2007,-55
2140210_vastra_enskede_gard,2008,-43
2140210_vastra_enskede_gard,2009,-40
2140210_vastra_enskede_gard,2010,-31
2140210_vastra_enskede_gard,2011,-31
2140210_vastra_enskede_gard,2012,-65
2140210_vastra_enskede_gard,2013,-68
2140210_vastra_enskede_gard,2014,-63
2140220_tradskolan,2000,-11
2140220_tradskolan,2001,-8
2140220_tradskolan,2002,-29
2140220_tradskolan,2003,-30
2140220_tradskolan,2004,-32
2140220_tradskolan,2005,-41
2140220_tradskolan,2006,-48
2140220_tradskolan,2007,-36
2140220_tradskolan,2008,-36
2140220_tradskolan,2009,-58
2140220_tradskolan,2010,-65
2140220_tradskolan,2011,-52
2140220_tradskolan,2012,-50
2140220_tradskolan,2013,-54
2140220_tradskolan,2014,-67
2140320_enskede_kyrka,2000,6
2140320_enskede_kyrka,2001,2
2140320_enskede_kyrka,2002,-19
2140320_enskede_kyrka,2003,-73
2140320_enskede_kyrka,2004,-71
2140320_enskede_kyrka,2005,-73
2140320_enskede_kyrka,2006,-73
2140320_enskede_kyrka,2007,-111
2140320_enskede_kyrka,2008,-113
2140320_enskede_kyrka,2009,-115
2140320_enskede_kyrka,2010,-124
2140320_enskede_kyrka,2011,-175
2140320_enskede_kyrka,2012,-119
2140320_enskede_kyrka,2013,-131
2140320_enskede_kyrka,2014,-135
2140330_svampvagen,2000,-7
2140330_svampvagen,2001,7
2140330_svampvagen,2002,4
2140330_svampvagen,2003,27
2140330_svampvagen,2004,37
2140330_svampvagen,2005,40
2140330_svampvagen,2006,41
2140330_svampvagen,2007,44
2140330_svampvagen,2008,108
2140330_svampvagen,2009,97
2140330_svampvagen,2010,79
2140330_svampvagen,2011,146
2140330_svampvagen,2012,171
2140330_svampvagen,2013,178
2140330_svampvagen,2014,158
2140340_sandsborg,2000,-5
2140340_sandsborg,2001,-11
2140340_sandsborg,2002,-47
2140340_sandsborg,2003,-52
2140340_sandsborg,2004,-41
2140340_sandsborg,2005,-61
2140340_sandsborg,2006,-60
2140340_sandsborg,2007,-80
2140340_sandsborg,2008,-62
2140340_sandsborg,2009,-81
2140340_sandsborg,2010,-75
2140340_sandsborg,2011,-73
2140340_sandsborg,2012,-57
2140340_sandsborg,2013,-68
2140340_sandsborg,2014,-96
2140350_dalen,2000,-8
2140350_dalen,2001,-5
2140350_dalen,2002,-1
2140350_dalen,2003,-1
2140350_dalen,2004,-2
2140350_dalen,2005,-52
2140350_dalen,2006,-91
2140350_dalen,2007,-113
2140350_dalen,2008,-142
2140350_dalen,2009,-82
2140350_dalen,2010,-107
2140350_dalen,2011,-140
2140350_dalen,2012,-125
2140350_dalen,2013,-129
2140350_dalen,2014,-144
2140620_gullmarsplan,2000,28
2140620_gullmarsplan,2001,26
2140620_gullmarsplan,2002,13
2140620_gullmarsplan,2003,38
2140620_gullmarsplan,2004,71
2140620_gullmarsplan,2005,55
2140620_gullmarsplan,2006,39
2140620_gullmarsplan,2007,61
2140620_gullmarsplan,2008,70
2140620_gullmarsplan,2009,78
2140620_gullmarsplan,2010,99
2140620_gullmarsplan,2011,103
2140620_gullmarsplan,2012,105
2140620_gullmarsplan,2013,69
2140620_gullmarsplan,2014,36
2140630_skarmarbrink,2000,14
2140630_skarmarbrink,2001,-26
2140630_skarmarbrink,2002,14
2140630_skarmarbrink,2003,41
2140630_skarmarbrink,2004,29
2140630_skarmarbrink,2005,48
2140630_skarmarbrink,2006,71
2140630_skarmarbrink,2007,83
2140630_skarmarbrink,2008,96
2140630_skarmarbrink,2009,76
2140630_skarmarbrink,2010,79
2140630_skarmarbrink,2011,-6
2140630_skarmarbrink,2012,29
2140630_skarmarbrink,2013,34
2140630_skarmarbrink,2014,75
2140820_skanskvarn,2000,33
2140820_skanskvarn,2001,37
2140820_skanskvarn,2002,10
2140820_skanskvarn,2003,35
2140820_skanskvarn,2004,-1
2140820_skanskvarn,2005,-31
2140820_skanskvarn,2006,-20
2140820_skanskvarn,2007,9
2140820_skanskvarn,2008,61
2140820_skanskvarn,2009,185
2140820_skanskvarn,2010,162
2140820_skanskvarn,2011,214
2140820_skanskvarn,2012,164
2140820_skanskvarn,2013,178
2140820_skanskvarn,2014,188
2140830_arsta_centrum,2000,37
2140830_arsta_centrum,2001,52
2140830_arsta_centrum,2002,66
2140830_arsta_centrum,2003,83
2140830_arsta_centrum,2004,142
2140830_arsta_centrum,2005,159
2140830_arsta_centrum,2006,188
2140830_arsta_centrum,2007,231
2140830_arsta_centrum,2008,285
2140830_arsta_centrum,2009,268
2140830_arsta_centrum,2010,278
2140830_arsta_centrum,2011,289
2140830_arsta_centrum,2012,286
2140830_arsta_centrum,2013,246
2140830_arsta_centrum,2014,240
2140840_arsta_gard,2000,16
2140840_arsta_gard,2001,-16
2140840_arsta_gard,2002,-14
2140840_arsta_gard,2003,-57
2140840_arsta_gard,2004,-48
2140840_arsta_gard,2005,4
2140840_arsta_gard,2006,46
2140840_arsta_gard,2007,62
2140840_arsta_gard,2008,26
2140840_arsta_gard,2009,-35
2140840_arsta_gard,2010,-70
2140840_arsta_gard,2011,-100
2140840_arsta_gard,2012,-125
2140840_arsta_gard,2013,-147
2140840_arsta_gard,2014,-173
2140850_valla_garde,2000,4
2140850_valla_garde,2001,31
2140850_valla_garde,2002,47
2140850_valla_garde,2003,34
2140850_valla_garde,2004,38
2140850_valla_garde,2005,35
2140850_valla_garde,2006,19
2140850_valla_garde,2007,25
2140850_valla_garde,2008,75
2140850_valla_garde,2009,120
2140850_valla_garde,2010,143
2140850_valla_garde,2011,142
2140850_valla_garde,2012,163
2140850_valla_garde,2013,123
2140850_valla_garde,2014,119
2150100_bjorkhagen,2000,73
2150100_bjorkhagen,2001,74
2150100_bjorkhagen,2002,18
2150100_bjorkhagen,2003,99
2150100_bjorkhagen,2004,102
2150100_bjorkhagen,2005,95
2150100_bjorkhagen,2006,96
2150100_bjorkhagen,2007,64
2150100_bjorkhagen,2008,20
2150100_bjorkhagen,2009,71
2150100_bjorkhagen,2010,14
2150100_bjorkhagen,2011,21
2150100_bjorkhagen,2012,-27
2150100_bjorkhagen,2013,-52
2150100_bjorkhagen,2014,-101
2150200_enskededalen,2000,7
2150200_enskededalen,2001,7
2150200_enskededalen,2002,-8
2150200_enskededalen,2003,-15
2150200_enskededalen,2004,-27
2150200_enskededalen,2005,-58
2150200_enskededalen,2006,-64
2150200_enskededalen,2007,-32
2150200_enskededalen,2008,-22
2150200_enskededalen,2009,-16
2150200_enskededalen,2010,3
2150200_enskededalen,2011,-4
2150200_enskededalen,2012,82
2150200_enskededalen,2013,122
2150200_enskededalen,2014,118
2150400_okand,2000,81
2150400_okand,2001,75
2150400_okand,2002,29
2150400_okand,2003,14
2150400_okand,2004,-4
2150400_okand,2005,-26
2150400_okand,2006,7
2150400_okand,2007,7
2150400_okand,2008,74
2150400_okand,2009,204
2150401_blasut,2010,16
2150401_blasut,2011,45
2150401_blasut,2012,38
2150401_blasut,2013,97
2150401_blasut,2014,266
2150402_hammarbyhojden,2010,-66
2150402_hammarbyhojden,2011,-128
2150402_hammarbyhojden,2012,-178
2150402_hammarbyhojden,2013,-216
2150402_hammarbyhojden,2014,-254
2150500_karrtorp,2000,-1
2150500_karrtorp,2001,18
2150500_karrtorp,2002,10
2150500_karrtorp,2003,19
2150500_karrtorp,2004,13
2150500_karrtorp,2005,12
2150500_karrtorp,2006,19
2150500_karrtorp,2007,12
2150500_karrtorp,2008,65
2150500_karrtorp,2009,244
2150500_karrtorp,2010,338
2150500_karrtorp,2011,321
2150500_karrtorp,2012,320
2150500_karrtorp,2013,295
2150500_karrtorp,2014,288
2150720_pungpinan,2000,-7
2150720_pungpinan,2001,-16
2150720_pungpinan,2002,-26
2150720_pungpinan,2003,-51
2150720_pungpinan,2004,-42
2150720_pungpinan,2005,-53
2150720_pungpinan,2006,-61
2150720_pungpinan,2007,-78
2150720_pungpinan,2008,-85
2150720_pungpinan,2009,-37
2150720_pungpinan,2010,22
2150720_pungpinan,2011,34
2150720_pungpinan,2012,23
2150720_pungpinan,2013,18
2150720_pungpinan,2014,7
2150731_skarpnacksfaltet_o,2000,-29
2150731_skarpnacksfaltet_o,2001,-41
2150731_skarpnacksfaltet_o,2002,-44
2150731_skarpnacksfaltet_o,2003,-90
2150731_skarpnacksfaltet_o,2004,-120
2150731_skarpnacksfaltet_o,2005,-170
2150731_skarpnacksfaltet_o,2006,-209
2150731_skarpnacksfaltet_o,2007,-248
2150731_skarpnacksfaltet_o,2008,-258
2150731_skarpnacksfaltet_o,2009,-268
2150731_skarpnacksfaltet_o,2010,-285
2150731_skarpnacksfaltet_o,2011,-327
2150731_skarpnacksfaltet_o,2012,-338
2150731_skarpnacksfaltet_o,2013,-358
2150731_skarpnacksfaltet_o,2014,-359
2150732_skarpnacksfaltet_v,2000,-25
2150732_skarpnacksfaltet_v,2001,-71
2150732_skarpnacksfaltet_v,2002,-86
2150732_skarpnacksfaltet_v,2003,-133
2150732_skarpnacksfaltet_v,2004,-160
2150732_skarpnacksfaltet_v,2005,-155
2150732_skarpnacksfaltet_v,2006,-198
2150732_skarpnacksfaltet_v,2007,-213
2150732_skarpnacksfaltet_v,2008,-184
2150732_skarpnacksfaltet_v,2009,-234
2150732_skarpnacksfaltet_v,2010,-258
2150732_skarpnacksfaltet_v,2011,-313
2150732_skarpnacksfaltet_v,2012,-339
2150732_skarpnacksfaltet_v,2013,-411
2150732_skarpnacksfaltet_v,2014,-456
2150740_skarpa_by,2000,-1
2150740_skarpa_by,2001,-5
2150740_skarpa_by,2002,-11
2150740_skarpa_by,2003,-8
2150740_skarpa_by,2004,-17
2150740_skarpa_by,2005,-17
2150740_skarpa_by,2006,-24
2150740_skarpa_by,2007,-14
2150740_skarpa_by,2008,-13
2150740_skarpa_by,2009,-23
2150740_skarpa_by,2010,-22
2150740_skarpa_by,2011,-18
2150740_skarpa_by,2012,-20
2150740_skarpa_by,2013,29
2150740_skarpa_by,2014,18
2150820_lagaplan,2000,2
2150820_lagaplan,2001,9
2150820_lagaplan,2002,58
2150820_lagaplan,2003,-21
2150820_lagaplan,2004,-70
2150820_lagaplan,2005,-70
2150820_lagaplan,2006,-112
2150820_lagaplan,2007,-136
2150820_lagaplan,2008,-89
2150820_lagaplan,2009,-47
2150820_lagaplan,2010,-33
2150820_lagaplan,2011,-3
2150820_lagaplan,2012,-48
2150820_lagaplan,2013,-47
2150820_lagaplan,2014,-75
2150830_sodra_bagarmossen,2000,-6
2150830_sodra_bagarmossen,2001,4
2150830_sodra_bagarmossen,2002,-2
2150830_sodra_bagarmossen,2003,17
2150830_sodra_bagarmossen,2004,9
2150830_sodra_bagarmossen,2005,-3
2150830_sodra_bagarmossen,2006,-2
2150830_sodra_bagarmossen,2007,-3
2150830_sodra_bagarmossen,2008,-3
2150830_sodra_bagarmossen,2009,8
2150830_sodra_bagarmossen,2010,20
2150830_sodra_bagarmossen,2011,21
2150830_sodra_bagarmossen,2012,20
2150830_sodra_bagarmossen,2013,15
2150830_sodra_bagarmossen,2014,27
2150840_norra_bagarmossen,2000,-6
2150840_norra_bagarmossen,2001,26
2150840_norra_bagarmossen,2002,-4
2150840_norra_bagarmossen,2003,-51
2150840_norra_bagarmossen,2004,-119
2150840_norra_bagarmossen,2005,-144
2150840_norra_bagarmossen,2006,-195
2150840_norra_bagarmossen,2007,-218
2150840_norra_bagarmossen,2008,-269
2150840_norra_bagarmossen,2009,-282
2150840_norra_bagarmossen,2010,-302
2150840_norra_bagarmossen,2011,-318
2150840_norra_bagarmossen,2012,-335
2150840_norra_bagarmossen,2013,-371
2150840_norra_bagarmossen,2014,-390
2160120_havsornstorget,2000,10
2160120_havsornstorget,2001,-1
2160120_havsornstorget,2002,-32
2160120_havsornstorget,2003,-44
2160120_havsornstorget,2004,-38
2160120_havsornstorget,2005,-42
2160120_havsornstorget,2006,-57
2160120_havsornstorget,2007,-74
2160120_havsornstorget,2008,-101
2160120_havsornstorget,2009,-137
2160120_havsornstorget,2010,-79
2160120_havsornstorget,2011,-34
2160120_havsornstorget,2012,-100
2160120_havsornstorget,2013,-108
2160120_havsornstorget,2014,-127
2160130_fagersjovagen,2000,2
2160130_fagersjovagen,2001,4
2160130_fagersjovagen,2002,-6
2160130_fagersjovagen,2003,-3
2160130_fagersjovagen,2004,4
2160130_fagersjovagen,2005,4
2160130_fagersjovagen,2006,4
2160130_fagersjovagen,2007,6
2160130_fagersjovagen,2008,-4
2160130_fagersjovagen,2009,6
2160130_fagersjovagen,2010,2
2160130_fagersjovagen,2011,25
2160130_fagersjovagen,2012,69
2160130_fagersjovagen,2013,64
2160130_fagersjovagen,2014,71
2160220_sodra_farsta,2000,40
2160220_sodra_farsta,2001,50
2160220_sodra_farsta,2002,46
2160220_sodra_farsta,2003,113
2160220_sodra_farsta,2004,97
2160220_sodra_farsta,2005,90
2160220_sodra_farsta,2006,53
2160220_sodra_farsta,2007,47
2160220_sodra_farsta,2008,68
2160220_sodra_farsta,2009,84
2160220_sodra_farsta,2010,134
2160220_sodra_farsta,2011,139
2160220_sodra_farsta,2012,125
2160220_sodra_farsta,2013,108
2160220_sodra_farsta,2014,45
2160230_vastra_farsta,2000,3
2160230_vastra_farsta,2001,3
2160230_vastra_farsta,2002,-5
2160230_vastra_farsta,2003,-17
2160230_vastra_farsta,2004,-25
2160230_vastra_farsta,2005,-25
2160230_vastra_farsta,2006,-23
2160230_vastra_farsta,2007,-23
2160230_vastra_farsta,2008,-25
2160230_vastra_farsta,2009,-20
2160230_vastra_farsta,2010,-28
2160230_vastra_farsta,2011,48
2160230_vastra_farsta,2012,100
2160230_vastra_farsta,2013,149
2160230_vastra_farsta,2014,142
2160240_ostra_farsta,2000,10
2160240_ostra_farsta,2001,0
2160240_ostra_farsta,2002,22
2160240_ostra_farsta,2003,1
2160240_ostra_farsta,2004,-25
2160240_ostra_farsta,2005,-17
2160240_ostra_farsta,2006,-33
2160240_ostra_farsta,2007,2
2160240_ostra_farsta,2008,-27
2160240_ostra_farsta,2009,-17
2160240_ostra_farsta,2010,53
2160240_ostra_farsta,2011,74
2160240_ostra_farsta,2012,132
2160240_ostra_farsta,2013,271
2160240_ostra_farsta,2014,380
2160260_norra_farsta,2000,19
2160260_norra_farsta,2001,6
2160260_norra_farsta,2002,26
