basomrade,year,immigration_surplus_male
2110920_karusellvagen,2002,-60
2110920_karusellvagen,2003,-42
2110920_karusellvagen,2004,-68
2110920_karusellvagen,2005,-146
2110920_karusellvagen,2006,11
2110920_karusellvagen,2007,23
2110920_karusellvagen,2008,-17
2110920_karusellvagen,2009,-9
2110920_karusellvagen,2010,-13
2110920_karusellvagen,2011,105
2110920_karusellvagen,2012,-71
2110920_karusellvagen,2013,-6
2110920_karusellvagen,2014,-22
2110930_korpmossen,2000,-3
2110930_korpmossen,2001,0
2110930_korpmossen,2002,-4
2110930_korpmossen,2003,6
2110930_korpmossen,2004,6
2110930_korpmossen,2005,6
2110930_korpmossen,2006,-9
2110930_korpmossen,2007,29
2110930_korpmossen,2008,-1
2110930_korpmossen,2009,-6
2110930_korpmossen,2010,0
2110930_korpmossen,2011,-7
2110930_korpmossen,2012,11
2110930_korpmossen,2013,-3
2110930_korpmossen,2014,-1
2110940_hokmossen,2000,-35
2110940_hokmossen,2001,-51
2110940_hokmossen,2002,23
2110940_hokmossen,2003,10
2110940_hokmossen,2004,-21
2110940_hokmossen,2005,-14
2110940_hokmossen,2006,-1
2110940_hokmossen,2007,-18
2110940_hokmossen,2008,-2
2110940_hokmossen,2009,-1
2110940_hokmossen,2010,-9
2110940_hokmossen,2011,-23
2110940_hokmossen,2012,-20
2110940_hokmossen,2013,-18
2110940_hokmossen,2014,-4
2120100_fruangen,2000,-14
2120100_fruangen,2001,-22
2120100_fruangen,2002,10
2120100_fruangen,2003,-33
2120100_fruangen,2004,-80
2120100_fruangen,2005,-146
2120100_fruangen,2006,25
2120100_fruangen,2007,147
2120100_fruangen,2008,15
2120100_fruangen,2009,94
2120100_fruangen,2010,99
2120100_fruangen,2011,191
2120100_fruangen,2012,168
2120100_fruangen,2013,122
2120100_fruangen,2014,456
2120201_herrangen_v,2000,21
2120201_herrangen_v,2001,-14
2120201_herrangen_v,2002,-33
2120201_herrangen_v,2003,36
2120201_herrangen_v,2004,0
2120201_herrangen_v,2005,-6
2120201_herrangen_v,2006,3
2120201_herrangen_v,2007,-3
2120201_herrangen_v,2008,18
2120201_herrangen_v,2009,19
2120201_herrangen_v,2010,27
2120201_herrangen_v,2011,3
2120201_herrangen_v,2012,3
2120201_herrangen_v,2013,-1
2120201_herrangen_v,2014,2
2120202_herrangen_o,2000,5
2120202_herrangen_o,2001,8
2120202_herrangen_o,2002,3
2120202_herrangen_o,2003,-2
2120202_herrangen_o,2004,6
2120202_herrangen_o,2005,19
2120202_herrangen_o,2006,-3
2120202_herrangen_o,2007,-10
2120202_herrangen_o,2008,3
2120202_herrangen_o,2009,4
2120202_herrangen_o,2010,8
2120202_herrangen_o,2011,6
2120202_herrangen_o,2012,1
2120202_herrangen_o,2013,-5
2120202_herrangen_o,2014,-5
2120300_liseberg,2000,22
2120300_liseberg,2001,5
2120300_liseberg,2002,16
2120300_liseberg,2003,-12
2120300_liseberg,2004,9
2120300_liseberg,2005,17
2120300_liseberg,2006,37
2120300_liseberg,2007,-20
2120300_liseberg,2008,4
2120300_liseberg,2009,2
2120300_liseberg,2010,-24
2120300_liseberg,2011,-14
2120300_liseberg,2012,-9
2120300_liseberg,2013,23
2120300_liseberg,2014,-6
2120401_langbro_v,2000,3
2120401_langbro_v,2001,12
2120401_langbro_v,2002,84
2120401_langbro_v,2003,-2
2120401_langbro_v,2004,63
2120401_langbro_v,2005,81
2120401_langbro_v,2006,29
2120401_langbro_v,2007,143
2120401_langbro_v,2008,106
2120401_langbro_v,2009,-12
2120401_langbro_v,2010,83
2120401_langbro_v,2011,42
2120401_langbro_v,2012,151
2120401_langbro_v,2013,111
2120401_langbro_v,2014,27
2120402_langbro_o,2000,-19
2120402_langbro_o,2001,-20
2120402_langbro_o,2002,5
2120402_langbro_o,2003,-12
2120402_langbro_o,2004,-13
2120402_langbro_o,2005,37
2120402_langbro_o,2006,-31
2120402_langbro_o,2007,4
2120402_langbro_o,2008,6
2120402_langbro_o,2009,-2
2120402_langbro_o,2010,-21
2120402_langbro_o,2011,57
2120402_langbro_o,2012,9
2120402_langbro_o,2013,-41
2120402_langbro_o,2014,16
2120500_langsjo,2000,-5
2120500_langsjo,2001,-10
2120500_langsjo,2002,19
2120500_langsjo,2003,-28
2120500_langsjo,2004,15
2120500_langsjo,2005,0
2120500_langsjo,2006,20
2120500_langsjo,2007,-3
2120500_langsjo,2008,-13
2120500_langsjo,2009,2
2120500_langsjo,2010,-5
2120500_langsjo,2011,24
2120500_langsjo,2012,-32
2120500_langsjo,2013,1
2120500_langsjo,2014,43
2120620_norra_solberga,2000,17
2120620_norra_solberga,2001,-15
2120620_norra_solberga,2002,-14
2120620_norra_solberga,2003,-3
2120620_norra_solberga,2004,-17
2120620_norra_solberga,2005,-20
2120620_norra_solberga,2006,6
2120620_norra_solberga,2007,-5
2120620_norra_solberga,2008,28
2120620_norra_solberga,2009,176
2120620_norra_solberga,2010,41
2120620_norra_solberga,2011,29
2120620_norra_solberga,2012,-57
2120620_norra_solberga,2013,-11
2120620_norra_solberga,2014,-50
2120630_vastra_solberga,2000,-2
2120630_vastra_solberga,2001,-5
2120630_vastra_solberga,2002,-1
2120630_vastra_solberga,2003,-10
2120630_vastra_solberga,2004,-2
2120630_vastra_solberga,2005,55
2120630_vastra_solberga,2006,-57
2120630_vastra_solberga,2007,-18
2120630_vastra_solberga,2008,-26
2120630_vastra_solberga,2009,7
2120630_vastra_solberga,2010,4
2120630_vastra_solberga,2011,-131
2120630_vastra_solberga,2012,-2
2120630_vastra_solberga,2013,-3
2120630_vastra_solberga,2014,-9
2120660_sodra_solberga,2000,20
2120660_sodra_solberga,2001,11
2120660_sodra_solberga,2002,6
2120660_sodra_solberga,2003,35
2120660_sodra_solberga,2004,66
2120660_sodra_solberga,2005,16
2120660_sodra_solberga,2006,37
2120660_sodra_solberga,2007,33
2120660_sodra_solberga,2008,186
2120660_sodra_solberga,2009,-19
2120660_sodra_solberga,2010,22
2120660_sodra_solberga,2011,-19
2120660_sodra_solberga,2012,100
2120660_sodra_solberga,2013,99
2120660_sodra_solberga,2014,-17
2120700_vastertorp,2000,130
2120700_vastertorp,2001,-14
2120700_vastertorp,2002,22
2120700_vastertorp,2003,-50
2120700_vastertorp,2004,29
2120700_vastertorp,2005,16
2120700_vastertorp,2006,11
2120700_vastertorp,2007,-32
2120700_vastertorp,2008,82
2120700_vastertorp,2009,245
2120700_vastertorp,2010,53
2120700_vastertorp,2011,58
2120700_vastertorp,2012,44
2120700_vastertorp,2013,-59
2120700_vastertorp,2014,-8
2120820_vastra_alvsjo,2000,-1
2120820_vastra_alvsjo,2001,-1
2120820_vastra_alvsjo,2002,-11
2120820_vastra_alvsjo,2003,1
2120820_vastra_alvsjo,2004,-17
2120820_vastra_alvsjo,2005,-6
2120820_vastra_alvsjo,2006,9
2120820_vastra_alvsjo,2007,1
2120820_vastra_alvsjo,2008,5
2120820_vastra_alvsjo,2009,38
2120820_vastra_alvsjo,2010,7
2120820_vastra_alvsjo,2011,-17
2120820_vastra_alvsjo,2012,-3
2120820_vastra_alvsjo,2013,8
2120820_vastra_alvsjo,2014,-10
2120900_orby_slott,2000,1
2120900_orby_slott,2001,-3
2120900_orby_slott,2002,-7
2120900_orby_slott,2003,-9
2120900_orby_slott,2004,5
2120900_orby_slott,2005,21
2120900_orby_slott,2006,-14
2120900_orby_slott,2007,8
2120900_orby_slott,2008,-31
2120900_orby_slott,2009,-5
2120900_orby_slott,2010,49
2120900_orby_slott,2011,5
2120900_orby_slott,2012,9
2120900_orby_slott,2013,26
2120900_orby_slott,2014,-26
2121020_okand,2000,-11
2121020_okand,2001,13
2121020_okand,2002,3
2121020_okand,2003,-55
2121020_okand,2004,-35
2121020_okand,2005,12
2121020_okand,2006,22
2121020_okand,2007,-18
2121020_okand,2008,-4
2121020_okand,2009,32
2130100_bandhagen,2000,57
2130100_bandhagen,2001,24
2130100_bandhagen,2002,-39
2130100_bandhagen,2003,30
2130100_bandhagen,2004,-35
2130100_bandhagen,2005,-47
2130100_bandhagen,2006,-5
2130100_bandhagen,2007,67
2130100_bandhagen,2008,8
2130100_bandhagen,2009,30
2130100_bandhagen,2010,53
2130100_bandhagen,2011,-30
2130100_bandhagen,2012,65
2130100_bandhagen,2013,25
2130100_bandhagen,2014,-3
2130210_hogdalens_centrum,2000,3
2130210_hogdalens_centrum,2001,5
2130210_hogdalens_centrum,2002,1
2130210_hogdalens_centrum,2003,4
2130210_hogdalens_centrum,2004,4
2130210_hogdalens_centrum,2005,-2
2130210_hogdalens_centrum,2006,-2
2130210_hogdalens_centrum,2007,28
2130210_hogdalens_centrum,2008,58
2130210_hogdalens_centrum,2009,-5
2130210_hogdalens_centrum,2010,-24
2130210_hogdalens_centrum,2011,-3
2130210_hogdalens_centrum,2012,40
2130210_hogdalens_centrum,2013,108
2130210_hogdalens_centrum,2014,43
2130220_ostra_hogdalen,2000,11
2130220_ostra_hogdalen,2001,-4
2130220_ostra_hogdalen,2002,10
2130220_ostra_hogdalen,2003,-14
2130220_ostra_hogdalen,2004,-15
2130220_ostra_hogdalen,2005,10
2130220_ostra_hogdalen,2006,-8
2130220_ostra_hogdalen,2007,-37
2130220_ostra_hogdalen,2008,-23
2130220_ostra_hogdalen,2009,8
2130220_ostra_hogdalen,2010,14
2130220_ostra_hogdalen,2011,-3
2130220_ostra_hogdalen,2012,10
2130220_ostra_hogdalen,2013,24
2130220_ostra_hogdalen,2014,9
2130230_vastra_hogdalen,2000,16
2130230_vastra_hogdalen,2001,-4
2130230_vastra_hogdalen,2002,-3
2130230_vastra_hogdalen,2003,10
2130230_vastra_hogdalen,2004,-2
2130230_vastra_hogdalen,2005,8
2130230_vastra_hogdalen,2006,8
2130230_vastra_hogdalen,2007,4
2130230_vastra_hogdalen,2008,15
2130230_vastra_hogdalen,2009,-1
2130230_vastra_hogdalen,2010,5
2130230_vastra_hogdalen,2011,15
2130230_vastra_hogdalen,2012,11
2130230_vastra_hogdalen,2013,11
2130230_vastra_hogdalen,2014,22
2130240_skebokvarnsvagen,2000,36
2130240_skebokvarnsvagen,2001,18
2130240_skebokvarnsvagen,2002,2
2130240_skebokvarnsvagen,2003,-19
2130240_skebokvarnsvagen,2004,33
2130240_skebokvarnsvagen,2005,10
2130240_skebokvarnsvagen,2006,17
2130240_skebokvarnsvagen,2007,27
2130240_skebokvarnsvagen,2008,-14
2130240_skebokvarnsvagen,2009,10
2130240_skebokvarnsvagen,2010,-2
2130240_skebokvarnsvagen,2011,-6
2130240_skebokvarnsvagen,2012,43
2130240_skebokvarnsvagen,2013,27
2130240_skebokvarnsvagen,2014,-29
2130320_ragsveds_torg,2000,-29
2130320_ragsveds_torg,2001,0
2130320_ragsveds_torg,2002,-30
2130320_ragsveds_torg,2003,9
2130320_ragsveds_torg,2004,-22
2130320_ragsveds_torg,2005,-30
2130320_ragsveds_torg,2006,-21
2130320_ragsveds_torg,2007,-40
2130320_ragsveds_torg,2008,34
2130320_ragsveds_torg,2009,-46
2130320_ragsveds_torg,2010,-17
2130320_ragsveds_torg,2011,-51
2130320_ragsveds_torg,2012,-63
2130320_ragsveds_torg,2013,-30
2130320_ragsveds_torg,2014,-20
2130330_bjursatra,2000,33
2130330_bjursatra,2001,-6
2130330_bjursatra,2002,-10
2130330_bjursatra,2003,-60
2130330_bjursatra,2004,-37
2130330_bjursatra,2005,-73
2130330_bjursatra,2006,25
2130330_bjursatra,2007,18
2130330_bjursatra,2008,-92
2130330_bjursatra,2009,-62
2130330_bjursatra,2010,53
2130330_bjursatra,2011,-34
2130330_bjursatra,2012,-60
2130330_bjursatra,2013,-30
2130330_bjursatra,2014,-55
2130340_snosatra,2000,-8
2130340_snosatra,2001,-19
2130340_snosatra,2002,-13
2130340_snosatra,2003,-10
2130340_snosatra,2004,-43
2130340_snosatra,2005,-4
2130340_snosatra,2006,-34
2130340_snosatra,2007,-19
2130340_snosatra,2008,0
2130340_snosatra,2009,-26
2130340_snosatra,2010,-16
2130340_snosatra,2011,-6
2130340_snosatra,2012,27
2130340_snosatra,2013,2
2130340_snosatra,2014,-26
2130420_backaskiftsvagen,2000,-9
2130420_backaskiftsvagen,2001,5
2130420_backaskiftsvagen,2002,-12
2130420_backaskiftsvagen,2003,-2
2130420_backaskiftsvagen,2004,14
2130420_backaskiftsvagen,2005,-30
2130420_backaskiftsvagen,2006,-1
2130420_backaskiftsvagen,2007,4
2130420_backaskiftsvagen,2008,9
2130420_backaskiftsvagen,2009,26
2130420_backaskiftsvagen,2010,42
2130420_backaskiftsvagen,2011,11
2130420_backaskiftsvagen,2012,4
2130420_backaskiftsvagen,2013,-31
2130420_backaskiftsvagen,2014,29
2130430_ostra_stureby,2000,21
2130430_ostra_stureby,2001,-3
2130430_ostra_stureby,2002,32
2130430_ostra_stureby,2003,38
2130430_ostra_stureby,2004,2
2130430_ostra_stureby,2005,12
2130430_ostra_stureby,2006,6
2130430_ostra_stureby,2007,-14
2130430_ostra_stureby,2008,24
2130430_ostra_stureby,2009,2
2130430_ostra_stureby,2010,20
2130430_ostra_stureby,2011,-8
2130430_ostra_stureby,2012,13
2130430_ostra_stureby,2013,41
2130430_ostra_stureby,2014,12
2130440_vastra_stureby,2000,-14
2130440_vastra_stureby,2001,27
2130440_vastra_stureby,2002,-6
2130440_vastra_stureby,2003,-23
2130440_vastra_stureby,2004,-40
2130440_vastra_stureby,2005,12
2130440_vastra_stureby,2006,10
2130440_vastra_stureby,2007,9
2130440_vastra_stureby,2008,-35
2130440_vastra_stureby,2009,1
2130440_vastra_stureby,2010,-5
2130440_vastra_stureby,2011,-6
2130440_vastra_stureby,2012,-12
2130440_vastra_stureby,2013,-8
2130440_vastra_stureby,2014,-8
2130501_orby_n,2000,13
2130501_orby_n,2001,-31
2130501_orby_n,2002,-5
2130501_orby_n,2003,-3
2130501_orby_n,2004,-8
2130501_orby_n,2005,-21
2130501_orby_n,2006,-5
2130501_orby_n,2007,-6
2130501_orby_n,2008,-26
2130501_orby_n,2009,-6
2130501_orby_n,2010,26
2130501_orby_n,2011,2
2130501_orby_n,2012,-19
2130501_orby_n,2013,0
2130501_orby_n,2014,-2
2130502_orby_s,2000,8
2130502_orby_s,2001,3
2130502_orby_s,2002,14
2130502_orby_s,2003,-3
2130502_orby_s,2004,-4
2130502_orby_s,2005,3
2130502_orby_s,2006,0
2130502_orby_s,2007,29
2130502_orby_s,2008,19
2130502_orby_s,2009,54
2130502_orby_s,2010,31
2130502_orby_s,2011,-28
2130502_orby_s,2012,-31
2130502_orby_s,2013,8
2130502_orby_s,2014,33
2130620_hagsatra_torg,2000,-25
2130620_hagsatra_torg,2001,-7
2130620_hagsatra_torg,2002,-40
2130620_hagsatra_torg,2003,-56
2130620_hagsatra_torg,2004,10
2130620_hagsatra_torg,2005,5
2130620_hagsatra_torg,2006,-13
2130620_hagsatra_torg,2007,-1
2130620_hagsatra_torg,2008,7
2130620_hagsatra_torg,2009,-51
2130620_hagsatra_torg,2010,-61
2130620_hagsatra_torg,2011,-27
2130620_hagsatra_torg,2012,-6
2130620_hagsatra_torg,2013,18
2130620_hagsatra_torg,2014,58
2130630_ormkarr,2000,-4
2130630_ormkarr,2001,-9
2130630_ormkarr,2002,-11
2130630_ormkarr,2003,-2
2130630_ormkarr,2004,-4
2130630_ormkarr,2005,12
2130630_ormkarr,2006,6
2130630_ormkarr,2007,12
2130630_ormkarr,2008,14
2130630_ormkarr,2009,0
2130630_ormkarr,2010,13
2130630_ormkarr,2011,1
2130630_ormkarr,2012,24
2130630_ormkarr,2013,-21
2130630_ormkarr,2014,-4
2140120_ostra_enskedefaltet,2000,-8
2140120_ostra_enskedefaltet,2001,-18
2140120_ostra_enskedefaltet,2002,-7
2140120_ostra_enskedefaltet,2003,-9
2140120_ostra_enskedefaltet,2004,-4
2140120_ostra_enskedefaltet,2005,-9
2140120_ostra_enskedefaltet,2006,-1
2140120_ostra_enskedefaltet,2007,-6
2140120_ostra_enskedefaltet,2008,-7
2140120_ostra_enskedefaltet,2009,-8
2140120_ostra_enskedefaltet,2010,3
2140120_ostra_enskedefaltet,2011,-5
2140120_ostra_enskedefaltet,2012,-16
2140120_ostra_enskedefaltet,2013,11
2140120_ostra_enskedefaltet,2014,3
2140210_vastra_enskede_gard,2000,1
2140210_vastra_enskede_gard,2001,15
2140210_vastra_enskede_gard,2002,-26
2140210_vastra_enskede_gard,2003,-3
2140210_vastra_enskede_gard,2004,-19
2140210_vastra_enskede_gard,2005,-11
2140210_vastra_enskede_gard,2006,-4
2140210_vastra_enskede_gard,2007,-8
2140210_vastra_enskede_gard,2008,12
2140210_vastra_enskede_gard,2009,3
2140210_vastra_enskede_gard,2010,9
2140210_vastra_enskede_gard,2011,0
2140210_vastra_enskede_gard,2012,-34
2140210_vastra_enskede_gard,2013,-3
2140210_vastra_enskede_gard,2014,5
2140220_tradskolan,2000,-11
2140220_tradskolan,2001,3
2140220_tradskolan,2002,-21
2140220_tradskolan,2003,-1
2140220_tradskolan,2004,-2
2140220_tradskolan,2005,-9
2140220_tradskolan,2006,-7
2140220_tradskolan,2007,12
2140220_tradskolan,2008,0
2140220_tradskolan,2009,-22
2140220_tradskolan,2010,-7
2140220_tradskolan,2011,13
2140220_tradskolan,2012,2
2140220_tradskolan,2013,-4
2140220_tradskolan,2014,-13
2140320_enskede_kyrka,2000,6
2140320_enskede_kyrka,2001,-4
2140320_enskede_kyrka,2002,-21
2140320_enskede_kyrka,2003,-54
2140320_enskede_kyrka,2004,2
2140320_enskede_kyrka,2005,-2
2140320_enskede_kyrka,2006,0
2140320_enskede_kyrka,2007,-38
2140320_enskede_kyrka,2008,-2
2140320_enskede_kyrka,2009,-2
2140320_enskede_kyrka,2010,-9
2140320_enskede_kyrka,2011,-51
2140320_enskede_kyrka,2012,56
2140320_enskede_kyrka,2013,-12
2140320_enskede_kyrka,2014,-4
2140330_svampvagen,2000,-7
2140330_svampvagen,2001,14
2140330_svampvagen,2002,-3
2140330_svampvagen,2003,23
2140330_svampvagen,2004,10
2140330_svampvagen,2005,3
2140330_svampvagen,2006,1
2140330_svampvagen,2007,3
2140330_svampvagen,2008,64
2140330_svampvagen,2009,-11
2140330_svampvagen,2010,-18
2140330_svampvagen,2011,67
2140330_svampvagen,2012,25
2140330_svampvagen,2013,7
2140330_svampvagen,2014,-20
2140340_sandsborg,2000,-5
2140340_sandsborg,2001,-6
2140340_sandsborg,2002,-36
2140340_sandsborg,2003,-5
2140340_sandsborg,2004,11
2140340_sandsborg,2005,-20
2140340_sandsborg,2006,1
2140340_sandsborg,2007,-20
2140340_sandsborg,2008,18
2140340_sandsborg,2009,-19
2140340_sandsborg,2010,6
2140340_sandsborg,2011,2
2140340_sandsborg,2012,16
2140340_sandsborg,2013,-11
2140340_sandsborg,2014,-28
2140350_dalen,2000,-8
2140350_dalen,2001,3
2140350_dalen,2002,4
2140350_dalen,2003,0
2140350_dalen,2004,-1
2140350_dalen,2005,-50
2140350_dalen,2006,-39
2140350_dalen,2007,-22
2140350_dalen,2008,-29
2140350_dalen,2009,60
2140350_dalen,2010,-25
2140350_dalen,2011,-33
2140350_dalen,2012,15
2140350_dalen,2013,-4
2140350_dalen,2014,-15
2140620_gullmarsplan,2000,28
2140620_gullmarsplan,2001,-2
2140620_gullmarsplan,2002,-13
2140620_gullmarsplan,2003,25
2140620_gullmarsplan,2004,33
2140620_gullmarsplan,2005,-16
2140620_gullmarsplan,2006,-16
2140620_gullmarsplan,2007,22
2140620_gullmarsplan,2008,9
2140620_gullmarsplan,2009,8
2140620_gullmarsplan,2010,21
2140620_gullmarsplan,2011,4
2140620_gullmarsplan,2012,2
2140620_gullmarsplan,2013,-36
2140620_gullmarsplan,2014,-33
2140630_skarmarbrink,2000,14
2140630_skarmarbrink,2001,-40
2140630_skarmarbrink,2002,40
2140630_skarmarbrink,2003,27
2140630_skarmarbrink,2004,-12
2140630_skarmarbrink,2005,19
2140630_skarmarbrink,2006,23
2140630_skarmarbrink,2007,12
2140630_skarmarbrink,2008,13
2140630_skarmarbrink,2009,-20
2140630_skarmarbrink,2010,3
2140630_skarmarbrink,2011,-85
2140630_skarmarbrink,2012,35
2140630_skarmarbrink,2013,5
2140630_skarmarbrink,2014,41
2140820_skanskvarn,2000,33
2140820_skanskvarn,2001,4
2140820_skanskvarn,2002,-27
2140820_skanskvarn,2003,25
2140820_skanskvarn,2004,-36
2140820_skanskvarn,2005,-30
2140820_skanskvarn,2006,11
2140820_skanskvarn,2007,29
2140820_skanskvarn,2008,52
2140820_skanskvarn,2009,124
2140820_skanskvarn,2010,-23
2140820_skanskvarn,2011,52
2140820_skanskvarn,2012,-50
2140820_skanskvarn,2013,14
2140820_skanskvarn,2014,10
2140830_arsta_centrum,2000,37
2140830_arsta_centrum,2001,15
2140830_arsta_centrum,2002,14
2140830_arsta_centrum,2003,17
2140830_arsta_centrum,2004,59
2140830_arsta_centrum,2005,17
2140830_arsta_centrum,2006,29
2140830_arsta_centrum,2007,43
2140830_arsta_centrum,2008,54
2140830_arsta_centrum,2009,-17
2140830_arsta_centrum,2010,10
2140830_arsta_centrum,2011,11
2140830_arsta_centrum,2012,-3
2140830_arsta_centrum,2013,-40
2140830_arsta_centrum,2014,-6
2140840_arsta_gard,2000,16
2140840_arsta_gard,2001,-32
2140840_arsta_gard,2002,2
2140840_arsta_gard,2003,-43
2140840_arsta_gard,2004,9
2140840_arsta_gard,2005,52
2140840_arsta_gard,2006,42
2140840_arsta_gard,2007,16
2140840_arsta_gard,2008,-36
2140840_arsta_gard,2009,-61
2140840_arsta_gard,2010,-35
2140840_arsta_gard,2011,-30
2140840_arsta_gard,2012,-25
2140840_arsta_gard,2013,-22
2140840_arsta_gard,2014,-26
2140850_valla_garde,2000,4
2140850_valla_garde,2001,27
2140850_valla_garde,2002,16
2140850_valla_garde,2003,-13
2140850_valla_garde,2004,4
2140850_valla_garde,2005,-3
2140850_valla_garde,2006,-16
2140850_valla_garde,2007,6
2140850_valla_garde,2008,50
2140850_valla_garde,2009,45
2140850_valla_garde,2010,23
2140850_valla_garde,2011,-1
2140850_valla_garde,2012,21
2140850_valla_garde,2013,-40
2140850_valla_garde,2014,-4
2150100_bjorkhagen,2000,73
2150100_bjorkhagen,2001,1
2150100_bjorkhagen,2002,-56
2150100_bjorkhagen,2003,81
2150100_bjorkhagen,2004,3
2150100_bjorkhagen,2005,-7
2150100_bjorkhagen,2006,1
2150100_bjorkhagen,2007,-32
2150100_bjorkhagen,2008,-44
2150100_bjorkhagen,2009,51
2150100_bjorkhagen,2010,-57
2150100_bjorkhagen,2011,7
2150100_bjorkhagen,2012,-48
2150100_bjorkhagen,2013,-25
2150100_bjorkhagen,2014,-49
2150200_enskededalen,2000,7
2150200_enskededalen,2001,0
2150200_enskededalen,2002,-15
2150200_enskededalen,2003,-7
2150200_enskededalen,2004,-12
2150200_enskededalen,2005,-31
2150200_enskededalen,2006,-6
2150200_enskededalen,2007,32
2150200_enskededalen,2008,10
2150200_enskededalen,2009,6
2150200_enskededalen,2010,19
2150200_enskededalen,2011,-7
2150200_enskededalen,2012,86
2150200_enskededalen,2013,40
2150200_enskededalen,2014,-4
2150400_okand,2000,81
2150400_okand,2001,-6
2150400_okand,2002,-46
2150400_okand,2003,-15
2150400_okand,2004,-18
2150400_okand,2005,-22
2150400_okand,2006,33
2150400_okand,2007,0
2150400_okand,2008,67
2150400_okand,2009,130
2150500_karrtorp,2000,-1
2150500_karrtorp,2001,19
2150500_karrtorp,2002,-8
2150500_karrtorp,2003,9
2150500_karrtorp,2004,-6
2150500_karrtorp,2005,-1
2150500_karrtorp,2006,7
2150500_karrtorp,2007,-7
2150500_karrtorp,2008,53
2150500_karrtorp,2009,179
2150500_karrtorp,2010,94
2150500_karrtorp,2011,-17
2150500_karrtorp,2012,-1
2150500_karrtorp,2013,-25
2150500_karrtorp,2014,-7
2150720_pungpinan,2000,-7
2150720_pungpinan,2001,-9
2150720_pungpinan,2002,-10
2150720_pungpinan,2003,-25
2150720_pungpinan,2004,9
2150720_pungpinan,2005,-11
2150720_pungpinan,2006,-8
2150720_pungpinan,2007,-17
2150720_pungpinan,2008,-7
2150720_pungpinan,2009,48
2150720_pungpinan,2010,59
2150720_pungpinan,2011,12
2150720_pungpinan,2012,-11
2150720_pungpinan,2013,-5
2150720_pungpinan,2014,-11
2150731_skarpnacksfaltet_o,2000,-29
2150731_skarpnacksfaltet_o,2001,-12
2150731_skarpnacksfaltet_o,2002,-3
2150731_skarpnacksfaltet_o,2003,-46
2150731_skarpnacksfaltet_o,2004,-30
2150731_skarpnacksfaltet_o,2005,-50
2150731_skarpnacksfaltet_o,2006,-39
2150731_skarpnacksfaltet_o,2007,-39
2150731_skarpnacksfaltet_o,2008,-10
2150731_skarpnacksfaltet_o,2009,-10
2150731_skarpnacksfaltet_o,2010,-17
2150731_skarpnacksfaltet_o,2011,-42
2150731_skarpnacksfaltet_o,2012,-11
