basomrade,year,immigration_surplus_male
5432030_klinten,2007,-5
5432030_klinten,2008,8
5432030_klinten,2009,-1
5432030_klinten,2010,6
5432030_klinten,2011,-32
5432030_klinten,2012,-22
5432030_klinten,2013,45
5432030_klinten,2014,6
5432100_eknas,2000,-6
5432100_eknas,2001,-19
5432100_eknas,2002,-18
5432100_eknas,2003,1
5432100_eknas,2004,1
5432100_eknas,2005,30
5432100_eknas,2006,4
5432100_eknas,2007,4
5432100_eknas,2008,-9
5432100_eknas,2009,15
5432100_eknas,2010,0
5432100_eknas,2011,-21
5432100_eknas,2012,106
5432100_eknas,2013,37
5432100_eknas,2014,60
5432200_vastra_kummelnas,2000,18
5432200_vastra_kummelnas,2001,33
5432200_vastra_kummelnas,2002,8
5432200_vastra_kummelnas,2003,16
5432200_vastra_kummelnas,2004,-2
5432200_vastra_kummelnas,2005,14
5432200_vastra_kummelnas,2006,-9
5432200_vastra_kummelnas,2007,19
5432200_vastra_kummelnas,2008,13
5432200_vastra_kummelnas,2009,12
5432200_vastra_kummelnas,2010,10
5432200_vastra_kummelnas,2011,5
5432200_vastra_kummelnas,2012,-4
5432200_vastra_kummelnas,2013,7
5432200_vastra_kummelnas,2014,39
5432220_ostra_kummelnas,2000,19
5432220_ostra_kummelnas,2001,-15
5432220_ostra_kummelnas,2002,6
5432220_ostra_kummelnas,2003,17
5432220_ostra_kummelnas,2004,3
5432220_ostra_kummelnas,2005,9
5432220_ostra_kummelnas,2006,11
5432220_ostra_kummelnas,2007,6
5432220_ostra_kummelnas,2008,18
5432220_ostra_kummelnas,2009,39
5432220_ostra_kummelnas,2010,11
5432220_ostra_kummelnas,2011,24
5432220_ostra_kummelnas,2012,20
5432220_ostra_kummelnas,2013,-5
5432220_ostra_kummelnas,2014,21
5432300_kil,2000,28
5432300_kil,2001,44
5432300_kil,2002,21
5432300_kil,2003,-2
5432300_kil,2004,16
5432300_kil,2005,21
5432300_kil,2006,1
5432300_kil,2007,-5
5432300_kil,2008,17
5432300_kil,2009,14
5432300_kil,2010,7
5432300_kil,2011,13
5432300_kil,2012,1
5432300_kil,2013,-1
5432300_kil,2014,8
5432400_krokhojden,2000,-15
5432400_krokhojden,2001,11
5432400_krokhojden,2002,-8
5432400_krokhojden,2003,-2
5432400_krokhojden,2004,-7
5432400_krokhojden,2005,-4
5432400_krokhojden,2006,-3
5432400_krokhojden,2007,-22
5432400_krokhojden,2008,1
5432400_krokhojden,2009,9
5432400_krokhojden,2010,-8
5432400_krokhojden,2011,-5
5432400_krokhojden,2012,-6
5432400_krokhojden,2013,3
5432400_krokhojden,2014,-7
5432410_orminge,2000,46
5432410_orminge,2001,-35
5432410_orminge,2002,-44
5432410_orminge,2003,-44
5432410_orminge,2004,-11
5432410_orminge,2005,-46
5432410_orminge,2006,45
5432410_orminge,2007,24
5432410_orminge,2008,-37
5432410_orminge,2009,-22
5432410_orminge,2010,39
5432410_orminge,2011,3
5432410_orminge,2012,7
5432410_orminge,2013,-13
5432410_orminge,2014,-17
5432500_mensattra,2000,-7
5432500_mensattra,2001,-36
5432500_mensattra,2002,-5
5432500_mensattra,2003,-25
5432500_mensattra,2004,-18
5432500_mensattra,2005,-26
5432500_mensattra,2006,-7
5432500_mensattra,2007,-28
5432500_mensattra,2008,-26
5432500_mensattra,2009,7
5432500_mensattra,2010,18
5432500_mensattra,2011,-2
5432500_mensattra,2012,-19
5432500_mensattra,2013,-20
5432500_mensattra,2014,-29
5432600_kallvagen,2000,33
5432600_kallvagen,2001,13
5432600_kallvagen,2002,34
5432600_kallvagen,2003,51
5432600_kallvagen,2004,32
5432600_kallvagen,2005,34
5432600_kallvagen,2006,-12
5432600_kallvagen,2007,-18
5432600_kallvagen,2008,12
5432600_kallvagen,2009,-20
5432600_kallvagen,2010,-8
5432600_kallvagen,2011,3
5432600_kallvagen,2012,-8
5432600_kallvagen,2013,-17
5432600_kallvagen,2014,-5
5432610_eriksvik,2000,1
5432610_eriksvik,2001,12
5432610_eriksvik,2002,2
5432610_eriksvik,2003,1
5432610_eriksvik,2004,5
5432610_eriksvik,2005,-4
5432610_eriksvik,2006,-7
5432610_eriksvik,2007,28
5432610_eriksvik,2008,30
5432610_eriksvik,2009,2
5432610_eriksvik,2010,6
5432610_eriksvik,2011,6
5432610_eriksvik,2012,9
5432610_eriksvik,2013,4
5432610_eriksvik,2014,10
5432700_norra_lannersta,2000,31
5432700_norra_lannersta,2001,-12
5432700_norra_lannersta,2002,10
5432700_norra_lannersta,2003,20
5432700_norra_lannersta,2004,7
5432700_norra_lannersta,2005,8
5432700_norra_lannersta,2006,-4
5432700_norra_lannersta,2007,-16
5432700_norra_lannersta,2008,-8
5432700_norra_lannersta,2009,29
5432700_norra_lannersta,2010,12
5432700_norra_lannersta,2011,25
5432700_norra_lannersta,2012,28
5432700_norra_lannersta,2013,21
5432700_norra_lannersta,2014,-22
5432710_sodra_lannersta,2000,-1
5432710_sodra_lannersta,2001,8
5432710_sodra_lannersta,2002,0
5432710_sodra_lannersta,2003,10
5432710_sodra_lannersta,2004,15
5432710_sodra_lannersta,2005,25
5432710_sodra_lannersta,2006,17
5432710_sodra_lannersta,2007,14
5432710_sodra_lannersta,2008,24
5432710_sodra_lannersta,2009,18
5432710_sodra_lannersta,2010,21
5432710_sodra_lannersta,2011,9
5432710_sodra_lannersta,2012,-3
5432710_sodra_lannersta,2013,12
5432710_sodra_lannersta,2014,11
5432810_boo_gard,2000,-8
5432810_boo_gard,2001,4
5432810_boo_gard,2002,8
5432810_boo_gard,2003,58
5432810_boo_gard,2004,15
5432810_boo_gard,2005,35
5432810_boo_gard,2006,31
5432810_boo_gard,2007,-9
5432810_boo_gard,2008,39
5432810_boo_gard,2009,13
5432810_boo_gard,2010,16
5432810_boo_gard,2011,-1
5432810_boo_gard,2012,-9
5432810_boo_gard,2013,7
5432810_boo_gard,2014,7
5432900_gustavsvik,2000,3
5432900_gustavsvik,2001,-1
5432900_gustavsvik,2002,4
5432900_gustavsvik,2003,3
5432900_gustavsvik,2004,4
5432900_gustavsvik,2005,20
5432900_gustavsvik,2006,-7
5432900_gustavsvik,2007,3
5432900_gustavsvik,2008,19
5432900_gustavsvik,2009,6
5432900_gustavsvik,2010,-22
5432900_gustavsvik,2011,3
5432900_gustavsvik,2012,-2
5432900_gustavsvik,2013,-8
5432900_gustavsvik,2014,13
3810100_lilla_alby,2000,38
3810100_lilla_alby,2001,-4
3810100_lilla_alby,2002,-46
3810100_lilla_alby,2003,-47
3810100_lilla_alby,2004,-47
3810100_lilla_alby,2005,-14
3810100_lilla_alby,2006,25
3810100_lilla_alby,2007,-38
3810100_lilla_alby,2008,6
3810100_lilla_alby,2009,93
3810100_lilla_alby,2010,54
3810100_lilla_alby,2011,-41
3810100_lilla_alby,2012,-37
3810100_lilla_alby,2013,8
3810100_lilla_alby,2014,179
3810110_sundbybergs_industriomr,2000,59
3810110_sundbybergs_industriomr,2001,29
3810110_sundbybergs_industriomr,2002,2
3810110_sundbybergs_industriomr,2003,29
3810110_sundbybergs_industriomr,2004,-4
3810110_sundbybergs_industriomr,2005,-2
3810110_sundbybergs_industriomr,2006,0
3810110_sundbybergs_industriomr,2007,-16
3810110_sundbybergs_industriomr,2008,-22
3810110_sundbybergs_industriomr,2009,-12
3810110_sundbybergs_industriomr,2010,0
3810110_sundbybergs_industriomr,2011,6
3810110_sundbybergs_industriomr,2012,-7
3810110_sundbybergs_industriomr,2013,2
3810110_sundbybergs_industriomr,2014,-10
3810220_rasten,2000,-1
3810220_rasten,2001,-2
3810220_rasten,2002,-13
3810220_rasten,2003,-24
3810220_rasten,2004,25
3810220_rasten,2005,26
3810220_rasten,2006,-36
3810220_rasten,2007,-5
3810220_rasten,2008,-5
3810220_rasten,2009,-11
3810220_rasten,2010,-6
3810220_rasten,2011,22
3810220_rasten,2012,9
3810220_rasten,2013,3
3810220_rasten,2014,-10
3810230_sundbybergs_centrum,2000,10
3810230_sundbybergs_centrum,2001,-12
3810230_sundbybergs_centrum,2002,8
3810230_sundbybergs_centrum,2003,-69
3810230_sundbybergs_centrum,2004,32
3810230_sundbybergs_centrum,2005,23
3810230_sundbybergs_centrum,2006,-24
3810230_sundbybergs_centrum,2007,-21
3810230_sundbybergs_centrum,2008,12
3810230_sundbybergs_centrum,2009,-25
3810230_sundbybergs_centrum,2010,12
3810230_sundbybergs_centrum,2011,57
3810230_sundbybergs_centrum,2012,-3
3810230_sundbybergs_centrum,2013,-20
3810230_sundbybergs_centrum,2014,-25
3810240_starrbacksgatan,2000,21
3810240_starrbacksgatan,2001,-10
3810240_starrbacksgatan,2002,-30
3810240_starrbacksgatan,2003,-18
3810240_starrbacksgatan,2004,-4
3810240_starrbacksgatan,2005,0
3810240_starrbacksgatan,2006,-8
3810240_starrbacksgatan,2007,-20
3810240_starrbacksgatan,2008,48
3810240_starrbacksgatan,2009,-45
3810240_starrbacksgatan,2010,9
3810240_starrbacksgatan,2011,3
3810240_starrbacksgatan,2012,45
3810240_starrbacksgatan,2013,5
3810240_starrbacksgatan,2014,3
3810300_storskogen,2000,11
3810300_storskogen,2001,3
3810300_storskogen,2002,5
3810300_storskogen,2003,50
3810300_storskogen,2004,2
3810300_storskogen,2005,2
3810300_storskogen,2006,17
3810300_storskogen,2007,-4
3810300_storskogen,2008,104
3810300_storskogen,2009,32
3810300_storskogen,2010,30
3810300_storskogen,2011,24
3810300_storskogen,2012,-15
3810300_storskogen,2013,-20
3810300_storskogen,2014,36
3810310_lotsjo,2000,7
3810310_lotsjo,2001,-4
3810310_lotsjo,2002,-6
3810310_lotsjo,2003,-3
3810310_lotsjo,2004,-2
3810310_lotsjo,2005,-1
3810310_lotsjo,2006,-5
3810310_lotsjo,2007,0
3810310_lotsjo,2008,21
3810310_lotsjo,2009,159
3810310_lotsjo,2010,1
3810310_lotsjo,2011,-18
3810310_lotsjo,2012,1
3810310_lotsjo,2013,-18
3810310_lotsjo,2014,-3
3810320_tule,2000,18
3810320_tule,2001,-12
3810320_tule,2002,-16
3810320_tule,2003,43
3810320_tule,2004,1
3810320_tule,2005,-11
3810320_tule,2006,4
3810320_tule,2007,-1
3810320_tule,2008,59
3810320_tule,2009,21
3810320_tule,2010,-21
3810320_tule,2011,24
3810320_tule,2012,-11
3810320_tule,2013,8
3810320_tule,2014,-19
3810400_duvbo,2000,16
3810400_duvbo,2001,0
3810400_duvbo,2002,-6
3810400_duvbo,2003,-11
3810400_duvbo,2004,8
3810400_duvbo,2005,34
3810400_duvbo,2006,16
3810400_duvbo,2007,1
3810400_duvbo,2008,18
3810400_duvbo,2009,-24
3810400_duvbo,2010,20
3810400_duvbo,2011,10
3810400_duvbo,2012,-17
3810400_duvbo,2013,7
3810400_duvbo,2014,-4
3810410_hasthagen,2000,8
3810410_hasthagen,2001,-11
3810410_hasthagen,2002,2
3810410_hasthagen,2003,-3
3810410_hasthagen,2004,-6
3810410_hasthagen,2005,-1
3810410_hasthagen,2006,0
3810410_hasthagen,2007,-6
3810410_hasthagen,2008,-16
3810410_hasthagen,2009,-12
3810410_hasthagen,2010,-6
3810410_hasthagen,2011,6
3810410_hasthagen,2012,-5
3810410_hasthagen,2013,-3
3810410_hasthagen,2014,-9
3810500_or,2000,16
3810500_or,2001,-7
3810500_or,2002,-3
3810500_or,2003,1
3810500_or,2004,7
3810500_or,2005,17
3810500_or,2006,9
3810500_or,2007,-2
3810500_or,2008,-31
3810500_or,2009,21
3810500_or,2010,-22
3810500_or,2011,-70
3810500_or,2012,-29
3810500_or,2013,127
3810500_or,2014,-60
3810610_hallonbergen,2000,-7
3810610_hallonbergen,2001,-7
3810610_hallonbergen,2002,3
3810610_hallonbergen,2003,-37
3810610_hallonbergen,2004,-32
3810610_hallonbergen,2005,9
3810610_hallonbergen,2006,-20
3810610_hallonbergen,2007,-18
3810610_hallonbergen,2008,-29
3810610_hallonbergen,2009,-48
3810610_hallonbergen,2010,-29
3810610_hallonbergen,2011,-56
3810610_hallonbergen,2012,-48
3810610_hallonbergen,2013,-56
3810610_hallonbergen,2014,-49
3810720_rissne_norra_arbetsomr,2000,5
3810720_rissne_norra_arbetsomr,2001,2
3810720_rissne_norra_arbetsomr,2002,0
3810720_rissne_norra_arbetsomr,2003,1
3810720_rissne_norra_arbetsomr,2004,2
3810720_rissne_norra_arbetsomr,2005,2
3810720_rissne_norra_arbetsomr,2006,2
3810720_rissne_norra_arbetsomr,2007,0
3810720_rissne_norra_arbetsomr,2008,-1
3810720_rissne_norra_arbetsomr,2009,-5
3810720_rissne_norra_arbetsomr,2010,1
3810720_rissne_norra_arbetsomr,2011,2
3810720_rissne_norra_arbetsomr,2012,-1
3810720_rissne_norra_arbetsomr,2013,-2
3810720_rissne_norra_arbetsomr,2014,6
3810740_norra_rissne,2000,-34
3810740_norra_rissne,2001,-21
3810740_norra_rissne,2002,-51
3810740_norra_rissne,2003,-27
3810740_norra_rissne,2004,-39
3810740_norra_rissne,2005,-24
3810740_norra_rissne,2006,-42
3810740_norra_rissne,2007,-1
3810740_norra_rissne,2008,-60
3810740_norra_rissne,2009,-53
3810740_norra_rissne,2010,-22
3810740_norra_rissne,2011,-25
3810740_norra_rissne,2012,-62
3810740_norra_rissne,2013,-58
3810740_norra_rissne,2014,-17
3810750_sodra_rissne,2000,5
3810750_sodra_rissne,2001,-13
3810750_sodra_rissne,2002,-6
3810750_sodra_rissne,2003,-23
3810750_sodra_rissne,2004,-47
3810750_sodra_rissne,2005,-30
3810750_sodra_rissne,2006,14
3810750_sodra_rissne,2007,-19
3810750_sodra_rissne,2008,-50
3810750_sodra_rissne,2009,-25
3810750_sodra_rissne,2010,-48
3810750_sodra_rissne,2011,-58
3810750_sodra_rissne,2012,-67
3810750_sodra_rissne,2013,-17
3810750_sodra_rissne,2014,25
3810810_ursviks_smahusomr,2000,0
3810810_ursviks_smahusomr,2001,5
3810810_ursviks_smahusomr,2002,-2
3810810_ursviks_smahusomr,2003,7
3810810_ursviks_smahusomr,2004,-4
3810810_ursviks_smahusomr,2005,3
3810810_ursviks_smahusomr,2006,-2
3810810_ursviks_smahusomr,2007,4
3810810_ursviks_smahusomr,2008,-13
3810810_ursviks_smahusomr,2009,4
3810810_ursviks_smahusomr,2010,-7
3810810_ursviks_smahusomr,2011,4
3810810_ursviks_smahusomr,2012,2
3810810_ursviks_smahusomr,2013,1
3810810_ursviks_smahusomr,2014,-7
3710120_ritorp,2000,11
3710120_ritorp,2001,9
3710120_ritorp,2002,4
3710120_ritorp,2003,-15
3710120_ritorp,2004,4
3710120_ritorp,2005,8
3710120_ritorp,2006,17
3710120_ritorp,2007,-2
3710120_ritorp,2008,0
3710120_ritorp,2009,-24
3710120_ritorp,2010,1
3710120_ritorp,2011,-5
3710120_ritorp,2012,-7
3710120_ritorp,2013,-68
3710120_ritorp,2014,-26
3710130_jarva_krog,2000,-9
3710130_jarva_krog,2001,1
3710130_jarva_krog,2002,-7
3710130_jarva_krog,2003,-8
3710130_jarva_krog,2004,-6
3710130_jarva_krog,2005,-2
3710130_jarva_krog,2006,5
3710130_jarva_krog,2007,-2
3710130_jarva_krog,2008,-10
3710130_jarva_krog,2009,-1
3710130_jarva_krog,2010,-6
3710130_jarva_krog,2011,-13
3710130_jarva_krog,2012,-4
3710130_jarva_krog,2013,-4
3710130_jarva_krog,2014,-17
3710141_okand,2000,66
3710141_okand,2001,85
3710141_okand,2002,201
3710141_okand,2003,116
3710141_okand,2004,210
3710141_okand,2005,263
3710141_okand,2006,214
3710141_okand,2007,234
3710141_okand,2008,85
3710141_okand,2009,81
3710143_ballongberget,2000,79
3710143_ballongberget,2001,-11
3710143_ballongberget,2002,-6
3710143_ballongberget,2003,-14
3710143_ballongberget,2004,-13
3710143_ballongberget,2005,-20
3710143_ballongberget,2006,-15
3710143_ballongberget,2007,-15
3710143_ballongberget,2008,-14
3710143_ballongberget,2009,-13
3710143_ballongberget,2010,8
3710143_ballongberget,2011,-18
3710143_ballongberget,2012,-20
3710143_ballongberget,2013,-12
3710143_ballongberget,2014,7
3710160_bagartorp,2000,7
3710160_bagartorp,2001,0
3710160_bagartorp,2002,17
3710160_bagartorp,2003,6
3710160_bagartorp,2004,-9
3710160_bagartorp,2005,1
3710160_bagartorp,2006,-15
3710160_bagartorp,2007,4
3710160_bagartorp,2008,-7
3710160_bagartorp,2009,-11
3710160_bagartorp,2010,-8
3710160_bagartorp,2011,8
3710160_bagartorp,2012,5
3710160_bagartorp,2013,-3
3710160_bagartorp,2014,2
3710170_rastahem,2000,9
3710170_rastahem,2001,-12
3710170_rastahem,2002,2
3710170_rastahem,2003,-1
3710170_rastahem,2004,4
3710170_rastahem,2005,-2
3710170_rastahem,2006,-5
3710170_rastahem,2007,-2
3710170_rastahem,2008,0
3710170_rastahem,2009,6
3710170_rastahem,2010,-4
3710170_rastahem,2011,2
3710170_rastahem,2012,-2
3710170_rastahem,2013,-3
3710170_rastahem,2014,-1
3710180_agnesberg,2000,-5
3710180_agnesberg,2001,-14
3710180_agnesberg,2002,-8
3710180_agnesberg,2003,0
3710180_agnesberg,2004,-10
3710180_agnesberg,2005,-33
3710180_agnesberg,2006,-3
3710180_agnesberg,2007,2
3710180_agnesberg,2008,-8
3710180_agnesberg,2009,-3
3710180_agnesberg,2010,59
3710180_agnesberg,2011,-14
3710180_agnesberg,2012,-9
3710180_agnesberg,2013,-9
3710180_agnesberg,2014,-28
3710200_ulriksdal,2000,0
3710200_ulriksdal,2001,-5
3710200_ulriksdal,2002,5
3710200_ulriksdal,2003,1
3710200_ulriksdal,2004,1
3710200_ulriksdal,2005,0
3710200_ulriksdal,2006,2
3710200_ulriksdal,2007,0
3710200_ulriksdal,2008,-5
3710200_ulriksdal,2009,4
3710200_ulriksdal,2010,2
3710200_ulriksdal,2011,-7
3710200_ulriksdal,2012,4
3710200_ulriksdal,2013,0
3710200_ulriksdal,2014,1
3710310_norra_bergshamra,2000,-1
3710310_norra_bergshamra,2001,1
3710310_norra_bergshamra,2002,-4
3710310_norra_bergshamra,2003,6
3710310_norra_bergshamra,2004,2
3710310_norra_bergshamra,2005,-16
3710310_norra_bergshamra,2006,6
3710310_norra_bergshamra,2007,2
3710310_norra_bergshamra,2008,-12
3710310_norra_bergshamra,2009,-13
3710310_norra_bergshamra,2010,-4
3710310_norra_bergshamra,2011,-6
3710310_norra_bergshamra,2012,4
3710310_norra_bergshamra,2013,14
3710310_norra_bergshamra,2014,-16
3710320_bergshamra_torg,2000,-3
3710320_bergshamra_torg,2001,-3
3710320_bergshamra_torg,2002,8
3710320_bergshamra_torg,2003,3
3710320_bergshamra_torg,2004,-6
3710320_bergshamra_torg,2005,3
3710320_bergshamra_torg,2006,3
3710320_bergshamra_torg,2007,9
3710320_bergshamra_torg,2008,4
3710320_bergshamra_torg,2009,-3
3710320_bergshamra_torg,2010,14
3710320_bergshamra_torg,2011,35
3710320_bergshamra_torg,2012,24
3710320_bergshamra_torg,2013,6
3710320_bergshamra_torg,2014,0
3710330_stocksundstorp,2000,0
3710330_stocksundstorp,2001,-1
3710330_stocksundstorp,2002,10
3710330_stocksundstorp,2003,2
3710330_stocksundstorp,2004,-3
3710330_stocksundstorp,2005,-2
3710330_stocksundstorp,2006,-4
3710330_stocksundstorp,2007,0
3710330_stocksundstorp,2008,-2
3710330_stocksundstorp,2009,-5
3710330_stocksundstorp,2010,-9
3710330_stocksundstorp,2011,9
3710330_stocksundstorp,2012,-8
3710330_stocksundstorp,2013,-4
3710330_stocksundstorp,2014,-5
3710340_ostra_bergshamra,2000,9
3710340_ostra_bergshamra,2001,7
3710340_ostra_bergshamra,2002,-4
3710340_ostra_bergshamra,2003,2
3710340_ostra_bergshamra,2004,-5
3710340_ostra_bergshamra,2005,11
3710340_ostra_bergshamra,2006,-4
3710340_ostra_bergshamra,2007,-1
3710340_ostra_bergshamra,2008,-11
3710340_ostra_bergshamra,2009,4
3710340_ostra_bergshamra,2010,-3
3710340_ostra_bergshamra,2011,-2
3710340_ostra_bergshamra,2012,-1
3710340_ostra_bergshamra,2013,6
3710340_ostra_bergshamra,2014,3
3710350_sodra_bergshamra,2000,-21
3710350_sodra_bergshamra,2001,-19
3710350_sodra_bergshamra,2002,-45
3710350_sodra_bergshamra,2003,-24
3710350_sodra_bergshamra,2004,-6
3710350_sodra_bergshamra,2005,-35
3710350_sodra_bergshamra,2006,-35
3710350_sodra_bergshamra,2007,-42
3710350_sodra_bergshamra,2008,-8
3710350_sodra_bergshamra,2009,-12
3710350_sodra_bergshamra,2010,-34
3710350_sodra_bergshamra,2011,-28
3710350_sodra_bergshamra,2012,-22
3710350_sodra_bergshamra,2013,-15
3710350_sodra_bergshamra,2014,-32
3710360_kungshamra,2000,-21
3710360_kungshamra,2001,-12
3710360_kungshamra,2002,5
3710360_kungshamra,2003,-3
3710360_kungshamra,2004,172
3710360_kungshamra,2005,71
3710360_kungshamra,2006,-20
3710360_kungshamra,2007,-4
3710360_kungshamra,2008,59
3710360_kungshamra,2009,9
3710360_kungshamra,2010,81
3710360_kungshamra,2011,38
3710360_kungshamra,2012,17
3710360_kungshamra,2013,-16
3710360_kungshamra,2014,-54
3710420_okand,2000,49
3710420_okand,2001,9
3710420_okand,2002,-31
3710420_okand,2003,-4
3710420_okand,2004,-11
3710420_okand,2005,2
3710420_okand,2006,-6
3710420_okand,2007,-3
3710420_okand,2008,-2
3710420_okand,2009,-9
3710430_karolinska_institutet,2000,-8
3710430_karolinska_institutet,2001,16
3710430_karolinska_institutet,2002,36
3710430_karolinska_institutet,2003,-15
3710430_karolinska_institutet,2004,-30
3710430_karolinska_institutet,2005,-3
3710430_karolinska_institutet,2006,-21
3710430_karolinska_institutet,2007,-10
3710430_karolinska_institutet,2008,-18
3710430_karolinska_institutet,2009,-12
3710430_karolinska_institutet,2010,-1
3710430_karolinska_institutet,2011,-26
3710430_karolinska_institutet,2012,-14
3710430_karolinska_institutet,2013,-26
3710430_karolinska_institutet,2014,1
3710520_huvudsta_gard,2000,11
3710520_huvudsta_gard,2001,14
3710520_huvudsta_gard,2002,4
3710520_huvudsta_gard,2003,-19
3710520_huvudsta_gard,2004,-3
3710520_huvudsta_gard,2005,-6
3710520_huvudsta_gard,2006,-27
3710520_huvudsta_gard,2007,46
3710520_huvudsta_gard,2008,66
3710520_huvudsta_gard,2009,21
3710520_huvudsta_gard,2010,0
3710520_huvudsta_gard,2011,-7
3710520_huvudsta_gard,2012,-23
3710520_huvudsta_gard,2013,102
3710520_huvudsta_gard,2014,23
3710530_sodra_huvudsta,2000,-18
3710530_sodra_huvudsta,2001,23
3710530_sodra_huvudsta,2002,0
3710530_sodra_huvudsta,2003,9
3710530_sodra_huvudsta,2004,-17
3710530_sodra_huvudsta,2005,137
3710530_sodra_huvudsta,2006,7
3710530_sodra_huvudsta,2007,17
3710530_sodra_huvudsta,2008,84
3710530_sodra_huvudsta,2009,-13
3710530_sodra_huvudsta,2010,33
3710530_sodra_huvudsta,2011,21
3710530_sodra_huvudsta,2012,-30
3710530_sodra_huvudsta,2013,-1
3710530_sodra_huvudsta,2014,-8
3710540_ingentingskogen,2000,-12
3710540_ingentingskogen,2001,-25
3710540_ingentingskogen,2002,-17
3710540_ingentingskogen,2003,0
3710540_ingentingskogen,2004,49
3710540_ingentingskogen,2005,20
3710540_ingentingskogen,2006,-14
3710540_ingentingskogen,2007,6
3710540_ingentingskogen,2008,81
3710540_ingentingskogen,2009,34
3710540_ingentingskogen,2010,-6
3710540_ingentingskogen,2011,32
3710540_ingentingskogen,2012,36
3710540_ingentingskogen,2013,-58
3710540_ingentingskogen,2014,-16
3710550_gamla_huvudsta,2000,10
3710550_gamla_huvudsta,2001,23
3710550_gamla_huvudsta,2002,15
3710550_gamla_huvudsta,2003,7
3710550_gamla_huvudsta,2004,-49
3710550_gamla_huvudsta,2005,23
3710550_gamla_huvudsta,2006,40
3710550_gamla_huvudsta,2007,46
3710550_gamla_huvudsta,2008,103
3710550_gamla_huvudsta,2009,79
3710550_gamla_huvudsta,2010,4
3710550_gamla_huvudsta,2011,11
3710550_gamla_huvudsta,2012,-3
3710550_gamla_huvudsta,2013,8
3710550_gamla_huvudsta,2014,-5
3710570_vastra_huvudsta,2000,1
3710570_vastra_huvudsta,2001,8
3710570_vastra_huvudsta,2002,25
3710570_vastra_huvudsta,2003,-7
3710570_vastra_huvudsta,2004,-1
3710570_vastra_huvudsta,2005,0
3710570_vastra_huvudsta,2006,38
3710570_vastra_huvudsta,2007,-23
3710570_vastra_huvudsta,2008,9
3710570_vastra_huvudsta,2009,-29
3710570_vastra_huvudsta,2010,-19
3710570_vastra_huvudsta,2011,-22
3710570_vastra_huvudsta,2012,-14
3710570_vastra_huvudsta,2013,33
3710570_vastra_huvudsta,2014,3
3710580_okand,2000,5
3710580_okand,2001,11
3710580_okand,2002,65
3710580_okand,2003,4
3710580_okand,2004,4
3710580_okand,2005,1
3710580_okand,2006,-7
3710580_okand,2007,-6
3710580_okand,2008,0
3710580_okand,2009,-26
3720610_okand,2000,105
3720610_okand,2001,22
3720610_okand,2002,6
3720610_okand,2003,7
3720610_okand,2004,-24
3720610_okand,2005,-27
3720610_okand,2006,33
3720610_okand,2007,-14
3720610_okand,2008,-23
3720610_okand,2009,-16
3720620_norra_hagalund,2000,1
3720620_norra_hagalund,2001,-23
3720620_norra_hagalund,2002,-31
3720620_norra_hagalund,2003,-23
3720620_norra_hagalund,2004,-25
3720620_norra_hagalund,2005,-74
3720620_norra_hagalund,2006,-26
3720620_norra_hagalund,2007,-59
3720620_norra_hagalund,2008,-26
3720620_norra_hagalund,2009,-53
3720620_norra_hagalund,2010,-40
3720620_norra_hagalund,2011,-28
3720620_norra_hagalund,2012,-60
3720620_norra_hagalund,2013,-18
3720620_norra_hagalund,2014,7
3720630_okand,2000,8
3720630_okand,2001,-9
3720630_okand,2002,-33
3720630_okand,2003,-13
3720630_okand,2004,3
3720630_okand,2005,2
3720630_okand,2006,-23
3720630_okand,2007,-6
3720630_okand,2008,-10
3720630_okand,2009,-8
3720710_okand,2000,-24
3720710_okand,2001,22
3720710_okand,2002,-13
3720710_okand,2003,-22
3720710_okand,2004,-25
3720710_okand,2005,26
3720710_okand,2006,-10
3720710_okand,2007,1
3720710_okand,2008,4
3720710_okand,2009,-9
3720730_skogskronet,2000,15
3720730_skogskronet,2001,8
3720730_skogskronet,2002,6
3720730_skogskronet,2003,24
3720730_skogskronet,2004,-15
3720730_skogskronet,2005,80
3720730_skogskronet,2006,-13
3720730_skogskronet,2007,6
3720730_skogskronet,2008,7
3720730_skogskronet,2009,1
3720730_skogskronet,2010,7
3720730_skogskronet,2011,10
3720730_skogskronet,2012,4
3720730_skogskronet,2013,3
3720730_skogskronet,2014,-1
3720740_okand,2000,-29
3720740_okand,2001,6
3720740_okand,2002,-4
3720740_okand,2003,15
3720740_okand,2004,12
3720740_okand,2005,3
3720740_okand,2006,13
3720740_okand,2007,-25
3720740_okand,2008,-21
3720740_okand,2009,5
3720750_charlottenburg,2000,-8
3720750_charlottenburg,2001,1
3720750_charlottenburg,2002,-8
3720750_charlottenburg,2003,-24
3720750_charlottenburg,2004,-27
3720750_charlottenburg,2005,-11
3720750_charlottenburg,2006,3
3720750_charlottenburg,2007,2
3720750_charlottenburg,2008,27
3720750_charlottenburg,2009,-36
3720750_charlottenburg,2010,-20
3720750_charlottenburg,2011,-11
3720750_charlottenburg,2012,-30
3720750_charlottenburg,2013,9
3720750_charlottenburg,2014,-39
3720760_sodra_vasalund,2000,12
3720760_sodra_vasalund,2001,-7
3720760_sodra_vasalund,2002,-24
3720760_sodra_vasalund,2003,14
3720760_sodra_vasalund,2004,-30
3720760_sodra_vasalund,2005,-15
3720760_sodra_vasalund,2006,-5
3720760_sodra_vasalund,2007,-4
