basomrade,year,cumulative_immigration_surplus_employed_aged_20_64
2250130_vastra_hasselby_gard,2012,62
2250130_vastra_hasselby_gard,2013,61
2250130_vastra_hasselby_gard,2014,53
2250140_sodra_hasselby_gard,2000,40
2250140_sodra_hasselby_gard,2001,42
2250140_sodra_hasselby_gard,2002,28
2250140_sodra_hasselby_gard,2003,-12
2250140_sodra_hasselby_gard,2004,-68
2250140_sodra_hasselby_gard,2005,-103
2250140_sodra_hasselby_gard,2006,-64
2250140_sodra_hasselby_gard,2007,-60
2250140_sodra_hasselby_gard,2008,-22
2250140_sodra_hasselby_gard,2009,-95
2250140_sodra_hasselby_gard,2010,-140
2250140_sodra_hasselby_gard,2011,-158
2250140_sodra_hasselby_gard,2012,-208
2250140_sodra_hasselby_gard,2013,-188
2250140_sodra_hasselby_gard,2014,-227
2250200_hasselby_strand,2000,72
2250200_hasselby_strand,2001,101
2250200_hasselby_strand,2002,142
2250200_hasselby_strand,2003,147
2250200_hasselby_strand,2004,172
2250200_hasselby_strand,2005,219
2250200_hasselby_strand,2006,161
2250200_hasselby_strand,2007,70
2250200_hasselby_strand,2008,47
2250200_hasselby_strand,2009,-18
2250200_hasselby_strand,2010,37
2250200_hasselby_strand,2011,158
2250200_hasselby_strand,2012,234
2250200_hasselby_strand,2013,237
2250200_hasselby_strand,2014,238
2250310_backlura,2000,-28
2250310_backlura,2001,-46
2250310_backlura,2002,-62
2250310_backlura,2003,-88
2250310_backlura,2004,-83
2250310_backlura,2005,-89
2250310_backlura,2006,-71
2250310_backlura,2007,-78
2250310_backlura,2008,-72
2250310_backlura,2009,-63
2250310_backlura,2010,-82
2250310_backlura,2011,-88
2250310_backlura,2012,-103
2250310_backlura,2013,-90
2250310_backlura,2014,-108
2250320_trollboda,2000,34
2250320_trollboda,2001,34
2250320_trollboda,2002,21
2250320_trollboda,2003,20
2250320_trollboda,2004,26
2250320_trollboda,2005,-2
2250320_trollboda,2006,-12
2250320_trollboda,2007,-59
2250320_trollboda,2008,-14
2250320_trollboda,2009,-6
2250320_trollboda,2010,-28
2250320_trollboda,2011,-66
2250320_trollboda,2012,-86
2250320_trollboda,2013,-106
2250320_trollboda,2014,-113
2250332_hasselby_villastrand,2000,19
2250332_hasselby_villastrand,2001,24
2250332_hasselby_villastrand,2002,27
2250332_hasselby_villastrand,2003,72
2250332_hasselby_villastrand,2004,71
2250332_hasselby_villastrand,2005,120
2250332_hasselby_villastrand,2006,125
2250332_hasselby_villastrand,2007,114
2250332_hasselby_villastrand,2008,139
2250332_hasselby_villastrand,2009,126
2250332_hasselby_villastrand,2010,120
2250332_hasselby_villastrand,2011,143
2250332_hasselby_villastrand,2012,146
2250332_hasselby_villastrand,2013,131
2250332_hasselby_villastrand,2014,158
2250340_hasselby_kyrka,2000,4
2250340_hasselby_kyrka,2001,22
2250340_hasselby_kyrka,2002,5
2250340_hasselby_kyrka,2003,12
2250340_hasselby_kyrka,2004,20
2250340_hasselby_kyrka,2005,23
2250340_hasselby_kyrka,2006,16
2250340_hasselby_kyrka,2007,6
2250340_hasselby_kyrka,2008,-5
2250340_hasselby_kyrka,2009,-5
2250340_hasselby_kyrka,2010,-17
2250340_hasselby_kyrka,2011,-13
2250340_hasselby_kyrka,2012,-12
2250340_hasselby_kyrka,2013,14
2250340_hasselby_kyrka,2014,34
2250350_akermyntan,2000,-9
2250350_akermyntan,2001,-4
2250350_akermyntan,2002,-35
2250350_akermyntan,2003,-51
2250350_akermyntan,2004,-66
2250350_akermyntan,2005,-81
2250350_akermyntan,2006,-112
2250350_akermyntan,2007,-118
2250350_akermyntan,2008,-134
2250350_akermyntan,2009,-150
2250350_akermyntan,2010,-162
2250350_akermyntan,2011,-183
2250350_akermyntan,2012,-194
2250350_akermyntan,2013,-224
2250350_akermyntan,2014,-230
2250370_radisvagen,2000,-11
2250370_radisvagen,2001,-11
2250370_radisvagen,2002,-11
2250370_radisvagen,2003,-4
2250370_radisvagen,2004,-15
2250370_radisvagen,2005,0
2250370_radisvagen,2006,10
2250370_radisvagen,2007,31
2250370_radisvagen,2008,28
2250370_radisvagen,2009,26
2250370_radisvagen,2010,17
2250370_radisvagen,2011,13
2250370_radisvagen,2012,15
2250370_radisvagen,2013,33
2250370_radisvagen,2014,45
2250380_smedshagen,2000,-17
2250380_smedshagen,2001,-30
2250380_smedshagen,2002,-70
2250380_smedshagen,2003,-96
2250380_smedshagen,2004,-156
2250380_smedshagen,2005,-225
2250380_smedshagen,2006,-265
2250380_smedshagen,2007,-350
2250380_smedshagen,2008,-411
2250380_smedshagen,2009,-412
2250380_smedshagen,2010,-420
2250380_smedshagen,2011,-404
2250380_smedshagen,2012,-419
2250380_smedshagen,2013,-437
2250380_smedshagen,2014,-473
2260120_okand,2000,-47
2260120_okand,2001,-59
2260120_okand,2002,-117
2260120_okand,2003,-194
2260120_okand,2004,-315
2260120_okand,2005,-336
2260120_okand,2006,-425
2260120_okand,2007,-495
2260120_okand,2008,-611
2260120_okand,2009,-680
2260130_okand,2000,-37
2260130_okand,2001,-55
2260130_okand,2002,-69
2260130_okand,2003,-74
2260130_okand,2004,-89
2260130_okand,2005,-117
2260130_okand,2006,-119
2260130_okand,2007,-130
2260130_okand,2008,-141
2260130_okand,2009,-156
2260220_okand,2000,27
2260220_okand,2001,5
2260220_okand,2002,-5
2260220_okand,2003,-54
2260220_okand,2004,-80
2260220_okand,2005,-159
2260220_okand,2006,-188
2260220_okand,2007,-228
2260220_okand,2008,-249
2260220_okand,2009,-278
2260230_okand,2000,-17
2260230_okand,2001,-49
2260230_okand,2002,-124
2260230_okand,2003,-235
2260230_okand,2004,-461
2260230_okand,2005,-655
2260230_okand,2006,-888
2260230_okand,2007,-1138
2260230_okand,2008,-1481
2260230_okand,2009,-1663
2260310_okand,2000,3
2260310_okand,2001,3
2260310_okand,2002,6
2260310_okand,2003,42
2260310_okand,2004,66
2260310_okand,2005,36
2260310_okand,2006,-1
2260310_okand,2007,-4
2260310_okand,2008,-25
2260310_okand,2009,-76
2260320_okand,2000,196
2260320_okand,2001,206
2260320_okand,2002,181
2260320_okand,2003,144
2260320_okand,2004,110
2260320_okand,2005,95
2260320_okand,2006,54
2260320_okand,2007,-61
2260320_okand,2008,-162
2260320_okand,2009,-199
2260330_okand,2000,-35
2260330_okand,2001,-55
2260330_okand,2002,-83
2260330_okand,2003,-79
2260330_okand,2004,-100
2260330_okand,2005,-165
2260330_okand,2006,-208
2260330_okand,2007,-257
2260330_okand,2008,-309
2260330_okand,2009,-364
3110110_ostra_enebyberg,2000,12
3110110_ostra_enebyberg,2001,1
3110110_ostra_enebyberg,2002,15
3110110_ostra_enebyberg,2003,9
3110110_ostra_enebyberg,2004,24
3110110_ostra_enebyberg,2005,24
3110110_ostra_enebyberg,2006,84
3110110_ostra_enebyberg,2007,77
3110110_ostra_enebyberg,2008,77
3110110_ostra_enebyberg,2009,78
3110110_ostra_enebyberg,2010,81
3110110_ostra_enebyberg,2011,79
3110110_ostra_enebyberg,2012,74
3110110_ostra_enebyberg,2013,95
3110110_ostra_enebyberg,2014,85
3110120_vastra_enebyberg,2000,-9
3110120_vastra_enebyberg,2001,-17
3110120_vastra_enebyberg,2002,-37
3110120_vastra_enebyberg,2003,-42
3110120_vastra_enebyberg,2004,-39
3110120_vastra_enebyberg,2005,-36
3110120_vastra_enebyberg,2006,-32
3110120_vastra_enebyberg,2007,-26
3110120_vastra_enebyberg,2008,-30
3110120_vastra_enebyberg,2009,-16
3110120_vastra_enebyberg,2010,-19
3110120_vastra_enebyberg,2011,33
3110120_vastra_enebyberg,2012,97
3110120_vastra_enebyberg,2013,128
3110120_vastra_enebyberg,2014,113
3110260_satra,2000,10
3110260_satra,2001,17
3110260_satra,2002,21
3110260_satra,2003,23
3110260_satra,2004,39
3110260_satra,2005,37
3110260_satra,2006,45
3110260_satra,2007,44
3110260_satra,2008,57
3110260_satra,2009,48
3110260_satra,2010,51
3110260_satra,2011,84
3110260_satra,2012,91
3110260_satra,2013,98
3110260_satra,2014,99
3110270_nora,2000,10
3110270_nora,2001,12
3110270_nora,2002,13
3110270_nora,2003,49
3110270_nora,2004,38
3110270_nora,2005,32
3110270_nora,2006,36
3110270_nora,2007,27
3110270_nora,2008,30
3110270_nora,2009,42
3110270_nora,2010,46
3110270_nora,2011,32
3110270_nora,2012,49
3110270_nora,2013,55
3110270_nora,2014,50
3110280_klingsta,2000,-15
3110280_klingsta,2001,-21
3110280_klingsta,2002,-36
3110280_klingsta,2003,-5
3110280_klingsta,2004,34
3110280_klingsta,2005,28
3110280_klingsta,2006,20
3110280_klingsta,2007,14
3110280_klingsta,2008,22
3110280_klingsta,2009,43
3110280_klingsta,2010,28
3110280_klingsta,2011,25
3110280_klingsta,2012,21
3110280_klingsta,2013,15
3110280_klingsta,2014,-6
3110330_morbyskogen,2000,-3
3110330_morbyskogen,2001,-9
3110330_morbyskogen,2002,-9
3110330_morbyskogen,2003,-12
3110330_morbyskogen,2004,-17
3110330_morbyskogen,2005,-1
3110330_morbyskogen,2006,22
3110330_morbyskogen,2007,36
3110330_morbyskogen,2008,33
3110330_morbyskogen,2009,41
3110330_morbyskogen,2010,63
3110330_morbyskogen,2011,56
3110330_morbyskogen,2012,68
3110330_morbyskogen,2013,93
3110330_morbyskogen,2014,114
3110340_kevinge,2000,-20
3110340_kevinge,2001,-11
3110340_kevinge,2002,19
3110340_kevinge,2003,12
3110340_kevinge,2004,26
3110340_kevinge,2005,5
3110340_kevinge,2006,2
3110340_kevinge,2007,4
3110340_kevinge,2008,3
3110340_kevinge,2009,14
3110340_kevinge,2010,16
3110340_kevinge,2011,17
3110340_kevinge,2012,18
3110340_kevinge,2013,8
3110340_kevinge,2014,29
3110350_morby_centrum,2000,10
3110350_morby_centrum,2001,-7
3110350_morby_centrum,2002,-3
3110350_morby_centrum,2003,-18
3110350_morby_centrum,2004,-23
3110350_morby_centrum,2005,7
3110350_morby_centrum,2006,-4
3110350_morby_centrum,2007,-21
3110350_morby_centrum,2008,-23
3110350_morby_centrum,2009,-24
3110350_morby_centrum,2010,-15
3110350_morby_centrum,2011,1
3110350_morby_centrum,2012,-8
3110350_morby_centrum,2013,-9
3110350_morby_centrum,2014,-45
3110370_morbylund,2000,-4
3110370_morbylund,2001,-9
3110370_morbylund,2002,-42
3110370_morbylund,2003,-44
3110370_morbylund,2004,-71
3110370_morbylund,2005,-84
3110370_morbylund,2006,-58
3110370_morbylund,2007,-58
3110370_morbylund,2008,-74
3110370_morbylund,2009,-88
3110370_morbylund,2010,-84
3110370_morbylund,2011,-105
3110370_morbylund,2012,-96
3110370_morbylund,2013,-80
3110370_morbylund,2014,-90
3110430_norra_djursholm,2000,-3
3110430_norra_djursholm,2001,-49
3110430_norra_djursholm,2002,-56
3110430_norra_djursholm,2003,-73
3110430_norra_djursholm,2004,-110
3110430_norra_djursholm,2005,-118
3110430_norra_djursholm,2006,-122
3110430_norra_djursholm,2007,-129
3110430_norra_djursholm,2008,-146
3110430_norra_djursholm,2009,-137
3110430_norra_djursholm,2010,-142
3110430_norra_djursholm,2011,-145
3110430_norra_djursholm,2012,-159
3110430_norra_djursholm,2013,-187
3110430_norra_djursholm,2014,-208
3110440_sodra_djursholm,2000,-25
3110440_sodra_djursholm,2001,-52
3110440_sodra_djursholm,2002,-47
3110440_sodra_djursholm,2003,-88
3110440_sodra_djursholm,2004,-88
3110440_sodra_djursholm,2005,-90
3110440_sodra_djursholm,2006,-102
3110440_sodra_djursholm,2007,-99
3110440_sodra_djursholm,2008,-105
3110440_sodra_djursholm,2009,-119
3110440_sodra_djursholm,2010,-133
3110440_sodra_djursholm,2011,-96
3110440_sodra_djursholm,2012,-104
3110440_sodra_djursholm,2013,-111
3110440_sodra_djursholm,2014,-96
3110450_osby,2000,-15
3110450_osby,2001,-24
3110450_osby,2002,-20
3110450_osby,2003,-19
3110450_osby,2004,-11
3110450_osby,2005,-29
3110450_osby,2006,-18
3110450_osby,2007,-16
3110450_osby,2008,2
3110450_osby,2009,0
3110450_osby,2010,0
3110450_osby,2011,1
3110450_osby,2012,-6
3110450_osby,2013,11
3110450_osby,2014,5
3110460_ekeby,2000,18
3110460_ekeby,2001,-5
3110460_ekeby,2002,-9
3110460_ekeby,2003,-33
3110460_ekeby,2004,-49
3110460_ekeby,2005,-36
3110460_ekeby,2006,-44
3110460_ekeby,2007,-37
3110460_ekeby,2008,-55
3110460_ekeby,2009,-36
3110460_ekeby,2010,-49
3110460_ekeby,2011,-46
3110460_ekeby,2012,-47
3110460_ekeby,2013,-50
3110460_ekeby,2014,-63
3110510_norra_stocksund,2000,9
3110510_norra_stocksund,2001,4
3110510_norra_stocksund,2002,27
3110510_norra_stocksund,2003,13
3110510_norra_stocksund,2004,-2
3110510_norra_stocksund,2005,-18
3110510_norra_stocksund,2006,-18
3110510_norra_stocksund,2007,-8
3110510_norra_stocksund,2008,-12
3110510_norra_stocksund,2009,-15
3110510_norra_stocksund,2010,1
3110510_norra_stocksund,2011,-8
3110510_norra_stocksund,2012,-21
3110510_norra_stocksund,2013,-27
3110510_norra_stocksund,2014,-42
3110530_inverness,2000,3
3110530_inverness,2001,20
3110530_inverness,2002,15
3110530_inverness,2003,0
3110530_inverness,2004,9
3110530_inverness,2005,-1
3110530_inverness,2006,5
3110530_inverness,2007,25
3110530_inverness,2008,28
3110530_inverness,2009,32
3110530_inverness,2010,37
3110530_inverness,2011,42
3110530_inverness,2012,49
3110530_inverness,2013,54
3110530_inverness,2014,49
3110540_sodra_stocksund,2000,24
3110540_sodra_stocksund,2001,21
3110540_sodra_stocksund,2002,29
3110540_sodra_stocksund,2003,16
3110540_sodra_stocksund,2004,26
3110540_sodra_stocksund,2005,45
3110540_sodra_stocksund,2006,85
3110540_sodra_stocksund,2007,102
3110540_sodra_stocksund,2008,90
3110540_sodra_stocksund,2009,109
3110540_sodra_stocksund,2010,110
3110540_sodra_stocksund,2011,100
3110540_sodra_stocksund,2012,110
3110540_sodra_stocksund,2013,112
3110540_sodra_stocksund,2014,121
3110610_klockargarden,2000,1
3110610_klockargarden,2001,-1
3110610_klockargarden,2002,-37
3110610_klockargarden,2003,-38
3110610_klockargarden,2004,-38
3110610_klockargarden,2005,-59
3110610_klockargarden,2006,-38
3110610_klockargarden,2007,-39
3110610_klockargarden,2008,-46
3110610_klockargarden,2009,-49
3110610_klockargarden,2010,-45
3110610_klockargarden,2011,-53
3110610_klockargarden,2012,-50
3110610_klockargarden,2013,-45
3110610_klockargarden,2014,-32
3110620_berga,2000,-13
3110620_berga,2001,-15
3110620_berga,2002,-13
3110620_berga,2003,-16
3110620_berga,2004,-18
3110620_berga,2005,-11
3110620_berga,2006,-7
3110620_berga,2007,-8
3110620_berga,2008,-6
3110620_berga,2009,-2
3110620_berga,2010,4
3110620_berga,2011,3
3110620_berga,2012,-2
3110620_berga,2013,-7
3110620_berga,2014,-15
3210100_drottningholm,2000,0
3210100_drottningholm,2001,-6
3210100_drottningholm,2002,2
3210100_drottningholm,2003,0
3210100_drottningholm,2004,-13
3210100_drottningholm,2005,-15
3210100_drottningholm,2006,-15
3210100_drottningholm,2007,-22
3210100_drottningholm,2008,-19
3210100_drottningholm,2009,-13
3210100_drottningholm,2010,-15
3210100_drottningholm,2011,-21
3210100_drottningholm,2012,-16
3210100_drottningholm,2013,-14
3210100_drottningholm,2014,-8
3210500_lovo_glesbygd,2000,2
3210500_lovo_glesbygd,2001,3
3210500_lovo_glesbygd,2002,3
3210500_lovo_glesbygd,2003,2
3210500_lovo_glesbygd,2004,-3
3210500_lovo_glesbygd,2005,-10
3210500_lovo_glesbygd,2006,5
3210500_lovo_glesbygd,2007,-5
3210500_lovo_glesbygd,2008,-8
3210500_lovo_glesbygd,2009,-21
3210500_lovo_glesbygd,2010,-16
3210500_lovo_glesbygd,2011,-1
3210500_lovo_glesbygd,2012,8
3210500_lovo_glesbygd,2013,1
3210500_lovo_glesbygd,2014,17
3220101_tappstrom_narlunda,2000,-12
3220101_tappstrom_narlunda,2001,-15
3220101_tappstrom_narlunda,2002,11
3220101_tappstrom_narlunda,2003,15
3220101_tappstrom_narlunda,2004,12
3220101_tappstrom_narlunda,2005,36
3220101_tappstrom_narlunda,2006,30
3220101_tappstrom_narlunda,2007,40
3220101_tappstrom_narlunda,2008,26
3220101_tappstrom_narlunda,2009,51
3220101_tappstrom_narlunda,2010,53
3220101_tappstrom_narlunda,2011,56
3220101_tappstrom_narlunda,2012,36
3220101_tappstrom_narlunda,2013,11
3220101_tappstrom_narlunda,2014,13
3220102_ostra_narlunda,2000,-5
3220102_ostra_narlunda,2001,-3
3220102_ostra_narlunda,2002,1
3220102_ostra_narlunda,2003,-3
3220102_ostra_narlunda,2004,-12
3220102_ostra_narlunda,2005,-17
3220102_ostra_narlunda,2006,-12
3220102_ostra_narlunda,2007,7
3220102_ostra_narlunda,2008,10
3220102_ostra_narlunda,2009,-1
3220102_ostra_narlunda,2010,17
3220102_ostra_narlunda,2011,17
3220102_ostra_narlunda,2012,28
3220102_ostra_narlunda,2013,34
3220102_ostra_narlunda,2014,38
3220103_ekero_centrum,2000,-3
3220103_ekero_centrum,2001,2
3220103_ekero_centrum,2002,-31
3220103_ekero_centrum,2003,-56
3220103_ekero_centrum,2004,-80
3220103_ekero_centrum,2005,-129
3220103_ekero_centrum,2006,-145
3220103_ekero_centrum,2007,-128
3220103_ekero_centrum,2008,-157
3220103_ekero_centrum,2009,-172
3220103_ekero_centrum,2010,-185
3220103_ekero_centrum,2011,-195
3220103_ekero_centrum,2012,-205
3220103_ekero_centrum,2013,-237
3220103_ekero_centrum,2014,-244
3220211_alvnas,2000,13
3220211_alvnas,2001,12
3220211_alvnas,2002,13
3220211_alvnas,2003,24
3220211_alvnas,2004,25
3220211_alvnas,2005,36
3220211_alvnas,2006,47
3220211_alvnas,2007,54
3220211_alvnas,2008,67
3220211_alvnas,2009,68
3220211_alvnas,2010,63
3220211_alvnas,2011,71
3220211_alvnas,2012,88
3220211_alvnas,2013,97
3220211_alvnas,2014,126
3220212_brunna,2000,9
3220212_brunna,2001,14
3220212_brunna,2002,16
3220212_brunna,2003,21
3220212_brunna,2004,6
3220212_brunna,2005,0
3220212_brunna,2006,27
3220212_brunna,2007,19
3220212_brunna,2008,8
3220212_brunna,2009,8
3220212_brunna,2010,-8
3220212_brunna,2011,-15
3220212_brunna,2012,-16
3220212_brunna,2013,-19
3220212_brunna,2014,-23
3220230_knalleborg,2000,-8
3220230_knalleborg,2001,-34
3220230_knalleborg,2002,-38
3220230_knalleborg,2003,-30
3220230_knalleborg,2004,-29
3220230_knalleborg,2005,-50
3220230_knalleborg,2006,-47
3220230_knalleborg,2007,-63
3220230_knalleborg,2008,-79
3220230_knalleborg,2009,-83
3220230_knalleborg,2010,-99
3220230_knalleborg,2011,-91
3220230_knalleborg,2012,-98
3220230_knalleborg,2013,-104
3220230_knalleborg,2014,-114
3220261_ostra_trakvista,2000,9
3220261_ostra_trakvista,2001,8
3220261_ostra_trakvista,2002,21
3220261_ostra_trakvista,2003,12
3220261_ostra_trakvista,2004,21
3220261_ostra_trakvista,2005,19
3220261_ostra_trakvista,2006,11
3220261_ostra_trakvista,2007,24
3220261_ostra_trakvista,2008,50
3220261_ostra_trakvista,2009,37
3220261_ostra_trakvista,2010,22
3220261_ostra_trakvista,2011,24
3220261_ostra_trakvista,2012,-1
3220261_ostra_trakvista,2013,-15
3220261_ostra_trakvista,2014,-16
3220262_gallsta_o,2000,0
3220262_gallsta_o,2001,3
3220262_gallsta_o,2002,13
3220262_gallsta_o,2003,43
3220262_gallsta_o,2004,99
3220262_gallsta_o,2005,182
3220262_gallsta_o,2006,227
3220262_gallsta_o,2007,259
3220262_gallsta_o,2008,294
3220262_gallsta_o,2009,309
3220262_gallsta_o,2010,309
3220262_gallsta_o,2011,317
3220262_gallsta_o,2012,316
3220262_gallsta_o,2013,328
3220262_gallsta_o,2014,327
3220270_sandudden,2000,95
3220270_sandudden,2001,101
3220270_sandudden,2002,170
3220270_sandudden,2003,184
3220270_sandudden,2004,180
3220270_sandudden,2005,173
3220270_sandudden,2006,176
3220270_sandudden,2007,176
3220270_sandudden,2008,177
3220270_sandudden,2009,247
3220270_sandudden,2010,278
3220270_sandudden,2011,351
3220270_sandudden,2012,378
3220270_sandudden,2013,407
3220270_sandudden,2014,415
3220500_ekero_glesbygd,2000,25
3220500_ekero_glesbygd,2001,38
3220500_ekero_glesbygd,2002,43
3220500_ekero_glesbygd,2003,89
3220500_ekero_glesbygd,2004,103
3220500_ekero_glesbygd,2005,120
3220500_ekero_glesbygd,2006,107
3220500_ekero_glesbygd,2007,89
3220500_ekero_glesbygd,2008,88
3220500_ekero_glesbygd,2009,93
3220500_ekero_glesbygd,2010,72
3220500_ekero_glesbygd,2011,76
3220500_ekero_glesbygd,2012,62
3220500_ekero_glesbygd,2013,75
3220500_ekero_glesbygd,2014,77
3230000_munso_forsamling,2000,9
3230000_munso_forsamling,2001,12
3230000_munso_forsamling,2002,29
3230000_munso_forsamling,2003,39
3230000_munso_forsamling,2004,58
3230000_munso_forsamling,2005,79
3230000_munso_forsamling,2006,72
3230000_munso_forsamling,2007,79
3230000_munso_forsamling,2008,83
3230000_munso_forsamling,2009,84
3230000_munso_forsamling,2010,86
3230000_munso_forsamling,2011,80
3230000_munso_forsamling,2012,77
3230000_munso_forsamling,2013,84
3230000_munso_forsamling,2014,83
3240000_adelso_forsamling,2000,9
3240000_adelso_forsamling,2001,12
3240000_adelso_forsamling,2002,3
3240000_adelso_forsamling,2003,16
3240000_adelso_forsamling,2004,7
3240000_adelso_forsamling,2005,19
3240000_adelso_forsamling,2006,32
3240000_adelso_forsamling,2007,25
3240000_adelso_forsamling,2008,34
3240000_adelso_forsamling,2009,34
3240000_adelso_forsamling,2010,35
3240000_adelso_forsamling,2011,22
3240000_adelso_forsamling,2012,35
3240000_adelso_forsamling,2013,22
3240000_adelso_forsamling,2014,21
3250100_farentuna_fd_forsaml,2000,24
3250100_farentuna_fd_forsaml,2001,54
3250100_farentuna_fd_forsaml,2002,73
3250100_farentuna_fd_forsaml,2003,72
3250100_farentuna_fd_forsaml,2004,90
3250100_farentuna_fd_forsaml,2005,118
3250100_farentuna_fd_forsaml,2006,134
3250100_farentuna_fd_forsaml,2007,129
3250100_farentuna_fd_forsaml,2008,123
3250100_farentuna_fd_forsaml,2009,120
3250100_farentuna_fd_forsaml,2010,117
3250100_farentuna_fd_forsaml,2011,111
3250100_farentuna_fd_forsaml,2012,102
3250100_farentuna_fd_forsaml,2013,118
3250100_farentuna_fd_forsaml,2014,115
3250201_hilleshogs_fd_forsaml,2000,5
3250201_hilleshogs_fd_forsaml,2001,6
3250201_hilleshogs_fd_forsaml,2002,15
3250201_hilleshogs_fd_forsaml,2003,23
3250201_hilleshogs_fd_forsaml,2004,41
3250201_hilleshogs_fd_forsaml,2005,45
3250201_hilleshogs_fd_forsaml,2006,55
3250201_hilleshogs_fd_forsaml,2007,69
3250201_hilleshogs_fd_forsaml,2008,64
3250201_hilleshogs_fd_forsaml,2009,69
3250201_hilleshogs_fd_forsaml,2010,82
3250201_hilleshogs_fd_forsaml,2011,81
3250201_hilleshogs_fd_forsaml,2012,64
3250201_hilleshogs_fd_forsaml,2013,48
3250201_hilleshogs_fd_forsaml,2014,70
3250202_ricksattra,2000,3
3250202_ricksattra,2001,8
3250202_ricksattra,2002,12
3250202_ricksattra,2003,14
3250202_ricksattra,2004,21
3250202_ricksattra,2005,26
3250202_ricksattra,2006,31
3250202_ricksattra,2007,23
3250202_ricksattra,2008,24
3250202_ricksattra,2009,25
3250202_ricksattra,2010,29
3250202_ricksattra,2011,26
3250202_ricksattra,2012,27
3250202_ricksattra,2013,31
3250202_ricksattra,2014,30
3250310_stenhamra,2000,-12
3250310_stenhamra,2001,-27
3250310_stenhamra,2002,-48
3250310_stenhamra,2003,-51
3250310_stenhamra,2004,-51
3250310_stenhamra,2005,-54
3250310_stenhamra,2006,-60
3250310_stenhamra,2007,-50
3250310_stenhamra,2008,-49
3250310_stenhamra,2009,-54
3250310_stenhamra,2010,-64
3250310_stenhamra,2011,-39
3250310_stenhamra,2012,-51
3250310_stenhamra,2013,-65
3250310_stenhamra,2014,-84
3250320_sanga_glesbygd,2000,7
3250320_sanga_glesbygd,2001,23
3250320_sanga_glesbygd,2002,25
3250320_sanga_glesbygd,2003,28
3250320_sanga_glesbygd,2004,40
3250320_sanga_glesbygd,2005,31
3250320_sanga_glesbygd,2006,31
3250320_sanga_glesbygd,2007,41
3250320_sanga_glesbygd,2008,31
3250320_sanga_glesbygd,2009,30
3250320_sanga_glesbygd,2010,41
3250320_sanga_glesbygd,2011,47
3250320_sanga_glesbygd,2012,53
3250320_sanga_glesbygd,2013,44
3250320_sanga_glesbygd,2014,46
3250400_ska_fd_forsaml,2000,-11
3250400_ska_fd_forsaml,2001,19
3250400_ska_fd_forsaml,2002,26
3250400_ska_fd_forsaml,2003,35
3250400_ska_fd_forsaml,2004,59
3250400_ska_fd_forsaml,2005,76
3250400_ska_fd_forsaml,2006,86
3250400_ska_fd_forsaml,2007,69
3250400_ska_fd_forsaml,2008,57
3250400_ska_fd_forsaml,2009,77
3250400_ska_fd_forsaml,2010,94
3250400_ska_fd_forsaml,2011,133
3250400_ska_fd_forsaml,2012,165
3250400_ska_fd_forsaml,2013,193
3250400_ska_fd_forsaml,2014,218
3311110_staket,2000,31
3311110_staket,2001,44
3311110_staket,2002,49
3311110_staket,2003,51
3311110_staket,2004,56
3311110_staket,2005,56
3311110_staket,2006,43
3311110_staket,2007,71
3311110_staket,2008,105
3311110_staket,2009,156
3311110_staket,2010,148
3311110_staket,2011,143
3311110_staket,2012,125
3311110_staket,2013,121
3311110_staket,2014,129
3312220_vastra_kallhall,2000,-4
3312220_vastra_kallhall,2001,35
3312220_vastra_kallhall,2002,31
3312220_vastra_kallhall,2003,32
3312220_vastra_kallhall,2004,65
3312220_vastra_kallhall,2005,59
3312220_vastra_kallhall,2006,56
3312220_vastra_kallhall,2007,62
3312220_vastra_kallhall,2008,61
3312220_vastra_kallhall,2009,63
3312220_vastra_kallhall,2010,91
3312220_vastra_kallhall,2011,130
3312220_vastra_kallhall,2012,130
3312220_vastra_kallhall,2013,156
3312220_vastra_kallhall,2014,161
3312230_skogstorp,2000,5
3312230_skogstorp,2001,0
3312230_skogstorp,2002,5
3312230_skogstorp,2003,18
3312230_skogstorp,2004,14
3312230_skogstorp,2005,27
3312230_skogstorp,2006,9
3312230_skogstorp,2007,27
3312230_skogstorp,2008,43
3312230_skogstorp,2009,72
3312230_skogstorp,2010,72
3312230_skogstorp,2011,72
3312230_skogstorp,2012,83
3312230_skogstorp,2013,74
3312230_skogstorp,2014,69
3312240_norra_kallhall,2000,-18
3312240_norra_kallhall,2001,-26
3312240_norra_kallhall,2002,-29
3312240_norra_kallhall,2003,-48
3312240_norra_kallhall,2004,-76
3312240_norra_kallhall,2005,-91
3312240_norra_kallhall,2006,-100
3312240_norra_kallhall,2007,-94
3312240_norra_kallhall,2008,-133
3312240_norra_kallhall,2009,-136
3312240_norra_kallhall,2010,-141
3312240_norra_kallhall,2011,-82
3312240_norra_kallhall,2012,-96
3312240_norra_kallhall,2013,-88
3312240_norra_kallhall,2014,-99
3312250_bonas,2000,6
3312250_bonas,2001,-2
3312250_bonas,2002,19
3312250_bonas,2003,20
3312250_bonas,2004,18
3312250_bonas,2005,41
3312250_bonas,2006,51
3312250_bonas,2007,53
3312250_bonas,2008,49
3312250_bonas,2009,50
3312250_bonas,2010,56
3312250_bonas,2011,59
3312250_bonas,2012,50
3312250_bonas,2013,57
3312250_bonas,2014,50
3312260_termosvagen,2000,-1
3312260_termosvagen,2001,-2
