basomrade,year,cumulative_immigration_surplus_employed_aged_20_64
1210330_frescati,2008,-19
1210330_frescati,2009,-23
1210330_frescati,2010,-18
1210330_frescati,2011,-22
1210330_frescati,2012,-27
1210330_frescati,2013,-87
1210330_frescati,2014,-85
1210410_centrala_hjorthagen,2000,74
1210410_centrala_hjorthagen,2001,81
1210410_centrala_hjorthagen,2002,108
1210410_centrala_hjorthagen,2003,135
1210410_centrala_hjorthagen,2004,153
1210410_centrala_hjorthagen,2005,144
1210410_centrala_hjorthagen,2006,130
1210410_centrala_hjorthagen,2007,123
1210410_centrala_hjorthagen,2008,110
1210410_centrala_hjorthagen,2009,74
1210410_centrala_hjorthagen,2010,94
1210410_centrala_hjorthagen,2011,125
1210410_centrala_hjorthagen,2012,130
1210410_centrala_hjorthagen,2013,137
1210410_centrala_hjorthagen,2014,176
1220110_ostermalmshallen,2000,-4
1220110_ostermalmshallen,2001,-10
1220110_ostermalmshallen,2002,-21
1220110_ostermalmshallen,2003,-25
1220110_ostermalmshallen,2004,-25
1220110_ostermalmshallen,2005,-27
1220110_ostermalmshallen,2006,-47
1220110_ostermalmshallen,2007,-53
1220110_ostermalmshallen,2008,-40
1220110_ostermalmshallen,2009,-44
1220110_ostermalmshallen,2010,-65
1220110_ostermalmshallen,2011,-92
1220110_ostermalmshallen,2012,-83
1220110_ostermalmshallen,2013,-90
1220110_ostermalmshallen,2014,-59
1220120_dramatiska_teatern,2000,0
1220120_dramatiska_teatern,2001,4
1220120_dramatiska_teatern,2002,5
1220120_dramatiska_teatern,2003,1
1220120_dramatiska_teatern,2004,0
1220120_dramatiska_teatern,2005,5
1220120_dramatiska_teatern,2006,21
1220120_dramatiska_teatern,2007,15
1220120_dramatiska_teatern,2008,10
1220120_dramatiska_teatern,2009,27
1220120_dramatiska_teatern,2010,26
1220120_dramatiska_teatern,2011,33
1220120_dramatiska_teatern,2012,47
1220120_dramatiska_teatern,2013,52
1220120_dramatiska_teatern,2014,41
1220130_ostermalmstorg,2000,-20
1220130_ostermalmstorg,2001,12
1220130_ostermalmstorg,2002,6
1220130_ostermalmstorg,2003,-1
1220130_ostermalmstorg,2004,-11
1220130_ostermalmstorg,2005,19
1220130_ostermalmstorg,2006,28
1220130_ostermalmstorg,2007,1
1220130_ostermalmstorg,2008,33
1220130_ostermalmstorg,2009,53
1220130_ostermalmstorg,2010,95
1220130_ostermalmstorg,2011,91
1220130_ostermalmstorg,2012,70
1220130_ostermalmstorg,2013,122
1220130_ostermalmstorg,2014,145
1220140_skvalberget,2000,5
1220140_skvalberget,2001,-6
1220140_skvalberget,2002,-6
1220140_skvalberget,2003,-8
1220140_skvalberget,2004,-23
1220140_skvalberget,2005,-16
1220140_skvalberget,2006,-18
1220140_skvalberget,2007,-19
1220140_skvalberget,2008,-5
1220140_skvalberget,2009,-8
1220140_skvalberget,2010,13
1220140_skvalberget,2011,-1
1220140_skvalberget,2012,-12
1220140_skvalberget,2013,-17
1220140_skvalberget,2014,-26
1220150_tyskbagaromradet,2000,1
1220150_tyskbagaromradet,2001,10
1220150_tyskbagaromradet,2002,1
1220150_tyskbagaromradet,2003,-7
1220150_tyskbagaromradet,2004,16
1220150_tyskbagaromradet,2005,28
1220150_tyskbagaromradet,2006,41
1220150_tyskbagaromradet,2007,99
1220150_tyskbagaromradet,2008,115
1220150_tyskbagaromradet,2009,118
1220150_tyskbagaromradet,2010,120
1220150_tyskbagaromradet,2011,108
1220150_tyskbagaromradet,2012,129
1220150_tyskbagaromradet,2013,105
1220150_tyskbagaromradet,2014,65
1220160_hedvig_eleonora_kyrka,2000,10
1220160_hedvig_eleonora_kyrka,2001,-12
1220160_hedvig_eleonora_kyrka,2002,-10
1220160_hedvig_eleonora_kyrka,2003,-8
1220160_hedvig_eleonora_kyrka,2004,5
1220160_hedvig_eleonora_kyrka,2005,-1
1220160_hedvig_eleonora_kyrka,2006,8
1220160_hedvig_eleonora_kyrka,2007,-15
1220160_hedvig_eleonora_kyrka,2008,5
1220160_hedvig_eleonora_kyrka,2009,28
1220160_hedvig_eleonora_kyrka,2010,45
1220160_hedvig_eleonora_kyrka,2011,50
1220160_hedvig_eleonora_kyrka,2012,55
1220160_hedvig_eleonora_kyrka,2013,52
1220160_hedvig_eleonora_kyrka,2014,59
1220170_kronkvarnen,2000,5
1220170_kronkvarnen,2001,13
1220170_kronkvarnen,2002,34
1220170_kronkvarnen,2003,42
1220170_kronkvarnen,2004,7
1220170_kronkvarnen,2005,19
1220170_kronkvarnen,2006,13
1220170_kronkvarnen,2007,15
1220170_kronkvarnen,2008,28
1220170_kronkvarnen,2009,56
1220170_kronkvarnen,2010,69
1220170_kronkvarnen,2011,64
1220170_kronkvarnen,2012,52
1220170_kronkvarnen,2013,46
1220170_kronkvarnen,2014,42
1230110_karlaplan,2000,-16
1230110_karlaplan,2001,-1
1230110_karlaplan,2002,-5
1230110_karlaplan,2003,-2
1230110_karlaplan,2004,-11
1230110_karlaplan,2005,-20
1230110_karlaplan,2006,-31
1230110_karlaplan,2007,-37
1230110_karlaplan,2008,-42
1230110_karlaplan,2009,-23
1230110_karlaplan,2010,-10
1230110_karlaplan,2011,0
1230110_karlaplan,2012,3
1230110_karlaplan,2013,2
1230110_karlaplan,2014,20
1230120_historiska_museet,2000,29
1230120_historiska_museet,2001,26
1230120_historiska_museet,2002,5
1230120_historiska_museet,2003,58
1230120_historiska_museet,2004,65
1230120_historiska_museet,2005,40
1230120_historiska_museet,2006,30
1230120_historiska_museet,2007,53
1230120_historiska_museet,2008,53
1230120_historiska_museet,2009,83
1230120_historiska_museet,2010,72
1230120_historiska_museet,2011,91
1230120_historiska_museet,2012,103
1230120_historiska_museet,2013,117
1230120_historiska_museet,2014,158
1230130_strandvagen,2000,63
1230130_strandvagen,2001,30
1230130_strandvagen,2002,12
1230130_strandvagen,2003,25
1230130_strandvagen,2004,29
1230130_strandvagen,2005,22
1230130_strandvagen,2006,5
1230130_strandvagen,2007,-21
1230130_strandvagen,2008,-14
1230130_strandvagen,2009,17
1230130_strandvagen,2010,-18
1230130_strandvagen,2011,-40
1230130_strandvagen,2012,-67
1230130_strandvagen,2013,-40
1230130_strandvagen,2014,-65
1230140_oscarskyrkan,2000,-3
1230140_oscarskyrkan,2001,18
1230140_oscarskyrkan,2002,12
1230140_oscarskyrkan,2003,11
1230140_oscarskyrkan,2004,-8
1230140_oscarskyrkan,2005,3
1230140_oscarskyrkan,2006,28
1230140_oscarskyrkan,2007,42
1230140_oscarskyrkan,2008,72
1230140_oscarskyrkan,2009,79
1230140_oscarskyrkan,2010,79
1230140_oscarskyrkan,2011,87
1230140_oscarskyrkan,2012,101
1230140_oscarskyrkan,2013,107
1230140_oscarskyrkan,2014,109
1230161_gustav_adolfskyrkan_v,2000,-2
1230161_gustav_adolfskyrkan_v,2001,-6
1230161_gustav_adolfskyrkan_v,2002,-4
1230161_gustav_adolfskyrkan_v,2003,-2
1230161_gustav_adolfskyrkan_v,2004,0
1230161_gustav_adolfskyrkan_v,2005,-14
1230161_gustav_adolfskyrkan_v,2006,-17
1230161_gustav_adolfskyrkan_v,2007,16
1230161_gustav_adolfskyrkan_v,2008,12
1230161_gustav_adolfskyrkan_v,2009,51
1230161_gustav_adolfskyrkan_v,2010,52
1230161_gustav_adolfskyrkan_v,2011,91
1230161_gustav_adolfskyrkan_v,2012,104
1230161_gustav_adolfskyrkan_v,2013,116
1230161_gustav_adolfskyrkan_v,2014,156
1230162_gustav_adolfskyrkan_o,2000,36
1230162_gustav_adolfskyrkan_o,2001,50
1230162_gustav_adolfskyrkan_o,2002,35
1230162_gustav_adolfskyrkan_o,2003,48
1230162_gustav_adolfskyrkan_o,2004,77
1230162_gustav_adolfskyrkan_o,2005,111
1230162_gustav_adolfskyrkan_o,2006,107
1230162_gustav_adolfskyrkan_o,2007,141
1230162_gustav_adolfskyrkan_o,2008,152
1230162_gustav_adolfskyrkan_o,2009,177
1230162_gustav_adolfskyrkan_o,2010,191
1230162_gustav_adolfskyrkan_o,2011,220
1230162_gustav_adolfskyrkan_o,2012,223
1230162_gustav_adolfskyrkan_o,2013,273
1230162_gustav_adolfskyrkan_o,2014,212
1230210_djurgardsstaden,2000,2
1230210_djurgardsstaden,2001,17
1230210_djurgardsstaden,2002,27
1230210_djurgardsstaden,2003,31
1230210_djurgardsstaden,2004,37
1230210_djurgardsstaden,2005,38
1230210_djurgardsstaden,2006,36
1230210_djurgardsstaden,2007,33
1230210_djurgardsstaden,2008,37
1230210_djurgardsstaden,2009,35
1230210_djurgardsstaden,2010,38
1230210_djurgardsstaden,2011,45
1230210_djurgardsstaden,2012,38
1230210_djurgardsstaden,2013,42
1230210_djurgardsstaden,2014,39
1230220_sodra_djurgarden,2000,2
1230220_sodra_djurgarden,2001,13
1230220_sodra_djurgarden,2002,7
1230220_sodra_djurgarden,2003,1
1230220_sodra_djurgarden,2004,3
1230220_sodra_djurgarden,2005,-2
1230220_sodra_djurgarden,2006,-12
1230220_sodra_djurgarden,2007,-7
1230220_sodra_djurgarden,2008,-14
1230220_sodra_djurgarden,2009,-5
1230220_sodra_djurgarden,2010,-11
1230220_sodra_djurgarden,2011,-5
1230220_sodra_djurgarden,2012,-1
1230220_sodra_djurgarden,2013,-5
1230220_sodra_djurgarden,2014,-8
1230300_hastgardet,2000,-2
1230300_hastgardet,2001,-1
1230300_hastgardet,2002,-21
1230300_hastgardet,2003,-36
1230300_hastgardet,2004,-57
1230300_hastgardet,2005,-57
1230300_hastgardet,2006,-71
1230300_hastgardet,2007,-27
1230300_hastgardet,2008,97
1230300_hastgardet,2009,116
1230300_hastgardet,2010,98
1230300_hastgardet,2011,74
1230300_hastgardet,2012,53
1230300_hastgardet,2013,32
1230300_hastgardet,2014,9
1230310_olaus_petri_kyrka,2000,8
1230310_olaus_petri_kyrka,2001,67
1230310_olaus_petri_kyrka,2002,27
1230310_olaus_petri_kyrka,2003,58
1230310_olaus_petri_kyrka,2004,34
1230310_olaus_petri_kyrka,2005,95
1230310_olaus_petri_kyrka,2006,120
1230310_olaus_petri_kyrka,2007,158
1230310_olaus_petri_kyrka,2008,197
1230310_olaus_petri_kyrka,2009,244
1230310_olaus_petri_kyrka,2010,302
1230310_olaus_petri_kyrka,2011,310
1230310_olaus_petri_kyrka,2012,360
1230310_olaus_petri_kyrka,2013,331
1230310_olaus_petri_kyrka,2014,344
1230320_tessinparken,2000,53
1230320_tessinparken,2001,88
1230320_tessinparken,2002,125
1230320_tessinparken,2003,152
1230320_tessinparken,2004,167
1230320_tessinparken,2005,177
1230320_tessinparken,2006,195
1230320_tessinparken,2007,218
1230320_tessinparken,2008,252
1230320_tessinparken,2009,273
1230320_tessinparken,2010,255
1230320_tessinparken,2011,268
1230320_tessinparken,2012,296
1230320_tessinparken,2013,320
1230320_tessinparken,2014,340
1230330_smedsbacken,2000,-29
1230330_smedsbacken,2001,-20
1230330_smedsbacken,2002,-127
1230330_smedsbacken,2003,-94
1230330_smedsbacken,2004,-181
1230330_smedsbacken,2005,-262
1230330_smedsbacken,2006,-230
1230330_smedsbacken,2007,-208
1230330_smedsbacken,2008,-263
1230330_smedsbacken,2009,-216
1230330_smedsbacken,2010,-220
1230330_smedsbacken,2011,-285
1230330_smedsbacken,2012,-335
1230330_smedsbacken,2013,-366
1230330_smedsbacken,2014,-416
1230350_kampementsbacken,2000,9
1230350_kampementsbacken,2001,-3
1230350_kampementsbacken,2002,-16
1230350_kampementsbacken,2003,-21
1230350_kampementsbacken,2004,-26
1230350_kampementsbacken,2005,-34
1230350_kampementsbacken,2006,-7
1230350_kampementsbacken,2007,79
1230350_kampementsbacken,2008,65
1230350_kampementsbacken,2009,50
1230350_kampementsbacken,2010,57
1230350_kampementsbacken,2011,36
1230350_kampementsbacken,2012,41
1230350_kampementsbacken,2013,27
1230350_kampementsbacken,2014,15
1230360_oregrundsgatan,2000,-11
1230360_oregrundsgatan,2001,-76
1230360_oregrundsgatan,2002,-114
1230360_oregrundsgatan,2003,-153
1230360_oregrundsgatan,2004,-122
1230360_oregrundsgatan,2005,-32
1230360_oregrundsgatan,2006,-44
1230360_oregrundsgatan,2007,-39
1230360_oregrundsgatan,2008,-71
1230360_oregrundsgatan,2009,-46
1230360_oregrundsgatan,2010,31
1230360_oregrundsgatan,2011,36
1230360_oregrundsgatan,2012,6
1230360_oregrundsgatan,2013,6
1230360_oregrundsgatan,2014,8
1230390_ladugardsgardet,2000,5
1230390_ladugardsgardet,2001,6
1230390_ladugardsgardet,2002,4
1230390_ladugardsgardet,2003,6
1230390_ladugardsgardet,2004,4
1230390_ladugardsgardet,2005,-3
1230390_ladugardsgardet,2006,-3
1230390_ladugardsgardet,2007,-7
1230390_ladugardsgardet,2008,-1
1230390_ladugardsgardet,2009,-11
1230390_ladugardsgardet,2010,-8
1230390_ladugardsgardet,2011,-9
1230390_ladugardsgardet,2012,-6
1230390_ladugardsgardet,2013,-5
1230390_ladugardsgardet,2014,-8
1310100_stadshuset,2000,-6
1310100_stadshuset,2001,-9
1310100_stadshuset,2002,-9
1310100_stadshuset,2003,-3
1310100_stadshuset,2004,-3
1310100_stadshuset,2005,1
1310100_stadshuset,2006,-5
1310100_stadshuset,2007,-5
1310100_stadshuset,2008,-8
1310100_stadshuset,2009,-5
1310100_stadshuset,2010,-4
1310100_stadshuset,2011,-7
1310100_stadshuset,2012,-7
1310100_stadshuset,2013,-7
1310100_stadshuset,2014,-4
1310110_eira,2000,64
1310110_eira,2001,98
1310110_eira,2002,95
1310110_eira,2003,122
1310110_eira,2004,129
1310110_eira,2005,146
1310110_eira,2006,197
1310110_eira,2007,165
1310110_eira,2008,193
1310110_eira,2009,186
1310110_eira,2010,176
1310110_eira,2011,176
1310110_eira,2012,208
1310110_eira,2013,205
1310110_eira,2014,205
1310120_kungsklippan,2000,-10
1310120_kungsklippan,2001,-3
1310120_kungsklippan,2002,20
1310120_kungsklippan,2003,30
1310120_kungsklippan,2004,75
1310120_kungsklippan,2005,90
1310120_kungsklippan,2006,91
1310120_kungsklippan,2007,122
1310120_kungsklippan,2008,132
1310120_kungsklippan,2009,149
1310120_kungsklippan,2010,141
1310120_kungsklippan,2011,189
1310120_kungsklippan,2012,210
1310120_kungsklippan,2013,221
1310120_kungsklippan,2014,225
1310130_kungsbroplan,2000,-22
1310130_kungsbroplan,2001,36
1310130_kungsbroplan,2002,35
1310130_kungsbroplan,2003,49
1310130_kungsbroplan,2004,56
1310130_kungsbroplan,2005,86
1310130_kungsbroplan,2006,131
1310130_kungsbroplan,2007,147
1310130_kungsbroplan,2008,147
1310130_kungsbroplan,2009,185
1310130_kungsbroplan,2010,195
1310130_kungsbroplan,2011,206
1310130_kungsbroplan,2012,251
1310130_kungsbroplan,2013,258
1310130_kungsbroplan,2014,261
1310140_tekniska_namndhuset,2000,-2
1310140_tekniska_namndhuset,2001,-5
1310140_tekniska_namndhuset,2002,3
1310140_tekniska_namndhuset,2003,0
1310140_tekniska_namndhuset,2004,3
1310140_tekniska_namndhuset,2005,-1
1310140_tekniska_namndhuset,2006,-2
1310140_tekniska_namndhuset,2007,-8
1310140_tekniska_namndhuset,2008,-6
1310140_tekniska_namndhuset,2009,-4
1310140_tekniska_namndhuset,2010,-5
1310140_tekniska_namndhuset,2011,21
1310140_tekniska_namndhuset,2012,21
1310140_tekniska_namndhuset,2013,25
1310140_tekniska_namndhuset,2014,26
1310150_landstingshuset,2000,-23
1310150_landstingshuset,2001,24
1310150_landstingshuset,2002,33
1310150_landstingshuset,2003,14
1310150_landstingshuset,2004,47
1310150_landstingshuset,2005,59
1310150_landstingshuset,2006,60
1310150_landstingshuset,2007,60
1310150_landstingshuset,2008,92
1310150_landstingshuset,2009,121
1310150_landstingshuset,2010,134
1310150_landstingshuset,2011,127
1310150_landstingshuset,2012,125
1310150_landstingshuset,2013,159
1310150_landstingshuset,2014,159
1310160_pontonjarparken,2000,48
1310160_pontonjarparken,2001,79
1310160_pontonjarparken,2002,47
1310160_pontonjarparken,2003,83
1310160_pontonjarparken,2004,110
1310160_pontonjarparken,2005,174
1310160_pontonjarparken,2006,123
1310160_pontonjarparken,2007,121
1310160_pontonjarparken,2008,124
1310160_pontonjarparken,2009,149
1310160_pontonjarparken,2010,174
1310160_pontonjarparken,2011,189
1310160_pontonjarparken,2012,170
1310160_pontonjarparken,2013,159
1310160_pontonjarparken,2014,167
1310170_s_t_eriks_sjukhus,2000,-3
1310170_s_t_eriks_sjukhus,2001,-21
1310170_s_t_eriks_sjukhus,2002,-22
1310170_s_t_eriks_sjukhus,2003,-12
1310170_s_t_eriks_sjukhus,2004,-17
1310170_s_t_eriks_sjukhus,2005,-34
1310170_s_t_eriks_sjukhus,2006,-40
1310170_s_t_eriks_sjukhus,2007,-67
1310170_s_t_eriks_sjukhus,2008,-60
1310170_s_t_eriks_sjukhus,2009,-39
1310170_s_t_eriks_sjukhus,2010,-45
1310170_s_t_eriks_sjukhus,2011,-36
1310170_s_t_eriks_sjukhus,2012,-31
1310170_s_t_eriks_sjukhus,2013,-20
1310170_s_t_eriks_sjukhus,2014,-29
1310180_wargentinsgatan,2000,34
1310180_wargentinsgatan,2001,70
1310180_wargentinsgatan,2002,78
1310180_wargentinsgatan,2003,134
1310180_wargentinsgatan,2004,128
1310180_wargentinsgatan,2005,143
1310180_wargentinsgatan,2006,148
1310180_wargentinsgatan,2007,182
1310180_wargentinsgatan,2008,205
1310180_wargentinsgatan,2009,218
1310180_wargentinsgatan,2010,227
1310180_wargentinsgatan,2011,229
1310180_wargentinsgatan,2012,219
1310180_wargentinsgatan,2013,202
1310180_wargentinsgatan,2014,246
1310190_kronoberg,2000,-28
1310190_kronoberg,2001,-8
1310190_kronoberg,2002,-20
1310190_kronoberg,2003,-15
1310190_kronoberg,2004,25
1310190_kronoberg,2005,54
1310190_kronoberg,2006,62
1310190_kronoberg,2007,53
1310190_kronoberg,2008,39
1310190_kronoberg,2009,71
1310190_kronoberg,2010,79
1310190_kronoberg,2011,126
1310190_kronoberg,2012,165
1310190_kronoberg,2013,161
1310190_kronoberg,2014,135
1320110_karlsvik,2000,27
1320110_karlsvik,2001,64
1320110_karlsvik,2002,36
1320110_karlsvik,2003,68
1320110_karlsvik,2004,70
1320110_karlsvik,2005,78
1320110_karlsvik,2006,93
1320110_karlsvik,2007,91
1320110_karlsvik,2008,88
1320110_karlsvik,2009,119
1320110_karlsvik,2010,124
1320110_karlsvik,2011,106
1320110_karlsvik,2012,106
1320110_karlsvik,2013,119
1320110_karlsvik,2014,106
1320120_hemmet,2000,7
1320120_hemmet,2001,36
1320120_hemmet,2002,53
1320120_hemmet,2003,82
1320120_hemmet,2004,90
1320120_hemmet,2005,105
1320120_hemmet,2006,233
1320120_hemmet,2007,286
1320120_hemmet,2008,280
1320120_hemmet,2009,270
1320120_hemmet,2010,292
1320120_hemmet,2011,302
1320120_hemmet,2012,321
1320120_hemmet,2013,355
1320120_hemmet,2014,353
1320130_fridhemsplan,2000,-3
1320130_fridhemsplan,2001,9
1320130_fridhemsplan,2002,84
1320130_fridhemsplan,2003,94
1320130_fridhemsplan,2004,115
1320130_fridhemsplan,2005,139
1320130_fridhemsplan,2006,131
1320130_fridhemsplan,2007,130
1320130_fridhemsplan,2008,144
1320130_fridhemsplan,2009,148
1320130_fridhemsplan,2010,140
1320130_fridhemsplan,2011,145
1320130_fridhemsplan,2012,154
1320130_fridhemsplan,2013,171
1320130_fridhemsplan,2014,143
1320140_s_t_eriksgatan,2000,36
1320140_s_t_eriksgatan,2001,24
1320140_s_t_eriksgatan,2002,87
1320140_s_t_eriksgatan,2003,79
1320140_s_t_eriksgatan,2004,70
1320140_s_t_eriksgatan,2005,74
1320140_s_t_eriksgatan,2006,106
1320140_s_t_eriksgatan,2007,91
1320140_s_t_eriksgatan,2008,132
1320140_s_t_eriksgatan,2009,101
1320140_s_t_eriksgatan,2010,112
1320140_s_t_eriksgatan,2011,130
1320140_s_t_eriksgatan,2012,120
1320140_s_t_eriksgatan,2013,172
1320140_s_t_eriksgatan,2014,150
1320150_alstromergatan,2000,-4
1320150_alstromergatan,2001,55
1320150_alstromergatan,2002,100
1320150_alstromergatan,2003,156
1320150_alstromergatan,2004,151
1320150_alstromergatan,2005,191
1320150_alstromergatan,2006,165
1320150_alstromergatan,2007,201
1320150_alstromergatan,2008,154
1320150_alstromergatan,2009,188
1320150_alstromergatan,2010,238
1320150_alstromergatan,2011,221
1320150_alstromergatan,2012,259
1320150_alstromergatan,2013,298
1320150_alstromergatan,2014,285
1320210_ralambshov,2000,-11
1320210_ralambshov,2001,-4
1320210_ralambshov,2002,18
1320210_ralambshov,2003,27
1320210_ralambshov,2004,33
1320210_ralambshov,2005,32
1320210_ralambshov,2006,39
1320210_ralambshov,2007,30
1320210_ralambshov,2008,64
1320210_ralambshov,2009,258
1320210_ralambshov,2010,253
1320210_ralambshov,2011,237
1320210_ralambshov,2012,231
1320210_ralambshov,2013,222
1320210_ralambshov,2014,241
1320220_svedbergsplan,2000,19
1320220_svedbergsplan,2001,34
1320220_svedbergsplan,2002,51
1320220_svedbergsplan,2003,61
1320220_svedbergsplan,2004,65
1320220_svedbergsplan,2005,89
1320220_svedbergsplan,2006,88
1320220_svedbergsplan,2007,104
1320220_svedbergsplan,2008,107
1320220_svedbergsplan,2009,132
1320220_svedbergsplan,2010,140
1320220_svedbergsplan,2011,138
1320220_svedbergsplan,2012,126
1320220_svedbergsplan,2013,157
1320220_svedbergsplan,2014,156
1320240_mariebergsparken,2000,11
1320240_mariebergsparken,2001,16
1320240_mariebergsparken,2002,24
1320240_mariebergsparken,2003,88
1320240_mariebergsparken,2004,104
1320240_mariebergsparken,2005,104
1320240_mariebergsparken,2006,117
1320240_mariebergsparken,2007,117
1320240_mariebergsparken,2008,125
1320240_mariebergsparken,2009,114
1320240_mariebergsparken,2010,128
1320240_mariebergsparken,2011,124
1320240_mariebergsparken,2012,122
1320240_mariebergsparken,2013,135
1320240_mariebergsparken,2014,132
1320310_ostra_stadshagen,2000,2
1320310_ostra_stadshagen,2001,1
1320310_ostra_stadshagen,2002,9
1320310_ostra_stadshagen,2003,11
1320310_ostra_stadshagen,2004,-11
1320310_ostra_stadshagen,2005,-30
1320310_ostra_stadshagen,2006,-88
1320310_ostra_stadshagen,2007,-99
1320310_ostra_stadshagen,2008,-57
1320310_ostra_stadshagen,2009,-63
1320310_ostra_stadshagen,2010,-28
1320310_ostra_stadshagen,2011,64
1320310_ostra_stadshagen,2012,44
1320310_ostra_stadshagen,2013,47
1320310_ostra_stadshagen,2014,14
1320330_lindhagensplan,2010,107
1320330_lindhagensplan,2011,105
1320330_lindhagensplan,2012,103
1320330_lindhagensplan,2013,91
1320330_lindhagensplan,2014,92
1320410_vastra_kristineberg,2000,-4
1320410_vastra_kristineberg,2001,45
1320410_vastra_kristineberg,2002,65
1320410_vastra_kristineberg,2003,40
1320410_vastra_kristineberg,2004,20
1320410_vastra_kristineberg,2005,35
1320410_vastra_kristineberg,2006,98
1320410_vastra_kristineberg,2007,99
1320410_vastra_kristineberg,2008,59
