basomrade,year,immigration_surplus_female
2210200_beckomberga,2009,36
2210200_beckomberga,2010,144
2210200_beckomberga,2011,82
2210200_beckomberga,2012,-9
2210200_beckomberga,2013,9
2210200_beckomberga,2014,271
2210300_blackeberg,2000,39
2210300_blackeberg,2001,2
2210300_blackeberg,2002,59
2210300_blackeberg,2003,-16
2210300_blackeberg,2004,-6
2210300_blackeberg,2005,77
2210300_blackeberg,2006,144
2210300_blackeberg,2007,95
2210300_blackeberg,2008,94
2210300_blackeberg,2009,0
2210300_blackeberg,2010,142
2210300_blackeberg,2011,-11
2210300_blackeberg,2012,312
2210300_blackeberg,2013,207
2210300_blackeberg,2014,16
2210400_bromma_kyrka,2000,-14
2210400_bromma_kyrka,2001,31
2210400_bromma_kyrka,2002,35
2210400_bromma_kyrka,2003,5
2210400_bromma_kyrka,2004,7
2210400_bromma_kyrka,2005,20
2210400_bromma_kyrka,2006,-3
2210400_bromma_kyrka,2007,18
2210400_bromma_kyrka,2008,16
2210400_bromma_kyrka,2009,16
2210400_bromma_kyrka,2010,-9
2210400_bromma_kyrka,2011,0
2210400_bromma_kyrka,2012,21
2210400_bromma_kyrka,2013,4
2210400_bromma_kyrka,2014,13
2210500_ballsta,2000,2
2210500_ballsta,2001,11
2210500_ballsta,2002,-9
2210500_ballsta,2003,-26
2210500_ballsta,2004,-27
2210500_ballsta,2005,-15
2210500_ballsta,2006,7
2210500_ballsta,2007,6
2210500_ballsta,2008,-13
2210500_ballsta,2009,-11
2210500_ballsta,2010,-5
2210500_ballsta,2011,-16
2210500_ballsta,2012,5
2210500_ballsta,2013,-8
2210500_ballsta,2014,-2
2210600_eneby,2000,-12
2210600_eneby,2001,-9
2210600_eneby,2002,-3
2210600_eneby,2003,-18
2210600_eneby,2004,3
2210600_eneby,2005,2
2210600_eneby,2006,-7
2210600_eneby,2007,-5
2210600_eneby,2008,3
2210600_eneby,2009,-3
2210600_eneby,2010,-12
2210600_eneby,2011,-4
2210600_eneby,2012,1
2210600_eneby,2013,5
2210600_eneby,2014,1
2210700_mariehall,2000,-9
2210700_mariehall,2001,12
2210700_mariehall,2002,-2
2210700_mariehall,2003,18
2210700_mariehall,2004,93
2210700_mariehall,2005,45
2210700_mariehall,2006,25
2210700_mariehall,2007,53
2210700_mariehall,2008,67
2210700_mariehall,2009,-28
2210700_mariehall,2010,-1
2210700_mariehall,2011,377
2210700_mariehall,2012,600
2210700_mariehall,2013,328
2210700_mariehall,2014,599
2210830_runstensplan,2000,14
2210830_runstensplan,2001,2
2210830_runstensplan,2002,-17
2210830_runstensplan,2003,-17
2210830_runstensplan,2004,-11
2210830_runstensplan,2005,-18
2210830_runstensplan,2006,-15
2210830_runstensplan,2007,55
2210830_runstensplan,2008,-1
2210830_runstensplan,2009,60
2210830_runstensplan,2010,-20
2210830_runstensplan,2011,-25
2210830_runstensplan,2012,8
2210830_runstensplan,2013,-2
2210830_runstensplan,2014,-18
2210840_angbylunden,2000,3
2210840_angbylunden,2001,-5
2210840_angbylunden,2002,-15
2210840_angbylunden,2003,-5
2210840_angbylunden,2004,-12
2210840_angbylunden,2005,-4
2210840_angbylunden,2006,8
2210840_angbylunden,2007,-15
2210840_angbylunden,2008,-14
2210840_angbylunden,2009,6
2210840_angbylunden,2010,-2
2210840_angbylunden,2011,-8
2210840_angbylunden,2012,20
2210840_angbylunden,2013,-19
2210840_angbylunden,2014,-14
2210850_attehagen,2000,7
2210850_attehagen,2001,-5
2210850_attehagen,2002,-12
2210850_attehagen,2003,0
2210850_attehagen,2004,-11
2210850_attehagen,2005,7
2210850_attehagen,2006,-2
2210850_attehagen,2007,6
2210850_attehagen,2008,-17
2210850_attehagen,2009,-6
2210850_attehagen,2010,5
2210850_attehagen,2011,-7
2210850_attehagen,2012,-14
2210850_attehagen,2013,9
2210850_attehagen,2014,16
2210860_akeshovsbadet,2000,20
2210860_akeshovsbadet,2001,6
2210860_akeshovsbadet,2002,-11
2210860_akeshovsbadet,2003,-2
2210860_akeshovsbadet,2004,-2
2210860_akeshovsbadet,2005,3
2210860_akeshovsbadet,2006,-15
2210860_akeshovsbadet,2007,-1
2210860_akeshovsbadet,2008,57
2210860_akeshovsbadet,2009,-4
2210860_akeshovsbadet,2010,-8
2210860_akeshovsbadet,2011,-14
2210860_akeshovsbadet,2012,7
2210860_akeshovsbadet,2013,-4
2210860_akeshovsbadet,2014,8
2210920_sodra_riksby,2000,35
2210920_sodra_riksby,2001,5
2210920_sodra_riksby,2002,-33
2210920_sodra_riksby,2003,65
2210920_sodra_riksby,2004,-80
2210920_sodra_riksby,2005,-9
2210920_sodra_riksby,2006,-34
2210920_sodra_riksby,2007,29
2210920_sodra_riksby,2008,3
2210920_sodra_riksby,2009,-38
2210920_sodra_riksby,2010,23
2210920_sodra_riksby,2011,27
2210920_sodra_riksby,2012,-69
2210920_sodra_riksby,2013,-12
2210920_sodra_riksby,2014,-11
2211121_farjestadsvagen_v,2000,2
2211121_farjestadsvagen_v,2001,1
2211121_farjestadsvagen_v,2002,13
2211121_farjestadsvagen_v,2003,7
2211121_farjestadsvagen_v,2004,-9
2211121_farjestadsvagen_v,2005,-9
2211121_farjestadsvagen_v,2006,-15
2211121_farjestadsvagen_v,2007,-16
2211121_farjestadsvagen_v,2008,-8
2211121_farjestadsvagen_v,2009,-4
2211121_farjestadsvagen_v,2010,-9
2211121_farjestadsvagen_v,2011,-4
2211121_farjestadsvagen_v,2012,-19
2211121_farjestadsvagen_v,2013,3
2211121_farjestadsvagen_v,2014,8
2211130_angbyhojden,2000,-2
2211130_angbyhojden,2001,3
2211130_angbyhojden,2002,-8
2211130_angbyhojden,2003,14
2211130_angbyhojden,2004,-6
2211130_angbyhojden,2005,-7
2211130_angbyhojden,2006,-3
2211130_angbyhojden,2007,1
2211130_angbyhojden,2008,-4
2211130_angbyhojden,2009,2
2211130_angbyhojden,2010,6
2211130_angbyhojden,2011,-12
2211130_angbyhojden,2012,2
2211130_angbyhojden,2013,-1
2211130_angbyhojden,2014,10
2211220_johannesfred,2000,-4
2211220_johannesfred,2001,-8
2211220_johannesfred,2002,-25
2211220_johannesfred,2003,-15
2211220_johannesfred,2004,-29
2211220_johannesfred,2005,-11
2211220_johannesfred,2006,-29
2211220_johannesfred,2007,-41
2211220_johannesfred,2008,-30
2211220_johannesfred,2009,-37
2211220_johannesfred,2010,-6
2211220_johannesfred,2011,6
2211220_johannesfred,2012,17
2211220_johannesfred,2013,-7
2211220_johannesfred,2014,-26
2211300_akeshov,2000,-9
2211300_akeshov,2001,-8
2211300_akeshov,2002,6
2211300_akeshov,2003,5
2211300_akeshov,2004,-13
2211300_akeshov,2005,-4
2211300_akeshov,2006,-2
2211300_akeshov,2007,3
2211300_akeshov,2008,-9
2211300_akeshov,2009,-17
2211300_akeshov,2010,16
2211300_akeshov,2011,8
2211300_akeshov,2012,-8
2211300_akeshov,2013,-11
2211300_akeshov,2014,-11
2211420_ostra_akeslund,2000,-15
2211420_ostra_akeslund,2001,-16
2211420_ostra_akeslund,2002,-23
2211420_ostra_akeslund,2003,-51
2211420_ostra_akeslund,2004,32
2211420_ostra_akeslund,2005,11
2211420_ostra_akeslund,2006,7
2211420_ostra_akeslund,2007,-1
2211420_ostra_akeslund,2008,38
2211420_ostra_akeslund,2009,67
2211420_ostra_akeslund,2010,5
2211420_ostra_akeslund,2011,-6
2211420_ostra_akeslund,2012,3
2211420_ostra_akeslund,2013,-7
2211420_ostra_akeslund,2014,-3
2211460_vastra_akeslund,2000,-2
2211460_vastra_akeslund,2001,-15
2211460_vastra_akeslund,2002,-4
2211460_vastra_akeslund,2003,-3
2211460_vastra_akeslund,2004,-12
2211460_vastra_akeslund,2005,-12
2211460_vastra_akeslund,2006,5
2211460_vastra_akeslund,2007,4
2211460_vastra_akeslund,2008,10
2211460_vastra_akeslund,2009,-7
2211460_vastra_akeslund,2010,15
2211460_vastra_akeslund,2011,8
2211460_vastra_akeslund,2012,18
2211460_vastra_akeslund,2013,20
2211460_vastra_akeslund,2014,-2
2220100_alvik,2000,-17
2220100_alvik,2001,3
2220100_alvik,2002,-18
2220100_alvik,2003,18
2220100_alvik,2004,3
2220100_alvik,2005,-19
2220100_alvik,2006,13
2220100_alvik,2007,26
2220100_alvik,2008,-2
2220100_alvik,2009,-24
2220100_alvik,2010,11
2220100_alvik,2011,17
2220100_alvik,2012,-11
2220100_alvik,2013,7
2220100_alvik,2014,94
2220200_hoglandet,2000,9
2220200_hoglandet,2001,-7
2220200_hoglandet,2002,-10
2220200_hoglandet,2003,-5
2220200_hoglandet,2004,17
2220200_hoglandet,2005,-5
2220200_hoglandet,2006,7
2220200_hoglandet,2007,-1
2220200_hoglandet,2008,7
2220200_hoglandet,2009,-5
2220200_hoglandet,2010,-17
2220200_hoglandet,2011,-5
2220200_hoglandet,2012,-2
2220200_hoglandet,2013,0
2220200_hoglandet,2014,-19
2220300_nockeby,2000,25
2220300_nockeby,2001,11
2220300_nockeby,2002,8
2220300_nockeby,2003,-11
2220300_nockeby,2004,15
2220300_nockeby,2005,10
2220300_nockeby,2006,-10
2220300_nockeby,2007,8
2220300_nockeby,2008,-21
2220300_nockeby,2009,23
2220300_nockeby,2010,-24
2220300_nockeby,2011,7
2220300_nockeby,2012,-17
2220300_nockeby,2013,23
2220300_nockeby,2014,0
2220400_nockebyhov,2000,43
2220400_nockebyhov,2001,10
2220400_nockebyhov,2002,44
2220400_nockebyhov,2003,45
2220400_nockebyhov,2004,19
2220400_nockebyhov,2005,58
2220400_nockebyhov,2006,32
2220400_nockebyhov,2007,18
2220400_nockebyhov,2008,-24
2220400_nockebyhov,2009,65
2220400_nockebyhov,2010,24
2220400_nockebyhov,2011,14
2220400_nockebyhov,2012,45
2220400_nockebyhov,2013,7
2220400_nockebyhov,2014,-7
2220500_olovslund,2000,2
2220500_olovslund,2001,-8
2220500_olovslund,2002,3
2220500_olovslund,2003,-2
2220500_olovslund,2004,2
2220500_olovslund,2005,5
2220500_olovslund,2006,0
2220500_olovslund,2007,-3
2220500_olovslund,2008,-8
2220500_olovslund,2009,2
2220500_olovslund,2010,5
2220500_olovslund,2011,0
2220500_olovslund,2012,-7
2220500_olovslund,2013,2
2220500_olovslund,2014,-11
2220600_smedslatten,2000,-2
2220600_smedslatten,2001,-36
2220600_smedslatten,2002,10
2220600_smedslatten,2003,1
2220600_smedslatten,2004,2
2220600_smedslatten,2005,11
2220600_smedslatten,2006,-7
2220600_smedslatten,2007,-8
2220600_smedslatten,2008,27
2220600_smedslatten,2009,-34
2220600_smedslatten,2010,-10
2220600_smedslatten,2011,5
2220600_smedslatten,2012,11
2220600_smedslatten,2013,10
2220600_smedslatten,2014,-22
2220700_stora_mossen,2000,7
2220700_stora_mossen,2001,-1
2220700_stora_mossen,2002,-17
2220700_stora_mossen,2003,46
2220700_stora_mossen,2004,73
2220700_stora_mossen,2005,50
2220700_stora_mossen,2006,-10
2220700_stora_mossen,2007,-15
2220700_stora_mossen,2008,-15
2220700_stora_mossen,2009,-9
2220700_stora_mossen,2010,-4
2220700_stora_mossen,2011,1
2220700_stora_mossen,2012,5
2220700_stora_mossen,2013,-19
2220700_stora_mossen,2014,3
2220820_sodra_traneberg,2000,-40
2220820_sodra_traneberg,2001,30
2220820_sodra_traneberg,2002,20
2220820_sodra_traneberg,2003,-14
2220820_sodra_traneberg,2004,27
2220820_sodra_traneberg,2005,-22
2220820_sodra_traneberg,2006,-11
2220820_sodra_traneberg,2007,-1
2220820_sodra_traneberg,2008,9
2220820_sodra_traneberg,2009,-22
2220820_sodra_traneberg,2010,-12
2220820_sodra_traneberg,2011,-33
2220820_sodra_traneberg,2012,0
2220820_sodra_traneberg,2013,26
2220820_sodra_traneberg,2014,21
2220830_norra_traneberg,2000,-7
2220830_norra_traneberg,2001,-38
2220830_norra_traneberg,2002,-1
2220830_norra_traneberg,2003,-29
2220830_norra_traneberg,2004,3
2220830_norra_traneberg,2005,21
2220830_norra_traneberg,2006,-14
2220830_norra_traneberg,2007,-12
2220830_norra_traneberg,2008,-20
2220830_norra_traneberg,2009,1
2220830_norra_traneberg,2010,17
2220830_norra_traneberg,2011,7
2220830_norra_traneberg,2012,-28
2220830_norra_traneberg,2013,-4
2220830_norra_traneberg,2014,-21
2220840_minneberg,2000,-13
2220840_minneberg,2001,-6
2220840_minneberg,2002,-14
2220840_minneberg,2003,-15
2220840_minneberg,2004,-20
2220840_minneberg,2005,23
2220840_minneberg,2006,-23
2220840_minneberg,2007,-4
2220840_minneberg,2008,8
2220840_minneberg,2009,-24
2220840_minneberg,2010,-9
2220840_minneberg,2011,-22
2220840_minneberg,2012,-2
2220840_minneberg,2013,-6
2220840_minneberg,2014,33
2220900_ulvsunda,2000,8
2220900_ulvsunda,2001,-11
2220900_ulvsunda,2002,-20
2220900_ulvsunda,2003,-16
2220900_ulvsunda,2004,-15
2220900_ulvsunda,2005,-29
2220900_ulvsunda,2006,-20
2220900_ulvsunda,2007,-14
2220900_ulvsunda,2008,-17
2220900_ulvsunda,2009,-26
2220900_ulvsunda,2010,-4
2220900_ulvsunda,2011,14
2220900_ulvsunda,2012,-20
2220900_ulvsunda,2013,-6
2220900_ulvsunda,2014,27
2221000_alsten,2000,-21
2221000_alsten,2001,-8
2221000_alsten,2002,-29
2221000_alsten,2003,-14
2221000_alsten,2004,-38
2221000_alsten,2005,28
2221000_alsten,2006,-36
2221000_alsten,2007,27
2221000_alsten,2008,0
2221000_alsten,2009,-8
2221000_alsten,2010,-4
2221000_alsten,2011,-25
2221000_alsten,2012,-11
2221000_alsten,2013,0
2221000_alsten,2014,8
2221100_appelviken,2000,-4
2221100_appelviken,2001,11
2221100_appelviken,2002,-23
2221100_appelviken,2003,-12
2221100_appelviken,2004,-3
2221100_appelviken,2005,13
2221100_appelviken,2006,-8
2221100_appelviken,2007,-11
2221100_appelviken,2008,-5
2221100_appelviken,2009,8
2221100_appelviken,2010,-9
2221100_appelviken,2011,-2
2221100_appelviken,2012,-2
2221100_appelviken,2013,-6
2221100_appelviken,2014,-22
2230100_grimsta,2000,-23
2230100_grimsta,2001,74
2230100_grimsta,2002,51
2230100_grimsta,2003,0
2230100_grimsta,2004,-4
2230100_grimsta,2005,7
2230100_grimsta,2006,24
2230100_grimsta,2007,67
2230100_grimsta,2008,-48
2230100_grimsta,2009,-38
2230100_grimsta,2010,-19
2230100_grimsta,2011,2
2230100_grimsta,2012,-37
2230100_grimsta,2013,13
2230100_grimsta,2014,-63
2230200_kalvesta,2000,-30
2230200_kalvesta,2001,-59
2230200_kalvesta,2002,-17
2230200_kalvesta,2003,-21
2230200_kalvesta,2004,-28
2230200_kalvesta,2005,1
2230200_kalvesta,2006,-4
2230200_kalvesta,2007,-35
2230200_kalvesta,2008,6
2230200_kalvesta,2009,-25
2230200_kalvesta,2010,1
2230200_kalvesta,2011,-39
2230200_kalvesta,2012,-29
2230200_kalvesta,2013,-1
2230200_kalvesta,2014,-8
2230300_nalsta,2000,-9
2230300_nalsta,2001,-11
2230300_nalsta,2002,-2
2230300_nalsta,2003,-8
2230300_nalsta,2004,-8
2230300_nalsta,2005,4
2230300_nalsta,2006,27
2230300_nalsta,2007,-9
2230300_nalsta,2008,5
2230300_nalsta,2009,-5
2230300_nalsta,2010,-35
2230300_nalsta,2011,-21
2230300_nalsta,2012,-8
2230300_nalsta,2013,-26
2230300_nalsta,2014,-14
2230420_vastra_racksta,2000,-7
2230420_vastra_racksta,2001,-41
2230420_vastra_racksta,2002,5
2230420_vastra_racksta,2003,-20
2230420_vastra_racksta,2004,-22
2230420_vastra_racksta,2005,-24
2230420_vastra_racksta,2006,-12
2230420_vastra_racksta,2007,42
2230420_vastra_racksta,2008,112
2230420_vastra_racksta,2009,99
2230420_vastra_racksta,2010,116
2230420_vastra_racksta,2011,92
2230420_vastra_racksta,2012,57
2230420_vastra_racksta,2013,-10
2230420_vastra_racksta,2014,-14
2230430_ostra_racksta,2000,-6
2230430_ostra_racksta,2001,-9
2230430_ostra_racksta,2002,-1
2230430_ostra_racksta,2003,-6
2230430_ostra_racksta,2004,-1
2230430_ostra_racksta,2005,-4
2230430_ostra_racksta,2006,4
2230430_ostra_racksta,2007,-2
2230430_ostra_racksta,2008,9
2230430_ostra_racksta,2009,-9
2230430_ostra_racksta,2010,-1
2230430_ostra_racksta,2011,-4
2230430_ostra_racksta,2012,-9
2230430_ostra_racksta,2013,6
2230430_ostra_racksta,2014,-12
2230440_racksta_sjukhus,2000,16
2230440_racksta_sjukhus,2001,16
2230440_racksta_sjukhus,2002,8
2230440_racksta_sjukhus,2003,-26
2230440_racksta_sjukhus,2004,7
2230440_racksta_sjukhus,2005,29
2230440_racksta_sjukhus,2006,4
2230440_racksta_sjukhus,2007,32
2230440_racksta_sjukhus,2008,60
2230440_racksta_sjukhus,2009,35
2230440_racksta_sjukhus,2010,51
2230440_racksta_sjukhus,2011,-8
2230440_racksta_sjukhus,2012,12
2230440_racksta_sjukhus,2013,30
2230440_racksta_sjukhus,2014,-7
2230520_norra_vinsta,2000,7
2230520_norra_vinsta,2001,-31
2230520_norra_vinsta,2002,-34
2230520_norra_vinsta,2003,-12
2230520_norra_vinsta,2004,8
2230520_norra_vinsta,2005,-13
2230520_norra_vinsta,2006,-2
2230520_norra_vinsta,2007,-16
2230520_norra_vinsta,2008,-16
2230520_norra_vinsta,2009,-10
2230520_norra_vinsta,2010,-16
2230520_norra_vinsta,2011,17
2230520_norra_vinsta,2012,135
2230520_norra_vinsta,2013,187
2230520_norra_vinsta,2014,77
2230560_sodra_vinsta,2000,1
2230560_sodra_vinsta,2001,4
2230560_sodra_vinsta,2002,-6
2230560_sodra_vinsta,2003,12
2230560_sodra_vinsta,2004,15
2230560_sodra_vinsta,2005,-3
2230560_sodra_vinsta,2006,-10
2230560_sodra_vinsta,2007,-15
2230560_sodra_vinsta,2008,0
2230560_sodra_vinsta,2009,-7
2230560_sodra_vinsta,2010,-6
2230560_sodra_vinsta,2011,-5
2230560_sodra_vinsta,2012,-19
2230560_sodra_vinsta,2013,-17
2230560_sodra_vinsta,2014,3
2230610_vallingby_centrum,2000,4
2230610_vallingby_centrum,2001,-4
2230610_vallingby_centrum,2002,-2
2230610_vallingby_centrum,2003,14
2230610_vallingby_centrum,2004,-5
2230610_vallingby_centrum,2005,5
2230610_vallingby_centrum,2006,16
2230610_vallingby_centrum,2007,-3
2230610_vallingby_centrum,2008,1
2230610_vallingby_centrum,2009,49
2230610_vallingby_centrum,2010,121
2230610_vallingby_centrum,2011,-3
2230610_vallingby_centrum,2012,-8
2230610_vallingby_centrum,2013,8
2230610_vallingby_centrum,2014,0
2230620_sodra_vallingby,2000,4
2230620_sodra_vallingby,2001,15
2230620_sodra_vallingby,2002,21
2230620_sodra_vallingby,2003,-13
2230620_sodra_vallingby,2004,2
2230620_sodra_vallingby,2005,-53
2230620_sodra_vallingby,2006,159
2230620_sodra_vallingby,2007,-5
2230620_sodra_vallingby,2008,22
2230620_sodra_vallingby,2009,-51
2230620_sodra_vallingby,2010,34
2230620_sodra_vallingby,2011,-19
2230620_sodra_vallingby,2012,-7
2230620_sodra_vallingby,2013,14
2230620_sodra_vallingby,2014,-3
2230630_norra_vallingby,2000,-7
2230630_norra_vallingby,2001,6
2230630_norra_vallingby,2002,-7
2230630_norra_vallingby,2003,-21
2230630_norra_vallingby,2004,14
2230630_norra_vallingby,2005,16
2230630_norra_vallingby,2006,-12
2230630_norra_vallingby,2007,3
2230630_norra_vallingby,2008,-1
2230630_norra_vallingby,2009,0
2230630_norra_vallingby,2010,-11
2230630_norra_vallingby,2011,6
2230630_norra_vallingby,2012,8
2230630_norra_vallingby,2013,7
2230630_norra_vallingby,2014,14
2240121_sodra_bromsten_n,2000,13
2240121_sodra_bromsten_n,2001,-3
2240121_sodra_bromsten_n,2002,-3
2240121_sodra_bromsten_n,2003,1
2240121_sodra_bromsten_n,2004,-4
2240121_sodra_bromsten_n,2005,-5
2240121_sodra_bromsten_n,2006,-12
2240121_sodra_bromsten_n,2007,-4
2240121_sodra_bromsten_n,2008,15
2240121_sodra_bromsten_n,2009,-11
2240121_sodra_bromsten_n,2010,5
2240121_sodra_bromsten_n,2011,-3
2240121_sodra_bromsten_n,2012,-2
2240121_sodra_bromsten_n,2013,6
2240121_sodra_bromsten_n,2014,-10
2240122_sodra_bromsten_s,2000,2
2240122_sodra_bromsten_s,2001,-10
2240122_sodra_bromsten_s,2002,-8
2240122_sodra_bromsten_s,2003,-6
2240122_sodra_bromsten_s,2004,-2
2240122_sodra_bromsten_s,2005,-7
2240122_sodra_bromsten_s,2006,1
2240122_sodra_bromsten_s,2007,57
2240122_sodra_bromsten_s,2008,8
2240122_sodra_bromsten_s,2009,-9
2240122_sodra_bromsten_s,2010,-12
2240122_sodra_bromsten_s,2011,-9
2240122_sodra_bromsten_s,2012,4
2240122_sodra_bromsten_s,2013,7
2240122_sodra_bromsten_s,2014,-11
2240130_norra_bromsten,2000,13
2240130_norra_bromsten,2001,-28
2240130_norra_bromsten,2002,21
2240130_norra_bromsten,2003,26
2240130_norra_bromsten,2004,-7
2240130_norra_bromsten,2005,-21
2240130_norra_bromsten,2006,-41
2240130_norra_bromsten,2007,-32
2240130_norra_bromsten,2008,-16
2240130_norra_bromsten,2009,-24
2240130_norra_bromsten,2010,5
2240130_norra_bromsten,2011,-31
2240130_norra_bromsten,2012,-26
2240130_norra_bromsten,2013,32
2240130_norra_bromsten,2014,8
2240200_flysta,2000,5
2240200_flysta,2001,-15
2240200_flysta,2002,-16
2240200_flysta,2003,6
2240200_flysta,2004,15
2240200_flysta,2005,-15
2240200_flysta,2006,-7
2240200_flysta,2007,-10
2240200_flysta,2008,-11
2240200_flysta,2009,-14
2240200_flysta,2010,13
2240200_flysta,2011,-11
2240200_flysta,2012,-9
2240200_flysta,2013,-11
2240200_flysta,2014,-7
2240520_okand,2000,-28
2240520_okand,2001,-67
2240520_okand,2002,-122
2240520_okand,2003,-198
2240520_okand,2004,-141
2240520_okand,2005,-277
2240520_okand,2006,-97
2240520_okand,2007,-193
2240520_okand,2008,-112
2240520_okand,2009,-181
2240530_okand,2000,-60
2240530_okand,2001,-42
2240530_okand,2002,-62
2240530_okand,2003,-118
2240530_okand,2004,-127
2240530_okand,2005,-101
2240530_okand,2006,-159
2240530_okand,2007,-109
2240530_okand,2008,-231
2240530_okand,2009,-177
2240621_solhojden,2000,15
2240621_solhojden,2001,-13
2240621_solhojden,2002,7
2240621_solhojden,2003,-3
2240621_solhojden,2004,-15
2240621_solhojden,2005,10
2240621_solhojden,2006,-3
2240621_solhojden,2007,0
2240621_solhojden,2008,20
2240621_solhojden,2009,-14
2240621_solhojden,2010,-1
2240621_solhojden,2011,10
2240621_solhojden,2012,-2
2240621_solhojden,2013,-23
2240621_solhojden,2014,-40
2240622_spanga_torg,2000,9
2240622_spanga_torg,2001,3
2240622_spanga_torg,2002,22
2240622_spanga_torg,2003,-9
2240622_spanga_torg,2004,-6
2240622_spanga_torg,2005,10
2240622_spanga_torg,2006,7
2240622_spanga_torg,2007,6
2240622_spanga_torg,2008,12
2240622_spanga_torg,2009,13
2240622_spanga_torg,2010,-9
2240622_spanga_torg,2011,-11
2240622_spanga_torg,2012,-3
2240622_spanga_torg,2013,13
2240622_spanga_torg,2014,5
2240631_solhems_villastad_vast,2000,-20
2240631_solhems_villastad_vast,2001,-3
2240631_solhems_villastad_vast,2002,-12
2240631_solhems_villastad_vast,2003,-30
2240631_solhems_villastad_vast,2004,2
2240631_solhems_villastad_vast,2005,-4
2240631_solhems_villastad_vast,2006,-7
2240631_solhems_villastad_vast,2007,24
2240631_solhems_villastad_vast,2008,-10
2240631_solhems_villastad_vast,2009,-3
2240631_solhems_villastad_vast,2010,-5
2240631_solhems_villastad_vast,2011,-2
2240631_solhems_villastad_vast,2012,-9
2240631_solhems_villastad_vast,2013,-5
2240631_solhems_villastad_vast,2014,9
2240632_spanga_gymnasium,2000,3
2240632_spanga_gymnasium,2001,-13
2240632_spanga_gymnasium,2002,-17
2240632_spanga_gymnasium,2003,6
2240632_spanga_gymnasium,2004,9
2240632_spanga_gymnasium,2005,1
2240632_spanga_gymnasium,2006,3
2240632_spanga_gymnasium,2007,8
2240632_spanga_gymnasium,2008,-10
2240632_spanga_gymnasium,2009,3
2240632_spanga_gymnasium,2010,3
2240632_spanga_gymnasium,2011,-22
2240632_spanga_gymnasium,2012,-15
2240632_spanga_gymnasium,2013,-26
2240632_spanga_gymnasium,2014,-24
