geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
idn,Indonesia,country,asi,1879,29874026,1092,39,443.79,-5,120
ind,India,country,asi,1879,222060832,1081,30.2,509.39,22,79
irl,Ireland,country,eur,1879,3666998,3243,36.1,151.1,53,-8
irn,Iran,country,asi,1879,8827394,1146,44.4,506.38,32,53
irq,Iraq,country,asi,1879,1754916,1280,44.7,427.86,33,44
isr,Israel,country,asi,1879,278253,934,44.9,447.23,31.5,34.75
ita,Italy,country,eur,1879,29434811,2776,48.8,373.24,42.83333,12.83333
jam,Jamaica,country,ame,1879,557734,929,39.1,265.2,18.16667,-77.25
jor,Jordan,country,asi,1879,276982,1289,43.7,421.34,31,36
jpn,Japan,country,asi,1879,36559404,1352,46.6,356.28,35.68536,139.75309
kaz,Kazakhstan,country,asi,1879,3499939,1709,43.3,515.42,48,68
ken,Kenya,country,afr,1879,2606052,1093,40.4,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1879,909716,855,42.2,377,41.5,75
khm,Cambodia,country,asi,1879,2493626,989,45.2,379.99,13,105
kor,South Korea,country,asi,1879,9801443,531,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1879,84671,1624,43.2,500.35,29.36972,47.97833
lao,Lao,country,asi,1879,857142,998,38.4,418.74,18,105
lbn,Lebanon,country,asi,1879,491966,1693,41.4,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1879,513270,936,45.3,429.16,6.5,-9.5
lby,Libya,country,afr,1879,747960,2170,42.1,404.69,28,17
lka,Sri Lanka,country,asi,1879,3017878,1272,44.1,409.79,7.75,80.75
lso,Lesotho,country,afr,1879,430393,411,52.1,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1879,1341114,1904,42.8,408.51,55.41667,24
lux,Luxembourg,country,eur,1879,186644,2926,38.7,357.45,49.61167,6.13
lva,Latvia,country,eur,1879,1017281,1126,42.8,330.15,57,25
mar,Morocco,country,afr,1879,4026618,795,42.8,403.44,32,-6
mda,Moldova,country,eur,1879,1222339,858,42,342.63,47.25,28.58333
mdg,Madagascar,country,afr,1879,2512759,764,41,437.13,-20,47
mex,Mexico,country,ame,1879,10343518,1487,49.2,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1879,662793,1116,31.6,384.97,41.66667,21.75
mli,Mali,country,afr,1879,2431697,616,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1879,5572800,935,40.2,433.13,21,96
mne,Montenegro,country,eur,1879,212364,1711,41,375.2,42.75,19.25
mng,Mongolia,country,asi,1879,678056,656,46.6,420.04,46,105
moz,Mozambique,country,afr,1879,3458819,409,46.1,439.79,-18.25,35
mrt,Mauritania,country,afr,1879,488984,703,48.1,417.44,20.25,-10.5
mus,Mauritius,country,afr,1879,351524,1253,43.9,225.92,-20.3,57.58333
mwi,Malawi,country,afr,1879,750557,354,43.8,439.79,-13.5,34
mys,Malaysia,country,asi,1879,1100850,1156,40.9,435.79,2.5,112.5
nam,Namibia,country,afr,1879,230737,1307,46.7,412.34,-22,17
ner,Niger,country,afr,1879,1719977,595,43.3,433.13,18,9
nga,Nigeria,country,afr,1879,15614855,1154,39.8,438.46,10,8
nic,Nicaragua,country,ame,1879,444349,1826,44.3,509.39,13,-85
nld,Netherlands,country,eur,1879,3977908,5208,50.1,282.96,52.25,5.75
nor,Norway,country,eur,1879,1870078,2758,46.1,147.41,62,10
npl,Nepal,country,asi,1879,4976105,705,41,407.24,28,84
nzl,New Zealand,country,asi,1879,484897,5945,38.2,162.22,-42,174
omn,Oman,country,asi,1879,381175,1215,44.7,413.61,21,57
pak,Pakistan,country,asi,1879,16890236,1049,41.8,501.85,30,70
pan,Panama,country,ame,1879,198956,1652,44.9,405.96,8.9936,-79.51973
per,Peru,country,ame,1879,2934302,1410,48.1,371.61,-10,-75.25
phl,Philippines,country,asi,1879,4949612,1062,45.9,431.79,13,122
png,Papua New Guinea,country,asi,1879,1093117,669,41.1,423.95,-6,147
pol,Poland,country,eur,1879,19373549,1820,26.1,369.21,52,20
prk,North Korea,country,asi,1879,4782753,534,49.3,500.35,40,127
prt,Portugal,country,eur,1879,4603317,1771,46.1,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1879,402846,1752,44.3,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1879,222148,1263,43.4,434.45,31.5,34.46667
qat,Qatar,country,asi,1879,14634,1624,43.2,433.13,25.27932,51.52245
rou,Romania,country,eur,1879,9677302,1850,42,300.8,46,25
rus,Russia,country,eur,1879,53503551,2144,50,409.33,60,100
rwa,Rwanda,country,afr,1879,1364925,476,54.3,420.04,-2,30
sau,Saudi Arabia,country,asi,1879,2398608,933,46.2,416.16,25,45
sdn,Sudan,country,afr,1879,4822374,691,33.8,425.25,16,30
sds,South Sudan,country,afr,1879,1590102,676,33.78,490.08,7.5,30
sen,Senegal,country,afr,1879,1514687,663,42.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1879,112570,1468,42.4,392.21,1.28967,103.85007
slb,Solomon Islands,country,asi,1879,69213,448,50.1,504.87,-8,159
sle,Sierra Leone,country,afr,1879,1191316,979,47.7,513.91,8.5,-11.5
slv,El Salvador,country,ame,1879,563700,1603,44.5,461.6,13.83333,-88.91667
som,Somalia,country,afr,1879,1446424,748,44.7,451.96,6,48
srb,Serbia,country,eur,1879,3606280,2197,31.6,355.32,44.81892,20.45998
sur,Suriname,country,ame,1879,125492,2442,40.3,405.96,4,-56
svk,Slovak Republic,country,eur,1879,2649041,2222,48.9,363.32,48.66667,19.5
svn,Slovenia,country,eur,1879,789828,2279,42.3,360.97,46.08333,15
swe,Sweden,country,eur,1879,4470072,2532,58.3,196.95,62,15
swz,Swaziland,country,afr,1879,86858,653,49.8,413.61,-26.5,31.5
syr,Syria,country,asi,1879,1658703,1254,47.6,429.16,35,38
tcd,Chad,country,afr,1879,1454827,558,47.5,431.79,15,19
tgo,Togo,country,afr,1879,747694,910,45,426.55,8.66667,1.08333
tha,Thailand,country,asi,1879,6226307,1127,35.5,438.46,15.5,101
tjk,Tajikistan,country,asi,1879,798667,782,43.6,320.27,39,71
tkm,Turkmenistan,country,asi,1879,631285,1414,35.9,477.78,39.75,59.66667
tls,Timor-Leste,country,asi,1879,262959,609,46.6,456.75,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1879,158839,1699,43.4,335.73,11,-61
tun,Tunisia,country,afr,1879,1309442,953,42.8,460.21,34,9
tur,Turkey,country,eur,1879,12404825,1520,46.6,379.99,39,35
tza,Tanzania,country,afr,1879,3703093,660,37.6,414.89,-6,35
uga,Uganda,country,afr,1879,2553232,618,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1879,19353537,1144,44,360.97,49,32
ury,Uruguay,country,ame,1879,464134,5097,49.3,405.96,-33,-56
usa,United States,country,ame,1879,50085758,4834,53.2,351.82,39.76,-98.5
uzb,Uzbekistan,country,asi,1879,3434228,604,40.6,379.77,41.66667,63.83333
ven,Venezuela,country,ame,1879,1983334,1106,44.1,414.89,8,-66
vnm,Vietnam,country,asi,1879,11334106,901,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1879,2950031,1097,42.4,540.44,15.5,47.5
zaf,South Africa,country,afr,1879,3078293,2908,35.9,398.45,-29,24
zmb,Zambia,country,afr,1879,744252,803,46.1,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1879,1650053,956,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1880,4419695,741,43.1,479.96,33,66
ago,Angola,country,afr,1880,2473597,878,31.8,485.68,-12.5,18.5
alb,Albania,country,eur,1880,672544,870,34.8,375.2,41,20
are,United Arab Emirates,country,asi,1880,42682,1498,43.5,434.46,23.75,54.5
arg,Argentina,country,ame,1880,2493156,3097,33.4,403.44,-34,-64
arm,Armenia,country,eur,1880,713957,649,46.1,334.32,40.25,45
aus,Australia,country,asi,1880,2253007,7120,40,180.93,-25,135
aut,Austria,country,eur,1880,4947026,3928,36.6,406.11,47.33333,13.33333
aze,Azerbaijan,country,eur,1880,1523060,1084,44,326,40.5,47.5
bdi,Burundi,country,afr,1880,1389698,450,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1880,5572208,5697,50.9,274.72,50.75,4.5
ben,Benin,country,afr,1880,1144003,799,43.6,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1880,2576527,515,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1880,26094931,903,44.8,521.6,24,90
bgr,Bulgaria,country,eur,1880,2993642,1624,41.3,330.15,42.66667,25.25
bhr,Bahrain,country,asi,1880,68170,2152,42.2,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1880,1439493,906,43.8,378.8,44.25,17.83333
blr,Belarus,country,eur,1880,4091588,871,50,365.67,53,28
bol,Bolivia,country,ame,1880,1626132,1511,36.9,404.69,-17,-65
bra,Brazil,country,ame,1880,11893392,1455,33.4,417.44,-10,-55
btn,Bhutan,country,asi,1880,122321,710,47.9,433.47,27.5,90.5
bwa,Botswana,country,afr,1880,121900,532,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1880,640769,568,48.6,443.79,7,21
can,Canada,country,ame,1880,4360348,3021,42.5,275.01,60.10867,-113.64258
che,Switzerland,country,eur,1880,2822978,6143,42.8,253.16,47.00016,8.01427
chl,Chile,country,ame,1880,2277245,2605,68.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1880,365544192,1015,30.6,417.44,35,105
civ,Cote d'Ivoire,country,afr,1880,1630846,1119,44.3,427.86,8,-5.5
cmr,Cameroon,country,afr,1880,2224163,839,36.3,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1880,7661544,674,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1880,485381,721,43.4,408.51,-1,15.5
col,Colombia,country,ame,1880,2885962,1127,50.7,417.44,4,-73.25
com,Comoros,country,afr,1880,90059,755,46.1,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1880,95157,685,48.3,394.71,16,-24
cri,Costa Rica,country,ame,1880,172749,1520,44.2,441.12,10,-84
cub,Cuba,country,ame,1880,1555081,2185,41.2,358.63,22,-79.5
cyp,Cyprus,country,eur,1880,189916,1740,41.3,339.12,35,33
cze,Czech Republic,country,eur,1880,6875261,3022,48.3,379.99,49.75,15
deu,Germany,country,eur,1880,43577358,3057,42.7,389.96,51.5,10.5
dji,Djibouti,country,afr,1880,36159,969,45.6,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1880,2081766,3908,50,231.4,56,10
dom,Dominican Republic,country,ame,1880,317340,926,45.6,445.15,19,-70.66667
dza,Algeria,country,afr,1880,4143163,1409,39,460.21,28,3
ecu,Ecuador,country,ame,1880,1152573,779,46.2,405.96,-1.25,-78.25
egy,Egypt,country,afr,1880,7900451,960,40.4,404.69,27,30
eri,Eritrea,country,afr,1880,453535,622,48.3,441.12,15,39
esp,Spain,country,eur,1880,16921004,2509,32.5,308.99,40,-4
est,Estonia,country,eur,1880,579703,1415,40.6,322.4,59,26
eth,Ethiopia,country,afr,1880,6830859,535,47.5,447.88,9,39.5
fin,Finland,country,eur,1880,2047577,1925,43.2,288.06,64,26
fji,Fiji,country,asi,1880,126850,965,46.3,498.88,-18,178
fra,France,country,eur,1880,39014053,3555,53,257,46,2
gab,Gabon,country,afr,1880,262844,395,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1880,30849957,6553,43.2,251.14,54.75844,-2.69531
geo,Georgia,country,eur,1880,1857427,724,29.7,335.62,41.99998,43.4999
gha,Ghana,country,afr,1880,1677747,752,47.1,471.38,8.1,-1.2
gin,Guinea,country,afr,1880,1669530,510,32.7,439.79,10.83333,-10.66667
gmb,Gambia,country,afr,1880,161446,853,46.8,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1880,329708,818,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1880,98300,395,51.1,446.51,1.7,10.5
grc,Greece,country,eur,1880,4024333,2275,41.8,357.45,39,22
gtm,Guatemala,country,ame,1880,1181901,1400,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1880,249866,1824,38.2,429.16,5,-59
hnd,Honduras,country,ame,1880,436660,1455,45.6,393.46,15,-86.5
hti,Haiti,country,ame,1880,1280914,1170,44.4,485.55,19,-72.41667
hun,Hungary,country,eur,1880,6256649,2151,42.5,395.7,47,20
idn,Indonesia,country,asi,1880,30212871,1088,39,443.79,-5,120
ind,India,country,asi,1880,223020377,1084,30.1,509.39,22,79
irl,Ireland,country,eur,1880,3641634,3276,35.8,171.55,53,-8
irn,Iran,country,asi,1880,8879809,1153,43.9,506.38,32,53
irq,Iraq,country,asi,1880,1775449,1290,44.1,427.86,33,44
isr,Israel,country,asi,1880,281441,940,44.9,447.22,31.5,34.75
ita,Italy,country,eur,1880,29621532,2849,48.5,386.5,42.83333,12.83333
jam,Jamaica,country,ame,1880,564583,932,39.1,320.37,18.16667,-77.25
jor,Jordan,country,asi,1880,278561,1299,43.8,421.34,31,36
jpn,Japan,country,asi,1880,36826469,1395,46.7,356.28,35.68536,139.75309
kaz,Kazakhstan,country,asi,1880,3531920,1720,43.3,512.4,48,68
ken,Kenya,country,afr,1880,2607157,1096,39.8,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1880,918049,862,41.8,376.93,41.5,75
khm,Cambodia,country,asi,1880,2509963,990,45.3,379.99,13,105
kor,South Korea,country,asi,1880,9806394,531,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1880,85115,1648,43.1,500.35,29.36972,47.97833
lao,Lao,country,asi,1880,869267,1000,38.4,418.74,18,105
lbn,Lebanon,country,asi,1880,494961,1710,41,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1880,517639,939,45.4,429.16,6.5,-9.5
lby,Libya,country,afr,1880,752589,2196,42.1,404.69,28,17
lka,Sri Lanka,country,asi,1880,3044220,1373,44,409.79,7.75,80.75
lso,Lesotho,country,afr,1880,433624,411,52.1,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1880,1353535,1916,42.2,402.19,55.41667,24
lux,Luxembourg,country,eur,1880,187865,2961,38.8,351.67,49.61167,6.13
lva,Latvia,country,eur,1880,1026699,1133,42.2,326.83,57,25
mar,Morocco,country,afr,1880,4055109,796,42.1,403.44,32,-6
mda,Moldova,country,eur,1880,1233524,862,41.3,341.99,47.25,28.58333
mdg,Madagascar,country,afr,1880,2529772,767,41,437.13,-20,47
mex,Mexico,country,ame,1880,10470582,1518,49,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1880,668778,1136,31.5,384.83,41.66667,21.75
mli,Mali,country,afr,1880,2454682,617,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1880,5734636,945,39.5,433.13,21,96
mne,Montenegro,country,eur,1880,214216,1740,41.2,375.2,42.75,19.25
mng,Mongolia,country,asi,1880,679296,657,46.8,420.04,46,105
moz,Mozambique,country,afr,1880,3487663,409,45.7,439.79,-18.25,35
mrt,Mauritania,country,afr,1880,491013,707,48,417.44,20.25,-10.5
mus,Mauritius,country,afr,1880,353740,1259,43.9,216.59,-20.3,57.58333
mwi,Malawi,country,afr,1880,751025,354,43.6,439.79,-13.5,34
mys,Malaysia,country,asi,1880,1139039,1162,40.9,435.79,2.5,112.5
nam,Namibia,country,afr,1880,230797,1326,46.1,412.34,-22,17
ner,Niger,country,afr,1880,1729822,598,43.3,433.13,18,9
nga,Nigeria,country,afr,1880,15683139,1159,39.5,438.46,10,8
nic,Nicaragua,country,ame,1880,449633,1845,44.1,509.39,13,-85
nld,Netherlands,country,eur,1880,4024595,5500,49.4,314.23,52.25,5.75
nor,Norway,country,eur,1880,1883716,2827,45.8,152.11,62,10
npl,Nepal,country,asi,1880,5003138,711,41,407.24,28,84
nzl,New Zealand,country,asi,1880,505065,6241,38.2,136.56,-42,174
omn,Oman,country,asi,1880,382837,1225,44.7,413.61,21,57
pak,Pakistan,country,asi,1880,16977586,1052,41.3,501.85,30,70
pan,Panama,country,ame,1880,201637,1670,44.8,405.96,8.9936,-79.51973
per,Peru,country,ame,1880,2971643,1414,47.5,371.61,-10,-75.25
phl,Philippines,country,asi,1880,5011484,1065,45.2,431.79,13,122
png,Papua New Guinea,country,asi,1880,1099972,671,40.6,423.95,-6,147
pol,Poland,country,eur,1880,19669587,1848,26,369.21,52,20
prk,North Korea,country,asi,1880,4798574,534,49.4,500.35,40,127
prt,Portugal,country,eur,1880,4638209,1750,45.5,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1880,404774,1774,44.1,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1880,224771,1266,43.6,434.44,31.5,34.46667
qat,Qatar,country,asi,1880,14709,1648,43.1,433.13,25.27932,51.52245
rou,Romania,country,eur,1880,9735775,1877,41.3,373.78,46,25
rus,Russia,country,eur,1880,53996807,2158,50,464.46,60,100
rwa,Rwanda,country,afr,1880,1374345,477,53.8,420.04,-2,30
sau,Saudi Arabia,country,asi,1880,2405921,935,46.2,416.16,25,45
sdn,Sudan,country,afr,1880,4826197,694,33.8,425.25,16,30
sds,South Sudan,country,afr,1880,1604755,680,33.78,490.08,7.5,30
sen,Senegal,country,afr,1880,1525351,666,42.8,512.4,14.5,-14.25
sgp,Singapore,country,asi,1880,116144,1509,42.5,392.21,1.28967,103.85007
slb,Solomon Islands,country,asi,1880,69346,450,50.1,504.87,-8,159
sle,Sierra Leone,country,afr,1880,1199729,983,47.5,513.91,8.5,-11.5
slv,El Salvador,country,ame,1880,572093,1617,44.4,461.6,13.83333,-88.91667
som,Somalia,country,afr,1880,1455432,749,44,451.96,6,48
srb,Serbia,country,eur,1880,3637989,2235,31.5,337.57,44.81892,20.45998
sur,Suriname,country,ame,1880,126424,2458,40.4,405.96,4,-56
svk,Slovak Republic,country,eur,1880,2658530,2251,48.3,363.32,48.66667,19.5
svn,Slovenia,country,eur,1880,796806,2318,42.2,360.97,46.08333,15
swe,Sweden,country,eur,1880,4503095,2472,58.4,203.94,62,15
swz,Swaziland,country,afr,1880,86887,656,49.7,413.61,-26.5,31.5
syr,Syria,country,asi,1880,1667572,1266,46.3,429.16,35,38
tcd,Chad,country,afr,1880,1455614,560,47.4,431.79,15,19
tgo,Togo,country,afr,1880,754234,914,45.2,426.55,8.66667,1.08333
tha,Thailand,country,asi,1880,6273430,1142,35.3,438.46,15.5,101
tjk,Tajikistan,country,asi,1880,805919,786,43.1,319.56,39,71
tkm,Turkmenistan,country,asi,1880,637089,1423,35.3,477.53,39.75,59.66667
tls,Timor-Leste,country,asi,1880,265856,610,46.9,456.89,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1880,163020,1708,43.4,335.73,11,-61
tun,Tunisia,country,afr,1880,1324052,957,42.1,460.21,34,9
tur,Turkey,country,eur,1880,12474351,1535,45.3,379.99,39,35
tza,Tanzania,country,afr,1880,3715610,662,37.6,414.89,-6,35
uga,Uganda,country,afr,1880,2561608,621,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1880,19532717,1151,43.5,360.97,49,32
ury,Uruguay,country,ame,1880,480723,5445,49.5,405.96,-33,-56
usa,United States,country,ame,1880,51256498,5292,53,356.16,39.76,-98.5
uzb,Uzbekistan,country,asi,1880,3470567,606,40.2,379.75,41.66667,63.83333
ven,Venezuela,country,ame,1880,2015985,1138,44.2,414.89,8,-66
vnm,Vietnam,country,asi,1880,11472739,909,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1880,2960773,1100,42.1,540.44,15.5,47.5
zaf,South Africa,country,afr,1880,3142066,3400,35.9,398.45,-29,24
zmb,Zambia,country,afr,1880,744157,805,46.2,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1880,1661683,957,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1881,4447479,744,42.4,479.96,33,66
ago,Angola,country,afr,1881,2492974,881,31.5,485.68,-12.5,18.5
alb,Albania,country,eur,1881,679003,882,34.2,375.2,41,20
are,United Arab Emirates,country,asi,1881,42924,1520,43.5,434.46,23.75,54.5
arg,Argentina,country,ame,1881,2566334,3051,34.2,404.69,-34,-64
arm,Armenia,country,eur,1881,720296,652,44.8,333.89,40.25,45
aus,Australia,country,asi,1881,2320569,7403,39.6,179.05,-25,135
aut,Austria,country,eur,1881,4989971,4063,36.6,406.11,47.33333,13.33333
aze,Azerbaijan,country,eur,1881,1536623,1090,44.2,325.33,40.5,47.5
bdi,Burundi,country,afr,1881,1398880,451,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1881,5622236,5707,50.7,241.85,50.75,4.5
ben,Benin,country,afr,1881,1154946,803,43.5,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1881,2594924,515,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1881,26241341,905,44.2,524.7,24,90
bgr,Bulgaria,country,eur,1881,3035269,1648,40.6,329.04,42.66667,25.25
bhr,Bahrain,country,asi,1881,68543,2177,42.2,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1881,1451768,918,44,378.8,44.25,17.83333
blr,Belarus,country,eur,1881,4128567,876,50,365.67,53,28
bol,Bolivia,country,ame,1881,1635136,1525,36.9,404.69,-17,-65
bra,Brazil,country,ame,1881,12106746,1467,32.5,417.44,-10,-55
btn,Bhutan,country,asi,1881,122975,712,47.9,433.11,27.5,90.5
bwa,Botswana,country,afr,1881,121930,535,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1881,643869,571,48.7,443.79,7,21
can,Canada,country,ame,1881,4421380,3394,42.4,272.99,60.10867,-113.64258
che,Switzerland,country,eur,1881,2838832,6222,42,262.22,47.00016,8.01427
chl,Chile,country,ame,1881,2310491,2658,68.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1881,366496623,1011,30,417.44,35,105
civ,Cote d'Ivoire,country,afr,1881,1641560,1123,44.4,427.86,8,-5.5
cmr,Cameroon,country,afr,1881,2230767,843,36,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1881,7710845,677,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1881,488815,723,43.2,408.51,-1,15.5
col,Colombia,country,ame,1881,2934776,1130,49.9,417.44,4,-73.25
com,Comoros,country,afr,1881,90746,756,46.2,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1881,95985,688,48.3,394.71,16,-24
cri,Costa Rica,country,ame,1881,176522,1537,44.1,441.12,10,-84
cub,Cuba,country,ame,1881,1574837,2211,41.2,345.92,22,-79.5
cyp,Cyprus,country,eur,1881,190432,1760,41.4,339.12,35,33
cze,Czech Republic,country,eur,1881,6900336,3061,47.7,379.99,49.75,15
deu,Germany,country,eur,1881,44037573,3110,42.4,364.1,51.5,10.5
dji,Djibouti,country,afr,1881,36430,972,45.7,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1881,2102479,3917,49.4,187.03,56,10
dom,Dominican Republic,country,ame,1881,325008,931,45.7,445.15,19,-70.66667
dza,Algeria,country,afr,1881,4179287,1424,38.4,460.21,28,3
ecu,Ecuador,country,ame,1881,1165472,784,46.3,405.96,-1.25,-78.25
egy,Egypt,country,afr,1881,7993753,988,39.7,404.69,27,30
eri,Eritrea,country,afr,1881,459344,623,48.4,441.12,15,39
esp,Spain,country,eur,1881,16995825,2559,32.4,307.34,40,-4
est,Estonia,country,eur,1881,584906,1424,39.7,320.22,59,26
eth,Ethiopia,country,afr,1881,6922257,535,47.5,447.88,9,39.5
fin,Finland,country,eur,1881,2076168,1851,42.5,319.17,64,26
fji,Fiji,country,asi,1881,126472,968,46.3,498.88,-18,178
fra,France,country,eur,1881,39174317,3782,52.5,244.14,46,2
gab,Gabon,country,afr,1881,265046,395,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1881,31198493,6637,42.6,209.77,54.75844,-2.69531
geo,Georgia,country,eur,1881,1874031,727,29.7,334.92,41.99998,43.4999
gha,Ghana,country,afr,1881,1687685,754,46.2,471.38,8.1,-1.2
gin,Guinea,country,afr,1881,1683906,511,32.7,439.79,10.83333,-10.66667
gmb,Gambia,country,afr,1881,162628,854,46.8,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1881,332015,819,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1881,98631,396,51.1,446.51,1.7,10.5
grc,Greece,country,eur,1881,4063407,2309,41,356.28,39,22
gtm,Guatemala,country,ame,1881,1191645,1412,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1881,251518,1836,38.2,429.16,5,-59
hnd,Honduras,country,ame,1881,439803,1474,45.4,393.46,15,-86.5
hti,Haiti,country,ame,1881,1293855,1182,44.5,485.54,19,-72.41667
hun,Hungary,country,eur,1881,6291253,2184,42.3,397.91,47,20
idn,Indonesia,country,asi,1881,30502703,1143,39,443.79,-5,120
ind,India,country,asi,1881,223974536,1087,29.9,509.39,22,79
