"geo","time","pop","gdp","gini","u5mr"
"ita",1915,,5152,49.8,245.7
"jam",1915,,1103,39.5,285.442981804
"jor",1915,,1747,42.9,408.702763015
"jpn",1915,,2148,52.2,292.769200124
"kaz",1915,,2866,34.7,397.77
"ken",1915,,1326,52.1,494.49889429
"kgz",1915,,1195,42.1,329.512733373
"khm",1915,,1043,45.9,368.85
"kir",1915,,644,,297.480191899
"kna",1915,,2238,,
"kor",1915,,711,32.1,495.975953815
"kwt",1915,,2517,41.4,485.67
"lao",1915,,1087,39.6,406.46
"lbn",1915,,2258,44.7,434.74
"lbr",1915,,1031,45.8,415.592335714
"lby",1915,,3373,40.5,392.82
"lca",1915,,1198,,225.219478498
"lka",1915,,1855,45.3,421.471564065
"lso",1915,,419,51.5,393.748031694
"ltu",1915,,3193,40.5,242.93
"lux",1915,,4725,38,202.36
"lva",1915,,1888,40.5,207.57
"mac",1915,,1438,,
"mar",1915,,893,36.9,391.61
"mco",1915,,6094,,
"mda",1915,,1386,30.5,270.170270755
"mdg",1915,,936,42.2,424.3
"mdv",1915,,837,,384.178772197
"mex",1915,,2362,52.3,436.06
"mhl",1915,,605,,
"mkd",1915,,1686,39.7,335.065632429
"mli",1915,,624,47.2,479.98
"mlt",1915,,1872,,96.8263737269
"mmr",1915,,1344,33.3,420.42
"mne",1915,,2584,41.3,364.2
"mng",1915,,697,47.9,407.72
"moz",1915,,417,37.5,426.89
"mrt",1915,,838,48.4,393.615423562
"mus",1915,,1514,43.5,270.05
"mwi",1915,,356,38.5,426.89
"mys",1915,,1591,41,423.01
"nam",1915,,2236,42.9,400.24
"ner",1915,,710,44.5,420.42
"nga",1915,,1396,42,425.6
"nic",1915,,2676,48.5,494.45
"nld",1915,,6627,45.7,135.229213255
"nor",1915,,5087,45.4,90.2458030303
"npl",1915,,900,41,394.801632994
"nru",1915,,949,,
"nzl",1915,,8664,38.6,66.6107623203
"omn",1915,,1645,43.1,409.422229515
"pak",1915,,1339,45.8,490.094566267
"pan",1915,,2478,42,394.59659234
"per",1915,,2799,45.3,360.473535853
"phl",1915,,1468,46.4,418.511517159
"plw",1915,,1287,,
"png",1915,,760,43.2,411.51
"pol",1915,,3041,27.6,287.212144527
"pri",1915,,2385,,
"prk",1915,,726,48.7,488.6
"prt",1915,,2275,47.1,238.82
"pry",1915,,2748,41.9,363.03
"pse",1915,,1221,44.8,420.461077271
"qat",1915,,2406,43.2,420.42
"rou",1915,,3156,30.5,323.63
"rus",1915,,3596,43.4,331.422974907
"rwa",1915,,499,40.6,407.72
"sau",1915,,1021,44.7,403.95
"sdn",1915,,847,37,412.882223873
"sen",1915,,814,41.7,497.477936198
"sgp",1915,,2678,42,380.7
"slb",1915,,522,49,490.06
"sle",1915,,1157,45.9,498.84
"slv",1915,,2169,42.1,448.06
"smr",1915,,2978,,
"som",1915,,783,41.5,438.71
"srb",1915,,3318,38.2,199.684765721
"ssd",1915,,829,37.04,454.120457474
"stp",1915,,1052,,273.763988432
"sur",1915,,3163,38.1,394.06
"svk",1915,,3500,44.4,287.95
"svn",1915,,3442,39.6,350.38
"swe",1915,,5120,55.3,106.175427981
"swz",1915,,792,46.7,400.879354106
"syc",1915,,1332,,161.419901873
"syr",1915,,1617,45.9,416.998798704
"tca",1915,,950,,
"tcd",1915,,679,45,419.13
"tgo",1915,,1073,42.8,414.071927822
"tha",1915,,1366,43.3,425.473634204
"tjk",1915,,1274,45.3,295.746788059
"tkm",1915,,2371,40.8,376.968421716
"tls",1915,,654,48.7,445.19814465
"ton",1915,,934,,180.66875725
"tto",1915,,2134,43.8,249.063537698
"tun",1915,,1160,36.9,446.71
"tur",1915,,1981,49.3,368.270164807
"tuv",1915,,1007,,
"twn",1915,,1346,,
"tza",1915,,727,39.6,402.766025143
"uga",1915,,731,42.2,495.668183421
"ukr",1915,,1919,42.9,350.38
"ury",1915,,6271,54.3,277.882688412
"usa",1915,,8081,51.9,170.814586028
"uzb",1915,,911,41.3,332.576647485
"vct",1915,,1603,,240.756256251
"ven",1915,,1471,43.9,402.953751244
"vnm",1915,,1182,41.6,405.19
"vut",1915,,824,,223.694277165
"wsm",1915,,1973,,281.58442951
"yem",1915,,1214,43.8,524.58
"zaf",1915,,4871,51.1,386.76
"zmb",1915,,930,44.2,398.229730008
"zwe",1915,,998,39.8,384.350640642
"abw",1916,,1681,,
"afg",1916,,841,41,470.29
"ago",1916,,1108,44.7,470.29
"alb",1916,,1442,27.3,363.32
"and",1916,,3916,,
"are",1916,,2082,44.1,420.7
"arg",1916,,6363,45.9,194.09
"arm",1916,,967,37.8,268.966884087
"atg",1916,,1528,,184.66591832
"aus",1916,,8089,41.3,97.2512554745
"aut",1916,,5269,37.1,312.26
"aze",1916,,1553,43.2,267.67756245
"bdi",1916,,465,45.1,410.52
"bel",1916,,5187,50.8,179.05
"ben",1916,,957,42.7,417.767870554
"bfa",1916,,536,38.9,440.586459397
"bgd",1916,,1182,38.5,526.601657208
"bgr",1916,,2226,30.3,270.22
"bhr",1916,,2727,38.9,425.835692922
"bhs",1916,,3016,,172.236080711
"bih",1916,,1169,45.5,366.8
"blr",1916,,1260,42.1,257.56
"blz",1916,,1136,,203.772064146
"bmu",1916,,2623,,
"bol",1916,,2124,36.9,391.87
"bra",1916,,1471,31.5,403.990429136
"brb",1916,,1792,,393.320756563
"brn",1916,,2100,,395.57
"btn",1916,,762,47.6,420.662354313
"bwa",1916,,638,37,384.064725698
"caf",1916,,703,47.5,429.73
"can",1916,,7747,41.1,267.84434746
"che",1916,,10616,38.1,102.89
"chl",1916,,4309,73.8,391.57
"chn",1916,,968,41.1,404.21
"civ",1916,,1326,42.2,414.235412415
"cmr",1916,,1011,43,445.879764946
"cod",1916,,819,42.8,409.26
"cog",1916,,845,39.5,395.57
"col",1916,,1573,57.9,361.797514281
"com",1916,,783,42.8,402.98
"cpv",1916,,799,47.8,382.2
"cri",1916,,2272,45.9,366.8
"cub",1916,,3643,39.5,350.67
"cym",1916,,2224,,
"cyp",1916,,2640,41.6,236.77
"cze",1916,,4646,39.3,235.84
"deu",1916,,4633,44.4,224.05
"dji",1916,,1173,43.8,431.05
"dma",1916,,1301,,
"dnk",1916,,7219,46.6,128.886836765
"dom",1916,,1160,43.6,424.711764791
"dza",1916,,2206,37.7,446.014935516
"ecu",1916,,1129,44.2,393.190686013
"egy",1916,,1392,43.1,392.106569247
"eri",1916,,686,48.2,427.15
"esp",1916,,3285,35.4,255.266400694
"est",1916,,2097,38.3,220.35
"eth",1916,,544,48.9,433.69
"fin",1916,,3174,40.3,176.74
"fji",1916,,1163,44.1,492.560445
"fra",1916,,4548,57,160.487481186
"fsm",1916,,589,,209.44063153
"gab",1916,,423,47.2,421.99
"gbr",1916,,9377,42.1,133.596065456
"geo",1916,,1139,37.3,274.908522025
"gha",1916,,1305,41.5,441.929076648
"gin",1916,,549,42.7,400.738906612
"gmb",1916,,890,46.7,445.63
"gnb",1916,,842,51.2,404.21
"gnq",1916,,429,51.2,432.37
"grc",1916,,3757,39.4,165.243821665
"grd",1916,,1444,,201.323522834
"grl",1916,,1165,,
"gtm",1916,,1877,39.7,487.42
"guy",1916,,2382,42.4,330.409218117
"hkg",1916,,2196,,
"hnd",1916,,2304,42.8,380.99
"hrv",1916,,3279,,355.22
"hti",1916,,1687,43.4,468.920632561
"hun",1916,,3414,33.3,355.806796448
"idn",1916,,1395,44.7,428.993151578
"ind",1916,,1370,31.2,328.598467684
"irl",1916,,4479,44.2,118.863237633
"irn",1916,,1572,38.9,490.33
"irq",1916,,1759,46.6,414.24886588
"isl",1916,,2796,,124.09079902
"isr",1916,,978,44.9,276.982039783
"ita",1916,,5723,49.9,255.25
"jam",1916,,1130,39.7,285.250642405
"jor",1916,,1775,42.8,407.668112798
"jpn",1916,,2438,52.1,288.19559373
"kaz",1916,,2549,35,391.87
"ken",1916,,1337,52.5,493.796961934
"kgz",1916,,1217,42,326.655282477
"khm",1916,,1044,45.9,367.96
"kir",1916,,663,,296.393638066
"kna",1916,,2265,,
"kor",1916,,694,32.1,490.385424269
"kwt",1916,,2449,41.4,484.5
"lao",1916,,1090,39.8,405.47
"lbn",1916,,2184,45,433.69
"lbr",1916,,1034,45.8,413.609412245
"lby",1916,,3414,40.4,391.87
"lca",1916,,1202,,223.827229106
"lka",1916,,1908,45.4,416.513063328
"lso",1916,,420,51.5,392.28898334
"ltu",1916,,2839,40.5,239.55
"lux",1916,,4911,37.9,214.1
"lva",1916,,1679,40.5,204.46
"mac",1916,,1477,,
"mar",1916,,914,36.9,390.66
"mco",1916,,6197,,
"mda",1916,,1231,30.3,266.617065013
"mdg",1916,,955,42.4,423.28
"mdv",1916,,837,,383.590310466
"mex",1916,,2546,52.5,429.73
"mhl",1916,,619,,
"mkd",1916,,1680,40.1,332.156425275
"mli",1916,,624,47.2,478.82
"mlt",1916,,1889,,95.5240449306
"mmr",1916,,1435,33.3,419.41
"mne",1916,,2575,41.3,363.32
"mng",1916,,698,47.8,406.73
"moz",1916,,418,37.7,425.86
"mrt",1916,,842,48.5,391.893645915
"mus",1916,,1532,43.4,220.33
"mwi",1916,,356,38.7,425.86
"mys",1916,,1694,41,421.99
"nam",1916,,2270,43,399.27
"ner",1916,,715,44.7,419.41
"nga",1916,,1422,42.2,424.57
"nic",1916,,2704,48.7,493.332365219
"nld",1916,,6500,45.4,140.836237902
"nor",1916,,5239,45.4,96.8459590909
"npl",1916,,898,41,393.755368023
"nru",1916,,991,,
"nzl",1916,,8575,38.7,66.4958893737
"omn",1916,,1669,43,409.203317386
"pak",1916,,1377,45.6,489.508935085
"pan",1916,,2506,42,391.324953191
"per",1916,,3033,46.6,359.525474911
"phl",1916,,1682,46.6,417.184533459
"plw",1916,,1360,,
"png",1916,,765,43.5,410.511213185
"pol",1916,,3087,27.5,289.95702992
"pri",1916,,2438,,
"prk",1916,,710,48.6,481.66
"prt",1916,,2285,47.4,249.7
"pry",1916,,2783,41.9,362.16
"pse",1916,,1158,44.8,419.557539792
"qat",1916,,2290,43.2,419.41
"rou",1916,,3128,30.3,330.461440542
"rus",1916,,3198,42.1,319.209954814
"rwa",1916,,499,41.1,406.73
"sau",1916,,1024,44.7,402.98
"sdn",1916,,864,37.7,411.932964339
"sen",1916,,832,41.8,496.299210937
"sgp",1916,,2222,41.9,379.78
"slb",1916,,531,48.9,488.88
"sle",1916,,1159,45.9,497.63
"slv",1916,,2187,42,446.95324114
"smr",1916,,3036,,
"som",1916,,788,41.8,437.65
"srb",1916,,3307,38.6,195.463246945
"ssd",1916,,846,37.69,451.915382545
"stp",1916,,1054,,272.587244898
"sur",1916,,3211,38,393.1
"svk",1916,,3461,44.6,284.21
"svn",1916,,3430,39.9,349.54
"swe",1916,,5410,55,102.563102125
"swz",1916,,804,46.6,399.790966364
"syc",1916,,1382,,160.000629013
"syr",1916,,1571,45.8,416.201638582
"tca",1916,,969,,
"tcd",1916,,690,44.9,418.11
"tgo",1916,,1073,42.7,413.078220851
"tha",1916,,1357,43.6,424.418728029
"tjk",1916,,1132,45.5,295.093139745
"tkm",1916,,2108,41,371.330731266
"tls",1916,,655,48.6,444.241340562
"ton",1916,,945,,179.256609411
"tto",1916,,2181,43.8,239.148504161
"tun",1916,,1172,36.9,445.63
"tur",1916,,1880,50,367.092345842
"tuv",1916,,1016,,
"twn",1916,,1449,,
"tza",1916,,729,39.8,401.797391429
"uga",1916,,733,42.4,494.348152851
"ukr",1916,,1706,42.9,349.54
"ury",1916,,6323,54.4,254.027344917
"usa",1916,,9061,52.1,177.480363804
"uzb",1916,,905,41.5,329.673006296
"vct",1916,,1619,,239.38947449
"ven",1916,,1381,43.9,402.031478027
"vnm",1916,,1176,41.8,404.21
"vut",1916,,834,,222.470509646
"wsm",1916,,1997,,280.327433094
"yem",1916,,1218,43.8,523.32
"zaf",1916,,4836,52.4,385.83
"zmb",1916,,960,44.1,397.421493961
"zwe",1916,,999,40,383.425922342
"abw",1917,,1722,,
"afg",1917,,845,40.8,469.15
"ago",1917,,1141,45.4,469.15
"alb",1917,,1460,27.2,362.43
"and",1917,,3982,,
"are",1917,,1981,44.1,419.68
"arg",1917,,5698,45.8,201.61
"arm",1917,,806,37.9,265.769237889
"atg",1917,,1565,,183.172668753
"aus",1917,,7936,41.4,75.3385109489
"aut",1917,,5177,37.2,302.43
"aze",1917,,1363,43.1,265.077663736
"bdi",1917,,466,45.3,409.52
"bel",1917,,4303,50.9,224.05
"ben",1917,,964,43,416.913169388
"bfa",1917,,536,39.1,439.576675174
"bgd",1917,,1159,38.5,522.283322574
"bgr",1917,,2123,30.1,268.58
"bhr",1917,,2728,38.8,424.781503425
"bhs",1917,,3125,,170.748723247
"bih",1917,,1160,45.4,365.91
"blr",1917,,1106,40.8,251.18
"blz",1917,,1153,,202.319670306
"bmu",1917,,2739,,
"bol",1917,,2145,36.9,390.92
"bra",1917,,1571,32.4,402.791922963
"brb",1917,,1819,,469.58202685
"brn",1917,,2107,,386.1
"btn",1917,,764,47.6,420.311922575
"bwa",1917,,643,37.2,382.859102502
"caf",1917,,715,47.4,428.69
"can",1917,,8002,41.1,216.031542043
"che",1917,,9419,38.1,103.85
"chl",1917,,4344,73.8,436.85
"chn",1917,,979,41.4,403.23
"civ",1917,,1343,42.1,413.171136621
"cmr",1917,,1021,43.1,444.882212843
"cod",1917,,835,43,408.26
"cog",1917,,864,39.5,394.61
"col",1917,,1591,57.9,341.463625075
"com",1917,,784,42.6,402
"cpv",1917,,802,47.8,381.28
"cri",1917,,2297,46,365.91
"cub",1917,,3740,39.4,347.56
"cym",1917,,2324,,
"cyp",1917,,2664,41.5,235.27
"cze",1917,,4594,39.4,230.67
"deu",1917,,4679,44.5,240.65
"dji",1917,,1207,43.7,430.01
"dma",1917,,1321,,
"dnk",1917,,6699,46.6,122.743144118
"dom",1917,,1178,43.5,422.633233324
"dza",1917,,2244,37.9,445.126003917
"ecu",1917,,1161,44.1,392.330933706
"egy",1917,,1352,43.3,391.391991477
"eri",1917,,689,48.2,426.11
"esp",1917,,3232,35.5,267.571198179
"est",1917,,1841,38.5,217.14
"eth",1917,,545,49.1,432.64
"fin",1917,,2651,40.6,191.82
"fji",1917,,1192,44,492.943731042
"fra",1917,,4506,57.3,176.27377423
"fsm",1917,,601,,208.062066142
"gab",1917,,425,47.5,420.96
"gbr",1917,,9276,42.1,136.508614581
"geo",1917,,890,37.4,272.212633871
"gha",1917,,1437,41.7,440.26088263
"gin",1917,,551,42.9,398.719266203
"gmb",1917,,891,46.6,444.518653526
"gnb",1917,,843,51.5,403.23
"gnq",1917,,431,51.2,431.32
"grc",1917,,3836,39.6,147.480160643
"grd",1917,,1451,,199.848972344
"grl",1917,,1201,,
"gtm",1917,,1892,40,486.23
"guy",1917,,2418,42.3,349.268930743
"hkg",1917,,2224,,
"hnd",1917,,2333,42.8,379.956651275
"hrv",1917,,3267,,354.36
"hti",1917,,1704,43.3,467.458849414
"hun",1917,,3338,33.1,350.83017418
"idn",1917,,1383,45.1,427.807921811
"ind",1917,,1336,31.2,333.519712747
"irl",1917,,4440,45.4,127.604893993
"irn",1917,,1611,39.1,489.15
"irq",1917,,1788,47,413.240487521
"isl",1917,,2736,,81.7367181373
"isr",1917,,932,44.9,268.818276888
"ita",1917,,6091,50,233.48
"jam",1917,,1158,39.9,299.788607595
"jor",1917,,1803,42.8,406.623737798
"jpn",1917,,2481,52.1,283.693425823
"kaz",1917,,2238,35.3,387.3
"ken",1917,,1348,52.9,493.10263203
"kgz",1917,,1239,42,323.822610671
"khm",1917,,1046,45.9,367.06
"kir",1917,,682,,295.311052898
"kna",1917,,2293,,
"kor",1917,,765,32.1,484.855101406
"kwt",1917,,2384,41.3,483.32
"lao",1917,,1092,40,404.49
"lbn",1917,,2112,45.3,432.627723042
"lbr",1917,,1037,45.8,411.641159184
"lby",1917,,3456,40.4,390.853390131
"lca",1917,,1206,,222.443586245
"lka",1917,,1975,45.4,412.934786451
"lso",1917,,420,51.5,390.82247054
"ltu",1917,,2493,40.6,235.27
"lux",1917,,5104,37.8,232.49
"lva",1917,,1474,40.6,201.38
"mac",1917,,1516,,
"mar",1917,,935,37,389.562214638
"mco",1917,,6302,,
"mda",1917,,1080,30.1,263.110590063
"mdg",1917,,974,42.6,422.25
"mdv",1917,,837,,383.002750105
"mex",1917,,2657,52.7,423.54
"mhl",1917,,633,,
"mkd",1917,,1675,40.5,329.27247731
"mli",1917,,624,47.2,477.66
"mlt",1917,,1906,,94.2392326459
"mmr",1917,,1400,33.3,418.39
"mne",1917,,2566,41.3,362.43
"mng",1917,,699,47.8,405.75
"moz",1917,,418,37.9,424.83
"mrt",1917,,847,48.5,390.175600867
"mus",1917,,1551,43.4,290.954631734
"mwi",1917,,356,39,424.83
"mys",1917,,1761,41,420.950958763
"nam",1917,,2304,43.1,398.31
"ner",1917,,720,45,418.39
"nga",1917,,1448,42.4,423.54
"nic",1917,,2733,48.9,495.135304866
"nld",1917,,5738,45.1,140.549751728
"nor",1917,,4713,45.5,91.0716787879
"npl",1917,,897,41,392.699589826
"nru",1917,,1035,,
"nzl",1917,,8389,38.8,61.9227371663
"omn",1917,,1693,43,408.984522307
"pak",1917,,1351,45.3,506.640153787
"pan",1917,,2534,42,388.091080851
"per",1917,,3087,47.8,358.567805115
"phl",1917,,1926,46.8,415.869025395
"plw",1917,,1436,,
"png",1917,,770,43.8,409.502469178
"pol",1917,,3133,27.4,292.728148172
"pri",1917,,2492,,
"prk",1917,,784,48.6,474.82
"prt",1917,,2245,47.6,238.82
"pry",1917,,2818,41.9,361.32036648
"pse",1917,,1097,44.8,418.655943943
"qat",1917,,2179,43.2,418.39
"rou",1917,,3100,30.1,337.437084587
"rus",1917,,2808,40.8,307.446987587
"rwa",1917,,500,41.7,406.025991524
"sau",1917,,1027,44.6,402
"sdn",1917,,882,38.3,410.983457157
"sen",1917,,849,41.9,495.12038151
"sgp",1917,,3090,41.9,378.86
"slb",1917,,540,48.8,487.69
"sle",1917,,1160,45.9,496.415147499
"slv",1917,,2206,42,445.84661159
"smr",1917,,3096,,
"som",1917,,793,42.1,436.59
"srb",1917,,3296,39.1,191.330974941
"ssd",1917,,863,38.34,449.721012386
"stp",1917,,1056,,271.415559462
"sur",1917,,3259,37.9,392.15
"svk",1917,,3422,44.9,280.48
"svn",1917,,3419,40.1,348.69
"swe",1917,,5086,54.7,94.0824380165
"swz",1917,,816,46.6,398.7031591
"syc",1917,,1434,,158.593834937
"syr",1917,,1527,45.7,415.413459398
"tca",1917,,988,,
"tcd",1917,,701,44.9,417.1
"tgo",1917,,1074,42.5,412.084483035
"tha",1917,,1348,43.9,423.363944181
"tjk",1917,,993,45.8,294.4409361
"tkm",1917,,1851,41.2,365.777354387
"tls",1917,,656,48.6,443.286592803
"ton",1917,,957,,177.855499239
"tto",1917,,2229,43.8,229.628176058
"tun",1917,,1185,37,444.55
"tur",1917,,1784,50.7,365.905957404
"tuv",1917,,1026,,
"twn",1917,,1623,,
"tza",1917,,731,40.1,400.838703429
"uga",1917,,734,42.7,493.028707427
"ukr",1917,,1498,42.8,348.69
"ury",1917,,6802,54.6,232.219906243
"usa",1917,,8703,52.3,178.446172625
"uzb",1917,,782,41.7,326.794716051
"vct",1917,,1634,,238.030451998
"ven",1917,,1603,43.9,401.118929104
"vnm",1917,,1169,42,403.23
"vut",1917,,844,,221.253433619
"wsm",1917,,2022,,279.076047925
"yem",1917,,1221,43.9,522.05
"zaf",1917,,4801,53.7,384.89
"zmb",1917,,992,43.9,396.602498959
"zwe",1917,,1000,40.2,382.501178295
"abw",1918,,1765,,
"afg",1918,,849,40.5,468.143770473
"ago",1918,,1174,46,468.01
"alb",1918,,1479,27.1,361.55
"and",1918,,4049,,
"are",1918,,1885,44.2,418.66
"arg",1918,,6598,45.8,220.33
"arm",1918,,671,38.1,262.609607305
"atg",1918,,1604,,181.691493934
"aus",1918,,7613,41.4,80.0725839416
"aut",1918,,5105,37.2,313.89
"aze",1918,,834,43,262.503017318
"bdi",1918,,466,45.5,408.53
"bel",1918,,4005,51,212.85
"ben",1918,,971,43.2,416.057702624
"bfa",1918,,537,39.3,438.556635731
"bgd",1918,,1010,38.5,519.515224177
"bgr",1918,,2024,30,267.93
"bhr",1918,,2730,38.7,423.717433219
"bhs",1918,,3238,,169.27420997
"bih",1918,,1152,45.4,365.02
"blr",1918,,677,39.5,244.92
"blz",1918,,1170,,200.877628464
"bmu",1918,,2860,,
"bol",1918,,2165,36.9,389.97
"bra",1918,,1492,33.3,401.594481481
"brb",1918,,1847,,333.638711217
"brn",1918,,2114,,376.77
"btn",1918,,765,47.6,419.961782764
"bwa",1918,,648,37.5,381.644850818
"caf",1918,,728,47.3,427.65
"can",1918,,7399,41.2,219.690886136
"che",1918,,9382,38.2,126.75
"chl",1918,,4340,73.8,414.12
"chn",1918,,990,41.8,402.25
"civ",1918,,1360,42,412.097177296
"cmr",1918,,1030,43.2,443.884257196
"cod",1918,,852,43.1,407.27
"cog",1918,,883,39.5,393.65
"col",1918,,1631,57.9,322.272549277
"com",1918,,785,42.4,401.02
"cpv",1918,,805,47.8,380.35
"cri",1918,,2323,46.1,365.02
"cub",1918,,3839,39.3,344.45
"cym",1918,,2428,,
"cyp",1918,,2688,41.5,233.77
"cze",1918,,4542,39.6,224.67
"deu",1918,,4746,44.6,256.73
"dji",1918,,1243,43.6,428.96
"dma",1918,,1340,,
"dnk",1918,,6396,46.6,99.1482882353
"dom",1918,,1196,43.4,420.54999536
"dza",1918,,2281,38.1,444.236139413
"ecu",1918,,1194,44,391.470743079
"egy",1918,,1328,43.5,390.67626669
"eri",1918,,692,48.2,425.08
"esp",1918,,3196,35.5,345.119687771
"est",1918,,1473,38.8,213.06
"eth",1918,,545,49.4,431.59
"fin",1918,,2298,41,214.47
"fji",1918,,1222,43.9,493.319363333
"fra",1918,,3861,57.7,215.13887329
"fsm",1918,,613,,206.69257465
"gab",1918,,427,47.7,419.94
"gbr",1918,,9439,42.1,170.928989417
"geo",1918,,695,37.5,269.543182922
"gha",1918,,1149,41.9,438.585947244
"gin",1918,,552,43.1,396.704720139
"gmb",1918,,893,46.6,443.407459359
"gnb",1918,,844,51.7,402.25
"gnq",1918,,432,51.2,430.27
"grc",1918,,3916,39.8,131.626087597
"grd",1918,,1457,,198.385221879
"grl",1918,,1239,,
"gtm",1918,,1907,40.2,484.809521624
"guy",1918,,2454,42.3,394.77544489
"hkg",1918,,2252,,
"hnd",1918,,2363,42.8,378.923851296
"hrv",1918,,3256,,353.5
"hti",1918,,1722,43.3,466.001183166
"hun",1918,,3264,32.8,352.328019126
"idn",1918,,1409,45.5,426.62340535
"ind",1918,,1158,31.2,433.794614004
"irl",1918,,4402,46.6,124.080655035
"irn",1918,,1650,39.3,487.96
"irq",1918,,1818,47.4,412.222151947
"isl",1918,,2576,,79.0616405229
"isr",1918,,965,44.9,260.895132572
"ita",1918,,6694,50.1,354.98
"jam",1918,,1186,40.1,284.865963608
"jor",1918,,1831,42.7,405.579631236
"jpn",1918,,2476,52.1,279.261580714
"kaz",1918,,1370,35.7,381.55
"ken",1918,,1360,53.4,492.405873971
"kgz",1918,,1262,41.9,321.014503077
"khm",1918,,1047,45.9,366.17
"kir",1918,,702,,294.232421899
"kna",1918,,2320,,
"kor",1918,,822,32.1,479.314200229
"kwt",1918,,2320,41.2,482.15
"lao",1918,,1095,40.3,403.51
"lbn",1918,,2213,45.5,431.565505675
"lbr",1918,,1039,45.8,409.667693878
"lby",1918,,3499,40.3,389.837104008
"lca",1918,,1210,,221.068496711
"lka",1918,,1790,45.5,409.357546392
"lso",1918,,420,51.5,389.36837627
"ltu",1918,,1995,40.6,231.93
"lux",1918,,5305,37.7,286.87
"lva",1918,,1180,40.6,198.31
"mac",1918,,1557,,
"mar",1918,,957,37,388.475142207
"mco",1918,,6409,,
"mda",1918,,661,30,259.650231316
"mdg",1918,,993,42.9,421.23
"mdv",1918,,837,,382.416089734
"mex",1918,,2762,52.9,416.09
"mhl",1918,,648,,
"mkd",1918,,1669,40.9,326.413569222
"mli",1918,,625,47.2,476.5
"mlt",1918,,1924,,92.9717012731
"mmr",1918,,1367,33.3,417.37
"mne",1918,,2558,41.2,361.55
"mng",1918,,700,47.8,404.76
"moz",1918,,418,38.2,423.79
"mrt",1918,,851,48.5,388.461288416
"mus",1918,,1571,43.3,323.618057934
"mwi",1918,,356,39.2,423.79
"mys",1918,,1654,41,419.92196134
"nam",1918,,2338,43.3,397.34
"ner",1918,,725,45.2,417.37
"nga",1918,,1475,42.6,422.51
"nic",1918,,2762,49.2,496.918808922
"nld",1918,,5298,44.8,179.227433048
"nor",1918,,4481,45.5,101.168648485
"npl",1918,,895,41,391.654266279
"nru",1918,,1081,,
"nzl",1918,,8227,38.9,61.8155793121
"omn",1918,,1718,42.9,408.765844214
"pak",1918,,1177,45,522.751071097
"pan",1918,,2563,41.9,384.874968511
"per",1918,,3048,49,357.620506798
"phl",1918,,2158,47,486.159873027
"plw",1918,,1517,,
"png",1918,,775,44.1,408.503767337
"pol",1918,,3180,27.3,295.525749991
"pri",1918,,2547,,
"prk",1918,,844,48.5,468.01
"prt",1918,,2128,47.8,339.88
"pry",1918,,2853,41.8,360.480536313
"pse",1918,,1129,44.8,417.756285552
"qat",1918,,2074,43.3,417.37
"rou",1918,,3071,30,344.559976098
"rus",1918,,1719,39.5,296.117488665
"rwa",1918,,501,42.2,405.310636249
"sau",1918,,1030,44.5,401.02
"sdn",1918,,899,39,410.033702328
"sen",1918,,867,42,493.941447917
"sgp",1918,,2424,41.9,377.94
"slb",1918,,549,48.8,486.51
"sle",1918,,1162,45.9,495.190367401
"slv",1918,,2224,41.9,444.730113147
"smr",1918,,3157,,
"som",1918,,799,42.4,435.53
"srb",1918,,3284,39.5,187.286062951
"ssd",1918,,880,39,447.53729504
"stp",1918,,1058,,270.248910383
"sur",1918,,3308,37.7,391.2
"svk",1918,,3383,45.1,276.82
"svn",1918,,3407,40.3,347.84
"swe",1918,,4705,54.3,107.328931917
"swz",1918,,828,46.5,397.615932315
"syc",1918,,1487,,157.199409927
"syr",1918,,1557,45.7,414.614225124
"tca",1918,,1008,,
"tcd",1918,,713,44.8,416.09
"tgo",1918,,1074,42.4,411.090714374
"tha",1918,,1339,44.2,422.30928266
"tjk",1918,,608,46,293.79017393
"tkm",1918,,1133,41.5,360.307030141
"tls",1918,,658,48.6,442.333896954
"ton",1918,,969,,176.46534046
"tto",1918,,2278,43.8,220.486840831
"tun",1918,,1197,37,443.47
"tur",1918,,1694,51.4,364.730944473
"tuv",1918,,1036,,
"twn",1918,,1549,,
"tza",1918,,733,40.3,399.87996
"uga",1918,,736,42.9,491.709847149
"ukr",1918,,917,42.7,347.84
"ury",1918,,7027,54.7,212.284566356
"usa",1918,,9375,52.4,236.641293083
"uzb",1918,,676,41.9,323.941555419
"vct",1918,,1650,,236.679144724
"ven",1918,,1583,43.9,400.206098673
"vnm",1918,,1162,42.3,402.25
"vut",1918,,855,,220.043012517
"wsm",1918,,2047,,277.830248955
"yem",1918,,1224,43.9,521.350817631
"zaf",1918,,4766,55,383.96
"zmb",1918,,1025,43.8,395.792779675
"zwe",1918,,1002,40.5,381.576408499
"abw",1919,,1808,,
"afg",1919,,853,40.3,467.136889258
"ago",1919,,1209,46.6,466.87
"alb",1919,,1498,27,360.67
"and",1919,,4117,,
"are",1919,,1986,44.2,417.64
"arg",1919,,6680,45.8,212.85
"arm",1919,,560,38.2,259.487540381
"atg",1919,,1643,,180.222296223
"aus",1919,,7793,41.4,95.7613868613
"aut",1919,,4507,37.2,253.24
"aze",1919,,718,42.9,259.953377927
"bdi",1919,,467,45.8,407.53
"bel",1919,,4917,51.1,183.19
"ben",1919,,978,43.4,415.201470262
